cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,battery_soc,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
88.0,27,1079.35,7.396,3,50.5220108,-84.8105117,317.0,7.396,2023-02-02 15:00:52,,25.0,50.0,85.0,24.5,91.0,9.0,48.60000000000002,0.0,0.0,48.60000000000002,0.0,2023,2,2,15,5.81,319.0
89.0,27,1087.96,8.287,3,50.5220981,-84.8105458,259.0,8.287,2023-02-02 15:00:53,,27.5,50.0,88.5,23.5,89.0,9.0,48.60000000000002,0.0,0.0,48.60000000000002,0.0,2023,2,2,15,5.81,319.0
89.0,27,1094.65,7.077,3,50.5221567,-84.8105885,225.0,7.077,2023-02-02 15:00:54,,27.5,51.0,84.5,27.0,90.5,9.0,48.799999999999955,0.0,0.0,48.799999999999955,0.0,2023,2,2,15,5.81,319.0
87.0,28,1101.84,7.18,3,50.5222096,-84.8106676,218.0,7.18,2023-02-02 15:00:55,,22.0,50.0,82.0,22.0,80.0,9.0,49.0,0.0,0.0,49.0,0.0,2023,2,2,15,5.81,319.0
87.0,28,1109.68,7.715,3,50.5222805,-84.8107299,232.0,7.715,2023-02-02 15:00:56,,26.0,54.0,91.0,20.5,72.0,9.0,49.200000000000045,0.0,0.0,49.200000000000045,2.1,2023,2,2,15,5.81,319.0
89.0,28,1116.82,7.259,3,50.5223516,-84.8107615,321.0,7.259,2023-02-02 15:00:57,,25.5,47.0,92.5,22.5,80.0,9.0,49.39999999999998,0.0,0.0,49.39999999999998,2.14,2023,2,2,15,5.81,319.0
92.0,29,1123.5,6.811,3,50.5224229,-84.8107773,339.0,6.811,2023-02-02 15:00:58,,22.0,45.0,90.0,26.5,95.5,8.0,49.60000000000002,0.0,0.0,49.60000000000002,2.02,2023,2,2,15,5.81,319.0
92.0,29,1128.89,5.746,3,50.522479,-84.8107864,333.0,5.746,2023-02-02 15:00:59,,26.5,51.0,93.0,25.5,93.0,8.0,49.799999999999955,1.0,0.0,49.799999999999955,2.0,2023,2,2,15,5.81,319.0
91.0,29,1134.42,5.578,3,50.5225382,-84.8107981,323.0,5.578,2023-02-02 15:01:00,,25.5,52.0,93.5,24.5,90.0,8.0,50.0,1.0,0.0,50.0,2.07,2023,2,2,15,5.81,319.0
91.0,30,1140.95,6.307,3,50.5226034,-84.8108288,305.0,6.307,2023-02-02 15:01:01,,24.0,53.0,93.0,23.5,86.5,8.0,50.200000000000045,1.0,0.0,50.200000000000045,2.15,2023,2,2,15,5.81,319.0
90.0,30,1148.96,7.581,3,50.5226789,-84.8108899,261.0,7.581,2023-02-02 15:01:02,,23.5,51.0,93.0,23.0,84.5,8.0,50.0,1.0,0.0,50.0,2.22,2023,2,2,15,5.81,319.0
90.0,30,1155.7,6.937,3,50.5227371,-84.8109447,240.0,6.937,2023-02-02 15:01:03,,24.5,49.0,92.0,23.5,85.5,8.0,50.0,1.0,0.0,50.0,2.13,2023,2,2,15,5.81,319.0
91.0,30,1161.61,6.158,3,50.5227867,-84.8109969,232.0,6.158,2023-02-02 15:01:04,,25.5,48.0,91.5,23.5,86.0,8.0,50.200000000000045,1.0,0.0,50.200000000000045,1.91,2023,2,2,15,5.81,319.0
93.0,30,1166.09,4.906,3,50.5228205,-84.8110423,226.0,4.906,2023-02-02 15:01:05,,26.5,48.0,90.5,24.0,87.0,8.0,50.0,1.0,0.0,50.0,1.58,2023,2,2,15,5.81,319.0
87.0,31,1170.72,4.708,3,50.5228528,-84.8110928,220.0,4.708,2023-02-02 15:01:06,,25.5,49.0,83.5,23.5,82.5,8.0,50.0,1.0,0.0,50.0,0.11,2023,2,2,15,5.81,319.0
71.0,31,1177.17,6.015,3,50.5228996,-84.8111615,214.0,6.015,2023-02-02 15:01:07,,23.5,46.0,75.0,22.5,77.5,8.0,50.0,1.0,0.0,50.0,0.0,2023,2,2,15,5.81,319.0
54.0,31,1184.7,7.194,3,50.5229511,-84.8112464,207.0,7.194,2023-02-02 15:01:08,,20.5,42.0,70.5,21.5,75.5,8.0,49.799999999999955,1.0,0.0,49.799999999999955,0.0,2023,2,2,15,5.81,319.0
67.0,31,1192.82,8.026,3,50.5230095,-84.8113372,104.0,8.026,2023-02-02 15:01:09,,17.5,38.0,65.5,20.5,73.5,8.0,49.799999999999955,1.0,0.0,49.799999999999955,0.0,2023,2,2,15,5.81,319.0
61.0,31,1201.42,8.302,3,50.5230795,-84.8114126,81.0,8.302,2023-02-02 15:01:10,,11.0,34.0,46.5,14.5,57.0,8.0,49.799999999999955,1.0,0.0,49.799999999999955,0.0,2023,2,2,15,5.81,319.0
41.0,31,1208.72,7.056,3,50.5231525,-84.811451,67.0,7.056,2023-02-02 15:01:11,,,,,,,8.0,49.799999999999955,1.0,0.0,49.799999999999955,0.0,2023,2,2,15,5.81,319.0
22.0,31,1215.78,6.595,3,50.5232201,-84.8114949,53.0,6.595,2023-02-02 15:01:12,,,,,,,8.0,49.799999999999955,1.0,0.0,49.799999999999955,0.0,2023,2,2,15,5.81,319.0
2.0,31,1223.21,7.1,3,50.5232963,-84.8115312,0.0,7.1,2023-02-02 15:01:13,,,,,,,8.0,49.60000000000002,1.0,0.0,49.60000000000002,0.0,2023,2,2,15,5.81,319.0
0.0,31,1231.4,7.826,3,50.5233798,-84.8115673,0.0,7.826,2023-02-02 15:01:14,,,,,,,8.0,49.200000000000045,1.0,0.0,49.200000000000045,0.0,2023,2,2,15,5.81,319.0
0.0,31,1238.88,7.561,3,50.5234583,-84.8115991,0.0,7.561,2023-02-02 15:01:15,,,,,,,8.0,49.200000000000045,1.0,0.0,49.200000000000045,-0.74,2023,2,2,15,5.81,319.0
0.0,31,1246.08,6.82,3,50.5235318,-84.8116225,0.0,6.82,2023-02-02 15:01:16,,,,,,,8.0,49.0,1.0,1.0,49.0,-1.04,2023,2,2,15,5.81,319.0
0.0,31,1252.22,6.13,3,50.5235931,-84.8116564,0.0,6.13,2023-02-02 15:01:17,,,,,,,8.0,49.0,1.0,1.0,49.0,-1.3,2023,2,2,15,5.81,319.0
0.0,31,1257.76,5.653,3,50.5236473,-84.8116835,0.0,5.653,2023-02-02 15:01:18,,,,,,,8.0,48.799999999999955,1.0,1.0,48.799999999999955,-1.55,2023,2,2,15,5.81,319.0
0.0,31,1263.19,5.234,3,50.5237027,-84.8117106,0.0,5.234,2023-02-02 15:01:19,,,,,,,8.0,48.60000000000002,1.0,1.0,48.60000000000002,-1.77,2023,2,2,15,5.81,319.0
0.0,31,1269.19,5.454,3,50.523765,-84.8117356,0.0,5.454,2023-02-02 15:01:20,,,,,,,8.0,48.60000000000002,1.0,1.0,48.60000000000002,-1.87,2023,2,2,15,5.81,319.0
0.0,31,1276.03,5.882,3,50.5238351,-84.8117536,0.0,5.882,2023-02-02 15:01:21,,,,,,,8.0,48.60000000000002,1.0,2.0,48.60000000000002,-1.87,2023,2,2,15,5.81,319.0
0.0,31,1283.19,5.765,3,50.5239121,-84.8117718,0.0,5.765,2023-02-02 15:01:22,,,,,,,7.0,48.39999999999998,1.0,2.0,48.39999999999998,-1.86,2023,2,2,15,5.81,319.0
0.0,31,1290.47,5.99,3,50.5239899,-84.8117876,0.0,5.99,2023-02-02 15:01:23,,,,,,,7.0,48.39999999999998,1.0,2.0,48.39999999999998,-1.71,2023,2,2,15,5.81,319.0
0.0,31,1297.66,6.126,3,50.5240674,-84.8118017,0.0,6.126,2023-02-02 15:01:24,,,,,,,7.0,48.200000000000045,1.0,2.0,48.200000000000045,-1.59,2023,2,2,15,5.81,319.0
0.0,31,1306.28,8.244,3,50.5241579,-84.8118241,0.0,8.244,2023-02-02 15:01:25,,,,,,,7.0,48.200000000000045,1.0,2.0,48.200000000000045,-1.56,2023,2,2,15,5.81,319.0
0.0,31,1316.94,10.04,3,50.5242707,-84.8118332,0.0,10.04,2023-02-02 15:01:26,,,,,,,7.0,48.0,1.0,2.0,48.0,-1.49,2023,2,2,15,5.81,319.0
0.0,31,1324.84,8.433,3,50.5243559,-84.8118423,0.0,8.433,2023-02-02 15:01:27,,,,,,,7.0,48.0,1.0,2.0,48.0,-1.37,2023,2,2,15,5.81,319.0
0.0,31,1332.54,7.889,3,50.5244379,-84.8118539,0.0,7.889,2023-02-02 15:01:28,,,,,,,7.0,48.0,1.0,2.0,48.0,-1.21,2023,2,2,15,5.81,319.0
0.0,31,1340.0,7.562,3,50.5245161,-84.8118722,0.0,7.562,2023-02-02 15:01:29,,,,,,,7.0,48.0,1.0,2.0,48.0,-1.01,2023,2,2,15,5.81,319.0
0.0,31,1346.02,6.406,3,50.5245804,-84.8118903,0.0,6.406,2023-02-02 15:01:30,,,,,,,7.0,48.0,1.0,2.0,48.0,-0.08,2023,2,2,15,5.81,319.0
0.0,31,1351.36,5.628,3,50.524636,-84.8119085,0.0,5.628,2023-02-02 15:01:31,,,,,,,7.0,48.0,1.0,2.0,48.0,0.0,2023,2,2,15,5.81,319.0
43.0,31,1357.72,6.243,3,50.5247001,-84.8119311,50.0,6.243,2023-02-02 15:01:32,,,,,,,7.0,47.799999999999955,1.0,2.0,47.799999999999955,0.0,2023,2,2,15,5.81,319.0
58.0,31,1365.67,7.535,3,50.5247829,-84.8119674,165.0,7.535,2023-02-02 15:01:33,,21.5,,85.5,0.0,0.0,7.0,47.60000000000002,1.0,2.0,47.60000000000002,0.0,2023,2,2,15,5.81,319.0
68.0,32,1373.8,7.854,3,50.5248689,-84.8120021,260.0,7.854,2023-02-02 15:01:34,,22.5,,87.5,6.0,27.0,7.0,47.60000000000002,1.0,2.0,47.60000000000002,-0.56,2023,2,2,15,5.81,319.0
75.0,32,1381.28,7.587,3,50.5249462,-84.8120294,300.0,7.587,2023-02-02 15:01:35,,23.5,42.0,89.5,11.5,53.5,7.0,47.39999999999998,1.0,3.0,47.39999999999998,-0.74,2023,2,2,15,5.81,319.0
78.0,32,1388.87,7.593,3,50.5250235,-84.8120541,311.0,7.593,2023-02-02 15:01:36,,24.5,45.0,91.0,16.5,75.5,7.0,47.200000000000045,1.0,3.0,47.200000000000045,-0.96,2023,2,2,15,5.81,319.0
80.0,32,1396.12,7.33,3,50.5250994,-84.8120748,220.0,7.33,2023-02-02 15:01:37,,24.0,48.0,87.0,16.5,74.0,7.0,47.200000000000045,1.0,3.0,47.200000000000045,-1.21,2023,2,2,15,5.81,319.0
81.0,33,1402.89,6.932,3,50.5251706,-84.8121044,179.0,6.932,2023-02-02 15:01:38,,23.5,51.0,83.0,17.0,72.0,7.0,47.0,1.0,3.0,47.0,-1.41,2023,2,2,15,5.81,319.0
76.0,33,1409.54,6.715,3,50.5252379,-84.8121385,156.0,6.715,2023-02-02 15:01:39,,23.0,54.0,79.0,17.0,70.0,7.0,46.799999999999955,1.0,3.0,46.799999999999955,-1.52,2023,2,2,15,5.81,319.0
62.0,33,1415.63,6.234,3,50.525298,-84.8121684,150.0,6.234,2023-02-02 15:01:40,,23.0,55.0,75.0,17.5,68.0,7.0,46.60000000000002,1.0,3.0,46.60000000000002,-1.6,2023,2,2,15,5.81,319.0
48.0,33,1420.98,5.583,3,50.525349,-84.8122021,145.0,5.583,2023-02-02 15:01:41,,23.0,54.0,73.0,17.5,66.0,7.0,46.39999999999998,1.0,3.0,46.39999999999998,-1.72,2023,2,2,15,5.81,319.0
34.0,33,1426.49,5.549,3,50.5254034,-84.8122317,139.0,5.549,2023-02-02 15:01:42,,26.5,54.0,79.0,17.0,64.5,7.0,46.200000000000045,1.0,4.0,46.200000000000045,-1.9,2023,2,2,15,5.81,319.0
20.0,33,1432.1,5.605,3,50.5254576,-84.8122679,133.0,5.605,2023-02-02 15:01:43,,30.5,53.0,84.5,16.5,62.5,7.0,46.200000000000045,1.0,4.0,46.200000000000045,-2.1,2023,2,2,15,5.81,319.0
31.0,33,1437.61,5.589,3,50.5255128,-84.8123039,72.0,5.589,2023-02-02 15:01:44,,34.0,53.0,90.0,16.0,60.5,7.0,46.200000000000045,1.0,4.0,46.200000000000045,-2.26,2023,2,2,15,5.81,319.0
69.0,33,1444.04,6.097,3,50.525575,-84.8123414,203.0,6.097,2023-02-02 15:01:45,,34.5,52.0,93.0,13.0,61.5,7.0,46.0,1.0,4.0,46.0,-2.25,2023,2,2,15,5.81,319.0
72.0,34,1450.39,6.289,3,50.5256385,-84.8123777,323.0,6.289,2023-02-02 15:01:46,,30.5,52.0,91.5,6.5,66.0,7.0,46.0,1.0,4.0,46.0,-2.14,2023,2,2,15,5.81,319.0
76.0,34,1456.86,6.407,3,50.5257026,-84.8124143,333.0,6.407,2023-02-02 15:01:47,,26.5,52.0,90.0,0.5,70.0,7.0,45.799999999999955,1.0,4.0,45.799999999999955,-1.89,2023,2,2,15,5.81,319.0
79.0,34,1463.68,6.736,3,50.5257698,-84.8124505,323.0,6.736,2023-02-02 15:01:48,,29.5,52.0,94.5,0.0,74.5,7.0,45.799999999999955,1.0,4.0,45.799999999999955,-1.58,2023,2,2,15,5.81,319.0
81.0,35,1471.08,7.243,3,50.5258444,-84.8124869,302.0,7.243,2023-02-02 15:01:49,,27.5,51.0,88.0,6.5,79.0,7.0,45.799999999999955,1.0,4.0,45.799999999999955,-1.27,2023,2,2,15,5.81,319.0
82.0,35,1478.16,7.104,3,50.5259143,-84.8125209,217.0,7.104,2023-02-02 15:01:50,,22.5,51.0,77.0,16.0,83.5,7.0,45.799999999999955,1.0,4.0,45.799999999999955,-1.0,2023,2,2,15,5.81,319.0
82.0,35,1485.22,6.999,3,50.5259868,-84.8125531,163.0,6.999,2023-02-02 15:01:51,,19.5,51.0,68.5,23.5,86.0,7.0,45.799999999999955,1.0,4.0,45.799999999999955,-0.09,2023,2,2,15,5.81,319.0
58.0,35,1492.49,6.891,3,50.5260596,-84.8125961,129.0,6.891,2023-02-02 15:01:52,,22.5,49.0,73.5,22.0,80.5,7.0,45.799999999999955,1.0,4.0,45.799999999999955,0.0,2023,2,2,15,5.81,319.0
33.0,35,1499.39,6.483,3,50.5261291,-84.8126328,96.0,6.483,2023-02-02 15:01:53,,26.0,38.0,78.0,20.5,75.5,7.0,45.799999999999955,1.0,4.0,45.799999999999955,0.0,2023,2,2,15,5.81,319.0
8.0,35,1505.46,5.642,3,50.526187,-84.8126692,63.0,5.642,2023-02-02 15:01:54,,29.0,27.0,83.0,19.0,70.0,7.0,45.799999999999955,1.0,4.0,45.799999999999955,0.0,2023,2,2,15,5.81,319.0
8.0,35,1511.1,5.504,3,50.5262415,-84.812703,8.0,5.504,2023-02-02 15:01:55,,32.0,17.0,88.0,17.5,64.5,6.0,45.799999999999955,1.0,4.0,45.799999999999955,0.0,2023,2,2,15,5.81,319.0
21.0,35,1516.85,5.904,3,50.5262987,-84.8127354,19.0,5.904,2023-02-02 15:01:56,,35.5,20.0,92.5,16.0,59.5,6.0,45.799999999999955,1.0,4.0,45.799999999999955,0.0,2023,2,2,15,5.81,319.0
55.0,35,1523.87,6.937,3,50.5263663,-84.8127835,79.0,6.937,2023-02-02 15:01:57,,33.5,84.0,94.0,20.5,72.5,6.0,45.60000000000002,1.0,4.0,45.60000000000002,0.0,2023,2,2,15,5.81,319.0
91.0,36,1531.91,8.016,3,50.5264446,-84.8128354,159.0,8.016,2023-02-02 15:01:58,,31.0,56.0,95.0,25.5,86.5,6.0,45.60000000000002,1.0,4.0,45.60000000000002,0.0,2023,2,2,15,5.81,319.0
95.0,36,1540.21,8.161,3,50.5265269,-84.8128785,297.0,8.161,2023-02-02 15:01:59,,29.0,48.0,92.5,28.0,94.0,6.0,45.60000000000002,1.0,4.0,45.60000000000002,0.0,2023,2,2,15,5.81,319.0
99.0,36,1548.24,7.932,3,50.5266089,-84.812915,364.0,7.932,2023-02-02 15:02:00,,27.5,50.0,86.5,27.5,91.5,6.0,45.60000000000002,1.0,4.0,45.60000000000002,0.0,2023,2,2,15,5.81,319.0
99.0,37,1556.62,8.054,3,50.526693,-84.8129537,304.0,8.054,2023-02-02 15:02:01,,26.0,52.0,81.0,27.5,91.5,6.0,45.60000000000002,1.0,4.0,45.60000000000002,0.0,2023,2,2,15,5.81,319.0
99.0,37,1565.45,8.36,3,50.5267821,-84.8129965,277.0,8.36,2023-02-02 15:02:02,,26.5,49.0,86.5,25.5,87.0,6.0,45.799999999999955,1.0,4.0,45.799999999999955,0.0,2023,2,2,15,5.81,319.0
98.0,37,1574.16,8.29,3,50.5268696,-84.8130359,282.0,8.29,2023-02-02 15:02:03,,27.5,51.0,91.5,27.0,88.5,6.0,45.799999999999955,1.0,4.0,45.799999999999955,0.0,2023,2,2,15,5.81,319.0
98.0,37,1582.62,7.976,3,50.5269557,-84.8130812,297.0,7.976,2023-02-02 15:02:04,,27.5,53.0,91.5,28.0,90.5,6.0,46.0,1.0,4.0,46.0,0.0,2023,2,2,15,5.81,319.0
96.0,38,1590.83,7.577,3,50.5270393,-84.813124,285.0,7.577,2023-02-02 15:02:05,,26.0,55.0,86.5,27.0,90.0,6.0,46.200000000000045,1.0,4.0,46.200000000000045,0.0,2023,2,2,15,5.81,319.0
94.0,38,1598.55,7.443,3,50.5271179,-84.8131604,284.0,7.443,2023-02-02 15:02:06,,27.0,56.0,89.0,27.5,90.0,6.0,46.39999999999998,1.0,4.0,46.39999999999998,0.0,2023,2,2,15,5.81,319.0
93.0,38,1606.54,7.794,3,50.5271999,-84.8131963,328.0,7.794,2023-02-02 15:02:07,,27.5,57.0,91.5,28.0,90.0,6.0,46.60000000000002,1.0,4.0,46.60000000000002,0.0,2023,2,2,15,5.81,319.0
93.0,39,1615.09,8.067,3,50.5272864,-84.8132333,348.0,8.067,2023-02-02 15:02:08,,28.0,50.0,93.5,28.5,90.0,6.0,46.799999999999955,1.0,4.0,46.799999999999955,0.0,2023,2,2,15,5.81,319.0
94.0,39,1623.45,8.192,3,50.5273699,-84.8132698,357.0,8.192,2023-02-02 15:02:09,,27.0,46.0,91.5,29.5,92.0,6.0,47.0,1.0,4.0,47.0,0.0,2023,2,2,15,5.81,319.0
94.0,39,1631.51,8.013,3,50.5274543,-84.8133059,348.0,8.013,2023-02-02 15:02:10,,26.0,48.0,87.5,30.0,95.5,6.0,47.39999999999998,2.0,4.0,47.39999999999998,1.97,2023,2,2,15,5.81,319.0
95.0,40,1639.73,8.03,3,50.5275373,-84.8133417,359.0,8.03,2023-02-02 15:02:11,,29.5,53.0,95.5,30.0,95.5,6.0,47.60000000000002,2.0,4.0,47.60000000000002,2.4,2023,2,2,15,5.81,319.0
96.0,40,1648.87,8.014,3,50.5276319,-84.8133816,370.0,8.014,2023-02-02 15:02:12,,28.5,51.0,96.5,29.0,93.0,6.0,47.60000000000002,3.0,4.0,47.60000000000002,2.46,2023,2,2,15,5.81,319.0
97.0,41,1658.12,8.099,3,50.5277261,-84.8134245,379.0,8.099,2023-02-02 15:02:13,,27.5,51.0,95.5,28.0,93.5,6.0,47.799999999999955,3.0,4.0,47.799999999999955,2.36,2023,2,2,15,5.81,319.0
98.0,41,1666.94,8.274,3,50.5278168,-84.8134633,397.0,8.274,2023-02-02 15:02:14,,27.0,51.0,94.0,26.5,95.5,6.0,48.0,3.0,4.0,48.0,2.21,2023,2,2,15,5.81,319.0
98.0,41,1675.94,8.197,3,50.5279074,-84.8135086,364.0,8.197,2023-02-02 15:02:15,,26.5,51.0,88.5,28.0,95.5,6.0,48.200000000000045,3.0,4.0,48.200000000000045,1.99,2023,2,2,15,5.81,319.0
98.0,42,1685.17,8.604,3,50.5280003,-84.8135569,350.0,8.604,2023-02-02 15:02:16,,28.5,51.0,92.0,27.5,92.5,6.0,48.200000000000045,3.0,4.0,48.200000000000045,1.83,2023,2,2,15,5.81,319.0
97.0,42,1694.54,9.319,3,50.5280945,-84.813609,333.0,9.319,2023-02-02 15:02:17,,29.5,50.0,95.5,26.5,91.0,6.0,48.39999999999998,3.0,4.0,48.39999999999998,1.7,2023,2,2,15,5.81,319.0
96.0,42,1703.71,9.219,3,50.5281851,-84.8136543,316.0,9.219,2023-02-02 15:02:18,,28.0,51.0,94.0,27.0,91.5,6.0,48.60000000000002,4.0,4.0,48.60000000000002,1.61,2023,2,2,15,5.81,319.0
96.0,43,1712.53,8.968,3,50.5282744,-84.8136995,308.0,8.968,2023-02-02 15:02:19,,27.0,52.0,92.5,27.0,92.5,6.0,48.60000000000002,4.0,4.0,48.60000000000002,1.55,2023,2,2,15,5.81,319.0
96.0,43,1721.38,8.817,3,50.528363,-84.8137455,312.0,8.817,2023-02-02 15:02:20,,27.0,54.0,93.0,27.0,92.5,6.0,48.799999999999955,4.0,4.0,48.799999999999955,1.62,2023,2,2,15,5.81,319.0
96.0,43,1730.57,9.053,3,50.5284559,-84.8137888,317.0,9.053,2023-02-02 15:02:21,,27.0,52.0,93.5,27.0,92.0,6.0,48.799999999999955,4.0,4.0,48.799999999999955,1.6,2023,2,2,15,5.81,319.0
97.0,44,1739.6,9.04,3,50.528549,-84.8138278,320.0,9.04,2023-02-02 15:02:22,,27.0,53.0,94.5,26.5,92.0,6.0,49.0,4.0,4.0,49.0,1.51,2023,2,2,15,5.81,319.0
99.0,44,1748.33,8.824,3,50.5286363,-84.813873,354.0,8.824,2023-02-02 15:02:23,,27.0,54.0,95.0,26.5,91.5,6.0,49.0,4.0,4.0,49.0,1.36,2023,2,2,15,5.81,319.0
100.0,44,1759.5,8.903,3,50.5287472,-84.813931,357.0,8.903,2023-02-02 15:02:24,,27.0,53.0,95.5,26.5,91.5,6.0,49.0,4.0,4.0,49.0,1.2,2023,2,2,15,5.81,319.0
101.0,45,1773.06,8.407,5,50.5288809,-84.8140095,348.0,8.407,2023-02-02 15:02:25,,27.5,49.0,92.5,28.0,93.5,6.0,49.200000000000045,4.0,4.0,49.200000000000045,1.05,2023,2,2,15,5.81,319.0
101.0,45,1779.83,8.322,4,50.5289437,-84.8140547,310.0,8.322,2023-02-02 15:02:26,,26.0,49.0,85.5,27.5,95.0,6.0,49.39999999999998,5.0,4.0,49.39999999999998,0.9,2023,2,2,15,5.81,319.0
100.0,45,1788.28,8.427,4,50.5290288,-84.8141001,321.0,8.427,2023-02-02 15:02:27,,25.0,50.0,87.0,26.5,92.5,6.0,49.39999999999998,5.0,4.0,49.39999999999998,0.87,2023,2,2,15,5.81,319.0
102.0,46,1796.42,8.388,3,50.5291098,-84.8141445,370.0,8.388,2023-02-02 15:02:28,,26.5,52.0,97.0,26.5,88.0,5.0,49.200000000000045,5.0,4.0,49.200000000000045,0.81,2023,2,2,15,5.81,319.0
103.0,46,1805.49,8.657,3,50.5292008,-84.8141917,396.0,8.657,2023-02-02 15:02:29,,27.5,54.0,96.0,29.0,92.0,5.0,49.200000000000045,5.0,4.0,49.200000000000045,0.1,2023,2,2,15,5.81,319.0
104.0,46,1814.65,9.03,3,50.5292954,-84.8142346,390.0,9.03,2023-02-02 15:02:30,,28.5,54.0,95.0,32.0,96.5,5.0,49.0,5.0,4.0,49.0,0.0,2023,2,2,15,5.81,319.0
103.0,47,1824.52,9.708,3,50.5293951,-84.8142729,339.0,9.708,2023-02-02 15:02:31,,28.5,52.0,95.5,32.0,93.5,5.0,48.799999999999955,5.0,4.0,48.799999999999955,0.0,2023,2,2,15,5.81,319.0
103.0,47,1833.5,9.232,3,50.5294859,-84.8143183,323.0,9.232,2023-02-02 15:02:32,,28.5,51.0,96.0,31.0,88.0,5.0,48.60000000000002,5.0,5.0,48.60000000000002,-0.28,2023,2,2,15,5.81,319.0
98.0,47,1842.64,9.043,3,50.5295785,-84.8143621,342.0,9.043,2023-02-02 15:02:33,,28.5,50.0,97.0,30.5,83.0,5.0,48.60000000000002,5.0,5.0,48.60000000000002,-0.69,2023,2,2,15,5.81,319.0
98.0,48,1851.67,9.039,3,50.5296708,-84.814401,390.0,9.039,2023-02-02 15:02:34,,28.5,51.0,97.5,29.5,77.5,5.0,48.60000000000002,5.0,5.0,48.60000000000002,-0.93,2023,2,2,15,5.81,319.0
99.0,48,1860.71,9.046,3,50.5297633,-84.8144488,410.0,9.046,2023-02-02 15:02:35,,28.5,52.0,97.0,29.0,84.5,5.0,48.60000000000002,5.0,5.0,48.60000000000002,-1.05,2023,2,2,15,5.81,319.0
100.0,49,1869.47,8.852,3,50.529849,-84.8145005,412.0,8.852,2023-02-02 15:02:36,,28.0,49.0,96.5,28.5,91.0,5.0,48.60000000000002,5.0,5.0,48.60000000000002,-0.13,2023,2,2,15,5.81,319.0
100.0,49,1878.3,8.824,3,50.5299377,-84.814544,367.0,8.824,2023-02-02 15:02:37,,27.0,49.0,93.0,28.5,95.0,5.0,48.799999999999955,5.0,5.0,48.799999999999955,0.0,2023,2,2,15,5.81,319.0
100.0,49,1887.41,9.066,3,50.5300297,-84.8145828,336.0,9.066,2023-02-02 15:02:38,,25.0,50.0,88.5,28.0,95.0,5.0,49.0,5.0,5.0,49.0,0.0,2023,2,2,15,5.81,319.0
100.0,50,1896.4,9.014,3,50.5301236,-84.8146281,325.0,9.014,2023-02-02 15:02:39,,25.5,51.0,87.5,27.0,93.0,5.0,49.200000000000045,5.0,5.0,49.200000000000045,0.0,2023,2,2,15,5.81,319.0
100.0,50,1905.68,9.129,3,50.5302171,-84.8146742,322.0,9.129,2023-02-02 15:02:40,,26.0,51.0,86.0,26.0,90.5,5.0,49.200000000000045,5.0,5.0,49.200000000000045,0.0,2023,2,2,15,5.81,319.0
101.0,50,1915.46,9.367,3,50.530316,-84.8147195,325.0,9.367,2023-02-02 15:02:41,,26.0,52.0,88.5,26.0,88.5,5.0,49.39999999999998,5.0,5.0,49.39999999999998,0.73,2023,2,2,15,5.81,319.0
101.0,51,1925.86,9.299,3,50.5304214,-84.8147675,350.0,9.299,2023-02-02 15:02:42,,27.0,54.0,91.5,26.0,88.0,5.0,49.60000000000002,5.0,5.0,49.60000000000002,1.05,2023,2,2,15,5.81,319.0
102.0,51,1935.45,9.29,3,50.5305173,-84.8148198,367.0,9.29,2023-02-02 15:02:43,,28.0,53.0,92.5,26.5,89.0,5.0,49.39999999999998,5.0,5.0,49.39999999999998,1.15,2023,2,2,15,5.81,319.0
103.0,51,1944.82,9.275,3,50.5306128,-84.8148652,381.0,9.275,2023-02-02 15:02:44,,26.5,51.0,92.5,26.0,89.0,5.0,49.39999999999998,5.0,5.0,49.39999999999998,1.17,2023,2,2,15,5.81,319.0
104.0,52,1954.35,9.39,3,50.5307073,-84.8149134,377.0,9.39,2023-02-02 15:02:45,,27.5,52.0,93.5,25.5,92.0,5.0,49.39999999999998,5.0,5.0,49.39999999999998,1.05,2023,2,2,15,5.81,319.0
103.0,52,1963.71,9.39,3,50.5307993,-84.8149653,324.0,9.39,2023-02-02 15:02:46,,26.0,46.0,88.0,26.0,93.0,5.0,49.200000000000045,5.0,5.0,49.200000000000045,0.13,2023,2,2,15,5.81,319.0
103.0,52,1973.08,9.34,3,50.5308943,-84.8150106,272.0,9.34,2023-02-02 15:02:47,,25.0,48.0,85.5,25.5,91.5,5.0,49.200000000000045,5.0,5.0,49.200000000000045,0.0,2023,2,2,15,5.81,319.0
102.0,53,1982.54,9.193,3,50.5309908,-84.8150565,284.0,9.193,2023-02-02 15:02:48,,25.0,52.0,88.0,24.5,88.0,5.0,49.200000000000045,5.0,5.0,49.200000000000045,0.0,2023,2,2,15,5.81,319.0
101.0,53,1991.64,9.141,2,50.5310836,-84.8151019,295.0,9.141,2023-02-02 15:02:49,,25.0,55.0,90.0,23.5,84.5,5.0,49.200000000000045,5.0,5.0,49.200000000000045,0.0,2023,2,2,15,5.81,319.0
