altitude,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,speed,temperature,timestamp,unknown_88,accumulated_power,activity_type,cadence,combined_pedal_smoothness,fractional_cadence,left_pco,left_pedal_smoothness,left_power_phase,left_power_phase_peak,left_right_balance,left_torque_effectiveness,power,right_pco,right_pedal_smoothness,right_power_phase,right_power_phase_peak,right_torque_effectiveness,saturated_hemoglobin_percent,stance_time,stance_time_balance,stance_time_percent,step_length,time_from_course,total_hemoglobin_conc,vertical_oscillation,vertical_ratio,unknown_61,unknown_63,unknown_64,unknown_65,unknown_66,unknown_87,unknown_90,year,month,day,hour,wind_speed,wind_direction
65.79999999999995,0.0,65.79999999999995,1.755,125,49.6540249,-84.150473,1.755,23,2021-10-16 01:36:57,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,10,16,1,3.26,230.0
71.0,0.0,71.0,2.269,134,49.6525302,-84.1517521,2.269,21,2021-10-16 01:44:54,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,10,16,1,3.26,230.0
69.60000000000002,0.0,69.60000000000002,2.567,134,49.6528012,-84.152039,2.567,20,2021-10-16 01:45:39,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,10,16,1,3.26,230.0
69.39999999999998,2.95,69.39999999999998,2.613,136,49.6527946,-84.1520803,2.613,20,2021-10-16 01:45:40,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,10,16,1,3.26,230.0
68.60000000000002,16.7,68.60000000000002,2.483,137,49.6527945,-84.1522718,2.483,20,2021-10-16 01:45:45,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,10,16,1,3.26,230.0
68.39999999999998,22.52,68.39999999999998,2.539,139,49.6528183,-84.1523491,2.539,20,2021-10-16 01:45:47,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,10,16,1,3.26,230.0
67.60000000000002,31.4,67.60000000000002,2.744,138,49.6528693,-84.1524555,2.744,20,2021-10-16 01:45:50,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,10,16,1,3.26,230.0
67.20000000000005,34.16,67.20000000000005,2.716,140,49.6528909,-84.1524831,2.716,20,2021-10-16 01:45:51,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,10,16,1,3.26,230.0
66.20000000000005,46.41,66.20000000000005,2.942,139,49.6530126,-84.152548,2.942,20,2021-10-16 01:45:55,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,10,16,1,3.26,230.0
66.39999999999998,59.76,66.39999999999998,2.542,139,49.6531558,-84.152535,2.542,20,2021-10-16 01:46:00,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,10,16,1,3.26,230.0
