distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,calories,heart_rate,temperature,cadence,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2178.81,4.948,2,49.8975478,-85.1743787,4.948,2023-01-21 01:37:21,,66.0,102.0,4.0,0.0,,,0.0,,,,-47.60000000000002,35.0,23.0,-47.60000000000002,-3.54,2023,1,21,1,2.68,207.0
2184.3,5.111,2,49.8974933,-85.1743509,5.111,2023-01-21 01:37:22,,66.0,102.0,4.0,0.0,,,0.0,,,,-47.60000000000002,35.0,23.0,-47.60000000000002,-3.39,2023,1,21,1,2.68,207.0
2189.94,5.355,2,49.8974352,-85.1743307,5.355,2023-01-21 01:37:23,,66.0,101.0,4.0,25.0,29.5,91.5,18.0,0.0,0.0,,-47.80000000000001,35.0,23.0,-47.80000000000001,-3.33,2023,1,21,1,2.68,207.0
2195.86,5.698,2,49.8973728,-85.1743126,5.698,2023-01-21 01:37:24,,66.0,102.0,4.0,61.0,27.0,90.0,101.0,7.5,26.5,,-48.0,35.0,24.0,-48.0,-3.3,2023,1,21,1,2.68,207.0
2201.98,6.037,2,49.8973078,-85.174295,6.037,2023-01-21 01:37:25,,66.0,100.0,4.0,76.0,25.0,88.0,208.0,15.5,53.0,,-48.0,35.0,24.0,-48.0,-3.23,2023,1,21,1,2.68,207.0
2208.91,6.557,2,49.8972335,-85.1742769,6.557,2023-01-21 01:37:26,,66.0,101.0,4.0,82.0,22.5,86.5,274.0,23.0,79.0,47.0,-48.19999999999999,35.0,24.0,-48.19999999999999,-3.1,2023,1,21,1,2.68,207.0
2216.43,7.204,2,49.8971537,-85.1742581,7.204,2023-01-21 01:37:27,,66.0,101.0,4.0,87.0,22.5,83.5,282.0,27.0,93.5,49.0,-48.39999999999998,35.0,24.0,-48.39999999999998,-2.93,2023,1,21,1,2.68,207.0
2223.74,7.191,2,49.8970788,-85.1742397,7.191,2023-01-21 01:37:28,,67.0,100.0,4.0,89.0,23.0,79.0,260.0,26.5,95.5,51.0,-48.39999999999998,35.0,24.0,-48.39999999999998,-2.75,2023,1,21,1,2.68,207.0
2231.29,7.259,2,49.8969968,-85.1742218,7.259,2023-01-21 01:37:29,,67.0,100.0,4.0,91.0,21.5,72.5,179.0,26.5,95.0,52.0,-48.60000000000002,35.0,24.0,-48.60000000000002,-2.43,2023,1,21,1,2.68,207.0
2238.92,7.529,2,49.8969165,-85.1742104,7.529,2023-01-21 01:37:30,,67.0,99.0,4.0,79.0,19.5,63.5,154.0,21.5,73.5,51.0,-48.80000000000001,35.0,24.0,-48.80000000000001,-2.24,2023,1,21,1,2.68,207.0
2246.41,7.515,2,49.8968353,-85.1741942,7.515,2023-01-21 01:37:31,,67.0,99.0,4.0,61.0,,,131.0,,,51.0,-48.80000000000001,35.0,25.0,-48.80000000000001,-1.99,2023,1,21,1,2.68,207.0
2253.87,7.475,2,49.8967569,-85.1741831,7.475,2023-01-21 01:37:32,,67.0,100.0,4.0,44.0,,,108.0,,,,-49.0,35.0,25.0,-49.0,-1.77,2023,1,21,1,2.68,207.0
2261.34,7.463,2,49.8966759,-85.1741669,7.463,2023-01-21 01:37:33,,67.0,100.0,4.0,26.0,,,85.0,,,,-49.19999999999999,35.0,25.0,-49.19999999999999,-1.6,2023,1,21,1,2.68,207.0
2268.58,7.332,2,49.8965982,-85.1741558,7.332,2023-01-21 01:37:34,,67.0,98.0,4.0,8.0,,,62.0,,,,-49.39999999999998,35.0,25.0,-49.39999999999998,-1.52,2023,1,21,1,2.68,207.0
2275.84,7.274,2,49.8965209,-85.1741467,7.274,2023-01-21 01:37:35,,67.0,100.0,4.0,0.0,,,0.0,,,,-49.39999999999998,35.0,25.0,-49.39999999999998,-1.48,2023,1,21,1,2.68,207.0
2282.6,6.891,2,49.8964513,-85.1741377,6.891,2023-01-21 01:37:36,,67.0,101.0,4.0,0.0,,,0.0,,,,-49.60000000000002,35.0,25.0,-49.60000000000002,-1.5,2023,1,21,1,2.68,207.0
2288.53,6.148,2,49.8963891,-85.1741285,6.148,2023-01-21 01:37:37,,67.0,103.0,4.0,0.0,,,0.0,,,,-49.60000000000002,35.0,25.0,-49.60000000000002,-1.51,2023,1,21,1,2.68,207.0
2293.04,4.905,2,49.8963399,-85.1741334,4.905,2023-01-21 01:37:38,,67.0,102.0,4.0,0.0,,,0.0,,,,-49.60000000000002,35.0,25.0,-49.60000000000002,-1.5,2023,1,21,1,2.68,207.0
2296.85,4.093,2,49.8962982,-85.1741425,4.093,2023-01-21 01:37:39,,67.0,101.0,4.0,0.0,,,0.0,,,,-49.60000000000002,35.0,26.0,-49.60000000000002,-1.45,2023,1,21,1,2.68,207.0
2300.23,3.726,2,49.8962629,-85.1741381,3.726,2023-01-21 01:37:40,,67.0,102.0,4.0,0.0,,,0.0,,,,-49.60000000000002,35.0,26.0,-49.60000000000002,-1.36,2023,1,21,1,2.68,207.0
2303.81,3.51,2,49.8962249,-85.1741286,3.51,2023-01-21 01:37:41,,67.0,103.0,4.0,0.0,,,0.0,,,,-49.60000000000002,35.0,26.0,-49.60000000000002,-1.16,2023,1,21,1,2.68,207.0
2307.36,3.619,3,49.8961868,-85.1741199,3.619,2023-01-21 01:37:42,,67.0,103.0,4.0,0.0,,,0.0,,,,-49.60000000000002,35.0,26.0,-49.60000000000002,-0.03,2023,1,21,1,2.68,207.0
2310.5,3.185,3,49.8961549,-85.1741106,3.185,2023-01-21 01:37:43,,67.0,105.0,4.0,0.0,,,0.0,,,,-49.60000000000002,35.0,26.0,-49.60000000000002,0.0,2023,1,21,1,2.68,207.0
2311.24,0.692,3,49.8961371,-85.1741152,0.692,2023-01-21 01:37:44,,67.0,104.0,4.0,0.0,,,0.0,,,,-49.60000000000002,35.0,26.0,-49.60000000000002,-0.39,2023,1,21,1,2.68,207.0
2313.63,3.423,2,49.8962769,-85.1740597,3.423,2023-01-21 01:47:08,,67.0,,3.0,61.0,28.5,95.0,95.0,25.0,99.0,46.0,-49.60000000000002,35.0,26.0,-49.60000000000002,0.0,2023,1,21,1,2.68,207.0
2317.69,3.748,2,49.8963191,-85.1740694,3.748,2023-01-21 01:47:09,,67.0,,3.0,71.0,29.5,95.5,254.0,27.5,98.0,45.0,-49.60000000000002,35.0,26.0,-49.60000000000002,0.0,2023,1,21,1,2.68,207.0
2321.74,3.899,2,49.896365,-85.1740788,3.899,2023-01-21 01:47:10,,68.0,,3.0,77.0,30.5,96.0,310.0,30.5,97.0,44.0,-49.60000000000002,35.0,26.0,-49.60000000000002,0.0,2023,1,21,1,2.68,207.0
2325.95,4.194,2,49.896409,-85.1740809,4.194,2023-01-21 01:47:11,,68.0,,3.0,83.0,27.5,95.0,345.0,27.5,96.5,47.0,-49.60000000000002,35.0,26.0,-49.60000000000002,0.0,2023,1,21,1,2.68,207.0
2330.65,4.53,2,49.8964588,-85.1740878,4.53,2023-01-21 01:47:12,,68.0,,3.0,92.0,26.5,87.5,350.0,24.5,97.0,47.0,-49.60000000000002,35.0,26.0,-49.60000000000002,0.0,2023,1,21,1,2.68,207.0
2335.34,4.633,2,49.8965093,-85.174097,4.633,2023-01-21 01:47:13,,69.0,,3.0,96.0,27.5,82.5,320.0,24.5,95.5,48.0,-49.60000000000002,35.0,26.0,-49.60000000000002,0.0,2023,1,21,1,2.68,207.0
2340.01,4.641,2,49.8965596,-85.1741061,4.641,2023-01-21 01:47:14,,69.0,,3.0,96.0,28.5,86.5,272.0,27.5,93.0,49.0,-49.39999999999998,35.0,26.0,-49.39999999999998,0.0,2023,1,21,1,2.68,207.0
2344.81,4.99,2,49.8966096,-85.1741152,4.99,2023-01-21 01:47:15,,69.0,,3.0,88.0,30.5,91.0,249.0,26.0,93.0,52.0,-49.39999999999998,35.0,26.0,-49.39999999999998,0.0,2023,1,21,1,2.68,207.0
2349.97,5.24,2,49.8966631,-85.1741243,5.24,2023-01-21 01:47:16,,69.0,,3.0,89.0,27.5,89.0,259.0,26.0,92.0,46.0,-49.19999999999999,35.0,26.0,-49.19999999999999,0.0,2023,1,21,1,2.68,207.0
2355.74,5.704,2,49.8967244,-85.1741333,5.704,2023-01-21 01:47:17,,70.0,,3.0,90.0,22.5,86.5,288.0,26.0,92.0,46.0,-49.19999999999999,35.0,26.0,-49.19999999999999,0.0,2023,1,21,1,2.68,207.0
2361.72,5.737,2,49.8967882,-85.1741425,5.737,2023-01-21 01:47:18,,70.0,,3.0,92.0,21.0,87.5,304.0,26.0,92.0,47.0,-49.19999999999999,35.0,26.0,-49.19999999999999,0.0,2023,1,21,1,2.68,207.0
2367.88,5.905,2,49.8968557,-85.1741586,5.905,2023-01-21 01:47:19,,70.0,,3.0,93.0,22.5,81.5,303.0,28.5,90.0,46.0,-49.0,35.0,26.0,-49.0,0.0,2023,1,21,1,2.68,207.0
2373.72,5.705,2,49.8969169,-85.1741698,5.705,2023-01-21 01:47:20,,71.0,,3.0,94.0,21.0,78.5,286.0,28.0,90.0,45.0,-48.80000000000001,35.0,26.0,-48.80000000000001,0.0,2023,1,21,1,2.68,207.0
2379.59,6.03,2,49.8969793,-85.1741719,6.03,2023-01-21 01:47:21,,71.0,,3.0,95.0,19.5,76.0,268.0,27.5,89.5,44.0,-48.80000000000001,35.0,26.0,-48.80000000000001,0.0,2023,1,21,1,2.68,207.0
2385.85,5.905,2,49.8970468,-85.1741789,5.905,2023-01-21 01:47:22,,71.0,,3.0,94.0,20.0,74.5,239.0,27.0,87.5,46.0,-48.80000000000001,35.0,26.0,-48.80000000000001,0.0,2023,1,21,1,2.68,207.0
2392.17,6.089,2,49.8971152,-85.174188,6.089,2023-01-21 01:47:23,,71.0,,3.0,94.0,23.0,75.0,226.0,25.5,83.5,49.0,-48.80000000000001,35.0,26.0,-48.80000000000001,0.0,2023,1,21,1,2.68,207.0
2398.9,6.484,2,49.8971866,-85.1741971,6.484,2023-01-21 01:47:24,,71.0,,3.0,93.0,22.0,79.5,207.0,26.0,79.5,52.0,-48.60000000000002,35.0,26.0,-48.60000000000002,0.0,2023,1,21,1,2.68,207.0
2405.29,5.956,2,49.8972551,-85.1742061,5.956,2023-01-21 01:47:25,,72.0,,3.0,92.0,21.0,70.0,192.0,23.5,78.0,50.0,-48.60000000000002,35.0,26.0,-48.60000000000002,0.0,2023,1,21,1,2.68,207.0
2411.43,5.954,2,49.8973195,-85.1742151,5.954,2023-01-21 01:47:26,,72.0,,3.0,90.0,19.5,64.0,173.0,22.5,78.0,49.0,-48.60000000000002,35.0,26.0,-48.60000000000002,0.0,2023,1,21,1,2.68,207.0
2417.55,5.941,2,49.8973865,-85.1742242,5.941,2023-01-21 01:47:27,,72.0,,3.0,89.0,19.5,65.5,148.0,22.0,77.0,47.0,-48.39999999999998,35.0,26.0,-48.39999999999998,0.0,2023,1,21,1,2.68,207.0
2424.09,6.139,2,49.8974559,-85.1742334,6.139,2023-01-21 01:47:28,,72.0,,3.0,88.0,21.0,75.5,229.0,21.5,73.5,45.0,-48.19999999999999,35.0,26.0,-48.19999999999999,0.0,2023,1,21,1,2.68,207.0
2430.53,6.133,2,49.8975247,-85.1742426,6.133,2023-01-21 01:47:29,,72.0,,3.0,89.0,25.0,89.0,288.0,22.5,74.5,44.0,-48.19999999999999,35.0,26.0,-48.19999999999999,0.0,2023,1,21,1,2.68,207.0
2436.89,6.278,2,49.8975929,-85.1742587,6.278,2023-01-21 01:47:30,,73.0,,3.0,91.0,25.5,89.5,314.0,24.0,80.5,42.0,-48.0,35.0,26.0,-48.0,0.0,2023,1,21,1,2.68,207.0
2442.66,5.54,2,49.8976538,-85.1742699,5.54,2023-01-21 01:47:31,,73.0,,3.0,92.0,25.5,89.0,322.0,25.0,87.0,44.0,-47.80000000000001,35.0,26.0,-47.80000000000001,0.0,2023,1,21,1,2.68,207.0
2448.96,6.006,2,49.8977198,-85.1742859,6.006,2023-01-21 01:47:32,,73.0,,3.0,94.0,25.5,88.5,323.0,26.0,90.5,47.0,-47.80000000000001,35.0,26.0,-47.80000000000001,0.0,2023,1,21,1,2.68,207.0
2455.37,6.103,2,49.8977886,-85.1742902,6.103,2023-01-21 01:47:33,,74.0,,3.0,95.0,25.0,88.0,324.0,26.0,91.0,48.0,-47.60000000000002,35.0,26.0,-47.60000000000002,0.0,2023,1,21,1,2.68,207.0
2461.72,6.07,2,49.8978569,-85.1743042,6.07,2023-01-21 01:47:34,,74.0,,3.0,96.0,24.5,87.5,298.0,26.0,91.5,45.0,-47.39999999999998,35.0,26.0,-47.39999999999998,0.0,2023,1,21,1,2.68,207.0
2468.45,6.574,2,49.897928,-85.1743153,6.574,2023-01-21 01:47:35,,74.0,,3.0,95.0,24.0,86.5,283.0,25.5,92.0,45.0,-47.39999999999998,35.0,26.0,-47.39999999999998,0.0,2023,1,21,1,2.68,207.0
2474.97,6.152,2,49.8979975,-85.1743314,6.152,2023-01-21 01:47:36,,75.0,,3.0,96.0,23.5,86.0,307.0,25.5,92.5,45.0,-47.39999999999998,35.0,26.0,-47.39999999999998,0.0,2023,1,21,1,2.68,207.0
2480.81,5.563,2,49.8980592,-85.1743427,5.563,2023-01-21 01:47:37,,75.0,,3.0,95.0,23.0,84.5,299.0,25.5,92.5,43.0,-47.19999999999999,35.0,26.0,-47.19999999999999,0.0,2023,1,21,1,2.68,207.0
2486.22,5.143,2,49.8981178,-85.1743518,5.143,2023-01-21 01:47:38,,75.0,,3.0,94.0,23.5,83.0,281.0,25.5,92.5,43.0,-47.0,35.0,26.0,-47.0,0.0,2023,1,21,1,2.68,207.0
2491.82,5.227,2,49.8981774,-85.1743679,5.227,2023-01-21 01:47:39,,75.0,,3.0,93.0,23.5,81.0,270.0,25.5,92.5,48.0,-46.80000000000001,35.0,26.0,-46.80000000000001,0.0,2023,1,21,1,2.68,207.0
2497.43,5.369,2,49.8982367,-85.1743791,5.369,2023-01-21 01:47:40,,76.0,,3.0,92.0,22.5,79.0,271.0,25.0,93.0,47.0,-46.60000000000002,35.0,26.0,-46.60000000000002,0.0,2023,1,21,1,2.68,207.0
2502.45,4.764,2,49.8982889,-85.1743812,4.764,2023-01-21 01:47:41,,76.0,,3.0,91.0,22.5,82.0,277.0,23.0,89.0,46.0,-46.39999999999998,35.0,26.0,-46.39999999999998,0.0,2023,1,21,1,2.68,207.0
2507.99,5.015,2,49.8983494,-85.1743882,5.015,2023-01-21 01:47:42,,76.0,,2.0,92.0,22.5,85.5,289.0,23.0,86.0,44.0,-46.39999999999998,35.0,26.0,-46.39999999999998,0.0,2023,1,21,1,2.68,207.0
2514.07,5.827,2,49.898413,-85.1744043,5.827,2023-01-21 01:47:43,,77.0,,2.0,91.0,22.0,86.0,285.0,24.5,89.0,45.0,-46.19999999999999,35.0,26.0,-46.19999999999999,0.0,2023,1,21,1,2.68,207.0
2519.85,5.801,2,49.8984735,-85.1744156,5.801,2023-01-21 01:47:44,,77.0,,2.0,91.0,21.5,86.5,286.0,26.5,92.0,50.0,-46.0,35.0,26.0,-46.0,2.19,2023,1,21,1,2.68,207.0
2525.57,5.748,2,49.8985325,-85.1744387,5.748,2023-01-21 01:47:45,,77.0,,2.0,92.0,22.5,81.5,289.0,26.5,92.0,49.0,-45.80000000000001,35.0,26.0,-45.80000000000001,2.91,2023,1,21,1,2.68,207.0
2531.84,6.122,2,49.8985991,-85.174452,6.122,2023-01-21 01:47:46,,77.0,,2.0,91.0,22.0,80.5,284.0,26.5,92.0,48.0,-45.60000000000002,35.0,26.0,-45.60000000000002,3.1,2023,1,21,1,2.68,207.0
2538.62,6.619,2,49.8986744,-85.1744682,6.619,2023-01-21 01:47:47,,78.0,,2.0,91.0,21.5,83.5,276.0,26.5,91.5,49.0,-45.39999999999998,35.0,26.0,-45.39999999999998,3.14,2023,1,21,1,2.68,207.0
2545.27,6.682,2,49.8987439,-85.1744722,6.682,2023-01-21 01:47:48,,78.0,,2.0,92.0,22.0,88.0,277.0,26.5,90.5,48.0,-45.19999999999999,35.0,26.0,-45.19999999999999,3.01,2023,1,21,1,2.68,207.0
2551.84,6.678,2,49.8988146,-85.1744791,6.678,2023-01-21 01:47:49,,78.0,,2.0,90.0,21.0,81.5,254.0,26.5,90.5,47.0,-45.0,36.0,26.0,-45.0,2.87,2023,1,21,1,2.68,207.0
2558.18,6.345,2,49.8988814,-85.1744814,6.345,2023-01-21 01:47:50,,78.0,,2.0,89.0,25.0,86.5,237.0,26.0,88.0,45.0,-44.80000000000001,36.0,26.0,-44.80000000000001,2.74,2023,1,21,1,2.68,207.0
2564.36,6.206,2,49.898949,-85.1744884,6.206,2023-01-21 01:47:51,,79.0,,2.0,88.0,23.0,78.5,224.0,23.5,85.0,48.0,-44.60000000000002,36.0,26.0,-44.60000000000002,2.58,2023,1,21,1,2.68,207.0
2570.4,6.07,2,49.899014,-85.1745045,6.07,2023-01-21 01:47:52,,79.0,,2.0,87.0,21.0,73.0,221.0,22.0,84.0,51.0,-44.60000000000002,36.0,26.0,-44.60000000000002,2.41,2023,1,21,1,2.68,207.0
2576.87,6.391,2,49.8990834,-85.1745224,6.391,2023-01-21 01:47:53,,79.0,,2.0,87.0,22.0,76.0,234.0,22.5,85.5,52.0,-44.39999999999998,36.0,26.0,-44.39999999999998,2.27,2023,1,21,1,2.68,207.0
2583.2,6.363,2,49.8991496,-85.1745338,6.363,2023-01-21 01:47:54,,79.0,,2.0,88.0,23.5,79.5,274.0,23.0,86.5,48.0,-44.39999999999998,36.0,26.0,-44.39999999999998,2.15,2023,1,21,1,2.68,207.0
2589.15,6.102,2,49.8992128,-85.1745428,6.102,2023-01-21 01:47:55,,80.0,,2.0,87.0,24.5,82.5,276.0,23.5,88.0,45.0,-44.19999999999999,37.0,26.0,-44.19999999999999,2.06,2023,1,21,1,2.68,207.0
2594.98,5.848,2,49.8992732,-85.1745519,5.848,2023-01-21 01:47:56,,80.0,,2.0,87.0,24.5,86.5,275.0,24.5,91.0,48.0,-44.19999999999999,37.0,26.0,-44.19999999999999,1.99,2023,1,21,1,2.68,207.0
2601.28,6.165,2,49.8993403,-85.1745612,6.165,2023-01-21 01:47:57,,80.0,,2.0,87.0,23.0,86.0,268.0,26.0,94.0,46.0,-44.0,37.0,26.0,-44.0,1.98,2023,1,21,1,2.68,207.0
2607.08,5.991,2,49.8994039,-85.1745701,5.991,2023-01-21 01:47:58,,81.0,,2.0,87.0,21.0,69.5,265.0,28.0,88.5,37.0,-43.80000000000001,37.0,26.0,-43.80000000000001,1.96,2023,1,21,1,2.68,207.0
2613.55,6.284,2,49.899472,-85.1745863,6.284,2023-01-21 01:47:59,,81.0,,2.0,86.0,22.0,76.0,252.0,28.0,89.5,44.0,-43.60000000000002,37.0,26.0,-43.60000000000002,2.02,2023,1,21,1,2.68,207.0
2620.15,6.532,2,49.899543,-85.1745974,6.532,2023-01-21 01:48:00,,81.0,,2.0,86.0,23.0,83.0,251.0,28.5,90.0,51.0,-43.39999999999998,37.0,26.0,-43.39999999999998,2.05,2023,1,21,1,2.68,207.0
2626.78,6.585,2,49.8996131,-85.1746066,6.585,2023-01-21 01:48:01,,81.0,,2.0,87.0,24.0,90.0,267.0,28.5,91.0,52.0,-43.19999999999999,37.0,26.0,-43.19999999999999,2.14,2023,1,21,1,2.68,207.0
2633.77,6.863,2,49.8996888,-85.1746158,6.863,2023-01-21 01:48:02,,82.0,,2.0,88.0,24.5,94.0,296.0,28.0,91.5,47.0,-43.0,38.0,26.0,-43.0,2.26,2023,1,21,1,2.68,207.0
2640.83,7.005,2,49.8997628,-85.1746249,7.005,2023-01-21 01:48:03,,82.0,,2.0,89.0,24.0,87.5,275.0,26.5,92.5,41.0,-43.0,38.0,26.0,-43.0,2.35,2023,1,21,1,2.68,207.0
2647.75,6.941,2,49.8998392,-85.174634,6.941,2023-01-21 01:48:04,,82.0,,2.0,89.0,23.0,86.0,266.0,29.0,95.0,44.0,-42.80000000000001,38.0,26.0,-42.80000000000001,2.32,2023,1,21,1,2.68,207.0
2654.2,6.583,2,49.899906,-85.1746431,6.583,2023-01-21 01:48:05,,82.0,,2.0,90.0,23.5,86.5,267.0,27.0,93.0,47.0,-42.80000000000001,38.0,26.0,-42.80000000000001,2.15,2023,1,21,1,2.68,207.0
2660.62,6.468,2,49.899976,-85.1746521,6.468,2023-01-21 01:48:06,,83.0,,2.0,91.0,24.5,88.5,274.0,25.5,90.0,50.0,-42.60000000000002,38.0,26.0,-42.60000000000002,1.95,2023,1,21,1,2.68,207.0
2667.33,6.647,2,49.900046,-85.1746613,6.647,2023-01-21 01:48:07,,83.0,,2.0,91.0,26.5,92.5,285.0,26.0,89.0,51.0,-42.39999999999998,38.0,26.0,-42.39999999999998,1.79,2023,1,21,1,2.68,207.0
2674.14,6.779,2,49.9001208,-85.1746704,6.779,2023-01-21 01:48:08,,83.0,,2.0,91.0,29.5,97.5,290.0,28.0,91.0,47.0,-42.39999999999998,38.0,26.0,-42.39999999999998,1.72,2023,1,21,1,2.68,207.0
2680.95,6.784,2,49.9001917,-85.1746795,6.784,2023-01-21 01:48:09,,84.0,,2.0,90.0,26.0,87.0,273.0,27.0,90.0,43.0,-42.19999999999999,39.0,26.0,-42.19999999999999,1.73,2023,1,21,1,2.68,207.0
2687.38,6.515,2,49.9002602,-85.1746957,6.515,2023-01-21 01:48:10,,84.0,,2.0,85.0,22.0,76.5,239.0,26.0,89.0,38.0,-42.0,39.0,26.0,-42.0,1.73,2023,1,21,1,2.68,207.0
2693.3,6.041,2,49.900325,-85.1747069,6.041,2023-01-21 01:48:11,,84.0,,2.0,74.0,19.5,70.5,192.0,21.5,75.5,44.0,-41.80000000000001,39.0,26.0,-41.80000000000001,1.84,2023,1,21,1,2.68,207.0
2698.62,5.508,2,49.9003815,-85.1747089,5.508,2023-01-21 01:48:12,,84.0,,2.0,61.0,18.0,70.5,115.0,10.0,45.0,48.0,-41.60000000000002,39.0,26.0,-41.60000000000002,1.94,2023,1,21,1,2.68,207.0
2703.24,4.867,2,49.900429,-85.1747159,4.867,2023-01-21 01:48:13,,84.0,,2.0,48.0,14.0,55.5,97.0,12.5,50.0,36.0,-41.60000000000002,39.0,26.0,-41.60000000000002,2.01,2023,1,21,1,2.68,207.0
2707.15,4.14,2,49.9004711,-85.1747251,4.14,2023-01-21 01:48:14,,84.0,,2.0,36.0,9.5,40.0,80.0,15.5,55.5,23.0,-41.39999999999998,39.0,26.0,-41.39999999999998,2.03,2023,1,21,1,2.68,207.0
2710.87,3.829,2,49.9005119,-85.1747341,3.829,2023-01-21 01:48:15,,84.0,,2.0,25.0,5.5,24.5,59.0,18.0,61.0,10.0,-41.19999999999999,39.0,26.0,-41.19999999999999,2.03,2023,1,21,1,2.68,207.0
2714.56,3.717,2,49.9005523,-85.1747362,3.717,2023-01-21 01:48:16,,84.0,,2.0,24.0,6.5,27.5,60.0,20.0,65.5,13.0,-41.19999999999999,40.0,26.0,-41.19999999999999,2.08,2023,1,21,1,2.68,207.0
2718.59,4.043,2,49.9005957,-85.1747429,4.043,2023-01-21 01:48:17,,84.0,,2.0,54.0,25.5,91.5,131.0,20.0,65.5,31.0,-41.0,40.0,26.0,-41.0,2.15,2023,1,21,1,2.68,207.0
2723.97,4.993,2,49.9006527,-85.1747522,4.993,2023-01-21 01:48:18,,85.0,,2.0,77.0,26.5,95.5,239.0,19.5,76.0,49.0,-41.0,40.0,26.0,-41.0,2.22,2023,1,21,1,2.68,207.0
2729.45,5.334,2,49.9007088,-85.1747614,5.334,2023-01-21 01:48:19,,85.0,,2.0,83.0,27.0,95.5,321.0,25.0,89.5,49.0,-41.0,40.0,26.0,-41.0,2.2,2023,1,21,1,2.68,207.0
2734.55,5.156,2,49.9007633,-85.1747635,5.156,2023-01-21 01:48:20,,85.0,,2.0,90.0,27.5,93.5,356.0,29.0,96.0,47.0,-41.0,40.0,26.0,-41.0,2.09,2023,1,21,1,2.68,207.0
2740.55,5.815,2,49.900828,-85.1747773,5.815,2023-01-21 01:48:21,,86.0,,2.0,94.0,27.0,90.0,351.0,30.0,95.0,46.0,-41.0,40.0,26.0,-41.0,1.93,2023,1,21,1,2.68,207.0
2747.11,6.4,2,49.9008986,-85.1747885,6.4,2023-01-21 01:48:22,,86.0,,2.0,93.0,25.5,86.5,320.0,30.0,95.0,46.0,-40.80000000000001,40.0,26.0,-40.80000000000001,1.61,2023,1,21,1,2.68,207.0
2753.17,6.096,2,49.9009619,-85.1747977,6.096,2023-01-21 01:48:23,,86.0,,2.0,93.0,27.0,92.0,299.0,30.0,98.0,47.0,-40.80000000000001,40.0,26.0,-40.80000000000001,1.29,2023,1,21,1,2.68,207.0
2758.97,5.857,2,49.9010251,-85.174793,5.857,2023-01-21 01:48:24,,87.0,,2.0,94.0,28.0,93.0,281.0,29.5,98.5,47.0,-40.80000000000001,40.0,26.0,-40.80000000000001,1.0,2023,1,21,1,2.68,207.0
2764.46,5.669,2,49.9010842,-85.1747908,5.669,2023-01-21 01:48:25,,87.0,,2.0,95.0,29.0,92.5,270.0,28.5,98.0,51.0,-40.60000000000002,40.0,26.0,-40.60000000000002,0.87,2023,1,21,1,2.68,207.0
2770.72,6.041,2,49.9011517,-85.1747978,6.041,2023-01-21 01:48:26,,87.0,,2.0,96.0,29.0,91.5,268.0,27.5,96.5,53.0,-40.39999999999998,40.0,26.0,-40.39999999999998,0.9,2023,1,21,1,2.68,207.0
2777.29,6.38,2,49.9012209,-85.1748071,6.38,2023-01-21 01:48:27,,87.0,,2.0,97.0,28.0,88.5,270.0,28.5,91.5,52.0,-40.39999999999998,40.0,26.0,-40.39999999999998,1.01,2023,1,21,1,2.68,207.0
2783.15,6.031,2,49.9012848,-85.174816,6.031,2023-01-21 01:48:28,,88.0,,2.0,97.0,25.0,86.0,267.0,26.5,91.5,52.0,-40.19999999999999,40.0,26.0,-40.19999999999999,1.16,2023,1,21,1,2.68,207.0
2789.02,5.91,2,49.9013481,-85.1748251,5.91,2023-01-21 01:48:29,,88.0,,2.0,97.0,23.0,83.5,258.0,27.0,90.5,51.0,-40.0,41.0,26.0,-40.0,1.34,2023,1,21,1,2.68,207.0
2795.26,6.175,2,49.9014152,-85.1748342,6.175,2023-01-21 01:48:30,,88.0,,2.0,97.0,22.0,81.0,249.0,28.5,89.0,50.0,-40.0,41.0,26.0,-40.0,1.53,2023,1,21,1,2.68,207.0
2802.41,6.905,2,49.9014911,-85.1748504,6.905,2023-01-21 01:48:31,,88.0,,2.0,96.0,21.0,78.5,246.0,29.5,88.0,49.0,-39.80000000000001,41.0,26.0,-39.80000000000001,1.73,2023,1,21,1,2.68,207.0
2809.35,6.905,2,49.9015617,-85.1748686,6.905,2023-01-21 01:48:32,,89.0,,2.0,95.0,21.5,79.0,242.0,27.5,84.5,48.0,-39.60000000000002,41.0,26.0,-39.60000000000002,1.96,2023,1,21,1,2.68,207.0
2815.82,6.593,2,49.9016297,-85.1748868,6.593,2023-01-21 01:48:33,,89.0,,2.0,95.0,21.5,80.0,218.0,26.0,81.0,48.0,-39.39999999999998,41.0,26.0,-39.39999999999998,2.14,2023,1,21,1,2.68,207.0
2822.71,6.808,2,49.9017015,-85.174912,6.808,2023-01-21 01:48:34,,89.0,,2.0,95.0,21.0,80.0,212.0,25.5,79.5,50.0,-39.39999999999998,41.0,26.0,-39.39999999999998,2.22,2023,1,21,1,2.68,207.0
2828.67,6.18,2,49.9017637,-85.1749253,6.18,2023-01-21 01:48:35,,89.0,,2.0,94.0,24.0,81.0,235.0,24.5,82.5,51.0,-39.19999999999999,42.0,26.0,-39.19999999999999,2.21,2023,1,21,1,2.68,207.0
