distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,calories,heart_rate,temperature,cadence,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
1451.06,8.275,3,49.8967007,-85.1846678,8.275,2023-01-21 01:35:28,,51.0,101.0,6.0,0.0,,,0.0,,,,-35.39999999999998,28.0,4.0,-35.39999999999998,-4.0,2023,1,21,1,2.68,207.0
1458.99,8.521,3,49.8967159,-85.1845549,8.521,2023-01-21 01:35:29,,51.0,101.0,6.0,0.0,,,0.0,,,,-36.0,28.0,5.0,-36.0,-4.68,2023,1,21,1,2.68,207.0
1467.77,8.938,3,49.8967275,-85.184431,8.938,2023-01-21 01:35:30,,51.0,102.0,6.0,0.0,,,0.0,,,,-36.60000000000002,28.0,5.0,-36.60000000000002,-4.9,2023,1,21,1,2.68,207.0
1477.1,8.65,3,49.8967405,-85.1842971,8.65,2023-01-21 01:35:31,,51.0,102.0,6.0,0.0,,,0.0,,,,-36.80000000000001,28.0,6.0,-36.80000000000001,-5.01,2023,1,21,1,2.68,207.0
1485.37,7.681,3,49.8967506,-85.184178,7.681,2023-01-21 01:35:32,,51.0,102.0,6.0,0.0,,,0.0,,,,-37.19999999999999,28.0,6.0,-37.19999999999999,-4.86,2023,1,21,1,2.68,207.0
1492.66,6.621,3,49.8967599,-85.1840714,6.621,2023-01-21 01:35:33,,51.0,102.0,6.0,0.0,,,0.0,,,,-37.80000000000001,28.0,6.0,-37.80000000000001,-4.63,2023,1,21,1,2.68,207.0
1498.8,5.577,3,49.8967656,-85.1839844,5.577,2023-01-21 01:35:34,,51.0,102.0,6.0,0.0,,,0.0,,,,-38.19999999999999,28.0,7.0,-38.19999999999999,-4.44,2023,1,21,1,2.68,207.0
1503.98,4.713,3,49.8967734,-85.1839114,4.713,2023-01-21 01:35:35,,51.0,102.0,6.0,0.0,,,0.0,,,,-38.60000000000002,28.0,7.0,-38.60000000000002,-4.38,2023,1,21,1,2.68,207.0
1508.83,4.476,3,49.8967724,-85.1838412,4.476,2023-01-21 01:35:36,,51.0,101.0,6.0,0.0,,,0.0,,,,-39.0,28.0,8.0,-39.0,-4.5,2023,1,21,1,2.68,207.0
1514.36,4.887,3,49.8967711,-85.183765,4.887,2023-01-21 01:35:37,,51.0,102.0,6.0,0.0,,,0.0,,,,-39.39999999999998,28.0,8.0,-39.39999999999998,-4.77,2023,1,21,1,2.68,207.0
1519.88,5.384,3,49.8967747,-85.1836838,5.384,2023-01-21 01:35:38,,51.0,103.0,6.0,0.0,,,0.0,,,,-39.80000000000001,28.0,9.0,-39.80000000000001,-5.29,2023,1,21,1,2.68,207.0
1525.61,5.662,3,49.8967827,-85.1836023,5.662,2023-01-21 01:35:39,,51.0,104.0,6.0,0.0,,,0.0,,,,-40.19999999999999,28.0,9.0,-40.19999999999999,-6.11,2023,1,21,1,2.68,207.0
1531.85,6.231,3,49.8967883,-85.1835139,6.231,2023-01-21 01:35:40,,51.0,104.0,6.0,0.0,,,0.0,,,,-40.60000000000002,28.0,10.0,-40.60000000000002,-6.75,2023,1,21,1,2.68,207.0
1538.57,6.376,3,49.8967998,-85.1834155,6.376,2023-01-21 01:35:41,,51.0,105.0,6.0,0.0,,,0.0,,,,-40.80000000000001,28.0,10.0,-40.80000000000001,-7.32,2023,1,21,1,2.68,207.0
1545.26,6.365,3,49.8968206,-85.183322,6.365,2023-01-21 01:35:42,,51.0,106.0,6.0,0.0,,,0.0,,,85.0,-41.19999999999999,28.0,10.0,-41.19999999999999,-7.35,2023,1,21,1,2.68,207.0
1551.93,6.495,2,49.8968397,-85.1832314,6.495,2023-01-21 01:35:43,,51.0,107.0,6.0,39.0,20.5,78.5,25.0,0.0,0.0,72.0,-41.39999999999998,28.0,11.0,-41.39999999999998,-6.69,2023,1,21,1,2.68,207.0
1558.71,6.539,2,49.8968545,-85.1831401,6.539,2023-01-21 01:35:44,,51.0,107.0,6.0,82.0,26.0,84.5,64.0,16.0,55.5,59.0,-41.60000000000002,28.0,11.0,-41.60000000000002,-5.78,2023,1,21,1,2.68,207.0
1565.95,6.964,2,49.8968576,-85.1830346,6.964,2023-01-21 01:35:45,,51.0,107.0,6.0,90.0,24.0,75.0,116.0,20.5,71.0,47.0,-41.80000000000001,28.0,11.0,-41.80000000000001,-4.88,2023,1,21,1,2.68,207.0
1573.52,7.335,2,49.8968576,-85.1829252,7.335,2023-01-21 01:35:46,,51.0,108.0,6.0,93.0,20.5,64.5,151.0,18.0,62.5,50.0,-42.19999999999999,28.0,11.0,-42.19999999999999,-4.21,2023,1,21,1,2.68,207.0
1581.12,7.472,2,49.8968541,-85.1828178,7.472,2023-01-21 01:35:47,,51.0,109.0,6.0,94.0,22.0,67.0,145.0,17.5,58.0,55.0,-42.39999999999998,28.0,12.0,-42.39999999999998,-3.79,2023,1,21,1,2.68,207.0
1589.01,7.657,2,49.896853,-85.1827013,7.657,2023-01-21 01:35:48,,51.0,107.0,6.0,72.0,17.0,61.0,97.0,15.5,56.0,52.0,-42.80000000000001,28.0,12.0,-42.80000000000001,-3.55,2023,1,21,1,2.68,207.0
1596.97,7.579,2,49.8968566,-85.182589,7.579,2023-01-21 01:35:49,,51.0,105.0,6.0,47.0,17.5,63.5,70.0,15.5,56.0,55.0,-43.0,28.0,12.0,-43.0,-3.49,2023,1,21,1,2.68,207.0
1604.79,7.301,2,49.8968611,-85.1824796,7.301,2023-01-21 01:35:50,,51.0,104.0,6.0,22.0,18.5,67.0,44.0,15.5,55.5,58.0,-43.19999999999999,28.0,13.0,-43.19999999999999,-3.55,2023,1,21,1,2.68,207.0
1612.22,7.404,2,49.8968657,-85.1823704,7.404,2023-01-21 01:35:51,,51.0,104.0,6.0,0.0,19.5,70.5,0.0,15.5,55.5,61.0,-43.60000000000002,28.0,13.0,-43.60000000000002,-3.62,2023,1,21,1,2.68,207.0
1618.92,6.917,2,49.8968667,-85.1822754,6.917,2023-01-21 01:35:52,,51.0,104.0,6.0,0.0,20.5,74.0,0.0,15.5,55.0,64.0,-43.80000000000001,28.0,13.0,-43.80000000000001,-3.65,2023,1,21,1,2.68,207.0
1624.04,5.563,2,49.8968702,-85.1821984,5.563,2023-01-21 01:35:53,,51.0,105.0,6.0,0.0,22.0,77.5,0.0,15.5,55.0,67.0,-43.80000000000001,28.0,13.0,-43.80000000000001,-3.44,2023,1,21,1,2.68,207.0
1627.79,4.226,2,49.8968747,-85.182147,4.226,2023-01-21 01:35:54,,51.0,103.0,6.0,0.0,23.0,80.5,0.0,15.5,54.5,69.0,-44.0,28.0,14.0,-44.0,-3.16,2023,1,21,1,2.68,207.0
1631.28,3.668,2,49.8968793,-85.1821016,3.668,2023-01-21 01:35:55,,51.0,104.0,6.0,0.0,24.0,84.0,0.0,15.5,54.5,72.0,-44.0,28.0,14.0,-44.0,-2.78,2023,1,21,1,2.68,207.0
1635.28,4.311,2,49.896887,-85.1820442,4.311,2023-01-21 01:35:56,,51.0,106.0,6.0,0.0,25.0,87.5,0.0,15.5,54.0,75.0,-44.19999999999999,28.0,14.0,-44.19999999999999,-2.45,2023,1,21,1,2.68,207.0
1639.94,4.574,2,49.8968964,-85.1819785,4.574,2023-01-21 01:35:57,,52.0,105.0,6.0,53.0,25.5,90.0,172.0,16.5,57.5,74.0,-44.39999999999998,28.0,14.0,-44.39999999999998,-2.24,2023,1,21,1,2.68,207.0
1645.02,4.975,2,49.8969093,-85.1819063,4.975,2023-01-21 01:35:58,,52.0,106.0,6.0,62.0,22.0,88.0,279.0,22.5,80.0,65.0,-44.39999999999998,28.0,14.0,-44.39999999999998,-2.11,2023,1,21,1,2.68,207.0
1650.3,5.461,2,49.8969228,-85.1818341,5.461,2023-01-21 01:35:59,,52.0,106.0,6.0,71.0,21.0,87.0,351.0,24.0,87.0,57.0,-44.60000000000002,28.0,14.0,-44.60000000000002,-2.09,2023,1,21,1,2.68,207.0
1656.07,5.793,2,49.8969329,-85.1817473,5.793,2023-01-21 01:36:00,,53.0,106.0,6.0,75.0,21.0,86.5,388.0,22.0,85.0,52.0,-44.60000000000002,28.0,14.0,-44.60000000000002,-2.06,2023,1,21,1,2.68,207.0
1661.82,5.643,2,49.8969385,-85.1816635,5.643,2023-01-21 01:36:01,,53.0,108.0,6.0,78.0,21.5,85.5,397.0,20.5,83.0,50.0,-44.60000000000002,28.0,14.0,-44.60000000000002,-1.98,2023,1,21,1,2.68,207.0
1667.51,5.607,2,49.8969465,-85.181582,5.607,2023-01-21 01:36:02,,53.0,107.0,6.0,81.0,21.5,85.0,388.0,18.5,80.5,49.0,-44.60000000000002,28.0,14.0,-44.60000000000002,-1.77,2023,1,21,1,2.68,207.0
1673.89,5.98,2,49.8969556,-85.1814929,5.98,2023-01-21 01:36:03,,54.0,107.0,6.0,71.0,21.0,81.0,344.0,18.0,78.5,52.0,-44.39999999999998,28.0,14.0,-44.39999999999998,0.0,2023,1,21,1,2.68,207.0
1680.53,6.284,2,49.8969647,-85.181402,6.284,2023-01-21 01:36:04,,54.0,107.0,6.0,61.0,13.5,64.5,280.0,18.0,71.5,35.0,-44.39999999999998,28.0,14.0,-44.39999999999998,0.0,2023,1,21,1,2.68,207.0
1687.34,6.251,2,49.8969703,-85.1813038,6.251,2023-01-21 01:36:05,,54.0,107.0,6.0,81.0,14.5,65.0,231.0,18.0,66.5,37.0,-44.19999999999999,28.0,14.0,-44.19999999999999,0.0,2023,1,21,1,2.68,207.0
1694.13,6.51,2,49.8969782,-85.1812054,6.51,2023-01-21 01:36:06,,54.0,106.0,6.0,82.0,29.5,94.0,214.0,19.5,70.5,47.0,-44.19999999999999,28.0,14.0,-44.19999999999999,0.0,2023,1,21,1,2.68,207.0
1701.31,6.817,2,49.896984,-85.1811034,6.817,2023-01-21 01:36:07,,55.0,106.0,6.0,84.0,31.0,97.0,327.0,28.0,94.5,50.0,-44.0,28.0,14.0,-44.0,0.0,2023,1,21,1,2.68,207.0
1708.42,6.852,3,49.8969886,-85.181003,6.852,2023-01-21 01:36:08,,55.0,106.0,6.0,85.0,32.5,97.0,344.0,31.0,97.5,50.0,-44.0,28.0,14.0,-44.0,0.01,2023,1,21,1,2.68,207.0
1715.5,6.853,3,49.8969931,-85.1809028,6.853,2023-01-21 01:36:09,,55.0,107.0,5.0,85.0,32.5,96.5,360.0,32.0,98.0,50.0,-43.80000000000001,29.0,14.0,-43.80000000000001,1.01,2023,1,21,1,2.68,207.0
1722.49,6.825,3,49.8969976,-85.1808037,6.825,2023-01-21 01:36:10,,56.0,108.0,5.0,86.0,32.5,97.0,378.0,33.0,98.5,47.0,-43.80000000000001,29.0,14.0,-43.80000000000001,1.12,2023,1,21,1,2.68,207.0
1729.5,6.738,3,49.8970022,-85.180703,6.738,2023-01-21 01:36:11,,56.0,108.0,5.0,86.0,31.5,96.5,376.0,33.0,98.5,44.0,-43.60000000000002,29.0,14.0,-43.60000000000002,1.16,2023,1,21,1,2.68,207.0
1736.14,6.527,2,49.8970068,-85.1806026,6.527,2023-01-21 01:36:12,,57.0,107.0,5.0,85.0,30.0,94.5,348.0,30.0,98.0,43.0,-43.39999999999998,29.0,14.0,-43.39999999999998,1.26,2023,1,21,1,2.68,207.0
1742.63,6.335,2,49.8970043,-85.1805098,6.335,2023-01-21 01:36:13,,57.0,107.0,5.0,83.0,28.5,89.5,312.0,30.0,98.0,46.0,-43.19999999999999,29.0,14.0,-43.19999999999999,1.43,2023,1,21,1,2.68,207.0
1749.08,6.27,2,49.8970068,-85.1804183,6.27,2023-01-21 01:36:14,,57.0,109.0,5.0,81.0,26.0,84.5,265.0,28.5,93.5,46.0,-42.80000000000001,29.0,14.0,-42.80000000000001,1.73,2023,1,21,1,2.68,207.0
1755.13,5.981,2,49.8970145,-85.1803308,5.981,2023-01-21 01:36:15,,57.0,108.0,5.0,79.0,24.0,81.0,215.0,26.5,88.5,44.0,-42.60000000000002,30.0,14.0,-42.60000000000002,2.14,2023,1,21,1,2.68,207.0
1760.44,4.56,2,49.8970203,-85.180259,4.56,2023-01-21 01:36:16,,57.0,109.0,5.0,76.0,24.5,78.5,202.0,24.5,87.5,40.0,-42.19999999999999,30.0,14.0,-42.19999999999999,2.65,2023,1,21,1,2.68,207.0
1764.55,3.249,3,49.8970214,-85.1802009,3.249,2023-01-21 01:36:17,,58.0,108.0,5.0,61.0,24.5,75.5,101.0,22.0,86.0,30.0,-42.0,30.0,14.0,-42.0,3.14,2023,1,21,1,2.68,207.0
1767.53,2.5,3,49.8970214,-85.1801537,2.5,2023-01-21 01:36:18,,58.0,108.0,5.0,48.0,6.5,69.0,61.0,22.0,86.0,2.0,-41.60000000000002,31.0,14.0,-41.60000000000002,3.46,2023,1,21,1,2.68,207.0
1770.1,2.594,3,49.897018,-85.1801153,2.594,2023-01-21 01:36:19,,58.0,108.0,5.0,39.0,9.5,62.5,44.0,17.5,63.0,33.0,-41.39999999999998,31.0,14.0,-41.39999999999998,3.77,2023,1,21,1,2.68,207.0
1772.24,2.28,2,49.8970169,-85.1800864,2.28,2023-01-21 01:36:20,,58.0,107.0,5.0,35.0,19.0,66.0,44.0,13.5,48.0,51.0,-41.19999999999999,31.0,14.0,-41.19999999999999,4.15,2023,1,21,1,2.68,207.0
1774.5,2.458,2,49.8970134,-85.1800584,2.458,2023-01-21 01:36:21,,58.0,106.0,5.0,43.0,22.0,82.0,94.0,18.5,62.5,56.0,-41.0,31.0,14.0,-41.0,4.54,2023,1,21,1,2.68,207.0
1777.43,3.311,2,49.8970088,-85.1800165,3.311,2023-01-21 01:36:22,,58.0,106.0,5.0,53.0,21.0,84.5,136.0,28.0,93.0,55.0,-41.0,31.0,14.0,-41.0,5.03,2023,1,21,1,2.68,207.0
1781.16,4.16,2,49.8970112,-85.1799581,4.16,2023-01-21 01:36:23,,58.0,106.0,5.0,70.0,24.5,93.5,213.0,29.0,94.5,47.0,-40.80000000000001,32.0,14.0,-40.80000000000001,5.56,2023,1,21,1,2.68,207.0
1785.68,4.573,2,49.8970193,-85.1798939,4.573,2023-01-21 01:36:24,,59.0,107.0,5.0,90.0,27.5,95.5,336.0,30.0,97.0,47.0,-40.80000000000001,32.0,14.0,-40.80000000000001,6.05,2023,1,21,1,2.68,207.0
1790.43,4.768,2,49.897032,-85.1798298,4.768,2023-01-21 01:36:25,,59.0,107.0,5.0,95.0,29.5,95.5,339.0,29.5,95.0,47.0,-40.80000000000001,32.0,14.0,-40.80000000000001,5.98,2023,1,21,1,2.68,207.0
1795.39,5.187,2,49.8970386,-85.179759,5.187,2023-01-21 01:36:26,,59.0,107.0,5.0,84.0,29.0,96.0,283.0,27.0,86.0,48.0,-40.60000000000002,32.0,14.0,-40.60000000000002,5.15,2023,1,21,1,2.68,207.0
1800.71,5.504,2,49.8970466,-85.1796864,5.504,2023-01-21 01:36:27,,60.0,108.0,5.0,85.0,29.0,97.0,300.0,24.0,77.0,48.0,-40.60000000000002,32.0,14.0,-40.60000000000002,4.09,2023,1,21,1,2.68,207.0
1806.49,5.733,2,49.8970523,-85.1795991,5.733,2023-01-21 01:36:28,,60.0,107.0,5.0,86.0,28.5,97.0,325.0,27.0,84.5,48.0,-40.39999999999998,32.0,14.0,-40.39999999999998,2.95,2023,1,21,1,2.68,207.0
1812.21,5.661,2,49.8970637,-85.1795231,5.661,2023-01-21 01:36:29,,60.0,106.0,5.0,89.0,27.5,97.0,347.0,30.0,93.5,45.0,-40.19999999999999,32.0,14.0,-40.19999999999999,2.33,2023,1,21,1,2.68,207.0
1818.03,5.639,2,49.8970739,-85.1794429,5.639,2023-01-21 01:36:30,,61.0,107.0,5.0,91.0,27.0,96.5,347.0,31.5,98.0,43.0,-40.0,32.0,14.0,-40.0,2.14,2023,1,21,1,2.68,207.0
1823.9,5.76,2,49.8970831,-85.1793535,5.76,2023-01-21 01:36:31,,61.0,108.0,5.0,91.0,27.0,95.0,344.0,31.0,96.0,43.0,-39.80000000000001,33.0,14.0,-39.80000000000001,2.02,2023,1,21,1,2.68,207.0
1829.62,5.726,2,49.8970957,-85.1792767,5.726,2023-01-21 01:36:32,,61.0,107.0,5.0,92.0,26.0,92.5,293.0,30.0,94.5,46.0,-39.60000000000002,33.0,14.0,-39.60000000000002,2.14,2023,1,21,1,2.68,207.0
1835.3,5.596,2,49.8971058,-85.1791973,5.596,2023-01-21 01:36:33,,61.0,107.0,5.0,93.0,25.5,90.0,288.0,29.5,93.0,48.0,-39.39999999999998,33.0,14.0,-39.39999999999998,2.36,2023,1,21,1,2.68,207.0
1840.78,5.371,2,49.8971185,-85.1791217,5.371,2023-01-21 01:36:34,,62.0,108.0,5.0,94.0,24.5,87.5,282.0,29.0,91.5,49.0,-39.19999999999999,33.0,14.0,-39.19999999999999,2.66,2023,1,21,1,2.68,207.0
1846.31,5.478,3,49.8971286,-85.1790418,5.478,2023-01-21 01:36:35,,62.0,109.0,5.0,94.0,24.0,84.5,275.0,28.0,89.5,47.0,-39.0,33.0,14.0,-39.0,2.92,2023,1,21,1,2.68,207.0
1852.08,5.8,3,49.8971342,-85.1789601,5.8,2023-01-21 01:36:36,,62.0,111.0,5.0,95.0,23.0,82.0,256.0,27.5,88.0,46.0,-38.80000000000001,34.0,14.0,-38.80000000000001,3.09,2023,1,21,1,2.68,207.0
1858.05,5.899,3,49.8971423,-85.178871,5.899,2023-01-21 01:36:37,,62.0,111.0,5.0,96.0,25.5,87.0,256.0,28.0,89.0,50.0,-38.80000000000001,34.0,14.0,-38.80000000000001,3.13,2023,1,21,1,2.68,207.0
1864.16,5.901,3,49.8971513,-85.1787873,5.901,2023-01-21 01:36:38,,63.0,112.0,5.0,97.0,23.0,80.0,252.0,26.5,85.5,49.0,-38.60000000000002,34.0,14.0,-38.60000000000002,3.07,2023,1,21,1,2.68,207.0
1870.32,6.009,3,49.8971604,-85.1786984,6.009,2023-01-21 01:36:39,,63.0,113.0,5.0,97.0,21.0,74.0,244.0,25.0,81.5,49.0,-38.39999999999998,34.0,14.0,-38.39999999999998,2.94,2023,1,21,1,2.68,207.0
1876.57,6.052,3,49.8971802,-85.178614,6.052,2023-01-21 01:36:40,,63.0,114.0,5.0,97.0,21.5,76.5,233.0,25.5,79.5,49.0,-38.39999999999998,34.0,14.0,-38.39999999999998,2.78,2023,1,21,1,2.68,207.0
1882.77,6.184,2,49.8971958,-85.1785254,6.184,2023-01-21 01:36:41,,63.0,114.0,5.0,95.0,23.0,82.5,231.0,24.0,85.5,50.0,-38.39999999999998,34.0,14.0,-38.39999999999998,2.41,2023,1,21,1,2.68,207.0
1889.12,6.103,2,49.8972059,-85.178435,6.103,2023-01-21 01:36:42,,64.0,113.0,5.0,93.0,22.0,79.0,233.0,25.0,86.0,53.0,-38.39999999999998,34.0,14.0,-38.39999999999998,2.01,2023,1,21,1,2.68,207.0
1895.74,6.464,2,49.897215,-85.178344,6.464,2023-01-21 01:36:43,,64.0,113.0,5.0,93.0,21.5,76.0,233.0,26.5,86.5,53.0,-38.39999999999998,35.0,14.0,-38.39999999999998,1.55,2023,1,21,1,2.68,207.0
1902.66,6.68,3,49.8972277,-85.1782451,6.68,2023-01-21 01:36:44,,64.0,115.0,5.0,95.0,21.0,76.0,206.0,27.0,86.5,58.0,-38.39999999999998,35.0,14.0,-38.39999999999998,0.0,2023,1,21,1,2.68,207.0
1909.42,6.853,3,49.8972377,-85.1781469,6.853,2023-01-21 01:36:45,,64.0,114.0,5.0,92.0,21.0,80.5,221.0,26.0,85.5,61.0,-38.39999999999998,35.0,14.0,-38.39999999999998,0.0,2023,1,21,1,2.68,207.0
1916.45,6.827,3,49.8972505,-85.1780444,6.827,2023-01-21 01:36:46,,65.0,114.0,5.0,91.0,23.0,87.0,224.0,22.5,82.5,57.0,-38.39999999999998,35.0,14.0,-38.39999999999998,0.0,2023,1,21,1,2.68,207.0
1923.43,6.876,3,49.8972607,-85.1779511,6.876,2023-01-21 01:36:47,,65.0,111.0,5.0,91.0,20.0,76.0,225.0,24.0,83.0,53.0,-38.60000000000002,35.0,14.0,-38.60000000000002,0.0,2023,1,21,1,2.68,207.0
1930.85,7.413,3,49.8972732,-85.1778464,7.413,2023-01-21 01:36:48,,65.0,111.0,5.0,91.0,17.0,64.0,220.0,25.5,83.5,41.0,-38.60000000000002,35.0,14.0,-38.60000000000002,0.0,2023,1,21,1,2.68,207.0
1938.58,7.482,3,49.8972868,-85.1777308,7.482,2023-01-21 01:36:49,,65.0,110.0,5.0,91.0,15.5,58.5,204.0,25.5,80.0,49.0,-38.80000000000001,35.0,14.0,-38.80000000000001,0.0,2023,1,21,1,2.68,207.0
1946.41,7.819,3,49.897304,-85.1776191,7.819,2023-01-21 01:36:50,,65.0,111.0,5.0,92.0,16.0,60.0,162.0,22.5,73.0,55.0,-39.0,35.0,14.0,-39.0,0.0,2023,1,21,1,2.68,207.0
1954.47,7.922,3,49.8973187,-85.1775099,7.922,2023-01-21 01:36:51,,65.0,108.0,5.0,94.0,16.5,61.0,140.0,20.0,66.0,51.0,-39.19999999999999,35.0,14.0,-39.19999999999999,-0.01,2023,1,21,1,2.68,207.0
1962.84,8.136,3,49.8973324,-85.1773932,8.136,2023-01-21 01:36:52,,66.0,108.0,5.0,82.0,16.5,60.0,126.0,19.0,67.0,49.0,-39.39999999999998,35.0,15.0,-39.39999999999998,-1.33,2023,1,21,1,2.68,207.0
1971.0,8.07,3,49.8973424,-85.1772764,8.07,2023-01-21 01:36:53,,66.0,107.0,5.0,57.0,,,111.0,,,,-39.60000000000002,35.0,15.0,-39.60000000000002,-1.63,2023,1,21,1,2.68,207.0
1978.49,7.255,3,49.8973545,-85.1771687,7.255,2023-01-21 01:36:54,,66.0,105.0,5.0,32.0,,,97.0,,,,-39.60000000000002,35.0,15.0,-39.60000000000002,-1.85,2023,1,21,1,2.68,207.0
1986.31,7.475,3,49.8973687,-85.1770557,7.475,2023-01-21 01:36:55,,66.0,105.0,5.0,7.0,,,82.0,,,,-39.80000000000001,35.0,15.0,-39.80000000000001,-1.88,2023,1,21,1,2.68,207.0
1994.09,7.514,3,49.8973825,-85.1769452,7.514,2023-01-21 01:36:56,,66.0,105.0,5.0,0.0,,,0.0,,,,-40.0,35.0,16.0,-40.0,-1.9,2023,1,21,1,2.68,207.0
2001.43,7.15,3,49.8973891,-85.176843,7.15,2023-01-21 01:36:57,,66.0,105.0,5.0,0.0,,,0.0,,,,-40.39999999999998,35.0,16.0,-40.39999999999998,-1.9,2023,1,21,1,2.68,207.0
2008.86,7.333,3,49.8974042,-85.1767358,7.333,2023-01-21 01:36:58,,66.0,104.0,5.0,0.0,,,0.0,,,,-40.60000000000002,35.0,16.0,-40.60000000000002,-1.95,2023,1,21,1,2.68,207.0
2016.6,7.641,3,49.8974118,-85.1766278,7.641,2023-01-21 01:36:59,,66.0,105.0,5.0,0.0,,,0.0,,,,-40.80000000000001,35.0,16.0,-40.80000000000001,-2.09,2023,1,21,1,2.68,207.0
2024.58,7.498,2,49.8974234,-85.176511,7.498,2023-01-21 01:37:00,,66.0,105.0,5.0,0.0,,,0.0,,,,-41.0,35.0,16.0,-41.0,-2.22,2023,1,21,1,2.68,207.0
2032.63,7.599,2,49.89743,-85.1763994,7.599,2023-01-21 01:37:01,,66.0,105.0,5.0,0.0,,,0.0,,,,-41.19999999999999,35.0,17.0,-41.19999999999999,-2.38,2023,1,21,1,2.68,207.0
2040.4,7.647,2,49.8974452,-85.1762898,7.647,2023-01-21 01:37:02,,66.0,105.0,5.0,0.0,,,0.0,,,,-41.39999999999998,35.0,17.0,-41.39999999999998,-2.51,2023,1,21,1,2.68,207.0
2048.29,7.74,2,49.8974634,-85.1761807,7.74,2023-01-21 01:37:03,,66.0,106.0,5.0,0.0,,,0.0,,,,-41.60000000000002,35.0,17.0,-41.60000000000002,-2.63,2023,1,21,1,2.68,207.0
2056.32,7.879,2,49.8974816,-85.1760643,7.879,2023-01-21 01:37:04,,66.0,105.0,5.0,0.0,,,0.0,,,,-42.0,35.0,17.0,-42.0,-2.77,2023,1,21,1,2.68,207.0
2064.53,8.048,2,49.8974962,-85.1759461,8.048,2023-01-21 01:37:05,,66.0,107.0,5.0,0.0,,,0.0,,,,-42.19999999999999,35.0,18.0,-42.19999999999999,-2.86,2023,1,21,1,2.68,207.0
2072.76,8.22,2,49.8975062,-85.1758292,8.22,2023-01-21 01:37:06,,66.0,106.0,5.0,0.0,,,0.0,,,,-42.60000000000002,35.0,18.0,-42.60000000000002,-2.99,2023,1,21,1,2.68,207.0
2080.99,7.975,2,49.8975189,-85.1757173,7.975,2023-01-21 01:37:07,,66.0,105.0,5.0,0.0,,,0.0,,,,-43.0,35.0,18.0,-43.0,-2.98,2023,1,21,1,2.68,207.0
2089.26,7.986,2,49.8975291,-85.1756002,7.986,2023-01-21 01:37:08,,66.0,105.0,5.0,0.0,,,0.0,,,,-43.39999999999998,35.0,19.0,-43.39999999999998,-3.05,2023,1,21,1,2.68,207.0
2097.27,7.546,2,49.8975382,-85.1754819,7.546,2023-01-21 01:37:09,,66.0,104.0,4.0,0.0,,,0.0,,,,-43.80000000000001,35.0,19.0,-43.80000000000001,-3.22,2023,1,21,1,2.68,207.0
2105.14,7.655,2,49.8975508,-85.1753707,7.655,2023-01-21 01:37:10,,66.0,104.0,4.0,0.0,,,0.0,,,,-44.19999999999999,35.0,19.0,-44.19999999999999,-3.37,2023,1,21,1,2.68,207.0
2113.02,7.73,2,49.897568,-85.1752615,7.73,2023-01-21 01:37:11,,66.0,104.0,4.0,0.0,,,0.0,,,,-44.60000000000002,35.0,19.0,-44.60000000000002,-3.58,2023,1,21,1,2.68,207.0
2121.24,7.881,2,49.8975826,-85.1751461,7.881,2023-01-21 01:37:12,,66.0,104.0,4.0,0.0,,,0.0,,,,-45.0,35.0,20.0,-45.0,-3.82,2023,1,21,1,2.68,207.0
2129.75,8.213,2,49.8975928,-85.1750201,8.213,2023-01-21 01:37:13,,66.0,103.0,4.0,0.0,,,0.0,,,,-45.39999999999998,35.0,20.0,-45.39999999999998,-4.11,2023,1,21,1,2.68,207.0
2138.34,8.289,2,49.8976019,-85.1749001,8.289,2023-01-21 01:37:14,,66.0,103.0,4.0,0.0,,,0.0,,,,-45.80000000000001,35.0,21.0,-45.80000000000001,-4.44,2023,1,21,1,2.68,207.0
2146.88,7.806,2,49.897611,-85.1747745,7.806,2023-01-21 01:37:15,,66.0,103.0,4.0,0.0,,,0.0,,,,-46.19999999999999,35.0,21.0,-46.19999999999999,-4.77,2023,1,21,1,2.68,207.0
2154.07,6.232,2,49.8976199,-85.1746698,6.232,2023-01-21 01:37:16,,66.0,103.0,4.0,0.0,,,0.0,,,,-46.39999999999998,35.0,22.0,-46.39999999999998,-4.96,2023,1,21,1,2.68,207.0
2159.91,5.271,2,49.8976327,-85.1745893,5.271,2023-01-21 01:37:17,,66.0,103.0,4.0,0.0,,,0.0,,,,-46.60000000000002,35.0,22.0,-46.60000000000002,-4.78,2023,1,21,1,2.68,207.0
2164.84,4.411,2,49.8976358,-85.1745228,4.411,2023-01-21 01:37:18,,66.0,102.0,4.0,0.0,,,0.0,,,,-47.0,35.0,22.0,-47.0,-4.48,2023,1,21,1,2.68,207.0
2169.45,4.366,2,49.8976217,-85.1744593,4.366,2023-01-21 01:37:19,,66.0,102.0,4.0,0.0,,,0.0,,,,-47.19999999999999,35.0,23.0,-47.19999999999999,-4.09,2023,1,21,1,2.68,207.0
2173.76,4.488,2,49.8975943,-85.1744116,4.488,2023-01-21 01:37:20,,66.0,102.0,4.0,0.0,,,0.0,,,,-47.39999999999998,35.0,23.0,-47.39999999999998,-3.77,2023,1,21,1,2.68,207.0
