distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,temperature,cadence,calories,power,altitude,enhanced_altitude,ascent,descent,grade,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,year,month,day,hour,wind_speed,wind_direction
2036.47,8.949,4.0,50.5281874,-84.8170118,8.949,2023-02-06 14:59:45,,10.0,99.0,55.0,323.0,-3.1999999999999886,-3.1999999999999886,9.0,7.0,0.0,24.5,83.5,27.0,89.0,47.0,2023,2,6,14,3.93,187.0
2045.76,8.832,3.0,50.5282833,-84.8170484,8.832,2023-02-06 14:59:46,,10.0,98.0,56.0,339.0,-3.3999999999999773,-3.3999999999999773,9.0,7.0,0.0,25.5,86.5,28.0,90.0,48.0,2023,2,6,14,3.93,187.0
2054.91,8.689,3.0,50.5283782,-84.8170845,8.689,2023-02-06 14:59:47,,10.0,98.0,56.0,332.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,26.0,86.5,28.0,92.5,50.0,2023,2,6,14,3.93,187.0
2063.99,8.684,3.0,50.5284741,-84.8171137,8.684,2023-02-06 14:59:48,,10.0,97.0,56.0,324.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,25.0,85.0,26.5,89.0,50.0,2023,2,6,14,3.93,187.0
2073.12,8.878,3.0,50.5285697,-84.8171484,8.878,2023-02-06 14:59:49,,10.0,96.0,57.0,326.0,-3.3999999999999773,-3.3999999999999773,9.0,7.0,0.0,25.5,87.0,25.5,86.5,49.0,2023,2,6,14,3.93,187.0
2082.73,9.179,3.0,50.5286689,-84.8171847,9.179,2023-02-06 14:59:50,,10.0,96.0,57.0,355.0,-3.3999999999999773,-3.3999999999999773,9.0,7.0,0.0,27.0,93.0,25.5,86.5,49.0,2023,2,6,14,3.93,187.0
2092.67,9.156,3.0,50.5287734,-84.817214,9.156,2023-02-06 14:59:51,,10.0,97.0,57.0,370.0,-3.3999999999999773,-3.3999999999999773,9.0,7.0,0.0,27.5,92.5,28.0,93.0,48.0,2023,2,6,14,3.93,187.0
2102.51,8.907,3.0,50.5288736,-84.8172484,8.907,2023-02-06 14:59:52,,10.0,97.0,58.0,376.0,-3.3999999999999773,-3.3999999999999773,9.0,7.0,0.0,28.0,92.0,29.0,95.0,47.0,2023,2,6,14,3.93,187.0
2112.12,8.86,3.0,50.528974,-84.817285,8.86,2023-02-06 14:59:53,,10.0,98.0,58.0,374.0,-3.3999999999999773,-3.3999999999999773,9.0,7.0,0.0,27.5,92.0,28.5,94.5,49.0,2023,2,6,14,3.93,187.0
2117.46,8.827,4.0,50.5296137,-84.816342,8.827,2023-02-06 14:59:54,,10.0,97.0,58.0,377.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,27.0,92.5,27.5,94.5,50.0,2023,2,6,14,3.93,187.0
2121.81,8.784,5.0,50.5303805,-84.8151678,8.784,2023-02-06 14:59:55,,10.0,97.0,59.0,405.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,28.5,96.5,28.5,97.0,51.0,2023,2,6,14,3.93,187.0
2129.67,8.786,5.0,50.5305956,-84.8149725,8.786,2023-02-06 14:59:56,,10.0,97.0,59.0,404.0,-3.3999999999999773,-3.3999999999999773,9.0,7.0,0.0,29.5,96.5,27.5,97.5,51.0,2023,2,6,14,3.93,187.0
2138.58,8.932,4.0,50.5306858,-84.8150161,8.932,2023-02-06 14:59:57,,10.0,97.0,60.0,393.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,30.0,97.5,29.5,97.0,51.0,2023,2,6,14,3.93,187.0
2147.28,8.835,4.0,50.5307743,-84.8150622,8.835,2023-02-06 14:59:58,,10.0,97.0,60.0,406.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,30.0,97.0,31.0,96.5,51.0,2023,2,6,14,3.93,187.0
2155.9,8.928,4.0,50.53086,-84.8151074,8.928,2023-02-06 14:59:59,,10.0,97.0,60.0,397.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,29.5,96.5,30.5,96.5,52.0,2023,2,6,14,3.93,187.0
2164.98,8.862,4.0,50.5309507,-84.8151531,8.862,2023-02-06 15:00:00,,10.0,97.0,61.0,402.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,29.5,97.5,29.5,95.0,52.0,2023,2,6,15,3.92,186.0
2174.18,8.739,4.0,50.5310427,-84.8151991,8.739,2023-02-06 15:00:01,,10.0,97.0,61.0,399.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,29.0,97.5,28.5,93.5,49.0,2023,2,6,15,3.92,186.0
2183.15,9.092,3.0,50.5311369,-84.815237,9.092,2023-02-06 15:00:02,,10.0,97.0,62.0,373.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,28.5,97.0,27.0,92.0,52.0,2023,2,6,15,3.92,186.0
2192.3,9.085,3.0,50.5312286,-84.8152807,9.085,2023-02-06 15:00:03,,10.0,97.0,62.0,398.0,-3.3999999999999773,-3.3999999999999773,9.0,7.0,0.0,28.0,96.5,26.5,91.5,51.0,2023,2,6,15,3.92,186.0
2201.24,9.047,3.0,50.5313198,-84.8153263,9.047,2023-02-06 15:00:04,,10.0,98.0,62.0,405.0,-3.3999999999999773,-3.3999999999999773,9.0,7.0,0.0,27.5,95.0,26.5,91.5,49.0,2023,2,6,15,3.92,186.0
2210.1,8.896,3.0,50.5314071,-84.8153718,8.896,2023-02-06 15:00:05,,10.0,99.0,63.0,397.0,-3.1999999999999886,-3.1999999999999886,9.0,7.0,0.0,26.5,93.5,27.5,92.5,48.0,2023,2,6,15,3.92,186.0
2219.26,9.101,3.0,50.5315007,-84.8154172,9.101,2023-02-06 15:00:06,,10.0,100.0,63.0,393.0,-3.0,-3.0,9.0,7.0,0.0,26.0,91.5,28.0,93.0,50.0,2023,2,6,15,3.92,186.0
2228.22,9.287,3.0,50.5315928,-84.8154628,9.287,2023-02-06 15:00:07,,10.0,100.0,64.0,392.0,-3.0,-3.0,9.0,7.0,0.0,25.0,90.0,29.0,94.0,52.0,2023,2,6,15,3.92,186.0
2237.41,9.344,3.0,50.5316839,-84.8155084,9.344,2023-02-06 15:00:08,,10.0,101.0,64.0,386.0,-2.8000000000000114,-2.8000000000000114,9.0,7.0,0.0,24.5,88.5,29.5,94.5,50.0,2023,2,6,15,3.92,186.0
2246.77,9.348,3.0,50.5317786,-84.8155465,9.348,2023-02-06 15:00:09,,10.0,101.0,64.0,344.0,-2.8000000000000114,-2.8000000000000114,9.0,7.0,0.0,24.0,85.5,30.0,95.0,48.0,2023,2,6,15,3.92,186.0
2255.83,9.476,3.0,50.5318701,-84.8155901,9.476,2023-02-06 15:00:10,,10.0,102.0,65.0,327.0,-2.8000000000000114,-2.8000000000000114,9.0,7.0,0.0,23.5,80.5,30.0,95.0,47.0,2023,2,6,15,3.92,186.0
2265.08,9.615,3.0,50.5319652,-84.8156358,9.615,2023-02-06 15:00:11,,10.0,102.0,65.0,319.0,-2.8000000000000114,-2.8000000000000114,9.0,7.0,0.0,24.5,84.5,29.0,91.5,49.0,2023,2,6,15,3.92,186.0
2274.28,9.423,3.0,50.5320568,-84.8156812,9.423,2023-02-06 15:00:12,,10.0,102.0,65.0,316.0,-3.0,-3.0,9.0,7.0,0.0,24.0,84.5,27.0,89.5,49.0,2023,2,6,15,3.92,186.0
2283.48,9.349,3.0,50.5321511,-84.8157265,9.349,2023-02-06 15:00:13,,10.0,102.0,66.0,317.0,-2.8000000000000114,-2.8000000000000114,9.0,7.0,0.0,23.5,83.5,26.5,89.5,50.0,2023,2,6,15,3.92,186.0
2292.76,9.552,3.0,50.5322432,-84.8157721,9.552,2023-02-06 15:00:14,,10.0,103.0,66.0,324.0,-2.8000000000000114,-2.8000000000000114,9.0,7.0,0.0,23.0,83.5,27.0,90.5,49.0,2023,2,6,15,3.92,186.0
2301.74,9.537,3.0,50.532335,-84.8158162,9.537,2023-02-06 15:00:15,,10.0,103.0,66.0,310.0,-2.8000000000000114,-2.8000000000000114,9.0,7.0,0.0,23.0,83.5,28.0,91.5,48.0,2023,2,6,15,3.92,186.0
2311.38,9.525,3.0,50.5324331,-84.815863,9.525,2023-02-06 15:00:16,,10.0,103.0,67.0,297.0,-3.0,-3.0,9.0,7.0,0.0,22.0,80.5,27.0,90.0,48.0,2023,2,6,15,3.92,186.0
2320.79,9.509,3.0,50.5325285,-84.8159084,9.509,2023-02-06 15:00:17,,10.0,104.0,67.0,281.0,-3.0,-3.0,9.0,7.0,0.0,19.5,72.5,25.0,84.0,44.0,2023,2,6,15,3.92,186.0
2330.36,9.526,3.0,50.5326237,-84.8159537,9.526,2023-02-06 15:00:18,,10.0,104.0,67.0,254.0,-3.1999999999999886,-3.1999999999999886,9.0,7.0,0.0,20.5,75.0,24.0,81.0,47.0,2023,2,6,15,3.92,186.0
2340.0,9.616,3.0,50.5327224,-84.8160062,9.616,2023-02-06 15:00:19,,10.0,100.0,67.0,275.0,-3.1999999999999886,-3.1999999999999886,9.0,7.0,0.0,24.5,84.0,24.5,82.0,52.0,2023,2,6,15,3.92,186.0
2349.74,9.735,3.0,50.5328197,-84.816054,9.735,2023-02-06 15:00:20,,10.0,98.0,68.0,288.0,-3.3999999999999773,-3.3999999999999773,9.0,7.0,0.0,24.0,84.5,26.5,86.5,55.0,2023,2,6,15,3.92,186.0
2359.67,9.771,3.0,50.5329199,-84.8161073,9.771,2023-02-06 15:00:21,,10.0,98.0,68.0,292.0,-3.6000000000000227,-3.6000000000000227,9.0,7.0,0.0,24.0,85.0,28.5,90.5,51.0,2023,2,6,15,3.92,186.0
2369.32,9.798,3.0,50.533016,-84.8161544,9.798,2023-02-06 15:00:22,,10.0,98.0,68.0,291.0,-3.8000000000000114,-3.8000000000000114,9.0,7.0,0.0,22.0,81.5,28.5,89.5,50.0,2023,2,6,15,3.92,186.0
2378.95,9.833,3.0,50.5331145,-84.8161996,9.833,2023-02-06 15:00:23,,10.0,99.0,68.0,279.0,-4.199999999999989,-4.199999999999989,9.0,7.0,0.0,21.5,80.5,28.0,88.0,54.0,2023,2,6,15,3.92,186.0
2388.68,9.855,3.0,50.5332135,-84.8162517,9.855,2023-02-06 15:00:24,,10.0,99.0,69.0,263.0,-4.199999999999989,-4.199999999999989,9.0,7.0,0.0,22.5,82.5,27.5,88.0,53.0,2023,2,6,15,3.92,186.0
2398.36,9.874,3.0,50.533309,-84.8162987,9.874,2023-02-06 15:00:25,,10.0,99.0,69.0,258.0,-4.399999999999977,-4.399999999999977,9.0,7.0,0.0,21.5,82.0,26.5,87.5,50.0,2023,2,6,15,3.92,186.0
2408.4,9.89,3.0,50.5334107,-84.8163454,9.89,2023-02-06 15:00:26,,10.0,99.0,69.0,252.0,-4.399999999999977,-4.399999999999977,9.0,7.0,0.0,21.0,78.0,24.5,83.0,51.0,2023,2,6,15,3.92,186.0
2418.02,9.895,3.0,50.5335084,-84.8163898,9.895,2023-02-06 15:00:27,,10.0,99.0,69.0,244.0,-4.600000000000023,-4.600000000000023,9.0,7.0,0.0,20.5,74.0,23.0,78.5,49.0,2023,2,6,15,3.92,186.0
2428.03,9.905,3.0,50.5336103,-84.8164361,9.905,2023-02-06 15:00:28,,10.0,99.0,70.0,236.0,-4.800000000000011,-4.800000000000011,9.0,7.0,0.0,20.0,72.0,21.5,75.5,51.0,2023,2,6,15,3.92,186.0
2437.87,9.665,3.0,50.533708,-84.8164895,9.665,2023-02-06 15:00:29,,10.0,99.0,70.0,230.0,-4.800000000000011,-4.800000000000011,9.0,7.0,0.0,20.0,72.5,20.0,73.5,52.0,2023,2,6,15,3.92,186.0
2447.54,9.992,3.0,50.5338034,-84.816544,9.992,2023-02-06 15:00:30,,10.0,99.0,70.0,220.0,-5.0,-5.0,9.0,7.0,0.0,20.0,74.0,20.0,73.5,51.0,2023,2,6,15,3.92,186.0
2457.39,10.098,3.0,50.5339016,-84.8166053,10.098,2023-02-06 15:00:31,,9.0,99.0,70.0,208.0,-5.199999999999989,-5.199999999999989,9.0,7.0,0.0,20.5,77.0,22.0,74.5,50.0,2023,2,6,15,3.92,186.0
2467.15,10.012,3.0,50.5340006,-84.8166541,10.012,2023-02-06 15:00:32,,9.0,99.0,71.0,242.0,-5.199999999999989,-5.199999999999989,9.0,7.0,0.0,21.5,80.0,24.5,75.5,53.0,2023,2,6,15,3.92,186.0
2476.98,9.687,3.0,50.5340982,-84.8167001,9.687,2023-02-06 15:00:33,,9.0,99.0,71.0,273.0,-5.399999999999977,-5.399999999999977,9.0,7.0,0.0,22.5,82.5,26.0,77.5,54.0,2023,2,6,15,3.92,186.0
2486.67,9.612,3.0,50.5341989,-84.8167389,9.612,2023-02-06 15:00:34,,9.0,100.0,71.0,276.0,-5.600000000000023,-5.600000000000023,9.0,7.0,0.0,25.0,83.5,25.5,81.5,47.0,2023,2,6,15,3.92,186.0
2496.6,9.931,3.0,50.5343018,-84.8167823,9.931,2023-02-06 15:00:35,,9.0,100.0,71.0,262.0,-5.600000000000023,-5.600000000000023,9.0,7.0,0.0,22.0,70.5,24.0,82.5,33.0,2023,2,6,15,3.92,186.0
2506.49,9.98,3.0,50.5343995,-84.8168279,9.98,2023-02-06 15:00:36,,9.0,100.0,72.0,235.0,-5.800000000000011,-5.800000000000011,9.0,7.0,-0.71,21.0,73.0,23.5,82.5,47.0,2023,2,6,15,3.92,186.0
2516.44,10.051,3.0,50.5345027,-84.8168736,10.051,2023-02-06 15:00:37,,9.0,101.0,72.0,209.0,-6.0,-6.0,9.0,8.0,-1.21,20.5,76.5,24.0,81.5,50.0,2023,2,6,15,3.92,186.0
2526.3,9.759,3.0,50.5346027,-84.8169186,9.759,2023-02-06 15:00:38,,9.0,102.0,72.0,239.0,-6.199999999999989,-6.199999999999989,9.0,8.0,-1.14,21.0,78.0,25.0,80.5,51.0,2023,2,6,15,3.92,186.0
2535.96,9.691,3.0,50.5346998,-84.8169717,9.691,2023-02-06 15:00:39,,9.0,102.0,72.0,290.0,-6.399999999999977,-6.399999999999977,9.0,8.0,-1.1,21.0,79.5,26.0,79.5,52.0,2023,2,6,15,3.92,186.0
2545.61,9.96,3.0,50.5347949,-84.8170261,9.96,2023-02-06 15:00:40,,9.0,102.0,73.0,327.0,-6.399999999999977,-6.399999999999977,9.0,8.0,-1.13,25.0,87.0,26.5,89.0,50.0,2023,2,6,15,3.92,186.0
2555.58,9.947,3.0,50.5348909,-84.8170883,9.947,2023-02-06 15:00:41,,9.0,102.0,73.0,345.0,-6.600000000000023,-6.600000000000023,9.0,8.0,-1.19,24.5,86.5,28.0,91.5,49.0,2023,2,6,15,3.92,186.0
2565.16,9.458,3.0,50.5349831,-84.8171448,9.458,2023-02-06 15:00:42,,9.0,102.0,73.0,346.0,-6.800000000000011,-6.800000000000011,9.0,8.0,-1.27,24.0,85.5,27.5,93.0,48.0,2023,2,6,15,3.92,186.0
2574.72,9.241,3.0,50.5350778,-84.8172068,9.241,2023-02-06 15:00:43,,9.0,101.0,74.0,305.0,-7.0,-7.0,9.0,9.0,-1.34,23.5,85.5,27.5,94.0,48.0,2023,2,6,15,3.92,186.0
2584.03,9.215,3.0,50.5351693,-84.8172629,9.215,2023-02-06 15:00:44,,9.0,100.0,74.0,289.0,-7.0,-7.0,9.0,9.0,-1.42,22.0,81.5,31.0,94.0,50.0,2023,2,6,15,3.92,186.0
2593.8,9.402,3.0,50.5352634,-84.8173172,9.402,2023-02-06 15:00:45,,9.0,99.0,74.0,281.0,-7.0,-7.0,9.0,9.0,-1.46,23.5,83.0,26.5,86.0,52.0,2023,2,6,15,3.92,186.0
2603.6,9.546,3.0,50.5353631,-84.8173648,9.546,2023-02-06 15:00:46,,9.0,98.0,74.0,273.0,-7.199999999999989,-7.199999999999989,9.0,9.0,-1.43,24.0,86.0,26.0,85.0,51.0,2023,2,6,15,3.92,186.0
2613.37,9.502,3.0,50.5354629,-84.8174174,9.502,2023-02-06 15:00:47,,9.0,97.0,75.0,305.0,-7.199999999999989,-7.199999999999989,9.0,9.0,-1.3,25.5,88.5,27.5,87.0,49.0,2023,2,6,15,3.92,186.0
2623.29,9.553,3.0,50.5355632,-84.8174649,9.553,2023-02-06 15:00:48,,9.0,97.0,75.0,335.0,-7.0,-7.0,9.0,9.0,-0.54,27.5,89.5,30.5,90.0,48.0,2023,2,6,15,3.92,186.0
2633.14,9.904,3.0,50.5356582,-84.8175168,9.904,2023-02-06 15:00:49,,9.0,97.0,76.0,352.0,-7.0,-7.0,9.0,9.0,0.0,29.5,93.0,31.0,94.0,47.0,2023,2,6,15,3.92,186.0
2643.16,9.763,3.0,50.5357585,-84.817572,9.763,2023-02-06 15:00:50,,9.0,97.0,76.0,362.0,-7.0,-7.0,9.0,9.0,0.0,29.5,93.0,32.0,95.5,47.0,2023,2,6,15,3.92,186.0
2652.82,9.714,3.0,50.5358557,-84.8176197,9.714,2023-02-06 15:00:51,,9.0,97.0,76.0,373.0,-7.0,-7.0,9.0,9.0,0.0,27.5,89.5,31.5,96.5,46.0,2023,2,6,15,3.92,186.0
2662.23,9.637,3.0,50.5359504,-84.8176721,9.637,2023-02-06 15:00:52,,9.0,98.0,77.0,353.0,-7.0,-7.0,9.0,9.0,0.0,25.0,85.0,30.0,97.0,47.0,2023,2,6,15,3.92,186.0
2671.46,9.254,3.0,50.5360423,-84.8177194,9.254,2023-02-06 15:00:53,,9.0,98.0,77.0,336.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,24.5,83.0,28.5,94.0,49.0,2023,2,6,15,3.92,186.0
2680.47,8.972,3.0,50.5361338,-84.8177725,8.972,2023-02-06 15:00:54,,9.0,96.0,77.0,313.0,-7.0,-7.0,9.0,9.0,0.0,21.5,76.0,28.0,92.0,51.0,2023,2,6,15,3.92,186.0
2689.52,8.819,3.0,50.5362214,-84.8178272,8.819,2023-02-06 15:00:55,,9.0,96.0,77.0,213.0,-7.0,-7.0,9.0,9.0,0.0,22.0,80.0,26.5,86.5,53.0,2023,2,6,15,3.92,186.0
2699.2,9.121,3.0,50.5363109,-84.8178959,9.121,2023-02-06 15:00:56,,9.0,95.0,78.0,235.0,-7.0,-7.0,9.0,9.0,0.0,23.0,86.5,24.5,80.5,48.0,2023,2,6,15,3.92,186.0
2709.11,9.4,3.0,50.5364019,-84.8179759,9.4,2023-02-06 15:00:57,,9.0,95.0,78.0,322.0,-7.0,-7.0,9.0,9.0,0.0,24.0,89.5,24.0,79.0,43.0,2023,2,6,15,3.92,186.0
2718.49,9.206,3.0,50.5364818,-84.8180503,9.206,2023-02-06 15:00:58,,9.0,96.0,78.0,338.0,-7.0,-7.0,9.0,9.0,0.0,24.0,86.5,26.0,86.0,42.0,2023,2,6,15,3.92,186.0
2727.84,9.137,3.0,50.5365633,-84.8181309,9.137,2023-02-06 15:00:59,,9.0,95.0,79.0,333.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,24.0,83.0,27.5,93.0,53.0,2023,2,6,15,3.92,186.0
2737.08,9.262,3.0,50.5366448,-84.8182052,9.262,2023-02-06 15:01:00,,9.0,95.0,79.0,368.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,26.5,92.5,25.5,87.0,53.0,2023,2,6,15,3.92,186.0
2746.48,9.277,3.0,50.5367314,-84.8182789,9.277,2023-02-06 15:01:01,,9.0,96.0,79.0,411.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,28.0,96.5,25.0,86.0,48.0,2023,2,6,15,3.92,186.0
2756.05,9.597,3.0,50.5368224,-84.818345,9.597,2023-02-06 15:01:02,,9.0,96.0,80.0,385.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,28.5,94.5,27.0,90.5,47.0,2023,2,6,15,3.92,186.0
2765.4,9.241,3.0,50.5369056,-84.8184157,9.241,2023-02-06 15:01:03,,9.0,95.0,80.0,346.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,28.5,92.0,28.5,95.0,48.0,2023,2,6,15,3.92,186.0
2774.77,9.164,3.0,50.5369869,-84.8184954,9.164,2023-02-06 15:01:04,,9.0,95.0,81.0,323.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,24.5,88.0,29.5,93.5,47.0,2023,2,6,15,3.92,186.0
2784.0,9.323,3.0,50.5370675,-84.8185759,9.323,2023-02-06 15:01:05,,9.0,94.0,81.0,313.0,-7.399999999999977,-7.399999999999977,9.0,9.0,0.0,24.0,86.0,29.0,95.0,47.0,2023,2,6,15,3.92,186.0
2793.17,9.211,3.0,50.5371499,-84.8186511,9.211,2023-02-06 15:01:06,,9.0,94.0,81.0,309.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,24.0,85.5,29.0,95.0,47.0,2023,2,6,15,3.92,186.0
2803.14,8.749,3.0,50.5372248,-84.8187529,8.749,2023-02-06 15:01:07,,9.0,93.0,81.0,310.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,24.5,85.5,28.5,93.0,45.0,2023,2,6,15,3.92,186.0
2813.22,8.391,3.0,50.5372947,-84.8188633,8.391,2023-02-06 15:01:08,,9.0,92.0,82.0,278.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,21.5,78.5,28.5,93.0,39.0,2023,2,6,15,3.92,186.0
2822.83,8.353,3.0,50.5373595,-84.8189729,8.353,2023-02-06 15:01:09,,9.0,82.0,82.0,252.0,-7.0,-7.0,9.0,9.0,0.0,19.5,73.5,26.0,85.5,40.0,2023,2,6,15,3.92,186.0
2831.4,8.033,3.0,50.5374156,-84.8190669,8.033,2023-02-06 15:01:10,,9.0,64.0,82.0,235.0,-7.0,-7.0,9.0,9.0,0.0,18.0,70.5,25.0,82.0,60.0,2023,2,6,15,3.92,186.0
2839.9,7.628,3.0,50.537474,-84.8191655,7.628,2023-02-06 15:01:11,,9.0,47.0,82.0,218.0,-7.0,-7.0,9.0,9.0,0.0,16.0,68.5,25.0,82.0,84.0,2023,2,6,15,3.92,186.0
2847.83,7.908,3.0,50.5375325,-84.81925,7.908,2023-02-06 15:01:12,,9.0,30.0,82.0,201.0,-6.800000000000011,-6.800000000000011,9.0,9.0,0.0,15.0,69.0,23.0,82.5,93.0,2023,2,6,15,3.92,186.0
2856.28,8.411,3.0,50.5376031,-84.8193254,8.411,2023-02-06 15:01:13,,9.0,69.0,83.0,243.0,-6.800000000000011,-6.800000000000011,9.0,9.0,0.0,27.5,93.5,3.0,89.0,73.0,2023,2,6,15,3.92,186.0
2864.96,8.637,3.0,50.5376721,-84.8194125,8.637,2023-02-06 15:01:14,,9.0,91.0,83.0,371.0,-6.800000000000011,-6.800000000000011,9.0,9.0,0.0,27.5,98.0,20.0,95.0,52.0,2023,2,6,15,3.92,186.0
2874.21,9.081,3.0,50.5377439,-84.8195035,9.081,2023-02-06 15:01:15,,9.0,97.0,84.0,491.0,-6.800000000000011,-6.800000000000011,9.0,9.0,0.0,26.0,97.5,29.5,98.0,48.0,2023,2,6,15,3.92,186.0
2883.93,9.569,3.0,50.5378174,-84.8196027,9.569,2023-02-06 15:01:16,,9.0,99.0,84.0,571.0,-7.0,-7.0,9.0,9.0,0.0,25.5,97.0,29.0,98.5,47.0,2023,2,6,15,3.92,186.0
2893.52,9.66,3.0,50.5378865,-84.8197028,9.66,2023-02-06 15:01:17,,9.0,101.0,85.0,535.0,-7.199999999999989,-7.199999999999989,9.0,9.0,0.0,26.0,96.5,28.5,98.0,47.0,2023,2,6,15,3.92,186.0
2903.16,9.654,3.0,50.5379612,-84.8198017,9.654,2023-02-06 15:01:18,,9.0,102.0,85.0,473.0,-7.399999999999977,-7.399999999999977,9.0,9.0,0.0,26.0,95.0,28.0,98.5,50.0,2023,2,6,15,3.92,186.0
2912.52,9.437,3.0,50.5380276,-84.8199088,9.437,2023-02-06 15:01:19,,9.0,103.0,86.0,463.0,-7.600000000000023,-7.600000000000023,9.0,9.0,0.0,26.0,95.0,27.5,99.0,52.0,2023,2,6,15,3.92,186.0
2922.25,9.489,3.0,50.5380926,-84.8200128,9.489,2023-02-06 15:01:20,,9.0,103.0,86.0,444.0,-7.800000000000011,-7.800000000000011,9.0,9.0,0.0,26.0,94.5,27.5,98.0,54.0,2023,2,6,15,3.92,186.0
2931.85,9.503,3.0,50.5381563,-84.8201203,9.503,2023-02-06 15:01:21,,9.0,103.0,86.0,441.0,-7.800000000000011,-7.800000000000011,9.0,9.0,0.0,25.0,92.5,28.0,97.0,54.0,2023,2,6,15,3.92,186.0
2941.23,9.482,3.0,50.5382191,-84.820228,9.482,2023-02-06 15:01:22,,9.0,103.0,87.0,415.0,-7.800000000000011,-7.800000000000011,9.0,9.0,0.0,24.5,89.5,27.5,97.0,55.0,2023,2,6,15,3.92,186.0
2950.77,9.632,3.0,50.5382826,-84.8203368,9.632,2023-02-06 15:01:23,,9.0,104.0,87.0,385.0,-7.800000000000011,-7.800000000000011,9.0,9.0,0.0,25.5,92.0,27.0,92.5,56.0,2023,2,6,15,3.92,186.0
2960.56,9.755,3.0,50.5383506,-84.8204472,9.755,2023-02-06 15:01:24,,9.0,104.0,88.0,397.0,-7.800000000000011,-7.800000000000011,9.0,9.0,0.0,26.0,93.0,29.5,95.0,55.0,2023,2,6,15,3.92,186.0
2970.13,9.64,3.0,50.5384148,-84.8205557,9.64,2023-02-06 15:01:25,,9.0,104.0,88.0,406.0,-8.0,-8.0,9.0,9.0,0.0,25.5,90.5,30.5,96.5,55.0,2023,2,6,15,3.92,186.0
2979.89,9.718,3.0,50.5384791,-84.8206658,9.718,2023-02-06 15:01:26,,9.0,105.0,88.0,403.0,-8.0,-8.0,9.0,9.0,0.0,24.5,86.0,30.0,96.5,54.0,2023,2,6,15,3.92,186.0
2989.61,9.832,3.0,50.5385354,-84.8207824,9.832,2023-02-06 15:01:27,,9.0,105.0,89.0,410.0,-8.199999999999989,-8.199999999999989,9.0,9.0,0.0,23.0,81.5,29.5,97.0,53.0,2023,2,6,15,3.92,186.0
2999.16,9.591,3.0,50.5385938,-84.8209009,9.591,2023-02-06 15:01:28,,9.0,105.0,89.0,435.0,-8.199999999999989,-8.199999999999989,9.0,9.0,0.0,22.0,77.0,29.0,97.0,53.0,2023,2,6,15,3.92,186.0
3008.93,9.836,3.0,50.538653,-84.821012,9.836,2023-02-06 15:01:29,,9.0,105.0,90.0,426.0,-8.399999999999977,-8.399999999999977,9.0,9.0,0.0,24.5,85.0,29.5,96.5,52.0,2023,2,6,15,3.92,186.0
3018.86,9.993,3.0,50.538716,-84.8211289,9.993,2023-02-06 15:01:30,,9.0,107.0,90.0,516.0,-8.600000000000023,-8.600000000000023,9.0,9.0,0.0,28.5,97.5,30.5,96.0,51.0,2023,2,6,15,3.92,186.0
3028.87,9.988,3.0,50.5387797,-84.8212471,9.988,2023-02-06 15:01:31,,9.0,108.0,91.0,628.0,-8.600000000000023,-8.600000000000023,9.0,9.0,0.0,29.5,98.5,30.5,96.0,50.0,2023,2,6,15,3.92,186.0
3039.44,9.818,3.0,50.538836,-84.82138,9.818,2023-02-06 15:01:32,,9.0,109.0,92.0,622.0,-8.600000000000023,-8.600000000000023,9.0,9.0,0.0,28.5,97.5,29.5,98.0,50.0,2023,2,6,15,3.92,186.0
3049.34,9.898,3.0,50.5388997,-84.8214913,9.898,2023-02-06 15:01:33,,9.0,109.0,92.0,595.0,-8.600000000000023,-8.600000000000023,9.0,9.0,0.0,28.0,97.5,30.0,98.0,49.0,2023,2,6,15,3.92,186.0
3059.86,9.959,3.0,50.5389694,-84.8216101,9.959,2023-02-06 15:01:34,,9.0,109.0,93.0,547.0,-8.800000000000011,-8.800000000000011,9.0,9.0,0.0,29.0,98.0,30.5,97.5,49.0,2023,2,6,15,3.92,186.0
