cadence,calories,power,timestamp,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,heart_rate,year,month,day,hour,wind_speed,wind_direction
8,259,22,2022-11-12 20:06:37,41.0,96.0,,63.0,8730.46,41.0,9.204,2.0,-4.28,5.5,64.0,21.0,50.509517,-84.9289979,20.5,70.0,9.204,19.0,124.0,2022,11,12,20,5.67,81.0
0,259,0,2022-11-12 20:06:38,40.799999999999955,96.0,,63.0,8739.44,40.799999999999955,8.787,2.0,-4.6,4.0,79.0,15.5,50.5095023,-84.9291266,20.0,68.5,8.787,19.0,124.0,2022,11,12,20,5.67,81.0
10,259,0,2022-11-12 20:06:39,40.39999999999998,96.0,,64.0,8747.59,40.39999999999998,8.567,2.0,-4.81,2.0,94.0,10.0,50.5094896,-84.9292381,19.5,67.0,8.567,19.0,122.0,2022,11,12,20,5.67,81.0
86,259,51,2022-11-12 20:06:40,40.39999999999998,96.0,,64.0,8756.62,40.39999999999998,8.358,2.0,-4.84,7.5,79.0,31.0,50.5094792,-84.9293703,19.5,66.0,8.358,19.0,122.0,2022,11,12,20,5.67,81.0
87,259,105,2022-11-12 20:06:41,40.200000000000045,96.0,,65.0,8765.9,40.200000000000045,9.032,2.0,-4.5,19.5,58.0,73.5,50.50947,-84.9295076,20.0,68.5,9.032,19.0,121.0,2022,11,12,20,5.67,81.0
88,259,225,2022-11-12 20:06:42,40.0,96.0,,65.0,8774.91,40.0,9.127,2.0,-3.96,19.0,55.0,73.0,50.5094611,-84.9296327,22.5,81.0,9.127,19.0,121.0,2022,11,12,20,5.67,81.0
94,259,216,2022-11-12 20:06:43,39.799999999999955,96.0,,65.0,8783.85,39.799999999999955,8.29,2.0,-3.23,17.0,52.0,71.0,50.5094479,-84.9297623,21.0,73.0,8.29,19.0,121.0,2022,11,12,20,5.67,81.0
96,260,208,2022-11-12 20:06:44,39.60000000000002,96.0,,65.0,8792.38,39.60000000000002,8.188,2.0,-2.64,17.5,52.0,71.5,50.5094382,-84.9298826,20.5,70.5,8.188,19.0,121.0,2022,11,12,20,5.67,81.0
94,260,200,2022-11-12 20:06:45,39.60000000000002,96.0,,65.0,8800.02,39.60000000000002,7.09,2.0,-2.11,18.5,51.0,72.0,50.5094291,-84.9299916,20.0,70.0,7.09,19.0,121.0,2022,11,12,20,5.67,81.0
93,260,176,2022-11-12 20:06:46,40.0,96.0,,65.0,8807.38,40.0,7.522,2.0,-1.66,19.0,51.0,71.0,50.5094165,-84.9300972,19.0,69.5,7.522,19.0,122.0,2022,11,12,20,5.67,81.0
93,260,159,2022-11-12 20:06:47,40.0,96.0,,65.0,8816.08,40.0,8.252,2.0,-0.1,19.0,49.0,69.5,50.5094104,-84.9302265,17.5,69.0,8.252,19.0,126.0,2022,11,12,20,5.67,81.0
93,260,160,2022-11-12 20:06:48,40.0,96.0,,65.0,8824.77,40.0,8.555,2.0,0.0,17.5,42.0,59.5,50.5094098,-84.9303547,18.5,70.0,8.555,19.0,130.0,2022,11,12,20,5.67,81.0
93,260,168,2022-11-12 20:06:49,40.0,96.0,,65.0,8833.43,40.0,8.583,2.0,0.0,20.0,53.0,67.5,50.509406,-84.930477,20.0,73.0,8.583,19.0,132.0,2022,11,12,20,5.67,81.0
93,261,177,2022-11-12 20:06:50,39.799999999999955,96.0,,65.0,8842.8,39.799999999999955,8.75,2.0,0.0,21.5,54.0,73.0,50.5093973,-84.9306084,21.0,73.5,8.75,18.0,133.0,2022,11,12,20,5.67,81.0
92,261,172,2022-11-12 20:06:51,39.60000000000002,96.0,,65.0,8851.69,39.60000000000002,8.775,2.0,0.0,19.0,51.0,66.5,50.5093962,-84.9307411,20.5,71.0,8.775,18.0,135.0,2022,11,12,20,5.67,81.0
91,261,158,2022-11-12 20:06:52,39.60000000000002,96.0,,65.0,8860.66,39.60000000000002,8.48,2.0,0.0,16.0,50.0,59.5,50.5093962,-84.9308736,20.0,68.0,8.48,18.0,136.0,2022,11,12,20,5.67,81.0
90,261,149,2022-11-12 20:06:53,39.200000000000045,96.0,,65.0,8868.66,39.200000000000045,7.637,2.0,0.0,16.0,52.0,62.0,50.5093882,-84.930984,17.5,62.0,7.637,18.0,137.0,2022,11,12,20,5.67,81.0
88,261,145,2022-11-12 20:06:54,39.200000000000045,96.0,,65.0,8875.99,39.200000000000045,7.043,2.0,0.0,16.5,48.0,61.5,50.509379,-84.9310941,17.5,62.0,7.043,18.0,137.0,2022,11,12,20,5.67,81.0
87,261,147,2022-11-12 20:06:55,39.0,96.0,,66.0,8882.82,39.0,6.709,2.0,-1.05,15.5,48.0,58.0,50.509374,-84.9311939,18.0,63.0,6.709,18.0,137.0,2022,11,12,20,5.67,81.0
91,262,150,2022-11-12 20:06:56,39.200000000000045,96.0,,66.0,8889.8,39.200000000000045,6.952,2.0,-1.44,14.0,52.0,56.0,50.5093654,-84.9312945,17.5,65.0,6.952,18.0,137.0,2022,11,12,20,5.67,81.0
93,262,170,2022-11-12 20:06:57,39.0,96.0,,66.0,8896.77,39.0,6.963,2.0,-1.44,16.0,60.0,64.5,50.5093485,-84.9313855,21.0,74.5,6.963,18.0,137.0,2022,11,12,20,5.67,81.0
91,262,182,2022-11-12 20:06:58,39.200000000000045,96.0,,66.0,8904.27,39.200000000000045,6.987,2.0,-1.32,18.0,60.0,75.5,50.5093259,-84.9314947,16.5,65.0,6.987,18.0,138.0,2022,11,12,20,5.67,81.0
89,262,189,2022-11-12 20:06:59,39.39999999999998,96.0,,66.0,8911.72,39.39999999999998,7.0,2.0,-0.08,18.5,59.0,72.5,50.5093072,-84.9315958,17.5,67.5,7.0,18.0,137.0,2022,11,12,20,5.67,81.0
87,262,185,2022-11-12 20:07:00,39.200000000000045,96.0,,66.0,8918.78,39.200000000000045,6.851,2.0,0.0,20.0,58.0,72.5,50.5092973,-84.931701,19.5,72.0,6.851,18.0,136.0,2022,11,12,20,5.67,81.0
85,262,172,2022-11-12 20:07:01,39.200000000000045,96.0,,66.0,8926.11,39.200000000000045,6.815,2.0,0.0,22.5,58.0,80.0,50.509288,-84.9318045,20.5,73.0,6.815,18.0,135.0,2022,11,12,20,5.67,81.0
85,263,191,2022-11-12 20:07:02,39.200000000000045,96.0,,66.0,8933.16,39.200000000000045,6.832,2.0,0.0,23.0,56.0,82.5,50.5092829,-84.9319049,20.5,72.5,6.832,18.0,135.0,2022,11,12,20,5.67,81.0
87,263,217,2022-11-12 20:07:03,39.200000000000045,96.0,,66.0,8939.92,39.200000000000045,6.974,2.0,0.0,24.5,47.0,84.0,50.5092824,-84.9320015,23.0,80.5,6.974,18.0,136.0,2022,11,12,20,5.67,81.0
88,263,239,2022-11-12 20:07:04,39.200000000000045,96.0,,66.0,8947.15,39.200000000000045,7.07,2.0,0.0,25.0,48.0,85.0,50.5092746,-84.9321107,25.5,86.5,7.07,18.0,136.0,2022,11,12,20,5.67,81.0
90,263,256,2022-11-12 20:07:05,39.39999999999998,96.0,,66.0,8954.44,39.39999999999998,7.151,2.0,0.0,24.5,48.0,85.0,50.5092694,-84.9322184,27.5,90.0,7.151,18.0,136.0,2022,11,12,20,5.67,81.0
92,264,234,2022-11-12 20:07:06,39.60000000000002,96.0,,66.0,8962.15,39.60000000000002,7.661,2.0,0.0,24.0,49.0,80.0,50.5092688,-84.9323301,27.5,90.0,7.661,18.0,137.0,2022,11,12,20,5.67,81.0
93,264,225,2022-11-12 20:07:07,39.799999999999955,96.0,,66.0,8970.01,39.799999999999955,7.751,2.0,0.0,18.5,50.0,71.0,50.5092688,-84.9324386,26.5,87.0,7.751,18.0,137.0,2022,11,12,20,5.67,81.0
94,264,220,2022-11-12 20:07:08,39.799999999999955,96.0,,66.0,8977.75,39.799999999999955,7.464,2.0,0.0,18.5,56.0,71.5,50.5092688,-84.9325497,24.5,79.0,7.464,18.0,135.0,2022,11,12,20,5.67,81.0
95,264,217,2022-11-12 20:07:09,39.60000000000002,96.0,,66.0,8985.02,39.60000000000002,7.233,2.0,0.0,20.0,50.0,74.5,50.5092688,-84.9326565,20.0,70.5,7.233,18.0,136.0,2022,11,12,20,5.67,81.0
95,265,212,2022-11-12 20:07:10,39.60000000000002,96.0,,66.0,8992.73,39.60000000000002,7.63,2.0,0.0,19.0,46.0,74.5,50.5092688,-84.9327665,16.5,65.0,7.63,18.0,135.0,2022,11,12,20,5.67,81.0
94,265,205,2022-11-12 20:07:11,39.799999999999955,96.0,,66.0,9000.51,39.799999999999955,7.68,2.0,0.0,18.0,50.0,71.5,50.5092688,-84.932885,19.5,69.5,7.68,18.0,137.0,2022,11,12,20,5.67,81.0
94,265,200,2022-11-12 20:07:12,39.799999999999955,96.0,,66.0,9008.01,39.799999999999955,7.328,2.0,0.0,22.5,46.0,78.0,50.5092688,-84.9329879,21.5,79.0,7.328,18.0,140.0,2022,11,12,20,5.67,81.0
93,265,193,2022-11-12 20:07:13,39.799999999999955,96.0,,66.0,9015.51,39.799999999999955,7.659,2.0,0.0,24.0,52.0,80.0,50.5092648,-84.9330956,20.5,77.0,7.659,18.0,141.0,2022,11,12,20,5.67,81.0
92,265,185,2022-11-12 20:07:14,39.60000000000002,96.0,,66.0,9022.66,39.60000000000002,7.299,2.0,0.0,24.5,56.0,80.5,50.5092642,-84.9332042,19.0,71.0,7.299,18.0,141.0,2022,11,12,20,5.67,81.0
92,265,182,2022-11-12 20:07:15,39.799999999999955,96.0,,66.0,9029.7,39.799999999999955,7.217,2.0,0.0,25.5,57.0,81.0,50.5092642,-84.9333056,18.5,68.0,7.217,18.0,141.0,2022,11,12,20,5.67,81.0
91,266,214,2022-11-12 20:07:16,39.799999999999955,96.0,,66.0,9037.23,39.799999999999955,7.742,2.0,0.0,27.5,54.0,83.0,50.5092642,-84.9334143,21.5,75.0,7.742,18.0,142.0,2022,11,12,20,5.67,81.0
87,266,225,2022-11-12 20:07:17,40.0,96.0,,66.0,9044.56,40.0,7.495,2.0,0.0,30.0,46.0,85.5,50.5092602,-84.9335157,24.5,82.0,7.495,18.0,142.0,2022,11,12,20,5.67,81.0
83,266,234,2022-11-12 20:07:18,40.200000000000045,96.0,,66.0,9050.87,40.200000000000045,7.611,2.0,0.0,29.5,45.0,91.0,50.5092597,-84.9336079,24.5,78.5,7.611,18.0,142.0,2022,11,12,20,5.67,81.0
85,266,238,2022-11-12 20:07:19,40.200000000000045,96.0,,66.0,9059.4,40.200000000000045,7.682,2.0,0.0,28.0,44.0,92.0,50.5092636,-84.93373,25.0,78.0,7.682,18.0,142.0,2022,11,12,20,5.67,81.0
85,267,230,2022-11-12 20:07:20,40.200000000000045,96.0,,66.0,9067.54,40.200000000000045,7.897,2.0,0.81,24.5,43.0,81.0,50.5092683,-84.9338518,26.5,82.0,7.897,18.0,141.0,2022,11,12,20,5.67,81.0
76,267,210,2022-11-12 20:07:21,40.39999999999998,96.0,,66.0,9074.99,40.39999999999998,7.563,2.0,0.98,15.0,43.0,53.0,50.5092728,-84.9339598,25.5,83.0,7.563,18.0,141.0,2022,11,12,20,5.67,81.0
59,267,179,2022-11-12 20:07:22,40.39999999999998,96.0,,66.0,9081.23,40.39999999999998,5.941,2.0,1.04,13.5,47.0,47.0,50.5092693,-84.934053,24.5,79.0,5.941,18.0,141.0,2022,11,12,20,5.67,81.0
42,267,148,2022-11-12 20:07:23,40.60000000000002,96.0,,66.0,9086.86,40.60000000000002,5.289,2.0,1.05,12.0,50.0,41.0,50.5092688,-84.9341274,23.0,75.0,5.289,18.0,141.0,2022,11,12,20,5.67,81.0
25,267,68,2022-11-12 20:07:24,40.799999999999955,96.0,,66.0,9091.79,40.799999999999955,4.647,2.0,1.04,10.0,54.0,35.5,50.5092688,-84.9342005,22.0,71.0,4.647,18.0,142.0,2022,11,12,20,5.67,81.0
60,267,68,2022-11-12 20:07:25,41.0,96.0,,66.0,9096.02,41.0,3.847,2.0,1.04,8.5,54.0,29.5,50.5092688,-84.9342656,20.5,67.0,3.847,18.0,142.0,2022,11,12,20,5.67,81.0
69,267,20,2022-11-12 20:07:26,41.0,97.0,,66.0,9099.32,41.0,3.178,2.0,1.18,14.0,40.0,47.5,50.5092688,-84.9343137,23.0,75.5,3.178,18.0,142.0,2022,11,12,20,5.67,81.0
73,267,58,2022-11-12 20:07:27,41.200000000000045,97.0,,66.0,9102.38,41.200000000000045,3.001,2.0,1.49,20.0,88.0,65.5,50.5092688,-84.9343594,26.0,83.5,3.001,18.0,142.0,2022,11,12,20,5.67,81.0
86,267,157,2022-11-12 20:07:28,41.200000000000045,97.0,,66.0,9105.94,41.200000000000045,3.769,2.0,1.92,25.5,71.0,83.5,50.5092728,-84.9344052,28.5,92.0,3.769,18.0,142.0,2022,11,12,20,5.67,81.0
95,268,231,2022-11-12 20:07:29,41.200000000000045,97.0,,66.0,9109.82,41.200000000000045,4.498,2.0,2.22,29.5,48.0,96.0,50.5092809,-84.9344632,30.0,96.5,4.498,18.0,142.0,2022,11,12,20,5.67,81.0
94,268,259,2022-11-12 20:07:30,41.0,97.0,,66.0,9114.64,41.0,4.94,2.0,2.31,27.5,39.0,93.0,50.5092824,-84.9345345,27.0,90.0,4.94,18.0,142.0,2022,11,12,20,5.67,81.0
95,268,335,2022-11-12 20:07:31,41.0,97.0,,66.0,9120.73,41.0,5.989,2.0,0.16,25.5,39.0,90.0,50.5092744,-84.9346191,24.5,83.5,5.989,18.0,142.0,2022,11,12,20,5.67,81.0
106,269,384,2022-11-12 20:07:32,40.799999999999955,97.0,,66.0,9127.33,40.799999999999955,6.661,2.0,0.0,27.0,40.0,92.5,50.5092693,-84.9347162,28.0,89.5,6.661,18.0,141.0,2022,11,12,20,5.67,81.0
98,269,368,2022-11-12 20:07:33,40.60000000000002,97.0,,66.0,9133.78,40.60000000000002,5.818,2.0,0.0,26.5,43.0,91.5,50.5092688,-84.9348095,24.5,90.0,5.818,18.0,142.0,2022,11,12,20,5.67,81.0
96,269,314,2022-11-12 20:07:34,40.39999999999998,97.0,,67.0,9139.96,40.39999999999998,6.143,2.0,-0.98,23.0,50.0,84.0,50.5092728,-84.9349001,16.5,83.5,6.143,18.0,141.0,2022,11,12,20,5.67,81.0
98,269,281,2022-11-12 20:07:35,40.200000000000045,97.0,,67.0,9146.84,40.200000000000045,6.773,2.0,-1.66,19.0,56.0,70.5,50.5092813,-84.9349983,21.0,86.0,6.773,18.0,140.0,2022,11,12,20,5.67,81.0
98,270,238,2022-11-12 20:07:36,40.0,97.0,,67.0,9154.13,40.0,7.358,2.0,-2.03,20.0,52.0,72.0,50.5092864,-84.9350985,22.5,78.0,7.358,18.0,139.0,2022,11,12,20,5.67,81.0
96,270,200,2022-11-12 20:07:37,39.799999999999955,97.0,,67.0,9161.32,39.799999999999955,6.611,2.0,-2.26,19.5,52.0,70.0,50.509287,-84.935207,22.0,75.0,6.611,18.0,138.0,2022,11,12,20,5.67,81.0
95,270,194,2022-11-12 20:07:38,39.60000000000002,97.0,,67.0,9168.04,39.60000000000002,6.387,2.0,-2.42,19.0,48.0,67.5,50.5092829,-84.9353009,21.0,74.0,6.387,18.0,137.0,2022,11,12,20,5.67,81.0
94,270,183,2022-11-12 20:07:39,39.39999999999998,97.0,,68.0,9174.44,39.39999999999998,6.343,2.0,-2.6,19.5,48.0,68.0,50.5092785,-84.9353968,21.5,74.0,6.343,18.0,138.0,2022,11,12,20,5.67,81.0
94,270,187,2022-11-12 20:07:40,39.0,97.0,,68.0,9180.95,39.0,6.186,2.0,-2.82,21.5,53.0,75.0,50.509274,-84.9354895,24.0,74.0,6.186,18.0,138.0,2022,11,12,20,5.67,81.0
93,271,209,2022-11-12 20:07:41,39.200000000000045,97.0,,68.0,9187.44,39.200000000000045,6.172,2.0,-2.96,22.5,57.0,82.5,50.5092693,-84.935582,23.0,75.0,6.172,18.0,137.0,2022,11,12,20,5.67,81.0
94,271,226,2022-11-12 20:07:42,39.60000000000002,97.0,,68.0,9194.36,39.60000000000002,6.404,2.0,-2.54,20.0,45.0,75.0,50.5092609,-84.9356805,24.5,79.0,6.404,18.0,137.0,2022,11,12,20,5.67,81.0
94,271,237,2022-11-12 20:07:43,40.200000000000045,97.0,,68.0,9201.23,40.200000000000045,6.473,2.0,-1.6,17.0,47.0,66.0,50.5092517,-84.9357813,25.0,80.5,6.473,18.0,138.0,2022,11,12,20,5.67,81.0
89,271,156,2022-11-12 20:07:44,40.60000000000002,98.0,,68.0,9208.12,40.60000000000002,6.602,2.0,-0.53,18.0,52.0,66.5,50.5092346,-84.9358735,20.0,73.0,6.602,18.0,139.0,2022,11,12,20,5.67,81.0
85,271,120,2022-11-12 20:07:45,40.60000000000002,98.0,,68.0,9214.97,40.60000000000002,6.612,2.0,0.74,16.0,54.0,54.0,50.5092243,-84.9359732,19.5,68.5,6.612,18.0,139.0,2022,11,12,20,5.67,81.0
82,271,100,2022-11-12 20:07:46,40.799999999999955,99.0,,68.0,9221.68,40.799999999999955,6.384,2.0,1.9,15.5,56.0,52.5,50.5092112,-84.9360735,17.0,59.5,6.384,18.0,137.0,2022,11,12,20,5.67,81.0
75,272,87,2022-11-12 20:07:47,41.0,99.0,,68.0,9227.78,41.0,6.091,2.0,2.84,14.5,53.0,49.5,50.5091983,-84.9361603,15.0,53.5,6.091,18.0,137.0,2022,11,12,20,5.67,81.0
53,272,79,2022-11-12 20:07:48,41.200000000000045,99.0,,68.0,9233.99,41.200000000000045,5.711,2.0,3.38,14.0,51.0,48.0,50.5091843,-84.9362461,14.5,51.5,5.711,18.0,136.0,2022,11,12,20,5.67,81.0
32,272,70,2022-11-12 20:07:49,41.200000000000045,99.0,,68.0,9239.75,41.200000000000045,5.44,2.0,3.44,17.0,50.0,59.0,50.5091624,-84.9363217,14.5,51.5,5.44,18.0,136.0,2022,11,12,20,5.67,81.0
10,272,62,2022-11-12 20:07:50,41.39999999999998,99.0,,68.0,9245.14,41.39999999999998,5.337,2.0,3.1,20.0,49.0,70.0,50.5091356,-84.9363946,14.5,51.5,5.337,18.0,136.0,2022,11,12,20,5.67,81.0
3,272,0,2022-11-12 20:07:51,41.39999999999998,99.0,,68.0,9250.4,41.39999999999998,5.213,2.0,2.51,23.0,49.0,81.0,50.5091087,-84.9364585,14.5,51.5,5.213,18.0,136.0,2022,11,12,20,5.67,81.0
25,272,16,2022-11-12 20:07:52,41.39999999999998,100.0,,68.0,9255.87,41.39999999999998,5.512,2.0,2.07,26.0,48.0,92.0,50.509085,-84.936531,14.5,51.5,5.512,18.0,136.0,2022,11,12,20,5.67,81.0
70,272,88,2022-11-12 20:07:53,41.39999999999998,100.0,,68.0,9261.63,41.39999999999998,5.801,2.0,1.93,28.0,45.0,99.5,50.5090664,-84.9366111,16.0,57.0,5.801,18.0,136.0,2022,11,12,20,5.67,81.0
87,272,326,2022-11-12 20:07:54,41.39999999999998,100.0,,68.0,9267.8,41.39999999999998,6.3,2.0,1.6,29.0,41.0,98.0,50.5090482,-84.9366932,21.5,76.0,6.3,18.0,136.0,2022,11,12,20,5.67,81.0
95,273,385,2022-11-12 20:07:55,41.200000000000045,100.0,,68.0,9274.46,41.200000000000045,6.64,2.0,0.11,30.0,41.0,96.5,50.5090301,-84.9367901,27.0,94.5,6.64,18.0,135.0,2022,11,12,20,5.67,81.0
97,273,384,2022-11-12 20:07:56,41.200000000000045,100.0,,68.0,9281.42,41.200000000000045,6.875,2.0,0.0,24.5,44.0,81.5,50.5090119,-84.9368903,28.0,96.5,6.875,18.0,134.0,2022,11,12,20,5.67,81.0
99,273,289,2022-11-12 20:07:57,41.200000000000045,100.0,,68.0,9288.32,41.200000000000045,6.652,2.0,0.0,20.5,48.0,72.5,50.5089861,-84.9369818,25.0,86.5,6.652,18.0,135.0,2022,11,12,20,5.67,81.0
95,273,238,2022-11-12 20:07:58,41.200000000000045,100.0,,68.0,9295.6,41.200000000000045,7.071,2.0,0.0,19.5,51.0,74.0,50.5089584,-84.937082,21.5,75.0,7.071,18.0,135.0,2022,11,12,20,5.67,81.0
93,274,237,2022-11-12 20:07:59,41.200000000000045,100.0,,68.0,9302.7,41.200000000000045,7.063,2.0,0.0,20.5,50.0,81.5,50.5089281,-84.9371791,22.5,76.0,7.063,18.0,136.0,2022,11,12,20,5.67,81.0
94,274,241,2022-11-12 20:08:00,41.200000000000045,100.0,,68.0,9310.21,41.200000000000045,7.054,2.0,0.0,20.0,49.0,74.5,50.5088986,-84.9372766,22.5,76.0,7.054,18.0,137.0,2022,11,12,20,5.67,81.0
97,274,230,2022-11-12 20:08:01,41.0,100.0,,68.0,9317.85,41.0,7.64,2.0,0.0,19.0,48.0,67.0,50.5088713,-84.9373836,22.5,80.0,7.64,18.0,139.0,2022,11,12,20,5.67,81.0
98,274,216,2022-11-12 20:08:02,41.0,100.0,,68.0,9325.67,41.0,7.785,2.0,0.0,18.5,48.0,63.5,50.5088439,-84.9374851,22.0,79.5,7.785,18.0,139.0,2022,11,12,20,5.67,81.0
98,274,171,2022-11-12 20:08:03,41.0,100.0,,68.0,9333.25,41.0,7.528,2.0,0.0,18.0,49.0,63.0,50.5088129,-84.937592,21.0,74.5,7.528,18.0,140.0,2022,11,12,20,5.67,81.0
98,275,171,2022-11-12 20:08:04,41.0,100.0,,68.0,9340.9,41.0,7.409,2.0,0.0,17.5,49.0,63.0,50.5087807,-84.9376944,20.0,69.5,7.409,18.0,140.0,2022,11,12,20,5.67,81.0
98,275,166,2022-11-12 20:08:05,40.799999999999955,100.0,,68.0,9348.13,40.799999999999955,7.16,2.0,0.0,17.5,49.0,62.5,50.508753,-84.9377861,20.5,71.5,7.16,18.0,140.0,2022,11,12,20,5.67,81.0
98,275,159,2022-11-12 20:08:06,40.60000000000002,100.0,,68.0,9355.4,40.60000000000002,7.275,2.0,0.0,17.5,51.0,62.0,50.5087267,-84.9378891,19.5,70.5,7.275,18.0,140.0,2022,11,12,20,5.67,81.0
98,275,152,2022-11-12 20:08:07,40.60000000000002,100.0,,69.0,9363.4,40.60000000000002,7.89,2.0,-0.82,19.0,51.0,64.5,50.5087027,-84.9380012,17.5,67.0,7.89,18.0,140.0,2022,11,12,20,5.67,81.0
98,275,151,2022-11-12 20:08:08,40.60000000000002,100.0,,69.0,9371.29,40.60000000000002,7.686,2.0,-0.92,23.5,49.0,73.0,50.508688,-84.9381096,17.0,68.0,7.686,18.0,139.0,2022,11,12,20,5.67,81.0
98,275,183,2022-11-12 20:08:09,40.39999999999998,100.0,,69.0,9378.72,40.39999999999998,7.329,2.0,-0.93,19.5,49.0,67.5,50.5086746,-84.9382169,21.5,74.0,7.329,18.0,138.0,2022,11,12,20,5.67,81.0
97,276,187,2022-11-12 20:08:10,40.39999999999998,100.0,,69.0,9386.23,40.39999999999998,7.019,2.0,-0.94,21.5,46.0,74.0,50.5086645,-84.9383221,24.5,80.5,7.019,18.0,138.0,2022,11,12,20,5.67,81.0
89,276,180,2022-11-12 20:08:11,40.39999999999998,100.0,,69.0,9393.47,40.39999999999998,6.791,2.0,-0.92,19.0,49.0,66.5,50.5086675,-84.9384298,25.5,84.5,6.791,18.0,137.0,2022,11,12,20,5.67,81.0
69,276,169,2022-11-12 20:08:12,40.60000000000002,100.0,,69.0,9399.56,40.60000000000002,5.668,2.0,-0.07,16.5,52.0,56.5,50.508676,-84.9385139,25.0,84.0,5.668,18.0,137.0,2022,11,12,20,5.67,81.0
48,276,159,2022-11-12 20:08:13,40.799999999999955,100.0,,69.0,9404.41,40.799999999999955,4.403,2.0,0.0,22.5,54.0,67.0,50.5086974,-84.9385814,23.0,77.0,4.403,18.0,137.0,2022,11,12,20,5.67,81.0
28,276,148,2022-11-12 20:08:14,40.799999999999955,100.0,,69.0,9409.04,40.799999999999955,4.74,2.0,0.0,29.0,56.0,77.5,50.50874,-84.9386122,20.5,70.0,4.74,18.0,137.0,2022,11,12,20,5.67,81.0
36,276,83,2022-11-12 20:08:15,40.799999999999955,100.0,,69.0,9413.57,40.799999999999955,4.773,2.0,0.0,35.5,58.0,88.5,50.508777,-84.938655,18.0,62.5,4.773,18.0,134.0,2022,11,12,20,5.67,81.0
63,276,103,2022-11-12 20:08:16,40.799999999999955,100.0,,69.0,9418.09,40.799999999999955,4.545,2.0,0.0,36.5,60.0,96.0,50.5087975,-84.9387161,21.0,73.0,4.545,18.0,133.0,2022,11,12,20,5.67,81.0
81,277,148,2022-11-12 20:08:17,40.799999999999955,100.0,,69.0,9423.91,40.799999999999955,5.731,2.0,0.0,32.5,58.0,97.5,50.5088119,-84.9387961,25.5,90.0,5.731,18.0,132.0,2022,11,12,20,5.67,81.0
100,277,383,2022-11-12 20:08:18,40.799999999999955,100.0,,69.0,9430.15,40.799999999999955,6.388,2.0,0.94,26.0,55.0,91.0,50.5088254,-84.938885,26.0,91.5,6.388,18.0,133.0,2022,11,12,20,5.67,81.0
102,277,381,2022-11-12 20:08:19,41.0,100.0,,69.0,9436.54,41.0,6.489,2.0,0.07,25.5,56.0,89.0,50.5088466,-84.9389747,26.0,91.5,6.489,18.0,132.0,2022,11,12,20,5.67,81.0
101,278,359,2022-11-12 20:08:20,41.0,100.0,,69.0,9443.14,41.0,6.481,2.0,0.0,27.0,63.0,95.0,50.5088696,-84.939067,22.5,88.0,6.481,18.0,132.0,2022,11,12,20,5.67,81.0
100,278,344,2022-11-12 20:08:21,41.0,100.0,,69.0,9449.52,41.0,6.39,2.0,0.0,25.5,57.0,90.0,50.5089037,-84.9391491,22.0,84.0,6.39,18.0,132.0,2022,11,12,20,5.67,81.0
101,278,287,2022-11-12 20:08:22,41.0,100.0,,69.0,9456.12,41.0,6.615,2.0,0.0,21.5,51.0,77.5,50.5089405,-84.939232,23.5,80.5,6.615,18.0,132.0,2022,11,12,20,5.67,81.0
96,278,252,2022-11-12 20:08:23,41.0,100.0,,69.0,9463.17,41.0,6.854,2.0,0.0,21.0,52.0,77.0,50.5089817,-84.9393156,24.0,77.0,6.854,18.0,133.0,2022,11,12,20,5.67,81.0
92,279,245,2022-11-12 20:08:24,41.200000000000045,100.0,,69.0,9469.61,41.200000000000045,6.663,2.0,0.0,26.5,53.0,91.0,50.5090246,-84.9393862,25.5,79.0,6.663,18.0,135.0,2022,11,12,20,5.67,81.0
91,279,259,2022-11-12 20:08:25,41.200000000000045,100.0,,69.0,9476.31,41.200000000000045,6.104,2.0,0.0,27.5,53.0,92.5,50.5090717,-84.9394616,25.5,80.0,6.104,18.0,136.0,2022,11,12,20,5.67,81.0
91,279,253,2022-11-12 20:08:26,41.39999999999998,100.0,,69.0,9482.73,41.39999999999998,6.377,3.0,0.0,25.5,52.0,83.5,50.5091164,-84.9395332,24.5,79.0,6.377,18.0,135.0,2022,11,12,20,5.67,81.0
91,279,239,2022-11-12 20:08:27,41.39999999999998,100.0,,69.0,9490.13,41.39999999999998,6.857,3.0,0.0,23.5,51.0,76.0,50.5091704,-84.939607,24.0,78.0,6.857,18.0,136.0,2022,11,12,20,5.67,81.0
92,280,225,2022-11-12 20:08:28,41.60000000000002,100.0,,69.0,9497.86,41.60000000000002,7.215,2.0,0.81,23.5,55.0,86.5,50.5092323,-84.9396791,22.5,74.5,7.215,18.0,138.0,2022,11,12,20,5.67,81.0
92,280,230,2022-11-12 20:08:29,41.60000000000002,100.0,,69.0,9505.47,41.60000000000002,7.277,2.0,1.1,26.5,52.0,94.0,50.5092962,-84.9397521,23.5,80.0,7.277,18.0,142.0,2022,11,12,20,5.67,81.0
92,280,230,2022-11-12 20:08:30,41.799999999999955,101.0,,69.0,9513.32,41.799999999999955,7.531,2.0,1.28,25.5,52.0,91.0,50.5093671,-84.9398165,24.0,78.5,7.531,18.0,143.0,2022,11,12,20,5.67,81.0
