cadence,calories,timestamp,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,temperature,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
84,20,2023-03-20 22:44:35,92.79999999999995,6.0,,4.0,748.52,92.79999999999995,5.99,2.0,-0.81,50.5315258,-84.8157077,5.99,13.0,25.0,58.0,86.0,227.0,23.5,87.0,2023,3,20,22,2.75,327.0
87,20,2023-03-20 22:44:36,92.60000000000002,6.0,,4.0,754.54,92.60000000000002,6.045,2.0,-1.69,50.5314647,-84.815677,6.045,13.0,24.0,58.0,83.5,210.0,22.5,84.5,2023,3,20,22,2.75,327.0
88,20,2023-03-20 22:44:37,92.39999999999998,6.0,,5.0,760.65,92.39999999999998,6.134,2.0,-2.32,50.531401,-84.8156439,6.134,13.0,23.0,58.0,80.5,191.0,22.0,82.0,2023,3,20,22,2.75,327.0
88,21,2023-03-20 22:44:38,92.39999999999998,6.0,,5.0,766.8,92.39999999999998,6.192,2.0,-2.61,50.531339,-84.8156134,6.192,13.0,22.5,57.0,77.5,184.0,21.5,79.5,2023,3,20,22,2.75,327.0
89,21,2023-03-20 22:44:39,92.20000000000005,6.0,,5.0,772.93,92.20000000000005,6.272,2.0,-2.72,50.5312784,-84.8155803,6.272,13.0,21.5,56.0,74.5,195.0,21.0,77.0,2023,3,20,22,2.75,327.0
89,21,2023-03-20 22:44:40,92.20000000000005,6.0,,5.0,779.28,92.20000000000005,6.257,2.0,-2.61,50.531215,-84.8155531,6.257,13.0,22.0,56.0,75.5,188.0,20.0,74.0,2023,3,20,22,2.75,327.0
88,21,2023-03-20 22:44:41,92.0,6.0,,5.0,785.63,92.0,6.444,2.0,-2.43,50.5311498,-84.8155258,6.444,13.0,26.0,57.0,85.5,181.0,18.5,69.5,2023,3,20,22,2.75,327.0
85,21,2023-03-20 22:44:42,92.20000000000005,6.0,,6.0,792.19,92.20000000000005,6.633,2.0,-2.15,50.5310818,-84.8154986,6.633,12.0,29.5,66.0,95.5,198.0,17.5,65.0,2023,3,20,22,2.75,327.0
85,22,2023-03-20 22:44:43,92.20000000000005,6.0,,6.0,798.95,92.20000000000005,6.779,2.0,-1.66,50.5310122,-84.8154714,6.779,12.0,29.5,58.0,97.0,222.0,17.0,64.0,2023,3,20,22,2.75,327.0
86,22,2023-03-20 22:44:44,92.20000000000005,6.0,,6.0,805.88,92.20000000000005,6.81,2.0,-0.38,50.5309402,-84.8154438,6.81,12.0,25.5,59.0,83.0,240.0,20.0,71.5,2023,3,20,22,2.75,327.0
86,22,2023-03-20 22:44:45,92.39999999999998,6.0,,6.0,812.69,92.39999999999998,6.832,2.0,0.0,50.530872,-84.8154134,6.832,12.0,22.0,61.0,69.5,162.0,22.0,76.0,2023,3,20,22,2.75,327.0
87,22,2023-03-20 22:44:46,92.60000000000002,6.0,,6.0,819.52,92.60000000000002,6.89,2.0,0.0,50.5308023,-84.8153802,6.89,12.0,27.0,60.0,83.5,139.0,16.5,55.5,2023,3,20,22,2.75,327.0
87,22,2023-03-20 22:44:47,92.79999999999995,6.0,,6.0,826.41,92.79999999999995,7.009,2.0,0.35,50.5307309,-84.8153496,7.009,12.0,24.0,60.0,75.0,151.0,16.5,55.5,2023,3,20,22,2.75,327.0
88,23,2023-03-20 22:44:48,92.79999999999995,7.0,,6.0,833.3,92.79999999999995,7.073,2.0,0.85,50.5306628,-84.8153133,7.073,12.0,25.0,63.0,80.5,169.0,19.5,64.5,2023,3,20,22,2.75,327.0
89,23,2023-03-20 22:44:49,92.79999999999995,7.0,,6.0,840.25,92.79999999999995,7.259,2.0,1.22,50.5305945,-84.8152738,7.259,12.0,26.5,64.0,86.5,201.0,21.5,69.5,2023,3,20,22,2.75,327.0
88,23,2023-03-20 22:44:50,92.79999999999995,7.0,,6.0,847.47,92.79999999999995,7.452,2.0,1.37,50.5305246,-84.8152282,7.452,12.0,28.0,63.0,90.5,209.0,21.5,69.5,2023,3,20,22,2.75,327.0
88,23,2023-03-20 22:44:51,92.79999999999995,7.0,,6.0,854.89,92.79999999999995,7.483,2.0,1.37,50.5304503,-84.8151859,7.483,12.0,28.5,62.0,91.5,216.0,22.5,70.5,2023,3,20,22,2.75,327.0
89,23,2023-03-20 22:44:52,92.79999999999995,7.0,,6.0,862.31,92.79999999999995,7.575,2.0,0.35,50.5303746,-84.8151464,7.575,12.0,28.0,61.0,89.5,225.0,23.5,75.5,2023,3,20,22,2.75,327.0
90,24,2023-03-20 22:44:53,92.60000000000002,7.0,,6.0,869.69,92.60000000000002,7.65,2.0,0.0,50.5303027,-84.8151045,7.65,12.0,27.0,60.0,87.0,222.0,24.5,82.5,2023,3,20,22,2.75,327.0
90,24,2023-03-20 22:44:54,92.39999999999998,7.0,,6.0,877.05,92.39999999999998,7.667,2.0,0.0,50.5302304,-84.815069,7.667,12.0,26.0,59.0,84.5,214.0,23.5,84.0,2023,3,20,22,2.75,327.0
91,24,2023-03-20 22:44:55,92.39999999999998,7.0,,6.0,884.83,92.39999999999998,7.71,2.0,0.0,50.530151,-84.8150287,7.71,12.0,25.0,63.0,82.0,210.0,19.5,73.5,2023,3,20,22,2.75,327.0
87,24,2023-03-20 22:44:56,92.20000000000005,7.0,,6.0,892.74,92.20000000000005,7.866,2.0,0.0,50.5300721,-84.8149854,7.866,12.0,28.5,75.0,95.0,213.0,19.0,71.5,2023,3,20,22,2.75,327.0
85,25,2023-03-20 22:44:57,92.20000000000005,7.0,,6.0,900.6,92.20000000000005,8.041,2.0,-0.66,50.5299936,-84.8149492,8.041,12.0,28.5,64.0,97.0,231.0,17.0,67.5,2023,3,20,22,2.75,327.0
87,25,2023-03-20 22:44:58,92.20000000000005,7.0,,6.0,908.48,92.20000000000005,8.037,2.0,-1.03,50.5299135,-84.8149098,8.037,12.0,28.5,60.0,93.0,249.0,18.5,77.0,2023,3,20,22,2.75,327.0
88,25,2023-03-20 22:44:59,92.20000000000005,7.0,,6.0,916.4,92.20000000000005,8.058,2.0,-1.08,50.5298349,-84.8148645,8.058,12.0,27.0,57.0,86.0,225.0,21.5,88.0,2023,3,20,22,2.75,327.0
89,25,2023-03-20 22:45:00,92.20000000000005,7.0,,6.0,924.41,92.20000000000005,8.075,2.0,-0.28,50.5297526,-84.8148219,8.075,12.0,24.0,56.0,78.5,202.0,19.5,75.0,2023,3,20,22,2.75,327.0
89,25,2023-03-20 22:45:01,92.39999999999998,7.0,,6.0,932.34,92.39999999999998,8.069,2.0,0.0,50.5296728,-84.8147857,8.069,12.0,23.0,61.0,78.5,187.0,19.5,70.0,2023,3,20,22,2.75,327.0
88,26,2023-03-20 22:45:02,92.39999999999998,7.0,,6.0,940.22,92.39999999999998,8.051,2.0,0.0,50.5295948,-84.8147468,8.051,12.0,23.0,62.0,78.5,169.0,16.0,62.0,2023,3,20,22,2.75,327.0
88,26,2023-03-20 22:45:03,92.20000000000005,7.0,,6.0,948.4,92.20000000000005,8.017,2.0,0.0,50.5295115,-84.8147036,8.017,12.0,24.0,62.0,80.0,172.0,14.5,59.5,2023,3,20,22,2.75,327.0
88,26,2023-03-20 22:45:04,92.0,7.0,,6.0,956.28,92.0,7.933,2.0,0.0,50.5294309,-84.814664,7.933,12.0,25.5,62.0,83.0,185.0,15.0,61.0,2023,3,20,22,2.75,327.0
87,26,2023-03-20 22:45:05,92.20000000000005,7.0,,6.0,964.15,92.20000000000005,7.928,2.0,0.0,50.529353,-84.8146213,7.928,12.0,27.0,62.0,86.0,197.0,15.5,63.0,2023,3,20,22,2.75,327.0
87,26,2023-03-20 22:45:06,92.20000000000005,7.0,,6.0,972.03,92.20000000000005,7.937,2.0,0.0,50.5292743,-84.814585,7.937,12.0,27.0,62.0,91.0,211.0,17.0,69.0,2023,3,20,22,2.75,327.0
87,27,2023-03-20 22:45:07,92.0,7.0,,6.0,979.95,92.0,7.926,2.0,0.0,50.5291937,-84.8145453,7.926,12.0,28.5,61.0,94.5,220.0,18.5,73.5,2023,3,20,22,2.75,327.0
87,27,2023-03-20 22:45:08,91.79999999999995,7.0,,6.0,987.84,91.79999999999995,7.906,2.0,0.0,50.5291148,-84.814503,7.906,12.0,29.5,60.0,95.0,226.0,20.5,79.5,2023,3,20,22,2.75,327.0
87,27,2023-03-20 22:45:09,91.60000000000002,7.0,,6.0,995.76,91.60000000000002,7.911,2.0,0.0,50.5290343,-84.8144665,7.911,12.0,30.5,59.0,94.5,236.0,22.5,84.5,2023,3,20,22,2.75,327.0
87,27,2023-03-20 22:45:10,91.60000000000002,7.0,,6.0,1003.62,91.60000000000002,7.924,2.0,0.0,50.5289557,-84.8144271,7.924,12.0,30.0,58.0,95.5,234.0,20.5,82.0,2023,3,20,22,2.75,327.0
87,27,2023-03-20 22:45:11,91.60000000000002,7.0,,6.0,1011.55,91.60000000000002,7.965,2.0,0.0,50.5288752,-84.8143847,7.965,12.0,28.5,58.0,92.5,233.0,21.5,83.0,2023,3,20,22,2.75,327.0
88,28,2023-03-20 22:45:12,91.60000000000002,7.0,,6.0,1019.54,91.60000000000002,8.04,2.0,-0.67,50.5287963,-84.8143451,8.04,12.0,28.5,61.0,95.0,233.0,21.0,82.5,2023,3,20,22,2.75,327.0
88,28,2023-03-20 22:45:13,91.39999999999998,7.0,,7.0,1027.54,91.39999999999998,8.019,2.0,-1.03,50.528716,-84.8143028,8.019,12.0,31.0,58.0,99.5,232.0,21.0,84.0,2023,3,20,22,2.75,327.0
88,28,2023-03-20 22:45:14,91.39999999999998,7.0,,7.0,1035.53,91.39999999999998,7.9,2.0,-1.12,50.5286364,-84.8142661,7.9,12.0,33.5,57.0,97.0,245.0,25.5,93.5,2023,3,20,22,2.75,327.0
87,28,2023-03-20 22:45:15,91.39999999999998,7.0,,7.0,1043.39,91.39999999999998,7.761,2.0,-1.09,50.5285562,-84.8142298,7.761,12.0,23.0,64.0,72.0,205.0,29.0,96.0,2023,3,20,22,2.75,327.0
85,28,2023-03-20 22:45:16,91.39999999999998,7.0,,7.0,1050.97,91.39999999999998,7.648,2.0,-0.28,50.5284792,-84.8141936,7.648,12.0,24.5,65.0,77.0,119.0,18.5,69.0,2023,3,20,22,2.75,327.0
84,29,2023-03-20 22:45:17,91.39999999999998,7.0,,7.0,1058.59,91.39999999999998,7.571,2.0,0.0,50.5284023,-84.8141574,7.571,12.0,24.5,67.0,80.5,123.0,12.5,54.5,2023,3,20,22,2.75,327.0
84,29,2023-03-20 22:45:18,91.39999999999998,7.0,,7.0,1066.2,91.39999999999998,7.567,2.0,0.0,50.5283254,-84.8141211,7.567,12.0,22.5,67.0,78.0,139.0,13.0,55.5,2023,3,20,22,2.75,327.0
83,29,2023-03-20 22:45:19,91.20000000000005,7.0,,7.0,1073.67,91.20000000000005,7.597,2.0,0.0,50.5282489,-84.8140822,7.597,12.0,23.0,64.0,76.5,151.0,13.5,59.0,2023,3,20,22,2.75,327.0
83,29,2023-03-20 22:45:20,91.20000000000005,7.0,,7.0,1081.17,91.20000000000005,7.618,2.0,0.0,50.5281728,-84.8140402,7.618,12.0,23.5,60.0,76.5,159.0,15.0,62.0,2023,3,20,22,2.75,327.0
83,29,2023-03-20 22:45:21,91.20000000000005,7.0,,7.0,1089.04,91.20000000000005,7.645,2.0,0.0,50.5280923,-84.8140023,7.645,12.0,24.0,55.0,76.0,170.0,16.5,65.5,2023,3,20,22,2.75,327.0
84,29,2023-03-20 22:45:22,91.20000000000005,7.0,,7.0,1096.62,91.20000000000005,7.692,2.0,0.0,50.5280159,-84.8139664,7.692,12.0,21.5,53.0,70.0,162.0,17.0,67.0,2023,3,20,22,2.75,327.0
85,30,2023-03-20 22:45:23,91.39999999999998,7.0,,7.0,1104.31,91.39999999999998,7.765,2.0,0.0,50.5279392,-84.8139303,7.765,12.0,19.0,57.0,65.0,154.0,15.5,62.5,2023,3,20,22,2.75,327.0
85,30,2023-03-20 22:45:24,91.39999999999998,7.0,,7.0,1112.29,91.39999999999998,7.877,2.0,0.0,50.5278594,-84.8138904,7.877,12.0,20.5,62.0,70.0,146.0,12.0,50.0,2023,3,20,22,2.75,327.0
87,30,2023-03-20 22:45:25,91.20000000000005,7.0,,7.0,1120.16,91.20000000000005,7.993,2.0,0.0,50.5277795,-84.8138482,7.993,12.0,22.0,64.0,68.0,116.0,12.0,50.0,2023,3,20,22,2.75,327.0
86,30,2023-03-20 22:45:26,91.0,7.0,,7.0,1128.04,91.0,8.002,2.0,0.0,50.5277019,-84.8138094,8.002,12.0,24.5,65.0,77.0,126.0,11.5,49.5,2023,3,20,22,2.75,327.0
84,30,2023-03-20 22:45:27,90.79999999999995,7.0,,7.0,1136.28,90.79999999999995,8.202,2.0,0.0,50.5276187,-84.8137632,8.202,12.0,24.5,64.0,77.0,134.0,11.0,49.0,2023,3,20,22,2.75,327.0
84,30,2023-03-20 22:45:28,90.60000000000002,7.0,,7.0,1144.49,90.60000000000002,8.121,2.0,0.0,50.5275359,-84.8137204,8.121,12.0,21.5,65.0,70.0,139.0,11.0,49.0,2023,3,20,22,2.75,327.0
84,30,2023-03-20 22:45:29,90.39999999999998,7.0,,7.0,1152.56,90.39999999999998,8.13,2.0,-0.6,50.5274556,-84.8136777,8.13,12.0,19.0,66.0,63.5,109.0,12.0,48.0,2023,3,20,22,2.75,327.0
71,30,2023-03-20 22:45:30,90.20000000000005,7.0,,7.0,1160.51,90.20000000000005,8.094,2.0,-1.11,50.5273802,-84.8136234,8.094,12.0,19.0,64.0,60.5,97.0,10.5,42.5,2023,3,20,22,2.75,327.0
49,30,2023-03-20 22:45:31,89.79999999999995,7.0,,7.0,1168.42,89.79999999999995,8.026,2.0,-1.48,50.5273081,-84.8135664,8.026,12.0,20.5,64.0,62.0,85.0,9.5,37.0,2023,3,20,22,2.75,327.0
26,30,2023-03-20 22:45:32,89.60000000000002,7.0,,7.0,1176.31,89.60000000000002,7.875,2.0,-1.89,50.5272358,-84.813506,7.875,12.0,21.5,63.0,65.5,73.0,8.5,33.0,2023,3,20,22,2.75,327.0
3,30,2023-03-20 22:45:33,89.20000000000005,7.0,,8.0,1184.17,89.20000000000005,7.491,2.0,-2.24,50.5271618,-84.8134536,7.491,12.0,23.0,63.0,69.5,0.0,7.5,29.5,2023,3,20,22,2.75,327.0
0,30,2023-03-20 22:45:34,88.79999999999995,7.0,,8.0,1191.61,88.79999999999995,7.392,2.0,-2.54,50.5270888,-84.8134111,7.392,12.0,24.5,63.0,73.5,0.0,6.5,25.5,2023,3,20,22,2.75,327.0
0,30,2023-03-20 22:45:35,88.60000000000002,7.0,,8.0,1198.99,88.60000000000002,7.449,2.0,-2.83,50.5270145,-84.8133747,7.449,12.0,26.0,62.0,77.5,0.0,5.5,21.5,2023,3,20,22,2.75,327.0
0,30,2023-03-20 22:45:36,88.39999999999998,7.0,,9.0,1206.2,88.39999999999998,7.087,2.0,-3.14,50.5269407,-84.8133385,7.087,12.0,27.5,62.0,81.5,0.0,4.5,17.5,2023,3,20,22,2.75,327.0
0,30,2023-03-20 22:45:37,87.79999999999995,7.0,,9.0,1213.08,87.79999999999995,6.803,2.0,-3.52,50.5268707,-84.8133051,6.803,12.0,28.5,62.0,85.0,0.0,3.5,13.5,2023,3,20,22,2.75,327.0
0,30,2023-03-20 22:45:38,87.79999999999995,7.0,,9.0,1219.79,87.79999999999995,6.527,2.0,-3.81,50.5268008,-84.8132777,6.527,12.0,30.0,61.0,89.0,0.0,2.5,9.5,2023,3,20,22,2.75,327.0
0,30,2023-03-20 22:45:39,87.60000000000002,7.0,,10.0,1226.29,87.60000000000002,6.396,2.0,-3.84,50.5267344,-84.8132536,6.396,12.0,31.5,61.0,93.0,0.0,1.5,5.5,2023,3,20,22,2.75,327.0
24,30,2023-03-20 22:45:40,87.60000000000002,7.0,,10.0,1232.91,87.60000000000002,6.566,2.0,-3.67,50.5266634,-84.8132385,6.566,12.0,33.0,61.0,97.0,5.0,0.5,1.5,2023,3,20,22,2.75,327.0
75,30,2023-03-20 22:45:41,87.39999999999998,7.0,,10.0,1239.64,87.39999999999998,6.547,2.0,-3.31,50.5265935,-84.8132233,6.547,12.0,33.0,60.0,98.5,44.0,0.0,0.0,2023,3,20,22,2.75,327.0
84,31,2023-03-20 22:45:42,87.60000000000002,7.0,,10.0,1246.58,87.60000000000002,6.626,2.0,-2.92,50.5265211,-84.8131924,6.626,12.0,29.0,60.0,96.0,275.0,6.5,24.0,2023,3,20,22,2.75,327.0
84,31,2023-03-20 22:45:43,87.79999999999995,7.0,,10.0,1253.69,87.79999999999995,6.809,2.0,-2.32,50.526451,-84.8131559,6.809,12.0,22.0,60.0,91.0,270.0,23.5,85.0,2023,3,20,22,2.75,327.0
84,31,2023-03-20 22:45:44,88.20000000000005,7.0,,10.0,1260.6,88.20000000000005,6.884,2.0,-1.46,50.526381,-84.8131201,6.884,12.0,30.0,59.0,95.5,254.0,24.5,79.5,2023,3,20,22,2.75,327.0
83,31,2023-03-20 22:45:45,88.39999999999998,7.0,,11.0,1267.53,88.39999999999998,7.099,2.0,-0.42,50.5263137,-84.8130784,7.099,11.0,30.5,59.0,96.0,211.0,23.0,80.5,2023,3,20,22,2.75,327.0
82,32,2023-03-20 22:45:46,88.60000000000002,8.0,,11.0,1274.73,88.60000000000002,7.123,2.0,0.71,50.5262449,-84.8130264,7.123,11.0,30.5,58.0,95.5,199.0,21.5,82.0,2023,3,20,22,2.75,327.0
81,32,2023-03-20 22:45:47,89.0,8.0,,11.0,1282.07,89.0,6.969,2.0,1.69,50.5261754,-84.81298,6.969,11.0,29.0,60.0,92.0,201.0,20.5,81.5,2023,3,20,22,2.75,327.0
67,32,2023-03-20 22:45:48,89.39999999999998,8.0,,11.0,1289.11,89.39999999999998,6.699,2.0,2.57,50.5261073,-84.8129377,6.699,11.0,26.5,64.0,82.5,173.0,21.0,77.5,2023,3,20,22,2.75,327.0
49,32,2023-03-20 22:45:49,89.39999999999998,8.0,,11.0,1295.86,89.39999999999998,6.425,2.0,3.22,50.526039,-84.8129044,6.425,11.0,13.5,79.0,57.0,143.0,17.0,65.5,2023,3,20,22,2.75,327.0
33,32,2023-03-20 22:45:50,89.60000000000002,9.0,,11.0,1302.22,89.60000000000002,6.184,2.0,3.51,50.5259724,-84.8128772,6.184,11.0,9.5,94.0,49.5,117.0,15.5,62.0,2023,3,20,22,2.75,327.0
18,32,2023-03-20 22:45:51,89.60000000000002,9.0,,11.0,1308.2,89.60000000000002,5.83,2.0,3.48,50.5259118,-84.812853,5.83,11.0,12.5,97.0,54.5,91.0,17.0,65.0,2023,3,20,22,2.75,327.0
2,32,2023-03-20 22:45:52,89.60000000000002,9.0,,11.0,1313.82,89.60000000000002,5.497,2.0,3.1,50.5258556,-84.8128316,5.497,11.0,15.0,92.0,60.0,0.0,18.0,68.0,2023,3,20,22,2.75,327.0
0,32,2023-03-20 22:45:53,89.60000000000002,9.0,,11.0,1319.53,89.60000000000002,5.502,2.0,2.54,50.5257951,-84.8128044,5.502,11.0,17.5,87.0,65.5,0.0,19.0,71.0,2023,3,20,22,2.75,327.0
0,32,2023-03-20 22:45:54,89.39999999999998,9.0,,11.0,1325.13,89.39999999999998,4.882,2.0,0.64,50.5257375,-84.8127771,4.882,11.0,20.5,83.0,70.5,0.0,20.5,73.5,2023,3,20,22,2.75,327.0
0,32,2023-03-20 22:45:55,89.39999999999998,9.0,,11.0,1329.38,89.39999999999998,3.37,2.0,0.0,50.5256967,-84.812756,3.37,11.0,23.0,78.0,76.0,0.0,21.5,76.5,2023,3,20,22,2.75,327.0
0,32,2023-03-20 22:45:56,89.20000000000005,9.0,,11.0,1332.3,89.20000000000005,2.032,2.0,0.0,50.5256665,-84.8127499,2.032,11.0,26.0,73.0,81.5,0.0,22.5,79.5,2023,3,20,22,2.75,327.0
31,32,2023-03-20 22:45:57,89.20000000000005,9.0,,11.0,1334.89,89.20000000000005,2.535,2.0,0.0,50.5256392,-84.8127529,2.535,11.0,28.5,68.0,86.5,17.0,23.5,82.0,2023,3,20,22,2.75,327.0
65,32,2023-03-20 22:45:58,89.20000000000005,9.0,,11.0,1336.63,89.20000000000005,1.949,2.0,0.0,50.5256223,-84.812759,1.949,11.0,31.0,63.0,92.0,90.0,25.0,85.0,2023,3,20,22,2.75,327.0
79,32,2023-03-20 22:46:02,89.0,9.0,,11.0,1338.65,89.0,5.227,2.0,0.0,50.5254868,-84.8127073,5.227,11.0,24.0,59.0,80.0,193.0,24.0,80.5,2023,3,20,22,2.75,327.0
80,33,2023-03-20 22:46:03,88.79999999999995,9.0,,11.0,1344.48,88.79999999999995,5.267,2.0,0.0,50.5254261,-84.8126922,5.267,11.0,25.0,62.0,84.5,192.0,23.5,80.5,2023,3,20,22,2.75,327.0
81,33,2023-03-20 22:46:04,88.79999999999995,9.0,,11.0,1350.34,88.79999999999995,5.118,2.0,0.0,50.5253623,-84.81268,5.118,11.0,25.5,60.0,89.0,195.0,22.5,80.5,2023,3,20,22,2.75,327.0
82,33,2023-03-20 22:46:05,88.60000000000002,9.0,,11.0,1356.27,88.60000000000002,5.127,2.0,0.0,50.5253,-84.8126585,5.127,11.0,27.0,60.0,92.5,198.0,21.0,77.0,2023,3,20,22,2.75,327.0
83,33,2023-03-20 22:46:06,88.60000000000002,9.0,,11.0,1362.0,88.60000000000002,5.076,2.0,0.0,50.5252426,-84.8126313,5.076,11.0,27.5,63.0,94.5,201.0,19.0,73.0,2023,3,20,22,2.75,327.0
85,33,2023-03-20 22:46:07,88.60000000000002,9.0,,11.0,1367.72,88.60000000000002,4.979,2.0,0.0,50.5251866,-84.8126041,4.979,11.0,27.5,68.0,93.5,196.0,18.0,69.5,2023,3,20,22,2.75,327.0
85,33,2023-03-20 22:46:08,88.79999999999995,9.0,,11.0,1373.63,88.79999999999995,4.995,2.0,0.0,50.5251274,-84.8125706,4.995,11.0,27.5,66.0,93.0,198.0,17.0,66.5,2023,3,20,22,2.75,327.0
85,34,2023-03-20 22:46:09,88.79999999999995,9.0,,11.0,1379.8,88.79999999999995,5.083,2.0,0.0,50.5250681,-84.8125312,5.083,11.0,27.0,65.0,92.5,158.0,16.5,63.5,2023,3,20,22,2.75,327.0
84,34,2023-03-20 22:46:10,88.79999999999995,9.0,,11.0,1385.58,88.79999999999995,5.22,2.0,-0.18,50.5250096,-84.8125012,5.22,11.0,27.0,63.0,92.0,157.0,15.5,60.0,2023,3,20,22,2.75,327.0
84,34,2023-03-20 22:46:11,88.79999999999995,9.0,,11.0,1391.32,88.79999999999995,5.365,2.0,-0.07,50.5249526,-84.8124681,5.365,11.0,27.0,62.0,91.5,175.0,14.5,58.0,2023,3,20,22,2.75,327.0
84,34,2023-03-20 22:46:12,88.79999999999995,9.0,,11.0,1397.33,88.79999999999995,5.395,2.0,0.0,50.5248954,-84.812431,5.395,11.0,27.0,61.0,92.0,184.0,16.0,63.5,2023,3,20,22,2.75,327.0
84,34,2023-03-20 22:46:13,89.0,9.0,,11.0,1403.43,89.0,5.362,2.0,0.0,50.5248379,-84.8123827,5.362,11.0,27.5,60.0,92.5,196.0,17.5,68.5,2023,3,20,22,2.75,327.0
84,35,2023-03-20 22:46:14,89.20000000000005,9.0,,11.0,1409.73,89.20000000000005,5.782,2.0,0.61,50.5247763,-84.8123496,5.782,11.0,27.5,58.0,93.0,204.0,18.5,73.5,2023,3,20,22,2.75,327.0
84,35,2023-03-20 22:46:15,89.39999999999998,9.0,,11.0,1417.63,89.39999999999998,7.494,2.0,1.1,50.5246957,-84.8123162,7.494,11.0,28.0,59.0,93.0,203.0,20.0,78.5,2023,3,20,22,2.75,327.0
83,35,2023-03-20 22:46:16,89.39999999999998,10.0,,11.0,1425.47,89.39999999999998,7.749,2.0,1.42,50.5246162,-84.8122733,7.749,11.0,27.5,59.0,92.0,202.0,21.0,83.5,2023,3,20,22,2.75,327.0
83,35,2023-03-20 22:46:17,89.60000000000002,10.0,,11.0,1432.1,89.60000000000002,6.916,2.0,1.6,50.5245512,-84.8122371,6.916,11.0,25.0,55.0,80.0,181.0,22.0,85.5,2023,3,20,22,2.75,327.0
77,35,2023-03-20 22:46:18,89.79999999999995,10.0,,11.0,1438.95,89.79999999999995,6.872,2.0,1.7,50.5244844,-84.8122037,6.872,11.0,18.5,51.0,62.0,164.0,19.5,75.5,2023,3,20,22,2.75,327.0
62,35,2023-03-20 22:46:19,89.79999999999995,10.0,,11.0,1445.03,89.79999999999995,6.278,2.0,1.74,50.5244223,-84.8121734,6.278,11.0,18.5,58.0,63.0,155.0,17.0,67.0,2023,3,20,22,2.75,327.0
48,35,2023-03-20 22:46:20,90.0,10.0,,11.0,1450.69,90.0,5.8,2.0,1.72,50.5243642,-84.8121398,5.8,11.0,23.0,66.0,74.0,147.0,15.0,60.0,2023,3,20,22,2.75,327.0
33,35,2023-03-20 22:46:21,90.0,10.0,,11.0,1456.42,90.0,5.766,2.0,1.64,50.5243082,-84.8121095,5.766,11.0,27.0,74.0,85.5,138.0,13.0,53.0,2023,3,20,22,2.75,327.0
64,36,2023-03-20 22:46:22,90.0,10.0,,11.0,1462.43,90.0,5.945,2.0,1.53,50.5242491,-84.8120731,5.945,11.0,31.0,79.0,97.0,106.0,11.0,45.5,2023,3,20,22,2.75,327.0
82,36,2023-03-20 22:46:23,90.20000000000005,10.0,,11.0,1468.46,90.20000000000005,5.98,2.0,1.41,50.5241912,-84.8120334,5.98,11.0,29.0,68.0,91.0,156.0,16.0,60.5,2023,3,20,22,2.75,327.0
86,36,2023-03-20 22:46:24,90.20000000000005,11.0,,11.0,1474.69,90.20000000000005,6.183,2.0,1.31,50.5241352,-84.8119879,6.183,11.0,26.0,56.0,83.0,238.0,21.0,77.5,2023,3,20,22,2.75,327.0
88,36,2023-03-20 22:46:25,90.20000000000005,11.0,,11.0,1481.06,90.20000000000005,6.326,2.0,1.22,50.5240746,-84.8119426,6.326,11.0,24.5,56.0,80.0,203.0,24.5,87.5,2023,3,20,22,2.75,327.0
89,36,2023-03-20 22:46:26,90.20000000000005,11.0,,11.0,1487.47,90.20000000000005,6.393,2.0,1.11,50.5240125,-84.8118971,6.393,11.0,25.0,59.0,84.0,184.0,23.5,84.5,2023,3,20,22,2.75,327.0
87,37,2023-03-20 22:46:27,90.20000000000005,11.0,,11.0,1493.83,90.20000000000005,6.379,2.0,0.3,50.5239532,-84.8118546,6.379,11.0,23.5,59.0,81.0,175.0,17.0,66.0,2023,3,20,22,2.75,327.0
86,37,2023-03-20 22:46:28,90.20000000000005,11.0,,11.0,1499.68,90.20000000000005,6.034,2.0,0.0,50.523895,-84.8118247,6.034,11.0,23.5,65.0,82.5,181.0,17.0,67.0,2023,3,20,22,2.75,327.0
84,37,2023-03-20 22:46:29,90.39999999999998,11.0,,11.0,1505.16,90.39999999999998,5.656,2.0,0.0,50.5238378,-84.8118038,5.656,11.0,23.5,62.0,83.5,189.0,17.5,70.0,2023,3,20,22,2.75,327.0
81,37,2023-03-20 22:46:30,90.39999999999998,11.0,,11.0,1510.33,90.39999999999998,5.238,2.0,0.0,50.5237857,-84.8117762,5.238,11.0,22.0,55.0,78.0,126.0,16.5,65.5,2023,3,20,22,2.75,327.0
77,37,2023-03-20 22:46:31,90.60000000000002,11.0,,11.0,1515.09,90.60000000000002,4.843,2.0,0.0,50.5237409,-84.8117484,4.843,11.0,18.5,50.0,62.0,77.0,12.5,49.5,2023,3,20,22,2.75,327.0
71,37,2023-03-20 22:46:32,90.60000000000002,11.0,,11.0,1519.32,90.60000000000002,4.372,2.0,0.0,50.5236998,-84.8117211,4.372,11.0,15.0,55.0,46.0,57.0,8.5,34.0,2023,3,20,22,2.75,327.0
