cadence,calories,timestamp,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,temperature,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
83,0,2023-03-20 22:42:38,89.39999999999998,0.0,56.0,0.0,0.0,89.39999999999998,6.421,4.0,-8.66,50.5378224,-84.8207781,6.421,16.0,,,,,,,2023,3,20,22,2.75,327.0
83,0,2023-03-20 22:42:39,89.0,0.0,,1.0,8.19,89.0,6.339,4.0,-8.35,50.5377701,-84.8206871,6.339,16.0,24.5,54.0,83.0,214.0,19.5,66.5,2023,3,20,22,2.75,327.0
85,0,2023-03-20 22:42:40,88.60000000000002,0.0,,1.0,15.69,88.60000000000002,6.534,4.0,-7.83,50.53772,-84.8206038,6.534,16.0,25.5,57.0,85.0,194.0,21.0,74.0,2023,3,20,22,2.75,327.0
86,0,2023-03-20 22:42:41,88.39999999999998,0.0,,1.0,22.66,88.39999999999998,6.585,4.0,-7.21,50.5376731,-84.8205221,6.585,16.0,27.0,59.0,87.5,193.0,22.5,81.0,2023,3,20,22,2.75,327.0
87,0,2023-03-20 22:42:42,88.20000000000005,0.0,,2.0,29.73,88.20000000000005,6.614,4.0,-6.52,50.5376233,-84.8204438,6.614,16.0,25.0,59.0,79.5,192.0,20.5,79.0,2023,3,20,22,2.75,327.0
79,0,2023-03-20 22:42:43,88.0,0.0,,2.0,36.78,88.0,6.44,4.0,-5.72,50.5375747,-84.8203677,6.44,15.0,22.5,60.0,73.0,184.0,18.5,71.0,2023,3,20,22,2.75,327.0
57,0,2023-03-20 22:42:44,87.79999999999995,0.0,,2.0,43.52,87.79999999999995,6.341,4.0,-4.9,50.5375277,-84.820289,6.341,15.0,21.0,61.0,70.5,179.0,17.0,62.0,2023,3,20,22,2.75,327.0
35,0,2023-03-20 22:42:45,87.79999999999995,0.0,,2.0,50.06,87.79999999999995,6.038,4.0,-4.11,50.5374808,-84.8202194,6.038,15.0,22.0,62.0,72.5,174.0,15.0,55.5,2023,3,20,22,2.75,327.0
13,0,2023-03-20 22:42:46,87.79999999999995,0.0,,3.0,55.95,87.79999999999995,5.561,4.0,-3.36,50.5374402,-84.8201562,5.561,15.0,22.5,62.0,74.5,169.0,13.5,49.0,2023,3,20,22,2.75,327.0
0,0,2023-03-20 22:42:47,88.0,0.0,,3.0,61.08,88.0,4.639,4.0,-2.65,50.537402,-84.8200982,4.639,15.0,23.0,63.0,76.5,0.0,11.5,42.5,2023,3,20,22,2.75,327.0
0,0,2023-03-20 22:42:48,88.0,0.0,,3.0,65.14,88.0,3.606,4.0,-0.38,50.5373733,-84.8200558,3.606,15.0,23.5,63.0,78.0,0.0,10.0,36.0,2023,3,20,22,2.75,327.0
0,0,2023-03-20 22:42:49,88.0,0.0,,3.0,68.27,88.0,2.735,4.0,0.0,50.5373506,-84.8200226,2.735,15.0,24.0,64.0,80.0,0.0,8.0,29.5,2023,3,20,22,2.75,327.0
0,0,2023-03-20 22:42:50,88.0,0.0,,3.0,70.73,88.0,2.278,4.0,0.0,50.5373309,-84.8199984,2.278,15.0,24.5,64.0,82.0,0.0,6.5,23.5,2023,3,20,22,2.75,327.0
0,0,2023-03-20 22:42:51,88.0,0.0,,3.0,72.86,88.0,2.324,4.0,0.0,50.537316,-84.8199775,2.324,15.0,25.0,65.0,83.5,0.0,4.5,17.0,2023,3,20,22,2.75,327.0
15,0,2023-03-20 22:42:52,87.79999999999995,0.0,,3.0,75.52,87.79999999999995,2.884,4.0,0.0,50.5372984,-84.8199485,2.884,15.0,25.5,65.0,85.5,7.0,3.0,10.5,2023,3,20,22,2.75,327.0
41,1,2023-03-20 22:42:53,87.60000000000002,0.0,,3.0,79.05,87.60000000000002,3.602,4.0,0.0,50.5372778,-84.8199073,3.602,15.0,26.0,66.0,87.5,50.0,1.0,4.0,2023,3,20,22,2.75,327.0
50,1,2023-03-20 22:42:54,87.60000000000002,0.0,,3.0,83.02,87.60000000000002,4.025,4.0,-0.17,50.5372534,-84.8198584,4.025,15.0,25.5,60.0,87.0,252.0,6.5,21.5,2023,3,20,22,2.75,327.0
56,1,2023-03-20 22:42:55,87.60000000000002,0.0,,3.0,87.44,87.60000000000002,4.316,4.0,-0.87,50.5372261,-84.8198038,4.316,15.0,24.0,54.0,84.0,273.0,20.5,69.5,2023,3,20,22,2.75,327.0
62,2,2023-03-20 22:42:56,87.60000000000002,0.0,,3.0,92.17,87.60000000000002,4.883,4.0,-1.65,50.5371959,-84.8197495,4.883,15.0,23.0,55.0,79.5,289.0,23.5,81.5,2023,3,20,22,2.75,327.0
70,2,2023-03-20 22:42:57,87.60000000000002,0.0,,3.0,97.49,87.60000000000002,5.544,4.0,-1.95,50.5371576,-84.8196914,5.544,15.0,24.5,58.0,80.0,303.0,22.5,84.5,2023,3,20,22,2.75,327.0
79,2,2023-03-20 22:42:58,87.60000000000002,0.0,,3.0,103.57,87.60000000000002,6.192,4.0,-1.83,50.5371131,-84.8196271,6.192,15.0,22.5,51.0,76.5,323.0,20.5,81.5,2023,3,20,22,2.75,327.0
80,2,2023-03-20 22:42:59,87.39999999999998,0.0,,3.0,109.79,87.39999999999998,6.079,4.0,-1.52,50.5370663,-84.8195635,6.079,15.0,17.0,48.0,68.5,276.0,19.5,76.0,2023,3,20,22,2.75,327.0
82,3,2023-03-20 22:43:00,87.60000000000002,0.0,,3.0,115.74,87.60000000000002,5.742,4.0,-0.28,50.5370238,-84.8194998,5.742,15.0,25.5,55.0,93.0,241.0,21.0,74.0,2023,3,20,22,2.75,327.0
83,3,2023-03-20 22:43:01,87.60000000000002,0.0,,3.0,121.81,87.60000000000002,6.292,4.0,0.0,50.5369752,-84.8194394,6.292,15.0,28.5,58.0,94.0,221.0,22.0,81.0,2023,3,20,22,2.75,327.0
84,3,2023-03-20 22:43:02,87.39999999999998,0.0,,3.0,128.16,87.39999999999998,6.536,4.0,0.0,50.5369218,-84.819383,6.536,15.0,31.5,60.0,96.0,217.0,23.0,82.0,2023,3,20,22,2.75,327.0
84,3,2023-03-20 22:43:03,87.39999999999998,0.0,,3.0,134.82,87.39999999999998,6.565,4.0,0.0,50.5368657,-84.8193235,6.565,15.0,34.5,62.0,98.0,220.0,23.5,81.0,2023,3,20,22,2.75,327.0
86,4,2023-03-20 22:43:04,87.20000000000005,0.0,,3.0,142.31,87.20000000000005,6.836,4.0,0.0,50.5368025,-84.8192604,6.836,15.0,36.0,63.0,97.5,240.0,24.0,82.5,2023,3,20,22,2.75,327.0
87,4,2023-03-20 22:43:05,87.20000000000005,0.0,,3.0,149.29,87.20000000000005,6.758,4.0,0.0,50.5367463,-84.8191907,6.758,15.0,29.0,62.0,88.0,252.0,29.5,92.0,2023,3,20,22,2.75,327.0
88,4,2023-03-20 22:43:06,87.20000000000005,0.0,,3.0,156.59,87.20000000000005,6.758,4.0,0.0,50.5366871,-84.8191238,6.758,15.0,28.5,62.0,91.0,239.0,21.5,78.5,2023,3,20,22,2.75,327.0
88,4,2023-03-20 22:43:07,87.20000000000005,0.0,,3.0,163.93,87.20000000000005,6.91,4.0,0.0,50.536628,-84.8190541,6.91,15.0,28.0,62.0,91.0,224.0,18.5,73.5,2023,3,20,22,2.75,327.0
89,4,2023-03-20 22:43:08,87.20000000000005,0.0,,3.0,171.19,87.20000000000005,6.917,4.0,0.0,50.5365676,-84.8189908,6.917,15.0,27.0,61.0,88.5,185.0,18.0,74.0,2023,3,20,22,2.75,327.0
89,5,2023-03-20 22:43:09,87.0,0.0,,3.0,178.23,87.0,6.878,4.0,0.0,50.5365056,-84.8189273,6.878,15.0,25.5,63.0,85.0,182.0,17.5,74.5,2023,3,20,22,2.75,327.0
89,5,2023-03-20 22:43:10,87.0,0.0,,3.0,185.1,87.0,6.852,4.0,-0.57,50.5364457,-84.8188659,6.852,15.0,22.5,65.0,74.5,184.0,15.5,78.0,2023,3,20,22,2.75,327.0
89,5,2023-03-20 22:43:11,87.0,0.0,,3.0,192.07,87.0,6.857,4.0,-0.67,50.5363852,-84.8188083,6.857,15.0,19.5,59.0,64.5,186.0,13.0,81.5,2023,3,20,22,2.75,327.0
88,5,2023-03-20 22:43:12,87.0,0.0,,4.0,199.35,87.0,6.859,4.0,-0.65,50.5363205,-84.8187483,6.859,15.0,16.0,60.0,54.5,174.0,10.5,84.5,2023,3,20,22,2.75,327.0
88,5,2023-03-20 22:43:13,87.0,0.0,,4.0,206.55,87.0,6.663,4.0,-0.12,50.5362544,-84.8186942,6.663,15.0,13.0,58.0,44.0,179.0,8.5,88.0,2023,3,20,22,2.75,327.0
80,5,2023-03-20 22:43:14,87.0,0.0,,4.0,213.56,87.0,6.337,4.0,0.0,50.5361886,-84.8186451,6.337,15.0,10.0,57.0,34.0,176.0,6.0,91.5,2023,3,20,22,2.75,327.0
67,6,2023-03-20 22:43:15,87.20000000000005,0.0,,4.0,219.98,87.20000000000005,5.651,4.0,0.0,50.5361257,-84.8186093,5.651,15.0,7.0,63.0,24.0,157.0,3.5,94.5,2023,3,20,22,2.75,327.0
60,6,2023-03-20 22:43:16,87.20000000000005,0.0,,4.0,225.61,87.20000000000005,4.937,4.0,0.0,50.5360711,-84.8185729,4.937,15.0,4.0,69.0,14.0,116.0,1.5,98.0,2023,3,20,22,2.75,327.0
64,6,2023-03-20 22:43:17,87.39999999999998,0.0,,4.0,231.0,87.39999999999998,4.828,4.0,0.0,50.5360185,-84.8185404,4.828,15.0,5.5,75.0,19.5,68.0,2.5,92.5,2023,3,20,22,2.75,327.0
72,6,2023-03-20 22:43:18,87.60000000000002,0.0,,4.0,235.46,87.60000000000002,4.537,4.0,0.0,50.5359734,-84.8185149,4.537,15.0,14.0,78.0,46.5,50.0,9.0,74.5,2023,3,20,22,2.75,327.0
77,6,2023-03-20 22:43:19,87.60000000000002,0.0,,4.0,240.91,87.60000000000002,4.553,4.0,0.0,50.535929,-84.818469,4.553,15.0,22.5,67.0,73.5,88.0,15.5,56.5,2023,3,20,22,2.75,327.0
79,6,2023-03-20 22:43:20,87.60000000000002,0.0,,4.0,245.8,87.60000000000002,4.441,4.0,1.04,50.5358849,-84.8184265,4.441,14.0,24.5,64.0,81.5,138.0,18.5,64.5,2023,3,20,22,2.75,327.0
81,6,2023-03-20 22:43:21,87.60000000000002,1.0,,4.0,250.98,87.60000000000002,4.755,4.0,1.49,50.5358353,-84.8183934,4.755,14.0,26.0,61.0,88.0,231.0,21.5,75.0,2023,3,20,22,2.75,327.0
81,7,2023-03-20 22:43:22,87.60000000000002,1.0,,4.0,256.14,87.60000000000002,4.966,4.0,1.51,50.5357865,-84.8183629,4.966,14.0,27.5,61.0,94.5,251.0,24.0,85.5,2023,3,20,22,2.75,327.0
86,7,2023-03-20 22:43:23,87.60000000000002,1.0,,4.0,261.49,87.60000000000002,5.327,4.0,1.37,50.5357347,-84.8183264,5.327,14.0,28.5,61.0,99.5,261.0,26.0,92.5,2023,3,20,22,2.75,327.0
87,7,2023-03-20 22:43:24,87.60000000000002,1.0,,4.0,267.32,87.60000000000002,5.607,4.0,0.28,50.5356747,-84.8182934,5.607,14.0,29.0,60.0,97.5,266.0,23.0,85.5,2023,3,20,22,2.75,327.0
85,7,2023-03-20 22:43:25,87.60000000000002,1.0,,4.0,273.37,87.60000000000002,5.937,4.0,0.0,50.5356168,-84.8182599,5.937,14.0,25.5,58.0,89.5,263.0,23.0,86.0,2023,3,20,22,2.75,327.0
84,8,2023-03-20 22:43:26,87.60000000000002,1.0,,4.0,280.0,87.60000000000002,6.136,4.0,0.0,50.5355525,-84.8182171,6.136,14.0,27.0,62.0,92.0,245.0,23.5,87.5,2023,3,20,22,2.75,327.0
87,8,2023-03-20 22:43:27,87.60000000000002,1.0,,4.0,286.73,87.60000000000002,6.201,4.0,0.0,50.5354872,-84.8181807,6.201,14.0,28.0,61.0,95.0,242.0,24.5,90.5,2023,3,20,22,2.75,327.0
89,8,2023-03-20 22:43:28,87.60000000000002,1.0,,4.0,293.96,87.60000000000002,6.668,4.0,0.0,50.5354163,-84.8181445,6.668,14.0,25.5,59.0,92.5,224.0,24.5,93.0,2023,3,20,22,2.75,327.0
90,8,2023-03-20 22:43:29,87.60000000000002,1.0,,4.0,301.51,87.60000000000002,6.894,4.0,0.0,50.5353381,-84.8181113,6.894,14.0,26.0,59.0,92.5,202.0,21.5,84.5,2023,3,20,22,2.75,327.0
90,8,2023-03-20 22:43:30,87.60000000000002,1.0,,4.0,309.03,87.60000000000002,6.882,4.0,0.0,50.535259,-84.818081,6.882,14.0,27.0,63.0,92.0,187.0,18.5,76.0,2023,3,20,22,2.75,327.0
91,9,2023-03-20 22:43:31,87.60000000000002,1.0,,4.0,316.12,87.60000000000002,6.666,4.0,0.0,50.5351873,-84.8180444,6.666,14.0,26.0,51.0,88.5,183.0,18.5,73.0,2023,3,20,22,2.75,327.0
90,9,2023-03-20 22:43:32,87.60000000000002,1.0,,4.0,323.09,87.60000000000002,6.69,4.0,0.0,50.5351188,-84.8180079,6.69,14.0,24.5,54.0,82.5,160.0,20.0,75.0,2023,3,20,22,2.75,327.0
91,9,2023-03-20 22:43:33,87.60000000000002,1.0,,4.0,330.08,87.60000000000002,6.751,4.0,0.0,50.5350488,-84.8179713,6.751,14.0,23.0,60.0,76.0,138.0,20.5,77.5,2023,3,20,22,2.75,327.0
91,9,2023-03-20 22:43:34,87.60000000000002,1.0,,4.0,337.12,87.60000000000002,6.891,4.0,0.0,50.5349759,-84.8179349,6.891,14.0,24.5,61.0,79.5,134.0,17.0,66.5,2023,3,20,22,2.75,327.0
92,9,2023-03-20 22:43:35,87.60000000000002,1.0,,4.0,344.34,87.60000000000002,6.965,4.0,0.0,50.534903,-84.8179015,6.965,14.0,24.0,63.0,78.5,134.0,15.5,64.0,2023,3,20,22,2.75,327.0
93,9,2023-03-20 22:43:36,87.60000000000002,1.0,,4.0,351.59,87.60000000000002,7.029,4.0,0.0,50.534829,-84.8178744,7.029,14.0,23.0,63.0,75.0,135.0,15.5,63.5,2023,3,20,22,2.75,327.0
94,9,2023-03-20 22:43:37,87.60000000000002,1.0,,4.0,359.38,87.60000000000002,7.373,4.0,0.0,50.5347475,-84.8178472,7.373,14.0,22.0,61.0,72.5,134.0,15.0,60.0,2023,3,20,22,2.75,327.0
93,10,2023-03-20 22:43:38,87.79999999999995,1.0,,4.0,367.54,87.79999999999995,7.721,4.0,0.0,50.5346612,-84.817817,7.721,14.0,20.5,62.0,69.5,140.0,14.5,56.0,2023,3,20,22,2.75,327.0
91,10,2023-03-20 22:43:39,87.79999999999995,1.0,,4.0,375.37,87.79999999999995,7.649,4.0,0.0,50.5345849,-84.8177773,7.649,14.0,26.0,70.0,90.0,172.0,16.5,66.5,2023,3,20,22,2.75,327.0
88,10,2023-03-20 22:43:40,87.79999999999995,1.0,,4.0,382.97,87.79999999999995,7.462,5.0,0.0,50.5345125,-84.8177291,7.462,14.0,32.0,56.0,97.0,186.0,17.0,70.0,2023,3,20,22,2.75,327.0
84,10,2023-03-20 22:43:41,87.79999999999995,1.0,,4.0,390.46,87.79999999999995,7.335,5.0,0.0,50.5344388,-84.81768,7.335,14.0,33.0,58.0,97.5,193.0,19.5,75.5,2023,3,20,22,2.75,327.0
83,10,2023-03-20 22:43:42,87.79999999999995,1.0,,4.0,397.66,87.79999999999995,7.264,5.0,0.0,50.534368,-84.8176408,7.264,14.0,29.0,62.0,96.0,213.0,24.0,85.0,2023,3,20,22,2.75,327.0
83,11,2023-03-20 22:43:43,87.79999999999995,1.0,,4.0,405.28,87.79999999999995,7.374,4.0,0.0,50.5342948,-84.8175951,7.374,14.0,26.5,61.0,91.0,208.0,24.0,85.0,2023,3,20,22,2.75,327.0
83,11,2023-03-20 22:43:44,87.79999999999995,1.0,,4.0,413.38,87.79999999999995,7.274,4.0,0.0,50.5342139,-84.8175492,7.274,14.0,26.5,65.0,90.0,205.0,22.0,79.0,2023,3,20,22,2.75,327.0
84,11,2023-03-20 22:43:45,88.0,1.0,,4.0,421.09,88.0,7.146,4.0,0.0,50.5341386,-84.8175041,7.146,14.0,26.5,61.0,89.5,206.0,20.0,72.5,2023,3,20,22,2.75,327.0
87,11,2023-03-20 22:43:46,88.0,1.0,,4.0,428.44,88.0,7.13,4.0,0.0,50.5340664,-84.817462,7.13,14.0,25.5,62.0,87.5,212.0,20.5,72.5,2023,3,20,22,2.75,327.0
89,11,2023-03-20 22:43:47,88.0,1.0,,4.0,435.7,88.0,6.883,4.0,0.0,50.533994,-84.8174258,6.883,14.0,23.5,63.0,84.0,204.0,23.5,78.5,2023,3,20,22,2.75,327.0
88,12,2023-03-20 22:43:48,88.20000000000005,1.0,,4.0,442.75,88.20000000000005,6.951,4.0,0.0,50.5339217,-84.8173925,6.951,14.0,21.0,60.0,77.0,199.0,24.5,80.5,2023,3,20,22,2.75,327.0
86,12,2023-03-20 22:43:49,88.20000000000005,1.0,,4.0,450.05,88.20000000000005,6.865,4.0,0.0,50.533845,-84.8173643,6.865,14.0,25.0,57.0,87.0,200.0,20.0,73.0,2023,3,20,22,2.75,327.0
85,12,2023-03-20 22:43:50,88.39999999999998,1.0,,4.0,457.17,88.39999999999998,6.875,4.0,0.0,50.5337716,-84.8173342,6.875,14.0,25.5,59.0,87.5,204.0,20.0,76.0,2023,3,20,22,2.75,327.0
84,12,2023-03-20 22:43:51,88.60000000000002,1.0,,4.0,464.14,88.60000000000002,6.927,4.0,0.0,50.5337041,-84.8172982,6.927,14.0,25.0,61.0,86.5,215.0,21.0,80.0,2023,3,20,22,2.75,327.0
85,12,2023-03-20 22:43:52,88.60000000000002,1.0,,4.0,470.88,88.60000000000002,6.921,4.0,0.0,50.5336393,-84.8172564,6.921,14.0,26.0,60.0,88.5,227.0,21.5,80.5,2023,3,20,22,2.75,327.0
88,13,2023-03-20 22:43:53,88.79999999999995,1.0,,4.0,477.39,88.79999999999995,6.82,4.0,0.0,50.5335789,-84.8172057,6.82,14.0,27.0,59.0,88.5,224.0,23.0,81.5,2023,3,20,22,2.75,327.0
89,13,2023-03-20 22:43:54,89.0,1.0,,4.0,492.89,89.0,6.981,5.0,0.0,50.5336116,-84.817065,6.981,14.0,25.0,58.0,84.0,221.0,19.5,73.5,2023,3,20,22,2.75,327.0
88,13,2023-03-20 22:43:55,89.20000000000005,1.0,,4.0,523.37,89.20000000000005,6.962,6.0,0.0,50.5337901,-84.8167854,6.962,13.0,26.0,62.0,88.5,214.0,20.0,73.0,2023,3,20,22,2.75,327.0
88,13,2023-03-20 22:43:56,89.39999999999998,1.0,,4.0,531.13,89.39999999999998,6.891,5.0,0.0,50.5337082,-84.8167792,6.891,13.0,27.0,61.0,92.5,247.0,23.0,76.5,2023,3,20,22,2.75,327.0
88,14,2023-03-20 22:43:57,89.60000000000002,1.0,,4.0,537.33,89.60000000000002,6.673,5.0,1.53,50.533646,-84.8167428,6.673,13.0,26.5,59.0,93.0,247.0,26.0,80.0,2023,3,20,22,2.75,327.0
86,14,2023-03-20 22:43:58,89.79999999999995,1.0,,4.0,542.91,89.79999999999995,6.507,5.0,2.1,50.5335939,-84.8167029,6.507,13.0,28.0,60.0,95.5,238.0,26.0,80.0,2023,3,20,22,2.75,327.0
84,14,2023-03-20 22:43:59,89.79999999999995,2.0,,4.0,549.38,89.79999999999995,6.41,4.0,2.13,50.5335306,-84.8166669,6.41,13.0,27.5,58.0,91.0,216.0,23.5,83.0,2023,3,20,22,2.75,327.0
82,14,2023-03-20 22:44:00,90.0,2.0,,4.0,556.49,90.0,6.214,4.0,2.18,50.5334564,-84.8166457,6.214,13.0,27.5,59.0,90.0,187.0,21.5,80.5,2023,3,20,22,2.75,327.0
80,14,2023-03-20 22:44:01,90.60000000000002,2.0,,4.0,562.73,90.60000000000002,6.149,4.0,2.42,50.533394,-84.8166152,6.149,13.0,28.0,62.0,91.0,182.0,20.0,75.5,2023,3,20,22,2.75,327.0
79,15,2023-03-20 22:44:02,90.79999999999995,2.0,,4.0,569.21,90.79999999999995,6.147,4.0,2.78,50.5333302,-84.8165787,6.147,13.0,28.0,63.0,92.0,193.0,19.5,74.0,2023,3,20,22,2.75,327.0
78,15,2023-03-20 22:44:03,91.0,3.0,,4.0,575.17,91.0,6.144,4.0,3.01,50.5332719,-84.8165451,6.144,13.0,29.5,61.0,94.5,205.0,23.0,86.0,2023,3,20,22,2.75,327.0
78,15,2023-03-20 22:44:04,91.20000000000005,3.0,,4.0,581.64,91.20000000000005,6.149,4.0,3.03,50.5332051,-84.816521,6.149,13.0,28.0,58.0,93.0,208.0,23.5,85.5,2023,3,20,22,2.75,327.0
77,15,2023-03-20 22:44:05,91.39999999999998,3.0,,4.0,588.28,91.39999999999998,6.101,4.0,3.1,50.5331369,-84.8164965,6.101,13.0,28.0,58.0,94.5,208.0,23.5,85.5,2023,3,20,22,2.75,327.0
77,15,2023-03-20 22:44:06,91.60000000000002,3.0,,4.0,593.87,91.60000000000002,6.006,4.0,3.12,50.5330794,-84.8164633,6.006,13.0,28.0,59.0,95.5,214.0,24.0,88.5,2023,3,20,22,2.75,327.0
76,16,2023-03-20 22:44:07,91.79999999999995,3.0,,4.0,599.87,91.79999999999995,5.955,3.0,3.16,50.5330196,-84.8164358,5.955,13.0,28.5,60.0,94.5,213.0,25.0,92.0,2023,3,20,22,2.75,327.0
76,16,2023-03-20 22:44:08,92.0,4.0,,4.0,606.4,92.0,5.956,3.0,3.14,50.5329528,-84.8164084,5.956,13.0,28.0,60.0,93.5,209.0,25.0,87.0,2023,3,20,22,2.75,327.0
75,16,2023-03-20 22:44:09,92.0,4.0,,4.0,613.78,92.0,5.895,3.0,2.91,50.5328763,-84.8163844,5.895,13.0,29.0,60.0,96.0,204.0,26.0,86.0,2023,3,20,22,2.75,327.0
74,16,2023-03-20 22:44:10,92.0,4.0,,4.0,622.1,92.0,5.761,3.0,2.63,50.5327877,-84.8163662,5.761,13.0,29.0,60.0,97.0,194.0,24.0,83.5,2023,3,20,22,2.75,327.0
73,16,2023-03-20 22:44:11,92.20000000000005,4.0,,4.0,628.45,92.20000000000005,5.602,3.0,2.49,50.5327226,-84.8163448,5.602,13.0,28.5,61.0,95.5,179.0,22.5,82.0,2023,3,20,22,2.75,327.0
71,17,2023-03-20 22:44:12,92.20000000000005,4.0,,4.0,634.48,92.20000000000005,5.499,3.0,2.43,50.5326618,-84.8163175,5.499,13.0,28.0,61.0,92.5,176.0,22.5,82.0,2023,3,20,22,2.75,327.0
70,17,2023-03-20 22:44:13,92.39999999999998,4.0,,4.0,640.44,92.39999999999998,5.434,3.0,2.35,50.5325998,-84.8162903,5.434,13.0,28.5,62.0,93.5,173.0,21.5,81.0,2023,3,20,22,2.75,327.0
68,17,2023-03-20 22:44:14,92.60000000000002,4.0,,4.0,646.2,92.60000000000002,5.295,3.0,2.16,50.5325406,-84.8162629,5.295,13.0,25.5,62.0,82.5,161.0,22.5,82.0,2023,3,20,22,2.75,327.0
66,17,2023-03-20 22:44:15,92.79999999999995,5.0,,4.0,651.66,92.79999999999995,5.011,2.0,2.11,50.5324832,-84.8162389,5.011,13.0,22.5,64.0,72.5,84.0,20.0,74.5,2023,3,20,22,2.75,327.0
63,17,2023-03-20 22:44:16,92.79999999999995,5.0,,4.0,656.72,92.79999999999995,4.938,2.0,2.03,50.5324324,-84.8162179,4.938,13.0,20.0,68.0,68.0,67.0,14.5,57.0,2023,3,20,22,2.75,327.0
61,17,2023-03-20 22:44:17,92.79999999999995,5.0,,4.0,661.49,92.79999999999995,4.884,2.0,1.99,50.5323856,-84.8161937,4.884,13.0,17.5,69.0,63.0,65.0,9.0,40.0,2023,3,20,22,2.75,327.0
59,17,2023-03-20 22:44:18,92.79999999999995,5.0,,4.0,666.07,92.79999999999995,4.652,2.0,1.94,50.5323367,-84.8161723,4.652,13.0,18.0,63.0,62.5,68.0,12.0,47.5,2023,3,20,22,2.75,327.0
60,17,2023-03-20 22:44:19,93.0,5.0,,4.0,670.53,93.0,4.529,2.0,1.79,50.5322919,-84.8161454,4.529,13.0,18.0,65.0,62.5,69.0,14.5,54.5,2023,3,20,22,2.75,327.0
63,17,2023-03-20 22:44:20,93.0,5.0,,4.0,674.97,93.0,4.48,2.0,1.64,50.532248,-84.8161211,4.48,13.0,18.5,61.0,62.0,82.0,17.5,62.0,2023,3,20,22,2.75,327.0
63,17,2023-03-20 22:44:21,93.0,5.0,,4.0,679.26,93.0,4.328,2.0,0.39,50.5322066,-84.8161027,4.328,13.0,19.0,60.0,63.5,88.0,19.5,67.5,2023,3,20,22,2.75,327.0
60,17,2023-03-20 22:44:22,93.0,5.0,,4.0,683.52,93.0,4.245,2.0,0.69,50.5321642,-84.8160815,4.245,13.0,20.5,63.0,69.5,96.0,19.0,67.0,2023,3,20,22,2.75,327.0
60,18,2023-03-20 22:44:23,93.20000000000005,5.0,,4.0,687.57,93.20000000000005,4.112,2.0,0.8,50.5321217,-84.8160572,4.112,13.0,22.5,60.0,75.5,101.0,18.5,66.5,2023,3,20,22,2.75,327.0
59,18,2023-03-20 22:44:24,93.20000000000005,6.0,,4.0,691.48,93.20000000000005,3.969,2.0,0.74,50.532084,-84.8160391,3.969,13.0,24.0,61.0,81.5,104.0,18.0,66.0,2023,3,20,22,2.75,327.0
58,18,2023-03-20 22:44:25,93.20000000000005,6.0,,4.0,695.68,93.20000000000005,4.137,2.0,0.86,50.5320412,-84.8160207,4.137,13.0,26.0,62.0,87.5,122.0,17.5,65.5,2023,3,20,22,2.75,327.0
61,18,2023-03-20 22:44:26,93.39999999999998,6.0,,4.0,699.95,93.39999999999998,4.241,2.0,1.05,50.531997,-84.8159994,4.241,13.0,27.5,62.0,91.0,154.0,17.0,65.5,2023,3,20,22,2.75,327.0
63,18,2023-03-20 22:44:27,93.60000000000002,6.0,,4.0,704.39,93.60000000000002,4.353,2.0,1.29,50.5319538,-84.8159717,4.353,13.0,26.5,60.0,86.5,161.0,20.0,73.0,2023,3,20,22,2.75,327.0
65,18,2023-03-20 22:44:28,93.60000000000002,6.0,,4.0,709.16,93.60000000000002,4.677,2.0,1.68,50.5319085,-84.8159413,4.677,13.0,25.5,50.0,82.5,175.0,23.0,80.5,2023,3,20,22,2.75,327.0
69,19,2023-03-20 22:44:29,93.79999999999995,6.0,,4.0,714.32,93.79999999999995,5.096,2.0,1.96,50.5318598,-84.8159049,5.096,13.0,26.0,53.0,86.0,195.0,26.5,87.5,2023,3,20,22,2.75,327.0
74,19,2023-03-20 22:44:30,93.60000000000002,6.0,,4.0,719.72,93.60000000000002,5.453,2.0,2.23,50.5318069,-84.8158686,5.453,13.0,27.5,55.0,91.5,277.0,30.0,93.5,2023,3,20,22,2.75,327.0
76,19,2023-03-20 22:44:31,93.39999999999998,6.0,,4.0,725.22,93.39999999999998,5.514,2.0,0.57,50.5317549,-84.8158351,5.514,13.0,29.0,58.0,97.5,273.0,33.5,100.0,2023,3,20,22,2.75,327.0
78,19,2023-03-20 22:44:32,93.39999999999998,6.0,,4.0,730.86,93.39999999999998,5.665,2.0,0.0,50.5317,-84.8158045,5.665,13.0,27.5,60.0,95.5,269.0,30.0,95.0,2023,3,20,22,2.75,327.0
80,20,2023-03-20 22:44:33,93.39999999999998,6.0,,4.0,736.58,93.39999999999998,5.804,2.0,0.0,50.5316439,-84.8157681,5.804,13.0,26.0,59.0,93.0,261.0,26.0,90.0,2023,3,20,22,2.75,327.0
82,20,2023-03-20 22:44:34,93.0,6.0,,4.0,742.46,93.0,5.913,2.0,0.0,50.5315849,-84.815735,5.913,13.0,25.5,59.0,90.0,258.0,24.0,87.5,2023,3,20,22,2.75,327.0
