distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,battery_soc,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
0.0,9.462,3,50.5307136,-84.8152622,9.462,2023-05-25 22:10:38,,,,,,,,,,,,,,,,2023,5,25,22,3.19,212.0
8.26,9.415,3,50.5306294,-84.815223,9.415,2023-05-25 22:10:39,81.0,0.0,23.0,58.0,80.0,176.0,24.5,89.5,,,,,,,,2023,5,25,22,3.19,212.0
16.53,9.368,3,50.5305453,-84.8151839,9.368,2023-05-25 22:10:40,81.0,0.0,19.5,54.0,70.5,164.0,23.0,79.0,82.0,,,,,,,2023,5,25,22,3.19,212.0
28.32,9.51,3,50.5304239,-84.8151284,9.51,2023-05-25 22:10:41,81.0,0.0,18.0,53.0,65.0,152.0,20.5,70.0,,,,,,,,2023,5,25,22,3.19,212.0
37.98,9.346,3,50.5303267,-84.8150822,9.346,2023-05-25 22:10:42,81.0,0.0,20.0,54.0,66.0,147.0,17.0,66.5,,18.0,,,,,,2023,5,25,22,3.19,212.0
47.45,9.343,2,50.5302273,-84.8150456,9.343,2023-05-25 22:10:43,81.0,0.0,20.0,55.0,69.5,146.0,21.5,76.0,,18.0,,,,,,2023,5,25,22,3.19,212.0
56.89,9.375,2,50.530135,-84.8149915,9.375,2023-05-25 22:10:44,81.0,0.0,21.0,57.0,76.5,153.0,18.5,66.5,,18.0,-4.199999999999989,-4.199999999999989,,,,2023,5,25,22,3.19,212.0
65.87,9.212,2,50.5300439,-84.8149455,9.212,2023-05-25 22:10:45,81.0,0.0,21.0,55.0,76.0,157.0,17.0,63.0,,18.0,-4.199999999999989,-4.199999999999989,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
74.88,9.17,2,50.5299541,-84.8149006,9.17,2023-05-25 22:10:46,81.0,0.0,21.0,53.0,74.0,153.0,17.5,66.0,,18.0,-4.199999999999989,-4.199999999999989,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
84.04,9.197,2,50.5298628,-84.814855,9.197,2023-05-25 22:10:47,80.0,1.0,22.5,51.0,79.5,154.0,18.0,67.0,,18.0,-4.0,-4.0,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
92.63,9.189,2,50.5297764,-84.8148117,9.189,2023-05-25 22:10:48,80.0,1.0,24.5,50.0,84.5,157.0,18.0,68.0,,18.0,-4.199999999999989,-4.199999999999989,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
102.32,9.275,2,50.5296782,-84.8147648,9.275,2023-05-25 22:10:49,80.0,1.0,25.0,60.0,86.0,165.0,19.0,72.5,,18.0,-4.199999999999989,-4.199999999999989,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
112.03,9.316,2,50.5295768,-84.8147185,9.316,2023-05-25 22:10:50,80.0,1.0,24.0,58.0,82.5,170.0,19.5,74.0,,18.0,-4.199999999999989,-4.199999999999989,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
121.68,9.347,2,50.5294796,-84.8146724,9.347,2023-05-25 22:10:51,81.0,1.0,22.5,58.0,79.0,182.0,19.5,74.0,,18.0,-4.199999999999989,-4.199999999999989,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
130.47,9.344,2,50.5293909,-84.8146281,9.344,2023-05-25 22:10:52,81.0,1.0,23.0,59.0,80.5,183.0,20.0,75.5,,18.0,-4.0,-4.0,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
139.83,9.432,2,50.529296,-84.8145828,9.432,2023-05-25 22:10:53,82.0,2.0,23.5,60.0,82.0,184.0,21.0,77.0,,18.0,-4.199999999999989,-4.199999999999989,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
148.86,9.341,2,50.5292059,-84.8145379,9.341,2023-05-25 22:10:54,82.0,2.0,23.5,59.0,82.0,183.0,21.0,77.5,,18.0,-4.199999999999989,-4.199999999999989,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
157.89,9.418,2,50.5291164,-84.8144824,9.418,2023-05-25 22:10:55,82.0,2.0,23.0,57.0,81.0,179.0,20.0,76.0,,18.0,-4.199999999999989,-4.199999999999989,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
166.97,9.399,2,50.5290263,-84.8144282,9.399,2023-05-25 22:10:56,82.0,2.0,22.5,55.0,80.0,177.0,19.0,75.5,,18.0,-4.399999999999977,-4.399999999999977,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
175.96,9.415,2,50.5289393,-84.814382,9.415,2023-05-25 22:10:57,82.0,2.0,21.5,53.0,79.5,179.0,21.0,80.0,,18.0,-4.399999999999977,-4.399999999999977,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
184.67,9.43,2,50.5288542,-84.8143288,9.43,2023-05-25 22:10:58,82.0,3.0,22.0,57.0,80.0,197.0,23.5,86.0,,18.0,-4.399999999999977,-4.399999999999977,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
194.2,9.457,2,50.5287571,-84.8142815,9.457,2023-05-25 22:10:59,82.0,3.0,22.5,56.0,81.5,205.0,24.5,89.0,,18.0,-4.600000000000023,-4.600000000000023,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
203.2,9.445,2,50.5286685,-84.8142373,9.445,2023-05-25 22:11:00,82.0,3.0,23.0,53.0,81.5,202.0,23.5,86.5,,18.0,-4.600000000000023,-4.600000000000023,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
212.63,9.459,2,50.5285731,-84.8141917,9.459,2023-05-25 22:11:01,82.0,3.0,21.5,52.0,77.5,186.0,21.5,80.0,,18.0,-4.600000000000023,-4.600000000000023,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
222.47,9.482,2,50.5284707,-84.814145,9.482,2023-05-25 22:11:02,82.0,3.0,20.5,53.0,74.5,174.0,20.5,78.5,,18.0,-4.800000000000011,-4.800000000000011,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
231.66,9.561,2,50.5283801,-84.8140999,9.561,2023-05-25 22:11:03,81.0,4.0,20.0,52.0,71.0,167.0,21.5,77.0,,18.0,-4.800000000000011,-4.800000000000011,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
241.08,9.39,2,50.5282848,-84.8140544,9.39,2023-05-25 22:11:04,81.0,4.0,21.0,52.0,73.0,173.0,22.5,79.0,,18.0,-4.800000000000011,-4.800000000000011,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
250.1,9.222,2,50.5281917,-84.8140101,9.222,2023-05-25 22:11:05,81.0,4.0,22.5,51.0,77.0,177.0,23.5,82.5,,18.0,-4.800000000000011,-4.800000000000011,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
259.5,9.324,2,50.5280989,-84.8139639,9.324,2023-05-25 22:11:06,81.0,4.0,23.0,52.0,80.0,170.0,24.0,84.5,,18.0,-4.800000000000011,-4.800000000000011,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
268.9,9.354,2,50.5280044,-84.8139104,9.354,2023-05-25 22:11:07,81.0,4.0,20.0,53.0,71.5,157.0,19.5,72.5,,18.0,-5.0,-5.0,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
278.37,9.369,2,50.5279072,-84.8138633,9.369,2023-05-25 22:11:08,81.0,4.0,18.5,56.0,66.5,130.0,18.0,64.0,,18.0,-5.0,-5.0,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
287.9,9.404,2,50.5278101,-84.8138171,9.404,2023-05-25 22:11:09,82.0,4.0,17.5,56.0,63.5,122.0,17.0,61.5,,18.0,-5.199999999999989,-5.199999999999989,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
297.26,9.496,2,50.5277161,-84.8137808,9.496,2023-05-25 22:11:10,82.0,5.0,17.5,55.0,62.5,114.0,16.0,61.0,,18.0,-5.399999999999977,-5.399999999999977,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
306.28,9.291,2,50.5276256,-84.8137364,9.291,2023-05-25 22:11:11,83.0,5.0,17.0,55.0,61.5,107.0,15.5,58.0,,18.0,-5.600000000000023,-5.600000000000023,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
315.49,9.476,2,50.5275308,-84.813691,9.476,2023-05-25 22:11:12,61.0,5.0,17.0,55.0,61.0,99.0,15.0,55.0,,18.0,-5.600000000000023,-5.600000000000023,0.0,0.0,0.0,2023,5,25,22,3.19,212.0
325.08,9.505,2,50.5274339,-84.8136364,9.505,2023-05-25 22:11:13,43.0,5.0,8.5,16.0,67.0,63.0,13.0,50.5,,18.0,-5.800000000000011,-5.800000000000011,0.0,0.0,-0.22,2023,5,25,22,3.19,212.0
334.17,8.788,2,50.5273441,-84.813591,8.788,2023-05-25 22:11:14,36.0,5.0,4.0,24.0,76.5,47.0,13.5,50.5,,18.0,-5.800000000000011,-5.800000000000011,0.0,0.0,-1.08,2023,5,25,22,3.19,212.0
342.76,8.378,2,50.5272644,-84.8135278,8.378,2023-05-25 22:11:15,30.0,5.0,15.0,62.0,85.5,31.0,16.5,60.0,,18.0,-5.800000000000011,-5.800000000000011,0.0,0.0,-1.17,2023,5,25,22,3.19,212.0
351.65,8.845,2,50.5271832,-84.813456,8.845,2023-05-25 22:11:16,59.0,5.0,26.0,90.0,95.0,60.0,20.0,69.5,,18.0,-6.0,-6.0,0.0,0.0,-1.15,2023,5,25,22,3.19,212.0
360.81,9.16,2,50.5270972,-84.8133917,9.16,2023-05-25 22:11:17,79.0,5.0,29.0,58.0,97.5,135.0,20.5,70.5,,18.0,-6.0,-6.0,0.0,0.0,-1.11,2023,5,25,22,3.19,212.0
370.49,9.555,2,50.5270011,-84.8133443,9.555,2023-05-25 22:11:18,81.0,5.0,29.0,55.0,97.0,273.0,21.0,74.0,,18.0,-6.199999999999989,-6.199999999999989,0.0,0.0,-1.08,2023,5,25,22,3.19,212.0
380.36,9.888,2,50.5269042,-84.8132895,9.888,2023-05-25 22:11:19,84.0,6.0,28.0,56.0,95.0,268.0,22.0,79.0,,18.0,-6.399999999999977,-6.399999999999977,0.0,0.0,-1.03,2023,5,25,22,3.19,212.0
390.61,10.594,2,50.5267955,-84.8132435,10.594,2023-05-25 22:11:20,86.0,6.0,27.0,52.0,93.0,269.0,22.5,84.5,,18.0,-6.600000000000023,-6.600000000000023,0.0,1.0,-1.05,2023,5,25,22,3.19,212.0
400.99,10.614,2,50.5266916,-84.8131984,10.614,2023-05-25 22:11:21,89.0,6.0,26.0,42.0,91.0,272.0,23.5,90.0,,18.0,-6.800000000000011,-6.800000000000011,0.0,1.0,-1.1,2023,5,25,22,3.19,212.0
411.61,10.353,2,50.5265824,-84.8131529,10.353,2023-05-25 22:11:22,75.0,6.0,23.5,32.0,85.5,264.0,24.0,90.5,,18.0,-7.0,-7.0,0.0,1.0,-1.18,2023,5,25,22,3.19,212.0
421.88,9.947,2,50.526482,-84.8130988,9.947,2023-05-25 22:11:23,51.0,7.0,30.0,22.0,88.0,250.0,21.5,82.5,,18.0,-7.199999999999989,-7.199999999999989,0.0,1.0,-1.29,2023,5,25,22,3.19,212.0
431.65,9.354,2,50.5263823,-84.813053,9.354,2023-05-25 22:11:24,51.0,7.0,31.0,61.0,86.0,150.0,19.5,75.0,,18.0,-7.399999999999977,-7.399999999999977,0.0,1.0,-1.38,2023,5,25,22,3.19,212.0
441.13,9.51,2,50.526284,-84.8130083,9.51,2023-05-25 22:11:25,78.0,7.0,19.0,94.0,70.5,124.0,17.0,74.5,,18.0,-7.600000000000023,-7.600000000000023,0.0,1.0,-1.5,2023,5,25,22,3.19,212.0
450.49,9.013,2,50.5261909,-84.8129536,9.013,2023-05-25 22:11:26,71.0,7.0,18.5,80.0,62.5,115.0,2.0,70.0,,18.0,-7.600000000000023,-7.600000000000023,0.0,2.0,-1.56,2023,5,25,22,3.19,212.0
458.67,7.662,2,50.5261121,-84.8129072,7.662,2023-05-25 22:11:27,46.0,7.0,22.0,66.0,68.0,115.0,3.5,65.5,,18.0,-7.800000000000011,-7.800000000000011,0.0,2.0,-1.59,2023,5,25,22,3.19,212.0
465.85,6.522,2,50.5260345,-84.812896,6.522,2023-05-25 22:11:28,21.0,7.0,26.5,51.0,75.0,115.0,7.0,61.5,,18.0,-7.800000000000011,-7.800000000000011,0.0,2.0,-1.59,2023,5,25,22,3.19,212.0
471.32,5.46,2,50.5259762,-84.8128872,5.46,2023-05-25 22:11:29,0.0,7.0,30.5,24.0,82.5,0.0,11.0,57.0,,18.0,-7.800000000000011,-7.800000000000011,0.0,2.0,-1.54,2023,5,25,22,3.19,212.0
477.21,5.791,2,50.5259114,-84.8128779,5.791,2023-05-25 22:11:30,18.0,7.0,,,,2.0,,,,18.0,-7.800000000000011,-7.800000000000011,0.0,2.0,-1.4,2023,5,25,22,3.19,212.0
482.9,5.314,2,50.5258556,-84.8128514,5.314,2023-05-25 22:11:31,11.0,7.0,,,,4.0,,,,18.0,-7.800000000000011,-7.800000000000011,0.0,2.0,-0.97,2023,5,25,22,3.19,212.0
487.54,4.191,2,50.5258099,-84.8128328,4.191,2023-05-25 22:11:32,5.0,7.0,,,,6.0,,,,18.0,-7.600000000000023,-7.600000000000023,0.0,2.0,0.0,2023,5,25,22,3.19,212.0
490.6,2.986,3,50.5257903,-84.8127974,2.986,2023-05-25 22:11:33,0.0,7.0,,,,0.0,,,,18.0,-7.600000000000023,-7.600000000000023,0.0,2.0,0.0,2023,5,25,22,3.19,212.0
493.38,1.824,3,50.5257635,-84.8127782,1.824,2023-05-25 22:11:34,0.0,7.0,,,,0.0,,,,18.0,-7.399999999999977,-7.399999999999977,0.0,2.0,0.0,2023,5,25,22,3.19,212.0
496.15,1.256,3,50.5257319,-84.8127772,1.256,2023-05-25 22:11:35,0.0,7.0,,,,0.0,,,,18.0,-7.199999999999989,-7.199999999999989,0.0,2.0,0.18,2023,5,25,22,3.19,212.0
496.31,2.005,1,50.5257028,-84.8127681,2.005,2023-05-25 22:11:57,20.0,7.0,18.5,53.0,99.0,33.0,0.0,0.0,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
503.84,2.958,2,50.5256294,-84.812725,2.958,2023-05-25 22:11:58,27.0,7.0,21.5,56.0,99.0,66.0,0.0,0.0,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
507.64,3.78,2,50.5255908,-84.8127053,3.78,2023-05-25 22:11:59,35.0,7.0,24.0,58.0,98.5,100.0,0.0,0.0,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
511.38,4.035,2,50.5255535,-84.8126807,4.035,2023-05-25 22:12:00,46.0,7.0,27.0,61.0,98.5,203.0,0.0,0.0,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
515.64,4.088,2,50.5255138,-84.81266,4.088,2023-05-25 22:12:01,59.0,8.0,28.0,58.0,98.0,268.0,5.0,18.0,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
517.41,2.252,2,50.5254945,-84.8126503,2.252,2023-05-25 22:12:02,65.0,8.0,28.0,56.0,97.5,311.0,12.0,43.5,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
520.25,2.752,2,50.5254677,-84.812624,2.752,2023-05-25 22:12:03,70.0,8.0,28.0,54.0,97.0,310.0,19.5,69.5,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
523.8,3.31,2,50.5254364,-84.812597,3.31,2023-05-25 22:12:04,72.0,9.0,28.0,55.0,96.5,274.0,26.5,95.0,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
527.5,3.534,2,50.5254086,-84.8125609,3.534,2023-05-25 22:12:05,74.0,9.0,28.5,56.0,95.5,258.0,27.0,96.0,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,-0.03,2023,5,25,22,3.19,212.0
531.19,3.541,2,50.5253769,-84.812533,3.541,2023-05-25 22:12:06,77.0,9.0,28.5,58.0,95.5,251.0,26.5,94.5,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,-0.18,2023,5,25,22,3.19,212.0
536.67,4.316,3,50.5253189,-84.8125055,4.316,2023-05-25 22:12:07,78.0,9.0,28.5,58.0,95.0,252.0,25.5,93.0,,18.0,-6.800000000000011,-6.800000000000011,1.0,2.0,-0.25,2023,5,25,22,3.19,212.0
542.4,4.963,3,50.525265,-84.8124787,4.963,2023-05-25 22:12:08,80.0,10.0,28.0,58.0,95.0,254.0,24.5,91.0,,18.0,-6.800000000000011,-6.800000000000011,1.0,2.0,-0.31,2023,5,25,22,3.19,212.0
548.13,5.186,3,50.5252053,-84.8124424,5.186,2023-05-25 22:12:09,81.0,10.0,28.0,57.0,94.5,257.0,24.0,89.5,,18.0,-6.800000000000011,-6.800000000000011,1.0,2.0,-0.3,2023,5,25,22,3.19,212.0
554.44,5.585,3,50.5251465,-84.8123976,5.585,2023-05-25 22:12:10,83.0,10.0,25.0,55.0,87.0,238.0,23.0,86.0,,18.0,-6.800000000000011,-6.800000000000011,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
562.17,5.884,3,50.5250747,-84.8123522,5.884,2023-05-25 22:12:11,83.0,10.0,22.0,55.0,79.5,222.0,22.5,82.0,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
568.92,6.888,3,50.5250083,-84.8123082,6.888,2023-05-25 22:12:12,82.0,11.0,21.0,55.0,74.5,210.0,21.5,77.5,,18.0,-6.600000000000023,-6.600000000000023,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
576.13,7.024,3,50.5249378,-84.8122697,7.024,2023-05-25 22:12:13,81.0,11.0,19.5,54.0,70.0,195.0,20.5,73.0,,18.0,-6.399999999999977,-6.399999999999977,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
584.43,8.085,3,50.5248466,-84.8122509,8.085,2023-05-25 22:12:14,77.0,11.0,18.5,55.0,65.5,146.0,19.5,69.0,,18.0,-6.199999999999989,-6.199999999999989,1.0,2.0,0.0,2023,5,25,22,3.19,212.0
592.0,7.571,3,50.5247699,-84.8122237,7.571,2023-05-25 22:12:15,76.0,11.0,18.0,57.0,64.0,106.0,17.5,63.5,,18.0,-6.0,-6.0,1.0,2.0,0.23,2023,5,25,22,3.19,212.0
598.34,6.651,3,50.524706,-84.8121881,6.651,2023-05-25 22:12:16,75.0,11.0,18.5,57.0,64.5,99.0,16.0,58.0,,18.0,-6.0,-6.0,1.0,2.0,1.23,2023,5,25,22,3.19,212.0
604.72,6.462,3,50.5246382,-84.8121603,6.462,2023-05-25 22:12:17,47.0,11.0,18.5,55.0,65.5,88.0,14.0,53.5,,18.0,-6.0,-6.0,2.0,2.0,1.4,2023,5,25,22,3.19,212.0
610.83,6.239,3,50.5245748,-84.8121416,6.239,2023-05-25 22:12:18,66.0,11.0,19.0,51.0,70.0,65.0,11.5,52.0,,18.0,-6.0,-6.0,2.0,2.0,1.45,2023,5,25,22,3.19,212.0
616.64,5.809,3,50.524518,-84.8121143,5.809,2023-05-25 22:12:19,56.0,11.0,18.5,39.0,63.5,62.0,12.5,53.0,,18.0,-5.800000000000011,-5.800000000000011,2.0,2.0,1.38,2023,5,25,22,3.19,212.0
621.69,5.275,3,50.5244636,-84.8120957,5.275,2023-05-25 22:12:20,45.0,11.0,18.0,27.0,57.0,56.0,13.5,54.5,,18.0,-5.800000000000011,-5.800000000000011,2.0,2.0,1.26,2023,5,25,22,3.19,212.0
627.28,5.5,3,50.5244089,-84.8120689,5.5,2023-05-25 22:12:21,33.0,11.0,18.0,35.0,50.0,48.0,14.5,56.0,,18.0,-5.800000000000011,-5.800000000000011,2.0,2.0,1.11,2023,5,25,22,3.19,212.0
632.47,5.286,3,50.5243502,-84.8120673,5.286,2023-05-25 22:12:22,21.0,11.0,18.0,50.0,47.0,39.0,16.5,59.0,,18.0,-5.600000000000023,-5.600000000000023,2.0,2.0,0.95,2023,5,25,22,3.19,212.0
638.34,5.725,3,50.5242907,-84.8120845,5.725,2023-05-25 22:12:23,9.0,11.0,21.5,65.0,57.0,30.0,21.0,67.0,,18.0,-5.600000000000023,-5.600000000000023,2.0,2.0,0.87,2023,5,25,22,3.19,212.0
638.66,0.338,3,50.5242403,-84.812094,0.338,2023-05-25 22:12:24,3.0,11.0,24.5,81.0,67.0,0.0,26.0,75.5,,18.0,-5.600000000000023,-5.600000000000023,2.0,2.0,0.87,2023,5,25,22,3.19,212.0
641.5,3.313,3,50.5242115,-84.8120687,3.313,2023-05-25 22:12:25,16.0,11.0,28.0,96.0,77.0,11.0,30.5,84.0,,18.0,-5.600000000000023,-5.600000000000023,2.0,2.0,0.7,2023,5,25,22,3.19,212.0
645.19,3.662,3,50.5241761,-84.8120418,3.662,2023-05-25 22:12:26,36.0,11.0,31.0,68.0,87.0,50.0,35.5,92.5,,18.0,-5.600000000000023,-5.600000000000023,2.0,2.0,0.0,2023,5,25,22,3.19,212.0
649.39,4.054,3,50.5241349,-84.8120227,4.054,2023-05-25 22:12:27,45.0,12.0,33.0,45.0,94.5,76.0,38.0,98.5,,18.0,-5.600000000000023,-5.600000000000023,2.0,2.0,0.0,2023,5,25,22,3.19,212.0
653.43,4.047,3,50.5240986,-84.8119876,4.047,2023-05-25 22:12:28,50.0,12.0,31.5,48.0,95.5,98.0,35.0,96.5,,18.0,-5.600000000000023,-5.600000000000023,2.0,2.0,0.0,2023,5,25,22,3.19,212.0
657.16,3.808,3,50.5240662,-84.8119596,3.808,2023-05-25 22:12:29,59.0,12.0,30.5,50.0,96.5,201.0,31.5,94.5,,18.0,-5.600000000000023,-5.600000000000023,2.0,2.0,0.0,2023,5,25,22,3.19,212.0
660.87,3.739,3,50.5240301,-84.8119409,3.739,2023-05-25 22:12:30,72.0,12.0,30.0,53.0,96.5,235.0,29.5,93.5,,18.0,-5.399999999999977,-5.399999999999977,2.0,2.0,0.0,2023,5,25,22,3.19,212.0
664.78,3.861,3,50.5239893,-84.8119226,3.861,2023-05-25 22:12:31,84.0,12.0,30.0,57.0,94.5,260.0,29.5,94.5,,18.0,-5.399999999999977,-5.399999999999977,2.0,2.0,0.11,2023,5,25,22,3.19,212.0
668.88,4.039,3,50.5239526,-84.8118958,4.039,2023-05-25 22:12:32,79.0,13.0,27.5,58.0,90.0,257.0,28.5,96.0,,18.0,-5.199999999999989,-5.199999999999989,3.0,2.0,0.69,2023,5,25,22,3.19,212.0
673.26,4.293,3,50.5239076,-84.8118685,4.293,2023-05-25 22:12:33,78.0,13.0,25.0,55.0,85.0,238.0,27.5,97.5,,18.0,-5.0,-5.0,3.0,2.0,1.09,2023,5,25,22,3.19,212.0
676.4,3.448,3,50.5238754,-84.8118585,3.448,2023-05-25 22:12:34,77.0,13.0,24.5,57.0,82.0,182.0,24.5,89.0,,18.0,-5.0,-5.0,3.0,2.0,1.52,2023,5,25,22,3.19,212.0
679.74,3.36,3,50.5238475,-84.8118235,3.36,2023-05-25 22:12:35,73.0,13.0,24.0,55.0,79.0,164.0,22.5,83.5,,18.0,-4.800000000000011,-4.800000000000011,3.0,2.0,1.9,2023,5,25,22,3.19,212.0
683.77,3.862,3,50.5238116,-84.8117957,3.862,2023-05-25 22:12:36,74.0,13.0,22.0,53.0,73.0,144.0,22.0,82.0,,18.0,-4.800000000000011,-4.800000000000011,3.0,2.0,2.17,2023,5,25,22,3.19,212.0
687.66,3.948,3,50.5237721,-84.8117692,3.948,2023-05-25 22:12:37,76.0,13.0,16.5,50.0,61.5,127.0,18.5,70.0,,18.0,-4.800000000000011,-4.800000000000011,3.0,2.0,2.3,2023,5,25,22,3.19,212.0
691.6,4.022,3,50.5237364,-84.8117347,4.022,2023-05-25 22:12:38,75.0,14.0,16.5,48.0,60.5,113.0,17.0,63.5,,18.0,-4.600000000000023,-4.600000000000023,3.0,2.0,2.28,2023,5,25,22,3.19,212.0
696.39,4.435,3,50.5236932,-84.8117045,4.435,2023-05-25 22:12:39,67.0,14.0,17.0,52.0,59.0,88.0,15.5,57.0,,18.0,-4.600000000000023,-4.600000000000023,3.0,2.0,2.17,2023,5,25,22,3.19,212.0
701.22,4.757,3,50.5236528,-84.8116605,4.757,2023-05-25 22:12:40,54.0,14.0,20.0,56.0,66.5,82.0,14.0,51.5,,18.0,-4.399999999999977,-4.399999999999977,3.0,2.0,2.07,2023,5,25,22,3.19,212.0
712.14,9.423,3,50.523564,-84.8115542,9.423,2023-05-25 22:12:41,40.0,14.0,26.0,60.0,83.0,77.0,12.5,48.0,,18.0,-4.399999999999977,-4.399999999999977,3.0,2.0,1.98,2023,5,25,22,3.19,212.0
717.23,6.232,3,50.5235593,-84.8114888,6.232,2023-05-25 22:12:42,60.0,14.0,32.5,61.0,99.5,102.0,10.5,44.5,,18.0,-4.399999999999977,-4.399999999999977,4.0,2.0,1.88,2023,5,25,22,3.19,212.0
720.32,3.848,3,50.5235335,-84.8114503,3.848,2023-05-25 22:12:43,78.0,14.0,29.5,52.0,98.5,165.0,18.0,65.0,,18.0,-4.399999999999977,-4.399999999999977,4.0,2.0,1.66,2023,5,25,22,3.19,212.0
724.88,4.378,3,50.5234889,-84.8114311,4.378,2023-05-25 22:12:44,82.0,15.0,26.5,51.0,98.0,309.0,25.5,85.5,,18.0,-4.199999999999989,-4.199999999999989,4.0,2.0,1.38,2023,5,25,22,3.19,212.0
730.07,4.995,3,50.5234348,-84.8114215,4.995,2023-05-25 22:12:45,84.0,15.0,26.5,54.0,97.5,293.0,28.0,94.0,,18.0,-4.199999999999989,-4.199999999999989,4.0,2.0,1.21,2023,5,25,22,3.19,212.0
733.96,4.167,3,50.5233933,-84.8114039,4.167,2023-05-25 22:12:46,87.0,15.0,28.0,56.0,95.5,276.0,27.0,92.0,,18.0,-3.8000000000000114,-3.8000000000000114,4.0,2.0,1.1,2023,5,25,22,3.19,212.0
739.12,4.981,3,50.523341,-84.8113945,4.981,2023-05-25 22:12:47,89.0,15.0,27.0,55.0,88.5,272.0,27.0,97.5,,18.0,-3.8000000000000114,-3.8000000000000114,4.0,2.0,1.18,2023,5,25,22,3.19,212.0
744.02,4.859,3,50.5232899,-84.8113684,4.859,2023-05-25 22:12:48,90.0,16.0,22.5,56.0,83.5,268.0,27.0,99.0,,18.0,-3.3999999999999773,-3.3999999999999773,4.0,2.0,1.38,2023,5,25,22,3.19,212.0
748.75,4.714,3,50.5232473,-84.8113318,4.714,2023-05-25 22:12:49,91.0,16.0,18.5,57.0,74.5,241.0,24.0,88.5,,18.0,-3.1999999999999886,-3.1999999999999886,4.0,2.0,1.79,2023,5,25,22,3.19,212.0
754.81,5.704,3,50.523193,-84.8112865,5.704,2023-05-25 22:12:50,91.0,16.0,17.5,53.0,64.0,197.0,19.5,73.5,,18.0,-3.1999999999999886,-3.1999999999999886,4.0,2.0,2.42,2023,5,25,22,3.19,212.0
760.13,5.472,3,50.5231395,-84.8112675,5.472,2023-05-25 22:12:51,89.0,16.0,19.0,47.0,65.0,176.0,20.5,82.0,,18.0,-3.0,-3.0,5.0,2.0,2.98,2023,5,25,22,3.19,212.0
765.69,5.527,3,50.5230762,-84.8112577,5.527,2023-05-25 22:12:52,71.0,16.0,18.0,,67.5,163.0,16.5,64.5,,18.0,-2.8000000000000114,-2.8000000000000114,5.0,2.0,3.29,2023,5,25,22,3.19,212.0
