distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,battery_soc,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
1719.94,4.291,2,50.5144915,-84.804188,4.291,2023-05-25 22:15:14,0.0,39.0,,,,0.0,,,,17.0,-6.399999999999977,-6.399999999999977,9.0,10.0,-2.12,2023,5,25,22,3.19,212.0
1723.34,3.125,2,50.5144678,-84.804151,3.125,2023-05-25 22:15:15,0.0,39.0,,,,0.0,,,,17.0,-6.399999999999977,-6.399999999999977,9.0,10.0,-2.03,2023,5,25,22,3.19,212.0
1726.41,2.309,2,50.5144404,-84.8041226,2.309,2023-05-25 22:15:16,0.0,39.0,,,,0.0,,,,17.0,-6.399999999999977,-6.399999999999977,9.0,11.0,-1.85,2023,5,25,22,3.19,212.0
1728.19,1.435,2,50.5144259,-84.8041038,1.435,2023-05-25 22:15:17,0.0,39.0,,,,0.0,,,,17.0,-6.399999999999977,-6.399999999999977,9.0,11.0,-1.66,2023,5,25,22,3.19,212.0
1729.56,1.055,2,50.5144168,-84.8040944,1.055,2023-05-25 22:15:18,0.0,39.0,,,,0.0,,,,17.0,-6.399999999999977,-6.399999999999977,9.0,11.0,-1.34,2023,5,25,22,3.19,212.0
1730.41,0.819,2,50.5144117,-84.8040851,0.819,2023-05-25 22:15:19,0.0,39.0,,,,0.0,,,,17.0,-6.399999999999977,-6.399999999999977,9.0,11.0,-0.14,2023,5,25,22,3.19,212.0
1731.31,0.906,2,50.514403,-84.8040761,0.906,2023-05-25 22:15:20,0.0,39.0,,,,0.0,,,,17.0,-6.399999999999977,-6.399999999999977,9.0,11.0,-1.24,2023,5,25,22,3.19,212.0
1732.29,0.877,2,50.5143941,-84.8040672,0.877,2023-05-25 22:15:21,0.0,39.0,,,,0.0,,,,17.0,-6.399999999999977,-6.399999999999977,9.0,11.0,-1.11,2023,5,25,22,3.19,212.0
1732.38,0.847,2,50.5143933,-84.8040664,0.847,2023-05-25 22:15:22,0.0,39.0,,,,0.0,,,,17.0,-6.399999999999977,-6.399999999999977,9.0,11.0,-0.83,2023,5,25,22,3.19,212.0
1732.38,0.831,2,50.5143933,-84.8040664,0.831,2023-05-25 22:15:23,0.0,39.0,,,,0.0,,,,17.0,-6.399999999999977,-6.399999999999977,9.0,11.0,-0.75,2023,5,25,22,3.19,212.0
1732.38,1.284,2,50.5143933,-84.8040664,1.284,2023-05-25 22:15:24,0.0,39.0,,,,0.0,,,,17.0,-6.600000000000023,-6.600000000000023,9.0,11.0,-0.95,2023,5,25,22,3.19,212.0
1732.38,1.15,1,50.5143031,-84.8039977,1.15,2023-05-25 22:15:57,0.0,39.0,,,,0.0,,,,17.0,-6.600000000000023,-6.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1733.66,1.541,1,50.5142858,-84.8039856,1.541,2023-05-25 22:15:58,0.0,39.0,,,,0.0,,,,17.0,-6.600000000000023,-6.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1735.71,2.52,1,50.5142671,-84.803976,2.52,2023-05-25 22:15:59,0.0,39.0,,,,0.0,,,,17.0,-6.600000000000023,-6.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1738.27,3.014,1,50.5142474,-84.8039458,3.014,2023-05-25 22:16:00,11.0,39.0,,,,4.0,,,,17.0,-6.600000000000023,-6.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1742.37,4.266,1,50.5142263,-84.8038968,4.266,2023-05-25 22:16:01,27.0,39.0,,,,31.0,,,,17.0,-6.600000000000023,-6.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1747.04,4.747,1,50.5142077,-84.8038333,4.747,2023-05-25 22:16:02,43.0,40.0,,,,67.0,,,,17.0,-6.800000000000011,-6.800000000000011,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1752.4,5.312,2,50.5141723,-84.8037696,5.312,2023-05-25 22:16:03,51.0,40.0,,,,251.0,,,,17.0,-6.600000000000023,-6.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1758.36,5.57,2,50.5141316,-84.8037058,5.57,2023-05-25 22:16:04,58.0,40.0,,,,294.0,,,,17.0,-6.800000000000011,-6.800000000000011,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1764.36,6.105,2,50.514087,-84.8036431,6.105,2023-05-25 22:16:05,63.0,40.0,18.0,,83.0,289.0,19.0,77.0,,17.0,-6.800000000000011,-6.800000000000011,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1770.85,6.47,2,50.514041,-84.8035701,6.47,2023-05-25 22:16:06,67.0,41.0,18.5,,77.0,267.0,20.0,84.5,,17.0,-7.0,-7.0,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1777.46,6.694,2,50.5139886,-84.8035078,6.694,2023-05-25 22:16:07,70.0,41.0,19.0,51.0,76.5,268.0,18.5,80.5,,17.0,-7.0,-7.0,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1784.26,6.625,2,50.5139322,-84.803442,6.625,2023-05-25 22:16:08,72.0,41.0,20.5,53.0,75.5,255.0,17.5,79.0,,17.0,-7.199999999999989,-7.199999999999989,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1791.09,6.779,2,50.5138741,-84.8033791,6.779,2023-05-25 22:16:09,73.0,41.0,22.5,54.0,75.0,212.0,17.5,84.0,,17.0,-7.199999999999989,-7.199999999999989,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1798.18,7.008,2,50.5138141,-84.8033145,7.008,2023-05-25 22:16:10,73.0,41.0,27.0,56.0,82.0,169.0,19.5,84.5,,17.0,-7.399999999999977,-7.399999999999977,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1805.64,7.343,2,50.5137461,-84.8032592,7.343,2023-05-25 22:16:11,76.0,42.0,31.0,58.0,89.0,171.0,21.0,85.0,,17.0,-7.399999999999977,-7.399999999999977,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1813.18,7.522,2,50.5136791,-84.8032056,7.522,2023-05-25 22:16:12,79.0,42.0,35.5,54.0,96.5,249.0,23.0,85.5,,17.0,-7.600000000000023,-7.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1820.68,7.491,2,50.5136141,-84.8031416,7.491,2023-05-25 22:16:13,81.0,42.0,34.5,49.0,96.5,266.0,24.5,87.0,,17.0,-7.600000000000023,-7.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1828.61,7.851,2,50.5135464,-84.8030696,7.851,2023-05-25 22:16:14,84.0,43.0,28.0,51.0,88.5,283.0,26.0,90.5,,17.0,-7.800000000000011,-7.800000000000011,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1837.03,8.239,2,50.5134733,-84.8029962,8.239,2023-05-25 22:16:15,86.0,43.0,22.0,54.0,81.0,300.0,27.5,93.5,,17.0,-8.0,-8.0,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1845.25,8.378,2,50.5134031,-84.802926,8.378,2023-05-25 22:16:16,91.0,43.0,22.5,48.0,79.5,310.0,27.5,93.5,,17.0,-8.199999999999989,-8.199999999999989,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1853.97,8.293,2,50.513328,-84.802851,8.293,2023-05-25 22:16:17,90.0,43.0,21.5,47.0,74.5,253.0,27.5,93.5,,17.0,-8.199999999999989,-8.199999999999989,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1862.2,8.295,2,50.5132571,-84.80278,8.295,2023-05-25 22:16:18,52.0,44.0,21.0,55.0,72.5,177.0,26.0,89.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1870.87,8.485,2,50.5131823,-84.8027052,8.485,2023-05-25 22:16:19,91.0,44.0,28.0,66.0,88.0,146.0,19.5,72.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1879.68,8.51,2,50.5131053,-84.8026325,8.51,2023-05-25 22:16:20,89.0,44.0,25.5,61.0,82.5,253.0,19.5,73.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1888.21,8.29,2,50.5130364,-84.802551,8.29,2023-05-25 22:16:21,71.0,44.0,23.0,57.0,77.5,159.0,19.5,73.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1896.54,8.053,2,50.5129687,-84.8024698,8.053,2023-05-25 22:16:22,62.0,44.0,21.0,60.0,72.0,83.0,19.5,74.5,,17.0,-8.399999999999977,-8.399999999999977,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1903.24,7.659,2,50.5129179,-84.8024003,7.659,2023-05-25 22:16:23,60.0,44.0,18.5,66.0,66.5,107.0,19.5,75.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1911.99,7.656,2,50.512847,-84.8023161,7.656,2023-05-25 22:16:24,63.0,45.0,16.0,71.0,61.5,138.0,19.5,76.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1920.34,7.967,2,50.5127727,-84.8022496,7.967,2023-05-25 22:16:25,64.0,45.0,23.5,77.0,77.0,202.0,15.5,58.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1928.71,8.186,2,50.5126998,-84.8021772,8.186,2023-05-25 22:16:26,72.0,45.0,31.0,66.0,92.0,256.0,11.5,41.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1937.07,8.613,2,50.5126317,-84.8020963,8.613,2023-05-25 22:16:27,81.0,45.0,30.5,56.0,91.0,295.0,13.5,46.5,,17.0,-8.800000000000011,-8.800000000000011,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1945.91,8.536,2,50.5125588,-84.8020139,8.536,2023-05-25 22:16:28,90.0,46.0,22.0,43.0,74.5,385.0,21.5,72.0,,17.0,-8.800000000000011,-8.800000000000011,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1954.41,8.287,2,50.51249,-84.8019317,8.287,2023-05-25 22:16:29,79.0,46.0,14.0,25.0,58.5,339.0,29.5,97.0,,17.0,-8.800000000000011,-8.800000000000011,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1962.31,7.475,2,50.5124299,-84.8018579,7.475,2023-05-25 22:16:30,62.0,46.0,2.5,0.0,64.5,145.0,18.5,71.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1969.04,6.06,2,50.5123763,-84.8017867,6.06,2023-05-25 22:16:31,42.0,46.0,14.0,27.0,71.0,50.0,10.0,44.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1974.09,4.175,2,50.5123387,-84.8017393,4.175,2023-05-25 22:16:32,29.0,46.0,24.0,54.0,76.0,38.0,5.5,34.0,,17.0,-8.199999999999989,-8.199999999999989,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1977.54,3.126,2,50.5123148,-84.8017019,3.126,2023-05-25 22:16:33,16.0,46.0,26.0,80.0,79.5,27.0,4.5,42.5,,17.0,-8.199999999999989,-8.199999999999989,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1980.79,3.239,2,50.5123007,-84.8016574,3.239,2023-05-25 22:16:34,3.0,46.0,28.0,100.0,83.5,0.0,3.0,51.5,,17.0,-8.0,-8.0,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1983.74,2.828,2,50.5123041,-84.8016117,2.828,2023-05-25 22:16:35,6.0,46.0,30.0,100.0,87.5,1.0,2.0,60.5,,17.0,-8.0,-8.0,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1986.39,2.805,2,50.5123254,-84.8015836,2.805,2023-05-25 22:16:36,17.0,46.0,32.0,100.0,91.0,11.0,1.0,69.5,,17.0,-8.0,-8.0,9.0,11.0,0.0,2023,5,25,22,3.19,212.0
1990.38,4.036,2,50.5123643,-84.801598,4.036,2023-05-25 22:16:37,28.0,46.0,32.0,92.0,95.0,38.0,0.0,78.5,,17.0,-8.0,-8.0,9.0,11.0,0.15,2023,5,25,22,3.19,212.0
1994.88,4.671,2,50.5124011,-84.801641,4.671,2023-05-25 22:16:38,44.0,46.0,26.5,76.0,98.0,71.0,0.5,87.0,,17.0,-8.0,-8.0,9.0,11.0,2.02,2023,5,25,22,3.19,212.0
1999.94,5.12,2,50.5124429,-84.8016879,5.12,2023-05-25 22:16:39,76.0,47.0,32.0,58.0,99.5,213.0,26.5,96.0,,17.0,-8.0,-8.0,9.0,11.0,1.92,2023,5,25,22,3.19,212.0
2005.36,5.412,2,50.5124884,-84.8017423,5.412,2023-05-25 22:16:40,78.0,47.0,28.0,59.0,94.0,257.0,31.5,97.5,,17.0,-8.199999999999989,-8.199999999999989,9.0,11.0,1.4,2023,5,25,22,3.19,212.0
2010.78,5.413,2,50.5125296,-84.8017883,5.413,2023-05-25 22:16:41,78.0,47.0,21.5,45.0,86.0,224.0,29.5,97.5,,17.0,-8.199999999999989,-8.199999999999989,9.0,11.0,-0.01,2023,5,25,22,3.19,212.0
2015.98,4.847,2,50.5125748,-84.8018424,4.847,2023-05-25 22:16:42,67.0,47.0,15.5,31.0,80.5,215.0,28.0,95.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,11.0,-0.24,2023,5,25,22,3.19,212.0
2020.66,4.369,2,50.5126114,-84.8018795,4.369,2023-05-25 22:16:43,56.0,47.0,11.0,21.0,82.0,205.0,26.0,88.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,11.0,-0.94,2023,5,25,22,3.19,212.0
2024.31,2.842,2,50.5126439,-84.8019163,2.842,2023-05-25 22:16:44,44.0,48.0,6.5,12.0,84.0,196.0,24.0,81.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,11.0,-1.41,2023,5,25,22,3.19,212.0
2024.51,1.941,2,50.5127297,-84.801981,1.941,2023-05-25 22:16:50,0.0,48.0,21.5,35.0,94.5,0.0,22.0,76.5,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2026.31,2.25,2,50.5127501,-84.801982,2.25,2023-05-25 22:16:51,0.0,48.0,26.0,42.0,96.0,0.0,22.0,77.5,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2028.71,1.914,2,50.5127762,-84.801982,1.914,2023-05-25 22:16:52,21.0,48.0,31.0,50.0,98.0,16.0,22.5,79.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2031.17,2.615,2,50.5128035,-84.8019734,2.615,2023-05-25 22:16:53,32.0,48.0,35.5,55.0,99.5,47.0,22.5,80.5,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2034.22,3.251,2,50.5128296,-84.8019565,3.251,2023-05-25 22:16:54,43.0,48.0,34.0,55.0,99.5,78.0,27.0,88.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2038.71,4.155,2,50.5128623,-84.8019032,4.155,2023-05-25 22:16:55,56.0,48.0,32.0,55.0,99.0,226.0,31.5,96.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2044.18,5.438,2,50.5129068,-84.8018489,5.438,2023-05-25 22:16:56,71.0,49.0,30.5,53.0,95.5,302.0,32.5,99.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2049.93,5.625,2,50.5129478,-84.8017946,5.625,2023-05-25 22:16:57,78.0,49.0,28.5,51.0,89.0,328.0,31.5,98.5,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2056.66,6.353,2,50.5129891,-84.8017139,6.353,2023-05-25 22:16:58,82.0,49.0,26.0,45.0,83.0,287.0,30.0,98.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2063.09,6.011,2,50.513035,-84.8016395,6.011,2023-05-25 22:16:59,81.0,49.0,18.5,33.0,84.0,236.0,26.5,92.5,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2069.17,5.991,2,50.5130799,-84.8015762,5.991,2023-05-25 22:17:00,78.0,50.0,16.5,42.0,60.5,196.0,21.0,71.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2074.72,5.088,2,50.513125,-84.8015216,5.088,2023-05-25 22:17:01,72.0,50.0,18.5,51.0,59.5,161.0,17.0,58.5,,17.0,-8.199999999999989,-8.199999999999989,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2080.29,4.936,2,50.5131581,-84.8014579,4.936,2023-05-25 22:17:02,61.0,50.0,23.0,62.0,80.5,158.0,15.5,56.0,,17.0,-8.199999999999989,-8.199999999999989,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2085.85,5.17,2,50.5131901,-84.8013852,5.17,2023-05-25 22:17:03,60.0,50.0,28.0,64.0,97.5,192.0,17.0,54.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2091.44,5.557,2,50.513226,-84.8013214,5.557,2023-05-25 22:17:04,67.0,50.0,24.5,46.0,86.5,245.0,31.0,91.5,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2097.23,5.754,2,50.5132663,-84.8012583,5.754,2023-05-25 22:17:05,69.0,51.0,22.0,49.0,81.0,206.0,30.5,95.5,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2103.29,5.982,2,50.5133073,-84.8011945,5.982,2023-05-25 22:17:06,70.0,51.0,20.5,45.0,75.0,179.0,26.0,89.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2109.33,6.01,2,50.5133526,-84.8011306,6.01,2023-05-25 22:17:07,72.0,51.0,20.0,43.0,70.5,166.0,21.5,80.5,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2115.76,6.35,2,50.5133984,-84.801058,6.35,2023-05-25 22:17:08,73.0,51.0,21.0,46.0,74.5,150.0,19.5,74.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2122.14,6.275,2,50.5134437,-84.8009941,6.275,2023-05-25 22:17:09,74.0,51.0,21.5,55.0,79.0,134.0,18.0,67.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2128.37,5.954,2,50.5134892,-84.8009219,5.954,2023-05-25 22:17:10,59.0,51.0,16.5,73.0,58.5,66.0,17.5,68.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2134.37,5.76,2,50.5135306,-84.8008572,5.76,2023-05-25 22:17:11,34.0,51.0,7.5,92.0,51.0,6.0,9.5,69.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2140.29,5.66,2,50.5135671,-84.8007855,5.66,2023-05-25 22:17:12,24.0,51.0,1.5,100.0,58.0,4.0,1.0,68.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2146.22,5.205,2,50.5135996,-84.800712,5.205,2023-05-25 22:17:13,15.0,51.0,6.5,100.0,65.0,3.0,4.0,67.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2151.35,4.701,2,50.5136357,-84.8006563,4.701,2023-05-25 22:17:14,6.0,51.0,11.5,100.0,72.5,1.0,7.5,66.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2156.24,4.513,2,50.5136679,-84.8006016,4.513,2023-05-25 22:17:15,1.0,51.0,16.5,100.0,79.5,0.0,10.5,65.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2160.82,4.666,2,50.5136986,-84.8005489,4.666,2023-05-25 22:17:16,21.0,51.0,21.5,100.0,86.5,4.0,13.5,64.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2166.54,4.863,2,50.5137268,-84.8004765,4.863,2023-05-25 22:17:17,35.0,51.0,26.0,93.0,93.0,18.0,16.0,63.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2171.8,5.035,2,50.5137541,-84.800412,5.035,2023-05-25 22:17:18,51.0,51.0,25.0,73.0,92.0,33.0,12.5,65.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2177.3,5.437,2,50.5137906,-84.8003471,5.437,2023-05-25 22:17:19,53.0,52.0,22.5,53.0,80.0,115.0,19.0,79.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2182.37,5.109,2,50.5138219,-84.800285,5.109,2023-05-25 22:17:20,43.0,52.0,19.0,40.0,69.5,112.0,21.5,82.0,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2187.47,4.63,2,50.5138588,-84.8002284,4.63,2023-05-25 22:17:21,35.0,52.0,15.0,28.0,62.0,109.0,19.0,74.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2192.4,4.987,2,50.5138906,-84.8001742,4.987,2023-05-25 22:17:22,35.0,52.0,12.0,29.0,57.5,99.0,17.0,66.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2198.11,5.558,2,50.5139311,-84.8001109,5.558,2023-05-25 22:17:23,64.0,52.0,22.0,54.0,83.0,134.0,17.0,66.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2203.79,5.588,2,50.5139675,-84.8000478,5.588,2023-05-25 22:17:24,67.0,52.0,27.0,53.0,93.5,232.0,23.0,81.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2209.76,5.906,2,50.5140083,-84.7999753,5.906,2023-05-25 22:17:25,70.0,53.0,28.5,53.0,95.5,251.0,26.5,89.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2215.98,6.251,2,50.5140454,-84.7999017,6.251,2023-05-25 22:17:26,72.0,53.0,27.5,52.0,93.5,243.0,27.5,92.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2221.95,6.274,2,50.5140847,-84.7998397,6.274,2023-05-25 22:17:27,74.0,53.0,27.0,51.0,91.5,236.0,28.0,94.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2228.69,6.309,2,50.5141266,-84.7997574,6.309,2023-05-25 22:17:28,76.0,53.0,26.0,50.0,86.0,181.0,25.5,90.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2235.15,6.414,2,50.5141672,-84.7996764,6.414,2023-05-25 22:17:29,76.0,53.0,19.5,52.0,72.5,154.0,27.0,91.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2242.31,6.5,2,50.5142044,-84.7995933,6.5,2023-05-25 22:17:30,77.0,54.0,16.5,53.0,65.0,142.0,26.5,88.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2249.38,6.428,2,50.5142406,-84.7995034,6.428,2023-05-25 22:17:31,78.0,54.0,16.0,55.0,62.5,137.0,24.0,81.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2256.21,6.533,2,50.5142816,-84.7994201,6.533,2023-05-25 22:17:32,78.0,54.0,16.0,56.0,59.5,126.0,21.5,74.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2262.84,6.532,2,50.5143227,-84.799338,6.532,2023-05-25 22:17:33,78.0,54.0,15.5,58.0,57.0,117.0,19.0,67.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2269.54,6.625,2,50.5143634,-84.7992566,6.625,2023-05-25 22:17:34,78.0,54.0,18.5,59.0,64.0,114.0,18.0,64.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2276.27,6.512,2,50.5144043,-84.7991832,6.512,2023-05-25 22:17:35,78.0,54.0,21.0,61.0,71.5,123.0,19.0,67.5,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2283.02,6.479,2,50.5144455,-84.7991015,6.479,2023-05-25 22:17:36,77.0,54.0,18.0,61.0,66.5,117.0,21.5,77.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2289.44,6.258,2,50.5144864,-84.7990197,6.258,2023-05-25 22:17:37,63.0,54.0,18.0,57.0,63.5,106.0,21.5,77.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2295.43,5.443,2,50.5145231,-84.7989548,5.443,2023-05-25 22:17:38,48.0,54.0,6.0,44.0,22.5,61.0,17.0,63.0,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2300.77,4.058,2,50.5145467,-84.7988825,4.058,2023-05-25 22:17:39,34.0,54.0,,,,43.0,,,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2303.9,2.596,2,50.5145566,-84.7988352,2.596,2023-05-25 22:17:40,20.0,54.0,,,,26.0,,,,17.0,-8.600000000000023,-8.600000000000023,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2305.91,1.798,2,50.5145614,-84.7988069,1.798,2023-05-25 22:17:41,6.0,54.0,,,,8.0,,,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
2307.49,1.656,2,50.514566,-84.7987882,1.656,2023-05-25 22:17:42,0.0,54.0,,,,0.0,,,,17.0,-8.399999999999977,-8.399999999999977,9.0,12.0,0.0,2023,5,25,22,3.19,212.0
