distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,grade,heart_rate,year,month,day,hour,wind_speed,wind_direction
4159.85,11.561,3,50.4181543,-84.4808789,11.561,2022-05-30 00:10:41,,99.0,32.5,54.0,93.0,471.0,31.5,94.0,18.0,22.200000000000045,22.200000000000045,0.15,,2022,5,30,0,4.68,250.0
4171.14,11.632,3,50.4182341,-84.4810009,11.632,2022-05-30 00:10:42,,99.0,34.5,54.0,97.0,484.0,34.0,96.0,18.0,22.399999999999977,22.399999999999977,0.65,,2022,5,30,0,4.68,250.0
4182.44,11.595,3,50.4183253,-84.4811086,11.595,2022-05-30 00:10:43,,99.0,36.0,54.0,99.5,463.0,35.5,97.0,18.0,22.600000000000023,22.600000000000023,1.2,,2022,5,30,0,4.68,250.0
4193.46,11.399,3,50.4184149,-84.4812126,11.399,2022-05-30 00:10:44,,99.0,36.0,53.0,99.5,433.0,35.5,97.0,18.0,22.799999999999955,22.799999999999955,1.4,,2022,5,30,0,4.68,250.0
4205.05,11.117,3,50.4185129,-84.4813159,11.117,2022-05-30 00:10:45,,99.0,36.0,51.0,99.5,409.0,35.5,97.0,18.0,23.200000000000045,23.200000000000045,1.48,,2022,5,30,0,4.68,250.0
4215.98,10.764,3,50.4186053,-84.4814132,10.764,2022-05-30 00:10:46,,105.0,36.0,50.0,99.5,379.0,35.5,97.0,18.0,23.399999999999977,23.399999999999977,1.74,,2022,5,30,0,4.68,250.0
4225.84,10.224,3,50.4186829,-84.4815102,10.224,2022-05-30 00:10:47,,109.0,32.0,49.0,94.5,364.0,34.5,94.5,18.0,24.0,24.0,2.0,,2022,5,30,0,4.68,250.0
4235.82,9.782,3,50.4187543,-84.4816174,9.782,2022-05-30 00:10:48,,108.0,25.0,48.0,85.0,363.0,32.5,90.5,18.0,24.600000000000023,24.600000000000023,2.44,,2022,5,30,0,4.68,250.0
4245.52,9.763,3,50.4188141,-84.4817321,9.763,2022-05-30 00:10:49,,106.0,21.0,50.0,81.0,423.0,30.5,87.0,18.0,25.200000000000045,25.200000000000045,3.34,,2022,5,30,0,4.68,250.0
4254.95,9.605,3,50.4188628,-84.4818515,9.605,2022-05-30 00:10:50,,101.0,22.0,58.0,87.0,614.0,27.5,85.0,18.0,25.799999999999955,25.799999999999955,4.39,,2022,5,30,0,4.68,250.0
4264.24,9.299,3,50.4189027,-84.4819744,9.299,2022-05-30 00:10:51,,95.0,24.0,59.0,94.5,751.0,28.0,91.5,18.0,26.399999999999977,26.399999999999977,5.3,,2022,5,30,0,4.68,250.0
4273.3,9.252,3,50.4189296,-84.4820999,9.252,2022-05-30 00:10:52,,93.0,26.0,54.0,98.5,786.0,25.0,93.5,18.0,27.0,27.0,6.18,,2022,5,30,0,4.68,250.0
4282.32,9.032,2,50.4189481,-84.4822279,9.032,2022-05-30 00:10:53,,91.0,26.5,52.0,99.5,788.0,23.5,94.5,18.0,28.0,28.0,6.96,,2022,5,30,0,4.68,250.0
4291.21,8.73,2,50.4189667,-84.4823539,8.73,2022-05-30 00:10:54,,89.0,27.5,52.0,99.5,749.0,26.0,99.5,18.0,28.600000000000023,28.600000000000023,7.61,,2022,5,30,0,4.68,250.0
4299.89,8.566,2,50.4189825,-84.4824777,8.566,2022-05-30 00:10:55,,87.0,27.0,52.0,99.5,713.0,26.5,99.0,18.0,29.399999999999977,29.399999999999977,8.13,,2022,5,30,0,4.68,250.0
4308.41,8.749,2,50.419001,-84.4825981,8.749,2022-05-30 00:10:56,,86.0,27.0,52.0,99.5,674.0,26.5,99.0,18.0,30.0,30.0,8.04,,2022,5,30,0,4.68,250.0
4316.72,8.971,2,50.4190263,-84.4827135,8.971,2022-05-30 00:10:57,,84.0,25.5,52.0,99.0,592.0,26.5,99.0,18.0,30.600000000000023,30.600000000000023,7.37,,2022,5,30,0,4.68,250.0
4325.82,8.726,2,50.419063,-84.4828345,8.726,2022-05-30 00:10:58,,86.0,25.5,51.0,97.0,457.0,25.5,98.5,18.0,31.200000000000045,31.200000000000045,6.86,,2022,5,30,0,4.68,250.0
4335.95,9.277,2,50.4191248,-84.4829547,9.277,2022-05-30 00:10:59,,90.0,29.0,51.0,93.5,290.0,24.0,97.5,18.0,31.600000000000023,31.600000000000023,6.36,,2022,5,30,0,4.68,250.0
4345.26,9.717,2,50.4191891,-84.4830579,9.717,2022-05-30 00:11:00,,93.0,25.0,51.0,89.5,341.0,28.5,92.5,18.0,31.799999999999955,31.799999999999955,5.59,,2022,5,30,0,4.68,250.0
4354.92,10.283,3,50.4192594,-84.4831604,10.283,2022-05-30 00:11:01,,96.0,24.0,51.0,88.5,338.0,29.5,91.5,18.0,31.600000000000023,31.600000000000023,4.83,,2022,5,30,0,4.68,250.0
4365.08,10.562,3,50.4193354,-84.4832658,10.562,2022-05-30 00:11:02,,98.0,24.5,50.0,89.0,322.0,29.0,91.5,18.0,31.600000000000023,31.600000000000023,3.97,,2022,5,30,0,4.68,250.0
4375.6,10.749,3,50.4194139,-84.4833752,10.749,2022-05-30 00:11:03,,102.0,27.5,52.0,92.5,267.0,25.5,89.5,18.0,31.600000000000023,31.600000000000023,2.63,,2022,5,30,0,4.68,250.0
4386.57,10.66,3,50.4194969,-84.4834877,10.66,2022-05-30 00:11:04,,104.0,27.5,52.0,92.0,224.0,25.5,89.5,18.0,31.399999999999977,31.399999999999977,1.16,,2022,5,30,0,4.68,250.0
4397.56,10.43,3,50.4195774,-84.4836038,10.43,2022-05-30 00:11:05,,101.0,25.5,52.0,85.0,164.0,27.5,89.5,18.0,31.399999999999977,31.399999999999977,0.11,,2022,5,30,0,4.68,250.0
4408.26,10.192,3,50.4196575,-84.4837147,10.192,2022-05-30 00:11:06,,96.0,24.0,52.0,80.5,114.0,29.0,89.5,18.0,31.399999999999977,31.399999999999977,-0.3,,2022,5,30,0,4.68,250.0
4418.41,9.772,3,50.4197388,-84.4838124,9.772,2022-05-30 00:11:07,,83.0,24.0,49.0,80.5,86.0,29.0,89.5,18.0,31.600000000000023,31.600000000000023,-0.15,,2022,5,30,0,4.68,250.0
4428.21,9.53,3,50.4198232,-84.4838968,9.53,2022-05-30 00:11:08,,53.0,24.0,32.0,80.5,80.0,29.0,89.5,18.0,31.600000000000023,31.600000000000023,0.0,,2022,5,30,0,4.68,250.0
4438.16,9.445,3,50.4199151,-84.4839701,9.445,2022-05-30 00:11:09,,57.0,24.0,51.0,80.5,87.0,29.0,89.5,18.0,31.799999999999955,31.799999999999955,0.0,,2022,5,30,0,4.68,250.0
4447.75,9.452,3,50.4200081,-84.4840292,9.452,2022-05-30 00:11:10,,62.0,24.0,69.0,80.5,95.0,29.0,89.5,18.0,31.799999999999955,31.799999999999955,0.2,,2022,5,30,0,4.68,250.0
4457.28,9.659,3,50.4201032,-84.48408,9.659,2022-05-30 00:11:11,,75.0,24.0,77.0,80.5,207.0,29.0,89.5,18.0,31.799999999999955,31.799999999999955,0.58,,2022,5,30,0,4.68,250.0
4467.32,10.009,2,50.4202041,-84.4841312,10.009,2022-05-30 00:11:12,,84.0,25.0,77.0,82.5,276.0,29.0,90.0,18.0,32.0,32.0,0.73,,2022,5,30,0,4.68,250.0
4477.83,10.14,3,50.4203097,-84.4841849,10.14,2022-05-30 00:11:13,,86.0,26.5,77.0,86.0,264.0,28.5,90.5,18.0,31.799999999999955,31.799999999999955,0.52,,2022,5,30,0,4.68,250.0
4488.52,10.135,3,50.4204182,-84.4842357,10.135,2022-05-30 00:11:14,,88.0,26.5,58.0,86.5,261.0,28.5,90.5,18.0,31.799999999999955,31.799999999999955,0.17,,2022,5,30,0,4.68,250.0
4499.07,10.085,3,50.4205257,-84.4842836,10.085,2022-05-30 00:11:15,,89.0,26.5,48.0,86.5,236.0,28.5,90.5,18.0,31.799999999999955,31.799999999999955,0.0,,2022,5,30,0,4.68,250.0
4509.33,10.027,3,50.4206296,-84.4843329,10.027,2022-05-30 00:11:16,,90.0,26.5,47.0,86.5,191.0,28.5,90.5,18.0,31.799999999999955,31.799999999999955,0.0,,2022,5,30,0,4.68,250.0
4519.07,9.94,3,50.4207288,-84.4843779,9.94,2022-05-30 00:11:17,,90.0,25.5,45.0,84.5,150.0,28.5,90.0,18.0,31.799999999999955,31.799999999999955,0.0,,2022,5,30,0,4.68,250.0
4529.67,9.834,3,50.4208371,-84.4844254,9.834,2022-05-30 00:11:18,,89.0,23.5,37.0,77.5,126.0,27.5,87.5,18.0,31.600000000000023,31.600000000000023,0.0,,2022,5,30,0,4.68,250.0
4539.55,8.975,3,50.4209367,-84.484474,8.975,2022-05-30 00:11:19,,89.0,21.0,29.0,71.0,101.0,27.0,85.5,18.0,31.600000000000023,31.600000000000023,0.0,,2022,5,30,0,4.68,250.0
4548.24,8.278,3,50.4210194,-84.4845309,8.278,2022-05-30 00:11:20,,89.0,18.5,22.0,64.0,77.0,26.5,83.5,18.0,31.600000000000023,31.600000000000023,0.0,,2022,5,30,0,4.68,250.0
4557.01,8.468,3,50.4210917,-84.4846111,8.468,2022-05-30 00:11:21,,89.0,16.0,14.0,57.5,52.0,25.5,81.0,18.0,31.600000000000023,31.600000000000023,0.0,,2022,5,30,0,4.68,250.0
4566.03,8.953,2,50.4211517,-84.4847126,8.953,2022-05-30 00:11:22,,89.0,13.5,7.0,50.5,28.0,25.0,79.0,18.0,31.399999999999977,31.399999999999977,0.0,,2022,5,30,0,4.68,250.0
4575.17,9.283,2,50.421199,-84.4848284,9.283,2022-05-30 00:11:23,,85.0,11.5,5.0,44.5,6.0,23.5,77.5,18.0,31.200000000000045,31.200000000000045,-0.21,,2022,5,30,0,4.68,250.0
4584.62,9.467,2,50.4212418,-84.4849523,9.467,2022-05-30 00:11:24,,52.0,14.0,49.0,44.5,7.0,12.5,82.5,18.0,31.0,31.0,-0.72,,2022,5,30,0,4.68,250.0
4594.22,9.357,2,50.4212829,-84.4850795,9.357,2022-05-30 00:11:25,,19.0,16.0,94.0,44.5,9.0,1.5,87.0,18.0,31.0,31.0,-1.18,,2022,5,30,0,4.68,250.0
4603.58,8.925,2,50.42132,-84.4852054,8.925,2022-05-30 00:11:26,,54.0,12.0,100.0,49.5,4.0,0.0,92.0,18.0,30.799999999999955,30.799999999999955,-1.45,,2022,5,30,0,4.68,250.0
4612.42,8.299,2,50.4213494,-84.4853268,8.299,2022-05-30 00:11:27,,49.0,4.5,100.0,58.5,1.0,0.0,97.0,18.0,30.799999999999955,30.799999999999955,-1.58,,2022,5,30,0,4.68,250.0
4620.53,7.898,2,50.4213716,-84.4854401,7.898,2022-05-30 00:11:28,,41.0,0.0,100.0,67.0,0.0,0.0,95.5,18.0,30.799999999999955,30.799999999999955,-1.48,,2022,5,30,0,4.68,250.0
4628.48,7.608,2,50.4213922,-84.4855517,7.608,2022-05-30 00:11:29,,31.0,0.0,100.0,75.5,17.0,0.0,82.5,18.0,30.600000000000023,30.600000000000023,-1.21,,2022,5,30,0,4.68,250.0
4636.23,7.569,2,50.4214128,-84.4856602,7.569,2022-05-30 00:11:30,,66.0,0.0,100.0,84.0,174.0,0.0,69.5,18.0,30.600000000000023,30.600000000000023,-0.78,,2022,5,30,0,4.68,250.0
4643.96,7.806,2,50.4214306,-84.4857693,7.806,2022-05-30 00:11:31,,76.0,20.5,78.0,92.5,292.0,10.0,56.5,18.0,30.799999999999955,30.799999999999955,-0.25,,2022,5,30,0,4.68,250.0
4652.07,8.126,2,50.4214481,-84.4858842,8.126,2022-05-30 00:11:32,,83.0,30.0,68.0,96.0,413.0,14.5,51.5,18.0,30.799999999999955,30.799999999999955,0.0,,2022,5,30,0,4.68,250.0
4660.35,8.474,2,50.4214644,-84.486002,8.474,2022-05-30 00:11:33,,87.0,34.0,51.0,97.5,456.0,23.0,88.5,18.0,30.799999999999955,30.799999999999955,0.0,,2022,5,30,0,4.68,250.0
4669.29,8.928,2,50.4214833,-84.4861287,8.928,2022-05-30 00:11:34,,90.0,39.0,47.0,99.5,431.0,23.0,88.5,18.0,30.799999999999955,30.799999999999955,0.0,,2022,5,30,0,4.68,250.0
4678.38,9.417,2,50.4215036,-84.4862573,9.417,2022-05-30 00:11:35,,96.0,37.0,48.0,99.0,332.0,27.0,92.0,18.0,30.799999999999955,30.799999999999955,0.0,,2022,5,30,0,4.68,250.0
4686.89,9.753,2,50.4215221,-84.4863778,9.753,2022-05-30 00:11:36,,95.0,32.0,54.0,97.5,329.0,34.0,97.5,18.0,30.799999999999955,30.799999999999955,0.0,,2022,5,30,0,4.68,250.0
4693.35,9.821,2,50.4215337,-84.4864699,9.821,2022-05-30 00:11:37,,93.0,31.5,55.0,98.0,296.0,34.0,97.5,18.0,30.799999999999955,30.799999999999955,0.0,,2022,5,30,0,4.68,250.0
4708.26,10.296,2,50.4215514,-84.4866841,10.296,2022-05-30 00:11:38,,96.0,31.0,49.0,96.5,284.0,33.5,96.5,18.0,30.399999999999977,30.399999999999977,-0.18,,2022,5,30,0,4.68,250.0
4718.95,10.299,2,50.4215628,-84.4868379,10.299,2022-05-30 00:11:39,,98.0,25.0,53.0,85.0,302.0,30.0,87.5,18.0,30.399999999999977,30.399999999999977,-0.63,,2022,5,30,0,4.68,250.0
4730.14,10.344,3,50.4215842,-84.4869965,10.344,2022-05-30 00:11:40,,99.0,25.0,52.0,86.0,299.0,28.0,82.0,18.0,30.200000000000045,30.200000000000045,-1.01,,2022,5,30,0,4.68,250.0
4741.61,10.416,3,50.4216136,-84.4871573,10.416,2022-05-30 00:11:41,,100.0,25.5,51.0,88.0,303.0,26.5,78.5,18.0,30.200000000000045,30.200000000000045,-1.17,,2022,5,30,0,4.68,250.0
4752.8,10.217,3,50.4216298,-84.4873176,10.217,2022-05-30 00:11:42,,101.0,28.5,51.0,91.5,327.0,27.0,80.0,18.0,30.399999999999977,30.399999999999977,-1.06,,2022,5,30,0,4.68,250.0
4763.06,9.918,3,50.4216458,-84.4874641,9.918,2022-05-30 00:11:43,,101.0,35.0,51.0,99.0,351.0,27.5,83.0,18.0,30.399999999999977,30.399999999999977,-0.61,,2022,5,30,0,4.68,250.0
4772.55,9.738,3,50.4216689,-84.4875977,9.738,2022-05-30 00:11:44,,100.0,35.0,53.0,99.0,339.0,27.5,83.0,18.0,30.600000000000023,30.600000000000023,-0.16,,2022,5,30,0,4.68,250.0
4781.88,9.633,3,50.4216908,-84.4877294,9.633,2022-05-30 00:11:45,,99.0,35.0,54.0,99.0,343.0,27.5,83.0,18.0,30.799999999999955,30.799999999999955,0.21,,2022,5,30,0,4.68,250.0
4791.3,9.431,3,50.4217093,-84.4878632,9.431,2022-05-30 00:11:46,,97.0,35.0,55.0,99.0,359.0,27.5,83.0,18.0,31.0,31.0,0.77,,2022,5,30,0,4.68,250.0
4800.43,9.143,3,50.4217197,-84.4879944,9.143,2022-05-30 00:11:47,,96.0,35.0,55.0,99.0,378.0,27.5,83.0,18.0,31.399999999999977,31.399999999999977,1.33,,2022,5,30,0,4.68,250.0
4809.41,8.708,3,50.4217264,-84.4881239,8.708,2022-05-30 00:11:48,,102.0,35.0,54.0,99.0,341.0,27.5,83.0,18.0,31.799999999999955,31.799999999999955,1.87,,2022,5,30,0,4.68,250.0
4818.12,8.716,3,50.421729,-84.4882497,8.716,2022-05-30 00:11:49,,101.0,35.0,44.0,99.0,345.0,27.5,83.0,18.0,32.0,32.0,2.61,,2022,5,30,0,4.68,250.0
4826.74,8.819,2,50.4217262,-84.4883743,8.819,2022-05-30 00:11:50,,98.0,35.0,40.0,99.0,340.0,27.5,83.0,18.0,32.200000000000045,32.200000000000045,3.2,,2022,5,30,0,4.68,250.0
4835.3,8.652,2,50.4217175,-84.4884975,8.652,2022-05-30 00:11:51,,95.0,35.0,40.0,99.0,316.0,27.5,83.0,18.0,32.60000000000002,32.60000000000002,3.51,,2022,5,30,0,4.68,250.0
4843.81,8.507,2,50.4217076,-84.4886198,8.507,2022-05-30 00:11:52,,93.0,35.0,40.0,99.0,273.0,27.5,83.0,18.0,33.0,33.0,3.75,,2022,5,30,0,4.68,250.0
4852.26,8.203,2,50.4216991,-84.4887414,8.203,2022-05-30 00:11:53,,92.0,35.0,47.0,99.0,269.0,27.5,83.0,18.0,33.200000000000045,33.200000000000045,3.85,,2022,5,30,0,4.68,250.0
4860.39,8.017,2,50.4216938,-84.4888588,8.017,2022-05-30 00:11:54,,92.0,35.0,53.0,99.0,267.0,27.5,83.0,18.0,33.60000000000002,33.60000000000002,3.76,,2022,5,30,0,4.68,250.0
4868.26,7.867,2,50.4216925,-84.4889724,7.867,2022-05-30 00:11:55,,91.0,33.5,53.0,96.5,244.0,28.0,84.0,18.0,33.799999999999955,33.799999999999955,3.7,,2022,5,30,0,4.68,250.0
4875.83,7.874,2,50.4216976,-84.4890817,7.874,2022-05-30 00:11:56,,89.0,24.5,53.0,78.0,230.0,30.5,89.0,18.0,34.0,34.0,3.56,,2022,5,30,0,4.68,250.0
4883.26,7.87,2,50.4217056,-84.4891886,7.87,2022-05-30 00:11:57,,87.0,21.5,53.0,71.5,204.0,31.5,91.0,18.0,34.200000000000045,34.200000000000045,3.13,,2022,5,30,0,4.68,250.0
4891.71,7.863,2,50.4217172,-84.4893097,7.863,2022-05-30 00:11:58,,86.0,21.5,54.0,71.5,200.0,31.5,91.0,18.0,34.200000000000045,34.200000000000045,2.62,,2022,5,30,0,4.68,250.0
4899.57,7.835,2,50.4217278,-84.4894225,7.835,2022-05-30 00:11:59,,86.0,21.5,54.0,71.5,197.0,31.5,91.0,18.0,34.39999999999998,34.39999999999998,2.16,,2022,5,30,0,4.68,250.0
4907.24,7.781,2,50.4217364,-84.4895327,7.781,2022-05-30 00:12:00,,87.0,21.5,52.0,71.5,180.0,31.5,91.0,18.0,34.60000000000002,34.60000000000002,1.83,,2022,5,30,0,4.68,250.0
4915.14,7.907,2,50.4217477,-84.4896459,7.907,2022-05-30 00:12:01,,87.0,19.5,54.0,72.0,230.0,22.5,73.5,18.0,34.60000000000002,34.60000000000002,1.74,,2022,5,30,0,4.68,250.0
4923.14,8.043,2,50.4217623,-84.4897599,8.043,2022-05-30 00:12:02,,87.0,23.5,54.0,86.0,322.0,24.0,74.0,18.0,34.799999999999955,34.799999999999955,1.78,105.0,2022,5,30,0,4.68,250.0
4931.22,8.09,2,50.4217775,-84.489875,8.09,2022-05-30 00:12:03,,87.0,23.5,49.0,86.0,229.0,25.5,81.0,18.0,34.60000000000002,34.60000000000002,1.6,106.0,2022,5,30,0,4.68,250.0
4939.27,8.116,2,50.4217907,-84.48999,8.116,2022-05-30 00:12:04,,88.0,21.5,45.0,77.5,206.0,26.0,87.0,18.0,34.799999999999955,34.799999999999955,1.31,106.0,2022,5,30,0,4.68,250.0
4947.43,8.217,2,50.4218034,-84.4901067,8.217,2022-05-30 00:12:05,,88.0,19.5,45.0,72.0,167.0,26.0,87.0,18.0,34.799999999999955,34.799999999999955,1.11,107.0,2022,5,30,0,4.68,250.0
4955.63,8.281,2,50.4218166,-84.490224,8.281,2022-05-30 00:12:06,,89.0,20.0,47.0,70.5,163.0,26.0,87.0,18.0,34.799999999999955,34.799999999999955,0.87,109.0,2022,5,30,0,4.68,250.0
4963.91,8.361,2,50.4218271,-84.4903428,8.361,2022-05-30 00:12:07,,90.0,20.0,47.0,70.5,164.0,26.0,87.0,18.0,34.799999999999955,34.799999999999955,0.56,109.0,2022,5,30,0,4.68,250.0
4972.33,8.422,2,50.4218338,-84.4904641,8.422,2022-05-30 00:12:08,,90.0,18.5,51.0,68.5,149.0,23.0,75.5,18.0,34.799999999999955,34.799999999999955,0.2,109.0,2022,5,30,0,4.68,250.0
4980.67,8.373,2,50.4218385,-84.4905846,8.373,2022-05-30 00:12:09,,91.0,18.0,52.0,67.5,163.0,22.0,71.0,18.0,34.60000000000002,34.60000000000002,0.0,109.0,2022,5,30,0,4.68,250.0
4988.78,8.219,2,50.4218437,-84.4907016,8.219,2022-05-30 00:12:10,,91.0,18.0,53.0,67.5,148.0,22.0,71.5,18.0,34.799999999999955,34.799999999999955,0.0,109.0,2022,5,30,0,4.68,250.0
4996.97,8.443,2,50.421847,-84.49082,8.443,2022-05-30 00:12:11,,91.0,18.5,53.0,66.5,185.0,23.0,75.0,18.0,34.799999999999955,34.799999999999955,0.0,110.0,2022,5,30,0,4.68,250.0
5005.38,8.499,2,50.4218476,-84.4909416,8.499,2022-05-30 00:12:12,,91.0,24.5,51.0,80.5,226.0,23.5,77.0,18.0,34.799999999999955,34.799999999999955,0.0,111.0,2022,5,30,0,4.68,250.0
5013.95,8.502,2,50.4218449,-84.4910654,8.502,2022-05-30 00:12:13,,93.0,23.0,50.0,83.5,201.0,24.0,77.0,18.0,34.799999999999955,34.799999999999955,0.0,110.0,2022,5,30,0,4.68,250.0
5022.63,8.583,2,50.4218423,-84.4911908,8.583,2022-05-30 00:12:14,,93.0,18.0,50.0,76.0,147.0,24.0,77.0,18.0,34.799999999999955,34.799999999999955,0.0,110.0,2022,5,30,0,4.68,250.0
5031.41,8.703,2,50.4218416,-84.4913178,8.703,2022-05-30 00:12:15,,93.0,20.5,46.0,74.5,171.0,25.0,75.5,18.0,34.60000000000002,34.60000000000002,0.0,109.0,2022,5,30,0,4.68,250.0
5039.8,8.759,2,50.4218384,-84.4914391,8.759,2022-05-30 00:12:16,,94.0,22.0,51.0,76.5,246.0,23.0,67.0,18.0,34.799999999999955,34.799999999999955,0.0,108.0,2022,5,30,0,4.68,250.0
5048.41,8.993,2,50.4218321,-84.4915633,8.993,2022-05-30 00:12:17,,95.0,31.0,52.0,93.5,313.0,25.5,77.0,18.0,34.60000000000002,34.60000000000002,0.0,108.0,2022,5,30,0,4.68,250.0
5058.01,8.947,2,50.4218229,-84.4917015,8.947,2022-05-30 00:12:18,,95.0,32.5,51.0,96.5,345.0,28.0,84.5,18.0,34.799999999999955,34.799999999999955,0.0,109.0,2022,5,30,0,4.68,250.0
5067.01,8.85,2,50.4218172,-84.4918311,8.85,2022-05-30 00:12:19,,95.0,30.5,51.0,92.0,361.0,30.5,89.5,18.0,34.799999999999955,34.799999999999955,0.0,109.0,2022,5,30,0,4.68,250.0
5075.91,8.837,2,50.4218226,-84.4919595,8.837,2022-05-30 00:12:20,,96.0,28.5,50.0,88.0,354.0,32.5,93.5,18.0,35.0,35.0,0.0,110.0,2022,5,30,0,4.68,250.0
5084.9,8.961,2,50.4218384,-84.4920875,8.961,2022-05-30 00:12:21,,97.0,28.5,50.0,88.0,233.0,32.5,93.5,18.0,35.0,35.0,0.15,109.0,2022,5,30,0,4.68,250.0
5094.16,9.352,2,50.4218647,-84.4922166,9.352,2022-05-30 00:12:22,,100.0,28.5,50.0,88.0,237.0,32.5,93.5,18.0,34.799999999999955,34.799999999999955,0.47,110.0,2022,5,30,0,4.68,250.0
5103.86,9.558,2,50.4218992,-84.4923489,9.558,2022-05-30 00:12:23,,101.0,28.5,51.0,88.0,239.0,32.5,93.5,18.0,34.799999999999955,34.799999999999955,0.51,111.0,2022,5,30,0,4.68,250.0
5113.26,9.285,2,50.4219378,-84.4924744,9.285,2022-05-30 00:12:24,,102.0,28.5,53.0,88.0,249.0,32.5,93.5,18.0,34.60000000000002,34.60000000000002,0.01,112.0,2022,5,30,0,4.68,250.0
5122.28,8.997,2,50.4219795,-84.492592,8.997,2022-05-30 00:12:25,,102.0,27.0,52.0,86.0,246.0,32.0,92.0,18.0,34.799999999999955,34.799999999999955,-0.38,112.0,2022,5,30,0,4.68,250.0
5130.99,8.663,2,50.4220255,-84.4927017,8.663,2022-05-30 00:12:26,,103.0,25.0,50.0,84.0,241.0,31.5,90.0,18.0,34.799999999999955,34.799999999999955,-0.38,112.0,2022,5,30,0,4.68,250.0
5139.71,8.614,2,50.4220725,-84.4928108,8.614,2022-05-30 00:12:27,,103.0,23.0,48.0,81.5,236.0,30.5,88.5,18.0,34.799999999999955,34.799999999999955,-0.37,112.0,2022,5,30,0,4.68,250.0
5148.5,8.633,2,50.4221154,-84.4929238,8.633,2022-05-30 00:12:28,,101.0,17.0,48.0,62.5,198.0,32.0,90.5,18.0,34.799999999999955,34.799999999999955,-0.2,113.0,2022,5,30,0,4.68,250.0
5157.04,8.568,2,50.4221482,-84.493039,8.568,2022-05-30 00:12:29,,98.0,15.0,50.0,55.0,163.0,30.5,88.0,18.0,35.0,35.0,0.29,116.0,2022,5,30,0,4.68,250.0
5165.45,8.374,2,50.4221732,-84.4931557,8.374,2022-05-30 00:12:30,,95.0,21.5,56.0,72.5,155.0,25.0,78.0,18.0,35.200000000000045,35.200000000000045,0.89,118.0,2022,5,30,0,4.68,250.0
5173.83,8.246,2,50.4221925,-84.4932741,8.246,2022-05-30 00:12:31,,94.0,20.5,55.0,70.0,147.0,23.0,74.0,18.0,35.200000000000045,35.200000000000045,1.15,120.0,2022,5,30,0,4.68,250.0
5182.05,8.118,2,50.4222076,-84.493391,8.118,2022-05-30 00:12:32,,93.0,19.0,55.0,66.5,139.0,21.5,70.0,18.0,35.200000000000045,35.200000000000045,1.12,124.0,2022,5,30,0,4.68,250.0
5190.14,8.061,2,50.4222162,-84.4935074,8.061,2022-05-30 00:12:33,,93.0,17.5,54.0,62.5,131.0,20.0,66.0,18.0,35.39999999999998,35.39999999999998,1.18,126.0,2022,5,30,0,4.68,250.0
5198.16,7.964,2,50.4222215,-84.4936232,7.964,2022-05-30 00:12:34,,91.0,17.5,48.0,62.5,116.0,20.0,66.0,18.0,35.39999999999998,35.39999999999998,1.19,127.0,2022,5,30,0,4.68,250.0
5206.12,7.93,2,50.4222248,-84.4937382,7.93,2022-05-30 00:12:35,,90.0,17.5,42.0,62.5,100.0,20.0,66.0,18.0,35.200000000000045,35.200000000000045,0.8,129.0,2022,5,30,0,4.68,250.0
5214.03,8.262,2,50.4222273,-84.4938525,8.262,2022-05-30 00:12:36,,89.0,17.0,39.0,60.5,80.0,20.0,65.5,18.0,35.200000000000045,35.200000000000045,0.23,132.0,2022,5,30,0,4.68,250.0
5222.39,8.488,2,50.4222317,-84.4939733,8.488,2022-05-30 00:12:37,,89.0,16.5,39.0,56.0,56.0,19.5,64.5,18.0,35.200000000000045,35.200000000000045,0.0,135.0,2022,5,30,0,4.68,250.0
5231.74,8.764,2,50.4222374,-84.4941083,8.764,2022-05-30 00:12:38,,88.0,16.0,39.0,51.5,32.0,19.5,63.5,18.0,35.0,35.0,-0.23,137.0,2022,5,30,0,4.68,250.0
5240.82,9.001,2,50.42224,-84.4942394,9.001,2022-05-30 00:12:39,,88.0,15.0,39.0,47.5,7.0,19.0,62.5,18.0,34.799999999999955,34.799999999999955,-0.92,138.0,2022,5,30,0,4.68,250.0
5249.82,9.349,2,50.42224,-84.4943696,9.349,2022-05-30 00:12:40,,0.0,15.0,39.0,46.0,0.0,19.0,62.0,18.0,34.39999999999998,34.39999999999998,-1.64,138.0,2022,5,30,0,4.68,250.0
5259.26,9.818,2,50.4222393,-84.4945061,9.818,2022-05-30 00:12:41,,0.0,15.0,39.0,46.0,0.0,19.0,62.0,18.0,34.0,34.0,-2.24,138.0,2022,5,30,0,4.68,250.0
5269.48,10.287,2,50.4222366,-84.4946537,10.287,2022-05-30 00:12:42,,0.0,15.0,39.0,46.0,0.0,19.0,62.0,18.0,33.39999999999998,33.39999999999998,-3.16,139.0,2022,5,30,0,4.68,250.0
5280.33,10.81,3,50.4222333,-84.4948106,10.81,2022-05-30 00:12:43,,0.0,15.0,39.0,46.0,0.0,19.0,62.0,18.0,32.799999999999955,32.799999999999955,-4.2,140.0,2022,5,30,0,4.68,250.0
