distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,grade,heart_rate,year,month,day,hour,wind_speed,wind_direction
0.0,7.139,2,50.390503,-84.4795212,7.139,2022-05-30 00:03:56,,,,,,,,,,,,,,2022,5,30,0,4.68,250.0
4.47,7.176,2,50.3905318,-84.4794696,7.176,2022-05-30 00:03:57,22.0,86.0,24.5,53.0,78.5,161.0,18.0,74.0,21.0,,,,,2022,5,30,0,4.68,250.0
10.02,7.387,2,50.3905673,-84.4794052,7.387,2022-05-30 00:03:58,,92.0,24.5,53.0,78.5,159.0,18.0,74.0,21.0,,,,,2022,5,30,0,4.68,250.0
17.7,7.814,2,50.3906168,-84.4793163,7.814,2022-05-30 00:03:59,,100.0,24.5,53.0,78.5,145.0,18.0,74.0,21.0,,,,,2022,5,30,0,4.68,250.0
25.61,7.995,2,50.3906684,-84.4792256,7.995,2022-05-30 00:04:00,,104.0,25.5,51.0,82.0,146.0,17.5,69.0,21.0,,,,,2022,5,30,0,4.68,250.0
33.76,8.055,2,50.3907209,-84.4791313,8.055,2022-05-30 00:04:01,,101.0,27.5,47.0,88.5,177.0,16.0,59.5,21.0,,,,,2022,5,30,0,4.68,250.0
42.09,7.997,2,50.3907745,-84.4790347,7.997,2022-05-30 00:04:02,,98.0,29.5,43.0,95.0,208.0,15.0,50.5,21.0,,,,,2022,5,30,0,4.68,250.0
50.57,8.012,2,50.390828,-84.4789356,8.012,2022-05-30 00:04:03,,94.0,30.5,41.0,98.0,174.0,14.5,46.5,21.0,,,,,2022,5,30,0,4.68,250.0
59.22,8.287,2,50.3908835,-84.4788354,8.287,2022-05-30 00:04:04,,89.0,30.5,41.0,98.0,93.0,14.5,46.5,21.0,,,,,2022,5,30,0,4.68,250.0
67.88,8.56,2,50.3909396,-84.4787355,8.56,2022-05-30 00:04:05,,82.0,29.0,42.0,94.5,69.0,15.5,50.5,21.0,,,,,2022,5,30,0,4.68,250.0
76.72,8.84,2,50.3909939,-84.4786308,8.84,2022-05-30 00:04:06,,74.0,27.0,43.0,88.5,89.0,18.0,57.5,21.0,47.200000000000045,47.200000000000045,,,2022,5,30,0,4.68,250.0
85.89,9.159,2,50.3910503,-84.4785221,9.159,2022-05-30 00:04:07,,66.0,25.0,45.0,82.5,109.0,20.0,65.0,21.0,47.0,47.0,0.0,,2022,5,30,0,4.68,250.0
95.23,9.467,2,50.3911098,-84.4784135,9.467,2022-05-30 00:04:08,,58.0,22.5,46.0,76.0,129.0,22.0,72.0,21.0,46.799999999999955,46.799999999999955,0.0,,2022,5,30,0,4.68,250.0
105.46,9.896,2,50.3911742,-84.4782937,9.896,2022-05-30 00:04:09,,49.0,20.5,48.0,70.0,149.0,24.0,79.0,21.0,46.39999999999998,46.39999999999998,0.0,,2022,5,30,0,4.68,250.0
115.51,10.282,2,50.3912387,-84.4781773,10.282,2022-05-30 00:04:10,,47.0,18.5,49.0,64.5,164.0,26.0,85.5,21.0,45.799999999999955,45.799999999999955,0.0,,2022,5,30,0,4.68,250.0
126.01,10.853,2,50.3913074,-84.478057,10.853,2022-05-30 00:04:11,,87.0,20.5,49.0,70.5,143.0,24.5,81.0,21.0,45.200000000000045,45.200000000000045,0.0,,2022,5,30,0,4.68,250.0
137.25,11.254,2,50.39138,-84.4779271,11.254,2022-05-30 00:04:12,,84.0,25.5,49.0,88.5,166.0,20.0,67.0,21.0,44.60000000000002,44.60000000000002,-1.46,,2022,5,30,0,4.68,250.0
148.74,11.543,2,50.3914536,-84.4777938,11.543,2022-05-30 00:04:13,,85.0,28.0,49.0,96.0,142.0,18.0,61.5,21.0,44.0,44.0,-4.19,,2022,5,30,0,4.68,250.0
160.48,11.955,2,50.3915282,-84.477657,11.955,2022-05-30 00:04:14,,92.0,27.0,49.0,92.5,128.0,18.0,61.0,21.0,43.200000000000045,43.200000000000045,-5.76,,2022,5,30,0,4.68,250.0
172.96,12.357,2,50.391607,-84.477511,12.357,2022-05-30 00:04:15,,96.0,18.5,49.0,63.5,105.0,17.0,57.5,21.0,42.799999999999955,42.799999999999955,-6.03,,2022,5,30,0,4.68,250.0
185.28,12.628,2,50.391685,-84.4773672,12.628,2022-05-30 00:04:16,,98.0,15.0,53.0,52.5,102.0,14.5,51.5,21.0,42.39999999999998,42.39999999999998,-5.75,,2022,5,30,0,4.68,250.0
198.98,12.794,3,50.3917536,-84.477195,12.794,2022-05-30 00:04:17,,99.0,12.5,46.0,43.5,49.0,14.5,52.0,21.0,41.200000000000045,41.200000000000045,-5.76,,2022,5,30,0,4.68,250.0
215.25,13.332,4,50.3918244,-84.4769865,13.332,2022-05-30 00:04:18,,100.0,9.5,38.0,33.0,27.0,15.0,52.5,21.0,40.200000000000045,40.200000000000045,-5.94,,2022,5,30,0,4.68,250.0
229.69,14.079,4,50.391941,-84.4768508,14.079,2022-05-30 00:04:19,,91.0,9.0,30.0,30.0,10.0,15.0,53.0,21.0,39.200000000000045,39.200000000000045,-5.54,,2022,5,30,0,4.68,250.0
244.86,14.965,4,50.3920702,-84.476719,14.965,2022-05-30 00:04:20,,44.0,19.5,37.0,62.0,64.0,11.0,53.5,21.0,37.799999999999955,37.799999999999955,-5.5,,2022,5,30,0,4.68,250.0
259.48,15.327,3,50.3921714,-84.4765592,15.327,2022-05-30 00:04:21,,105.0,7.0,56.0,24.5,148.0,0.0,55.5,21.0,36.39999999999998,36.39999999999998,-6.35,,2022,5,30,0,4.68,250.0
274.04,15.164,3,50.3922589,-84.4763851,15.164,2022-05-30 00:04:22,,105.0,7.0,56.0,24.5,184.0,0.0,57.0,21.0,35.200000000000045,35.200000000000045,-7.09,,2022,5,30,0,4.68,250.0
289.49,15.247,3,50.3923612,-84.4762091,15.247,2022-05-30 00:04:23,,104.0,7.0,56.0,24.5,112.0,0.0,59.0,21.0,33.799999999999955,33.799999999999955,-7.69,,2022,5,30,0,4.68,250.0
305.0,15.594,3,50.392464,-84.4760329,15.594,2022-05-30 00:04:24,,82.0,12.5,56.0,45.0,158.0,5.5,61.0,21.0,32.200000000000045,32.200000000000045,-8.81,,2022,5,30,0,4.68,250.0
320.84,15.729,3,50.3925685,-84.4758522,15.729,2022-05-30 00:04:25,,60.0,24.0,56.0,85.0,331.0,18.0,68.0,21.0,31.0,31.0,-9.78,,2022,5,30,0,4.68,250.0
337.09,15.635,3,50.3926732,-84.4756643,15.635,2022-05-30 00:04:26,,108.0,25.0,56.0,87.0,298.0,24.0,84.5,21.0,29.600000000000023,29.600000000000023,-9.94,,2022,5,30,0,4.68,250.0
352.47,15.369,3,50.3927677,-84.4754821,15.369,2022-05-30 00:04:27,,108.0,21.0,56.0,76.0,278.0,25.5,87.5,21.0,27.799999999999955,27.799999999999955,-10.01,,2022,5,30,0,4.68,250.0
367.8,15.167,2,50.3928626,-84.4753012,15.167,2022-05-30 00:04:28,,107.0,20.0,56.0,71.5,234.0,23.5,79.5,21.0,26.200000000000045,26.200000000000045,-10.4,,2022,5,30,0,4.68,250.0
383.64,15.112,2,50.3929686,-84.475122,15.112,2022-05-30 00:04:29,,107.0,21.5,53.0,73.5,240.0,20.5,69.5,21.0,25.0,25.0,-10.42,,2022,5,30,0,4.68,250.0
398.56,14.993,2,50.3930697,-84.4749546,14.993,2022-05-30 00:04:30,,106.0,21.0,49.0,72.0,233.0,21.5,71.5,21.0,24.399999999999977,24.399999999999977,-9.57,,2022,5,30,0,4.68,250.0
413.05,14.565,2,50.3931672,-84.4747915,14.565,2022-05-30 00:04:31,,105.0,21.0,48.0,72.0,214.0,21.5,71.5,21.0,23.600000000000023,23.600000000000023,-8.19,,2022,5,30,0,4.68,250.0
427.53,14.148,2,50.3932642,-84.4746277,14.148,2022-05-30 00:04:32,,104.0,21.0,47.0,72.0,235.0,21.5,71.5,21.0,22.600000000000023,22.600000000000023,-6.87,,2022,5,30,0,4.68,250.0
441.46,13.817,2,50.3933576,-84.4744707,13.817,2022-05-30 00:04:33,,103.0,21.0,47.0,72.0,258.0,21.5,71.5,21.0,21.799999999999955,21.799999999999955,-5.82,,2022,5,30,0,4.68,250.0
455.23,13.616,2,50.3934485,-84.4743137,13.616,2022-05-30 00:04:34,,102.0,21.0,54.0,72.0,293.0,21.5,71.5,21.0,21.200000000000045,21.200000000000045,-5.04,,2022,5,30,0,4.68,250.0
468.79,13.472,2,50.393535,-84.4741559,13.472,2022-05-30 00:04:35,,101.0,21.0,62.0,72.0,328.0,21.5,71.5,21.0,20.799999999999955,20.799999999999955,-4.74,,2022,5,30,0,4.68,250.0
482.0,13.188,2,50.3936191,-84.4740022,13.188,2022-05-30 00:04:36,,98.0,21.0,63.0,72.0,296.0,21.5,71.5,21.0,20.799999999999955,20.799999999999955,-4.89,,2022,5,30,0,4.68,250.0
494.72,12.929,2,50.3937015,-84.4738555,12.929,2022-05-30 00:04:37,,96.0,21.0,58.0,72.0,274.0,21.5,71.5,21.0,20.799999999999955,20.799999999999955,-4.49,,2022,5,30,0,4.68,250.0
507.78,12.524,2,50.3937872,-84.4737059,12.524,2022-05-30 00:04:38,,94.0,21.0,49.0,72.0,267.0,21.5,71.5,21.0,20.799999999999955,20.799999999999955,-3.17,,2022,5,30,0,4.68,250.0
520.23,12.279,2,50.393868,-84.4735626,12.279,2022-05-30 00:04:39,,95.0,21.0,46.0,72.0,255.0,21.5,71.5,21.0,21.200000000000045,21.200000000000045,-1.52,,2022,5,30,0,4.68,250.0
532.17,12.073,2,50.3939464,-84.4734261,12.073,2022-05-30 00:04:40,,94.0,21.0,46.0,72.0,254.0,21.5,71.5,21.0,21.399999999999977,21.399999999999977,-0.14,,2022,5,30,0,4.68,250.0
543.89,11.825,2,50.3940222,-84.4732908,11.825,2022-05-30 00:04:41,,94.0,21.0,48.0,72.0,257.0,21.5,71.5,21.0,21.200000000000045,21.200000000000045,0.6,,2022,5,30,0,4.68,250.0
555.72,11.734,2,50.3940974,-84.473153,11.734,2022-05-30 00:04:42,,94.0,21.0,52.0,72.0,254.0,21.5,71.5,21.0,21.399999999999977,21.399999999999977,0.77,,2022,5,30,0,4.68,250.0
567.44,11.648,2,50.3941708,-84.4730155,11.648,2022-05-30 00:04:43,,95.0,21.0,50.0,72.0,254.0,21.5,71.5,21.0,21.600000000000023,21.600000000000023,0.86,,2022,5,30,0,4.68,250.0
578.89,11.488,2,50.3942438,-84.4728823,11.488,2022-05-30 00:04:44,,95.0,21.0,48.0,72.0,255.0,21.5,71.5,21.0,21.600000000000023,21.600000000000023,0.89,,2022,5,30,0,4.68,250.0
590.26,11.331,2,50.3943199,-84.4727537,11.331,2022-05-30 00:04:45,,95.0,21.0,47.0,72.0,253.0,21.5,71.5,20.0,21.799999999999955,21.799999999999955,0.54,,2022,5,30,0,4.68,250.0
601.42,11.179,2,50.394394,-84.472627,11.179,2022-05-30 00:04:46,,94.0,21.0,47.0,72.0,238.0,21.5,71.5,20.0,22.0,22.0,0.46,,2022,5,30,0,4.68,250.0
612.39,11.199,2,50.3944651,-84.4725005,11.199,2022-05-30 00:04:47,,95.0,21.0,47.0,72.0,303.0,21.5,71.5,20.0,22.200000000000045,22.200000000000045,1.09,,2022,5,30,0,4.68,250.0
623.26,11.18,2,50.3945359,-84.4723756,11.18,2022-05-30 00:04:48,,97.0,21.0,47.0,72.0,333.0,21.5,71.5,20.0,22.399999999999977,22.399999999999977,1.56,,2022,5,30,0,4.68,250.0
634.57,10.994,2,50.3946094,-84.4722455,10.994,2022-05-30 00:04:49,,97.0,21.0,47.0,72.0,247.0,21.5,71.5,20.0,22.0,22.0,1.37,,2022,5,30,0,4.68,250.0
645.61,10.737,2,50.3946839,-84.4721214,10.737,2022-05-30 00:04:50,,66.0,22.0,48.0,74.5,365.0,22.0,72.5,20.0,22.399999999999977,22.399999999999977,1.15,,2022,5,30,0,4.68,250.0
656.41,10.555,2,50.3947558,-84.4719989,10.555,2022-05-30 00:04:51,,94.0,30.0,53.0,94.5,439.0,25.5,81.0,20.0,22.600000000000023,22.600000000000023,1.21,,2022,5,30,0,4.68,250.0
667.07,10.212,2,50.394828,-84.4718793,10.212,2022-05-30 00:04:52,,93.0,36.5,53.0,99.5,462.0,31.0,93.5,20.0,22.799999999999955,22.799999999999955,1.21,,2022,5,30,0,4.68,250.0
677.13,9.721,2,50.3949035,-84.4717761,9.721,2022-05-30 00:04:53,,91.0,31.5,51.0,100.0,175.0,30.5,96.5,20.0,23.0,23.0,1.18,,2022,5,30,0,4.68,250.0
686.45,9.383,2,50.394986,-84.4717014,9.383,2022-05-30 00:04:54,,63.0,25.5,37.0,86.5,109.0,33.0,99.0,20.0,23.200000000000045,23.200000000000045,1.55,,2022,5,30,0,4.68,250.0
695.63,9.146,2,50.3950786,-84.4716623,9.146,2022-05-30 00:04:55,,54.0,20.0,24.0,68.5,134.0,21.5,100.0,20.0,23.399999999999977,23.399999999999977,1.99,,2022,5,30,0,4.68,250.0
704.48,9.285,2,50.3951734,-84.4716619,9.285,2022-05-30 00:04:56,,81.0,17.0,37.0,60.0,70.0,0.0,100.0,20.0,23.399999999999977,23.399999999999977,1.89,,2022,5,30,0,4.68,250.0
712.87,8.778,2,50.3952629,-84.4716756,8.778,2022-05-30 00:04:57,,79.0,17.0,66.0,60.0,85.0,0.0,100.0,20.0,23.399999999999977,23.399999999999977,1.49,,2022,5,30,0,4.68,250.0
721.59,8.775,2,50.3953562,-84.4716797,8.775,2022-05-30 00:04:58,,84.0,16.5,49.0,52.0,58.0,7.0,34.0,20.0,23.399999999999977,23.399999999999977,1.03,,2022,5,30,0,4.68,250.0
730.21,8.886,2,50.3954446,-84.4716529,8.886,2022-05-30 00:04:59,,86.0,18.0,52.0,58.5,111.0,11.0,37.0,20.0,23.399999999999977,23.399999999999977,0.52,,2022,5,30,0,4.68,250.0
738.48,8.656,2,50.3955183,-84.4715868,8.656,2022-05-30 00:05:00,,81.0,22.0,60.0,71.0,107.0,15.5,53.0,20.0,23.399999999999977,23.399999999999977,0.13,,2022,5,30,0,4.68,250.0
747.45,8.905,2,50.3955875,-84.4714973,8.905,2022-05-30 00:05:01,,51.0,31.0,65.0,83.5,375.0,12.5,65.0,20.0,23.399999999999977,23.399999999999977,0.0,,2022,5,30,0,4.68,250.0
756.36,9.04,2,50.3956505,-84.4714003,9.04,2022-05-30 00:05:02,,89.0,30.0,63.0,89.0,461.0,0.0,100.0,20.0,23.399999999999977,23.399999999999977,0.0,,2022,5,30,0,4.68,250.0
765.33,8.853,2,50.3957122,-84.4713008,8.853,2022-05-30 00:05:03,,96.0,30.0,52.0,89.0,421.0,0.0,100.0,20.0,23.600000000000023,23.600000000000023,0.19,,2022,5,30,0,4.68,250.0
774.04,8.605,2,50.3957651,-84.4711972,8.605,2022-05-30 00:05:04,,98.0,30.5,49.0,93.5,360.0,24.0,99.5,20.0,23.799999999999955,23.799999999999955,0.59,,2022,5,30,0,4.68,250.0
782.02,7.606,2,50.3958092,-84.4710984,7.606,2022-05-30 00:05:05,,97.0,30.5,47.0,95.0,178.0,33.5,99.0,20.0,24.0,24.0,0.98,,2022,5,30,0,4.68,250.0
788.19,5.384,2,50.3958402,-84.4710196,5.384,2022-05-30 00:05:06,,96.0,28.0,43.0,91.5,146.0,33.5,99.0,20.0,24.200000000000045,24.200000000000045,1.31,,2022,5,30,0,4.68,250.0
791.75,2.927,2,50.3958567,-84.4709731,2.927,2022-05-30 00:05:07,,95.0,25.5,39.0,88.0,113.0,33.5,99.0,20.0,24.399999999999977,24.399999999999977,1.62,,2022,5,30,0,4.68,250.0
794.38,2.287,2,50.3958739,-84.4709443,2.287,2022-05-30 00:05:08,,94.0,23.0,35.0,85.0,81.0,33.5,99.0,20.0,24.600000000000023,24.600000000000023,1.93,,2022,5,30,0,4.68,250.0
796.9,2.49,2,50.3958965,-84.4709244,2.49,2022-05-30 00:05:09,,94.0,20.5,31.0,81.5,48.0,33.5,99.0,20.0,24.600000000000023,24.600000000000023,2.25,,2022,5,30,0,4.68,250.0
799.54,2.926,2,50.3959207,-84.4709051,2.926,2022-05-30 00:05:10,,85.0,18.5,27.0,78.5,41.0,33.5,99.0,20.0,24.799999999999955,24.799999999999955,2.55,,2022,5,30,0,4.68,250.0
802.91,3.535,2,50.3959549,-84.4708901,3.535,2022-05-30 00:05:11,,34.0,18.5,27.0,78.5,170.0,33.5,99.0,20.0,24.799999999999955,24.799999999999955,2.81,,2022,5,30,0,4.68,250.0
807.01,4.209,2,50.3959985,-84.4708829,4.209,2022-05-30 00:05:12,,21.0,18.5,27.0,78.5,353.0,33.5,99.0,20.0,25.0,25.0,3.37,,2022,5,30,0,4.68,250.0
811.92,4.943,2,50.3960512,-84.4708816,4.943,2022-05-30 00:05:13,,37.0,18.5,27.0,78.5,362.0,33.5,99.0,20.0,25.200000000000045,25.200000000000045,4.06,,2022,5,30,0,4.68,250.0
816.73,5.143,2,50.3961028,-84.4708837,5.143,2022-05-30 00:05:14,,53.0,18.5,27.0,78.5,345.0,33.5,99.0,20.0,25.200000000000045,25.200000000000045,4.17,,2022,5,30,0,4.68,250.0
821.56,5.196,2,50.3961544,-84.4708847,5.196,2022-05-30 00:05:15,,62.0,18.5,37.0,78.5,316.0,33.5,99.0,20.0,25.200000000000045,25.200000000000045,3.77,,2022,5,30,0,4.68,250.0
826.66,5.444,2,50.3962084,-84.4708729,5.444,2022-05-30 00:05:16,,66.0,18.5,58.0,79.0,290.0,33.0,98.0,20.0,25.399999999999977,25.399999999999977,3.12,,2022,5,30,0,4.68,250.0
832.42,6.14,2,50.3962671,-84.4708478,6.14,2022-05-30 00:05:17,,66.0,19.0,57.0,81.0,309.0,28.5,92.5,20.0,25.399999999999977,25.399999999999977,2.41,,2022,5,30,0,4.68,250.0
839.11,6.621,2,50.3963262,-84.4707956,6.621,2022-05-30 00:05:18,,67.0,19.5,56.0,83.0,328.0,24.5,87.0,20.0,25.399999999999977,25.399999999999977,1.81,,2022,5,30,0,4.68,250.0
846.58,7.015,2,50.3963793,-84.4707145,7.015,2022-05-30 00:05:19,,68.0,19.5,55.0,85.0,347.0,20.0,81.0,20.0,25.600000000000023,25.600000000000023,1.4,,2022,5,30,0,4.68,250.0
854.28,7.534,2,50.3964287,-84.4706256,7.534,2022-05-30 00:05:20,,68.0,20.0,54.0,87.5,366.0,16.0,75.5,20.0,25.600000000000023,25.600000000000023,1.2,,2022,5,30,0,4.68,250.0
862.47,7.919,2,50.3964745,-84.4705246,7.919,2022-05-30 00:05:21,,76.0,20.0,54.0,87.5,314.0,15.5,75.0,20.0,25.600000000000023,25.600000000000023,0.79,,2022,5,30,0,4.68,250.0
870.65,7.791,2,50.3965228,-84.470426,7.791,2022-05-30 00:05:22,,79.0,23.5,53.0,90.5,303.0,18.5,77.5,20.0,25.600000000000023,25.600000000000023,0.23,,2022,5,30,0,4.68,250.0
878.32,7.093,2,50.3965794,-84.470347,7.093,2022-05-30 00:05:23,,82.0,27.5,51.0,93.5,298.0,22.0,80.0,20.0,25.799999999999955,25.799999999999955,0.3,,2022,5,30,0,4.68,250.0
885.45,6.48,2,50.3966477,-84.4703081,6.48,2022-05-30 00:05:24,,85.0,31.5,50.0,97.0,292.0,25.5,83.0,20.0,26.0,26.0,0.89,,2022,5,30,0,4.68,250.0
892.85,6.756,2,50.3967267,-84.4703085,6.756,2022-05-30 00:05:25,,88.0,35.0,49.0,99.5,299.0,28.5,85.0,20.0,26.200000000000045,26.200000000000045,1.32,,2022,5,30,0,4.68,250.0
899.8,6.799,3,50.3967992,-84.4703305,6.799,2022-05-30 00:05:26,,87.0,35.0,49.0,99.5,367.0,28.5,85.0,20.0,26.200000000000045,26.200000000000045,1.48,,2022,5,30,0,4.68,250.0
906.86,7.391,3,50.3968702,-84.4703664,7.391,2022-05-30 00:05:27,,89.0,35.5,55.0,100.0,268.0,30.5,95.5,20.0,26.200000000000045,26.200000000000045,1.54,,2022,5,30,0,4.68,250.0
914.34,7.912,3,50.3969439,-84.4704093,7.912,2022-05-30 00:05:28,,91.0,28.5,59.0,85.0,258.0,27.5,92.5,20.0,26.600000000000023,26.600000000000023,1.73,,2022,5,30,0,4.68,250.0
923.21,8.256,3,50.3970274,-84.4704697,8.256,2022-05-30 00:05:29,,92.0,30.0,61.0,86.0,309.0,28.5,89.0,20.0,26.799999999999955,26.799999999999955,2.02,,2022,5,30,0,4.68,250.0
931.74,8.053,3,50.3971022,-84.4705411,8.053,2022-05-30 00:05:30,,91.0,37.0,58.0,100.0,369.0,31.5,87.5,20.0,27.0,27.0,2.06,,2022,5,30,0,4.68,250.0
940.57,7.906,3,50.397182,-84.4706099,7.906,2022-05-30 00:05:31,,91.0,35.5,50.0,100.0,347.0,31.5,87.5,20.0,27.0,27.0,1.95,,2022,5,30,0,4.68,250.0
949.54,8.434,3,50.3972661,-84.4706728,8.434,2022-05-30 00:05:32,,93.0,31.5,51.0,96.0,335.0,32.5,92.5,20.0,27.200000000000045,27.200000000000045,2.06,,2022,5,30,0,4.68,250.0
958.5,8.624,3,50.397351,-84.4707338,8.624,2022-05-30 00:05:33,,94.0,30.0,52.0,94.0,342.0,32.5,95.5,20.0,27.399999999999977,27.399999999999977,2.04,,2022,5,30,0,4.68,250.0
967.3,8.609,3,50.3974349,-84.4707926,8.609,2022-05-30 00:05:34,,95.0,33.5,51.0,97.0,359.0,29.5,93.5,20.0,27.399999999999977,27.399999999999977,1.73,,2022,5,30,0,4.68,250.0
976.27,8.843,3,50.3975208,-84.4708514,8.843,2022-05-30 00:05:35,,96.0,30.0,51.0,95.0,299.0,31.5,97.0,20.0,27.600000000000023,27.600000000000023,1.51,,2022,5,30,0,4.68,250.0
985.15,8.859,3,50.3976048,-84.470912,8.859,2022-05-30 00:05:36,,97.0,29.5,50.0,92.5,275.0,30.0,92.0,20.0,27.600000000000023,27.600000000000023,1.47,,2022,5,30,0,4.68,250.0
993.52,8.765,3,50.3976832,-84.4709711,8.765,2022-05-30 00:05:37,,98.0,26.5,50.0,85.0,255.0,28.5,88.0,20.0,27.799999999999955,27.799999999999955,1.39,,2022,5,30,0,4.68,250.0
1002.46,8.593,3,50.3977669,-84.4710347,8.593,2022-05-30 00:05:38,,98.0,27.5,49.0,86.0,289.0,26.5,82.5,20.0,27.799999999999955,27.799999999999955,1.26,,2022,5,30,0,4.68,250.0
1011.32,8.843,3,50.3978488,-84.4710999,8.843,2022-05-30 00:05:39,,95.0,30.5,48.0,93.5,346.0,25.5,79.0,20.0,28.0,28.0,1.25,,2022,5,30,0,4.68,250.0
1020.25,9.119,3,50.397931,-84.4711661,9.119,2022-05-30 00:05:40,,90.0,27.0,52.0,94.0,340.0,25.0,81.5,20.0,28.0,28.0,1.26,,2022,5,30,0,4.68,250.0
1029.36,9.095,3,50.3980163,-84.4712308,9.095,2022-05-30 00:05:41,,91.0,27.5,49.0,94.0,326.0,26.5,85.0,20.0,28.0,28.0,1.09,,2022,5,30,0,4.68,250.0
1038.06,8.698,3,50.3980983,-84.471291,8.698,2022-05-30 00:05:42,,91.0,28.0,45.0,94.5,312.0,29.0,90.5,20.0,28.0,28.0,0.65,,2022,5,30,0,4.68,250.0
1046.78,8.644,3,50.3981802,-84.4713523,8.644,2022-05-30 00:05:43,,91.0,28.5,41.0,94.5,310.0,31.0,95.0,19.0,28.200000000000045,28.200000000000045,0.18,,2022,5,30,0,4.68,250.0
1055.21,8.596,3,50.3982589,-84.4714124,8.596,2022-05-30 00:05:44,,91.0,28.5,41.0,94.5,328.0,31.0,95.0,19.0,28.399999999999977,28.399999999999977,0.22,,2022,5,30,0,4.68,250.0
1063.75,8.596,3,50.3983385,-84.4714737,8.596,2022-05-30 00:05:45,,92.0,28.5,42.0,94.5,312.0,31.0,95.0,19.0,28.399999999999977,28.399999999999977,0.67,,2022,5,30,0,4.68,250.0
1072.0,8.149,3,50.3984149,-84.4715342,8.149,2022-05-30 00:05:46,,92.0,27.5,44.0,93.5,299.0,31.0,94.0,19.0,28.399999999999977,28.399999999999977,1.0,,2022,5,30,0,4.68,250.0
1079.76,8.003,3,50.3984874,-84.4715896,8.003,2022-05-30 00:05:47,,92.0,26.5,47.0,92.5,285.0,30.5,93.0,19.0,28.600000000000023,28.600000000000023,1.21,,2022,5,30,0,4.68,250.0
1087.88,8.429,3,50.3985635,-84.4716467,8.429,2022-05-30 00:05:48,,92.0,25.5,49.0,92.0,273.0,30.5,92.5,19.0,28.600000000000023,28.600000000000023,1.36,,2022,5,30,0,4.68,250.0
1097.39,8.761,3,50.3986501,-84.4717196,8.761,2022-05-30 00:05:49,,92.0,25.5,49.0,92.0,229.0,30.5,92.5,19.0,28.799999999999955,28.799999999999955,1.34,,2022,5,30,0,4.68,250.0
1106.58,8.905,3,50.3987336,-84.4717905,8.905,2022-05-30 00:05:50,,91.0,24.5,51.0,87.0,220.0,27.5,85.5,19.0,28.799999999999955,28.799999999999955,1.11,,2022,5,30,0,4.68,250.0
1115.69,8.612,3,50.3988198,-84.471852,8.612,2022-05-30 00:05:51,,91.0,22.5,55.0,79.5,248.0,23.5,76.0,19.0,28.799999999999955,28.799999999999955,0.89,,2022,5,30,0,4.68,250.0
1124.75,8.447,3,50.3989121,-84.4718864,8.447,2022-05-30 00:05:52,,90.0,23.0,56.0,83.5,168.0,22.0,73.0,19.0,29.0,29.0,0.89,,2022,5,30,0,4.68,250.0
1133.75,8.519,3,50.399008,-84.4718779,8.519,2022-05-30 00:05:53,,78.0,24.5,56.0,90.0,145.0,22.0,73.0,19.0,29.200000000000045,29.200000000000045,1.05,,2022,5,30,0,4.68,250.0
1142.95,8.777,3,50.3991023,-84.4718408,8.777,2022-05-30 00:05:54,,39.0,24.5,56.0,90.0,466.0,22.0,73.0,19.0,29.399999999999977,29.399999999999977,1.14,,2022,5,30,0,4.68,250.0
1152.36,9.046,3,50.399192,-84.4717788,9.046,2022-05-30 00:05:55,,76.0,24.5,56.0,90.0,534.0,22.0,73.0,19.0,29.600000000000023,29.600000000000023,1.2,,2022,5,30,0,4.68,250.0
1161.94,9.24,3,50.3992783,-84.4717035,9.24,2022-05-30 00:05:56,,89.0,24.5,56.0,90.0,495.0,22.0,73.0,19.0,29.600000000000023,29.600000000000023,1.4,,2022,5,30,0,4.68,250.0
1172.01,9.561,3,50.3993692,-84.4716245,9.561,2022-05-30 00:05:57,,94.0,24.5,56.0,90.0,396.0,22.0,73.0,19.0,29.399999999999977,29.399999999999977,1.39,,2022,5,30,0,4.68,250.0
1183.42,9.792,3,50.3994725,-84.471536,9.792,2022-05-30 00:05:58,,96.0,28.0,56.0,93.5,364.0,24.5,81.5,19.0,29.600000000000023,29.600000000000023,1.02,,2022,5,30,0,4.68,250.0
1194.36,10.097,3,50.3995689,-84.4714456,10.097,2022-05-30 00:05:59,,99.0,34.5,56.0,99.5,300.0,29.0,95.5,19.0,29.399999999999977,29.399999999999977,0.5,,2022,5,30,0,4.68,250.0
1205.4,10.356,3,50.3996654,-84.471353,10.356,2022-05-30 00:06:00,,101.0,34.5,56.0,99.5,308.0,29.0,95.5,19.0,29.399999999999977,29.399999999999977,0.11,,2022,5,30,0,4.68,250.0
1217.09,10.796,3,50.3997647,-84.4712495,10.796,2022-05-30 00:06:01,,99.0,34.5,56.0,99.5,424.0,29.0,95.5,19.0,29.200000000000045,29.200000000000045,-0.18,,2022,5,30,0,4.68,250.0
1229.41,11.461,3,50.3998673,-84.471137,11.461,2022-05-30 00:06:02,,92.0,33.5,56.0,98.5,564.0,28.5,94.5,19.0,29.0,29.0,-0.59,,2022,5,30,0,4.68,250.0
