cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,battery_soc,left_right_balance,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
0,57,16.5,61.0,0,15.0,59.0,2023-05-31 12:14:07,,59.0,12.0,1879.06,3.343,4.0,50.3989316,-84.5132201,3.343,71.0,71.0,12.0,10.0,1.5,2023,5,31,12,2.65,191.0
0,57,16.5,61.0,0,14.5,57.5,2023-05-31 12:14:08,,60.0,12.0,1882.15,3.368,4.0,50.3989014,-84.5132019,3.368,71.0,71.0,12.0,10.0,1.47,2023,5,31,12,2.65,191.0
29,57,16.5,60.5,14,14.0,56.0,2023-05-31 12:14:09,,61.0,12.0,1885.05,3.258,4.0,50.3988725,-84.5131898,3.258,71.20000000000005,71.20000000000005,12.0,10.0,1.49,2023,5,31,12,2.65,191.0
29,57,17.0,61.5,23,13.5,55.5,2023-05-31 12:14:10,,61.0,12.0,1887.73,2.998,4.0,50.398845,-84.5131744,2.998,71.20000000000005,71.20000000000005,12.0,10.0,1.55,2023,5,31,12,2.65,191.0
29,57,19.0,67.5,32,13.5,58.5,2023-05-31 12:14:11,,58.0,12.0,1890.45,2.908,4.0,50.3988178,-84.5131563,2.908,71.39999999999998,71.39999999999998,12.0,10.0,1.74,2023,5,31,12,2.65,191.0
28,58,21.0,73.0,41,13.0,61.5,2023-05-31 12:14:12,,55.0,12.0,1894.03,3.083,4.0,50.3987873,-84.5131319,3.083,71.60000000000002,71.60000000000002,12.0,10.0,2.11,2023,5,31,12,2.65,191.0
32,58,23.5,78.5,59,13.0,64.0,2023-05-31 12:14:13,,52.0,12.0,1897.78,3.387,4.0,50.3987556,-84.5130987,3.387,71.79999999999995,71.79999999999995,12.0,10.0,2.65,2023,5,31,12,2.65,191.0
49,58,25.0,83.0,91,13.5,68.5,2023-05-31 12:14:14,,52.0,12.0,1901.63,3.522,4.0,50.3987206,-84.5130621,3.522,71.79999999999995,71.79999999999995,13.0,10.0,3.22,2023,5,31,12,2.65,191.0
51,58,25.0,82.5,108,17.0,76.5,2023-05-31 12:14:15,,55.0,12.0,1905.65,3.545,4.0,50.3986842,-84.5130318,3.545,72.0,72.0,13.0,10.0,3.62,2023,5,31,12,2.65,191.0
52,58,25.0,82.0,115,20.0,84.5,2023-05-31 12:14:16,,57.0,12.0,1909.63,3.574,4.0,50.3986486,-84.5129993,3.574,72.0,72.0,13.0,10.0,3.71,2023,5,31,12,2.65,191.0
52,58,24.5,81.5,113,21.5,82.0,2023-05-31 12:14:17,,55.0,12.0,1913.5,3.604,4.0,50.3986148,-84.5129685,3.604,72.0,72.0,13.0,10.0,3.46,2023,5,31,12,2.65,191.0
51,58,24.0,82.5,102,21.5,78.5,2023-05-31 12:14:18,,56.0,12.0,1917.14,3.517,4.0,50.3985825,-84.5129408,3.517,72.0,72.0,13.0,10.0,2.96,2023,5,31,12,2.65,191.0
51,58,24.0,84.5,98,21.0,77.5,2023-05-31 12:14:19,,58.0,12.0,1920.7,3.497,4.0,50.3985474,-84.5129195,3.497,72.0,72.0,13.0,10.0,2.36,2023,5,31,12,2.65,191.0
50,58,24.0,85.5,97,19.5,72.5,2023-05-31 12:14:20,,60.0,12.0,1924.36,3.535,3.0,50.3985111,-84.5129013,3.535,72.20000000000005,72.20000000000005,13.0,10.0,1.75,2023,5,31,12,2.65,191.0
50,58,25.0,89.0,97,18.5,78.5,2023-05-31 12:14:21,,57.0,12.0,1927.96,3.547,3.0,50.3984749,-84.5128832,3.547,72.20000000000005,72.20000000000005,13.0,10.0,1.34,2023,5,31,12,2.65,191.0
50,59,24.0,84.5,98,19.0,77.5,2023-05-31 12:14:22,,58.0,12.0,1931.6,3.681,3.0,50.3984416,-84.512859,3.681,72.39999999999998,72.39999999999998,13.0,10.0,1.23,2023,5,31,12,2.65,191.0
50,59,22.0,77.0,96,20.0,74.0,2023-05-31 12:14:23,,55.0,12.0,1935.15,3.465,3.0,50.3984098,-84.5128257,3.465,72.39999999999998,72.39999999999998,13.0,10.0,1.28,2023,5,31,12,2.65,191.0
51,59,21.0,71.5,94,20.5,71.0,2023-05-31 12:14:24,,54.0,12.0,1938.62,3.33,3.0,50.3983811,-84.5127894,3.33,72.39999999999998,72.39999999999998,13.0,10.0,1.38,2023,5,31,12,2.65,191.0
51,59,22.0,74.0,93,21.0,70.5,2023-05-31 12:14:25,,57.0,12.0,1942.0,3.422,3.0,50.3983536,-84.5127589,3.422,72.39999999999998,72.39999999999998,14.0,10.0,1.49,2023,5,31,12,2.65,191.0
51,59,21.0,73.5,93,20.0,71.0,2023-05-31 12:14:26,,55.0,12.0,1951.09,3.529,5.0,50.3982713,-84.5126949,3.529,72.39999999999998,72.39999999999998,14.0,10.0,1.52,2023,5,31,12,2.65,191.0
51,59,20.5,72.5,92,20.0,69.5,2023-05-31 12:14:27,,53.0,12.0,1956.93,3.551,5.0,50.3982144,-84.5126559,3.551,72.60000000000002,72.60000000000002,14.0,10.0,1.48,2023,5,31,12,2.65,191.0
