battery_soc,heart_rate,timestamp,temperature,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,enhanced_speed,gps_accuracy,position_lat,position_long,speed,distance,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,105.0,2022-03-11 18:33:13,15.0,81.0,15.5,37.0,52.5,57.0,16.0,54.5,0.0,6.0,50.5168054,-84.805186,0.0,,,,,2022,3,11,18,3.74,286.0
,105.0,2022-03-11 18:33:14,15.0,81.0,14.5,37.0,49.0,49.0,16.0,53.5,0.0,6.0,50.5168191,-84.8052406,0.0,0.0,,,,2022,3,11,18,3.74,286.0
,104.0,2022-03-11 18:33:18,15.0,27.0,13.5,100.0,45.0,24.0,15.5,52.5,3.539,5.0,50.5168873,-84.8055137,3.539,0.26,,,,2022,3,11,18,3.74,286.0
,105.0,2022-03-11 18:33:19,15.0,30.0,17.5,95.0,54.0,17.0,15.0,51.0,2.362,5.0,50.5169055,-84.8055501,2.362,3.05,,,,2022,3,11,18,3.74,286.0
,104.0,2022-03-11 18:33:20,15.0,33.0,22.0,90.0,63.5,10.0,14.5,49.0,1.254,5.0,50.5169328,-84.8055501,1.254,5.44,,,,2022,3,11,18,3.74,286.0
,103.0,2022-03-11 18:33:21,15.0,35.0,27.0,85.0,73.0,4.0,14.0,47.0,1.344,5.0,50.5169556,-84.805541,1.344,7.81,,,,2022,3,11,18,3.74,286.0
,103.0,2022-03-11 18:33:22,15.0,0.0,29.5,80.0,79.0,0.0,13.5,46.0,1.316,5.0,50.5169783,-84.805541,1.316,9.58,,,,2022,3,11,18,3.74,286.0
,105.0,2022-03-11 18:33:23,15.0,0.0,29.5,75.0,79.0,0.0,13.5,46.0,1.767,5.0,50.5170057,-84.805541,1.767,12.24,,,,2022,3,11,18,3.74,286.0
,106.0,2022-03-11 18:33:24,15.0,0.0,29.5,70.0,79.0,0.0,13.5,46.0,2.116,5.0,50.5170193,-84.8055592,2.116,13.97,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:25,15.0,0.0,29.5,65.0,79.0,0.0,13.5,46.0,3.576,5.0,50.5170375,-84.8055956,3.576,17.31,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:26,15.0,14.0,29.5,58.0,85.5,431.0,9.0,54.5,4.506,5.0,50.5170557,-84.8056502,4.506,21.47,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:27,15.0,46.0,28.5,50.0,98.5,514.0,4.0,75.0,4.988,5.0,50.5170739,-84.805723,4.988,26.52,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:28,15.0,63.0,24.0,51.0,97.5,501.0,29.5,95.5,6.292,5.0,50.5171012,-84.8058049,6.292,32.75,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:29,15.0,79.0,23.0,51.0,91.5,470.0,23.5,97.5,7.28,5.0,50.5171649,-84.8058869,7.28,40.94,,,,2022,3,11,18,3.74,286.0
,109.0,2022-03-11 18:33:30,15.0,89.0,23.5,53.0,90.5,523.0,21.5,94.5,8.407,5.0,50.5172423,-84.8059779,8.407,50.34,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:31,15.0,100.0,25.5,52.0,92.0,477.0,20.0,90.5,9.026,4.0,50.5173197,-84.8060689,9.026,60.27,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:32,15.0,104.0,32.0,44.0,97.5,311.0,18.0,84.5,8.797,4.0,50.517397,-84.806169,8.797,70.18,,,,2022,3,11,18,3.74,286.0
,106.0,2022-03-11 18:33:33,15.0,100.0,31.0,48.0,99.5,248.0,19.5,81.5,9.022,4.0,50.517479,-84.8062601,9.022,79.93,,,,2022,3,11,18,3.74,286.0
,106.0,2022-03-11 18:33:34,15.0,100.0,31.0,48.0,99.5,234.0,19.5,81.5,9.128,4.0,50.5175518,-84.8063511,9.128,89.38,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:35,15.0,100.0,29.5,48.0,94.5,271.0,21.5,81.0,8.964,4.0,50.5176292,-84.8064603,8.964,99.42,,,,2022,3,11,18,3.74,286.0
,106.0,2022-03-11 18:33:36,15.0,101.0,28.5,48.0,91.5,271.0,22.5,81.0,8.993,4.0,50.517702,-84.8065604,8.993,109.17,,,,2022,3,11,18,3.74,286.0
,106.0,2022-03-11 18:33:37,15.0,102.0,28.5,48.0,91.5,229.0,22.5,81.0,9.201,4.0,50.5177793,-84.8066514,9.201,119.04,,,,2022,3,11,18,3.74,286.0
,106.0,2022-03-11 18:33:38,15.0,103.0,28.0,48.0,90.0,213.0,22.5,81.0,9.529,4.0,50.5178704,-84.8067334,9.529,129.1,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:39,15.0,103.0,25.0,48.0,82.5,211.0,22.5,82.0,9.432,4.0,50.5179295,-84.806788,9.432,135.85,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:40,15.0,103.0,22.5,48.0,74.5,209.0,22.5,83.0,8.976,4.0,50.5180615,-84.806879,8.976,149.75,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:41,15.0,103.0,25.0,48.0,81.5,247.0,24.0,82.5,8.637,4.0,50.5181571,-84.8069336,8.637,159.36,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:42,15.0,101.0,27.5,48.0,89.0,287.0,25.0,82.0,9.092,4.0,50.5182618,-84.8069791,9.092,169.6,,,,2022,3,11,18,3.74,286.0
,106.0,2022-03-11 18:33:43,15.0,99.0,27.5,48.0,89.0,306.0,25.0,82.0,8.826,4.0,50.5183573,-84.8070246,8.826,179.17,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:44,15.0,98.0,27.5,48.0,89.0,290.0,25.0,82.0,8.826,4.0,50.5184575,-84.8070702,8.826,188.82,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:45,15.0,98.0,27.5,48.0,89.0,234.0,25.0,82.0,8.859,4.0,50.5185621,-84.8071157,8.859,198.92,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:46,15.0,98.0,27.5,48.0,89.0,238.0,25.0,82.0,8.381,4.0,50.5186532,-84.8071612,8.381,207.94,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:47,15.0,97.0,25.5,48.0,83.0,218.0,23.5,78.0,8.637,4.0,50.5187442,-84.8071976,8.637,216.94,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:48,15.0,97.0,21.5,48.0,71.5,195.0,21.0,69.5,8.628,4.0,50.5188306,-84.8072431,8.628,225.56,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:49,15.0,97.0,19.5,48.0,70.5,183.0,20.0,67.5,8.545,4.0,50.5189217,-84.8072795,8.545,234.34,,,,2022,3,11,18,3.74,286.0
,109.0,2022-03-11 18:33:50,15.0,96.0,19.0,48.0,68.5,167.0,20.0,67.0,8.504,4.0,50.5190172,-84.807325,8.504,243.73,,,,2022,3,11,18,3.74,286.0
,110.0,2022-03-11 18:33:51,15.0,96.0,19.0,48.0,65.5,150.0,20.5,67.0,8.377,4.0,50.5191083,-84.8073614,8.377,252.73,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:52,15.0,96.0,18.5,48.0,62.5,133.0,20.5,67.5,8.013,4.0,50.5191993,-84.8073978,8.013,261.53,,,,2022,3,11,18,3.74,286.0
,108.0,2022-03-11 18:33:53,15.0,96.0,18.5,48.0,59.5,115.0,21.0,67.5,8.016,4.0,50.5192858,-84.8074342,8.016,269.7,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:54,15.0,69.0,22.5,48.0,77.5,247.0,20.5,65.5,8.396,4.0,50.5193813,-84.8074889,8.396,280.27,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:55,15.0,75.0,23.0,48.0,82.5,290.0,22.5,74.0,8.385,6.0,50.5195224,-84.8079258,8.385,313.49,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:56,15.0,98.0,21.5,47.0,79.0,328.0,24.5,84.5,8.534,5.0,50.5196772,-84.8084628,8.534,353.29,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:57,15.0,100.0,29.0,48.0,90.0,389.0,24.0,80.0,8.633,5.0,50.5196817,-84.8087359,8.633,372.12,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:33:58,15.0,102.0,29.5,50.0,95.0,312.0,29.0,97.0,8.709,5.0,50.5196954,-84.808927,8.709,385.34,,,,2022,3,11,18,3.74,286.0
,106.0,2022-03-11 18:33:59,15.0,102.0,27.0,50.0,84.5,277.0,27.0,92.0,8.726,5.0,50.5197363,-84.8090726,8.726,396.09,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:34:00,15.0,102.0,26.5,49.0,81.0,240.0,26.5,90.0,8.88,4.0,50.5197909,-84.8092092,8.88,406.78,,,,2022,3,11,18,3.74,286.0
,107.0,2022-03-11 18:34:01,15.0,102.0,25.0,48.0,77.0,214.0,25.5,86.5,8.754,4.0,50.5198546,-84.8093002,8.754,415.69,,,,2022,3,11,18,3.74,286.0
,106.0,2022-03-11 18:34:02,15.0,102.0,21.0,49.0,68.5,206.0,22.5,78.5,8.724,4.0,50.5199184,-84.8093821,8.724,423.79,,,,2022,3,11,18,3.74,286.0
,105.0,2022-03-11 18:34:03,15.0,102.0,21.0,49.0,68.0,98.0,22.5,78.0,8.738,4.0,50.5199775,-84.809464,8.738,431.6,,,,2022,3,11,18,3.74,286.0
,101.0,2022-03-11 18:34:04,15.0,72.0,21.0,49.0,68.0,257.0,22.5,78.0,8.83,4.0,50.5200549,-84.8095369,8.83,440.43,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:34:05,15.0,100.0,22.0,49.0,72.5,259.0,23.5,82.5,9.103,4.0,50.5201414,-84.8096097,9.103,449.76,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:34:06,15.0,100.0,24.0,49.0,80.5,214.0,25.5,89.5,8.804,4.0,50.5202233,-84.8096734,8.804,458.67,,,,2022,3,11,18,3.74,286.0
,93.0,2022-03-11 18:34:07,15.0,101.0,23.5,51.0,81.0,198.0,25.5,90.0,7.922,4.0,50.5202916,-84.8097462,7.922,466.6,,,,2022,3,11,18,3.74,286.0
,93.0,2022-03-11 18:34:08,15.0,101.0,22.5,52.0,81.5,183.0,25.5,90.0,6.933,4.0,50.5203553,-84.8098008,6.933,473.56,,,,2022,3,11,18,3.74,286.0
,93.0,2022-03-11 18:34:09,15.0,101.0,22.0,54.0,82.0,168.0,25.5,90.5,5.541,4.0,50.5204099,-84.8098372,5.541,479.34,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:34:10,15.0,101.0,21.5,55.0,82.5,152.0,25.0,90.5,4.757,4.0,50.5204554,-84.8098645,4.757,484.17,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:34:11,15.0,101.0,21.0,57.0,83.5,137.0,25.0,91.0,3.452,4.0,50.5204827,-84.8098918,3.452,487.51,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:12,15.0,101.0,20.5,58.0,84.0,122.0,25.0,91.0,3.239,4.0,50.5205191,-84.80991,3.239,490.84,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:34:13,15.0,101.0,19.5,60.0,84.5,106.0,25.0,91.5,3.925,4.0,50.5205555,-84.8099465,3.925,494.85,,,,2022,3,11,18,3.74,286.0
,93.0,2022-03-11 18:34:14,15.0,56.0,19.5,54.0,84.5,316.0,25.0,91.5,4.805,4.0,50.5206101,-84.809992,4.805,500.85,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:34:15,15.0,38.0,19.5,49.0,84.5,437.0,25.0,91.5,5.055,4.0,50.5206556,-84.8100375,5.055,506.25,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:34:16,15.0,64.0,19.5,49.0,84.5,390.0,25.0,91.5,4.965,4.0,50.5206966,-84.810083,4.965,511.17,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:34:17,15.0,70.0,19.5,49.0,84.5,451.0,25.0,91.5,5.422,4.0,50.5207376,-84.8101376,5.422,516.39,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:34:18,15.0,75.0,19.5,49.0,84.5,442.0,25.0,91.5,5.326,4.0,50.520774,-84.8101922,5.326,521.61,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:19,15.0,80.0,20.5,49.0,86.5,461.0,24.5,91.0,5.551,4.0,50.5208104,-84.8102377,5.551,526.18,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:34:20,15.0,83.0,24.5,50.0,94.0,660.0,22.0,87.5,6.463,4.0,50.5208923,-84.8102741,6.463,534.53,,,,2022,3,11,18,3.74,286.0
,97.0,2022-03-11 18:34:21,15.0,87.0,28.0,50.0,100.0,816.0,20.0,85.0,8.763,4.0,50.5210288,-84.8102832,8.763,547.19,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:34:22,15.0,93.0,28.0,50.0,100.0,829.0,20.0,85.0,8.219,4.0,50.5211153,-84.8103196,8.219,555.57,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:34:23,15.0,105.0,28.0,50.0,100.0,434.0,20.0,85.0,8.438,4.0,50.5212018,-84.8103561,8.438,564.22,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:34:24,15.0,111.0,28.0,50.0,100.0,313.0,20.0,85.0,8.753,4.0,50.5212791,-84.8103834,8.753,571.55,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:25,15.0,111.0,28.0,50.0,100.0,245.0,20.0,85.0,8.542,4.0,50.5213838,-84.8104289,8.542,581.64,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:26,15.0,110.0,28.0,50.0,100.0,178.0,20.0,85.0,8.384,4.0,50.5214657,-84.8104653,8.384,590.05,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:27,15.0,109.0,26.0,51.0,90.5,169.0,21.0,85.0,8.009,4.0,50.5215522,-84.8105017,8.009,598.22,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:28,15.0,108.0,23.5,51.0,80.5,161.0,22.0,85.0,7.332,4.0,50.5216296,-84.810529,7.332,605.52,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:29,15.0,107.0,21.5,52.0,71.0,152.0,23.5,84.5,6.36,4.0,50.5216978,-84.8105563,6.36,612.18,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:34:30,15.0,106.0,19.0,53.0,61.0,144.0,24.5,84.5,5.261,4.0,50.5217434,-84.8105836,5.261,616.99,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:34:31,15.0,89.0,19.0,44.0,61.0,12.0,24.5,84.5,4.079,4.0,50.5217661,-84.8106291,4.079,621.12,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:32,15.0,31.0,19.0,9.0,61.0,43.0,24.5,84.5,2.966,4.0,50.5217707,-84.8106837,2.966,624.51,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:33,15.0,32.0,18.0,25.0,61.0,54.0,22.5,79.0,2.402,4.0,50.5217934,-84.8107019,2.402,627.01,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:34,15.0,53.0,16.5,58.0,60.5,57.0,20.0,71.0,2.397,4.0,50.5218116,-84.810711,2.397,629.01,,,,2022,3,11,18,3.74,286.0
,93.0,2022-03-11 18:34:35,15.0,53.0,16.5,58.0,60.5,47.0,20.0,71.0,2.688,4.0,50.521848,-84.8107292,2.688,632.58,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:34:36,15.0,49.0,16.5,56.0,59.0,45.0,16.5,60.0,2.462,4.0,50.5218753,-84.8107383,2.462,635.1,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:34:37,15.0,45.0,16.5,54.0,58.0,43.0,13.5,49.0,2.285,4.0,50.5218981,-84.8107474,2.285,637.42,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:34:38,15.0,42.0,16.5,54.0,57.5,42.0,12.5,46.5,1.824,4.0,50.5219163,-84.8107657,1.824,639.24,,,,2022,3,11,18,3.74,286.0
,97.0,2022-03-11 18:34:39,15.0,38.0,16.5,54.0,57.5,40.0,12.5,46.5,1.857,4.0,50.5219345,-84.8107748,1.857,640.94,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:34:40,15.0,37.0,17.5,55.0,60.0,38.0,14.0,50.0,1.541,4.0,50.5219573,-84.8107839,1.541,643.38,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:34:41,15.0,36.0,18.0,55.0,62.0,37.0,16.0,53.5,0.968,4.0,50.5219755,-84.8108021,0.968,645.48,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:34:42,15.0,35.0,19.0,56.0,64.5,35.0,17.5,57.0,1.03,4.0,50.5219846,-84.8108112,1.03,646.75,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:34:43,15.0,33.0,18.0,52.0,66.0,31.0,18.5,58.0,0.707,4.0,50.5219891,-84.8108294,0.707,647.71,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:34:44,15.0,30.0,14.5,44.0,67.0,25.0,18.5,57.5,0.0,4.0,50.5219891,-84.8108294,0.0,647.71,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:34:45,15.0,28.0,11.5,37.0,68.5,20.0,18.5,57.0,0.0,4.0,50.5219891,-84.8108294,0.0,647.71,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:34:46,15.0,25.0,8.0,29.0,69.5,14.0,18.5,56.5,0.0,4.0,50.5219891,-84.8108294,0.0,647.71,,,,2022,3,11,18,3.74,286.0
,97.0,2022-03-11 18:34:47,15.0,23.0,5.0,21.0,70.5,8.0,18.5,56.0,0.0,4.0,50.5219891,-84.8108294,0.0,647.71,,,,2022,3,11,18,3.74,286.0
,97.0,2022-03-11 18:34:48,15.0,20.0,1.5,13.0,71.5,3.0,18.5,55.5,0.0,4.0,50.5219891,-84.8108294,0.0,647.71,,,,2022,3,11,18,3.74,286.0
,97.0,2022-03-11 18:35:24,15.0,0.0,30.5,,82.0,0.0,0.0,,1.218,1.0,50.5224806,-84.8109386,1.218,647.91,,,,2022,3,11,18,3.74,286.0
,97.0,2022-03-11 18:35:25,15.0,0.0,30.5,,82.0,0.0,0.0,,2.107,1.0,50.5225034,-84.8109295,2.107,650.11,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:35:26,15.0,0.0,30.5,100.0,82.0,0.0,0.0,,3.556,1.0,50.5225353,-84.8109295,3.556,653.01,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:35:27,15.0,3.0,30.5,100.0,82.0,0.0,0.0,,5.013,1.0,50.5225762,-84.8109477,5.013,657.33,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:35:28,15.0,52.0,30.5,100.0,82.0,510.0,0.0,,6.172,2.0,50.5226399,-84.8109841,6.172,663.5,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:35:29,15.0,88.0,30.5,100.0,82.0,541.0,0.0,,6.28,2.0,50.5227036,-84.8110114,6.28,669.74,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:30,16.0,107.0,30.5,100.0,82.0,471.0,0.0,,6.061,2.0,50.5227628,-84.8110478,6.061,675.66,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:31,16.0,108.0,30.5,100.0,82.0,480.0,0.0,,6.411,2.0,50.5228174,-84.8110751,6.411,681.29,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:32,16.0,106.0,30.5,100.0,82.0,333.0,0.0,,6.7,2.0,50.5228857,-84.8111115,6.7,688.23,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:33,16.0,106.0,30.5,98.0,82.0,172.0,0.0,,6.424,2.0,50.5229403,-84.8111479,6.424,693.73,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:34,16.0,104.0,30.5,65.0,82.0,117.0,0.0,,5.93,2.0,50.5229904,-84.8111844,5.93,699.15,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:35,16.0,99.0,30.5,43.0,82.0,82.0,0.0,,5.632,3.0,50.5230359,-84.8112299,5.632,704.25,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:36,16.0,89.0,30.5,46.0,82.0,90.0,0.0,,5.339,3.0,50.5230768,-84.8112754,5.339,709.23,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:37,16.0,78.0,30.5,49.0,82.0,98.0,0.0,,4.986,3.0,50.5230905,-84.81133,4.986,713.22,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:38,16.0,68.0,30.5,52.0,82.0,106.0,0.0,,5.264,4.0,50.5231314,-84.8113755,5.264,718.46,,,,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:39,16.0,59.0,31.0,52.0,87.0,175.0,0.0,,6.047,4.0,50.5231997,-84.8114119,6.047,725.19,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:35:40,16.0,52.0,32.0,50.0,95.5,290.0,0.0,100.0,5.469,4.0,50.5232407,-84.8114483,5.469,729.86,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:35:41,16.0,72.0,30.0,49.0,96.0,289.0,12.0,92.5,7.012,4.0,50.5233545,-84.8115029,7.012,741.37,,,,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:35:42,16.0,99.0,27.0,49.0,93.0,217.0,26.5,87.5,7.319,4.0,50.5234273,-84.8115484,7.319,748.43,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:35:43,16.0,100.0,21.5,39.0,69.5,146.0,21.0,73.5,6.776,4.0,50.5234728,-84.811594,6.776,753.9,,,,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:35:44,16.0,100.0,21.5,39.0,67.0,158.0,20.5,69.5,6.419,4.0,50.5235046,-84.8116304,6.419,757.89,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:35:45,16.0,100.0,21.5,43.0,66.5,149.0,20.5,68.5,6.925,4.0,50.5235456,-84.811685,6.925,763.05,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:35:46,16.0,100.0,22.5,52.0,69.5,193.0,19.5,64.5,7.869,4.0,50.5236093,-84.8117305,7.869,769.98,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:35:47,16.0,100.0,24.5,58.0,75.0,440.0,17.0,57.0,8.073,4.0,50.523673,-84.8117669,8.073,776.25,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:35:48,16.0,101.0,24.5,58.0,75.0,798.0,17.0,57.0,8.381,4.0,50.5237367,-84.8118033,8.381,782.99,,,,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:35:49,16.0,113.0,24.5,55.0,75.0,528.0,17.0,57.0,8.872,4.0,50.5237777,-84.8118488,8.872,787.91,,,,2022,3,11,18,3.74,286.0
,99.0,2022-03-11 18:35:50,16.0,119.0,24.5,46.0,75.5,328.0,17.5,59.0,9.598,3.0,50.5238778,-84.8119034,9.598,797.7,9.600000000000023,9.600000000000023,0.0,2022,3,11,18,3.74,286.0
,98.0,2022-03-11 18:35:51,16.0,112.0,24.0,42.0,82.5,369.0,22.0,83.5,9.053,3.0,50.5239734,-84.8119489,9.053,807.31,9.399999999999977,9.399999999999977,0.0,2022,3,11,18,3.74,286.0
,96.0,2022-03-11 18:35:52,16.0,109.0,25.0,42.0,90.5,335.0,23.0,82.5,9.4,3.0,50.5240917,-84.8119854,9.4,818.5,9.399999999999977,9.399999999999977,0.0,2022,3,11,18,3.74,286.0
,95.0,2022-03-11 18:35:53,16.0,109.0,24.5,43.0,88.5,319.0,26.5,90.0,9.738,3.0,50.5241964,-84.8120127,9.738,828.46,9.0,9.0,0.0,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:35:54,16.0,109.0,24.5,48.0,88.0,334.0,28.0,93.0,9.825,3.0,50.5243056,-84.8120491,9.825,838.92,8.800000000000011,8.800000000000011,0.0,2022,3,11,18,3.74,286.0
,93.0,2022-03-11 18:35:55,16.0,109.0,24.5,51.0,88.0,316.0,28.0,93.0,9.835,3.0,50.5244194,-84.8121037,9.835,849.98,8.600000000000023,8.600000000000023,-0.18,2022,3,11,18,3.74,286.0
,93.0,2022-03-11 18:35:56,16.0,102.0,24.5,51.0,88.0,246.0,28.0,93.0,10.097,3.0,50.5245195,-84.8121492,10.097,860.1,8.399999999999977,8.399999999999977,-1.32,2022,3,11,18,3.74,286.0
,93.0,2022-03-11 18:35:57,16.0,102.0,24.5,51.0,88.0,229.0,28.0,93.0,10.431,3.0,50.5246242,-84.8122038,10.431,870.51,8.199999999999989,8.199999999999989,-2.23,2022,3,11,18,3.74,286.0
,92.0,2022-03-11 18:35:58,16.0,103.0,24.5,51.0,88.0,245.0,28.0,93.0,10.56,3.0,50.5247289,-84.8122493,10.56,880.73,8.0,8.0,-2.19,2022,3,11,18,3.74,286.0
,92.0,2022-03-11 18:35:59,16.0,104.0,24.0,54.0,85.5,247.0,26.5,87.5,10.58,3.0,50.5248381,-84.812313,10.58,891.49,8.0,8.0,-1.98,2022,3,11,18,3.74,286.0
,92.0,2022-03-11 18:36:00,16.0,104.0,23.5,57.0,83.0,247.0,24.5,80.5,10.577,3.0,50.5249564,-84.8123585,10.577,903.21,7.800000000000011,7.800000000000011,-1.59,2022,3,11,18,3.74,286.0
,92.0,2022-03-11 18:36:01,16.0,105.0,23.0,61.0,80.5,246.0,23.0,74.0,10.406,3.0,50.5250657,-84.8124223,10.406,914.17,7.800000000000011,7.800000000000011,-1.23,2022,3,11,18,3.74,286.0
,92.0,2022-03-11 18:36:02,16.0,105.0,23.5,59.0,81.0,253.0,23.0,74.5,9.717,3.0,50.5251521,-84.8124769,9.717,922.98,7.399999999999977,7.399999999999977,-0.93,2022,3,11,18,3.74,286.0
,93.0,2022-03-11 18:36:03,16.0,106.0,24.5,57.0,82.5,261.0,23.0,76.5,9.818,3.0,50.5252477,-84.8125315,9.818,932.71,7.0,7.0,-1.07,2022,3,11,18,3.74,286.0
,93.0,2022-03-11 18:36:04,16.0,107.0,25.0,55.0,83.5,269.0,23.5,78.0,10.616,3.0,50.5253524,-84.812577,10.616,942.95,6.600000000000023,6.600000000000023,-1.69,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:36:05,16.0,108.0,25.5,53.0,85.0,278.0,24.0,80.0,9.971,3.0,50.5254571,-84.8126316,9.971,953.39,6.399999999999977,6.399999999999977,-2.49,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:36:06,16.0,108.0,26.5,50.0,86.5,286.0,24.5,81.5,9.833,3.0,50.5255526,-84.8126953,9.833,963.28,6.600000000000023,6.600000000000023,-2.76,2022,3,11,18,3.74,286.0
,94.0,2022-03-11 18:36:07,16.0,108.0,27.0,50.0,87.5,286.0,24.5,82.0,9.634,3.0,50.5256391,-84.8127499,9.634,972.33,6.800000000000011,6.800000000000011,-2.36,2022,3,11,18,3.74,286.0
