altitude,distance,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,ascent,battery_soc,cadence,calories,descent,grade,power,temperature,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,year,month,day,hour,wind_speed,wind_direction
16.200000000000045,2451.99,16.200000000000045,9.847,3,49.9057624,-85.1408948,9.847,2023-03-26 19:15:00,21.0,,80.0,41.0,34.0,1.0,179.0,19.0,23.0,86.0,22.5,81.5,59.0,2023,3,26,19,3.47,314.0
16.200000000000045,2461.83,16.200000000000045,9.827,3,49.9057228,-85.1407619,9.827,2023-03-26 19:15:01,21.0,,79.0,41.0,34.0,0.94,181.0,19.0,22.0,86.5,20.5,77.5,59.0,2023,3,26,19,3.47,314.0
16.200000000000045,2471.66,16.200000000000045,9.702,3,49.9056862,-85.1406305,9.702,2023-03-26 19:15:02,21.0,,79.0,41.0,34.0,0.88,183.0,19.0,26.0,90.0,21.0,77.5,55.0,2023,3,26,19,3.47,314.0
16.200000000000045,2481.5,16.200000000000045,9.84,2,49.9056468,-85.1405029,9.84,2023-03-26 19:15:03,21.0,,79.0,41.0,34.0,0.84,188.0,19.0,31.5,94.5,22.5,79.5,54.0,2023,3,26,19,3.47,314.0
16.200000000000045,2491.45,16.200000000000045,9.864,2,49.9056058,-85.1403695,9.864,2023-03-26 19:15:04,21.0,,79.0,41.0,34.0,0.77,196.0,19.0,35.0,98.5,24.5,82.5,55.0,2023,3,26,19,3.47,314.0
16.399999999999977,2501.49,16.399999999999977,10.124,2,49.9055649,-85.140233,10.124,2023-03-26 19:15:05,21.0,,79.0,42.0,34.0,0.7,204.0,19.0,30.5,99.0,26.5,91.0,55.0,2023,3,26,19,3.47,314.0
16.399999999999977,2511.38,16.399999999999977,10.109,3,49.9055327,-85.1400965,10.109,2023-03-26 19:15:06,21.0,,80.0,42.0,34.0,0.62,216.0,19.0,28.5,97.0,26.5,91.5,52.0,2023,3,26,19,3.47,314.0
16.399999999999977,2521.49,16.399999999999977,9.866,3,49.9054995,-85.1399598,9.866,2023-03-26 19:15:07,21.0,,80.0,42.0,34.0,0.34,225.0,19.0,19.0,72.5,24.5,91.0,49.0,2023,3,26,19,3.47,314.0
16.399999999999977,2531.85,16.399999999999977,9.768,3,49.9054607,-85.1398193,9.768,2023-03-26 19:15:08,21.0,,80.0,42.0,34.0,0.0,217.0,19.0,15.0,61.0,20.5,83.0,51.0,2023,3,26,19,3.47,314.0
16.399999999999977,2542.23,16.399999999999977,9.752,3,49.9054194,-85.1396841,9.752,2023-03-26 19:15:09,21.0,,68.0,42.0,34.0,0.0,206.0,19.0,,,,,,2023,3,26,19,3.47,314.0
16.399999999999977,2552.07,16.399999999999977,9.639,3,49.9053812,-85.1395561,9.639,2023-03-26 19:15:10,21.0,,50.0,42.0,34.0,0.0,194.0,19.0,,,,,,2023,3,26,19,3.47,314.0
16.399999999999977,2561.13,16.399999999999977,8.818,3,49.9053451,-85.1394297,8.818,2023-03-26 19:15:11,21.0,,32.0,42.0,34.0,0.0,183.0,19.0,,,,,,2023,3,26,19,3.47,314.0
16.600000000000023,2569.04,16.600000000000023,7.607,2,49.9053146,-85.1393258,7.607,2023-03-26 19:15:12,21.0,,14.0,42.0,34.0,0.0,171.0,19.0,,,,,,2023,3,26,19,3.47,314.0
16.799999999999955,2575.27,16.799999999999955,5.749,2,49.9052904,-85.1392414,5.749,2023-03-26 19:15:13,21.0,,0.0,42.0,34.0,0.0,0.0,19.0,,,,,,2023,3,26,19,3.47,314.0
17.0,2579.72,17.0,3.867,2,49.9052731,-85.1391814,3.867,2023-03-26 19:15:14,21.0,,0.0,42.0,34.0,0.0,0.0,19.0,,,,,,2023,3,26,19,3.47,314.0
17.0,2582.85,17.0,2.859,2,49.9052622,-85.1391412,2.859,2023-03-26 19:15:15,21.0,,0.0,42.0,34.0,0.31,0.0,19.0,,,,,,2023,3,26,19,3.47,314.0
17.200000000000045,2585.21,17.200000000000045,2.188,2,49.9052531,-85.1391109,2.188,2023-03-26 19:15:16,22.0,,0.0,42.0,34.0,0.98,0.0,19.0,,,,,,2023,3,26,19,3.47,314.0
17.600000000000023,2585.99,17.600000000000023,0.817,1,49.9052498,-85.1390919,0.817,2023-03-26 19:15:46,22.0,,0.0,42.0,34.0,0.0,0.0,19.0,,,,,,2023,3,26,19,3.47,314.0
17.600000000000023,2588.83,17.600000000000023,1.669,1,49.9052411,-85.1390568,1.669,2023-03-26 19:15:47,22.0,,0.0,42.0,34.0,0.0,0.0,19.0,,,,,,2023,3,26,19,3.47,314.0
17.799999999999955,2591.82,17.799999999999955,2.317,1,49.9052333,-85.1390141,2.317,2023-03-26 19:15:48,22.0,,0.0,42.0,34.0,0.0,0.0,19.0,,,,,,2023,3,26,19,3.47,314.0
18.0,2594.39,18.0,2.819,1,49.9052345,-85.1389778,2.819,2023-03-26 19:15:49,22.0,,0.0,42.0,34.0,0.0,0.0,19.0,,,,,,2023,3,26,19,3.47,314.0
18.399999999999977,2597.59,18.399999999999977,3.444,1,49.9052479,-85.1389352,3.444,2023-03-26 19:15:50,22.0,,0.0,42.0,34.0,1.57,0.0,19.0,,,,,,2023,3,26,19,3.47,314.0
18.799999999999955,2601.25,18.799999999999955,3.99,1,49.9052691,-85.1388895,3.99,2023-03-26 19:15:51,23.0,,0.0,42.0,34.0,4.71,0.0,19.0,33.5,100.0,31.0,100.0,,2023,3,26,19,3.47,314.0
19.200000000000045,2605.4,19.200000000000045,4.436,1,49.9052977,-85.1388441,4.436,2023-03-26 19:15:52,23.0,,24.0,43.0,34.0,5.7,38.0,19.0,33.5,100.0,31.0,100.0,,2023,3,26,19,3.47,314.0
19.200000000000045,2609.87,19.200000000000045,4.494,2,49.9053352,-85.1388046,4.494,2023-03-26 19:15:53,23.0,,49.0,43.0,34.0,6.34,100.0,19.0,33.5,100.0,31.0,100.0,,2023,3,26,19,3.47,314.0
19.0,2614.72,19.0,4.914,2,49.9053791,-85.1387682,4.914,2023-03-26 19:15:54,23.0,,61.0,43.0,34.0,6.52,178.0,19.0,32.5,100.0,32.5,99.5,55.0,2023,3,26,19,3.47,314.0
18.799999999999955,2620.1,18.799999999999955,5.497,2,49.9054278,-85.1387258,5.497,2023-03-26 19:15:55,23.0,,69.0,43.0,34.0,4.26,241.0,19.0,30.5,99.5,30.5,97.0,59.0,2023,3,26,19,3.47,314.0
18.600000000000023,2625.84,18.600000000000023,5.996,2,49.9054805,-85.1386863,5.996,2023-03-26 19:15:56,23.0,,74.0,43.0,34.0,0.0,210.0,19.0,29.0,98.5,28.5,95.0,58.0,2023,3,26,19,3.47,314.0
18.200000000000045,2631.94,18.200000000000045,6.281,2,49.9055371,-85.1386448,6.281,2023-03-26 19:15:57,23.0,,77.0,44.0,34.0,0.37,182.0,19.0,27.5,95.0,28.5,95.0,57.0,2023,3,26,19,3.47,314.0
17.799999999999955,2638.47,17.799999999999955,6.46,2,49.9055998,-85.1385988,6.46,2023-03-26 19:15:58,23.0,,80.0,44.0,35.0,0.38,172.0,19.0,25.5,88.5,28.5,95.0,58.0,2023,3,26,19,3.47,314.0
17.799999999999955,2645.16,17.799999999999955,6.68,2,49.9056613,-85.1385469,6.68,2023-03-26 19:15:59,23.0,,83.0,44.0,35.0,-1.31,166.0,19.0,22.5,82.0,22.0,80.5,58.0,2023,3,26,19,3.47,314.0
17.600000000000023,2651.95,17.600000000000023,6.87,2,49.9057233,-85.1384982,6.87,2023-03-26 19:16:00,23.0,,85.0,44.0,35.0,-2.5,163.0,19.0,21.0,74.5,19.0,70.0,58.0,2023,3,26,19,3.47,314.0
17.600000000000023,2658.96,17.600000000000023,7.112,2,49.9057895,-85.1384472,7.112,2023-03-26 19:16:01,23.0,,88.0,44.0,35.0,-3.07,122.0,19.0,20.0,66.0,17.0,60.5,60.0,2023,3,26,19,3.47,314.0
17.399999999999977,2666.32,17.399999999999977,7.215,2,49.9058581,-85.1383923,7.215,2023-03-26 19:16:02,23.0,,90.0,44.0,36.0,-3.04,108.0,19.0,19.5,62.0,15.5,53.5,63.0,2023,3,26,19,3.47,314.0
17.399999999999977,2673.75,17.399999999999977,7.387,2,49.9059262,-85.1383378,7.387,2023-03-26 19:16:03,23.0,,82.0,44.0,36.0,-2.64,127.0,19.0,19.0,70.0,15.5,53.5,64.0,2023,3,26,19,3.47,314.0
17.399999999999977,2681.5,17.399999999999977,7.602,2,49.9059976,-85.1382831,7.602,2023-03-26 19:16:04,23.0,,82.0,45.0,36.0,-2.14,143.0,19.0,22.0,73.5,15.5,69.0,62.0,2023,3,26,19,3.47,314.0
17.600000000000023,2689.34,17.600000000000023,7.681,2,49.9060705,-85.1382284,7.681,2023-03-26 19:16:05,23.0,,83.0,45.0,36.0,-1.19,134.0,19.0,20.5,70.5,15.5,70.0,60.0,2023,3,26,19,3.47,314.0
17.600000000000023,2697.23,17.600000000000023,7.772,2,49.9061462,-85.1381738,7.772,2023-03-26 19:16:06,23.0,,84.0,45.0,36.0,0.0,119.0,19.0,17.5,65.5,16.0,67.0,58.0,2023,3,26,19,3.47,314.0
17.600000000000023,2705.16,17.600000000000023,7.98,2,49.9062219,-85.1381204,7.98,2023-03-26 19:16:07,23.0,,85.0,45.0,36.0,0.0,122.0,19.0,15.5,61.5,16.5,64.5,58.0,2023,3,26,19,3.47,314.0
17.399999999999977,2713.38,17.399999999999977,7.997,2,49.9062972,-85.1380594,7.997,2023-03-26 19:16:08,23.0,,86.0,45.0,36.0,0.0,126.0,19.0,16.0,62.5,18.5,65.0,57.0,2023,3,26,19,3.47,314.0
17.0,2721.47,17.0,7.946,2,49.9063709,-85.1380008,7.946,2023-03-26 19:16:09,23.0,,87.0,45.0,36.0,0.0,135.0,19.0,20.0,70.5,17.5,67.5,56.0,2023,3,26,19,3.47,314.0
16.799999999999955,2729.47,16.799999999999955,7.842,2,49.9064462,-85.1379465,7.842,2023-03-26 19:16:10,23.0,,87.0,45.0,36.0,-0.24,140.0,19.0,20.0,69.5,17.0,68.5,55.0,2023,3,26,19,3.47,314.0
16.799999999999955,2737.5,16.799999999999955,7.874,2,49.9065233,-85.1378921,7.874,2023-03-26 19:16:11,23.0,,87.0,45.0,36.0,-0.74,139.0,19.0,19.0,65.0,16.5,69.5,54.0,2023,3,26,19,3.47,314.0
16.600000000000023,2745.41,16.600000000000023,7.927,2,49.9065976,-85.1378318,7.927,2023-03-26 19:16:12,23.0,,87.0,46.0,36.0,-0.98,127.0,19.0,17.5,61.0,16.5,69.5,57.0,2023,3,26,19,3.47,314.0
16.600000000000023,2753.38,16.600000000000023,7.868,2,49.906671,-85.1377734,7.868,2023-03-26 19:16:13,23.0,,87.0,46.0,36.0,-1.27,119.0,19.0,17.0,61.0,13.0,53.0,64.0,2023,3,26,19,3.47,314.0
16.399999999999977,2761.31,16.399999999999977,7.753,2,49.9067442,-85.1377186,7.753,2023-03-26 19:16:14,24.0,,85.0,46.0,36.0,-1.5,109.0,19.0,15.0,54.5,13.5,50.0,63.0,2023,3,26,19,3.47,314.0
16.200000000000045,2769.13,16.200000000000045,7.866,2,49.9068171,-85.1376639,7.866,2023-03-26 19:16:15,24.0,,83.0,46.0,37.0,-1.62,77.0,19.0,11.5,44.0,14.5,50.5,63.0,2023,3,26,19,3.47,314.0
16.200000000000045,2777.11,16.200000000000045,7.965,2,49.9068898,-85.1376035,7.965,2023-03-26 19:16:16,24.0,,84.0,46.0,37.0,-1.56,71.0,19.0,10.5,41.0,13.0,47.0,62.0,2023,3,26,19,3.47,314.0
16.399999999999977,2785.36,16.399999999999977,8.095,2,49.9069656,-85.1375456,8.095,2023-03-26 19:16:17,24.0,,86.0,46.0,37.0,-1.37,67.0,19.0,18.0,63.5,9.0,36.0,62.0,2023,3,26,19,3.47,314.0
16.399999999999977,2793.62,16.399999999999977,8.214,2,49.9070452,-85.1374857,8.214,2023-03-26 19:16:18,24.0,,88.0,46.0,37.0,-0.77,79.0,19.0,17.0,64.0,15.5,55.0,61.0,2023,3,26,19,3.47,314.0
16.600000000000023,2801.94,16.600000000000023,8.254,2,49.9071245,-85.1374276,8.254,2023-03-26 19:16:19,24.0,,76.0,46.0,37.0,0.0,86.0,19.0,12.5,51.5,15.0,55.0,82.0,2023,3,26,19,3.47,314.0
16.600000000000023,2810.22,16.600000000000023,8.19,2,49.9072021,-85.1373728,8.19,2023-03-26 19:16:20,24.0,,54.0,46.0,37.0,0.0,59.0,19.0,8.5,44.0,13.5,51.5,86.0,2023,3,26,19,3.47,314.0
16.399999999999977,2818.37,16.399999999999977,8.143,2,49.9072765,-85.1373124,8.143,2023-03-26 19:16:21,24.0,,33.0,46.0,37.0,0.0,0.0,19.0,6.0,43.5,14.0,50.0,84.0,2023,3,26,19,3.47,314.0
16.200000000000045,2826.45,16.200000000000045,8.025,2,49.907352,-85.1372547,8.025,2023-03-26 19:16:22,24.0,,24.0,46.0,37.0,0.0,0.0,19.0,3.5,43.0,14.0,48.0,83.0,2023,3,26,19,3.47,314.0
16.0,2834.51,16.0,7.828,2,49.9074265,-85.1372,7.828,2023-03-26 19:16:23,24.0,,15.0,46.0,37.0,0.0,0.0,19.0,0.5,42.5,14.5,46.5,81.0,2023,3,26,19,3.47,314.0
16.0,2842.45,16.0,7.74,2,49.9075024,-85.1371453,7.74,2023-03-26 19:16:24,24.0,,6.0,46.0,37.0,0.0,0.0,19.0,1.0,42.0,12.5,43.5,79.0,2023,3,26,19,3.47,314.0
15.799999999999955,2850.23,15.799999999999955,7.732,2,49.9075764,-85.137091,7.732,2023-03-26 19:16:25,24.0,,0.0,46.0,37.0,0.0,0.0,19.0,2.5,41.5,10.5,40.5,78.0,2023,3,26,19,3.47,314.0
15.600000000000023,2858.05,15.600000000000023,7.726,2,49.9076489,-85.1370366,7.726,2023-03-26 19:16:26,24.0,,0.0,46.0,37.0,-0.41,0.0,19.0,4.0,41.0,8.0,37.5,76.0,2023,3,26,19,3.47,314.0
15.399999999999977,2865.91,15.399999999999977,7.726,2,49.9077226,-85.1369755,7.726,2023-03-26 19:16:27,24.0,,0.0,46.0,38.0,-1.29,0.0,19.0,6.0,40.5,5.5,34.5,75.0,2023,3,26,19,3.47,314.0
15.399999999999977,2873.77,15.399999999999977,7.781,2,49.9077953,-85.1369236,7.781,2023-03-26 19:16:28,24.0,,35.0,46.0,38.0,-1.54,1.0,19.0,7.5,40.0,3.5,31.5,73.0,2023,3,26,19,3.47,314.0
15.399999999999977,2881.57,15.399999999999977,7.805,2,49.9078681,-85.1368664,7.805,2023-03-26 19:16:29,24.0,,56.0,46.0,38.0,-1.64,4.0,19.0,9.0,39.5,1.0,28.5,71.0,2023,3,26,19,3.47,314.0
15.200000000000045,2889.45,15.200000000000045,7.894,2,49.9079435,-85.1368088,7.894,2023-03-26 19:16:30,24.0,,40.0,46.0,38.0,-1.61,10.0,19.0,9.5,39.5,0.0,25.5,70.0,2023,3,26,19,3.47,314.0
15.0,2897.21,15.0,7.729,2,49.9080164,-85.1367553,7.729,2023-03-26 19:16:31,24.0,,24.0,46.0,38.0,-1.52,15.0,19.0,9.5,40.0,0.0,22.5,69.0,2023,3,26,19,3.47,314.0
15.0,2905.1,15.0,7.608,2,49.9080875,-85.1366998,7.608,2023-03-26 19:16:32,24.0,,7.0,46.0,38.0,-1.43,20.0,19.0,9.5,40.5,0.0,19.5,69.0,2023,3,26,19,3.47,314.0
14.799999999999955,2912.82,14.799999999999955,7.705,2,49.9081597,-85.1366444,7.705,2023-03-26 19:16:33,24.0,,0.0,46.0,38.0,-1.36,0.0,19.0,9.5,41.0,0.0,16.5,68.0,2023,3,26,19,3.47,314.0
14.799999999999955,2920.5,14.799999999999955,7.761,2,49.9082294,-85.1365899,7.761,2023-03-26 19:16:34,24.0,,0.0,46.0,38.0,-1.31,0.0,18.0,9.5,41.5,0.0,13.5,67.0,2023,3,26,19,3.47,314.0
14.600000000000023,2928.24,14.600000000000023,7.842,2,49.9083002,-85.1365298,7.842,2023-03-26 19:16:35,24.0,,0.0,46.0,39.0,-1.26,0.0,18.0,9.5,42.0,0.0,10.5,66.0,2023,3,26,19,3.47,314.0
14.799999999999955,2936.32,14.799999999999955,8.001,2,49.9083731,-85.136466,8.001,2023-03-26 19:16:36,24.0,,0.0,46.0,39.0,-1.19,0.0,18.0,9.5,42.5,0.0,7.5,65.0,2023,3,26,19,3.47,314.0
14.799999999999955,2944.4,14.799999999999955,8.275,2,49.9084485,-85.1364084,8.275,2023-03-26 19:16:37,24.0,,41.0,46.0,39.0,-0.73,1.0,18.0,9.5,43.0,0.0,4.5,64.0,2023,3,26,19,3.47,314.0
14.799999999999955,2952.65,14.799999999999955,8.416,2,49.9085287,-85.1363538,8.416,2023-03-26 19:16:38,24.0,,75.0,46.0,39.0,0.0,15.0,18.0,9.5,43.5,0.0,1.5,63.0,2023,3,26,19,3.47,314.0
14.600000000000023,2961.18,14.600000000000023,8.544,2,49.9086104,-85.1362993,8.544,2023-03-26 19:16:39,24.0,,75.0,46.0,39.0,0.0,63.0,18.0,13.0,52.0,5.5,22.0,62.0,2023,3,26,19,3.47,314.0
14.399999999999977,2969.97,14.399999999999977,8.69,2,49.9086929,-85.1362385,8.69,2023-03-26 19:16:40,24.0,,74.0,46.0,39.0,-0.17,80.0,18.0,19.5,69.0,13.0,51.0,70.0,2023,3,26,19,3.47,314.0
14.399999999999977,2978.77,14.399999999999977,8.756,2,49.9087753,-85.1361744,8.756,2023-03-26 19:16:41,24.0,,53.0,46.0,39.0,-0.52,83.0,18.0,26.5,88.5,12.0,52.0,86.0,2023,3,26,19,3.47,314.0
14.200000000000045,2987.53,14.200000000000045,8.777,2,49.9088567,-85.1361111,8.777,2023-03-26 19:16:42,24.0,,47.0,47.0,39.0,-0.67,70.0,18.0,26.0,86.0,7.0,55.5,99.0,2023,3,26,19,3.47,314.0
14.0,2996.37,14.0,8.761,2,49.908936,-85.1360471,8.761,2023-03-26 19:16:43,24.0,,75.0,47.0,39.0,-0.89,79.0,18.0,25.5,83.0,2.0,58.5,70.0,2023,3,26,19,3.47,314.0
13.799999999999955,3005.07,13.799999999999955,8.754,2,49.9090164,-85.1359833,8.754,2023-03-26 19:16:44,24.0,,76.0,47.0,39.0,-1.12,104.0,18.0,23.0,78.5,8.0,62.0,61.0,2023,3,26,19,3.47,314.0
13.799999999999955,3013.75,13.799999999999955,8.761,2,49.9090955,-85.1359196,8.761,2023-03-26 19:16:45,24.0,,76.0,47.0,39.0,-1.34,107.0,18.0,21.5,76.0,17.5,63.5,61.0,2023,3,26,19,3.47,314.0
13.600000000000023,3022.42,13.600000000000023,8.748,2,49.9091759,-85.1358558,8.748,2023-03-26 19:16:46,24.0,,76.0,47.0,40.0,-1.43,108.0,18.0,22.5,80.5,14.5,61.0,63.0,2023,3,26,19,3.47,314.0
13.600000000000023,3031.02,13.600000000000023,8.733,2,49.9092574,-85.1357924,8.733,2023-03-26 19:16:47,24.0,,76.0,47.0,40.0,-1.39,112.0,18.0,24.0,81.5,16.0,62.0,68.0,2023,3,26,19,3.47,314.0
13.600000000000023,3039.8,13.600000000000023,8.737,2,49.9093422,-85.1357345,8.737,2023-03-26 19:16:48,24.0,,76.0,47.0,40.0,-1.23,130.0,18.0,23.0,78.5,16.0,65.0,65.0,2023,3,26,19,3.47,314.0
13.799999999999955,3048.49,13.799999999999955,8.601,2,49.9094231,-85.1356739,8.601,2023-03-26 19:16:49,24.0,,75.0,47.0,40.0,-0.71,123.0,18.0,21.0,75.0,16.5,68.5,57.0,2023,3,26,19,3.47,314.0
13.799999999999955,3057.08,13.799999999999955,8.544,2,49.9095033,-85.1356102,8.544,2023-03-26 19:16:50,24.0,,74.0,47.0,40.0,0.0,110.0,18.0,19.5,71.5,16.5,71.5,54.0,2023,3,26,19,3.47,314.0
13.799999999999955,3065.57,13.799999999999955,8.565,2,49.9095818,-85.1355527,8.565,2023-03-26 19:16:51,24.0,,74.0,48.0,40.0,0.0,105.0,18.0,21.0,68.5,18.0,65.0,57.0,2023,3,26,19,3.47,314.0
13.600000000000023,3074.2,13.600000000000023,8.562,2,49.9096624,-85.135492,8.562,2023-03-26 19:16:52,24.0,,67.0,48.0,40.0,0.0,101.0,18.0,20.5,67.0,16.5,63.5,58.0,2023,3,26,19,3.47,314.0
13.399999999999977,3082.85,13.399999999999977,8.551,2,49.9097416,-85.1354282,8.551,2023-03-26 19:16:53,24.0,,58.0,48.0,40.0,0.0,75.0,18.0,22.0,72.0,21.0,68.5,28.0,2023,3,26,19,3.47,314.0
13.399999999999977,3091.53,13.399999999999977,8.495,2,49.9098218,-85.1353645,8.495,2023-03-26 19:16:54,24.0,,58.0,48.0,40.0,0.0,72.0,18.0,25.0,81.5,29.5,77.5,33.0,2023,3,26,19,3.47,314.0
13.399999999999977,3099.92,13.399999999999977,8.331,2,49.909901,-85.1353065,8.331,2023-03-26 19:16:55,24.0,,73.0,48.0,40.0,0.0,83.0,18.0,28.0,90.5,37.0,86.0,60.0,2023,3,26,19,3.47,314.0
13.200000000000045,3108.11,13.200000000000045,8.255,2,49.9099786,-85.1352458,8.255,2023-03-26 19:16:56,24.0,,72.0,48.0,40.0,0.0,141.0,18.0,24.0,78.5,29.5,78.5,61.0,2023,3,26,19,3.47,314.0
13.200000000000045,3116.19,13.200000000000045,8.177,2,49.9100546,-85.135189,8.177,2023-03-26 19:16:57,24.0,,71.0,48.0,40.0,0.0,132.0,18.0,19.5,66.0,22.0,70.5,61.0,2023,3,26,19,3.47,314.0
13.399999999999977,3124.32,13.399999999999977,7.979,2,49.9101296,-85.135134,7.979,2023-03-26 19:16:58,24.0,,70.0,48.0,40.0,0.0,102.0,18.0,17.5,61.0,18.0,64.5,61.0,2023,3,26,19,3.47,314.0
13.399999999999977,3132.24,13.399999999999977,7.778,2,49.9102029,-85.135079,7.778,2023-03-26 19:16:59,24.0,,69.0,48.0,40.0,0.0,95.0,18.0,18.5,65.0,16.5,61.0,61.0,2023,3,26,19,3.47,314.0
13.399999999999977,3139.94,13.399999999999977,7.712,2,49.9102755,-85.1350304,7.712,2023-03-26 19:17:00,24.0,,68.0,48.0,40.0,0.0,92.0,18.0,23.0,78.5,16.0,59.5,61.0,2023,3,26,19,3.47,314.0
13.399999999999977,3147.69,13.399999999999977,7.646,2,49.9103514,-85.1349789,7.646,2023-03-26 19:17:01,24.0,,68.0,49.0,40.0,0.0,96.0,18.0,25.0,90.5,19.0,69.0,61.0,2023,3,26,19,3.47,314.0
13.399999999999977,3155.38,13.399999999999977,7.605,2,49.910426,-85.1349301,7.605,2023-03-26 19:17:02,24.0,,67.0,49.0,40.0,0.0,125.0,18.0,25.5,94.5,21.5,75.0,60.0,2023,3,26,19,3.47,314.0
13.600000000000023,3162.86,13.600000000000023,7.521,2,49.9104986,-85.1348847,7.521,2023-03-26 19:17:03,24.0,,66.0,49.0,40.0,0.0,138.0,18.0,25.5,92.5,23.5,81.5,59.0,2023,3,26,19,3.47,314.0
13.799999999999955,3170.29,13.799999999999955,7.365,2,49.9105715,-85.1348391,7.365,2023-03-26 19:17:04,24.0,,67.0,49.0,40.0,0.0,141.0,18.0,25.0,85.5,24.0,83.5,57.0,2023,3,26,19,3.47,314.0
14.0,3177.57,14.0,7.126,2,49.9106414,-85.1347936,7.126,2023-03-26 19:17:05,24.0,,68.0,49.0,40.0,0.0,144.0,18.0,23.0,78.5,22.0,76.5,56.0,2023,3,26,19,3.47,314.0
14.200000000000045,3184.61,14.200000000000045,6.879,2,49.9107095,-85.1347483,6.879,2023-03-26 19:17:06,24.0,,49.0,49.0,40.0,0.0,129.0,18.0,13.5,87.5,20.0,69.0,52.0,2023,3,26,19,3.47,314.0
14.0,3191.25,14.0,6.607,2,49.9107738,-85.1347034,6.607,2023-03-26 19:17:07,24.0,,38.0,49.0,40.0,0.0,105.0,18.0,4.0,96.5,18.0,62.0,16.0,2023,3,26,19,3.47,314.0
14.200000000000045,3197.78,14.200000000000045,6.5,2,49.9108368,-85.134664,6.5,2023-03-26 19:17:08,24.0,,56.0,49.0,40.0,0.0,30.0,18.0,9.0,86.5,23.0,63.0,70.0,2023,3,26,19,3.47,314.0
14.399999999999977,3204.35,14.399999999999977,6.481,2,49.9108988,-85.134627,6.481,2023-03-26 19:17:09,24.0,,81.0,49.0,40.0,0.0,39.0,18.0,19.5,73.5,29.5,68.0,92.0,2023,3,26,19,3.47,314.0
14.799999999999955,3210.81,14.799999999999955,6.357,2,49.9109617,-85.1345842,6.357,2023-03-26 19:17:10,24.0,,82.0,49.0,40.0,0.0,88.0,18.0,21.0,80.0,29.5,68.0,79.0,2023,3,26,19,3.47,314.0
15.200000000000045,3217.2,15.200000000000045,6.311,2,49.9110224,-85.1345447,6.311,2023-03-26 19:17:11,24.0,,81.0,50.0,40.0,0.0,110.0,18.0,26.5,92.0,22.0,70.5,66.0,2023,3,26,19,3.47,314.0
15.600000000000023,3223.59,15.600000000000023,6.319,2,49.9110844,-85.1345025,6.319,2023-03-26 19:17:12,24.0,,81.0,50.0,40.0,0.74,121.0,18.0,21.5,75.5,19.0,65.0,53.0,2023,3,26,19,3.47,314.0
15.600000000000023,3229.93,15.600000000000023,6.391,2,49.9111478,-85.134463,6.391,2023-03-26 19:17:13,24.0,,81.0,50.0,40.0,2.39,126.0,18.0,13.5,54.5,18.5,57.0,60.0,2023,3,26,19,3.47,314.0
15.799999999999955,3236.38,15.799999999999955,6.491,2,49.9112116,-85.1344265,6.491,2023-03-26 19:17:14,25.0,,81.0,50.0,40.0,2.88,131.0,18.0,17.5,67.5,16.5,54.5,68.0,2023,3,26,19,3.47,314.0
16.200000000000045,3242.71,16.200000000000045,6.405,2,49.9112726,-85.1343841,6.405,2023-03-26 19:17:15,25.0,,81.0,50.0,40.0,3.32,140.0,18.0,21.5,80.5,14.0,51.5,56.0,2023,3,26,19,3.47,314.0
16.200000000000045,3248.92,16.200000000000045,6.253,2,49.9113314,-85.1343446,6.253,2023-03-26 19:17:16,25.0,,81.0,50.0,40.0,3.67,156.0,18.0,24.0,84.5,17.5,66.5,61.0,2023,3,26,19,3.47,314.0
16.200000000000045,3255.21,16.200000000000045,6.221,2,49.9113908,-85.1343023,6.221,2023-03-26 19:17:17,26.0,,81.0,50.0,40.0,3.64,153.0,18.0,24.0,84.0,19.5,75.0,57.0,2023,3,26,19,3.47,314.0
16.200000000000045,3261.34,16.200000000000045,6.004,2,49.9114501,-85.1342625,6.004,2023-03-26 19:17:18,26.0,,81.0,51.0,40.0,3.25,159.0,18.0,24.0,84.5,19.5,76.0,55.0,2023,3,26,19,3.47,314.0
16.200000000000045,3267.49,16.200000000000045,6.386,2,49.9115093,-85.1342203,6.386,2023-03-26 19:17:19,26.0,,81.0,51.0,40.0,2.66,164.0,18.0,26.5,90.5,20.0,76.0,55.0,2023,3,26,19,3.47,314.0
16.200000000000045,3273.93,16.200000000000045,6.444,2,49.9115715,-85.1341805,6.444,2023-03-26 19:17:20,26.0,,81.0,51.0,40.0,1.95,170.0,18.0,28.0,94.0,20.0,76.0,59.0,2023,3,26,19,3.47,314.0
16.399999999999977,3279.99,16.399999999999977,6.008,2,49.9116293,-85.1341442,6.008,2023-03-26 19:17:21,26.0,,81.0,51.0,40.0,1.39,183.0,18.0,27.5,94.0,19.5,74.0,63.0,2023,3,26,19,3.47,314.0
16.200000000000045,3285.81,16.200000000000045,5.827,2,49.911684,-85.1341077,5.827,2023-03-26 19:17:22,26.0,,82.0,51.0,40.0,0.73,189.0,18.0,26.0,92.5,19.5,76.0,61.0,2023,3,26,19,3.47,314.0
