distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
30528.76,9.202,2,50.5370349,-84.8462159,9.202,2022-03-02 21:35:32,,102.0,96.0,25.0,48.0,95.5,286.0,24.5,81.5,4.0,-6.199999999999989,-6.199999999999989,-1.39,2022,3,2,21,3.89,134.0
30537.99,9.143,2,50.536936,-84.8462231,9.143,2022-03-02 21:35:33,,100.0,96.0,25.0,48.0,95.5,323.0,24.5,81.5,4.0,-6.199999999999989,-6.199999999999989,-1.42,2022,3,2,21,3.89,134.0
30547.02,9.017,2,50.5368394,-84.8462349,9.017,2022-03-02 21:35:34,,100.0,98.0,25.0,45.0,90.0,278.0,24.5,85.0,4.0,-6.399999999999977,-6.399999999999977,-1.29,2022,3,2,21,3.89,134.0
30555.58,8.97,2,50.5367481,-84.8462498,8.97,2022-03-02 21:35:35,,99.0,98.0,25.5,39.0,81.0,203.0,25.0,91.0,4.0,-6.399999999999977,-6.399999999999977,-1.14,2022,3,2,21,3.89,134.0
30563.5,8.808,2,50.5366637,-84.8462642,8.808,2022-03-02 21:35:36,,97.0,97.0,21.0,52.0,73.5,215.0,24.5,86.5,4.0,-6.399999999999977,-6.399999999999977,-0.97,2022,3,2,21,3.89,134.0
30573.59,8.598,2,50.5365565,-84.8462862,8.598,2022-03-02 21:35:37,,94.0,96.0,21.0,51.0,73.5,169.0,24.5,86.5,4.0,-6.399999999999977,-6.399999999999977,-0.75,2022,3,2,21,3.89,134.0
30581.63,8.067,2,50.5364718,-84.8463083,8.067,2022-03-02 21:35:38,,93.0,96.0,21.0,54.0,73.5,138.0,24.5,86.5,4.0,-6.399999999999977,-6.399999999999977,-0.5,2022,3,2,21,3.89,134.0
30589.69,7.469,2,50.5363876,-84.8463354,7.469,2022-03-02 21:35:39,,92.0,96.0,20.5,55.0,72.0,109.0,23.5,82.0,4.0,-6.399999999999977,-6.399999999999977,-0.19,2022,3,2,21,3.89,134.0
30596.28,6.208,2,50.5363191,-84.8463589,6.208,2022-03-02 21:35:40,,91.0,95.0,20.0,54.0,70.0,74.0,21.5,75.0,4.0,-6.399999999999977,-6.399999999999977,0.0,2022,3,2,21,3.89,134.0
30601.96,5.13,2,50.5362599,-84.846379,5.13,2022-03-02 21:35:41,,90.0,95.0,19.0,53.0,68.0,39.0,19.5,68.0,4.0,-6.399999999999977,-6.399999999999977,0.0,2022,3,2,21,3.89,134.0
30606.92,4.765,2,50.5362085,-84.8463978,4.765,2022-03-02 21:35:42,,89.0,95.0,18.5,53.0,66.0,4.0,17.5,61.0,4.0,-6.199999999999989,-6.199999999999989,0.11,2022,3,2,21,3.89,134.0
30611.53,4.604,2,50.5361604,-84.8464139,4.604,2022-03-02 21:35:43,,0.0,94.0,18.5,52.0,66.0,0.0,17.5,60.0,4.0,-6.199999999999989,-6.199999999999989,0.31,2022,3,2,21,3.89,134.0
30616.26,5.011,2,50.5361114,-84.846432,5.011,2022-03-02 21:35:44,,5.0,93.0,21.0,59.0,75.0,259.0,18.5,63.0,4.0,-6.399999999999977,-6.399999999999977,0.19,2022,3,2,21,3.89,134.0
30621.54,5.781,2,50.5360566,-84.8464516,5.781,2022-03-02 21:35:45,,19.0,94.0,25.0,69.0,89.0,587.0,22.5,71.5,4.0,-6.399999999999977,-6.399999999999977,0.0,2022,3,2,21,3.89,134.0
30628.13,6.306,2,50.5359885,-84.8464772,6.306,2022-03-02 21:35:46,,59.0,95.0,28.5,67.0,99.5,574.0,39.0,97.5,4.0,-6.600000000000023,-6.600000000000023,0.0,2022,3,2,21,3.89,134.0
30634.85,7.0,2,50.5359198,-84.8465072,7.0,2022-03-02 21:35:47,,69.0,95.0,23.0,53.0,98.5,545.0,28.5,99.5,4.0,-6.600000000000023,-6.600000000000023,-0.28,2022,3,2,21,3.89,134.0
30642.32,7.508,2,50.5358436,-84.8465409,7.508,2022-03-02 21:35:48,,75.0,95.0,22.0,52.0,98.5,513.0,24.5,99.0,4.0,-6.600000000000023,-6.600000000000023,-0.94,2022,3,2,21,3.89,134.0
30649.59,7.394,2,50.5357685,-84.8465701,7.394,2022-03-02 21:35:49,,81.0,95.0,20.0,51.0,95.0,492.0,22.0,97.5,4.0,-6.600000000000023,-6.600000000000023,-1.18,2022,3,2,21,3.89,134.0
30657.91,8.264,2,50.5356829,-84.8466044,8.264,2022-03-02 21:35:50,,87.0,97.0,19.0,51.0,92.0,491.0,21.0,96.5,4.0,-6.600000000000023,-6.600000000000023,-0.93,2022,3,2,21,3.89,134.0
30666.56,9.051,2,50.5355947,-84.8466439,9.051,2022-03-02 21:35:51,,91.0,97.0,19.5,50.0,93.0,489.0,19.0,93.0,4.0,-6.600000000000023,-6.600000000000023,-0.4,2022,3,2,21,3.89,134.0
30675.42,8.485,2,50.5355043,-84.8466838,8.485,2022-03-02 21:35:52,,95.0,96.0,23.5,50.0,90.5,412.0,18.5,92.5,4.0,-6.600000000000023,-6.600000000000023,0.0,2022,3,2,21,3.89,134.0
30684.13,8.725,2,50.5354157,-84.8467242,8.725,2022-03-02 21:35:53,,97.0,96.0,24.0,50.0,90.0,380.0,18.5,92.5,4.0,-6.399999999999977,-6.399999999999977,0.0,2022,3,2,21,3.89,134.0
30693.5,9.292,2,50.5353199,-84.846766,9.292,2022-03-02 21:35:54,,97.0,96.0,28.0,49.0,93.0,384.0,19.0,92.5,4.0,-6.600000000000023,-6.600000000000023,0.0,2022,3,2,21,3.89,134.0
30702.59,9.239,2,50.5352259,-84.8468011,9.239,2022-03-02 21:35:55,,96.0,95.0,36.0,46.0,99.5,438.0,21.5,93.0,4.0,-6.800000000000011,-6.800000000000011,0.0,2022,3,2,21,3.89,134.0
30712.52,9.209,2,50.5351226,-84.846837,9.209,2022-03-02 21:35:56,,98.0,95.0,33.0,49.0,99.0,455.0,28.0,96.0,4.0,-6.800000000000011,-6.800000000000011,-0.14,2022,3,2,21,3.89,134.0
30721.74,9.464,2,50.5350275,-84.846874,9.464,2022-03-02 21:35:57,,99.0,95.0,28.0,48.0,94.5,462.0,28.5,97.0,4.0,-6.600000000000023,-6.600000000000023,-0.37,2022,3,2,21,3.89,134.0
30732.04,9.387,2,50.5349214,-84.8469164,9.387,2022-03-02 21:35:58,,99.0,95.0,27.0,48.0,95.5,401.0,28.5,97.5,4.0,-6.600000000000023,-6.600000000000023,-0.24,2022,3,2,21,3.89,134.0
30741.47,9.271,2,50.5348247,-84.8469567,9.271,2022-03-02 21:35:59,,100.0,95.0,27.0,46.0,93.5,332.0,28.5,97.5,4.0,-6.399999999999977,-6.399999999999977,0.13,2022,3,2,21,3.89,134.0
30751.01,9.195,2,50.5347263,-84.8469956,9.195,2022-03-02 21:36:00,78.0,101.0,95.0,25.5,43.0,84.5,388.0,28.5,97.5,4.0,-6.399999999999977,-6.399999999999977,0.55,2022,3,2,21,3.89,134.0
30760.08,9.067,2,50.5346323,-84.8470297,9.067,2022-03-02 21:36:01,,101.0,95.0,25.5,49.0,84.5,469.0,28.5,97.5,4.0,-6.600000000000023,-6.600000000000023,0.91,2022,3,2,21,3.89,134.0
30769.86,9.302,2,50.5345309,-84.8470668,9.302,2022-03-02 21:36:02,,101.0,95.0,25.0,46.0,84.0,404.0,28.0,97.0,4.0,-6.199999999999989,-6.199999999999989,0.94,2022,3,2,21,3.89,134.0
30779.35,9.483,2,50.5344324,-84.8471022,9.483,2022-03-02 21:36:03,,101.0,95.0,24.5,43.0,87.0,349.0,27.0,95.5,4.0,-6.0,-6.0,1.02,2022,3,2,21,3.89,134.0
30788.81,9.256,2,50.534334,-84.8471366,9.256,2022-03-02 21:36:04,,101.0,95.0,25.5,44.0,93.5,336.0,24.5,92.5,4.0,-6.0,-6.0,1.13,2022,3,2,21,3.89,134.0
30798.1,9.198,2,50.534237,-84.8471675,9.198,2022-03-02 21:36:05,,101.0,94.0,29.5,45.0,95.0,340.0,24.0,91.0,4.0,-6.0,-6.0,1.06,2022,3,2,21,3.89,134.0
30807.51,9.121,2,50.5341382,-84.8471967,9.121,2022-03-02 21:36:06,,100.0,94.0,27.0,43.0,90.5,280.0,29.0,95.5,4.0,-6.0,-6.0,0.98,2022,3,2,21,3.89,134.0
30816.53,9.2,2,50.5340436,-84.8472239,9.2,2022-03-02 21:36:07,,100.0,96.0,23.0,47.0,83.5,224.0,26.0,89.0,4.0,-6.0,-6.0,0.85,2022,3,2,21,3.89,134.0
30825.97,9.11,2,50.5339443,-84.8472527,9.11,2022-03-02 21:36:08,,99.0,96.0,22.0,51.0,80.5,218.0,23.0,82.5,4.0,-6.0,-6.0,0.37,2022,3,2,21,3.89,134.0
30835.15,8.87,2,50.5338474,-84.8472767,8.87,2022-03-02 21:36:09,,98.0,97.0,29.5,51.0,91.0,217.0,20.5,78.0,4.0,-5.800000000000011,-5.800000000000011,0.0,2022,3,2,21,3.89,134.0
30844.06,8.764,2,50.5337525,-84.8472922,8.764,2022-03-02 21:36:10,,98.0,97.0,33.0,50.0,96.5,228.0,20.5,78.0,4.0,-5.800000000000011,-5.800000000000011,0.0,2022,3,2,21,3.89,134.0
30852.77,9.146,2,50.5336596,-84.8473072,9.146,2022-03-02 21:36:11,,97.0,95.0,33.0,47.0,96.5,247.0,20.5,78.0,4.0,-5.800000000000011,-5.800000000000011,0.0,2022,3,2,21,3.89,134.0
30862.99,9.393,2,50.5335506,-84.8473244,9.393,2022-03-02 21:36:12,,97.0,93.0,29.5,50.0,94.5,249.0,24.0,83.0,4.0,-5.600000000000023,-5.600000000000023,0.13,2022,3,2,21,3.89,134.0
30872.23,9.225,2,50.5334521,-84.8473413,9.225,2022-03-02 21:36:13,,99.0,93.0,27.5,52.0,93.5,267.0,26.5,86.5,4.0,-5.800000000000011,-5.800000000000011,0.38,2022,3,2,21,3.89,134.0
30881.63,9.239,2,50.5333523,-84.8473612,9.239,2022-03-02 21:36:14,,100.0,91.0,31.5,54.0,92.5,302.0,29.0,85.5,4.0,-5.800000000000011,-5.800000000000011,0.24,2022,3,2,21,3.89,134.0
30891.0,9.276,2,50.5332525,-84.847378,9.276,2022-03-02 21:36:15,,101.0,90.0,31.0,50.0,93.0,276.0,26.5,94.0,4.0,-5.600000000000023,-5.600000000000023,0.15,2022,3,2,21,3.89,134.0
30900.56,9.224,2,50.5331499,-84.8473863,9.224,2022-03-02 21:36:16,,100.0,90.0,26.0,48.0,88.0,286.0,25.0,86.0,4.0,-5.600000000000023,-5.600000000000023,0.43,2022,3,2,21,3.89,134.0
30909.57,9.415,2,50.5330533,-84.8473902,9.415,2022-03-02 21:36:17,,100.0,90.0,29.0,52.0,92.5,299.0,25.5,82.5,4.0,-5.600000000000023,-5.600000000000023,0.28,2022,3,2,21,3.89,134.0
30919.08,9.2,2,50.5329511,-84.8473919,9.2,2022-03-02 21:36:18,,100.0,89.0,33.0,53.0,98.0,295.0,26.0,83.0,4.0,-5.600000000000023,-5.600000000000023,0.0,2022,3,2,21,3.89,134.0
30928.41,9.127,2,50.5328511,-84.8473857,9.127,2022-03-02 21:36:19,,101.0,90.0,32.5,47.0,96.5,282.0,26.5,84.0,4.0,-5.600000000000023,-5.600000000000023,0.11,2022,3,2,21,3.89,134.0
30937.69,9.198,2,50.5327518,-84.8473743,9.198,2022-03-02 21:36:20,,101.0,91.0,31.0,51.0,88.5,274.0,29.5,89.0,4.0,-5.399999999999977,-5.399999999999977,0.31,2022,3,2,21,3.89,134.0
30946.97,9.189,2,50.5326525,-84.8473633,9.189,2022-03-02 21:36:21,,100.0,91.0,31.0,49.0,88.0,285.0,29.5,89.5,4.0,-5.399999999999977,-5.399999999999977,0.21,2022,3,2,21,3.89,134.0
30956.34,8.912,2,50.5325525,-84.8473476,8.912,2022-03-02 21:36:22,,99.0,91.0,32.0,49.0,90.0,264.0,29.0,88.5,4.0,-5.600000000000023,-5.600000000000023,0.0,2022,3,2,21,3.89,134.0
30965.25,8.953,2,50.5324578,-84.8473287,8.953,2022-03-02 21:36:23,,98.0,91.0,33.5,50.0,92.5,271.0,27.5,87.0,4.0,-5.800000000000011,-5.800000000000011,0.0,2022,3,2,21,3.89,134.0
30974.25,8.951,2,50.5323627,-84.8473056,8.951,2022-03-02 21:36:24,,98.0,91.0,29.5,48.0,87.5,264.0,28.0,89.0,4.0,-5.800000000000011,-5.800000000000011,-0.11,2022,3,2,21,3.89,134.0
30983.04,8.877,2,50.5322702,-84.8472804,8.877,2022-03-02 21:36:25,,98.0,92.0,28.0,51.0,87.5,256.0,26.0,88.5,4.0,-6.0,-6.0,-0.54,2022,3,2,21,3.89,134.0
30991.82,9.093,2,50.5321779,-84.847254,9.093,2022-03-02 21:36:26,,97.0,92.0,29.5,52.0,92.0,325.0,25.5,86.0,4.0,-6.0,-6.0,-1.09,2022,3,2,21,3.89,134.0
31000.19,9.242,2,50.5320906,-84.8472255,9.242,2022-03-02 21:36:27,,97.0,92.0,29.5,54.0,95.5,328.0,25.0,84.5,4.0,-5.800000000000011,-5.800000000000011,-1.24,2022,3,2,21,3.89,134.0
31010.7,9.216,2,50.5319822,-84.8471832,9.216,2022-03-02 21:36:28,,97.0,92.0,25.0,54.0,91.5,371.0,27.0,88.5,4.0,-6.0,-6.0,-1.0,2022,3,2,21,3.89,134.0
31019.73,9.142,2,50.5318892,-84.8471458,9.142,2022-03-02 21:36:29,,98.0,90.0,22.5,60.0,95.0,398.0,27.0,97.5,4.0,-5.800000000000011,-5.800000000000011,-0.65,2022,3,2,21,3.89,134.0
31029.3,9.295,2,50.531791,-84.8471049,9.295,2022-03-02 21:36:30,,99.0,89.0,26.5,53.0,97.0,410.0,25.5,92.0,4.0,-6.0,-6.0,-0.23,2022,3,2,21,3.89,134.0
31038.59,9.271,2,50.5316963,-84.8470629,9.271,2022-03-02 21:36:31,,100.0,89.0,26.5,46.0,96.5,373.0,26.5,95.0,4.0,-6.0,-6.0,0.0,2022,3,2,21,3.89,134.0
31048.0,9.088,2,50.5316022,-84.8470129,9.088,2022-03-02 21:36:32,,100.0,89.0,27.5,44.0,95.5,346.0,27.0,97.0,4.0,-6.0,-6.0,0.0,2022,3,2,21,3.89,134.0
31057.05,8.895,2,50.5315133,-84.8469603,8.895,2022-03-02 21:36:33,,100.0,89.0,28.0,46.0,94.5,336.0,27.0,97.0,4.0,-5.800000000000011,-5.800000000000011,0.0,2022,3,2,21,3.89,134.0
31066.14,9.222,2,50.5314249,-84.8469044,9.222,2022-03-02 21:36:34,,99.0,89.0,26.5,49.0,95.0,312.0,27.5,94.0,4.0,-5.600000000000023,-5.600000000000023,0.0,2022,3,2,21,3.89,134.0
31074.93,8.976,2,50.5313406,-84.8468473,8.976,2022-03-02 21:36:35,,99.0,89.0,26.5,48.0,95.0,301.0,27.5,94.0,4.0,-5.600000000000023,-5.600000000000023,0.14,2022,3,2,21,3.89,134.0
31084.28,9.209,2,50.5312524,-84.8467824,9.209,2022-03-02 21:36:36,,99.0,88.0,25.5,50.0,96.0,333.0,24.0,93.0,4.0,-5.199999999999989,-5.199999999999989,0.68,2022,3,2,21,3.89,134.0
31093.56,9.244,2,50.5311662,-84.8467148,9.244,2022-03-02 21:36:37,,99.0,90.0,26.5,50.0,97.5,327.0,25.5,93.0,4.0,-5.399999999999977,-5.399999999999977,1.29,2022,3,2,21,3.89,134.0
31102.57,9.137,2,50.5310842,-84.8466456,9.137,2022-03-02 21:36:38,,99.0,90.0,28.0,49.0,98.5,354.0,27.5,93.0,4.0,-5.399999999999977,-5.399999999999977,1.32,2022,3,2,21,3.89,134.0
31110.9,8.794,2,50.5310108,-84.8465766,8.794,2022-03-02 21:36:39,,99.0,89.0,28.0,48.0,98.0,345.0,25.5,93.0,4.0,-5.399999999999977,-5.399999999999977,1.09,2022,3,2,21,3.89,134.0
31120.78,8.926,2,50.5309263,-84.8464903,8.926,2022-03-02 21:36:40,,99.0,89.0,28.0,44.0,98.0,332.0,25.5,93.0,4.0,-5.0,-5.0,0.97,2022,3,2,21,3.89,134.0
31130.25,9.228,2,50.530847,-84.8464044,9.228,2022-03-02 21:36:41,,99.0,89.0,27.5,48.0,97.5,387.0,28.0,94.5,4.0,-5.0,-5.0,0.89,2022,3,2,21,3.89,134.0
31139.54,9.204,2,50.53077,-84.8463188,9.204,2022-03-02 21:36:42,,99.0,88.0,26.5,48.0,96.5,368.0,29.5,95.5,4.0,-5.0,-5.0,0.56,2022,3,2,21,3.89,134.0
31148.34,9.184,2,50.5306979,-84.8462366,9.184,2022-03-02 21:36:43,,99.0,87.0,26.0,47.0,96.0,343.0,30.0,96.5,4.0,-5.0,-5.0,0.58,2022,3,2,21,3.89,134.0
31157.75,9.264,2,50.5306219,-84.8461467,9.264,2022-03-02 21:36:44,,99.0,88.0,25.0,47.0,96.0,303.0,30.0,96.5,4.0,-4.800000000000011,-4.800000000000011,1.04,2022,3,2,21,3.89,134.0
31167.15,9.481,2,50.5305475,-84.8460547,9.481,2022-03-02 21:36:45,,99.0,90.0,24.5,48.0,93.0,299.0,28.0,94.5,4.0,-4.800000000000011,-4.800000000000011,0.92,2022,3,2,21,3.89,134.0
31176.55,9.459,2,50.5304758,-84.8459592,9.459,2022-03-02 21:36:46,,99.0,90.0,24.5,51.0,91.0,279.0,27.5,92.0,4.0,-4.800000000000011,-4.800000000000011,0.48,2022,3,2,21,3.89,134.0
31185.7,9.095,2,50.5304133,-84.8458569,9.095,2022-03-02 21:36:47,,99.0,91.0,23.0,52.0,85.5,223.0,27.5,89.5,4.0,-4.800000000000011,-4.800000000000011,0.51,2022,3,2,21,3.89,134.0
31194.93,8.857,2,50.5303521,-84.8457519,8.857,2022-03-02 21:36:48,,98.0,91.0,20.5,44.0,76.0,245.0,27.5,88.5,4.0,-4.800000000000011,-4.800000000000011,0.53,2022,3,2,21,3.89,134.0
31203.61,8.786,2,50.530297,-84.8456504,8.786,2022-03-02 21:36:49,,97.0,92.0,23.5,50.0,87.0,189.0,26.0,79.0,4.0,-5.0,-5.0,0.17,2022,3,2,21,3.89,134.0
31213.17,9.132,2,50.5302396,-84.8455358,9.132,2022-03-02 21:36:50,,97.0,91.0,24.0,55.0,85.0,260.0,26.5,85.0,4.0,-4.600000000000023,-4.600000000000023,0.0,2022,3,2,21,3.89,134.0
31222.14,9.152,2,50.5301911,-84.8454235,9.152,2022-03-02 21:36:51,,97.0,89.0,25.5,58.0,88.0,294.0,25.5,82.0,4.0,-4.600000000000023,-4.600000000000023,0.0,2022,3,2,21,3.89,134.0
31231.63,9.268,2,50.5301407,-84.8453041,9.268,2022-03-02 21:36:52,,98.0,89.0,27.0,54.0,92.0,268.0,23.5,75.0,4.0,-4.399999999999977,-4.399999999999977,0.18,2022,3,2,21,3.89,134.0
31241.09,9.237,2,50.5300882,-84.8451869,9.237,2022-03-02 21:36:53,,99.0,89.0,26.5,48.0,90.5,231.0,24.0,76.5,4.0,-4.600000000000023,-4.600000000000023,0.52,2022,3,2,21,3.89,134.0
31250.25,9.182,2,50.5300344,-84.8450758,9.182,2022-03-02 21:36:54,,100.0,88.0,23.5,51.0,84.0,207.0,26.0,84.5,4.0,-4.800000000000011,-4.800000000000011,0.46,2022,3,2,21,3.89,134.0
31259.26,9.302,2,50.5299773,-84.8449706,9.302,2022-03-02 21:36:55,,101.0,88.0,26.5,51.0,83.0,238.0,26.0,84.5,4.0,-4.800000000000011,-4.800000000000011,0.36,2022,3,2,21,3.89,134.0
31268.65,9.203,2,50.529915,-84.8448636,9.203,2022-03-02 21:36:56,,101.0,90.0,24.0,49.0,82.0,281.0,27.0,83.0,4.0,-4.800000000000011,-4.800000000000011,0.09,2022,3,2,21,3.89,134.0
31277.57,8.903,2,50.5298556,-84.8447623,8.903,2022-03-02 21:36:57,,100.0,90.0,22.0,47.0,83.5,302.0,27.0,82.5,4.0,-4.800000000000011,-4.800000000000011,-0.62,2022,3,2,21,3.89,134.0
31286.47,8.78,2,50.5297953,-84.8446622,8.78,2022-03-02 21:36:58,,99.0,90.0,28.5,51.0,91.5,300.0,24.5,88.5,4.0,-4.800000000000011,-4.800000000000011,-0.91,2022,3,2,21,3.89,134.0
31295.0,8.442,2,50.5297392,-84.8445647,8.442,2022-03-02 21:36:59,,99.0,90.0,26.0,51.0,91.0,263.0,24.5,88.5,4.0,-5.0,-5.0,-0.43,2022,3,2,21,3.89,134.0
31303.26,8.353,2,50.5296856,-84.8444693,8.353,2022-03-02 21:37:00,,98.0,91.0,23.5,52.0,90.5,226.0,24.5,88.5,4.0,-5.199999999999989,-5.199999999999989,-0.12,2022,3,2,21,3.89,134.0
31311.88,8.622,2,50.5296299,-84.8443697,8.622,2022-03-02 21:37:01,,84.0,91.0,26.0,52.0,89.0,226.0,27.0,91.0,4.0,-5.199999999999989,-5.199999999999989,-0.46,2022,3,2,21,3.89,134.0
31320.73,8.738,2,50.529573,-84.844267,8.738,2022-03-02 21:37:02,,68.0,91.0,27.5,63.0,89.5,307.0,23.5,85.5,4.0,-5.399999999999977,-5.399999999999977,-0.75,2022,3,2,21,3.89,134.0
31329.48,8.912,2,50.5295182,-84.8441641,8.912,2022-03-02 21:37:03,,73.0,91.0,24.5,74.0,92.5,394.0,16.5,77.0,4.0,-5.199999999999989,-5.199999999999989,-0.94,2022,3,2,21,3.89,134.0
31338.17,9.324,2,50.5294652,-84.8440604,9.324,2022-03-02 21:37:04,,96.0,92.0,27.5,46.0,95.0,350.0,32.0,98.0,4.0,-5.199999999999989,-5.199999999999989,-0.88,2022,3,2,21,3.89,134.0
31347.04,9.396,2,50.5294124,-84.8439537,9.396,2022-03-02 21:37:05,,98.0,91.0,22.0,48.0,91.0,289.0,26.5,94.5,4.0,-5.0,-5.0,-0.35,2022,3,2,21,3.89,134.0
31357.17,9.172,2,50.5293493,-84.8438341,9.172,2022-03-02 21:37:06,,100.0,90.0,21.5,50.0,89.5,262.0,28.5,92.5,4.0,-5.0,-5.0,0.0,2022,3,2,21,3.89,134.0
31366.55,9.515,2,50.5292873,-84.843727,9.515,2022-03-02 21:37:07,,101.0,90.0,22.5,50.0,89.0,243.0,30.5,92.0,4.0,-5.0,-5.0,0.12,2022,3,2,21,3.89,134.0
31376.51,9.45,2,50.5292232,-84.8436118,9.45,2022-03-02 21:37:08,,102.0,90.0,33.5,65.0,99.5,302.0,22.5,79.5,4.0,-5.0,-5.0,0.36,2022,3,2,21,3.89,134.0
31385.79,9.352,2,50.5291652,-84.8435025,9.352,2022-03-02 21:37:09,,102.0,90.0,33.5,65.0,99.5,296.0,22.5,79.5,4.0,-5.199999999999989,-5.199999999999989,0.24,2022,3,2,21,3.89,134.0
31395.45,9.505,2,50.5291022,-84.8433912,9.505,2022-03-02 21:37:10,,103.0,92.0,29.0,57.0,91.0,321.0,25.0,83.5,4.0,-5.399999999999977,-5.399999999999977,-0.14,2022,3,2,21,3.89,134.0
31405.15,9.615,2,50.5290383,-84.8432804,9.615,2022-03-02 21:37:11,,104.0,92.0,23.0,48.0,86.0,318.0,26.5,88.5,4.0,-5.0,-5.0,-0.43,2022,3,2,21,3.89,134.0
31415.09,9.83,2,50.5289725,-84.8431671,9.83,2022-03-02 21:37:12,,105.0,93.0,22.5,47.0,90.0,273.0,25.0,88.0,4.0,-5.0,-5.0,-0.29,2022,3,2,21,3.89,134.0
31424.71,9.753,2,50.5289103,-84.8430558,9.753,2022-03-02 21:37:13,,105.0,94.0,24.5,46.0,85.0,283.0,23.0,82.0,4.0,-5.0,-5.0,0.0,2022,3,2,21,3.89,134.0
31434.51,9.538,2,50.5288472,-84.8429421,9.538,2022-03-02 21:37:14,,105.0,94.0,24.5,43.0,82.5,205.0,24.0,84.0,4.0,-5.0,-5.0,0.0,2022,3,2,21,3.89,134.0
31444.25,9.448,2,50.5287844,-84.8428294,9.448,2022-03-02 21:37:15,,105.0,94.0,24.5,38.0,78.0,158.0,26.5,87.5,4.0,-5.199999999999989,-5.199999999999989,0.11,2022,3,2,21,3.89,134.0
31453.85,9.479,2,50.5287234,-84.8427174,9.479,2022-03-02 21:37:16,,93.0,94.0,24.5,32.0,75.5,165.0,28.0,89.5,4.0,-5.399999999999977,-5.399999999999977,0.17,2022,3,2,21,3.89,134.0
31463.69,9.694,2,50.5286619,-84.8426014,9.694,2022-03-02 21:37:17,,74.0,94.0,24.5,31.0,77.5,232.0,27.5,89.0,4.0,-5.399999999999977,-5.399999999999977,-0.36,2022,3,2,21,3.89,134.0
31473.69,9.956,2,50.5286027,-84.8424806,9.956,2022-03-02 21:37:18,,73.0,94.0,23.5,46.0,87.0,315.0,26.0,86.5,4.0,-5.399999999999977,-5.399999999999977,-0.91,2022,3,2,21,3.89,134.0
31483.79,10.016,2,50.5285454,-84.8423564,10.016,2022-03-02 21:37:19,,107.0,94.0,23.0,53.0,86.5,295.0,25.5,89.5,4.0,-5.399999999999977,-5.399999999999977,-1.01,2022,3,2,21,3.89,134.0
31493.92,9.881,3,50.528491,-84.8422296,9.881,2022-03-02 21:37:20,,108.0,92.0,23.5,52.0,86.0,262.0,26.0,88.5,4.0,-5.600000000000023,-5.600000000000023,-0.96,2022,3,2,21,3.89,134.0
31503.79,10.079,3,50.5284417,-84.8421031,10.079,2022-03-02 21:37:21,,109.0,92.0,24.0,50.0,86.5,329.0,26.5,87.0,4.0,-5.800000000000011,-5.800000000000011,-0.74,2022,3,2,21,3.89,134.0
31514.2,10.126,3,50.5283892,-84.8419699,10.126,2022-03-02 21:37:22,,100.0,92.0,26.5,61.0,94.5,430.0,30.0,90.0,4.0,-6.0,-6.0,-0.5,2022,3,2,21,3.89,134.0
31524.34,10.261,3,50.5283398,-84.8418392,10.261,2022-03-02 21:37:23,,99.0,92.0,27.0,47.0,94.0,354.0,28.5,98.5,4.0,-6.0,-6.0,-0.71,2022,3,2,21,3.89,134.0
31534.53,10.134,3,50.5282955,-84.8417042,10.134,2022-03-02 21:37:24,,100.0,92.0,20.5,43.0,71.0,187.0,27.0,96.0,4.0,-6.0,-6.0,-1.05,2022,3,2,21,3.89,134.0
31544.35,9.887,3,50.5282571,-84.8415718,9.887,2022-03-02 21:37:25,,99.0,92.0,17.5,42.0,65.5,174.0,24.0,84.0,4.0,-6.0,-6.0,-1.05,2022,3,2,21,3.89,134.0
31554.12,10.003,3,50.5282212,-84.8414389,10.003,2022-03-02 21:37:26,,98.0,92.0,16.5,42.0,67.5,202.0,21.5,73.0,4.0,-5.800000000000011,-5.800000000000011,-0.78,2022,3,2,21,3.89,134.0
31564.5,10.007,3,50.5281855,-84.8412965,10.007,2022-03-02 21:37:27,,97.0,93.0,21.0,47.0,86.5,284.0,19.0,68.5,4.0,-6.0,-6.0,-0.24,2022,3,2,21,3.89,134.0
31574.75,9.994,3,50.5281507,-84.8411557,9.994,2022-03-02 21:37:28,,97.0,93.0,21.0,45.0,84.0,268.0,24.5,80.0,4.0,-6.0,-6.0,0.0,2022,3,2,21,3.89,134.0
31585.15,10.01,3,50.5281187,-84.8410115,10.01,2022-03-02 21:37:29,,97.0,94.0,22.0,49.0,82.5,240.0,27.0,84.5,4.0,-6.0,-6.0,0.0,2022,3,2,21,3.89,134.0
31595.43,9.969,3,50.5280893,-84.8408682,9.969,2022-03-02 21:37:30,,97.0,95.0,21.5,51.0,77.5,196.0,26.5,84.0,4.0,-6.0,-6.0,0.0,2022,3,2,21,3.89,134.0
31605.83,9.9,3,50.5280677,-84.8407205,9.9,2022-03-02 21:37:31,,96.0,95.0,19.5,49.0,71.5,144.0,24.5,81.0,4.0,-6.0,-6.0,0.0,2022,3,2,21,3.89,134.0
