battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
29.0,1.64,2.371,5,50.5086116,-84.8133681,2.371,2022-03-21 19:39:11,,,,,,,,,,,,2022,3,21,19,2.33,121.0
,3.67,2.524,5,50.5085971,-84.81339,2.524,2022-03-21 19:39:12,45.0,29.0,26.0,99.0,18.0,23.0,75.0,,,,,2022,3,21,19,2.33,121.0
,7.54,3.239,5,50.5085674,-84.8134291,3.239,2022-03-21 19:39:13,32.0,29.0,26.0,99.0,83.0,23.0,75.0,,,,,2022,3,21,19,2.33,121.0
,14.8,3.792,5,50.5085081,-84.8134958,3.792,2022-03-21 19:39:14,20.0,29.0,26.0,99.0,148.0,23.0,75.0,22.0,,,,2022,3,21,19,2.33,121.0
,28.02,4.761,4,50.5083946,-84.8136085,4.761,2022-03-21 19:39:15,37.0,29.0,26.0,99.0,278.0,23.0,75.0,22.0,,,,2022,3,21,19,2.33,121.0
,35.97,5.327,4,50.5083421,-84.8136991,5.327,2022-03-21 19:39:16,63.0,28.5,32.0,98.0,386.0,23.5,78.0,22.0,,,,2022,3,21,19,2.33,121.0
,46.43,5.466,4,50.5082658,-84.8138101,5.466,2022-03-21 19:39:17,66.0,27.5,46.0,95.0,348.0,24.5,84.0,22.0,,,,2022,3,21,19,2.33,121.0
,57.84,5.532,4,50.508181,-84.8139284,5.532,2022-03-21 19:39:18,69.0,26.0,61.0,92.5,311.0,25.5,90.5,22.0,,,,2022,3,21,19,2.33,121.0
,65.64,5.576,4,50.5081328,-84.8140206,5.576,2022-03-21 19:39:19,72.0,25.0,75.0,90.0,273.0,26.0,96.5,22.0,,,,2022,3,21,19,2.33,121.0
,73.01,5.915,4,50.5080807,-84.8141004,5.915,2022-03-21 19:39:20,77.0,24.5,79.0,89.0,276.0,26.5,98.5,22.0,,,,2022,3,21,19,2.33,121.0
,80.0,6.016,4,50.5080229,-84.814165,6.016,2022-03-21 19:39:21,81.0,21.5,71.0,79.0,243.0,25.5,97.5,22.0,,,,2022,3,21,19,2.33,121.0
,85.93,5.812,4,50.507973,-84.8142183,5.812,2022-03-21 19:39:22,85.0,17.0,60.0,65.0,188.0,24.0,95.5,22.0,,,,2022,3,21,19,2.33,121.0
,91.63,6.122,3,50.5079242,-84.8142681,6.122,2022-03-21 19:39:23,89.0,13.0,48.0,51.0,132.0,22.5,94.0,22.0,,,,2022,3,21,19,2.33,121.0
,99.28,6.623,3,50.5078571,-84.8143319,6.623,2022-03-21 19:39:24,83.0,11.5,47.0,46.5,130.0,22.0,93.5,22.0,,,,2022,3,21,19,2.33,121.0
,107.06,7.074,3,50.5077869,-84.8143926,7.074,2022-03-21 19:39:25,83.0,15.0,50.0,55.5,151.0,20.5,84.0,22.0,,,,2022,3,21,19,2.33,121.0
,115.12,7.418,3,50.5077102,-84.8144464,7.418,2022-03-21 19:39:26,83.0,18.5,53.0,64.5,173.0,19.0,73.5,22.0,,,,2022,3,21,19,2.33,121.0
,123.48,7.901,3,50.5076294,-84.8144989,7.901,2022-03-21 19:39:27,82.0,21.5,56.0,72.0,214.0,18.0,65.5,22.0,,,,2022,3,21,19,2.33,121.0
,132.52,8.474,3,50.5075389,-84.8145459,8.474,2022-03-21 19:39:28,64.0,22.0,52.0,75.5,205.0,19.0,68.0,22.0,,,,2022,3,21,19,2.33,121.0
,141.59,8.678,3,50.5074471,-84.81459,8.678,2022-03-21 19:39:29,65.0,25.5,47.0,93.0,198.0,23.0,80.5,22.0,,,,2022,3,21,19,2.33,121.0
,150.49,8.843,3,50.5073594,-84.814641,8.843,2022-03-21 19:39:30,67.0,26.5,51.0,98.0,234.0,24.0,84.0,22.0,,,,2022,3,21,19,2.33,121.0
,158.92,8.615,3,50.5072779,-84.814694,8.615,2022-03-21 19:39:31,68.0,27.0,58.0,98.5,223.0,25.0,85.5,22.0,,,,2022,3,21,19,2.33,121.0
,166.7,8.16,4,50.5072052,-84.8147489,8.16,2022-03-21 19:39:32,69.0,29.5,55.0,99.5,187.0,29.0,92.5,22.0,,,,2022,3,21,19,2.33,121.0
,174.23,7.581,4,50.5071415,-84.8148159,7.581,2022-03-21 19:39:33,75.0,28.0,57.0,95.5,173.0,28.0,92.0,22.0,,,,2022,3,21,19,2.33,121.0
,183.19,8.357,4,50.5070693,-84.8149015,8.357,2022-03-21 19:39:34,81.0,21.5,55.0,75.0,162.0,24.5,86.0,22.0,,,,2022,3,21,19,2.33,121.0
,191.95,8.743,4,50.5070005,-84.8149876,8.743,2022-03-21 19:39:35,82.0,23.0,57.0,81.0,211.0,21.0,76.0,22.0,,,,2022,3,21,19,2.33,121.0
,200.32,8.447,4,50.5069382,-84.8150751,8.447,2022-03-21 19:39:36,83.0,26.0,58.0,89.0,239.0,18.5,67.5,22.0,,,,2022,3,21,19,2.33,121.0
,208.88,8.524,4,50.5068691,-84.8151555,8.524,2022-03-21 19:39:37,84.0,29.5,54.0,97.0,249.0,18.5,67.5,22.0,,,,2022,3,21,19,2.33,121.0
,217.44,8.549,4,50.5067939,-84.8152256,8.549,2022-03-21 19:39:38,83.0,29.5,47.0,97.0,320.0,18.5,67.5,22.0,,,,2022,3,21,19,2.33,121.0
,225.49,8.205,4,50.5067342,-84.8153095,8.205,2022-03-21 19:39:39,80.0,33.0,55.0,99.0,278.0,27.0,87.0,22.0,,,,2022,3,21,19,2.33,121.0
,233.05,7.71,4,50.506686,-84.8153974,7.71,2022-03-21 19:39:40,78.0,32.5,55.0,99.0,320.0,28.5,89.5,22.0,,,,2022,3,21,19,2.33,121.0
,241.07,7.737,4,50.5066358,-84.8154918,7.737,2022-03-21 19:39:41,76.0,33.5,55.0,99.0,287.0,29.0,95.5,22.0,,,,2022,3,21,19,2.33,121.0
,249.21,7.589,3,50.5065836,-84.8155862,7.589,2022-03-21 19:39:42,75.0,35.0,55.0,99.5,227.0,28.5,99.0,22.0,,,,2022,3,21,19,2.33,121.0
,257.13,7.875,3,50.5065298,-84.8156749,7.875,2022-03-21 19:39:43,74.0,31.5,56.0,96.0,231.0,29.0,97.0,22.0,,,,2022,3,21,19,2.33,121.0
,265.21,8.097,3,50.5064763,-84.8157667,8.097,2022-03-21 19:39:44,74.0,27.5,57.0,92.0,238.0,30.0,95.0,21.0,,,,2022,3,21,19,2.33,121.0
,273.63,8.179,3,50.5064236,-84.8158652,8.179,2022-03-21 19:39:45,73.0,31.5,57.0,96.5,274.0,27.0,88.0,21.0,,,,2022,3,21,19,2.33,121.0
,282.02,8.264,3,50.5063711,-84.8159635,8.264,2022-03-21 19:39:46,75.0,34.0,57.0,99.0,298.0,25.0,84.5,21.0,,,,2022,3,21,19,2.33,121.0
,290.44,8.393,3,50.5063178,-84.8160621,8.393,2022-03-21 19:39:47,78.0,34.0,57.0,99.0,304.0,25.0,84.5,21.0,,,,2022,3,21,19,2.33,121.0
,298.9,8.439,3,50.5062628,-84.8161595,8.439,2022-03-21 19:39:48,79.0,34.0,57.0,99.0,301.0,25.0,84.5,21.0,,,,2022,3,21,19,2.33,121.0
,307.14,8.324,3,50.5062058,-84.8162504,8.324,2022-03-21 19:39:49,81.0,34.0,57.0,99.0,220.0,25.0,84.5,21.0,,,,2022,3,21,19,2.33,121.0
,315.71,8.522,3,50.5061396,-84.8163366,8.522,2022-03-21 19:39:50,82.0,34.0,55.0,99.0,199.0,25.0,84.5,21.0,,,,2022,3,21,19,2.33,121.0
,324.05,8.419,3,50.5060741,-84.8164191,8.419,2022-03-21 19:39:51,82.0,34.0,52.0,99.0,211.0,25.0,84.5,21.0,,,,2022,3,21,19,2.33,121.0
,332.18,8.209,3,50.5060095,-84.816498,8.209,2022-03-21 19:39:52,83.0,33.0,50.0,98.0,232.0,24.5,85.5,21.0,,,,2022,3,21,19,2.33,121.0
,340.54,8.268,3,50.5059373,-84.8165698,8.268,2022-03-21 19:39:53,83.0,30.5,48.0,96.5,263.0,24.0,88.0,21.0,,,,2022,3,21,19,2.33,121.0
,348.81,8.28,3,50.5058641,-84.8166376,8.28,2022-03-21 19:39:54,84.0,28.0,46.0,95.0,294.0,23.5,90.5,21.0,,,,2022,3,21,19,2.33,121.0
,357.05,8.232,3,50.5057918,-84.8167065,8.232,2022-03-21 19:39:55,85.0,25.0,41.0,94.5,294.0,23.0,90.0,21.0,,,,2022,3,21,19,2.33,121.0
,363.68,7.031,3,50.5057344,-84.8167632,7.031,2022-03-21 19:39:56,85.0,20.5,34.0,95.5,262.0,23.0,87.0,21.0,,,,2022,3,21,19,2.33,121.0
,368.58,5.481,3,50.5056924,-84.8168059,5.481,2022-03-21 19:39:57,85.0,16.0,26.0,96.5,230.0,22.5,84.0,21.0,,,,2022,3,21,19,2.33,121.0
,371.3,3.19,3,50.5056689,-84.8168293,3.19,2022-03-21 19:39:58,85.0,11.5,19.0,97.5,198.0,22.5,81.5,21.0,,,,2022,3,21,19,2.33,121.0
,373.17,0.645,3,50.5056341,-84.8168861,0.645,2022-03-21 19:40:01,76.0,0.0,0.0,100.0,110.0,22.0,74.0,21.0,,,,2022,3,21,19,2.33,121.0
,374.25,2.224,3,50.5056126,-84.8169059,2.224,2022-03-21 19:40:02,57.0,0.0,0.0,100.0,95.0,22.0,74.0,21.0,,,,2022,3,21,19,2.33,121.0
,377.56,2.914,3,50.5055839,-84.8169337,2.914,2022-03-21 19:40:03,37.0,0.0,0.0,100.0,79.0,22.0,74.0,21.0,,,,2022,3,21,19,2.33,121.0
,381.12,3.538,3,50.5055593,-84.8169703,3.538,2022-03-21 19:40:04,20.0,8.5,38.0,96.0,185.0,35.0,87.0,21.0,,,,2022,3,21,19,2.33,121.0
,385.42,4.112,3,50.5055384,-84.8170251,4.112,2022-03-21 19:40:05,20.0,23.5,74.0,95.0,371.0,35.0,99.5,21.0,,,,2022,3,21,19,2.33,121.0
,390.75,5.157,3,50.5054983,-84.817079,5.157,2022-03-21 19:40:06,53.0,30.5,71.0,99.0,339.0,21.0,98.5,21.0,,,,2022,3,21,19,2.33,121.0
,397.71,6.596,3,50.5054394,-84.8171406,6.596,2022-03-21 19:40:07,60.0,30.5,50.0,99.0,302.0,21.0,98.5,21.0,,,,2022,3,21,19,2.33,121.0
,405.37,7.473,3,50.5053789,-84.8172158,7.473,2022-03-21 19:40:08,65.0,21.5,50.0,88.0,326.0,23.5,94.5,21.0,,,,2022,3,21,19,2.33,121.0
,413.18,7.974,3,50.5053156,-84.8172896,7.974,2022-03-21 19:40:09,68.0,21.5,49.0,88.0,228.0,23.5,94.5,21.0,,,,2022,3,21,19,2.33,121.0
,421.07,7.268,3,50.5052566,-84.8173717,7.268,2022-03-21 19:40:10,69.0,21.5,44.0,88.0,138.0,23.5,94.5,21.0,,,,2022,3,21,19,2.33,121.0
,428.81,6.922,3,50.5051968,-84.8174492,6.922,2022-03-21 19:40:11,65.0,21.5,26.0,88.0,69.0,23.5,94.5,21.0,,,,2022,3,21,19,2.33,121.0
,435.97,7.017,3,50.5051348,-84.8175097,7.017,2022-03-21 19:40:12,61.0,21.5,8.0,88.0,0.0,23.5,94.5,21.0,,,,2022,3,21,19,2.33,121.0
,442.63,6.723,3,50.5050707,-84.8175522,6.723,2022-03-21 19:40:13,34.0,16.5,77.0,62.0,140.0,5.5,86.5,21.0,,,,2022,3,21,19,2.33,121.0
,449.53,7.17,3,50.5050042,-84.8175957,7.17,2022-03-21 19:40:14,57.0,21.0,84.0,71.0,217.0,0.0,76.5,21.0,,,,2022,3,21,19,2.33,121.0
,457.17,7.613,3,50.504936,-84.8176571,7.613,2022-03-21 19:40:15,79.0,28.5,63.0,91.5,267.0,6.5,66.0,21.0,,,,2022,3,21,19,2.33,121.0
,465.27,7.914,3,50.5048654,-84.8177257,7.914,2022-03-21 19:40:16,83.0,32.0,52.0,98.0,306.0,19.0,61.0,21.0,,,,2022,3,21,19,2.33,121.0
,473.5,7.995,3,50.5047943,-84.8177963,7.995,2022-03-21 19:40:17,85.0,37.0,47.0,99.0,306.0,29.0,89.0,21.0,,,,2022,3,21,19,2.33,121.0
,481.59,7.879,3,50.5047251,-84.8178666,7.879,2022-03-21 19:40:18,87.0,37.0,48.0,97.0,233.0,32.0,98.0,21.0,,,,2022,3,21,19,2.33,121.0
,489.84,8.073,3,50.5046604,-84.8179482,8.073,2022-03-21 19:40:19,87.0,33.5,54.0,93.5,244.0,31.5,99.0,21.0,,,,2022,3,21,19,2.33,121.0
,498.21,8.279,3,50.5045941,-84.8180299,8.279,2022-03-21 19:40:20,88.0,30.5,60.0,90.0,254.0,31.5,100.0,21.0,-20.0,-20.0,0.0,2022,3,21,19,2.33,121.0
,506.87,8.549,3,50.5045244,-84.8181129,8.549,2022-03-21 19:40:21,89.0,30.5,60.0,90.0,261.0,31.5,100.0,21.0,-20.0,-20.0,0.0,2022,3,21,19,2.33,121.0
,515.71,8.863,3,50.5044536,-84.8181982,8.863,2022-03-21 19:40:22,90.0,30.5,60.0,90.0,258.0,31.5,100.0,21.0,-20.19999999999999,-20.19999999999999,0.0,2022,3,21,19,2.33,121.0
,524.56,8.784,3,50.5043813,-84.8182813,8.784,2022-03-21 19:40:23,92.0,30.5,60.0,90.0,226.0,31.5,100.0,21.0,-20.399999999999977,-20.399999999999977,0.0,2022,3,21,19,2.33,121.0
,532.94,8.263,3,50.5043123,-84.8183594,8.263,2022-03-21 19:40:24,92.0,30.0,56.0,89.5,228.0,29.5,97.0,21.0,-20.399999999999977,-20.399999999999977,0.0,2022,3,21,19,2.33,121.0
,541.2,8.14,3,50.5042449,-84.8184369,8.14,2022-03-21 19:40:25,91.0,29.0,51.0,89.5,243.0,27.0,93.0,21.0,-20.399999999999977,-20.399999999999977,-0.15,2022,3,21,19,2.33,121.0
,549.26,7.847,3,50.5041778,-84.8185106,7.847,2022-03-21 19:40:26,90.0,29.0,48.0,91.0,254.0,26.5,91.0,21.0,-20.399999999999977,-20.399999999999977,-0.69,2022,3,21,19,2.33,121.0
,557.19,7.673,3,50.5041149,-84.8185878,7.673,2022-03-21 19:40:27,87.0,31.0,48.0,97.0,253.0,29.5,93.5,21.0,-20.399999999999977,-20.399999999999977,-1.04,2022,3,21,19,2.33,121.0
,565.03,7.435,3,50.504058,-84.8186713,7.435,2022-03-21 19:40:28,86.0,31.5,48.0,96.5,258.0,29.5,93.5,21.0,-20.600000000000023,-20.600000000000023,-0.85,2022,3,21,19,2.33,121.0
,572.84,7.352,3,50.5039972,-84.8187489,7.352,2022-03-21 19:40:29,85.0,32.0,48.0,96.0,263.0,29.5,93.5,21.0,-20.600000000000023,-20.600000000000023,-0.35,2022,3,21,19,2.33,121.0
,580.12,7.123,3,50.5039343,-84.8188113,7.123,2022-03-21 19:40:30,84.0,32.0,47.0,96.0,259.0,29.5,93.5,21.0,-20.399999999999977,-20.399999999999977,0.08,2022,3,21,19,2.33,121.0
,586.38,6.341,3,50.5038778,-84.8188606,6.341,2022-03-21 19:40:31,83.0,32.0,44.0,96.0,247.0,29.5,93.5,21.0,-20.19999999999999,-20.19999999999999,0.41,2022,3,21,19,2.33,121.0
,591.43,5.043,3,50.5038307,-84.8188965,5.043,2022-03-21 19:40:32,81.0,32.0,40.0,96.0,196.0,29.5,93.5,21.0,-20.0,-20.0,0.85,2022,3,21,19,2.33,121.0
,596.98,5.166,3,50.5037774,-84.8189323,5.166,2022-03-21 19:40:33,79.0,32.0,39.0,96.0,203.0,29.5,93.5,21.0,-19.80000000000001,-19.80000000000001,1.55,2022,3,21,19,2.33,121.0
,603.19,5.64,3,50.5037164,-84.8189686,5.64,2022-03-21 19:40:34,76.0,32.0,39.0,96.0,212.0,29.5,93.5,21.0,-19.600000000000023,-19.600000000000023,2.48,2022,3,21,19,2.33,121.0
,609.44,6.098,3,50.5036558,-84.8190078,6.098,2022-03-21 19:40:35,74.0,32.0,43.0,96.0,208.0,29.5,93.5,21.0,-19.600000000000023,-19.600000000000023,2.7,2022,3,21,19,2.33,121.0
,615.68,6.044,3,50.503596,-84.8190484,6.044,2022-03-21 19:40:36,72.0,32.0,48.0,96.0,197.0,29.5,93.5,21.0,-19.399999999999977,-19.399999999999977,2.41,2022,3,21,19,2.33,121.0
,620.99,5.131,3,50.5035468,-84.8190867,5.131,2022-03-21 19:40:37,72.0,31.5,47.0,96.0,164.0,29.0,93.5,21.0,-19.0,-19.0,2.51,2022,3,21,19,2.33,121.0
,624.99,3.73,3,50.5035125,-84.8191212,3.73,2022-03-21 19:40:38,72.0,31.0,47.0,96.0,132.0,29.0,93.5,21.0,-18.80000000000001,-18.80000000000001,2.82,2022,3,21,19,2.33,121.0
,628.23,2.828,3,50.5034839,-84.8191472,2.828,2022-03-21 19:40:39,72.0,30.5,46.0,96.0,99.0,28.5,93.0,21.0,-18.399999999999977,-18.399999999999977,3.36,2022,3,21,19,2.33,121.0
,631.0,1.864,3,50.5034631,-84.8191757,1.864,2022-03-21 19:40:40,72.0,30.0,46.0,96.0,67.0,28.0,93.0,21.0,-18.19999999999999,-18.19999999999999,4.44,2022,3,21,19,2.33,121.0
,633.2,1.763,3,50.5034449,-84.8191959,1.763,2022-03-21 19:40:41,72.0,29.5,45.0,96.0,34.0,28.0,93.0,21.0,-18.19999999999999,-18.19999999999999,5.57,2022,3,21,19,2.33,121.0
,635.78,2.274,3,50.5034223,-84.8192174,2.274,2022-03-21 19:40:42,70.0,28.0,44.0,95.5,4.0,27.0,92.0,21.0,-18.0,-18.0,6.08,2022,3,21,19,2.33,121.0
,638.7,2.713,3,50.5033958,-84.8192396,2.713,2022-03-21 19:40:43,29.0,9.0,14.0,84.0,25.0,20.0,73.5,21.0,-18.0,-18.0,6.22,2022,3,21,19,2.33,121.0
,641.86,3.051,3,50.5033703,-84.8192698,3.051,2022-03-21 19:40:44,19.0,9.0,0.0,73.0,114.0,17.0,65.0,21.0,-18.0,-18.0,5.87,2022,3,21,19,2.33,121.0
,645.59,3.548,3,50.5033399,-84.8193048,3.548,2022-03-21 19:40:45,33.0,20.5,0.0,69.5,235.0,15.5,62.5,21.0,-18.0,-18.0,4.99,2022,3,21,19,2.33,121.0
,649.95,4.15,3,50.5033021,-84.8193421,4.15,2022-03-21 19:40:46,45.0,20.0,2.0,83.5,298.0,11.0,56.0,21.0,-18.0,-18.0,4.0,2022,3,21,19,2.33,121.0
,654.65,4.607,3,50.5032602,-84.81938,4.607,2022-03-21 19:40:47,61.0,22.0,49.0,79.5,289.0,24.5,92.0,21.0,-18.0,-18.0,2.61,2022,3,21,19,2.33,121.0
,659.4,4.856,3,50.5032195,-84.8194213,4.856,2022-03-21 19:40:48,70.0,23.5,49.0,78.0,82.0,24.5,92.0,21.0,-18.0,-18.0,0.89,2022,3,21,19,2.33,121.0
,664.32,5.018,3,50.5031795,-84.8194675,5.018,2022-03-21 19:40:49,53.0,22.5,49.0,78.0,350.0,17.5,94.5,21.0,-17.80000000000001,-17.80000000000001,0.0,2022,3,21,19,2.33,121.0
,669.93,5.485,3,50.5031378,-84.8195262,5.485,2022-03-21 19:40:50,80.0,19.5,49.0,79.0,354.0,6.5,92.5,21.0,-17.80000000000001,-17.80000000000001,0.0,2022,3,21,19,2.33,121.0
,675.58,5.703,3,50.5030974,-84.8195873,5.703,2022-03-21 19:40:51,81.0,19.0,49.0,81.0,348.0,21.0,74.5,21.0,-18.0,-18.0,0.0,2022,3,21,19,2.33,121.0
,681.59,5.845,3,50.5030545,-84.8196522,5.845,2022-03-21 19:40:52,87.0,19.0,49.0,81.0,300.0,21.0,74.5,21.0,-18.0,-18.0,0.0,2022,3,21,19,2.33,121.0
,687.6,5.898,3,50.5030077,-84.8197118,5.898,2022-03-21 19:40:53,92.0,22.0,49.0,84.0,258.0,21.5,82.0,21.0,-18.0,-18.0,0.0,2022,3,21,19,2.33,121.0
,695.55,6.009,4,50.5030074,-84.8197811,6.009,2022-03-21 19:40:54,93.0,24.5,49.0,89.5,264.0,21.5,86.0,21.0,-17.80000000000001,-17.80000000000001,0.0,2022,3,21,19,2.33,121.0
,706.83,6.223,6,50.50306,-84.8198762,6.223,2022-03-21 19:40:55,93.0,26.0,49.0,97.0,289.0,21.0,85.5,21.0,-17.600000000000023,-17.600000000000023,0.0,2022,3,21,19,2.33,121.0
,715.37,6.395,5,50.5029869,-84.8199494,6.395,2022-03-21 19:40:56,87.0,26.0,49.0,98.5,317.0,21.0,85.5,21.0,-17.600000000000023,-17.600000000000023,0.1,2022,3,21,19,2.33,121.0
,722.22,5.963,5,50.5029215,-84.8199945,5.963,2022-03-21 19:40:57,82.0,26.0,49.0,98.5,327.0,21.0,85.5,21.0,-17.80000000000001,-17.80000000000001,0.48,2022,3,21,19,2.33,121.0
,728.67,5.788,4,50.5028645,-84.8200473,5.788,2022-03-21 19:40:58,81.0,26.5,49.0,97.0,317.0,21.0,86.5,21.0,-17.80000000000001,-17.80000000000001,0.67,2022,3,21,19,2.33,121.0
,736.32,6.068,4,50.5028012,-84.8201178,6.068,2022-03-21 19:40:59,81.0,27.0,50.0,94.0,300.0,21.0,88.5,21.0,-18.19999999999999,-18.19999999999999,0.15,2022,3,21,19,2.33,121.0
,742.49,6.286,4,50.5027531,-84.8201792,6.286,2022-03-21 19:41:00,82.0,27.5,51.0,91.0,284.0,21.0,90.5,21.0,-18.399999999999977,-18.399999999999977,-0.78,2022,3,21,19,2.33,121.0
,748.7,6.495,4,50.5027038,-84.8202397,6.495,2022-03-21 19:41:01,84.0,28.0,51.0,89.5,295.0,21.0,91.5,21.0,-18.600000000000023,-18.600000000000023,-1.69,2022,3,21,19,2.33,121.0
,754.75,6.783,3,50.5026552,-84.8202977,6.783,2022-03-21 19:41:02,85.0,28.0,51.0,89.5,285.0,21.0,91.5,21.0,-18.399999999999977,-18.399999999999977,-2.31,2022,3,21,19,2.33,121.0
,760.97,6.893,3,50.5026052,-84.8203575,6.893,2022-03-21 19:41:03,85.0,28.0,51.0,89.5,242.0,21.0,91.5,21.0,-18.19999999999999,-18.19999999999999,-2.43,2022,3,21,19,2.33,121.0
,767.58,6.842,3,50.5025525,-84.8204216,6.842,2022-03-21 19:41:04,86.0,28.0,51.0,89.5,275.0,21.0,91.5,21.0,-18.0,-18.0,-1.82,2022,3,21,19,2.33,121.0
,774.3,6.681,3,50.5024958,-84.8204817,6.681,2022-03-21 19:41:05,86.0,28.0,51.0,89.5,196.0,21.0,91.5,21.0,-17.80000000000001,-17.80000000000001,-0.37,2022,3,21,19,2.33,121.0
,781.11,6.831,3,50.502436,-84.8205383,6.831,2022-03-21 19:41:06,86.0,28.0,51.0,89.5,244.0,21.0,91.5,21.0,-17.600000000000023,-17.600000000000023,1.61,2022,3,21,19,2.33,121.0
,788.62,7.413,3,50.5023685,-84.8205979,7.413,2022-03-21 19:41:07,87.0,27.0,53.0,88.5,250.0,21.5,89.0,21.0,-17.399999999999977,-17.399999999999977,3.05,2022,3,21,19,2.33,121.0
,796.09,7.191,3,50.5022995,-84.820653,7.191,2022-03-21 19:41:08,87.0,25.5,54.0,87.5,240.0,22.0,86.0,21.0,-17.399999999999977,-17.399999999999977,3.22,2022,3,21,19,2.33,121.0
,803.16,6.837,3,50.5022344,-84.8207054,6.837,2022-03-21 19:41:09,87.0,24.0,56.0,86.5,231.0,22.5,83.0,21.0,-17.600000000000023,-17.600000000000023,2.48,2022,3,21,19,2.33,121.0
,810.26,7.128,3,50.5021715,-84.8207633,7.128,2022-03-21 19:41:10,88.0,22.5,58.0,85.5,221.0,23.5,80.0,21.0,-17.600000000000023,-17.600000000000023,1.42,2022,3,21,19,2.33,121.0
,817.41,7.135,3,50.5021055,-84.8208162,7.135,2022-03-21 19:41:11,91.0,22.0,59.0,85.0,211.0,23.5,78.5,21.0,-17.600000000000023,-17.600000000000023,0.44,2022,3,21,19,2.33,121.0
,824.23,7.087,3,50.5020411,-84.8208631,7.087,2022-03-21 19:41:12,93.0,24.0,59.0,86.5,232.0,26.5,82.0,21.0,-17.600000000000023,-17.600000000000023,0.0,2022,3,21,19,2.33,121.0
,831.28,7.05,3,50.5019733,-84.8209084,7.05,2022-03-21 19:41:13,92.0,26.5,56.0,88.5,267.0,29.5,86.0,21.0,-17.80000000000001,-17.80000000000001,-0.1,2022,3,21,19,2.33,121.0
,838.53,7.103,3,50.5019032,-84.8209542,7.103,2022-03-21 19:41:14,89.0,26.5,47.0,88.5,283.0,29.5,86.0,21.0,-17.600000000000023,-17.600000000000023,-0.4,2022,3,21,19,2.33,121.0
,845.84,6.992,3,50.5018324,-84.821,6.992,2022-03-21 19:41:15,88.0,26.5,45.0,88.5,285.0,29.5,86.0,21.0,-17.19999999999999,-17.19999999999999,-0.16,2022,3,21,19,2.33,121.0
,852.91,6.888,3,50.5017633,-84.8210424,6.888,2022-03-21 19:41:16,88.0,28.0,46.0,93.5,285.0,30.0,93.5,21.0,-17.0,-17.0,0.84,2022,3,21,19,2.33,121.0
,859.94,6.809,3,50.5016947,-84.8210848,6.809,2022-03-21 19:41:17,88.0,28.5,47.0,96.5,302.0,30.0,98.0,21.0,-16.80000000000001,-16.80000000000001,1.77,2022,3,21,19,2.33,121.0
,867.26,7.134,3,50.5016227,-84.8211273,7.134,2022-03-21 19:41:18,89.0,26.0,48.0,88.5,299.0,26.5,90.0,21.0,-16.80000000000001,-16.80000000000001,2.23,2022,3,21,19,2.33,121.0
,874.82,7.449,3,50.5015498,-84.8211756,7.449,2022-03-21 19:41:19,91.0,26.0,29.0,88.5,193.0,26.5,90.0,21.0,-16.80000000000001,-16.80000000000001,2.37,2022,3,21,19,2.33,121.0
,882.58,7.72,3,50.5014749,-84.8212247,7.72,2022-03-21 19:41:20,91.0,26.0,46.0,88.5,200.0,26.5,90.0,21.0,-16.80000000000001,-16.80000000000001,2.08,2022,3,21,19,2.33,121.0
,890.31,7.924,3,50.5014009,-84.8212755,7.924,2022-03-21 19:41:21,93.0,24.0,49.0,82.5,185.0,25.0,85.0,21.0,-16.80000000000001,-16.80000000000001,1.34,2022,3,21,19,2.33,121.0
,898.48,7.886,3,50.501325,-84.8213346,7.886,2022-03-21 19:41:22,94.0,21.0,48.0,74.5,213.0,23.0,77.5,21.0,-16.80000000000001,-16.80000000000001,0.46,2022,3,21,19,2.33,121.0
,906.67,7.921,3,50.5012501,-84.8213969,7.921,2022-03-21 19:41:23,95.0,17.5,46.0,66.0,293.0,18.0,63.5,21.0,-16.600000000000023,-16.600000000000023,0.0,2022,3,21,19,2.33,121.0
,914.85,7.899,3,50.5011761,-84.8214607,7.899,2022-03-21 19:41:24,96.0,28.0,46.0,95.0,294.0,24.5,87.0,21.0,-16.600000000000023,-16.600000000000023,0.0,2022,3,21,19,2.33,121.0
,923.27,8.095,3,50.5010984,-84.8215231,8.095,2022-03-21 19:41:25,96.0,25.5,45.0,88.5,303.0,25.0,84.5,21.0,-16.399999999999977,-16.399999999999977,0.1,2022,3,21,19,2.33,121.0
,931.44,8.048,3,50.5010196,-84.8215748,8.048,2022-03-21 19:41:26,96.0,23.5,48.0,83.0,278.0,24.5,86.5,21.0,-16.19999999999999,-16.19999999999999,0.59,2022,3,21,19,2.33,121.0
,939.45,7.962,3,50.50094,-84.8216185,7.962,2022-03-21 19:41:27,96.0,23.0,50.0,81.0,284.0,24.5,88.0,21.0,-16.19999999999999,-16.19999999999999,1.14,2022,3,21,19,2.33,121.0
,947.51,7.794,3,50.500861,-84.8216663,7.794,2022-03-21 19:41:28,95.0,23.0,50.0,81.0,224.0,24.5,88.0,21.0,-16.19999999999999,-16.19999999999999,1.34,2022,3,21,19,2.33,121.0
