battery_soc,cadence,calories,distance,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,timestamp,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,76,25,1210.27,6.433,3,31.0,97.0,50.5236794,-84.8113989,139,22.5,85.5,6.433,21,2023-03-20 14:55:49,68.0,55.60000000000002,3.0,1.0,55.60000000000002,0.0,2023,3,20,14,3.28,322.0
,79,25,1217.03,6.659,3,30.0,95.5,50.5237503,-84.8114313,176,20.5,81.5,6.659,21,2023-03-20 14:55:50,67.0,55.60000000000002,3.0,1.0,55.60000000000002,0.0,2023,3,20,14,3.28,322.0
,79,25,1223.99,6.96,3,30.0,94.0,50.5238195,-84.811467,175,17.5,74.0,6.96,21,2023-03-20 14:55:51,66.0,55.799999999999955,3.0,1.0,55.799999999999955,0.0,2023,3,20,14,3.28,322.0
,79,25,1230.86,6.906,3,28.0,91.5,50.5238895,-84.8114985,173,15.0,65.0,6.906,21,2023-03-20 14:55:52,64.0,55.39999999999998,3.0,1.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,80,25,1237.63,6.739,3,28.5,91.0,50.523959,-84.811531,165,16.5,67.0,6.739,21,2023-03-20 14:55:53,60.0,55.39999999999998,3.0,1.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,80,26,1244.4,6.763,3,29.0,93.0,50.5240272,-84.8115627,169,17.5,69.0,6.763,21,2023-03-20 14:55:54,59.0,55.39999999999998,3.0,1.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,82,26,1253.03,8.172,3,29.5,96.0,50.5241004,-84.8116343,170,18.0,70.0,8.172,21,2023-03-20 14:55:55,58.0,55.39999999999998,3.0,1.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,82,26,1263.06,9.508,3,28.5,91.5,50.5241831,-84.8117262,165,17.5,69.0,9.508,21,2023-03-20 14:55:56,59.0,54.799999999999955,3.0,1.0,54.799999999999955,0.0,2023,3,20,14,3.28,322.0
,82,26,1271.26,8.488,3,27.0,87.0,50.5242617,-84.8117768,158,17.0,68.0,8.488,21,2023-03-20 14:55:57,63.0,54.60000000000002,3.0,1.0,54.60000000000002,0.0,2023,3,20,14,3.28,322.0
,82,26,1279.01,7.954,3,25.5,83.0,50.5243363,-84.8118223,151,16.5,67.0,7.954,21,2023-03-20 14:55:58,65.0,54.39999999999998,3.0,1.0,54.39999999999998,0.0,2023,3,20,14,3.28,322.0
,83,26,1287.14,8.076,3,24.5,78.5,50.5244115,-84.811877,147,16.0,66.0,8.076,21,2023-03-20 14:55:59,66.0,54.200000000000045,3.0,1.0,54.200000000000045,0.0,2023,3,20,14,3.28,322.0
,84,27,1295.04,7.909,3,23.5,76.0,50.5244872,-84.811932,144,15.0,63.5,7.909,21,2023-03-20 14:56:00,67.0,54.200000000000045,3.0,1.0,54.200000000000045,0.0,2023,3,20,14,3.28,322.0
,84,27,1302.73,7.736,3,22.5,77.5,50.5245626,-84.8119821,142,13.0,56.5,7.736,21,2023-03-20 14:56:01,67.0,54.39999999999998,3.0,1.0,54.39999999999998,0.0,2023,3,20,14,3.28,322.0
,84,27,1310.36,7.662,3,23.5,76.5,50.5246379,-84.8120229,137,13.5,56.0,7.662,21,2023-03-20 14:56:02,68.0,54.60000000000002,3.0,1.0,54.60000000000002,0.0,2023,3,20,14,3.28,322.0
,84,27,1317.85,7.549,3,21.5,70.5,50.5247146,-84.8120589,129,13.0,55.0,7.549,21,2023-03-20 14:56:03,68.0,54.60000000000002,3.0,1.0,54.60000000000002,0.0,2023,3,20,14,3.28,322.0
,84,27,1325.22,7.43,3,20.0,66.0,50.5247892,-84.8120904,122,12.5,54.0,7.43,21,2023-03-20 14:56:04,67.0,54.799999999999955,3.0,1.0,54.799999999999955,0.0,2023,3,20,14,3.28,322.0
,84,27,1332.5,7.303,3,20.0,66.0,50.5248649,-84.812118,121,12.5,54.5,7.303,21,2023-03-20 14:56:05,67.0,54.60000000000002,3.0,1.0,54.60000000000002,0.0,2023,3,20,14,3.28,322.0
,83,27,1339.49,7.131,3,22.0,72.0,50.5249392,-84.812145,136,13.0,55.5,7.131,21,2023-03-20 14:56:06,66.0,54.39999999999998,3.0,1.0,54.39999999999998,0.0,2023,3,20,14,3.28,322.0
,82,27,1346.19,6.83,3,24.0,77.5,50.5250094,-84.8121676,139,13.5,56.5,6.83,21,2023-03-20 14:56:07,65.0,54.200000000000045,3.0,1.0,54.200000000000045,0.0,2023,3,20,14,3.28,322.0
,81,28,1352.72,6.553,3,26.0,83.5,50.5250762,-84.812186,142,14.0,57.5,6.553,21,2023-03-20 14:56:08,64.0,54.0,3.0,1.0,54.0,0.0,2023,3,20,14,3.28,322.0
,80,28,1359.87,6.974,3,28.5,88.0,50.5251474,-84.8122235,149,15.0,60.0,6.974,21,2023-03-20 14:56:09,63.0,53.799999999999955,3.0,1.0,53.799999999999955,0.0,2023,3,20,14,3.28,322.0
,80,28,1366.96,7.042,3,29.5,90.0,50.5252176,-84.8122589,174,16.0,63.5,7.042,21,2023-03-20 14:56:10,63.0,53.799999999999955,3.0,1.0,53.799999999999955,0.0,2023,3,20,14,3.28,322.0
,80,28,1373.36,6.577,3,28.0,87.5,50.5252837,-84.8122819,182,16.0,64.5,6.577,21,2023-03-20 14:56:11,62.0,53.60000000000002,3.0,1.0,53.60000000000002,0.0,2023,3,20,14,3.28,322.0
,80,28,1379.59,6.321,3,26.5,84.5,50.5253491,-84.8123043,172,16.5,65.5,6.321,21,2023-03-20 14:56:12,62.0,53.200000000000045,3.0,2.0,53.200000000000045,-1.79,2023,3,20,14,3.28,322.0
,81,28,1385.76,6.225,3,25.0,82.0,50.5254149,-84.8123177,161,16.5,66.5,6.225,21,2023-03-20 14:56:13,62.0,52.799999999999955,3.0,2.0,52.799999999999955,-2.37,2023,3,20,14,3.28,322.0
,82,29,1392.0,6.291,3,24.0,80.0,50.5254805,-84.8123361,156,16.5,67.5,6.291,21,2023-03-20 14:56:14,62.0,52.200000000000045,3.0,2.0,52.200000000000045,-3.1,2023,3,20,14,3.28,322.0
,84,29,1399.07,6.814,3,24.0,81.0,50.5255497,-84.812378,159,17.5,69.5,6.814,21,2023-03-20 14:56:15,63.0,52.0,3.0,3.0,52.0,-3.56,2023,3,20,14,3.28,322.0
,84,29,1407.05,7.623,3,24.0,82.0,50.5256236,-84.8124383,157,18.5,71.0,7.623,21,2023-03-20 14:56:16,63.0,51.39999999999998,3.0,4.0,51.39999999999998,-3.98,2023,3,20,14,3.28,322.0
,84,29,1414.81,7.781,3,23.0,77.5,50.5256954,-84.8124963,150,18.0,74.5,7.781,21,2023-03-20 14:56:17,63.0,51.39999999999998,3.0,4.0,51.39999999999998,-4.41,2023,3,20,14,3.28,322.0
,85,29,1422.24,7.544,3,22.5,75.0,50.5257672,-84.8125409,144,18.0,76.5,7.544,21,2023-03-20 14:56:18,63.0,51.0,3.0,4.0,51.0,-4.62,2023,3,20,14,3.28,322.0
,87,29,1429.65,7.423,3,23.0,75.0,50.5258409,-84.812573,150,18.0,75.5,7.423,21,2023-03-20 14:56:19,62.0,51.0,3.0,4.0,51.0,-4.62,2023,3,20,14,3.28,322.0
,88,30,1436.9,7.291,3,23.0,76.5,50.5259167,-84.8126054,165,18.0,73.0,7.291,21,2023-03-20 14:56:20,62.0,51.200000000000045,3.0,5.0,51.200000000000045,-4.16,2023,3,20,14,3.28,322.0
,88,30,1443.84,7.019,3,23.0,78.0,50.5259892,-84.8126369,165,18.5,70.5,7.019,21,2023-03-20 14:56:21,61.0,51.39999999999998,3.0,5.0,51.39999999999998,-3.12,2023,3,20,14,3.28,322.0
,88,30,1450.8,7.02,3,23.0,80.0,50.5260612,-84.8126638,164,18.5,67.5,7.02,21,2023-03-20 14:56:22,69.0,51.60000000000002,3.0,5.0,51.60000000000002,-0.22,2023,3,20,14,3.28,322.0
,87,30,1457.89,7.079,3,24.0,82.0,50.5261336,-84.8126911,161,18.0,66.5,7.079,21,2023-03-20 14:56:23,70.0,51.60000000000002,3.0,5.0,51.60000000000002,0.0,2023,3,20,14,3.28,322.0
,86,30,1464.87,6.98,3,25.0,85.0,50.5262048,-84.8127139,157,17.5,66.5,6.98,21,2023-03-20 14:56:24,69.0,51.60000000000002,3.0,5.0,51.60000000000002,0.0,2023,3,20,14,3.28,322.0
,86,30,1471.6,6.782,3,26.0,86.5,50.5262756,-84.8127322,162,16.5,67.0,6.782,21,2023-03-20 14:56:25,67.0,51.39999999999998,3.0,5.0,51.39999999999998,0.0,2023,3,20,14,3.28,322.0
,86,31,1478.06,6.514,3,22.0,71.0,50.5263445,-84.8127554,161,19.0,76.0,6.514,21,2023-03-20 14:56:26,60.0,51.200000000000045,3.0,5.0,51.200000000000045,0.0,2023,3,20,14,3.28,322.0
,86,31,1484.89,6.763,3,22.0,70.0,50.5264146,-84.8127873,159,19.5,77.0,6.763,21,2023-03-20 14:56:27,65.0,50.799999999999955,3.0,5.0,50.799999999999955,0.0,2023,3,20,14,3.28,322.0
,87,31,1493.59,8.246,3,23.5,73.0,50.5264896,-84.8128568,158,20.0,75.5,8.246,21,2023-03-20 14:56:28,58.0,51.200000000000045,3.0,5.0,51.200000000000045,0.0,2023,3,20,14,3.28,322.0
,88,31,1502.44,8.674,3,25.0,75.5,50.5265674,-84.8129287,158,20.5,74.0,8.674,21,2023-03-20 14:56:29,57.0,51.0,3.0,5.0,51.0,0.0,2023,3,20,14,3.28,322.0
,88,31,1510.41,8.121,3,26.0,78.0,50.526645,-84.8129791,157,20.5,73.0,8.121,21,2023-03-20 14:56:30,61.0,51.0,3.0,5.0,51.0,0.0,2023,3,20,14,3.28,322.0
,89,31,1518.04,7.776,3,23.0,78.5,50.5267198,-84.813024,155,18.5,70.0,7.776,21,2023-03-20 14:56:31,66.0,51.0,3.0,5.0,51.0,0.0,2023,3,20,14,3.28,322.0
,89,31,1525.23,7.323,3,23.0,80.5,50.5267927,-84.8130557,169,19.0,71.0,7.323,21,2023-03-20 14:56:32,64.0,51.0,3.0,5.0,51.0,0.0,2023,3,20,14,3.28,322.0
,88,32,1532.32,7.186,3,25.0,84.5,50.5268646,-84.8130826,194,20.5,75.0,7.186,21,2023-03-20 14:56:33,61.0,51.200000000000045,3.0,5.0,51.200000000000045,0.0,2023,3,20,14,3.28,322.0
,86,32,1539.04,6.909,3,26.5,88.5,50.5269335,-84.8131093,202,22.0,78.5,6.909,21,2023-03-20 14:56:34,61.0,51.39999999999998,3.0,5.0,51.39999999999998,0.0,2023,3,20,14,3.28,322.0
,85,32,1545.83,6.784,3,30.0,96.0,50.5270049,-84.8131324,210,22.0,78.5,6.784,21,2023-03-20 14:56:35,63.0,51.60000000000002,3.0,5.0,51.60000000000002,0.0,2023,3,20,14,3.28,322.0
,85,32,1552.64,6.793,3,28.0,93.0,50.5270756,-84.8131552,218,23.5,82.0,6.793,21,2023-03-20 14:56:36,60.0,51.799999999999955,3.0,5.0,51.799999999999955,0.0,2023,3,20,14,3.28,322.0
,87,33,1560.32,7.543,3,25.5,88.0,50.5271473,-84.8132091,224,25.5,86.0,7.543,21,2023-03-20 14:56:37,56.0,51.60000000000002,3.0,5.0,51.60000000000002,0.0,2023,3,20,14,3.28,322.0
,87,33,1568.94,8.287,3,24.0,86.0,50.5272211,-84.8132829,226,27.0,88.5,8.287,21,2023-03-20 14:56:38,56.0,51.799999999999955,3.0,5.0,51.799999999999955,0.0,2023,3,20,14,3.28,322.0
,85,33,1576.75,7.847,3,26.0,89.5,50.5272904,-84.8133475,225,27.0,89.0,7.847,21,2023-03-20 14:56:39,59.0,51.799999999999955,3.0,5.0,51.799999999999955,0.0,2023,3,20,14,3.28,322.0
,83,33,1583.77,7.254,2,28.0,92.5,50.5273584,-84.8133969,223,26.5,89.0,7.254,21,2023-03-20 14:56:40,61.0,52.39999999999998,3.0,5.0,52.39999999999998,0.0,2023,3,20,14,3.28,322.0
,82,33,1590.67,6.989,2,29.5,95.5,50.5274267,-84.8134333,222,26.5,89.5,6.989,21,2023-03-20 14:56:41,59.0,52.39999999999998,3.0,5.0,52.39999999999998,0.0,2023,3,20,14,3.28,322.0
,82,34,1597.44,6.827,2,30.0,92.0,50.5274927,-84.8134698,229,26.5,90.0,6.827,21,2023-03-20 14:56:42,59.0,52.799999999999955,3.0,5.0,52.799999999999955,0.0,2023,3,20,14,3.28,322.0
,90,34,1603.87,6.528,2,29.0,87.5,50.5275564,-84.8135014,214,26.5,90.0,6.528,21,2023-03-20 14:56:43,60.0,53.0,4.0,5.0,53.0,1.62,2023,3,20,14,3.28,322.0
,89,34,1610.23,6.396,2,28.5,89.5,50.5276223,-84.8135287,202,24.5,86.0,6.396,21,2023-03-20 14:56:44,62.0,53.0,4.0,5.0,53.0,2.04,2023,3,20,14,3.28,322.0
,89,34,1616.49,6.291,2,30.0,91.0,50.5276859,-84.8135607,211,21.5,76.5,6.291,21,2023-03-20 14:56:45,61.0,53.39999999999998,4.0,5.0,53.39999999999998,2.11,2023,3,20,14,3.28,322.0
,88,35,1622.72,6.24,2,30.5,94.0,50.5277456,-84.8135975,220,23.0,82.5,6.24,21,2023-03-20 14:56:46,59.0,53.60000000000002,5.0,5.0,53.60000000000002,2.66,2023,3,20,14,3.28,322.0
,87,35,1628.91,6.207,2,32.0,96.0,50.5278069,-84.8136337,226,25.0,87.5,6.207,21,2023-03-20 14:56:47,60.0,53.799999999999955,5.0,5.0,53.799999999999955,2.88,2023,3,20,14,3.28,322.0
,86,35,1635.09,6.195,2,33.5,97.0,50.527868,-84.81367,234,26.0,87.5,6.195,21,2023-03-20 14:56:48,60.0,54.0,5.0,5.0,54.0,3.19,2023,3,20,14,3.28,322.0
,86,35,1641.29,6.185,2,33.0,97.5,50.52793,-84.8137018,258,24.0,84.5,6.185,21,2023-03-20 14:56:49,61.0,54.200000000000045,5.0,5.0,54.200000000000045,3.3,2023,3,20,14,3.28,322.0
,87,36,1647.72,6.359,2,31.0,96.5,50.5279962,-84.813734,261,25.5,90.0,6.359,21,2023-03-20 14:56:50,61.0,54.200000000000045,6.0,5.0,54.200000000000045,3.04,2023,3,20,14,3.28,322.0
,88,36,1654.17,6.455,2,29.5,95.0,50.5280619,-84.8137655,259,26.0,90.0,6.455,21,2023-03-20 14:56:51,61.0,54.39999999999998,6.0,5.0,54.39999999999998,2.94,2023,3,20,14,3.28,322.0
,88,36,1660.49,6.407,2,28.5,94.0,50.528125,-84.8137972,250,25.5,87.0,6.407,21,2023-03-20 14:56:52,61.0,54.200000000000045,6.0,5.0,54.200000000000045,2.59,2023,3,20,14,3.28,322.0
,89,36,1667.01,6.481,2,28.0,92.0,50.528191,-84.813829,238,25.0,84.0,6.481,21,2023-03-20 14:56:53,61.0,54.200000000000045,6.0,5.0,54.200000000000045,0.18,2023,3,20,14,3.28,322.0
,89,36,1673.55,6.479,2,26.0,87.0,50.5282576,-84.8138613,228,23.5,83.0,6.479,21,2023-03-20 14:56:54,62.0,54.39999999999998,6.0,5.0,54.39999999999998,1.49,2023,3,20,14,3.28,322.0
,89,37,1679.85,6.334,2,27.0,88.0,50.5283191,-84.8138979,219,23.0,82.5,6.334,21,2023-03-20 14:56:55,62.0,54.39999999999998,6.0,5.0,54.39999999999998,0.12,2023,3,20,14,3.28,322.0
,90,37,1686.32,6.441,2,28.0,90.5,50.5283827,-84.8139293,210,22.5,82.0,6.441,21,2023-03-20 14:56:56,63.0,54.60000000000002,6.0,5.0,54.60000000000002,0.0,2023,3,20,14,3.28,322.0
,92,37,1693.17,6.742,2,29.0,93.0,50.5284534,-84.8139614,208,22.0,81.5,6.742,21,2023-03-20 14:56:57,67.0,54.60000000000002,6.0,5.0,54.60000000000002,0.58,2023,3,20,14,3.28,322.0
,84,37,1700.05,6.834,2,30.0,95.5,50.5285245,-84.8139933,211,21.5,81.0,6.834,21,2023-03-20 14:56:58,69.0,54.799999999999955,6.0,5.0,54.799999999999955,0.63,2023,3,20,14,3.28,322.0
,83,38,1706.73,6.742,2,31.0,98.0,50.5285923,-84.8140204,220,21.0,80.5,6.742,21,2023-03-20 14:56:59,64.0,55.0,6.0,5.0,55.0,0.97,2023,3,20,14,3.28,322.0
,84,38,1713.47,6.758,2,31.0,97.0,50.5286601,-84.8140523,226,22.5,86.0,6.758,21,2023-03-20 14:57:00,60.0,55.0,6.0,6.0,55.0,1.17,2023,3,20,14,3.28,322.0
,85,38,1720.38,6.85,2,29.0,90.0,50.5287288,-84.8140889,229,23.0,88.5,6.85,21,2023-03-20 14:57:01,57.0,55.0,7.0,6.0,55.0,1.43,2023,3,20,14,3.28,322.0
,87,38,1727.52,7.064,2,27.5,84.0,50.5288021,-84.8141206,227,23.5,87.5,7.064,21,2023-03-20 14:57:02,56.0,55.0,7.0,6.0,55.0,1.56,2023,3,20,14,3.28,322.0
,88,38,1734.99,7.377,2,28.5,86.0,50.5288796,-84.8141528,194,24.0,86.0,7.377,21,2023-03-20 14:57:03,58.0,55.0,7.0,6.0,55.0,1.39,2023,3,20,14,3.28,322.0
,89,39,1742.47,7.438,2,29.5,88.0,50.5289572,-84.8141844,180,24.0,84.0,7.438,21,2023-03-20 14:57:04,63.0,55.200000000000045,7.0,6.0,55.200000000000045,1.19,2023,3,20,14,3.28,322.0
,89,39,1750.01,7.534,2,27.0,80.0,50.5290341,-84.8142164,171,20.0,76.5,7.534,21,2023-03-20 14:57:05,63.0,55.0,7.0,6.0,55.0,1.01,2023,3,20,14,3.28,322.0
,89,39,1757.7,7.519,2,25.5,79.5,50.5291114,-84.8142528,168,18.5,73.0,7.519,21,2023-03-20 14:57:06,63.0,55.0,7.0,6.0,55.0,0.07,2023,3,20,14,3.28,322.0
,89,39,1765.34,7.41,2,26.0,85.0,50.5291891,-84.8142894,157,19.0,71.5,7.41,21,2023-03-20 14:57:07,69.0,55.0,7.0,6.0,55.0,0.0,2023,3,20,14,3.28,322.0
,86,39,1772.93,7.409,2,30.5,90.0,50.5292663,-84.8143208,159,21.0,67.0,7.409,21,2023-03-20 14:57:08,69.0,55.0,7.0,6.0,55.0,0.0,2023,3,20,14,3.28,322.0
,84,39,1780.6,7.437,2,28.5,87.5,50.5293436,-84.8143577,172,19.0,68.0,7.437,21,2023-03-20 14:57:09,56.0,55.200000000000045,7.0,6.0,55.200000000000045,0.0,2023,3,20,14,3.28,322.0
,83,40,1788.22,7.423,2,27.5,87.5,50.5294208,-84.8143984,177,18.5,70.5,7.423,21,2023-03-20 14:57:10,62.0,55.39999999999998,7.0,6.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,84,40,1795.84,7.555,2,28.0,89.5,50.5294982,-84.8144348,179,19.0,74.5,7.555,21,2023-03-20 14:57:11,63.0,55.39999999999998,7.0,6.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,84,40,1803.64,7.773,2,28.0,90.5,50.5295758,-84.8144713,191,19.5,77.5,7.773,21,2023-03-20 14:57:12,59.0,55.60000000000002,7.0,6.0,55.60000000000002,0.0,2023,3,20,14,3.28,322.0
,86,40,1811.55,7.931,2,27.5,84.5,50.5296553,-84.8145124,186,19.5,78.0,7.931,21,2023-03-20 14:57:13,54.0,55.39999999999998,7.0,6.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,86,40,1819.61,7.969,2,26.5,83.5,50.5297373,-84.8145532,175,20.0,76.5,7.969,21,2023-03-20 14:57:14,60.0,55.39999999999998,7.0,6.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,87,40,1827.85,8.055,2,24.5,79.5,50.5298225,-84.8145899,163,18.0,71.0,8.055,21,2023-03-20 14:57:15,60.0,54.799999999999955,7.0,6.0,54.799999999999955,0.0,2023,3,20,14,3.28,322.0
,87,41,1836.01,8.068,2,23.5,77.5,50.5299065,-84.8146312,156,16.5,68.0,8.068,21,2023-03-20 14:57:16,59.0,55.0,7.0,6.0,55.0,0.0,2023,3,20,14,3.28,322.0
,88,41,1844.02,7.976,2,25.5,83.0,50.5299856,-84.8146717,159,18.5,72.5,7.976,21,2023-03-20 14:57:17,58.0,55.0,7.0,6.0,55.0,0.0,2023,3,20,14,3.28,322.0
,88,41,1852.1,8.062,2,27.5,88.5,50.5300654,-84.8147081,166,20.5,76.5,8.062,21,2023-03-20 14:57:18,58.0,55.0,7.0,6.0,55.0,0.0,2023,3,20,14,3.28,322.0
,90,41,1860.47,8.323,2,27.0,91.0,50.530152,-84.8147492,190,18.5,75.0,8.323,21,2023-03-20 14:57:19,58.0,55.39999999999998,7.0,6.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,89,41,1868.85,8.306,2,27.0,92.0,50.5302374,-84.8147943,194,18.0,76.0,8.306,21,2023-03-20 14:57:20,59.0,55.39999999999998,7.0,6.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,88,41,1877.22,8.321,2,27.5,93.0,50.5303218,-84.8148351,180,19.0,78.0,8.321,21,2023-03-20 14:57:21,62.0,55.39999999999998,7.0,6.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,88,42,1885.43,8.197,2,28.0,93.5,50.5304038,-84.8148765,174,20.0,79.5,8.197,21,2023-03-20 14:57:22,63.0,55.39999999999998,7.0,6.0,55.39999999999998,0.0,2023,3,20,14,3.28,322.0
,88,42,1893.47,8.033,2,28.5,94.0,50.5304836,-84.8149172,191,18.0,75.5,8.033,21,2023-03-20 14:57:23,60.0,55.60000000000002,7.0,6.0,55.60000000000002,0.0,2023,3,20,14,3.28,322.0
,88,42,1901.6,7.998,2,28.0,92.0,50.5305659,-84.8149586,206,19.5,76.5,7.998,21,2023-03-20 14:57:24,53.0,56.0,7.0,6.0,56.0,0.0,2023,3,20,14,3.28,322.0
,87,42,1909.65,7.818,2,28.0,91.0,50.5306476,-84.8149992,206,20.0,77.0,7.818,21,2023-03-20 14:57:25,60.0,56.200000000000045,7.0,6.0,56.200000000000045,0.0,2023,3,20,14,3.28,322.0
,87,43,1917.54,7.686,2,27.5,89.5,50.5307271,-84.8150356,206,20.5,77.0,7.686,21,2023-03-20 14:57:26,59.0,56.0,7.0,6.0,56.0,0.0,2023,3,20,14,3.28,322.0
,86,43,1925.25,7.611,2,27.0,87.5,50.5308046,-84.8150721,207,20.5,78.5,7.611,21,2023-03-20 14:57:27,56.0,56.60000000000002,7.0,6.0,56.60000000000002,0.0,2023,3,20,14,3.28,322.0
,84,43,1932.86,7.523,2,26.0,85.5,50.5308815,-84.8151083,193,20.5,80.5,7.523,21,2023-03-20 14:57:28,58.0,56.39999999999998,8.0,6.0,56.39999999999998,1.61,2023,3,20,14,3.28,322.0
,84,43,1940.39,7.497,2,25.0,83.0,50.530959,-84.8151447,184,20.5,81.0,7.497,21,2023-03-20 14:57:29,59.0,56.60000000000002,8.0,6.0,56.60000000000002,1.73,2023,3,20,14,3.28,322.0
,83,43,1947.96,7.7,2,24.5,82.5,50.5310369,-84.8151814,196,20.5,79.5,7.7,21,2023-03-20 14:57:30,61.0,56.39999999999998,8.0,6.0,56.39999999999998,1.85,2023,3,20,14,3.28,322.0
,83,44,1955.6,7.864,2,25.0,84.5,50.5311134,-84.8152174,212,21.0,76.0,7.864,21,2023-03-20 14:57:31,61.0,56.200000000000045,8.0,6.0,56.200000000000045,0.14,2023,3,20,14,3.28,322.0
,84,44,1963.36,7.763,2,27.0,89.5,50.5311909,-84.8152539,220,23.0,82.0,7.763,21,2023-03-20 14:57:32,59.0,56.200000000000045,8.0,6.0,56.200000000000045,0.0,2023,3,20,14,3.28,322.0
,84,44,1971.1,7.746,2,26.5,90.0,50.5312689,-84.8152906,220,20.0,77.0,7.746,21,2023-03-20 14:57:33,61.0,56.200000000000045,8.0,6.0,56.200000000000045,0.0,2023,3,20,14,3.28,322.0
,85,44,1978.93,7.909,2,27.0,89.5,50.5313488,-84.8153319,220,19.5,76.5,7.909,21,2023-03-20 14:57:34,62.0,56.200000000000045,8.0,6.0,56.200000000000045,0.0,2023,3,20,14,3.28,322.0
,85,44,1987.0,7.972,2,28.0,91.0,50.5314309,-84.8153774,216,20.0,78.0,7.972,21,2023-03-20 14:57:35,62.0,56.200000000000045,8.0,6.0,56.200000000000045,0.0,2023,3,20,14,3.28,322.0
,86,45,1995.14,8.045,2,30.5,94.5,50.5315127,-84.8154181,215,20.5,78.5,8.045,21,2023-03-20 14:57:36,61.0,56.39999999999998,8.0,6.0,56.39999999999998,0.0,2023,3,20,14,3.28,322.0
,86,45,2003.19,8.109,2,29.0,91.0,50.5315918,-84.8154591,214,20.5,79.0,8.109,21,2023-03-20 14:57:37,59.0,56.799999999999955,8.0,6.0,56.799999999999955,0.0,2023,3,20,14,3.28,322.0
,86,45,2011.04,7.842,2,28.0,87.5,50.5316705,-84.8154993,205,20.5,80.0,7.842,21,2023-03-20 14:57:38,60.0,57.0,8.0,6.0,57.0,0.0,2023,3,20,14,3.28,322.0
,85,45,2018.71,7.587,2,28.0,88.0,50.53175,-84.8155357,205,18.5,75.0,7.587,21,2023-03-20 14:57:39,62.0,57.39999999999998,8.0,6.0,57.39999999999998,0.0,2023,3,20,14,3.28,322.0
,84,45,2026.6,7.747,2,27.5,88.5,50.5318283,-84.8155725,205,18.0,71.5,7.747,21,2023-03-20 14:57:40,59.0,57.39999999999998,9.0,6.0,57.39999999999998,1.64,2023,3,20,14,3.28,322.0
,83,46,2034.5,7.789,2,27.0,87.0,50.531906,-84.8156091,205,19.5,74.5,7.789,21,2023-03-20 14:57:41,57.0,57.60000000000002,9.0,6.0,57.60000000000002,1.99,2023,3,20,14,3.28,322.0
,83,46,2042.17,7.742,2,26.0,87.0,50.5319856,-84.8156503,212,21.0,79.5,7.742,21,2023-03-20 14:57:42,58.0,57.200000000000045,9.0,6.0,57.200000000000045,2.17,2023,3,20,14,3.28,322.0
,84,46,2049.82,7.739,2,26.5,89.0,50.5320652,-84.815691,214,23.0,86.0,7.739,21,2023-03-20 14:57:43,62.0,57.39999999999998,9.0,6.0,57.39999999999998,1.9,2023,3,20,14,3.28,322.0
,84,46,2057.3,7.634,2,27.0,88.0,50.5321394,-84.815727,209,22.5,85.0,7.634,21,2023-03-20 14:57:44,61.0,57.200000000000045,10.0,6.0,57.200000000000045,1.53,2023,3,20,14,3.28,322.0
,83,46,2064.89,7.585,2,26.5,86.0,50.5322147,-84.8157635,200,21.0,81.0,7.585,21,2023-03-20 14:57:45,61.0,57.200000000000045,10.0,6.0,57.200000000000045,0.14,2023,3,20,14,3.28,322.0
,83,47,2072.54,7.534,2,26.0,83.5,50.532293,-84.8158003,191,19.5,76.5,7.534,21,2023-03-20 14:57:46,62.0,57.0,10.0,6.0,57.0,0.0,2023,3,20,14,3.28,322.0
,83,47,2080.02,7.49,2,23.5,81.0,50.5323679,-84.8158367,163,18.0,70.5,7.49,21,2023-03-20 14:57:47,63.0,57.0,10.0,6.0,57.0,-0.28,2023,3,20,14,3.28,322.0
,82,47,2087.5,7.44,2,23.0,78.5,50.5324431,-84.8158731,161,17.5,69.5,7.44,21,2023-03-20 14:57:48,65.0,57.0,10.0,6.0,57.0,-0.03,2023,3,20,14,3.28,322.0
,82,47,2094.87,7.399,2,23.0,77.0,50.532518,-84.8159095,159,17.0,69.0,7.399,21,2023-03-20 14:57:49,67.0,56.799999999999955,10.0,7.0,56.799999999999955,-0.57,2023,3,20,14,3.28,322.0
,81,47,2102.18,7.421,2,24.5,81.5,50.5325908,-84.8159459,155,18.5,70.5,7.421,21,2023-03-20 14:57:50,67.0,57.0,10.0,7.0,57.0,-0.06,2023,3,20,14,3.28,322.0
