distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
0.0,5.303,3,50.509419,-84.8162725,5.303,2023-05-14 14:27:58,,,,,,,,,,,,,,,,,2023,5,14,14,1.81,276.0
5.12,5.324,3,50.5093986,-84.8162047,5.324,2023-05-14 14:27:59,66.0,80.0,0.0,107.0,23.5,61.0,83.0,205.0,21.5,80.0,,,,,,,2023,5,14,14,1.81,276.0
10.24,5.344,3,50.5093783,-84.8161368,5.344,2023-05-14 14:28:00,,82.0,0.0,107.0,23.0,55.0,82.5,207.0,20.5,72.5,22.0,,,,,,2023,5,14,14,1.81,276.0
15.34,4.753,3,50.5093667,-84.8160645,4.753,2023-05-14 14:28:01,,85.0,0.0,108.0,23.0,52.0,81.5,212.0,19.5,66.0,22.0,,,,,,2023,5,14,14,1.81,276.0
21.43,5.733,3,50.5093438,-84.8159827,5.733,2023-05-14 14:28:02,,86.0,0.0,108.0,22.0,54.0,79.5,226.0,20.0,70.0,22.0,,,,,,2023,5,14,14,1.81,276.0
27.33,5.865,3,50.5093206,-84.8159083,5.865,2023-05-14 14:28:03,,87.0,0.0,108.0,21.5,55.0,77.0,231.0,21.0,74.0,22.0,,,,,,2023,5,14,14,1.81,276.0
33.94,6.404,3,50.5092922,-84.8158167,6.404,2023-05-14 14:28:04,,88.0,0.0,108.0,20.5,52.0,75.0,229.0,21.5,77.5,22.0,,,,,,2023,5,14,14,1.81,276.0
41.36,7.211,3,50.5092555,-84.8157263,7.211,2023-05-14 14:28:05,,89.0,1.0,108.0,19.5,51.0,72.5,216.0,22.0,81.5,22.0,,,,,,2023,5,14,14,1.81,276.0
48.41,7.154,3,50.5092155,-84.8156372,7.154,2023-05-14 14:28:06,,89.0,1.0,108.0,19.5,51.0,71.5,199.0,22.0,83.5,22.0,,,,,,2023,5,14,14,1.81,276.0
55.13,6.681,3,50.5091783,-84.8155527,6.681,2023-05-14 14:28:07,,90.0,1.0,108.0,22.0,55.0,81.0,195.0,19.5,70.0,22.0,,,,,,2023,5,14,14,1.81,276.0
63.01,7.287,3,50.5091376,-84.8154522,7.287,2023-05-14 14:28:08,,90.0,1.0,108.0,22.0,51.0,82.0,199.0,22.0,78.5,22.0,,,,,,2023,5,14,14,1.81,276.0
70.96,7.387,3,50.5091017,-84.8153535,7.387,2023-05-14 14:28:09,,90.0,1.0,109.0,24.0,55.0,85.0,215.0,23.5,83.0,22.0,,,,,,2023,5,14,14,1.81,276.0
78.16,6.76,3,50.509065,-84.8152542,6.76,2023-05-14 14:28:10,,89.0,2.0,111.0,27.5,57.0,91.0,218.0,25.0,86.0,22.0,,,,,,2023,5,14,14,1.81,276.0
84.89,6.659,3,50.5090301,-84.8151752,6.659,2023-05-14 14:28:11,,89.0,2.0,112.0,31.0,56.0,98.0,221.0,28.5,91.5,22.0,,,,,,2023,5,14,14,1.81,276.0
92.14,6.704,3,50.5089917,-84.8150812,6.704,2023-05-14 14:28:12,,86.0,2.0,113.0,29.0,52.0,92.0,241.0,26.5,93.5,22.0,,,,,,2023,5,14,14,1.81,276.0
99.39,6.373,3,50.508947,-84.8149911,6.373,2023-05-14 14:28:13,,85.0,2.0,115.0,26.5,53.0,91.0,251.0,25.5,91.0,22.0,,,,,,2023,5,14,14,1.81,276.0
106.53,6.254,3,50.5089109,-84.8149057,6.254,2023-05-14 14:28:14,,83.0,3.0,116.0,25.5,53.0,92.0,250.0,25.5,88.5,22.0,,,,,,2023,5,14,14,1.81,276.0
113.64,6.621,3,50.5088847,-84.8148074,6.621,2023-05-14 14:28:15,,80.0,3.0,117.0,25.0,53.0,94.0,251.0,25.0,86.0,22.0,,,,,,2023,5,14,14,1.81,276.0
120.39,6.331,3,50.5088662,-84.8147169,6.331,2023-05-14 14:28:16,,79.0,3.0,118.0,24.5,54.0,95.5,271.0,25.0,84.0,22.0,,,,,,2023,5,14,14,1.81,276.0
127.19,6.332,3,50.5088427,-84.8146237,6.332,2023-05-14 14:28:17,,78.0,3.0,120.0,25.0,55.0,94.0,284.0,24.0,85.5,22.0,,,,,,2023,5,14,14,1.81,276.0
134.41,6.135,3,50.5088164,-84.8145249,6.135,2023-05-14 14:28:18,,77.0,4.0,121.0,27.0,53.0,92.0,285.0,26.0,92.0,22.0,,,,,,2023,5,14,14,1.81,276.0
140.8,6.535,3,50.5087981,-84.8144336,6.535,2023-05-14 14:28:19,,75.0,4.0,122.0,26.0,52.0,88.5,225.0,25.5,92.0,22.0,,,,,,2023,5,14,14,1.81,276.0
147.05,6.312,2,50.5087783,-84.8143428,6.312,2023-05-14 14:28:20,,67.0,4.0,123.0,23.0,55.0,84.0,206.0,24.0,88.0,22.0,,,,,,2023,5,14,14,1.81,276.0
153.65,6.557,2,50.5087462,-84.8142616,6.557,2023-05-14 14:28:21,,59.0,4.0,123.0,21.0,61.0,80.0,188.0,22.5,84.5,22.0,,,,,,2023,5,14,14,1.81,276.0
159.96,6.372,2,50.5087097,-84.8141805,6.372,2023-05-14 14:28:22,,51.0,4.0,124.0,22.5,67.0,80.5,169.0,20.5,83.0,22.0,,,,,,2023,5,14,14,1.81,276.0
165.98,6.116,2,50.5086734,-84.8141087,6.116,2023-05-14 14:28:23,,43.0,4.0,124.0,23.5,73.0,81.0,128.0,18.0,81.5,22.0,,,,,,2023,5,14,14,1.81,276.0
171.48,5.663,2,50.5086366,-84.8140461,5.663,2023-05-14 14:28:24,,37.0,5.0,125.0,18.5,32.0,69.0,92.0,20.5,87.5,22.0,,,,,,2023,5,14,14,1.81,276.0
176.91,5.515,2,50.5085965,-84.8139926,5.515,2023-05-14 14:28:25,,38.0,5.0,125.0,13.0,54.0,57.5,83.0,23.5,93.5,22.0,,,,,,2023,5,14,14,1.81,276.0
181.96,5.342,2,50.5085573,-84.8139397,5.342,2023-05-14 14:28:26,,56.0,5.0,126.0,13.5,78.0,56.5,71.0,22.0,89.5,22.0,,,,,,2023,5,14,14,1.81,276.0
186.88,4.826,2,50.5085246,-84.813883,4.826,2023-05-14 14:28:27,,44.0,5.0,126.0,15.5,49.0,54.5,62.0,13.0,64.5,22.0,,,,,,2023,5,14,14,1.81,276.0
190.56,3.971,2,50.5085023,-84.8138385,3.971,2023-05-14 14:28:28,,28.0,5.0,126.0,16.5,46.0,58.0,54.0,13.0,62.0,22.0,,,,,,2023,5,14,14,1.81,276.0
193.6,3.267,2,50.5084846,-84.8138031,3.267,2023-05-14 14:28:29,,13.0,5.0,125.0,17.5,43.0,62.0,46.0,13.5,62.0,22.0,,,,,,2023,5,14,14,1.81,276.0
196.44,2.955,2,50.5084672,-84.813781,2.955,2023-05-14 14:28:30,,0.0,5.0,125.0,18.5,40.0,66.0,0.0,14.5,61.5,22.0,,,,,,2023,5,14,14,1.81,276.0
201.74,4.714,3,50.508415,-84.813804,4.714,2023-05-14 14:28:31,,0.0,5.0,124.0,19.5,37.0,70.0,0.0,15.5,61.5,22.0,-6.399999999999977,-6.399999999999977,,,,2023,5,14,14,1.81,276.0
204.91,3.57,3,50.5083874,-84.8137833,3.57,2023-05-14 14:28:32,,0.0,5.0,123.0,20.0,34.0,74.0,0.0,16.0,61.5,22.0,-6.399999999999977,-6.399999999999977,0.0,0.0,0.0,2023,5,14,14,1.81,276.0
209.17,4.065,3,50.5083557,-84.8137374,4.065,2023-05-14 14:28:33,,8.0,5.0,123.0,21.0,32.0,78.0,12.0,17.0,61.0,22.0,-6.399999999999977,-6.399999999999977,0.0,0.0,0.0,2023,5,14,14,1.81,276.0
213.34,4.13,3,50.5083278,-84.8136907,4.13,2023-05-14 14:28:34,,23.0,5.0,123.0,22.0,29.0,81.5,37.0,18.0,61.0,22.0,-6.600000000000023,-6.600000000000023,0.0,0.0,0.0,2023,5,14,14,1.81,276.0
218.05,4.567,3,50.5082958,-84.8136375,4.567,2023-05-14 14:28:35,,22.0,5.0,123.0,23.5,26.0,85.5,40.0,18.5,62.0,22.0,-6.800000000000011,-6.800000000000011,0.0,0.0,0.0,2023,5,14,14,1.81,276.0
222.8,4.716,3,50.5082594,-84.813592,4.716,2023-05-14 14:28:36,,20.0,5.0,123.0,25.5,23.0,88.0,42.0,19.5,68.0,22.0,-6.800000000000011,-6.800000000000011,0.0,0.0,0.0,2023,5,14,14,1.81,276.0
227.2,4.487,3,50.5082234,-84.8135473,4.487,2023-05-14 14:28:37,,18.0,5.0,122.0,27.5,20.0,90.5,45.0,21.0,73.5,22.0,-7.0,-7.0,0.0,0.0,0.0,2023,5,14,14,1.81,276.0
231.52,4.37,3,50.5081916,-84.8135092,4.37,2023-05-14 14:28:38,,20.0,5.0,122.0,29.5,78.0,93.0,48.0,22.0,79.5,22.0,-7.0,-7.0,0.0,0.0,0.0,2023,5,14,14,1.81,276.0
235.93,4.391,3,50.5081614,-84.8134543,4.391,2023-05-14 14:28:39,,26.0,5.0,121.0,27.5,99.0,88.0,46.0,23.0,83.0,22.0,-7.199999999999989,-7.199999999999989,0.0,1.0,-1.72,2023,5,14,14,1.81,276.0
240.12,4.256,3,50.508152,-84.8134004,4.256,2023-05-14 14:28:40,,32.0,5.0,121.0,20.0,96.0,71.5,44.0,25.0,83.5,22.0,-7.399999999999977,-7.399999999999977,0.0,1.0,-2.5,2023,5,14,14,1.81,276.0
244.97,4.688,3,50.5081854,-84.8133455,4.688,2023-05-14 14:28:41,,35.0,5.0,121.0,12.5,94.0,55.5,48.0,27.0,84.0,22.0,-7.399999999999977,-7.399999999999977,0.0,1.0,-2.57,2023,5,14,14,1.81,276.0
250.7,5.463,3,50.5082298,-84.8132878,5.463,2023-05-14 14:28:42,,54.0,5.0,122.0,23.0,92.0,85.5,88.0,27.0,84.0,22.0,-7.399999999999977,-7.399999999999977,0.0,1.0,-2.42,2023,5,14,14,1.81,276.0
257.14,6.202,3,50.5082611,-84.8132051,6.202,2023-05-14 14:28:43,,72.0,5.0,122.0,25.0,76.0,87.0,205.0,25.5,86.0,22.0,-7.399999999999977,-7.399999999999977,0.0,1.0,-2.12,2023,5,14,14,1.81,276.0
264.06,6.753,3,50.508288,-84.8131141,6.753,2023-05-14 14:28:44,,77.0,6.0,122.0,21.0,58.0,73.5,214.0,24.5,88.0,22.0,-7.399999999999977,-7.399999999999977,0.0,1.0,-0.54,2023,5,14,14,1.81,276.0
270.58,6.568,3,50.5083098,-84.813023,6.568,2023-05-14 14:28:45,,81.0,6.0,122.0,17.0,47.0,63.5,198.0,24.0,86.5,22.0,-7.399999999999977,-7.399999999999977,0.0,1.0,0.0,2023,5,14,14,1.81,276.0
277.12,6.55,3,50.508323,-84.812932,6.55,2023-05-14 14:28:46,,67.0,6.0,122.0,16.5,49.0,60.5,180.0,22.0,76.5,22.0,-7.600000000000023,-7.600000000000023,0.0,1.0,0.0,2023,5,14,14,1.81,276.0
283.25,6.224,3,50.5083325,-84.8128423,6.224,2023-05-14 14:28:47,,43.0,6.0,122.0,18.0,50.0,63.5,163.0,20.0,78.0,22.0,-7.800000000000011,-7.800000000000011,0.0,1.0,-0.51,2023,5,14,14,1.81,276.0
289.02,5.927,3,50.5083472,-84.8127599,5.927,2023-05-14 14:28:48,,19.0,6.0,122.0,19.5,50.0,66.5,146.0,18.0,80.5,22.0,-7.800000000000011,-7.800000000000011,0.0,1.0,-0.71,2023,5,14,14,1.81,276.0
295.3,6.492,3,50.5083731,-84.8126789,6.492,2023-05-14 14:28:49,,0.0,6.0,123.0,21.0,49.0,70.0,0.0,15.5,83.0,22.0,-7.600000000000023,-7.600000000000023,0.0,2.0,-0.73,2023,5,14,14,1.81,276.0
302.34,6.815,3,50.5084257,-84.8126046,6.815,2023-05-14 14:28:50,,0.0,6.0,123.0,22.0,49.0,73.0,0.0,13.5,85.0,22.0,-7.600000000000023,-7.600000000000023,0.0,2.0,-0.2,2023,5,14,14,1.81,276.0
308.56,6.381,3,50.5084559,-84.8125243,6.381,2023-05-14 14:28:51,,0.0,6.0,124.0,23.5,49.0,76.5,0.0,11.5,87.5,22.0,-7.199999999999989,-7.199999999999989,0.0,2.0,0.0,2023,5,14,14,1.81,276.0
313.99,5.479,3,50.5084746,-84.8124514,5.479,2023-05-14 14:28:52,,0.0,6.0,124.0,25.0,49.0,79.5,0.0,9.5,90.0,22.0,-7.199999999999989,-7.199999999999989,0.0,2.0,0.0,2023,5,14,14,1.81,276.0
319.6,5.628,3,50.5084973,-84.8123789,5.628,2023-05-14 14:28:53,,0.0,6.0,123.0,26.5,48.0,83.0,0.0,7.0,92.0,22.0,-7.199999999999989,-7.199999999999989,0.0,2.0,0.26,2023,5,14,14,1.81,276.0
324.86,5.019,3,50.508522,-84.8123075,5.019,2023-05-14 14:28:54,,0.0,6.0,123.0,28.0,48.0,86.0,0.0,5.0,94.5,22.0,-7.199999999999989,-7.199999999999989,0.0,2.0,0.6,2023,5,14,14,1.81,276.0
330.28,5.675,3,50.5085637,-84.8122521,5.675,2023-05-14 14:28:55,,18.0,6.0,122.0,29.5,48.0,89.0,21.0,3.0,97.0,22.0,-7.399999999999977,-7.399999999999977,1.0,2.0,0.87,2023,5,14,14,1.81,276.0
336.77,6.659,3,50.5086134,-84.8121875,6.659,2023-05-14 14:28:56,,58.0,6.0,121.0,31.0,47.0,92.5,70.0,0.5,99.0,22.0,-7.600000000000023,-7.600000000000023,1.0,2.0,0.25,2023,5,14,14,1.81,276.0
343.38,6.888,3,50.5086588,-84.8121147,6.888,2023-05-14 14:28:57,,85.0,6.0,120.0,25.0,47.0,85.5,239.0,13.0,95.0,22.0,-7.600000000000023,-7.600000000000023,1.0,2.0,0.0,2023,5,14,14,1.81,276.0
350.38,7.322,3,50.5087059,-84.8120413,7.322,2023-05-14 14:28:58,,89.0,7.0,120.0,19.5,50.0,77.0,247.0,24.0,89.5,22.0,-7.600000000000023,-7.600000000000023,1.0,2.0,-0.11,2023,5,14,14,1.81,276.0
358.26,7.933,3,50.5087686,-84.8119581,7.933,2023-05-14 14:28:59,,93.0,7.0,120.0,19.0,51.0,73.0,217.0,24.5,86.0,22.0,-7.800000000000011,-7.800000000000011,1.0,2.0,-0.54,2023,5,14,14,1.81,276.0
366.07,7.959,3,50.5088196,-84.8118669,7.959,2023-05-14 14:29:00,,90.0,7.0,120.0,18.5,47.0,68.5,193.0,25.5,82.5,22.0,-7.800000000000011,-7.800000000000011,1.0,2.0,-0.98,2023,5,14,14,1.81,276.0
374.43,8.331,3,50.5088782,-84.8117761,8.331,2023-05-14 14:29:01,,73.0,7.0,119.0,14.5,44.0,68.5,170.0,19.5,69.5,22.0,-7.800000000000011,-7.800000000000011,1.0,2.0,-1.17,2023,5,14,14,1.81,276.0
382.62,8.119,3,50.5089334,-84.8116848,8.119,2023-05-14 14:29:02,,53.0,7.0,119.0,22.0,46.0,80.5,121.0,17.0,64.5,22.0,-8.0,-8.0,1.0,2.0,-1.18,2023,5,14,14,1.81,276.0
390.79,8.293,3,50.5089916,-84.811594,8.293,2023-05-14 14:29:03,,37.0,7.0,118.0,30.5,46.0,91.5,88.0,16.0,67.0,22.0,-8.0,-8.0,1.0,2.0,-1.15,2023,5,14,14,1.81,276.0
398.88,8.123,3,50.5090411,-84.8115042,8.123,2023-05-14 14:29:04,,21.0,7.0,119.0,31.5,44.0,92.5,55.0,13.0,72.5,22.0,-8.199999999999989,-8.199999999999989,1.0,2.0,-1.14,2023,5,14,14,1.81,276.0
404.8,6.126,3,50.5090822,-84.8114328,6.126,2023-05-14 14:29:05,,5.0,7.0,119.0,33.0,42.0,93.5,0.0,10.5,78.5,22.0,-8.600000000000023,-8.600000000000023,1.0,2.0,-1.19,2023,5,14,14,1.81,276.0
410.83,6.43,3,50.5091282,-84.8113691,6.43,2023-05-14 14:29:06,,0.0,7.0,120.0,34.0,40.0,94.5,0.0,7.5,84.0,22.0,-8.800000000000011,-8.800000000000011,1.0,3.0,-1.35,2023,5,14,14,1.81,276.0
417.28,6.752,3,50.5091792,-84.8113066,6.752,2023-05-14 14:29:07,,2.0,7.0,120.0,35.5,39.0,95.5,0.0,5.0,90.0,22.0,-9.0,-9.0,1.0,3.0,-1.52,2023,5,14,14,1.81,276.0
424.37,7.505,3,50.5092424,-84.8112504,7.505,2023-05-14 14:29:08,,10.0,7.0,120.0,36.5,37.0,96.5,10.0,2.0,95.5,22.0,-9.199999999999989,-9.199999999999989,1.0,3.0,-1.71,2023,5,14,14,1.81,276.0
431.88,7.731,3,50.5093019,-84.8111772,7.731,2023-05-14 14:29:09,,19.0,7.0,121.0,36.5,44.0,97.5,18.0,0.0,100.0,22.0,-9.199999999999989,-9.199999999999989,1.0,3.0,-1.92,2023,5,14,14,1.81,276.0
439.64,7.899,3,50.5093612,-84.8111033,7.899,2023-05-14 14:29:10,,53.0,7.0,121.0,31.0,55.0,96.5,50.0,0.0,100.0,22.0,-9.600000000000023,-9.600000000000023,1.0,3.0,-2.06,2023,5,14,14,1.81,276.0
447.11,7.477,3,50.5094187,-84.8110219,7.477,2023-05-14 14:29:11,,78.0,8.0,121.0,25.5,44.0,90.0,270.0,15.0,94.5,22.0,-9.800000000000011,-9.800000000000011,1.0,4.0,-2.26,2023,5,14,14,1.81,276.0
454.11,6.795,3,50.5094645,-84.8109403,6.795,2023-05-14 14:29:12,,78.0,8.0,121.0,23.5,46.0,87.0,347.0,24.0,91.5,22.0,-10.0,-10.0,1.0,4.0,-2.4,2023,5,14,14,1.81,276.0
460.98,7.214,3,50.5095112,-84.8108677,7.214,2023-05-14 14:29:13,,79.0,8.0,121.0,25.0,51.0,87.5,335.0,24.5,93.5,22.0,-10.199999999999989,-10.199999999999989,1.0,4.0,-2.43,2023,5,14,14,1.81,276.0
468.12,7.075,3,50.5095688,-84.810796,7.075,2023-05-14 14:29:14,,79.0,9.0,120.0,27.0,52.0,88.0,296.0,25.5,95.0,22.0,-10.600000000000023,-10.600000000000023,1.0,4.0,-2.54,2023,5,14,14,1.81,276.0
475.47,7.169,3,50.5096198,-84.810719,7.169,2023-05-14 14:29:15,,78.0,9.0,120.0,26.5,54.0,87.0,272.0,25.5,94.5,22.0,-10.800000000000011,-10.800000000000011,1.0,4.0,-2.74,2023,5,14,14,1.81,276.0
483.64,7.677,3,50.5096697,-84.8106209,7.677,2023-05-14 14:29:16,,77.0,9.0,120.0,26.0,51.0,86.0,232.0,26.0,94.0,22.0,-10.800000000000011,-10.800000000000011,1.0,5.0,-2.89,2023,5,14,14,1.81,276.0
490.98,6.369,3,50.5097198,-84.8105399,6.369,2023-05-14 14:29:17,,76.0,9.0,120.0,25.0,51.0,84.5,223.0,26.0,93.5,22.0,-11.0,-11.0,1.0,5.0,-2.95,2023,5,14,14,1.81,276.0
497.83,6.987,3,50.5097698,-84.8104672,6.987,2023-05-14 14:29:18,,75.0,10.0,120.0,25.0,53.0,84.0,218.0,26.0,92.5,21.0,-11.399999999999977,-11.399999999999977,1.0,5.0,-2.97,2023,5,14,14,1.81,276.0
504.56,6.691,3,50.5098189,-84.8103935,6.691,2023-05-14 14:29:19,,82.0,10.0,120.0,26.0,55.0,87.5,211.0,26.5,88.5,21.0,-11.800000000000011,-11.800000000000011,1.0,5.0,-2.89,2023,5,14,14,1.81,276.0
510.99,6.108,3,50.5098594,-84.8103134,6.108,2023-05-14 14:29:20,,90.0,10.0,119.0,26.0,53.0,84.0,211.0,24.0,86.0,21.0,-11.800000000000011,-11.800000000000011,1.0,6.0,-2.76,2023,5,14,14,1.81,276.0
517.75,6.711,3,50.5099019,-84.8102392,6.711,2023-05-14 14:29:21,,91.0,10.0,119.0,25.0,52.0,81.0,217.0,22.0,82.5,21.0,-11.800000000000011,-11.800000000000011,1.0,6.0,-2.71,2023,5,14,14,1.81,276.0
525.24,7.048,3,50.5099552,-84.8101565,7.048,2023-05-14 14:29:22,,91.0,10.0,119.0,24.0,55.0,80.5,222.0,21.0,80.5,21.0,-11.399999999999977,-11.399999999999977,1.0,6.0,-2.45,2023,5,14,14,1.81,276.0
532.8,7.111,3,50.5099974,-84.8100639,7.111,2023-05-14 14:29:23,,86.0,11.0,120.0,24.5,56.0,82.5,227.0,21.0,81.0,21.0,-11.199999999999989,-11.199999999999989,1.0,6.0,-0.66,2023,5,14,14,1.81,276.0
540.34,7.0,3,50.5100424,-84.809974,7.0,2023-05-14 14:29:24,,84.0,11.0,120.0,24.5,53.0,84.0,241.0,21.0,83.0,21.0,-11.0,-11.0,1.0,6.0,-0.65,2023,5,14,14,1.81,276.0
547.87,6.897,3,50.5100869,-84.8098831,6.897,2023-05-14 14:29:25,,85.0,11.0,120.0,25.0,51.0,86.0,259.0,21.0,85.0,21.0,-11.0,-11.0,1.0,6.0,-0.33,2023,5,14,14,1.81,276.0
554.7,6.913,3,50.5101238,-84.8097936,6.913,2023-05-14 14:29:26,,87.0,12.0,120.0,25.0,49.0,85.5,324.0,21.5,85.5,21.0,-11.199999999999989,-11.199999999999989,1.0,6.0,0.41,2023,5,14,14,1.81,276.0
561.88,6.952,3,50.5101704,-84.8097097,6.952,2023-05-14 14:29:27,,87.0,12.0,120.0,25.0,46.0,84.5,334.0,21.5,86.0,21.0,-11.199999999999989,-11.199999999999989,1.0,6.0,0.92,2023,5,14,14,1.81,276.0
570.17,7.532,3,50.5102222,-84.8096192,7.532,2023-05-14 14:29:28,,88.0,12.0,120.0,25.0,51.0,84.5,322.0,22.0,86.0,21.0,-11.0,-11.0,1.0,6.0,1.18,2023,5,14,14,1.81,276.0
578.19,7.502,3,50.5102856,-84.8095376,7.502,2023-05-14 14:29:29,,89.0,13.0,121.0,24.5,59.0,88.5,318.0,22.0,86.0,21.0,-11.0,-11.0,1.0,6.0,1.25,2023,5,14,14,1.81,276.0
586.54,7.41,3,50.5103487,-84.8094559,7.41,2023-05-14 14:29:30,,59.0,13.0,123.0,25.0,48.0,83.5,305.0,19.5,80.0,21.0,-11.0,-11.0,1.0,6.0,1.08,2023,5,14,14,1.81,276.0
594.3,7.432,3,50.5104073,-84.8093732,7.432,2023-05-14 14:29:31,,55.0,13.0,125.0,33.0,67.0,92.0,185.0,21.5,80.5,21.0,-10.800000000000011,-10.800000000000011,1.0,6.0,0.28,2023,5,14,14,1.81,276.0
602.8,8.038,3,50.5104666,-84.8092729,8.038,2023-05-14 14:29:32,,89.0,13.0,126.0,33.5,59.0,94.0,187.0,21.5,76.0,21.0,-11.0,-11.0,1.0,6.0,0.0,2023,5,14,14,1.81,276.0
611.3,8.416,3,50.5105216,-84.8091811,8.416,2023-05-14 14:29:33,,90.0,13.0,127.0,25.5,49.0,84.0,238.0,18.0,66.0,21.0,-11.199999999999989,-11.199999999999989,1.0,6.0,0.0,2023,5,14,14,1.81,276.0
619.9,8.555,3,50.5105808,-84.8090811,8.555,2023-05-14 14:29:34,,91.0,14.0,128.0,22.5,50.0,79.0,269.0,18.0,66.0,21.0,-11.199999999999989,-11.199999999999989,1.0,6.0,0.0,2023,5,14,14,1.81,276.0
627.82,8.117,3,50.5106349,-84.8089909,8.117,2023-05-14 14:29:35,,91.0,14.0,128.0,25.5,52.0,85.5,267.0,21.0,80.5,21.0,-11.399999999999977,-11.399999999999977,1.0,6.0,0.0,2023,5,14,14,1.81,276.0
635.98,8.15,3,50.5106892,-84.8088996,8.15,2023-05-14 14:29:36,,91.0,14.0,129.0,25.5,54.0,85.5,263.0,21.5,84.0,21.0,-11.199999999999989,-11.199999999999989,1.0,6.0,0.0,2023,5,14,14,1.81,276.0
643.91,7.988,3,50.5107396,-84.8088088,7.988,2023-05-14 14:29:37,,91.0,14.0,130.0,24.5,51.0,83.5,263.0,21.5,83.5,21.0,-11.399999999999977,-11.399999999999977,1.0,6.0,0.0,2023,5,14,14,1.81,276.0
651.97,8.046,3,50.5107939,-84.8087176,8.046,2023-05-14 14:29:38,,90.0,15.0,130.0,23.5,50.0,81.5,247.0,22.0,83.0,21.0,-11.399999999999977,-11.399999999999977,1.0,6.0,0.0,2023,5,14,14,1.81,276.0
659.91,7.956,3,50.5108449,-84.8086255,7.956,2023-05-14 14:29:39,,89.0,15.0,131.0,22.5,51.0,79.5,236.0,22.0,82.5,21.0,-11.399999999999977,-11.399999999999977,1.0,6.0,0.0,2023,5,14,14,1.81,276.0
668.53,8.478,3,50.5109025,-84.8085276,8.478,2023-05-14 14:29:40,,87.0,15.0,132.0,22.5,51.0,77.0,220.0,22.0,79.0,21.0,-11.800000000000011,-11.800000000000011,1.0,6.0,0.0,2023,5,14,14,1.81,276.0
675.49,7.5,3,50.5109476,-84.8084469,7.5,2023-05-14 14:29:41,,85.0,15.0,134.0,23.0,52.0,80.0,229.0,22.0,80.0,21.0,-11.800000000000011,-11.800000000000011,1.0,7.0,-0.61,2023,5,14,14,1.81,276.0
684.3,8.29,3,50.5110078,-84.8083453,8.29,2023-05-14 14:29:42,,84.0,16.0,134.0,23.0,52.0,84.5,244.0,21.5,83.0,21.0,-11.600000000000023,-11.600000000000023,1.0,7.0,-0.8,2023,5,14,14,1.81,276.0
692.23,8.017,3,50.5110598,-84.808262,8.017,2023-05-14 14:29:43,,84.0,16.0,135.0,23.5,53.0,88.0,256.0,21.5,85.5,21.0,-11.600000000000023,-11.600000000000023,1.0,7.0,-0.74,2023,5,14,14,1.81,276.0
701.47,8.959,3,50.5111318,-84.8081636,8.959,2023-05-14 14:29:44,,85.0,16.0,136.0,24.0,51.0,88.0,259.0,21.5,85.5,21.0,-11.600000000000023,-11.600000000000023,1.0,7.0,-0.21,2023,5,14,14,1.81,276.0
710.19,8.765,3,50.5111956,-84.8080807,8.765,2023-05-14 14:29:45,,85.0,16.0,136.0,23.5,44.0,86.0,253.0,22.5,86.0,21.0,-11.600000000000023,-11.600000000000023,1.0,7.0,0.0,2023,5,14,14,1.81,276.0
718.6,8.556,3,50.5112581,-84.8079901,8.556,2023-05-14 14:29:46,,85.0,17.0,136.0,23.0,51.0,84.0,217.0,23.0,86.5,21.0,-11.800000000000011,-11.800000000000011,1.0,7.0,0.0,2023,5,14,14,1.81,276.0
726.45,7.971,3,50.5113136,-84.8078993,7.971,2023-05-14 14:29:47,,85.0,17.0,136.0,22.5,54.0,83.5,209.0,24.0,87.0,21.0,-11.800000000000011,-11.800000000000011,1.0,7.0,0.0,2023,5,14,14,1.81,276.0
734.73,8.202,3,50.5113732,-84.8078165,8.202,2023-05-14 14:29:48,,85.0,17.0,137.0,23.0,55.0,84.0,210.0,24.5,88.0,21.0,-11.600000000000023,-11.600000000000023,1.0,7.0,0.0,2023,5,14,14,1.81,276.0
743.27,8.485,3,50.5114358,-84.8077257,8.485,2023-05-14 14:29:49,,85.0,17.0,137.0,23.0,57.0,84.5,228.0,25.0,89.5,21.0,-11.600000000000023,-11.600000000000023,1.0,7.0,0.0,2023,5,14,14,1.81,276.0
751.93,8.688,3,50.5114947,-84.8076268,8.688,2023-05-14 14:29:50,,87.0,17.0,138.0,23.5,56.0,85.0,231.0,25.5,90.5,21.0,-11.399999999999977,-11.399999999999977,1.0,7.0,0.0,2023,5,14,14,1.81,276.0
760.6,8.629,3,50.511555,-84.8075336,8.629,2023-05-14 14:29:51,,88.0,18.0,138.0,22.5,52.0,82.5,219.0,24.0,86.0,21.0,-11.199999999999989,-11.199999999999989,1.0,7.0,0.0,2023,5,14,14,1.81,276.0
770.06,9.19,3,50.5116236,-84.807425,9.19,2023-05-14 14:29:52,,90.0,18.0,138.0,21.5,50.0,80.0,214.0,21.5,79.5,21.0,-11.199999999999989,-11.199999999999989,1.0,7.0,0.0,2023,5,14,14,1.81,276.0
