distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
3733.52,9.343,3,50.5255706,-84.7740714,9.343,2023-05-14 14:36:31,,97.0,101.0,156.0,27.5,57.0,92.5,378.0,28.0,99.0,17.0,-8.800000000000011,-8.800000000000011,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3743.12,9.168,3,50.5256697,-84.7740316,9.168,2023-05-14 14:36:32,,96.0,101.0,155.0,27.5,56.0,97.0,394.0,29.0,100.0,17.0,-8.800000000000011,-8.800000000000011,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3752.54,9.276,3,50.5257546,-84.7739607,9.276,2023-05-14 14:36:33,,96.0,102.0,154.0,24.5,53.0,90.0,390.0,30.0,99.0,17.0,-8.800000000000011,-8.800000000000011,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3762.31,9.321,3,50.5258436,-84.7738949,9.321,2023-05-14 14:36:34,,95.0,102.0,154.0,25.5,50.0,89.0,379.0,26.5,93.5,17.0,-9.0,-9.0,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3772.35,9.611,3,50.5259404,-84.7738254,9.611,2023-05-14 14:36:35,,95.0,102.0,154.0,24.5,51.0,88.0,373.0,27.5,93.0,17.0,-9.0,-9.0,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3782.12,9.464,2,50.5260432,-84.7737851,9.464,2023-05-14 14:36:36,,95.0,103.0,155.0,22.5,52.0,87.5,375.0,28.0,94.5,17.0,-9.0,-9.0,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3792.08,8.732,2,50.5261336,-84.7737058,8.732,2023-05-14 14:36:37,,95.0,103.0,156.0,20.0,51.0,87.0,353.0,27.5,95.5,17.0,-8.800000000000011,-8.800000000000011,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3801.49,8.995,2,50.5262211,-84.773649,8.995,2023-05-14 14:36:38,,96.0,103.0,157.0,20.5,49.0,84.0,336.0,28.0,96.0,17.0,-8.600000000000023,-8.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3811.26,9.454,2,50.5263138,-84.7735786,9.454,2023-05-14 14:36:39,,97.0,104.0,159.0,21.0,51.0,81.5,325.0,28.5,96.5,17.0,-8.600000000000023,-8.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3821.3,9.694,2,50.5264179,-84.7735325,9.694,2023-05-14 14:36:40,,97.0,104.0,159.0,21.5,47.0,79.0,303.0,29.0,97.0,17.0,-8.399999999999977,-8.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3831.67,9.639,2,50.5265214,-84.7734789,9.639,2023-05-14 14:36:41,,98.0,104.0,160.0,21.0,48.0,76.0,282.0,29.0,96.5,17.0,-8.399999999999977,-8.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3841.33,9.25,2,50.5266179,-84.7734332,9.25,2023-05-14 14:36:42,,99.0,105.0,161.0,18.5,50.0,73.0,264.0,29.5,96.0,17.0,-8.399999999999977,-8.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3850.99,9.322,2,50.5267173,-84.7733867,9.322,2023-05-14 14:36:43,,99.0,105.0,161.0,16.5,53.0,70.0,255.0,30.0,95.5,17.0,-8.399999999999977,-8.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3860.12,8.992,3,50.5268079,-84.773333,8.992,2023-05-14 14:36:44,,81.0,105.0,161.0,14.5,65.0,61.0,213.0,23.0,77.0,17.0,-8.399999999999977,-8.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3868.64,8.394,3,50.5268935,-84.7732884,8.394,2023-05-14 14:36:45,,54.0,105.0,161.0,,,,160.0,,,17.0,-8.399999999999977,-8.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3876.12,7.565,3,50.5269693,-84.7732531,7.565,2023-05-14 14:36:46,,27.0,105.0,161.0,,,,108.0,,,17.0,-8.399999999999977,-8.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3882.84,6.831,3,50.5270373,-84.7732247,6.831,2023-05-14 14:36:47,,0.0,105.0,161.0,,,,0.0,,,17.0,-8.199999999999989,-8.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3888.78,6.071,3,50.5270955,-84.7731892,6.071,2023-05-14 14:36:48,,0.0,105.0,161.0,,,,0.0,,,17.0,-8.0,-8.0,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3893.94,5.297,3,50.5271444,-84.7731618,5.297,2023-05-14 14:36:49,,0.0,105.0,161.0,,,,0.0,,,17.0,-8.0,-8.0,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3897.61,4.019,3,50.5271799,-84.7731346,4.019,2023-05-14 14:36:50,,0.0,105.0,162.0,,,,0.0,,,17.0,-7.800000000000011,-7.800000000000011,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3900.8,2.824,3,50.5272059,-84.7731064,2.824,2023-05-14 14:36:51,,0.0,105.0,163.0,,,,0.0,,,17.0,-7.600000000000023,-7.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3903.27,1.436,3,50.5272183,-84.7730717,1.436,2023-05-14 14:36:52,,0.0,105.0,162.0,,,,0.0,,,17.0,-7.199999999999989,-7.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3904.68,1.306,3,50.5272192,-84.7730516,1.306,2023-05-14 14:36:53,,0.0,105.0,161.0,,,,0.0,,,17.0,-7.0,-7.0,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3907.08,1.361,3,50.5272279,-84.7730161,1.361,2023-05-14 14:36:54,,0.0,105.0,161.0,,,,0.0,,,17.0,-6.800000000000011,-6.800000000000011,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3908.89,1.885,3,50.5272324,-84.7729914,1.885,2023-05-14 14:36:55,,0.0,105.0,160.0,,,,0.0,,,17.0,-6.600000000000023,-6.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3908.89,1.825,5,50.5271333,-84.7729415,1.825,2023-05-14 14:37:05,,23.0,105.0,159.0,20.0,67.0,96.5,63.0,2.5,11.5,17.0,-4.800000000000011,-4.800000000000011,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3908.89,0.0,5,50.5271062,-84.7728979,0.0,2023-05-14 14:37:06,,32.0,105.0,159.0,20.5,55.0,95.0,97.0,5.0,23.5,17.0,-4.800000000000011,-4.800000000000011,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3908.89,0.0,5,50.5271236,-84.7728688,0.0,2023-05-14 14:37:07,,40.0,105.0,159.0,21.0,48.0,93.5,158.0,7.5,35.0,17.0,-4.600000000000023,-4.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3908.89,0.0,5,50.5271319,-84.7728276,0.0,2023-05-14 14:37:08,,46.0,106.0,159.0,21.0,53.0,92.0,220.0,10.0,47.0,17.0,-4.600000000000023,-4.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3908.89,0.0,5,50.5271319,-84.7728276,0.0,2023-05-14 14:37:09,,49.0,106.0,159.0,21.5,52.0,90.5,221.0,13.0,58.5,17.0,-4.600000000000023,-4.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3908.89,0.0,5,50.5271319,-84.7728276,0.0,2023-05-14 14:37:10,,35.0,106.0,159.0,22.0,48.0,89.0,190.0,15.5,70.5,17.0,-4.600000000000023,-4.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3908.96,2.136,3,50.5275923,-84.7726273,2.136,2023-05-14 14:38:02,,0.0,106.0,135.0,,,,0.0,,,17.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3909.64,1.019,3,50.5276011,-84.7726265,1.019,2023-05-14 14:38:03,,0.0,106.0,136.0,,,,0.0,,,17.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3910.0,0.29,3,50.5276074,-84.7726147,0.29,2023-05-14 14:38:04,,0.0,106.0,136.0,,,,0.0,,,17.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3913.28,2.719,3,50.5276279,-84.7725818,2.719,2023-05-14 14:38:05,,0.0,106.0,136.0,,,,0.0,,,17.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3913.28,0.665,3,50.5276279,-84.7725818,0.665,2023-05-14 14:38:06,,0.0,106.0,136.0,,,,0.0,,,17.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3913.28,0.004,3,50.5276279,-84.7725818,0.004,2023-05-14 14:38:07,,0.0,106.0,136.0,,,,0.0,,,17.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3913.28,0.043,3,50.5276279,-84.7725818,0.043,2023-05-14 14:38:08,,0.0,106.0,135.0,,,,0.0,,,17.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3913.28,0.011,4,50.5276279,-84.7725818,0.011,2023-05-14 14:38:09,,0.0,106.0,135.0,,,,0.0,,,17.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3913.28,0.0,4,50.5276279,-84.7725818,0.0,2023-05-14 14:38:10,,0.0,106.0,135.0,,,,0.0,,,17.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3914.36,1.343,3,50.5275576,-84.7727225,1.343,2023-05-14 14:38:36,,0.0,106.0,127.0,,,,0.0,,,16.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3925.41,1.919,3,50.527443,-84.7727655,1.919,2023-05-14 14:38:37,,0.0,106.0,127.0,,,,0.0,,,16.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3928.7,1.928,3,50.5274113,-84.7727857,1.928,2023-05-14 14:38:38,,0.0,106.0,127.0,,,,0.0,,,16.0,-4.199999999999989,-4.199999999999989,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3932.34,1.763,3,50.527384,-84.7728221,1.763,2023-05-14 14:38:39,,0.0,106.0,127.0,,,,0.0,,,16.0,-4.399999999999977,-4.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3935.85,1.767,3,50.5273541,-84.7728567,1.767,2023-05-14 14:38:40,,0.0,106.0,126.0,,,,0.0,,,16.0,-4.399999999999977,-4.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3940.96,1.52,3,50.5273018,-84.7728748,1.52,2023-05-14 14:38:41,,0.0,106.0,126.0,,,,0.0,,,16.0,-4.399999999999977,-4.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3944.03,1.566,3,50.5272708,-84.7728922,1.566,2023-05-14 14:38:42,,0.0,106.0,125.0,,,,0.0,,,16.0,-4.399999999999977,-4.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3946.28,1.352,3,50.5272486,-84.7729036,1.352,2023-05-14 14:38:43,,0.0,106.0,125.0,,,,0.0,,,16.0,-4.399999999999977,-4.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3949.42,1.88,3,50.5272285,-84.7729403,1.88,2023-05-14 14:38:44,,0.0,106.0,125.0,,,,0.0,,,16.0,-4.399999999999977,-4.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3953.62,2.15,3,50.5271912,-84.772975,2.15,2023-05-14 14:38:45,,0.0,106.0,125.0,,,,0.0,,,16.0,-4.399999999999977,-4.399999999999977,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3957.96,1.929,3,50.5271475,-84.7729941,1.929,2023-05-14 14:38:46,,0.0,106.0,125.0,,,,0.0,,,16.0,-4.600000000000023,-4.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3961.16,2.393,3,50.5271192,-84.7730223,2.393,2023-05-14 14:38:47,,0.0,106.0,126.0,,,,0.0,,,16.0,-4.600000000000023,-4.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3965.4,4.041,3,50.5270833,-84.7730569,4.041,2023-05-14 14:38:48,,0.0,106.0,126.0,,,,0.0,,,16.0,-4.600000000000023,-4.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3968.39,3.264,3,50.5270525,-84.7730765,3.264,2023-05-14 14:38:49,,0.0,106.0,126.0,,,,0.0,,,16.0,-4.600000000000023,-4.600000000000023,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3971.8,3.379,3,50.5270279,-84.7731113,3.379,2023-05-14 14:38:50,,0.0,106.0,126.0,,,,0.0,,,16.0,-4.800000000000011,-4.800000000000011,5.0,9.0,0.0,2023,5,14,14,1.81,276.0
3976.25,4.201,3,50.5269828,-84.7731314,4.201,2023-05-14 14:38:51,,0.0,106.0,126.0,,,,0.0,,,16.0,-4.800000000000011,-4.800000000000011,5.0,9.0,-0.79,2023,5,14,14,1.81,276.0
3981.49,5.009,3,50.5269372,-84.7731748,5.009,2023-05-14 14:38:52,,14.0,106.0,127.0,,,,8.0,,,16.0,-5.0,-5.0,6.0,9.0,-1.61,2023,5,14,14,1.81,276.0
3986.21,4.71,3,50.5268871,-84.7731944,4.71,2023-05-14 14:38:53,,31.0,106.0,127.0,29.0,,99.0,27.0,13.5,69.0,16.0,-5.199999999999989,-5.199999999999989,6.0,9.0,-1.64,2023,5,14,14,1.81,276.0
3990.19,4.173,3,50.526851,-84.7732223,4.173,2023-05-14 14:38:54,,39.0,106.0,127.0,28.0,72.0,96.5,47.0,15.5,73.0,16.0,-5.199999999999989,-5.199999999999989,6.0,9.0,-1.8,2023,5,14,14,1.81,276.0
3994.31,4.141,3,50.5268146,-84.7732578,4.141,2023-05-14 14:38:55,,48.0,106.0,127.0,27.0,59.0,93.5,150.0,18.0,76.5,16.0,-5.399999999999977,-5.399999999999977,6.0,9.0,-2.0,2023,5,14,14,1.81,276.0
3998.35,4.058,3,50.5267771,-84.7732853,4.058,2023-05-14 14:38:56,,58.0,106.0,127.0,26.5,52.0,91.0,178.0,20.0,80.5,16.0,-5.399999999999977,-5.399999999999977,6.0,10.0,-2.2,2023,5,14,14,1.81,276.0
4003.28,4.707,3,50.526731,-84.7733136,4.707,2023-05-14 14:38:57,,64.0,107.0,128.0,25.5,53.0,88.0,206.0,22.5,84.5,16.0,-5.600000000000023,-5.600000000000023,6.0,10.0,-2.43,2023,5,14,14,1.81,276.0
4008.35,4.986,3,50.526681,-84.7733489,4.986,2023-05-14 14:38:58,,67.0,107.0,128.0,24.5,50.0,85.5,226.0,24.5,88.5,16.0,-5.800000000000011,-5.800000000000011,6.0,10.0,-2.66,2023,5,14,14,1.81,276.0
4013.96,5.437,3,50.5266259,-84.7733764,5.437,2023-05-14 14:38:59,,69.0,107.0,127.0,23.5,51.0,82.5,200.0,26.5,92.0,16.0,-5.800000000000011,-5.800000000000011,6.0,10.0,-2.74,2023,5,14,14,1.81,276.0
4019.31,5.401,2,50.5265719,-84.7734034,5.401,2023-05-14 14:39:00,,70.0,107.0,127.0,22.0,52.0,76.5,164.0,26.5,90.5,16.0,-5.800000000000011,-5.800000000000011,6.0,10.0,-2.62,2023,5,14,14,1.81,276.0
4024.85,5.505,2,50.5265172,-84.7734298,5.505,2023-05-14 14:39:01,,69.0,107.0,126.0,19.0,52.0,66.5,140.0,23.5,80.5,16.0,-5.800000000000011,-5.800000000000011,6.0,10.0,-2.31,2023,5,14,14,1.81,276.0
4030.32,5.479,2,50.5264582,-84.7734474,5.479,2023-05-14 14:39:02,,57.0,107.0,127.0,16.5,48.0,56.0,112.0,20.5,70.5,16.0,-5.800000000000011,-5.800000000000011,6.0,10.0,-1.87,2023,5,14,14,1.81,276.0
4034.86,4.855,2,50.5264094,-84.773455,4.855,2023-05-14 14:39:03,,45.0,107.0,128.0,11.0,31.0,40.0,67.0,17.5,62.0,16.0,-5.800000000000011,-5.800000000000011,6.0,10.0,-0.84,2023,5,14,14,1.81,276.0
4039.73,4.787,2,50.5263589,-84.7734457,4.787,2023-05-14 14:39:04,,40.0,108.0,128.0,8.0,36.0,33.5,61.0,15.0,56.0,16.0,-5.800000000000011,-5.800000000000011,6.0,10.0,0.0,2023,5,14,14,1.81,276.0
4043.3,3.862,2,50.5263185,-84.7734374,3.862,2023-05-14 14:39:05,,34.0,108.0,128.0,10.0,53.0,42.5,54.0,13.5,52.5,16.0,-5.600000000000023,-5.600000000000023,6.0,10.0,0.0,2023,5,14,14,1.81,276.0
4046.83,3.613,2,50.5262819,-84.7734383,3.613,2023-05-14 14:39:06,,29.0,108.0,128.0,11.5,67.0,52.0,48.0,11.5,49.0,16.0,-5.399999999999977,-5.399999999999977,6.0,10.0,0.0,2023,5,14,14,1.81,276.0
4050.22,3.459,2,50.5262456,-84.7734482,3.459,2023-05-14 14:39:07,,30.0,108.0,127.0,12.5,64.0,55.0,48.0,12.5,52.0,16.0,-5.399999999999977,-5.399999999999977,6.0,10.0,0.0,2023,5,14,14,1.81,276.0
4053.97,3.667,2,50.5262087,-84.7734656,3.667,2023-05-14 14:39:08,,39.0,108.0,127.0,14.0,61.0,57.5,64.0,13.5,55.5,16.0,-5.199999999999989,-5.199999999999989,6.0,10.0,0.6,2023,5,14,14,1.81,276.0
4057.8,3.784,2,50.5261676,-84.7734756,3.784,2023-05-14 14:39:09,,50.0,108.0,127.0,15.5,59.0,60.5,102.0,14.0,59.0,16.0,-5.0,-5.0,7.0,10.0,1.6,2023,5,14,14,1.81,276.0
4061.61,3.834,2,50.5261273,-84.7734929,3.834,2023-05-14 14:39:10,,54.0,108.0,127.0,16.5,57.0,63.0,122.0,15.0,63.0,16.0,-4.800000000000011,-4.800000000000011,7.0,10.0,2.28,2023,5,14,14,1.81,276.0
4065.43,4.023,3,50.5260902,-84.773502,4.023,2023-05-14 14:39:11,,56.0,108.0,127.0,18.0,54.0,65.5,155.0,16.0,66.5,16.0,-4.800000000000011,-4.800000000000011,7.0,10.0,2.89,2023,5,14,14,1.81,276.0
4068.94,3.499,3,50.5260501,-84.7735111,3.499,2023-05-14 14:39:12,,56.0,108.0,127.0,19.5,42.0,68.5,147.0,17.0,70.0,16.0,-4.600000000000023,-4.600000000000023,7.0,10.0,3.31,2023,5,14,14,1.81,276.0
4071.84,2.704,3,50.5260197,-84.7735202,2.704,2023-05-14 14:39:13,,49.0,108.0,127.0,20.5,41.0,71.0,104.0,18.0,74.0,16.0,-4.600000000000023,-4.600000000000023,7.0,10.0,3.38,2023,5,14,14,1.81,276.0
4073.93,1.959,3,50.526001,-84.7735276,1.959,2023-05-14 14:39:14,,35.0,108.0,127.0,,42.0,,78.0,,,16.0,-4.399999999999977,-4.399999999999977,7.0,10.0,3.18,2023,5,14,14,1.81,276.0
4075.74,1.931,3,50.5259791,-84.7735202,1.931,2023-05-14 14:39:15,,21.0,108.0,127.0,,,,53.0,,,16.0,-4.199999999999989,-4.199999999999989,7.0,10.0,2.99,2023,5,14,14,1.81,276.0
4077.09,1.367,3,50.5259663,-84.7735294,1.367,2023-05-14 14:39:16,,8.0,108.0,127.0,,,,27.0,,,16.0,-4.199999999999989,-4.199999999999989,7.0,10.0,2.87,2023,5,14,14,1.81,276.0
4077.09,0.0,3,50.5259627,-84.7735376,0.0,2023-05-14 14:39:17,,0.0,108.0,127.0,,,,0.0,,,16.0,-4.199999999999989,-4.199999999999989,8.0,10.0,2.87,2023,5,14,14,1.81,276.0
4077.09,0.0,3,50.5259668,-84.7735376,0.0,2023-05-14 14:39:18,,0.0,108.0,127.0,,,,0.0,,,16.0,-4.0,-4.0,8.0,10.0,1.56,2023,5,14,14,1.81,276.0
4077.09,0.0,3,50.5259668,-84.7735376,0.0,2023-05-14 14:39:19,,0.0,108.0,127.0,,,,0.0,,,16.0,-4.0,-4.0,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4077.09,0.0,4,50.5259668,-84.7735376,0.0,2023-05-14 14:39:20,,0.0,108.0,127.0,,,,0.0,,,16.0,-4.0,-4.0,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4077.09,0.0,4,50.5259668,-84.7735376,0.0,2023-05-14 14:39:21,,0.0,108.0,128.0,,,,0.0,,,16.0,-4.0,-4.0,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4077.09,0.0,4,50.5259668,-84.7735376,0.0,2023-05-14 14:39:22,,0.0,108.0,128.0,,,,0.0,,,16.0,-4.0,-4.0,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4077.09,0.867,2,50.5262581,-84.7741102,0.867,2023-05-14 14:44:50,,0.0,108.0,80.0,0.0,12.0,41.5,0.0,0.0,0.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4077.09,0.0,2,50.5262579,-84.7741019,0.0,2023-05-14 14:44:51,,8.0,108.0,81.0,0.0,6.0,46.0,0.0,0.0,0.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4077.09,0.0,2,50.5262535,-84.7741019,0.0,2023-05-14 14:44:52,,14.0,108.0,81.0,0.0,1.0,50.0,4.0,0.0,0.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4077.09,0.0,2,50.5262535,-84.7741019,0.0,2023-05-14 14:44:53,,15.0,108.0,81.0,1.5,14.0,54.0,11.0,0.5,2.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4077.09,0.137,3,50.5262535,-84.7741019,0.137,2023-05-14 14:44:54,,15.0,108.0,81.0,4.0,29.0,58.5,17.0,1.0,4.5,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4077.34,2.049,3,50.5262543,-84.7740977,2.049,2023-05-14 14:44:55,,15.0,108.0,82.0,6.5,45.0,62.5,24.0,1.5,7.5,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4080.04,2.042,3,50.5262643,-84.7740555,2.042,2023-05-14 14:44:56,,22.0,109.0,82.0,9.0,59.0,67.0,40.0,2.0,10.5,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4081.93,1.92,3,50.5262826,-84.7740464,1.92,2023-05-14 14:44:57,,29.0,109.0,82.0,11.5,55.0,71.0,51.0,3.0,13.5,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4083.49,2.05,3,50.5263008,-84.7740373,2.05,2023-05-14 14:44:58,,41.0,109.0,82.0,15.0,52.0,75.5,119.0,9.0,34.5,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4085.31,1.765,3,50.5263189,-84.7740283,1.765,2023-05-14 14:44:59,,47.0,109.0,82.0,19.5,51.0,80.5,128.0,18.5,66.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4087.44,1.997,3,50.5263376,-84.7740165,1.997,2023-05-14 14:45:00,,50.0,109.0,83.0,23.0,52.0,83.5,136.0,27.0,94.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4090.55,2.327,3,50.5263614,-84.7739821,2.327,2023-05-14 14:45:01,,53.0,109.0,83.0,20.0,54.0,74.0,119.0,27.0,94.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4094.9,3.874,3,50.5264031,-84.7739556,3.874,2023-05-14 14:45:02,,57.0,109.0,83.0,20.5,58.0,73.5,119.0,24.0,85.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4102.86,6.985,3,50.5264447,-84.7738586,6.985,2023-05-14 14:45:03,,61.0,109.0,83.0,22.0,57.0,74.5,129.0,20.5,75.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4109.75,6.899,3,50.5264943,-84.7737883,6.899,2023-05-14 14:45:04,,63.0,110.0,83.0,21.0,53.0,71.5,124.0,19.0,69.5,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4114.93,5.601,3,50.526541,-84.7737434,5.601,2023-05-14 14:45:05,,46.0,110.0,84.0,17.5,48.0,63.5,105.0,19.5,71.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4121.17,6.09,3,50.5265976,-84.7737037,6.09,2023-05-14 14:45:06,,30.0,110.0,86.0,18.0,45.0,65.0,86.0,17.5,65.0,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4129.69,7.888,3,50.5266737,-84.7736325,7.888,2023-05-14 14:45:07,,14.0,110.0,86.0,18.0,50.0,67.0,67.0,16.0,58.5,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4136.36,6.993,3,50.5267358,-84.7735805,6.993,2023-05-14 14:45:08,,0.0,110.0,87.0,18.5,54.0,68.5,0.0,14.0,52.5,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4140.71,5.003,3,50.5267809,-84.773554,5.003,2023-05-14 14:45:09,,0.0,110.0,88.0,19.0,59.0,70.0,0.0,12.5,46.5,17.0,-5.800000000000011,-5.800000000000011,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4145.06,4.547,3,50.5268212,-84.7735334,4.547,2023-05-14 14:45:10,,0.0,110.0,88.0,19.0,64.0,71.5,0.0,11.0,40.0,17.0,-5.600000000000023,-5.600000000000023,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4148.86,4.319,3,50.5268539,-84.7734925,4.319,2023-05-14 14:45:11,,0.0,110.0,88.0,19.5,69.0,73.0,0.0,9.0,34.0,17.0,-5.600000000000023,-5.600000000000023,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4153.51,4.225,3,50.5268941,-84.7734531,4.225,2023-05-14 14:45:12,,0.0,110.0,89.0,19.5,74.0,74.5,0.0,7.5,27.5,17.0,-5.600000000000023,-5.600000000000023,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4157.39,3.96,3,50.5269301,-84.7734257,3.96,2023-05-14 14:45:13,,0.0,110.0,89.0,20.0,79.0,76.0,0.0,5.5,21.5,17.0,-5.600000000000023,-5.600000000000023,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4161.04,3.726,3,50.5269629,-84.7733975,3.726,2023-05-14 14:45:14,,0.0,110.0,89.0,20.5,84.0,77.5,0.0,4.0,15.0,17.0,-5.399999999999977,-5.399999999999977,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
4165.56,4.325,3,50.5270026,-84.7733631,4.325,2023-05-14 14:45:15,,0.0,110.0,89.0,20.5,89.0,79.0,0.0,2.5,9.0,17.0,-5.399999999999977,-5.399999999999977,8.0,10.0,0.0,2023,5,14,14,1.81,276.0
