altitude,cadence,compressed_speed_distance,cycle_length,distance,enhanced_altitude,enhanced_speed,grade,heart_rate,position_lat,position_long,power,resistance,speed,temperature,time_from_course,timestamp,year,month,day,hour,wind_speed,wind_direction
49.200000000000045,59,,,,49.200000000000045,1.74,,0,44.786788,-92.3800614,94,,1.74,,,2021-02-26 01:29:29,2021,2,26,1,3.05,212.0
49.200000000000045,61,,,,49.200000000000045,2.232,,0,44.7867968,-92.3800866,99,,2.232,,,2021-02-26 01:29:30,2021,2,26,1,3.05,212.0
49.200000000000045,60,,,,49.200000000000045,2.598,,0,44.7868071,-92.3801155,97,,2.598,,,2021-02-26 01:29:31,2021,2,26,1,3.05,212.0
49.200000000000045,61,,,,49.200000000000045,2.896,,0,44.7868201,-92.3801482,99,,2.896,,,2021-02-26 01:29:32,2021,2,26,1,3.05,212.0
49.200000000000045,63,,,,49.200000000000045,3.165,,0,44.7868368,-92.3801838,103,,3.165,,,2021-02-26 01:29:33,2021,2,26,1,3.05,212.0
49.39999999999998,64,,,,49.39999999999998,3.413,,0,44.7868568,-92.3802212,105,,3.413,,,2021-02-26 01:29:34,2021,2,26,1,3.05,212.0
49.39999999999998,63,,,,49.39999999999998,3.63,,0,44.7868787,-92.3802594,103,,3.63,,,2021-02-26 01:29:35,2021,2,26,1,3.05,212.0
49.39999999999998,61,,,,49.39999999999998,3.823,,0,44.7869034,-92.380301,99,,3.823,,,2021-02-26 01:29:36,2021,2,26,1,3.05,212.0
49.39999999999998,61,,,,49.39999999999998,3.976,,0,44.7869278,-92.3803418,99,,3.976,,,2021-02-26 01:29:37,2021,2,26,1,3.05,212.0
49.60000000000002,61,,,,49.60000000000002,4.124,,0,44.7869545,-92.3803863,99,,4.124,,,2021-02-26 01:29:38,2021,2,26,1,3.05,212.0
49.60000000000002,59,,,,49.60000000000002,4.255,,0,44.786978,-92.3804341,94,,4.255,,,2021-02-26 01:29:39,2021,2,26,1,3.05,212.0
49.60000000000002,58,,,,49.60000000000002,4.364,,0,44.7869986,-92.3804875,92,,4.364,,,2021-02-26 01:29:40,2021,2,26,1,3.05,212.0
49.60000000000002,57,,,,49.60000000000002,4.458,,0,44.7870223,-92.3805386,90,,4.458,,,2021-02-26 01:29:41,2021,2,26,1,3.05,212.0
49.799999999999955,59,,,,49.799999999999955,4.546,,0,44.7870575,-92.3805827,94,,4.546,,,2021-02-26 01:29:42,2021,2,26,1,3.05,212.0
49.799999999999955,61,,,,49.799999999999955,4.639,,0,44.7870932,-92.3806254,99,,4.639,,,2021-02-26 01:29:43,2021,2,26,1,3.05,212.0
49.799999999999955,63,,,,49.799999999999955,4.737,,0,44.7871262,-92.3806718,103,,4.737,,,2021-02-26 01:29:44,2021,2,26,1,3.05,212.0
49.799999999999955,63,,,,49.799999999999955,4.837,,0,44.7871578,-92.3807228,103,,4.837,,,2021-02-26 01:29:45,2021,2,26,1,3.05,212.0
50.0,63,,,,50.0,4.931,,0,44.7871895,-92.380777,103,,4.931,,,2021-02-26 01:29:46,2021,2,26,1,3.05,212.0
50.0,61,,,,50.0,5.013,,0,44.7872204,-92.3808306,99,,5.013,,,2021-02-26 01:29:47,2021,2,26,1,3.05,212.0
50.0,61,,,,50.0,5.08,,0,44.7872524,-92.380886,99,,5.08,,,2021-02-26 01:29:48,2021,2,26,1,3.05,212.0
50.200000000000045,58,,,,50.200000000000045,5.136,,0,44.7872858,-92.3809439,92,,5.136,,,2021-02-26 01:29:49,2021,2,26,1,3.05,212.0
50.200000000000045,58,,,,50.200000000000045,5.171,,0,44.7873183,-92.3810001,92,,5.171,,,2021-02-26 01:29:50,2021,2,26,1,3.05,212.0
50.200000000000045,62,,,,50.200000000000045,5.206,,0,44.7873509,-92.3810561,101,,5.206,,,2021-02-26 01:29:51,2021,2,26,1,3.05,212.0
50.39999999999998,64,,,,50.39999999999998,5.255,,0,44.7873839,-92.381112,105,,5.255,,,2021-02-26 01:29:52,2021,2,26,1,3.05,212.0
50.39999999999998,62,,,,50.39999999999998,5.308,,0,44.7874187,-92.3811705,101,,5.308,,,2021-02-26 01:29:53,2021,2,26,1,3.05,212.0
50.39999999999998,62,,,,50.39999999999998,5.351,,0,44.7874542,-92.3812301,101,,5.351,,,2021-02-26 01:29:54,2021,2,26,1,3.05,212.0
50.60000000000002,65,,,,50.60000000000002,5.395,,0,44.7874877,-92.3812865,108,,5.395,,,2021-02-26 01:29:55,2021,2,26,1,3.05,212.0
50.60000000000002,65,,,,50.60000000000002,5.451,,0,44.7875241,-92.3813478,108,,5.451,,,2021-02-26 01:29:56,2021,2,26,1,3.05,212.0
50.60000000000002,65,,,,50.60000000000002,5.5,,0,44.78756,-92.381408,108,,5.5,,,2021-02-26 01:29:57,2021,2,26,1,3.05,212.0
50.799999999999955,63,,,,50.799999999999955,5.536,,0,44.7875933,-92.3814641,103,,5.536,,,2021-02-26 01:29:58,2021,2,26,1,3.05,212.0
50.799999999999955,62,,,,50.799999999999955,5.557,,0,44.7876295,-92.3815249,101,,5.557,,,2021-02-26 01:29:59,2021,2,26,1,3.05,212.0
50.799999999999955,63,,,,50.799999999999955,5.57,,0,44.787667,-92.3815879,103,,5.57,,,2021-02-26 01:30:00,2021,2,26,1,3.05,212.0
51.0,64,,,,51.0,5.579,,0,44.7877018,-92.3816465,105,,5.579,,,2021-02-26 01:30:01,2021,2,26,1,3.05,212.0
51.0,64,,,,51.0,5.581,,0,44.7877387,-92.3817086,105,,5.581,,,2021-02-26 01:30:02,2021,2,26,1,3.05,212.0
51.200000000000045,67,,,,51.200000000000045,5.577,,0,44.7877747,-92.3817689,112,,5.577,,,2021-02-26 01:30:03,2021,2,26,1,3.05,212.0
51.200000000000045,69,,,,51.200000000000045,5.583,,0,44.7878099,-92.3818274,117,,5.583,,,2021-02-26 01:30:04,2021,2,26,1,3.05,212.0
51.39999999999998,68,,,,51.39999999999998,5.593,,0,44.7878461,-92.381887,115,,5.593,,,2021-02-26 01:30:05,2021,2,26,1,3.05,212.0
51.39999999999998,68,,,,51.39999999999998,5.601,,0,44.7878839,-92.3819491,115,,5.601,,,2021-02-26 01:30:06,2021,2,26,1,3.05,212.0
51.60000000000002,68,,,,51.60000000000002,5.614,,0,44.7879196,-92.3820075,115,,5.614,,,2021-02-26 01:30:07,2021,2,26,1,3.05,212.0
51.60000000000002,69,,,,51.60000000000002,5.641,,0,44.7879576,-92.3820697,117,,5.641,,,2021-02-26 01:30:08,2021,2,26,1,3.05,212.0
51.799999999999955,69,,,,51.799999999999955,5.685,,0,44.7879948,-92.3821302,117,,5.685,,,2021-02-26 01:30:09,2021,2,26,1,3.05,212.0
