timestamp,battery_soc,temperature,cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-07-06 22:08:57,,27.0,95.0,41.0,22.5,77.5,186.0,20.0,68.0,53.0,1828.74,9.527,2.0,143.0,50.5285521,-84.8141484,9.527,10.399999999999977,4.0,0.0,10.399999999999977,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:08:58,,27.0,82.0,41.0,21.0,74.0,171.0,19.5,66.5,52.0,1838.39,9.464,2.0,143.0,50.5284558,-84.8140981,9.464,10.399999999999977,4.0,0.0,10.399999999999977,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:08:59,,27.0,69.0,42.0,19.5,70.0,155.0,19.0,66.0,52.0,1848.04,9.424,2.0,144.0,50.5283581,-84.8140479,9.424,10.399999999999977,4.0,0.0,10.399999999999977,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:00,,27.0,75.0,42.0,18.5,66.0,136.0,19.0,65.5,51.0,1857.65,9.525,2.0,145.0,50.5282606,-84.8140026,9.525,10.399999999999977,4.0,0.0,10.399999999999977,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:01,,27.0,85.0,42.0,19.0,67.0,132.0,18.5,64.5,50.0,1867.18,9.588,2.0,147.0,50.5281656,-84.8139531,9.588,10.199999999999989,4.0,0.0,10.199999999999989,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:02,,27.0,95.0,42.0,20.0,69.0,129.0,18.5,64.0,52.0,1876.9,9.651,2.0,147.0,50.5280679,-84.8139028,9.651,10.199999999999989,4.0,0.0,10.199999999999989,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:03,,27.0,98.0,42.0,21.0,70.5,132.0,18.0,63.0,54.0,1886.65,9.653,2.0,147.0,50.5279697,-84.8138528,9.653,10.0,4.0,0.0,10.0,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:04,,27.0,99.0,42.0,,,152.0,,,,1896.3,9.496,2.0,148.0,50.5278738,-84.8138024,9.496,9.800000000000011,4.0,0.0,9.800000000000011,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:05,,27.0,78.0,42.0,,,140.0,,,,1905.93,9.441,2.0,148.0,50.5277765,-84.813757,9.441,9.800000000000011,4.0,0.0,9.800000000000011,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:06,,27.0,51.0,42.0,,,120.0,,,,1915.46,9.573,2.0,147.0,50.5276797,-84.813708,9.573,9.800000000000011,4.0,0.0,9.800000000000011,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:07,,27.0,25.0,42.0,,,99.0,,,,1925.2,9.676,2.0,147.0,50.5275835,-84.8136572,9.676,9.600000000000023,4.0,0.0,9.600000000000023,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:08,,27.0,0.0,42.0,,,0.0,,,,1935.15,9.737,2.0,147.0,50.5274843,-84.8136066,9.737,9.399999999999977,4.0,0.0,9.399999999999977,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:09,,27.0,0.0,42.0,,,0.0,,,,1944.99,9.731,2.0,147.0,50.5273842,-84.8135564,9.731,9.199999999999989,4.0,0.0,9.199999999999989,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:10,,27.0,0.0,42.0,,,0.0,,,,1954.71,9.639,2.0,147.0,50.5272861,-84.8135064,9.639,8.800000000000011,4.0,0.0,8.800000000000011,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:11,,27.0,0.0,42.0,,,0.0,,,,1964.33,9.669,2.0,146.0,50.5271888,-84.8134608,9.669,8.600000000000023,4.0,0.0,8.600000000000023,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:12,,27.0,0.0,42.0,,,0.0,,,,1974.07,9.648,2.0,147.0,50.5270882,-84.8134198,9.648,8.399999999999977,4.0,0.0,8.399999999999977,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:13,,27.0,0.0,42.0,,,0.0,,,,1983.48,9.205,2.0,147.0,50.5269925,-84.8133743,9.205,8.0,4.0,1.0,8.0,-1.05,2022,7,6,22,2.75,260.0
2022-07-06 22:09:14,,27.0,0.0,42.0,,,0.0,,,,1991.99,8.168,2.0,146.0,50.5269062,-84.8133333,8.168,7.600000000000023,4.0,1.0,7.600000000000023,-1.85,2022,7,6,22,2.75,260.0
2022-07-06 22:09:15,,27.0,0.0,42.0,,,0.0,,,,1999.1,6.752,2.0,145.0,50.5268347,-84.813301,6.752,7.399999999999977,4.0,2.0,7.399999999999977,-2.13,2022,7,6,22,2.75,260.0
2022-07-06 22:09:16,,27.0,0.0,42.0,,,0.0,,,,2004.14,5.017,2.0,145.0,50.5267843,-84.8132781,5.017,7.199999999999989,4.0,2.0,7.199999999999989,-2.39,2022,7,6,22,2.75,260.0
2022-07-06 22:09:17,,27.0,0.0,42.0,,,0.0,,,,2007.61,3.438,2.0,145.0,50.5267484,-84.8132603,3.438,7.0,4.0,3.0,7.0,-2.64,2022,7,6,22,2.75,260.0
2022-07-06 22:09:18,,27.0,0.0,42.0,,,0.0,,,,2010.19,2.325,2.0,143.0,50.5267232,-84.8132465,2.325,6.800000000000011,4.0,3.0,6.800000000000011,-2.86,2022,7,6,22,2.75,260.0
2022-07-06 22:09:19,,27.0,0.0,42.0,,,0.0,,,,2012.0,1.511,2.0,144.0,50.5267046,-84.8132372,1.511,6.800000000000011,4.0,3.0,6.800000000000011,-2.99,2022,7,6,22,2.75,260.0
2022-07-06 22:09:20,,27.0,0.0,42.0,,,0.0,,,,2013.33,1.272,2.0,143.0,50.5266909,-84.8132283,1.272,6.800000000000011,4.0,3.0,6.800000000000011,-3.04,2022,7,6,22,2.75,260.0
2022-07-06 22:09:21,,27.0,0.0,42.0,,,0.0,,,,2014.93,1.584,2.0,141.0,50.5266778,-84.8132152,1.584,6.800000000000011,4.0,3.0,6.800000000000011,-3.05,2022,7,6,22,2.75,260.0
2022-07-06 22:09:22,,27.0,0.0,42.0,,,0.0,,,,2017.7,2.622,2.0,143.0,50.5266505,-84.8132008,2.622,6.600000000000023,4.0,3.0,6.600000000000023,-2.99,2022,7,6,22,2.75,260.0
2022-07-06 22:09:23,,27.0,24.0,42.0,,,59.0,,,,2021.44,3.762,2.0,142.0,50.5266127,-84.8131836,3.762,6.600000000000023,4.0,3.0,6.600000000000023,-2.91,2022,7,6,22,2.75,260.0
2022-07-06 22:09:24,,27.0,45.0,43.0,35.5,97.5,160.0,22.5,83.0,,2026.32,4.642,2.0,141.0,50.5265655,-84.8131521,4.642,6.600000000000023,4.0,3.0,6.600000000000023,-2.91,2022,7,6,22,2.75,260.0
2022-07-06 22:09:25,,27.0,57.0,43.0,35.0,95.0,295.0,24.5,91.0,52.0,2032.1,5.22,2.0,141.0,50.5265099,-84.8131151,5.22,6.399999999999977,4.0,3.0,6.399999999999977,-2.88,2022,7,6,22,2.75,260.0
2022-07-06 22:09:26,,27.0,64.0,44.0,30.0,91.5,398.0,24.0,94.0,53.0,2038.23,5.898,2.0,140.0,50.5264509,-84.8130786,5.898,6.399999999999977,4.0,3.0,6.399999999999977,-2.57,2022,7,6,22,2.75,260.0
2022-07-06 22:09:27,,27.0,70.0,44.0,24.0,88.5,451.0,22.0,93.0,53.0,2045.04,6.672,2.0,140.0,50.5263831,-84.8130423,6.672,6.399999999999977,4.0,4.0,6.399999999999977,-2.1,2022,7,6,22,2.75,260.0
2022-07-06 22:09:28,,27.0,74.0,44.0,20.5,87.5,435.0,21.0,91.0,52.0,2052.68,7.034,2.0,139.0,50.526305,-84.8130054,7.034,6.399999999999977,4.0,4.0,6.399999999999977,-1.65,2022,7,6,22,2.75,260.0
2022-07-06 22:09:29,,27.0,77.0,45.0,19.0,80.0,410.0,19.0,87.0,52.0,2060.39,7.215,2.0,140.0,50.5262261,-84.8129694,7.215,6.399999999999977,4.0,4.0,6.399999999999977,-0.57,2022,7,6,22,2.75,260.0
2022-07-06 22:09:30,,27.0,79.0,45.0,19.0,79.5,383.0,18.5,86.0,51.0,2067.95,7.154,2.0,138.0,50.5261514,-84.812929,7.154,6.600000000000023,4.0,4.0,6.600000000000023,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:31,,27.0,81.0,45.0,19.5,80.5,350.0,18.5,85.5,50.0,2075.74,7.435,2.0,135.0,50.5260754,-84.8128872,7.435,6.800000000000011,4.0,4.0,6.800000000000011,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:32,,27.0,82.0,46.0,20.0,81.5,345.0,18.5,85.0,51.0,2083.66,7.86,2.0,135.0,50.5259957,-84.8128508,7.86,6.800000000000011,4.0,4.0,6.800000000000011,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:33,,27.0,83.0,46.0,20.5,82.5,346.0,18.5,84.5,52.0,2091.61,8.132,2.0,135.0,50.5259133,-84.8128159,8.132,6.800000000000011,4.0,4.0,6.800000000000011,0.37,2022,7,6,22,2.75,260.0
2022-07-06 22:09:34,,27.0,84.0,47.0,21.0,83.5,349.0,18.5,84.0,52.0,2100.15,8.353,2.0,135.0,50.5258249,-84.8127798,8.353,6.800000000000011,5.0,4.0,6.800000000000011,0.66,2022,7,6,22,2.75,260.0
2022-07-06 22:09:35,,27.0,86.0,47.0,21.5,84.5,364.0,18.5,83.0,51.0,2109.16,8.332,2.0,136.0,50.5257318,-84.8127415,8.332,7.0,5.0,4.0,7.0,0.75,2022,7,6,22,2.75,260.0
2022-07-06 22:09:36,,27.0,87.0,47.0,21.5,84.5,456.0,18.5,82.5,51.0,2117.85,8.447,2.0,137.0,50.5256432,-84.8127008,8.447,7.199999999999989,5.0,4.0,7.199999999999989,0.82,2022,7,6,22,2.75,260.0
2022-07-06 22:09:37,,27.0,88.0,48.0,21.5,83.5,464.0,18.5,81.0,52.0,2126.52,8.45,2.0,138.0,50.5255568,-84.8126554,8.45,7.399999999999977,5.0,4.0,7.399999999999977,0.93,2022,7,6,22,2.75,260.0
2022-07-06 22:09:38,,27.0,87.0,48.0,22.0,82.5,422.0,18.5,79.0,54.0,2135.1,8.357,2.0,140.0,50.5254701,-84.8126097,8.357,7.600000000000023,5.0,4.0,7.600000000000023,1.07,2022,7,6,22,2.75,260.0
2022-07-06 22:09:39,,27.0,85.0,48.0,23.0,81.5,203.0,19.0,76.5,56.0,2143.54,8.26,2.0,142.0,50.5253856,-84.8125685,8.26,7.600000000000023,5.0,4.0,7.600000000000023,1.17,2022,7,6,22,2.75,260.0
2022-07-06 22:09:40,,27.0,76.0,48.0,24.0,80.0,189.0,19.0,74.0,56.0,2151.5,7.581,2.0,141.0,50.5253085,-84.8125236,7.581,7.399999999999977,5.0,4.0,7.399999999999977,1.22,2022,7,6,22,2.75,260.0
2022-07-06 22:09:41,,27.0,53.0,48.0,25.0,80.5,175.0,18.0,74.0,51.0,2158.78,6.786,2.0,143.0,50.5252382,-84.8124735,6.786,7.399999999999977,5.0,4.0,7.399999999999977,1.21,2022,7,6,22,2.75,260.0
2022-07-06 22:09:42,,27.0,31.0,48.0,26.5,83.0,161.0,15.0,78.5,43.0,2165.63,6.602,3.0,145.0,50.5251718,-84.8124322,6.602,7.600000000000023,5.0,4.0,7.600000000000023,1.12,2022,7,6,22,2.75,260.0
2022-07-06 22:09:43,,27.0,9.0,48.0,28.0,85.5,147.0,12.0,83.0,34.0,2172.13,6.411,3.0,146.0,50.5251098,-84.8123911,6.411,7.600000000000023,5.0,4.0,7.600000000000023,0.41,2022,7,6,22,2.75,260.0
2022-07-06 22:09:44,,27.0,0.0,48.0,29.5,88.0,0.0,9.0,87.5,26.0,2178.27,6.3,3.0,146.0,50.5250495,-84.8123549,6.3,7.600000000000023,5.0,4.0,7.600000000000023,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:45,,27.0,0.0,48.0,31.0,90.5,0.0,5.5,91.5,18.0,2184.84,6.438,3.0,148.0,50.5249823,-84.812332,6.438,7.600000000000023,5.0,4.0,7.600000000000023,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:46,,27.0,0.0,48.0,32.5,93.0,0.0,2.5,96.0,9.0,2191.68,6.299,3.0,149.0,50.5249086,-84.8123179,6.299,7.600000000000023,5.0,4.0,7.600000000000023,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:47,,27.0,52.0,48.0,34.0,95.5,2.0,0.0,100.0,5.0,2198.02,5.878,3.0,150.0,50.5248396,-84.8123044,5.878,7.800000000000011,5.0,4.0,7.800000000000011,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:48,,27.0,32.0,48.0,34.5,95.5,3.0,1.5,98.0,9.0,2203.9,5.638,3.0,149.0,50.5247802,-84.8122818,5.638,7.800000000000011,5.0,4.0,7.800000000000011,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:49,,27.0,12.0,48.0,35.0,96.0,5.0,3.0,96.5,12.0,2209.9,5.424,3.0,149.0,50.5247217,-84.8122462,5.424,8.0,5.0,4.0,8.0,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:50,,27.0,0.0,48.0,35.5,96.0,0.0,4.5,95.0,15.0,2216.45,5.219,2.0,148.0,50.5246576,-84.8122047,5.219,8.199999999999989,5.0,4.0,8.199999999999989,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:09:51,,27.0,0.0,48.0,36.0,96.0,0.0,6.0,93.5,19.0,2223.05,5.875,2.0,148.0,50.5245913,-84.8121681,5.875,8.199999999999989,6.0,4.0,8.199999999999989,0.61,2022,7,6,22,2.75,260.0
2022-07-06 22:09:52,,27.0,0.0,48.0,36.5,96.5,0.0,7.5,92.0,22.0,2229.23,6.281,2.0,148.0,50.5245279,-84.8121362,6.281,8.399999999999977,6.0,4.0,8.399999999999977,1.2,2022,7,6,22,2.75,260.0
2022-07-06 22:09:53,,27.0,0.0,48.0,37.5,96.5,0.0,9.0,90.0,25.0,2234.59,5.684,2.0,148.0,50.5244727,-84.8121139,5.684,8.399999999999977,6.0,4.0,8.399999999999977,1.54,2022,7,6,22,2.75,260.0
2022-07-06 22:09:54,,27.0,0.0,48.0,38.0,97.0,0.0,10.5,88.5,29.0,2239.39,5.028,2.0,147.0,50.524422,-84.8120996,5.028,8.600000000000023,6.0,4.0,8.600000000000023,1.83,2022,7,6,22,2.75,260.0
2022-07-06 22:09:55,,27.0,0.0,48.0,38.5,97.0,0.0,12.0,87.0,32.0,2243.9,4.531,2.0,146.0,50.5243789,-84.8120768,4.531,8.600000000000023,6.0,4.0,8.600000000000023,1.99,2022,7,6,22,2.75,260.0
2022-07-06 22:09:56,,27.0,0.0,48.0,39.0,97.0,0.0,13.5,85.5,35.0,2247.68,3.985,2.0,146.0,50.5243448,-84.8120494,3.985,8.600000000000023,6.0,4.0,8.600000000000023,1.96,2022,7,6,22,2.75,260.0
2022-07-06 22:09:57,,27.0,0.0,48.0,39.5,97.5,0.0,15.0,83.5,39.0,2250.97,3.463,2.0,146.0,50.5243131,-84.8120312,3.463,8.800000000000011,7.0,4.0,8.800000000000011,1.89,2022,7,6,22,2.75,260.0
2022-07-06 22:09:58,,27.0,0.0,48.0,40.0,97.5,0.0,16.5,82.0,42.0,2254.5,3.512,2.0,144.0,50.5242813,-84.8120043,3.512,9.0,7.0,4.0,9.0,1.76,2022,7,6,22,2.75,260.0
2022-07-06 22:09:59,,27.0,4.0,49.0,40.5,97.5,0.0,18.0,80.5,46.0,2258.04,3.585,2.0,143.0,50.5242522,-84.8119729,3.585,9.199999999999989,7.0,4.0,9.199999999999989,1.66,2022,7,6,22,2.75,260.0
2022-07-06 22:10:00,,27.0,27.0,49.0,41.0,98.0,102.0,19.0,79.0,49.0,2261.53,3.519,2.0,144.0,50.5242229,-84.8119415,3.519,9.199999999999989,7.0,4.0,9.199999999999989,1.71,2022,7,6,22,2.75,260.0
2022-07-06 22:10:01,,27.0,31.0,49.0,40.5,97.5,193.0,20.0,77.5,52.0,2265.36,3.696,2.0,143.0,50.5241857,-84.8119128,3.696,9.199999999999989,7.0,4.0,9.199999999999989,1.82,2022,7,6,22,2.75,260.0
2022-07-06 22:10:02,,27.0,40.0,49.0,33.5,95.5,242.0,15.5,76.5,53.0,2269.84,4.285,2.0,144.0,50.5241403,-84.8118902,4.285,9.0,7.0,4.0,9.0,1.82,2022,7,6,22,2.75,260.0
2022-07-06 22:10:03,,27.0,49.0,50.0,29.5,95.0,279.0,18.0,83.0,55.0,2275.36,5.209,2.0,143.0,50.5240836,-84.8118629,5.209,9.0,7.0,4.0,9.0,0.7,2022,7,6,22,2.75,260.0
2022-07-06 22:10:04,,27.0,56.0,50.0,26.5,94.5,306.0,22.0,90.0,54.0,2281.47,5.877,2.0,142.0,50.5240198,-84.81184,5.877,8.800000000000011,7.0,4.0,8.800000000000011,0.52,2022,7,6,22,2.75,260.0
2022-07-06 22:10:05,,26.0,60.0,50.0,24.0,93.5,433.0,24.0,94.5,52.0,2287.6,6.092,2.0,142.0,50.5239566,-84.8118176,6.092,9.0,7.0,4.0,9.0,0.33,2022,7,6,22,2.75,260.0
2022-07-06 22:10:06,,26.0,64.0,51.0,22.5,91.0,447.0,24.0,94.0,51.0,2293.78,6.173,2.0,141.0,50.5238932,-84.8117904,6.173,9.0,7.0,4.0,9.0,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:07,,26.0,71.0,51.0,21.0,89.0,484.0,24.0,94.0,52.0,2300.41,6.511,2.0,141.0,50.5238273,-84.8117587,6.511,9.199999999999989,7.0,4.0,9.199999999999989,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:08,,26.0,76.0,52.0,20.5,86.0,481.0,22.0,91.0,54.0,2307.59,7.036,2.0,140.0,50.5237554,-84.8117227,7.036,9.199999999999989,7.0,4.0,9.199999999999989,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:09,,26.0,78.0,52.0,22.0,87.5,476.0,22.5,91.5,55.0,2315.38,7.591,2.0,139.0,50.5236754,-84.811686,7.591,9.399999999999977,7.0,4.0,9.399999999999977,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:10,,26.0,81.0,53.0,25.0,91.5,472.0,24.5,93.5,53.0,2323.79,8.157,2.0,141.0,50.5235906,-84.811645,8.157,9.600000000000023,7.0,4.0,9.600000000000023,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:11,,26.0,92.0,54.0,27.0,94.0,589.0,26.0,95.0,50.0,2332.91,8.927,2.0,139.0,50.5234987,-84.8115999,8.927,9.800000000000011,7.0,4.0,9.800000000000011,0.69,2022,7,6,22,2.75,260.0
2022-07-06 22:10:12,,26.0,99.0,54.0,25.5,90.0,683.0,25.5,92.5,47.0,2343.42,10.128,2.0,139.0,50.5233918,-84.81155,10.128,10.0,7.0,4.0,10.0,1.3,2022,7,6,22,2.75,260.0
2022-07-06 22:10:13,,26.0,101.0,55.0,24.5,84.5,714.0,25.5,92.5,44.0,2354.38,10.68,2.0,139.0,50.5232811,-84.8114992,10.68,10.399999999999977,8.0,4.0,10.399999999999977,1.58,2022,7,6,22,2.75,260.0
2022-07-06 22:10:14,,26.0,98.0,55.0,23.0,79.0,598.0,25.5,93.0,45.0,2364.83,10.462,2.0,137.0,50.5231738,-84.8114534,10.462,10.800000000000011,8.0,4.0,10.800000000000011,1.88,2022,7,6,22,2.75,260.0
2022-07-06 22:10:15,,26.0,73.0,55.0,22.5,76.5,471.0,24.5,89.5,50.0,2374.78,10.075,2.0,136.0,50.5230711,-84.8114123,10.075,10.800000000000011,8.0,4.0,10.800000000000011,2.13,2022,7,6,22,2.75,260.0
2022-07-06 22:10:16,,26.0,47.0,55.0,23.0,78.5,344.0,21.5,79.0,55.0,2384.5,9.859,2.0,137.0,50.5229736,-84.8113672,9.859,11.0,9.0,4.0,11.0,2.24,2022,7,6,22,2.75,260.0
2022-07-06 22:10:17,,26.0,22.0,55.0,23.5,81.0,218.0,18.5,68.5,60.0,2394.31,9.833,2.0,136.0,50.5228761,-84.8113128,9.833,11.0,9.0,4.0,11.0,2.22,2022,7,6,22,2.75,260.0
2022-07-06 22:10:18,,26.0,0.0,55.0,24.0,83.0,0.0,16.0,58.0,66.0,2403.71,9.491,2.0,135.0,50.5227828,-84.8112626,9.491,11.199999999999989,9.0,4.0,11.199999999999989,2.11,2022,7,6,22,2.75,260.0
2022-07-06 22:10:19,,26.0,0.0,55.0,24.5,85.5,0.0,13.0,47.5,71.0,2412.47,8.947,2.0,136.0,50.5226936,-84.8112213,8.947,11.199999999999989,9.0,4.0,11.199999999999989,1.92,2022,7,6,22,2.75,260.0
2022-07-06 22:10:20,,26.0,0.0,55.0,25.0,87.5,0.0,10.0,37.5,77.0,2420.66,8.39,2.0,137.0,50.5226097,-84.8111851,8.39,11.199999999999989,9.0,4.0,11.199999999999989,1.63,2022,7,6,22,2.75,260.0
2022-07-06 22:10:21,,26.0,0.0,55.0,25.5,89.5,0.0,7.5,27.0,82.0,2428.65,8.103,2.0,137.0,50.5225279,-84.8111487,8.103,11.199999999999989,9.0,4.0,11.199999999999989,1.28,2022,7,6,22,2.75,260.0
2022-07-06 22:10:22,,26.0,0.0,55.0,26.0,92.0,0.0,4.5,16.5,88.0,2436.57,7.962,2.0,135.0,50.5224478,-84.8111078,7.962,11.199999999999989,9.0,4.0,11.199999999999989,0.45,2022,7,6,22,2.75,260.0
2022-07-06 22:10:23,,26.0,8.0,55.0,26.0,94.0,29.0,1.5,6.0,93.0,2444.6,8.159,2.0,136.0,50.5223687,-84.8110625,8.159,11.0,9.0,4.0,11.0,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:24,,26.0,56.0,56.0,26.5,94.5,212.0,8.0,30.5,71.0,2453.15,8.73,2.0,140.0,50.5222849,-84.8110085,8.73,11.0,9.0,4.0,11.0,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:25,,26.0,85.0,56.0,27.0,92.0,434.0,24.0,92.0,49.0,2462.34,9.237,2.0,141.0,50.522196,-84.8109489,9.237,10.800000000000011,9.0,4.0,10.800000000000011,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:26,,26.0,78.0,57.0,26.0,92.0,485.0,24.0,91.5,48.0,2471.81,9.467,2.0,141.0,50.5221051,-84.8108944,9.467,10.399999999999977,9.0,4.0,10.399999999999977,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:27,,26.0,53.0,57.0,25.5,92.0,450.0,24.5,91.0,51.0,2481.44,9.498,2.0,142.0,50.5220113,-84.8108395,9.498,10.199999999999989,9.0,4.0,10.199999999999989,-0.57,2022,7,6,22,2.75,260.0
2022-07-06 22:10:28,,26.0,28.0,57.0,25.0,91.5,416.0,24.5,90.5,54.0,2491.14,9.424,2.0,143.0,50.5219153,-84.8107846,9.424,10.199999999999989,9.0,4.0,10.199999999999989,-1.15,2022,7,6,22,2.75,260.0
2022-07-06 22:10:29,,26.0,2.0,57.0,24.0,91.5,0.0,25.0,90.0,57.0,2500.37,8.82,2.0,143.0,50.5218243,-84.8107301,8.82,10.199999999999989,9.0,5.0,10.199999999999989,-1.44,2022,7,6,22,2.75,260.0
2022-07-06 22:10:30,,26.0,0.0,57.0,23.5,91.5,0.0,24.5,88.0,60.0,2508.7,8.225,2.0,144.0,50.5217424,-84.8106844,8.225,9.800000000000011,9.0,5.0,9.800000000000011,-1.64,2022,7,6,22,2.75,260.0
2022-07-06 22:10:31,,26.0,0.0,57.0,24.0,90.5,0.0,22.0,79.5,63.0,2516.13,7.741,2.0,145.0,50.5216696,-84.8106393,7.741,9.800000000000011,9.0,5.0,9.800000000000011,-1.71,2022,7,6,22,2.75,260.0
2022-07-06 22:10:32,,26.0,0.0,57.0,24.5,90.0,0.0,20.0,71.0,66.0,2522.36,6.61,2.0,145.0,50.5216102,-84.8105935,6.61,9.800000000000011,9.0,5.0,9.800000000000011,-1.62,2022,7,6,22,2.75,260.0
2022-07-06 22:10:33,,26.0,0.0,57.0,25.0,89.0,0.0,17.5,62.5,69.0,2527.68,5.629,2.0,144.0,50.5215601,-84.8105571,5.629,9.800000000000011,9.0,5.0,9.800000000000011,-1.43,2022,7,6,22,2.75,260.0
2022-07-06 22:10:34,,26.0,20.0,57.0,25.5,88.5,21.0,15.0,53.5,72.0,2533.19,5.524,2.0,144.0,50.5215076,-84.8105205,5.524,9.800000000000011,9.0,5.0,9.800000000000011,-1.19,2022,7,6,22,2.75,260.0
2022-07-06 22:10:35,,26.0,64.0,57.0,26.0,87.5,143.0,12.5,45.0,73.0,2538.85,6.056,2.0,145.0,50.521455,-84.8104795,6.056,9.600000000000023,9.0,5.0,9.600000000000023,-0.97,2022,7,6,22,2.75,260.0
2022-07-06 22:10:36,,26.0,76.0,57.0,24.5,91.0,424.0,17.0,68.5,68.0,2544.91,6.706,2.0,144.0,50.5213986,-84.8104386,6.706,9.600000000000023,9.0,5.0,9.600000000000023,-0.8,2022,7,6,22,2.75,260.0
2022-07-06 22:10:37,,26.0,80.0,58.0,21.5,90.0,507.0,19.5,85.5,63.0,2552.14,7.064,2.0,144.0,50.5213262,-84.8104023,7.064,9.800000000000011,9.0,5.0,9.800000000000011,-0.29,2022,7,6,22,2.75,260.0
2022-07-06 22:10:38,,26.0,84.0,58.0,20.0,87.0,484.0,20.0,91.5,58.0,2560.25,7.686,2.0,145.0,50.5212446,-84.8103573,7.686,9.600000000000023,9.0,5.0,9.600000000000023,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:39,,26.0,89.0,59.0,21.0,86.0,484.0,20.0,89.0,54.0,2569.03,8.501,3.0,145.0,50.5211587,-84.8103029,8.501,9.399999999999977,9.0,5.0,9.399999999999977,0.0,2022,7,6,22,2.75,260.0
2022-07-06 22:10:40,,26.0,78.0,59.0,22.0,87.5,459.0,18.5,84.5,50.0,2578.54,8.929,3.0,145.0,50.521066,-84.8102443,8.929,9.399999999999977,9.0,5.0,9.399999999999977,-0.39,2022,7,6,22,2.75,260.0
2022-07-06 22:10:41,,26.0,77.0,59.0,19.0,69.0,340.0,19.0,83.0,38.0,2588.71,9.435,3.0,145.0,50.5209683,-84.8101849,9.435,9.199999999999989,9.0,6.0,9.199999999999989,-0.77,2022,7,6,22,2.75,260.0
2022-07-06 22:10:42,,26.0,94.0,60.0,20.5,75.5,185.0,19.0,83.5,36.0,2599.26,9.911,2.0,144.0,50.5208611,-84.8101429,9.911,9.0,9.0,6.0,9.0,-0.95,2022,7,6,22,2.75,260.0
2022-07-06 22:10:43,,26.0,95.0,60.0,23.0,83.5,196.0,20.5,82.0,42.0,2609.83,10.095,2.0,143.0,50.5207507,-84.8101074,10.095,8.800000000000011,9.0,6.0,8.800000000000011,-1.14,2022,7,6,22,2.75,260.0
2022-07-06 22:10:44,,26.0,96.0,60.0,23.5,79.0,218.0,23.5,78.0,48.0,2620.67,10.271,2.0,143.0,50.5206408,-84.8100573,10.271,8.600000000000023,9.0,6.0,8.600000000000023,-1.34,2022,7,6,22,2.75,260.0
2022-07-06 22:10:45,,26.0,96.0,60.0,24.5,82.5,241.0,23.5,79.5,52.0,2631.74,10.346,2.0,141.0,50.5205278,-84.8100063,10.346,8.600000000000023,9.0,6.0,8.600000000000023,-1.48,2022,7,6,22,2.75,260.0
2022-07-06 22:10:46,,26.0,97.0,61.0,25.0,86.0,249.0,23.5,81.0,56.0,2643.04,10.454,2.0,140.0,50.5204105,-84.8099612,10.454,8.399999999999977,9.0,7.0,8.399999999999977,-1.51,2022,7,6,22,2.75,260.0
