ascent,descent,timestamp,battery_soc,cadence,left_right_balance,power,calories,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_torque_effectiveness,position_lat,position_long,right_pedal_smoothness,right_torque_effectiveness,speed,distance,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
13,9,2023-04-20 22:15:14,,1.0,,0.0,87.0,3.981,2.0,,,50.5132055,-84.8142882,,,3.981,2870.02,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:15,,0.0,,0.0,87.0,2.413,2.0,,,50.5131782,-84.8142973,,,2.413,2872.73,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:16,,0.0,,0.0,87.0,2.075,2.0,,,50.51316,-84.8142791,,,2.075,2874.62,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:17,,0.0,,0.0,87.0,0.989,2.0,,,50.5131509,-84.8142609,,,0.989,2875.57,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:18,,0.0,,0.0,87.0,0.0,2.0,,,50.5131463,-84.8142518,,,0.0,2875.57,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:19,,0.0,,0.0,87.0,0.0,2.0,,,50.5131509,-84.8142518,,,0.0,2875.57,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:20,,0.0,,0.0,87.0,0.0,2.0,,,50.5131463,-84.8142427,,,0.0,2875.57,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:21,,0.0,,0.0,87.0,0.0,2.0,,,50.5131463,-84.8142427,,,0.0,2875.57,13.0,34.0,34.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:45,,0.0,,0.0,87.0,2.033,1.0,,,50.5131327,-84.8142427,,,2.033,2875.57,13.0,34.0,34.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:46,,11.0,,7.0,87.0,2.604,1.0,,,50.5131054,-84.8142609,,,2.604,2878.54,13.0,34.0,34.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:47,,32.0,,28.0,87.0,3.262,1.0,20.0,100.0,50.5130826,-84.8142973,27.0,94.0,3.262,2881.49,13.0,34.0,34.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:48,,44.0,,60.0,87.0,3.643,1.0,24.0,100.0,50.5130507,-84.8143246,27.0,94.0,3.643,2884.88,13.0,34.200000000000045,34.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:49,,62.0,,262.0,87.0,4.299,1.0,28.0,100.0,50.5130098,-84.8143337,27.0,94.0,4.299,2888.83,13.0,34.0,34.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:50,,84.0,56.0,372.0,88.0,5.57,1.0,30.0,99.5,50.5129597,-84.8143246,33.5,98.5,5.57,2893.83,13.0,34.0,34.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:51,,94.0,49.0,424.0,88.0,6.291,1.0,25.5,87.0,50.5129006,-84.8142973,31.0,97.0,6.291,2899.91,13.0,34.0,34.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:52,,98.0,55.0,410.0,89.0,6.615,1.0,23.0,82.0,50.5128368,-84.8142609,28.5,95.0,6.615,2906.37,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:53,,94.0,61.0,366.0,89.0,6.873,2.0,27.0,90.5,50.5127731,-84.8142245,28.5,95.0,6.873,2913.04,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:54,,91.0,58.0,362.0,89.0,7.361,2.0,30.5,99.0,50.5127003,-84.814179,28.5,95.0,7.361,2920.32,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:55,,92.0,56.0,375.0,90.0,7.634,2.0,29.5,99.0,50.5126229,-84.8141426,28.5,99.0,7.634,2927.91,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:56,,94.0,62.0,345.0,90.0,7.686,2.0,27.5,95.0,50.5125456,-84.8140971,26.0,95.5,7.686,2935.57,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:57,,93.0,60.0,322.0,90.0,7.89,2.0,25.5,89.5,50.5124682,-84.8140607,24.0,94.0,7.89,2943.34,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:58,,92.0,57.0,305.0,91.0,7.961,2.0,25.5,86.0,50.5123908,-84.8140151,23.0,95.5,7.961,2951.17,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:59,,88.0,54.0,290.0,91.0,7.938,2.0,27.0,91.5,50.5123135,-84.8139696,20.5,94.5,7.938,2959.07,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:00,,88.0,52.0,278.0,91.0,7.92,2.0,24.5,87.0,50.5122361,-84.8139241,20.5,94.5,7.92,2967.08,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:01,,88.0,53.0,267.0,92.0,7.905,2.0,22.5,81.0,50.5121542,-84.8138786,22.0,91.5,7.905,2974.99,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:02,,88.0,55.0,257.0,92.0,7.892,2.0,21.5,75.5,50.5120768,-84.8138422,24.5,86.5,7.892,2982.91,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:03,,89.0,56.0,233.0,92.0,7.767,2.0,22.5,77.0,50.5119994,-84.8137967,23.5,86.0,7.767,2990.81,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:04,,74.0,57.0,216.0,92.0,6.91,2.0,21.5,74.0,50.5119221,-84.8137603,21.5,79.0,6.91,2998.16,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:05,,55.0,56.0,193.0,92.0,5.786,2.0,22.5,77.5,50.5118538,-84.8137421,21.0,77.0,5.786,3004.53,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:06,,35.0,56.0,170.0,92.0,5.1,2.0,24.5,83.0,50.5118037,-84.8137512,21.5,77.5,5.1,3009.72,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:07,,16.0,55.0,147.0,93.0,5.295,2.0,26.0,88.0,50.5117537,-84.8137967,21.5,77.5,5.295,3014.97,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:08,,85.0,55.0,245.0,93.0,6.056,2.0,28.0,93.5,50.5117082,-84.8138604,22.0,78.0,6.056,3021.34,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:09,,87.0,56.0,319.0,93.0,5.597,2.0,28.5,96.0,50.5116763,-84.8139423,28.5,95.0,5.597,3027.87,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:10,,90.0,56.0,328.0,93.0,5.569,2.0,26.5,91.0,50.5116672,-84.8140425,28.5,96.0,5.569,3034.86,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:11,,88.0,54.0,294.0,94.0,6.619,2.0,23.5,83.0,50.51169,-84.8141517,26.0,90.5,6.619,3042.75,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:12,,79.0,52.0,262.0,94.0,6.887,2.0,19.5,71.5,50.5117173,-84.8142518,24.5,87.0,6.887,3050.25,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:13,,61.0,53.0,166.0,94.0,6.254,2.0,11.0,49.5,50.5117446,-84.8143428,25.0,87.0,6.254,3056.95,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:14,,38.0,55.0,124.0,94.0,5.233,2.0,14.5,57.5,50.5117673,-84.8144247,24.0,85.5,5.233,3063.05,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:15,,16.0,57.0,83.0,94.0,4.687,2.0,18.5,65.0,50.511781,-84.8144976,23.5,84.5,4.687,3068.11,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:16,,0.0,59.0,0.0,94.0,4.571,2.0,22.0,73.0,50.5117855,-84.8145613,22.5,83.5,4.571,3072.41,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:17,,1.0,61.0,0.0,94.0,4.965,2.0,25.5,80.5,50.5117946,-84.8146341,22.0,82.0,4.965,3077.51,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:18,,39.0,61.0,87.0,94.0,5.875,2.0,29.0,88.5,50.5118083,-84.8147251,21.0,81.0,5.875,3083.68,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:19,,60.0,58.0,170.0,94.0,6.242,2.0,33.0,96.5,50.5118265,-84.814807,20.5,79.5,6.242,3090.03,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:20,,68.0,55.0,250.0,95.0,6.618,2.0,31.0,100.0,50.5118492,-84.8148981,22.5,87.0,6.618,3096.76,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:21,,80.0,52.0,412.0,95.0,7.11,2.0,27.5,99.5,50.511872,-84.8149982,26.5,98.5,7.11,3104.1,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:22,,85.0,50.0,410.0,96.0,7.272,2.0,31.5,99.0,50.5118993,-84.8150983,27.0,98.0,7.272,3111.43,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:23,,88.0,51.0,377.0,96.0,7.269,2.0,28.0,96.0,50.5119266,-84.8151984,30.0,99.0,7.269,3118.6,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:24,,89.0,53.0,329.0,96.0,7.208,2.0,26.0,92.5,50.5119494,-84.8152986,28.5,98.0,7.208,3125.64,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:25,,89.0,53.0,278.0,96.0,7.129,2.0,24.0,82.5,50.5119676,-84.8153987,25.0,93.5,7.129,3132.8,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:26,,90.0,53.0,233.0,97.0,7.269,2.0,21.5,69.0,50.511963,-84.8155079,21.5,85.5,7.269,3140.29,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:27,,72.0,54.0,149.0,97.0,7.492,2.0,17.5,60.5,50.5119357,-84.815608,19.0,74.0,7.492,3147.83,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:28,,48.0,54.0,129.0,97.0,7.02,2.0,10.5,76.5,50.5119084,-84.8156991,18.0,68.5,7.02,3154.7,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:29,,42.0,15.0,97.0,97.0,6.437,2.0,3.5,92.5,50.5118857,-84.815781,17.0,63.0,6.437,3160.91,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:30,,57.0,49.0,88.0,97.0,6.36,2.0,7.0,88.0,50.5118538,-84.8158629,9.5,62.0,6.36,3167.25,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:31,,82.0,77.0,98.0,97.0,6.174,2.0,19.0,75.5,50.5118219,-84.8159448,4.0,64.0,6.174,3173.39,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:32,,82.0,72.0,132.0,97.0,5.761,2.0,28.5,88.0,50.5117855,-84.8159994,17.0,66.5,5.761,3178.62,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:33,,81.0,68.0,165.0,98.0,5.601,2.0,26.0,82.0,50.5117491,-84.8160631,19.0,71.5,5.601,3183.94,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:34,,69.0,54.0,209.0,98.0,5.507,2.0,23.0,76.0,50.5117036,-84.8161178,20.5,76.5,5.507,3190.0,13.0,34.0,34.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:35,,48.0,,178.0,98.0,5.218,2.0,,,50.5116581,-84.8161633,,,5.218,3195.11,13.0,34.200000000000045,34.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:36,,26.0,,147.0,98.0,4.825,2.0,,,50.5116262,-84.8162179,,,4.825,3199.83,13.0,34.200000000000045,34.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:37,,4.0,,0.0,98.0,4.052,2.0,,,50.5116126,-84.8162634,,,4.052,3203.62,13.0,34.200000000000045,34.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:38,,0.0,,0.0,98.0,3.615,2.0,,,50.5115944,-84.8163089,,,3.615,3207.09,13.0,34.200000000000045,34.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:39,,0.0,,0.0,98.0,3.412,2.0,,,50.5115716,-84.8163453,,,3.412,3210.43,13.0,34.200000000000045,34.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:40,,0.0,,0.0,98.0,2.672,2.0,,,50.5115534,-84.8163726,,,2.672,3212.86,13.0,34.200000000000045,34.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:41,,0.0,,0.0,98.0,1.98,2.0,,,50.5115398,-84.8163817,,,1.98,3214.6,13.0,34.200000000000045,34.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:42,,0.0,,0.0,98.0,0.925,2.0,,,50.5115261,-84.8163908,,,0.925,3215.45,13.0,34.39999999999998,34.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:43,,0.0,,0.0,98.0,0.0,2.0,,,50.5115216,-84.8163908,,,0.0,3215.45,13.0,34.39999999999998,34.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:44,,0.0,,0.0,98.0,0.0,2.0,,,50.511517,-84.8163999,,,0.0,3215.45,13.0,34.39999999999998,34.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:45,,0.0,,0.0,98.0,0.0,2.0,,,50.511517,-84.8163999,,,0.0,3215.45,13.0,34.39999999999998,34.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:16:46,,0.0,,0.0,98.0,0.0,2.0,,,50.511517,-84.8163999,,,0.0,3215.45,13.0,34.39999999999998,34.39999999999998,0.0,2023,4,20,22,2.77,49.0
