ascent,descent,timestamp,battery_soc,cadence,left_right_balance,power,calories,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_torque_effectiveness,position_lat,position_long,right_pedal_smoothness,right_torque_effectiveness,speed,distance,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
13,9,2023-04-20 22:13:18,,41.0,27.0,110.0,65.0,7.367,3.0,2.5,21.0,50.5184939,-84.8090544,11.5,43.5,7.367,2101.58,13.0,32.60000000000002,32.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:19,,31.0,36.0,102.0,65.0,7.209,3.0,3.0,25.0,50.5184165,-84.809018,9.0,34.0,7.209,2109.21,13.0,32.60000000000002,32.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:20,,22.0,44.0,37.0,65.0,8.146,3.0,3.5,29.0,50.51833,-84.8089816,6.5,24.0,8.146,2117.71,13.0,32.39999999999998,32.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:21,,15.0,46.0,31.0,65.0,8.27,3.0,5.5,35.0,50.5182436,-84.8089543,5.5,20.5,8.27,2125.99,13.0,32.39999999999998,32.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:22,,7.0,48.0,25.0,65.0,7.206,3.0,8.5,41.0,50.5181707,-84.808927,5.0,18.5,7.206,2132.84,13.0,32.200000000000045,32.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:23,,0.0,50.0,0.0,65.0,7.237,3.0,11.0,47.0,50.5180979,-84.8088906,4.5,16.5,7.237,2140.1,13.0,32.200000000000045,32.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:24,,0.0,51.0,0.0,65.0,7.755,3.0,14.0,53.0,50.518016,-84.8088542,4.0,14.5,7.755,2148.04,13.0,32.39999999999998,32.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:25,,0.0,53.0,0.0,65.0,6.958,3.0,16.5,59.0,50.5179477,-84.8088178,3.5,13.0,6.958,2154.72,13.0,32.39999999999998,32.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:26,,0.0,55.0,0.0,65.0,6.486,3.0,19.5,65.0,50.5178886,-84.8087814,3.0,11.0,6.486,2161.05,13.0,32.60000000000002,32.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:27,,0.0,57.0,0.0,65.0,6.357,3.0,22.0,71.0,50.5178249,-84.808745,2.5,9.0,6.357,2167.35,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:28,,0.0,59.0,0.0,65.0,5.428,3.0,25.0,77.0,50.5177748,-84.8087177,2.0,7.0,5.428,2172.48,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:29,,0.0,61.0,0.0,65.0,4.811,3.0,27.5,83.5,50.5177293,-84.8086994,1.5,5.0,4.811,2177.08,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:30,,4.0,62.0,0.0,65.0,4.878,3.0,30.5,89.5,50.5176792,-84.8086812,1.0,3.0,4.878,2181.93,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:31,,47.0,64.0,41.0,65.0,4.965,3.0,33.0,95.5,50.5176292,-84.8086539,0.5,1.5,4.965,2186.9,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:32,,64.0,62.0,156.0,65.0,5.023,3.0,35.0,99.5,50.5175745,-84.8086266,3.0,10.5,5.023,2192.0,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:33,,69.0,58.0,261.0,66.0,4.92,3.0,34.0,99.5,50.5175245,-84.8086084,13.5,44.5,4.92,2196.91,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:34,,48.0,53.0,250.0,66.0,4.382,3.0,28.5,94.5,50.5174926,-84.8085811,30.5,90.5,4.382,2201.1,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:35,,52.0,54.0,200.0,66.0,4.502,3.0,19.0,90.0,50.5174699,-84.8085174,29.0,96.0,4.502,2205.56,13.0,33.200000000000045,33.200000000000045,0.08,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:36,,73.0,55.0,196.0,66.0,5.43,3.0,16.5,88.5,50.517438,-84.8084446,24.5,88.0,5.43,2211.3,13.0,33.200000000000045,33.200000000000045,0.88,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:37,,77.0,55.0,224.0,67.0,5.787,3.0,20.0,89.0,50.5174016,-84.8083718,19.5,73.5,5.787,2217.31,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:38,,63.0,56.0,269.0,67.0,5.252,3.0,24.0,86.5,50.5173697,-84.8083081,14.5,53.5,5.252,2222.33,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:39,,45.0,57.0,172.0,67.0,4.609,3.0,28.0,84.0,50.5173424,-84.8082625,9.0,33.5,4.609,2226.72,13.0,33.200000000000045,33.200000000000045,-0.01,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:40,,51.0,56.0,156.0,67.0,4.652,3.0,32.5,82.0,50.517306,-84.8082261,3.5,13.5,4.652,2231.44,13.0,33.0,33.0,-0.12,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:41,,76.0,55.0,174.0,67.0,5.115,3.0,33.5,85.0,50.5172651,-84.8081715,8.5,27.0,5.115,2236.71,13.0,33.0,33.0,-0.35,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:42,,82.0,53.0,209.0,68.0,5.493,3.0,32.5,92.0,50.5172241,-84.8081169,22.0,64.5,5.493,2242.03,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:43,,88.0,51.0,324.0,68.0,5.674,3.0,31.0,97.5,50.5171831,-84.8080532,33.5,99.5,5.674,2247.62,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:44,,88.0,55.0,279.0,68.0,5.773,3.0,26.5,87.0,50.5171376,-84.8079895,30.5,98.0,5.773,2253.92,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:45,,72.0,61.0,233.0,68.0,5.767,3.0,26.0,86.0,50.5170921,-84.8079258,28.5,95.5,5.767,2259.66,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:46,,45.0,57.0,187.0,68.0,5.598,3.0,26.5,86.5,50.5170466,-84.8078802,27.0,92.0,5.598,2265.2,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:47,,18.0,52.0,141.0,68.0,5.081,3.0,27.5,87.0,50.5170057,-84.8078347,25.5,89.0,5.081,2270.33,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:48,,0.0,46.0,0.0,68.0,4.447,3.0,28.0,87.5,50.5169738,-84.8077801,24.0,85.5,4.447,2274.91,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:49,,0.0,41.0,0.0,68.0,3.656,3.0,28.0,88.0,50.5169465,-84.8077346,24.0,86.5,3.656,2278.69,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:50,,0.0,35.0,0.0,68.0,2.873,3.0,28.0,88.5,50.5169192,-84.8077164,25.0,88.0,2.873,2281.79,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:51,,0.0,30.0,0.0,68.0,2.911,2.0,28.0,89.0,50.5168828,-84.8077255,25.5,89.5,2.911,2285.26,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:52,,20.0,24.0,53.0,68.0,3.518,2.0,28.0,89.5,50.5168373,-84.8077437,26.5,91.5,3.518,2289.43,13.0,33.39999999999998,33.39999999999998,0.08,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:53,,44.0,22.0,156.0,69.0,4.156,2.0,28.5,90.5,50.5167963,-84.807771,27.0,93.0,4.156,2293.93,13.0,33.39999999999998,33.39999999999998,1.39,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:54,,64.0,51.0,254.0,69.0,4.957,2.0,28.5,91.0,50.5167462,-84.8078074,28.0,94.5,4.957,2299.24,13.0,33.39999999999998,33.39999999999998,1.71,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:55,,75.0,55.0,326.0,69.0,5.812,2.0,28.5,91.5,50.5166916,-84.8078529,28.5,96.5,5.812,2305.31,13.0,33.39999999999998,33.39999999999998,1.73,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:56,,83.0,52.0,388.0,70.0,6.221,2.0,28.5,92.0,50.5166325,-84.8079076,29.5,98.0,6.221,2311.64,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:57,,90.0,49.0,389.0,70.0,6.518,2.0,28.5,92.5,50.5165778,-84.8079622,30.0,99.5,6.518,2318.13,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:58,,91.0,54.0,312.0,70.0,6.813,2.0,29.5,94.5,50.5165278,-84.8080259,28.0,97.0,6.813,2324.78,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:13:59,,87.0,69.0,274.0,71.0,7.074,2.0,30.0,96.5,50.5164732,-84.8080987,26.0,94.5,7.074,2331.72,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:00,,83.0,64.0,257.0,71.0,7.386,2.0,30.0,96.5,50.5164186,-84.8081806,25.0,93.0,7.386,2339.1,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:01,,80.0,61.0,261.0,71.0,7.726,2.0,29.5,95.0,50.5163594,-84.8082534,24.5,92.0,7.726,2346.83,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:02,,84.0,60.0,269.0,71.0,7.962,2.0,29.0,93.5,50.5163002,-84.8083263,24.0,91.5,7.962,2354.39,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:03,,87.0,56.0,312.0,72.0,8.163,2.0,28.0,92.0,50.516232,-84.8083991,23.5,90.5,8.163,2362.49,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:04,,89.0,53.0,314.0,72.0,8.378,2.0,27.5,92.0,50.5161546,-84.808481,23.0,92.5,8.378,2371.54,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:05,,91.0,57.0,310.0,72.0,8.541,2.0,27.0,90.0,50.5160863,-84.8085629,23.0,92.5,8.541,2380.03,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:06,,93.0,57.0,307.0,73.0,8.614,2.0,26.5,86.5,50.5160135,-84.8086448,23.0,90.5,8.614,2388.75,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:07,,94.0,51.0,278.0,73.0,8.637,2.0,24.5,79.5,50.5159361,-84.8087177,23.0,91.5,8.637,2397.62,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:08,,95.0,54.0,234.0,73.0,8.661,2.0,22.5,73.0,50.5158588,-84.8087996,23.0,92.5,8.661,2406.45,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:09,,95.0,55.0,204.0,73.0,8.688,2.0,22.0,73.0,50.515786,-84.8088724,22.0,88.0,8.688,2415.01,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:10,,93.0,55.0,208.0,74.0,8.601,2.0,23.0,77.5,50.5157131,-84.8089452,20.0,79.5,8.601,2423.61,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:11,,70.0,50.0,217.0,74.0,7.771,2.0,25.0,82.0,50.5156403,-84.809018,18.5,72.5,7.771,2432.05,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:12,,46.0,33.0,225.0,74.0,6.724,2.0,36.0,87.0,50.5155857,-84.8090908,19.0,73.5,6.724,2439.26,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:13,,42.0,15.0,195.0,74.0,6.642,2.0,47.0,91.5,50.5155311,-84.8091546,19.5,74.0,6.642,2445.89,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:14,,55.0,61.0,214.0,74.0,6.976,2.0,42.0,96.5,50.5154765,-84.8092092,10.0,80.5,6.976,2452.65,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:15,,76.0,65.0,251.0,75.0,7.474,2.0,31.5,99.5,50.5154128,-84.809282,9.0,90.0,7.474,2459.86,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:16,,83.0,49.0,391.0,75.0,8.169,2.0,27.0,97.0,50.5153536,-84.8093548,31.0,98.5,8.169,2467.6,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:17,,86.0,50.0,372.0,76.0,8.311,2.0,25.0,91.0,50.5152899,-84.8094367,27.0,97.5,8.311,2475.8,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:18,,89.0,43.0,334.0,76.0,8.087,2.0,21.0,76.0,50.5152262,-84.8095186,25.0,96.0,8.087,2483.99,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:19,,89.0,53.0,291.0,76.0,7.731,2.0,19.5,69.0,50.5151625,-84.8095824,24.5,95.5,7.731,2491.74,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:20,,61.0,58.0,165.0,76.0,7.035,2.0,19.0,67.5,50.5150987,-84.8096552,24.5,95.5,7.035,2499.15,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:21,,30.0,60.0,114.0,76.0,6.896,2.0,21.0,68.5,50.515035,-84.8097189,23.5,92.0,6.896,2506.4,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:22,,61.0,60.0,222.0,77.0,7.388,2.0,38.5,83.0,50.5149759,-84.8097735,17.0,65.5,7.388,2513.73,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:23,,81.0,46.0,369.0,77.0,7.835,2.0,34.0,94.5,50.5149121,-84.8098554,29.0,89.0,7.835,2521.37,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:24,,87.0,44.0,475.0,78.0,8.089,2.0,32.0,98.5,50.5148484,-84.8099465,34.5,100.0,8.089,2529.88,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:25,,91.0,51.0,485.0,78.0,8.272,2.0,28.5,92.0,50.5147938,-84.8100466,34.5,100.0,8.272,2538.51,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:26,,89.0,61.0,280.0,78.0,8.533,2.0,21.0,80.0,50.5147438,-84.8101467,34.5,100.0,8.533,2546.93,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:27,,87.0,68.0,253.0,78.0,8.658,2.0,23.0,86.0,50.5146891,-84.8102559,34.5,100.0,8.658,2555.99,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:28,,86.0,55.0,249.0,79.0,8.667,2.0,22.0,81.5,50.5146345,-84.8103743,30.5,91.5,8.667,2565.41,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:29,,86.0,53.0,245.0,79.0,8.681,2.0,21.0,76.0,50.5145845,-84.8104835,25.5,82.0,8.681,2574.62,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:30,,85.0,54.0,221.0,79.0,8.518,2.0,19.0,69.0,50.5145344,-84.8106018,22.0,74.0,8.518,2583.92,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:31,,68.0,57.0,151.0,79.0,8.342,2.0,16.0,61.5,50.5144889,-84.8107201,20.0,70.0,8.342,2592.91,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:32,,42.0,61.0,113.0,79.0,7.552,2.0,18.0,67.5,50.5144525,-84.8108203,17.0,73.5,7.552,2601.16,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:33,,16.0,66.0,75.0,79.0,5.858,2.0,20.5,74.0,50.5144252,-84.8109204,13.5,76.5,5.858,2608.32,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:34,,0.0,70.0,0.0,79.0,4.75,2.0,23.0,80.5,50.5144024,-84.8109932,10.0,80.0,4.75,2613.82,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:35,,25.0,75.0,16.0,79.0,4.726,2.0,25.5,86.5,50.5143751,-84.8110569,7.0,83.0,4.726,2618.83,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:36,,31.0,79.0,33.0,79.0,5.141,2.0,28.0,93.0,50.5143478,-84.8111206,3.5,86.5,5.141,2623.96,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:37,,60.0,81.0,240.0,80.0,5.675,2.0,30.5,99.5,50.5143159,-84.8111935,0.5,90.0,5.675,2629.43,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:38,,74.0,67.0,299.0,80.0,5.876,2.0,29.0,95.5,50.5142841,-84.8112572,10.0,93.0,5.876,2635.28,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:39,,77.0,52.0,303.0,80.0,5.933,2.0,28.0,91.0,50.5142522,-84.81133,21.5,96.5,5.933,2641.09,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:40,,74.0,57.0,269.0,80.0,6.018,2.0,24.0,81.0,50.5142204,-84.8114119,26.0,95.5,6.018,2647.36,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:41,,55.0,66.0,241.0,80.0,5.789,2.0,17.0,65.0,50.5141885,-84.8114847,21.5,88.5,5.789,2653.63,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:42,,36.0,66.0,213.0,80.0,5.649,2.0,15.0,57.5,50.5141567,-84.8115666,20.0,83.5,5.649,2659.49,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:43,,16.0,66.0,185.0,80.0,5.644,2.0,12.5,50.0,50.5141339,-84.8116395,19.0,78.5,5.644,2665.03,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:44,,0.0,66.0,0.0,80.0,5.255,2.0,10.5,42.0,50.5141066,-84.8117032,17.5,73.5,5.255,2670.17,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:45,,8.0,66.0,1.0,80.0,4.821,2.0,8.0,34.5,50.5140838,-84.8117669,16.5,68.5,4.821,2674.83,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:46,,13.0,65.0,2.0,80.0,4.462,2.0,6.0,27.0,50.5140611,-84.8118215,15.0,63.5,4.462,2679.17,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:47,,17.0,65.0,3.0,80.0,3.844,2.0,4.0,19.5,50.5140429,-84.811867,14.0,58.5,3.844,2682.82,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:48,,21.0,65.0,5.0,80.0,3.005,2.0,12.0,36.5,50.5140338,-84.8119034,14.0,55.5,3.005,2685.54,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:49,,28.0,65.0,11.0,80.0,2.461,2.0,26.0,66.0,50.5140292,-84.8119307,15.0,52.5,2.461,2687.83,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:50,,51.0,62.0,23.0,81.0,2.645,2.0,35.5,90.0,50.5140201,-84.8119671,14.0,53.0,2.645,2690.53,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:51,,62.0,54.0,168.0,81.0,3.48,2.0,24.5,88.5,50.5140156,-84.8120218,1.0,69.0,3.48,2694.3,13.0,33.799999999999955,33.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:52,,71.0,47.0,201.0,81.0,4.271,2.0,26.5,88.5,50.5140065,-84.8120855,22.5,85.5,4.271,2698.79,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:53,,77.0,39.0,202.0,81.0,4.808,2.0,21.5,70.0,50.5139883,-84.8121583,32.5,91.5,4.808,2703.77,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:54,,84.0,50.0,222.0,81.0,5.457,2.0,22.5,69.5,50.5139701,-84.8122402,27.0,80.0,5.457,2709.54,13.0,33.60000000000002,33.60000000000002,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:55,,93.0,60.0,289.0,82.0,6.068,2.0,34.5,100.0,50.5139519,-84.8123221,16.5,62.5,6.068,2715.79,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:56,,95.0,56.0,485.0,82.0,6.662,2.0,28.0,98.5,50.51392,-84.8124132,21.5,93.5,6.662,2722.63,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:57,,98.0,52.0,487.0,83.0,7.156,2.0,31.0,99.0,50.5138836,-84.8125042,24.0,98.0,7.156,2729.95,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:58,,88.0,28.0,451.0,83.0,7.261,2.0,24.0,77.0,50.5138472,-84.8126043,25.0,98.5,7.261,2737.22,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:14:59,,71.0,28.0,330.0,83.0,7.327,2.0,19.5,65.5,50.5138153,-84.8126953,26.5,98.5,7.327,2744.54,13.0,33.39999999999998,33.39999999999998,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:00,,75.0,42.0,214.0,84.0,7.545,2.0,25.0,82.0,50.513788,-84.8128046,29.5,99.0,7.545,2752.17,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:01,,86.0,51.0,370.0,84.0,7.874,2.0,30.5,99.0,50.5137607,-84.8129138,32.5,99.5,7.874,2760.16,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:02,,88.0,50.0,397.0,84.0,8.135,2.0,29.0,96.5,50.5137243,-84.813023,31.5,99.5,8.135,2768.42,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:03,,91.0,50.0,380.0,85.0,8.396,2.0,26.5,93.0,50.5136879,-84.8131231,30.5,99.5,8.396,2776.74,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:04,,93.0,50.0,343.0,85.0,8.611,2.0,25.0,90.0,50.5136469,-84.8132415,29.5,98.5,8.611,2785.32,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:05,,94.0,50.0,324.0,85.0,8.703,2.0,27.0,90.5,50.5136014,-84.8133598,28.0,92.5,8.703,2794.21,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:06,,96.0,50.0,307.0,86.0,8.786,2.0,24.0,81.5,50.5135605,-84.813469,28.0,91.5,8.786,2803.03,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:07,,96.0,50.0,297.0,86.0,8.899,2.0,24.0,85.0,50.5135195,-84.8135873,26.0,87.5,8.899,2811.95,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:08,,97.0,50.0,313.0,86.0,9.042,2.0,24.0,86.0,50.513474,-84.8137057,24.0,86.5,9.042,2821.06,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:09,,99.0,50.0,305.0,87.0,9.1,2.0,20.5,72.5,50.513433,-84.813824,24.5,89.0,9.1,2830.26,13.0,32.799999999999955,32.799999999999955,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:10,,77.0,50.0,248.0,87.0,8.926,2.0,12.0,42.5,50.5133875,-84.8139423,24.5,86.5,8.926,2839.38,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:11,,57.0,50.0,201.0,87.0,8.756,2.0,3.0,12.5,50.5133466,-84.8140607,25.0,84.0,8.756,2848.35,13.0,33.0,33.0,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:12,,39.0,,159.0,87.0,8.63,2.0,,,50.513301,-84.8141699,,,8.63,2856.94,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
13,9,2023-04-20 22:15:13,,20.0,,118.0,87.0,7.086,2.0,,,50.513251,-84.8142518,,,7.086,2864.69,13.0,33.200000000000045,33.200000000000045,0.0,2023,4,20,22,2.77,49.0
