altitude,battery_soc,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,timestamp,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
162.20000000000005,62.0,0.0,162.20000000000005,12.23,4,-0.76,52.1446491,-86.2442119,12.23,2022-04-16 14:34:11,,,,,,,,,2022,4,16,14,4.58,126.0
162.20000000000005,,12.67,162.20000000000005,12.013,4,-0.86,52.1447674,-86.2441193,12.013,2022-04-16 14:34:12,,,,,,,,,2022,4,16,14,4.58,126.0
162.20000000000005,,24.95,162.20000000000005,11.609,4,-0.98,52.144884,-86.2440342,11.609,2022-04-16 14:34:13,105.0,16.5,44.0,64.0,83.0,22.5,73.0,15.0,2022,4,16,14,4.58,126.0
162.0,,36.28,162.0,11.522,4,-0.97,52.1449799,-86.243931,11.522,2022-04-16 14:34:14,36.0,16.5,44.0,64.0,44.0,22.5,73.0,15.0,2022,4,16,14,4.58,126.0
161.79999999999995,,47.95,161.79999999999995,11.786,4,-0.95,52.1450874,-86.2438423,11.786,2022-04-16 14:34:15,36.0,15.5,49.0,60.5,37.0,22.5,73.0,15.0,2022,4,16,14,4.58,126.0
161.60000000000002,,58.98,161.60000000000002,11.279,4,-1.05,52.1451802,-86.243741,11.279,2022-04-16 14:34:16,36.0,14.5,54.0,56.5,30.0,23.0,73.0,15.0,2022,4,16,14,4.58,126.0
161.0,,68.47,161.0,10.997,4,-1.11,52.145263,-86.2436594,10.997,2022-04-16 14:34:17,36.0,13.5,59.0,53.0,24.0,23.0,73.0,15.0,2022,4,16,14,4.58,126.0
160.39999999999998,,77.89,160.39999999999998,10.445,4,-1.67,52.1453615,-86.2436396,10.445,2022-04-16 14:34:18,36.0,12.5,64.0,49.5,17.0,23.5,73.0,15.0,2022,4,16,14,4.58,126.0
160.20000000000005,,89.61,160.20000000000005,9.61,4,-2.64,52.1454697,-86.2435519,9.61,2022-04-16 14:34:19,36.0,11.5,69.0,46.0,10.0,23.5,73.0,15.0,2022,4,16,14,4.58,126.0
160.0,,98.72,160.0,8.026,3,-3.13,52.1455595,-86.2434983,8.026,2022-04-16 14:34:20,36.0,10.5,74.0,42.5,3.0,24.0,73.0,15.0,2022,4,16,14,4.58,126.0
160.0,,107.77,160.0,8.793,3,-3.19,52.1456564,-86.2435079,8.793,2022-04-16 14:34:21,0.0,10.0,79.0,40.5,0.0,24.0,73.0,15.0,2022,4,16,14,4.58,126.0
160.20000000000005,,116.98,160.20000000000005,9.649,3,-2.94,52.1457359,-86.2435886,9.649,2022-04-16 14:34:22,0.0,10.0,84.0,40.5,0.0,24.0,73.0,15.0,2022,4,16,14,4.58,126.0
160.20000000000005,,127.17,160.20000000000005,9.746,3,-2.07,52.1457989,-86.2437118,9.746,2022-04-16 14:34:23,1.0,10.0,88.0,41.0,0.0,23.5,72.0,15.0,2022,4,16,14,4.58,126.0
160.0,,136.95,160.0,10.185,3,-1.04,52.1458525,-86.2438363,10.185,2022-04-16 14:34:24,35.0,22.0,57.0,77.0,341.0,4.5,13.5,15.0,2022,4,16,14,4.58,126.0
159.60000000000002,,147.78,159.60000000000002,10.605,3,-0.44,52.1459093,-86.2439762,10.605,2022-04-16 14:34:25,69.0,26.5,53.0,92.5,425.0,19.0,56.0,15.0,2022,4,16,14,4.58,126.0
159.39999999999998,,158.79,159.39999999999998,10.916,3,-0.49,52.1459676,-86.244118,10.916,2022-04-16 14:34:26,91.0,28.0,55.0,97.5,496.0,31.0,91.0,15.0,2022,4,16,14,4.58,126.0
159.0,,170.52,159.0,11.647,3,-1.44,52.1460306,-86.2442684,11.647,2022-04-16 14:34:27,95.0,26.0,52.0,93.5,380.0,31.0,91.0,15.0,2022,4,16,14,4.58,126.0
158.39999999999998,,182.46,158.39999999999998,11.999,2,-2.65,52.1460958,-86.2444206,11.999,2022-04-16 14:34:28,99.0,25.5,53.0,92.5,243.0,31.0,91.0,15.0,2022,4,16,14,4.58,126.0
157.79999999999995,,195.01,157.79999999999995,12.766,3,-3.19,52.1461639,-86.2445808,12.766,2022-04-16 14:34:29,101.0,23.0,56.0,86.5,279.0,28.5,86.0,15.0,2022,4,16,14,4.58,126.0
157.39999999999998,,208.23,157.39999999999998,13.111,3,-3.25,52.1462451,-86.2447414,13.111,2022-04-16 14:34:30,103.0,21.5,51.0,79.0,412.0,25.5,81.0,15.0,2022,4,16,14,4.58,126.0
157.0,,222.29,157.0,13.314,3,-3.35,52.1463226,-86.24492,13.314,2022-04-16 14:34:31,108.0,21.5,46.0,77.5,404.0,23.0,76.0,15.0,2022,4,16,14,4.58,126.0
156.20000000000005,,236.72,156.20000000000005,13.849,3,-3.45,52.1464051,-86.2451007,13.849,2022-04-16 14:34:32,114.0,21.5,48.0,80.5,250.0,21.5,71.5,15.0,2022,4,16,14,4.58,126.0
155.39999999999998,,250.93,155.39999999999998,14.184,3,-3.65,52.1464848,-86.2452801,14.184,2022-04-16 14:34:33,118.0,21.0,51.0,75.0,263.0,23.5,83.0,15.0,2022,4,16,14,4.58,126.0
154.60000000000002,,265.82,154.60000000000002,14.191,3,-4.25,52.1465707,-86.245466,14.191,2022-04-16 14:34:34,119.0,22.0,53.0,80.5,283.0,22.5,77.0,15.0,2022,4,16,14,4.58,126.0
154.0,,280.26,154.0,14.224,3,-4.86,52.1466533,-86.2456468,14.224,2022-04-16 14:34:35,121.0,21.0,51.0,78.0,264.0,22.0,75.0,15.0,2022,4,16,14,4.58,126.0
153.60000000000002,,295.24,153.60000000000002,14.357,3,-5.11,52.1467418,-86.245832,14.357,2022-04-16 14:34:36,122.0,19.0,49.0,73.5,234.0,21.0,74.5,15.0,2022,4,16,14,4.58,126.0
153.20000000000005,,308.93,153.20000000000005,14.348,3,-5.07,52.1468156,-86.2460073,14.348,2022-04-16 14:34:37,123.0,17.0,47.0,69.0,204.0,20.0,73.5,15.0,2022,4,16,14,4.58,126.0
