battery_soc,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,temperature,power,cadence,left_right_balance,altitude,enhanced_altitude,grade,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
,8885.85,8.422,2,101,50.5821352,-84.8656263,8.422,2022-03-23 19:51:35,9.0,535.0,83.0,50.0,34.200000000000045,34.200000000000045,-1.27,24.0,93.5,20.5,96.5,2022,3,23,19,3.2,358.0
,8895.07,8.895,2,102,50.5821463,-84.865759,8.895,2022-03-23 19:51:36,9.0,409.0,91.0,50.0,34.0,34.0,-1.44,27.0,94.5,19.5,94.5,2022,3,23,19,3.2,358.0
,8904.47,9.173,2,102,50.5821558,-84.8658945,9.173,2022-03-23 19:51:37,9.0,339.0,97.0,51.0,33.799999999999955,33.799999999999955,-1.65,28.5,94.5,22.0,91.0,2022,3,23,19,3.2,358.0
,8913.69,9.077,2,101,50.5821686,-84.866027,9.077,2022-03-23 19:51:38,9.0,383.0,98.0,54.0,33.60000000000002,33.60000000000002,-1.62,27.0,95.0,26.5,88.5,2022,3,23,19,3.2,358.0
,8923.04,9.148,2,102,50.5821792,-84.8661618,9.148,2022-03-23 19:51:39,9.0,305.0,99.0,49.0,33.60000000000002,33.60000000000002,-1.49,31.0,96.5,27.0,92.5,2022,3,23,19,3.2,358.0
,8932.63,9.355,2,102,50.5821883,-84.8663,9.355,2022-03-23 19:51:40,9.0,326.0,86.0,53.0,33.39999999999998,33.39999999999998,-1.49,33.0,97.0,27.0,94.5,2022,3,23,19,3.2,358.0
,8942.36,9.467,2,101,50.5821903,-84.8664409,9.467,2022-03-23 19:51:41,9.0,387.0,103.0,57.0,33.200000000000045,33.200000000000045,-1.44,32.5,96.5,26.5,92.5,2022,3,23,19,3.2,358.0
,8952.25,9.586,2,99,50.5821934,-84.8665842,9.586,2022-03-23 19:51:42,9.0,346.0,104.0,47.0,33.200000000000045,33.200000000000045,-1.34,30.5,95.5,23.0,81.5,2022,3,23,19,3.2,358.0
,8962.14,9.653,2,98,50.5821994,-84.8667273,9.653,2022-03-23 19:51:43,9.0,357.0,105.0,40.0,33.200000000000045,33.200000000000045,-1.18,30.5,95.5,23.0,81.5,2022,3,23,19,3.2,358.0
,8972.01,9.812,2,97,50.5822059,-84.8668701,9.812,2022-03-23 19:51:44,9.0,452.0,106.0,62.0,33.200000000000045,33.200000000000045,-0.94,29.0,98.5,23.0,81.5,2022,3,23,19,3.2,358.0
,8981.8,9.828,2,96,50.5822138,-84.8670115,9.828,2022-03-23 19:51:45,9.0,337.0,108.0,54.0,33.39999999999998,33.39999999999998,-0.65,28.0,94.0,25.0,87.5,2022,3,23,19,3.2,358.0
,8991.62,9.816,2,95,50.5822216,-84.8671534,9.816,2022-03-23 19:51:46,9.0,249.0,109.0,46.0,33.60000000000002,33.60000000000002,-0.2,21.5,77.0,25.0,87.0,2022,3,23,19,3.2,358.0
,9001.77,9.798,2,95,50.5822287,-84.8673002,9.798,2022-03-23 19:51:47,9.0,206.0,108.0,52.0,33.60000000000002,33.60000000000002,0.48,14.5,62.0,21.5,76.5,2022,3,23,19,3.2,358.0
,9011.62,9.773,2,96,50.5822349,-84.8674426,9.773,2022-03-23 19:51:48,9.0,206.0,108.0,51.0,33.60000000000002,33.60000000000002,0.75,14.5,62.0,21.5,76.5,2022,3,23,19,3.2,358.0
,9021.44,9.878,2,96,50.5822467,-84.867584,9.878,2022-03-23 19:51:49,9.0,262.0,109.0,51.0,33.60000000000002,33.60000000000002,0.74,25.5,87.0,22.5,78.5,2022,3,23,19,3.2,358.0
,9031.41,10.023,2,96,50.5822581,-84.8677277,10.023,2022-03-23 19:51:50,9.0,213.0,109.0,54.0,33.60000000000002,33.60000000000002,0.79,25.0,86.5,23.0,78.0,2022,3,23,19,3.2,358.0
,9041.41,9.719,2,97,50.582267,-84.867872,9.719,2022-03-23 19:51:51,9.0,157.0,109.0,58.0,33.200000000000045,33.200000000000045,0.32,23.5,83.5,23.5,77.0,2022,3,23,19,3.2,358.0
,9051.39,9.807,2,97,50.582273,-84.8680164,9.807,2022-03-23 19:51:52,9.0,86.0,38.0,60.0,33.0,33.0,-0.52,21.5,78.5,23.5,77.0,2022,3,23,19,3.2,358.0
,9061.41,9.8,2,96,50.5822801,-84.8681612,9.8,2022-03-23 19:51:53,9.0,72.0,38.0,60.0,33.0,33.0,-1.12,15.5,61.5,24.0,79.5,2022,3,23,19,3.2,358.0
,9071.25,9.675,2,96,50.5822894,-84.8683033,9.675,2022-03-23 19:51:54,9.0,53.0,51.0,54.0,32.799999999999955,32.799999999999955,-1.4,11.0,62.5,23.0,76.0,2022,3,23,19,3.2,358.0
,9080.87,9.41,2,95,50.5822984,-84.8684421,9.41,2022-03-23 19:51:55,9.0,34.0,65.0,48.0,32.799999999999955,32.799999999999955,-1.58,7.0,65.0,22.0,73.0,2022,3,23,19,3.2,358.0
,9090.12,8.803,2,95,50.5823092,-84.8685753,8.803,2022-03-23 19:51:56,9.0,15.0,80.0,42.0,32.60000000000002,32.60000000000002,-1.74,3.0,67.0,21.5,69.5,2022,3,23,19,3.2,358.0
,9098.41,8.046,2,96,50.5823174,-84.868695,8.046,2022-03-23 19:51:57,9.0,0.0,0.0,36.0,32.39999999999998,32.39999999999998,-1.65,0.0,69.0,20.5,66.5,2022,3,23,19,3.2,358.0
,9106.47,7.225,2,96,50.5823278,-84.8688109,7.225,2022-03-23 19:51:58,9.0,0.0,0.0,30.0,32.200000000000045,32.200000000000045,-1.51,0.0,71.5,20.5,66.5,2022,3,23,19,3.2,358.0
,9113.18,6.192,2,97,50.5823372,-84.8689073,6.192,2022-03-23 19:51:59,9.0,0.0,0.0,24.0,32.0,32.0,-1.8,0.0,73.5,20.5,66.5,2022,3,23,19,3.2,358.0
,9118.5,4.834,2,97,50.5823429,-84.8689839,4.834,2022-03-23 19:52:00,9.0,0.0,0.0,18.0,32.0,32.0,-2.05,0.0,76.0,20.5,66.5,2022,3,23,19,3.2,358.0
,9122.98,4.143,2,96,50.5823312,-84.8690393,4.143,2022-03-23 19:52:01,9.0,0.0,0.0,12.0,32.0,32.0,-1.87,0.0,78.0,20.5,66.5,2022,3,23,19,3.2,358.0
,9127.46,4.631,2,96,50.5822871,-84.869063,4.631,2022-03-23 19:52:02,9.0,0.0,0.0,6.0,32.0,32.0,-1.56,0.0,80.0,20.5,66.5,2022,3,23,19,3.2,358.0
,9132.63,5.134,2,96,50.5822319,-84.8690671,5.134,2022-03-23 19:52:03,9.0,0.0,0.0,0.0,32.0,32.0,-1.13,0.0,82.5,20.5,66.5,2022,3,23,19,3.2,358.0
,9138.74,5.688,2,95,50.5821666,-84.8690589,5.688,2022-03-23 19:52:04,9.0,344.0,34.0,30.0,31.799999999999955,31.799999999999955,-0.42,0.0,84.5,20.5,66.5,2022,3,23,19,3.2,358.0
,9145.04,6.073,2,95,50.5820995,-84.8690483,6.073,2022-03-23 19:52:05,9.0,318.0,51.0,46.0,31.799999999999955,31.799999999999955,0.0,11.0,86.5,11.0,35.5,2022,3,23,19,3.2,358.0
,9151.51,6.225,2,95,50.58203,-84.8690463,6.225,2022-03-23 19:52:06,9.0,264.0,59.0,51.0,31.799999999999955,31.799999999999955,0.0,22.5,87.0,3.0,12.0,2022,3,23,19,3.2,358.0
,9158.33,6.688,2,94,50.5819568,-84.8690438,6.688,2022-03-23 19:52:07,9.0,297.0,63.0,49.0,31.799999999999955,31.799999999999955,0.0,20.5,79.5,17.5,72.5,2022,3,23,19,3.2,358.0
,9165.46,7.064,2,95,50.5818803,-84.8690392,7.064,2022-03-23 19:52:08,9.0,412.0,66.0,48.0,31.799999999999955,31.799999999999955,0.0,20.5,87.0,18.0,78.0,2022,3,23,19,3.2,358.0
,9173.1,7.358,2,96,50.5817983,-84.869035,7.358,2022-03-23 19:52:09,9.0,445.0,71.0,48.0,31.799999999999955,31.799999999999955,0.0,21.0,92.0,18.0,83.5,2022,3,23,19,3.2,358.0
,9180.73,7.461,2,96,50.5817164,-84.8690344,7.461,2022-03-23 19:52:10,9.0,418.0,76.0,49.0,32.0,32.0,0.0,20.5,90.5,19.5,91.5,2022,3,23,19,3.2,358.0
,9188.56,7.829,2,96,50.5816323,-84.8690313,7.829,2022-03-23 19:52:11,9.0,407.0,82.0,52.0,32.0,32.0,0.0,20.0,88.0,19.0,90.5,2022,3,23,19,3.2,358.0
,9196.63,7.969,2,95,50.5815458,-84.8690259,7.969,2022-03-23 19:52:12,9.0,360.0,86.0,55.0,31.799999999999955,31.799999999999955,0.0,19.5,89.5,17.5,86.5,2022,3,23,19,3.2,358.0
,9204.66,7.791,2,95,50.5814596,-84.869022,7.791,2022-03-23 19:52:13,9.0,112.0,88.0,55.0,31.799999999999955,31.799999999999955,0.0,19.0,81.0,17.0,83.0,2022,3,23,19,3.2,358.0
,9212.71,7.608,2,95,50.5813731,-84.8690174,7.608,2022-03-23 19:52:14,9.0,91.0,87.0,48.0,31.600000000000023,31.600000000000023,-0.07,17.5,64.0,18.5,87.5,2022,3,23,19,3.2,358.0
,9220.37,7.398,2,94,50.5812911,-84.8690097,7.398,2022-03-23 19:52:15,9.0,123.0,86.0,49.0,31.799999999999955,31.799999999999955,-0.43,17.0,57.5,17.0,72.0,2022,3,23,19,3.2,358.0
,9228.12,7.446,2,96,50.5812083,-84.8689989,7.446,2022-03-23 19:52:16,9.0,204.0,84.0,58.0,32.200000000000045,32.200000000000045,-0.31,21.5,69.5,15.0,51.0,2022,3,23,19,3.2,358.0
,9235.73,7.582,2,99,50.5811267,-84.8689926,7.582,2022-03-23 19:52:17,9.0,251.0,84.0,61.0,32.200000000000045,32.200000000000045,0.48,27.0,83.5,16.5,53.0,2022,3,23,19,3.2,358.0
,9243.29,7.396,2,104,50.5810455,-84.8689912,7.396,2022-03-23 19:52:18,9.0,186.0,87.0,49.0,32.200000000000045,32.200000000000045,0.89,21.0,77.0,21.0,65.5,2022,3,23,19,3.2,358.0
,9250.75,7.276,2,109,50.5809654,-84.8689918,7.276,2022-03-23 19:52:19,9.0,178.0,88.0,51.0,32.0,32.0,0.97,23.0,83.5,22.0,81.5,2022,3,23,19,3.2,358.0
,9258.12,7.448,2,113,50.5808862,-84.8689926,7.448,2022-03-23 19:52:20,9.0,130.0,88.0,53.0,32.0,32.0,1.04,24.5,87.0,22.0,86.5,2022,3,23,19,3.2,358.0
,9265.42,7.311,2,115,50.5808079,-84.868989,7.311,2022-03-23 19:52:21,9.0,116.0,88.0,53.0,32.0,32.0,0.81,23.5,81.5,20.5,79.0,2022,3,23,19,3.2,358.0
,9272.67,7.283,2,117,50.5807303,-84.8689816,7.283,2022-03-23 19:52:22,9.0,99.0,88.0,62.0,32.0,32.0,0.27,21.0,69.5,18.0,62.5,2022,3,23,19,3.2,358.0
,9279.81,7.146,2,120,50.5806537,-84.868975,7.146,2022-03-23 19:52:23,9.0,115.0,88.0,62.0,32.0,32.0,-0.05,16.0,57.5,15.5,50.5,2022,3,23,19,3.2,358.0
,9286.69,6.909,2,123,50.5805801,-84.8689672,6.909,2022-03-23 19:52:24,9.0,162.0,88.0,62.0,31.799999999999955,31.799999999999955,-0.34,19.0,65.0,15.0,50.5,2022,3,23,19,3.2,358.0
,9293.98,7.193,2,126,50.580502,-84.8689577,7.193,2022-03-23 19:52:25,9.0,130.0,88.0,49.0,32.0,32.0,-0.29,20.0,67.5,15.0,50.5,2022,3,23,19,3.2,358.0
,9301.59,7.074,2,128,50.5804208,-84.8689458,7.074,2022-03-23 19:52:26,9.0,65.0,88.0,40.0,31.799999999999955,31.799999999999955,0.0,20.0,67.5,15.0,50.5,2022,3,23,19,3.2,358.0
,9308.7,6.673,2,129,50.5803446,-84.8689415,6.673,2022-03-23 19:52:27,9.0,31.0,87.0,38.0,32.0,32.0,0.0,13.0,39.0,12.5,44.5,2022,3,23,19,3.2,358.0
,9315.19,5.977,2,130,50.5802749,-84.8689415,5.977,2022-03-23 19:52:28,9.0,23.0,85.0,34.0,32.0,32.0,0.0,12.5,37.0,12.5,44.5,2022,3,23,19,3.2,358.0
,9320.67,4.676,2,132,50.5802162,-84.8689443,4.676,2022-03-23 19:52:29,9.0,15.0,84.0,30.0,31.799999999999955,31.799999999999955,0.0,12.0,35.0,12.5,44.5,2022,3,23,19,3.2,358.0
,9324.79,3.945,2,134,50.5801752,-84.8689614,3.945,2022-03-23 19:52:30,9.0,6.0,83.0,25.0,31.799999999999955,31.799999999999955,0.0,11.5,32.5,12.5,44.5,2022,3,23,19,3.2,358.0
,9328.55,4.237,2,135,50.5801487,-84.8690013,4.237,2022-03-23 19:52:31,9.0,0.0,0.0,21.0,31.799999999999955,31.799999999999955,0.0,11.0,31.0,12.5,44.5,2022,3,23,19,3.2,358.0
,9332.56,4.076,2,135,50.5801341,-84.8690554,4.076,2022-03-23 19:52:32,9.0,138.0,24.0,6.0,31.799999999999955,31.799999999999955,0.0,14.0,62.5,10.0,35.5,2022,3,23,19,3.2,358.0
,9336.85,4.427,2,136,50.5801292,-84.8691172,4.427,2022-03-23 19:52:33,9.0,250.0,23.0,73.0,31.799999999999955,31.799999999999955,0.0,21.0,76.5,5.5,26.0,2022,3,23,19,3.2,358.0
,9342.08,5.178,2,137,50.5801261,-84.8691929,5.178,2022-03-23 19:52:34,9.0,313.0,38.0,78.0,31.799999999999955,31.799999999999955,0.0,23.5,82.5,10.5,45.0,2022,3,23,19,3.2,358.0
,9348.14,5.772,2,137,50.5801213,-84.8692804,5.772,2022-03-23 19:52:35,9.0,358.0,57.0,61.0,31.799999999999955,31.799999999999955,0.0,24.5,85.5,20.0,74.5,2022,3,23,19,3.2,358.0
,9354.44,6.269,2,136,50.5801192,-84.8693716,6.269,2022-03-23 19:52:36,9.0,399.0,68.0,52.0,31.600000000000023,31.600000000000023,0.0,20.0,87.5,21.5,91.5,2022,3,23,19,3.2,358.0
,9360.91,6.344,2,136,50.5801173,-84.8694653,6.344,2022-03-23 19:52:37,9.0,57.0,78.0,51.0,31.600000000000023,31.600000000000023,0.0,24.5,90.5,18.5,86.0,2022,3,23,19,3.2,358.0
,9367.41,6.228,2,135,50.5801164,-84.8695594,6.228,2022-03-23 19:52:38,9.0,65.0,77.0,57.0,31.600000000000023,31.600000000000023,0.0,24.5,90.5,18.5,86.0,2022,3,23,19,3.2,358.0
,9373.8,6.104,2,134,50.5801178,-84.869652,6.104,2022-03-23 19:52:39,9.0,59.0,75.0,55.0,31.600000000000023,31.600000000000023,0.0,21.5,71.0,15.5,64.0,2022,3,23,19,3.2,358.0
,9380.08,6.03,2,133,50.5801184,-84.869743,6.03,2022-03-23 19:52:40,9.0,51.0,74.0,52.0,31.799999999999955,31.799999999999955,0.0,17.0,49.5,12.0,41.0,2022,3,23,19,3.2,358.0
,9386.23,5.902,2,133,50.580121,-84.8698321,5.902,2022-03-23 19:52:41,9.0,52.0,73.0,52.0,31.799999999999955,31.799999999999955,0.0,14.5,46.5,12.0,41.0,2022,3,23,19,3.2,358.0
,9392.38,5.88,2,132,50.5801255,-84.8699209,5.88,2022-03-23 19:52:42,9.0,52.0,72.0,47.0,31.799999999999955,31.799999999999955,0.0,14.5,46.5,12.0,41.0,2022,3,23,19,3.2,358.0
,9398.48,5.937,2,131,50.5801326,-84.8700088,5.937,2022-03-23 19:52:43,9.0,82.0,70.0,57.0,31.799999999999955,31.799999999999955,0.0,16.0,50.5,12.5,39.0,2022,3,23,19,3.2,358.0
,9404.73,6.038,2,130,50.5801414,-84.8700985,6.038,2022-03-23 19:52:44,9.0,93.0,70.0,63.0,31.799999999999955,31.799999999999955,0.0,16.5,51.5,12.5,38.5,2022,3,23,19,3.2,358.0
,9410.95,5.959,2,129,50.5801462,-84.8701884,5.959,2022-03-23 19:52:45,9.0,82.0,71.0,63.0,31.799999999999955,31.799999999999955,0.0,17.0,53.0,13.0,40.0,2022,3,23,19,3.2,358.0
,9416.93,5.609,2,129,50.5801476,-84.870275,5.609,2022-03-23 19:52:46,9.0,57.0,72.0,60.0,31.799999999999955,31.799999999999955,0.0,18.5,55.5,13.5,43.5,2022,3,23,19,3.2,358.0
,9422.33,4.907,2,129,50.5801476,-84.8703532,4.907,2022-03-23 19:52:47,9.0,32.0,73.0,57.0,31.799999999999955,31.799999999999955,0.0,19.5,58.0,14.0,47.0,2022,3,23,19,3.2,358.0
,9426.84,4.014,2,128,50.5801482,-84.8704186,4.014,2022-03-23 19:52:48,9.0,6.0,74.0,54.0,31.799999999999955,31.799999999999955,0.0,20.5,60.5,14.5,50.5,2022,3,23,19,3.2,358.0
,9430.7,3.613,2,128,50.5801485,-84.8704744,3.613,2022-03-23 19:52:49,9.0,0.0,0.0,50.0,31.799999999999955,31.799999999999955,0.0,21.0,61.0,14.5,51.5,2022,3,23,19,3.2,358.0
,9434.75,4.227,2,128,50.5801399,-84.8705311,4.227,2022-03-23 19:52:50,9.0,173.0,8.0,48.0,32.0,32.0,0.0,21.0,61.0,14.5,51.5,2022,3,23,19,3.2,358.0
,9439.11,4.467,2,128,50.5801144,-84.8705816,4.467,2022-03-23 19:52:51,9.0,255.0,29.0,47.0,32.200000000000045,32.200000000000045,0.12,26.0,75.5,21.0,63.0,2022,3,23,19,3.2,358.0
,9443.45,4.484,2,128,50.580073,-84.870608,4.484,2022-03-23 19:52:52,9.0,149.0,47.0,46.0,32.200000000000045,32.200000000000045,0.97,32.5,95.5,29.5,79.0,2022,3,23,19,3.2,358.0
,9447.92,4.577,2,128,50.5800253,-84.8706148,4.577,2022-03-23 19:52:53,9.0,97.0,43.0,39.0,32.200000000000045,32.200000000000045,1.86,24.5,91.0,30.5,90.5,2022,3,23,19,3.2,358.0
,9452.85,4.829,2,127,50.5799724,-84.8706183,4.829,2022-03-23 19:52:54,9.0,158.0,59.0,32.0,32.200000000000045,32.200000000000045,2.05,15.5,82.5,30.0,98.5,2022,3,23,19,3.2,358.0
,9457.69,4.803,2,127,50.5799204,-84.8706208,4.803,2022-03-23 19:52:55,9.0,114.0,59.0,35.0,32.200000000000045,32.200000000000045,1.96,15.0,71.0,28.0,92.0,2022,3,23,19,3.2,358.0
,9462.31,4.622,2,126,50.5798715,-84.8706285,4.622,2022-03-23 19:52:56,9.0,70.0,60.0,37.0,32.200000000000045,32.200000000000045,0.92,15.0,60.0,26.5,85.5,2022,3,23,19,3.2,358.0
,9466.32,3.899,2,125,50.5798304,-84.8706461,3.899,2022-03-23 19:52:57,9.0,48.0,60.0,37.0,32.200000000000045,32.200000000000045,0.0,13.0,52.5,24.5,83.5,2022,3,23,19,3.2,358.0
,9469.6,2.83,2,123,50.5798005,-84.8706674,2.83,2022-03-23 19:52:58,9.0,26.0,60.0,37.0,32.200000000000045,32.200000000000045,0.0,10.5,44.5,22.5,81.0,2022,3,23,19,3.2,358.0
,9472.0,2.345,2,123,50.5797917,-84.8706992,2.345,2022-03-23 19:52:59,9.0,5.0,60.0,37.0,32.200000000000045,32.200000000000045,0.0,8.5,37.0,20.5,79.0,2022,3,23,19,3.2,358.0
,9474.61,2.736,2,122,50.5797906,-84.8707369,2.736,2022-03-23 19:53:00,9.0,4.0,51.0,30.0,32.200000000000045,32.200000000000045,0.0,6.5,40.0,19.0,72.0,2022,3,23,19,3.2,358.0
,9477.38,2.768,2,121,50.5797846,-84.8707758,2.768,2022-03-23 19:53:01,9.0,3.0,42.0,24.0,32.200000000000045,32.200000000000045,0.0,4.5,43.0,17.5,65.5,2022,3,23,19,3.2,358.0
,9479.84,2.228,2,122,50.5797716,-84.8708065,2.228,2022-03-23 19:53:02,9.0,2.0,33.0,18.0,32.200000000000045,32.200000000000045,0.0,3.0,45.5,16.0,58.5,2022,3,23,19,3.2,358.0
,9482.08,2.2,2,123,50.5797531,-84.8708265,2.2,2022-03-23 19:53:03,9.0,1.0,25.0,11.0,32.200000000000045,32.200000000000045,0.0,1.0,48.5,14.0,51.5,2022,3,23,19,3.2,358.0
,9484.48,2.277,2,123,50.579729,-84.8708386,2.277,2022-03-23 19:53:04,9.0,0.0,0.0,5.0,32.200000000000045,32.200000000000045,0.0,0.0,51.5,13.5,48.5,2022,3,23,19,3.2,358.0
,9487.03,2.621,2,122,50.5797021,-84.8708454,2.621,2022-03-23 19:53:05,9.0,0.0,3.0,9.0,32.200000000000045,32.200000000000045,0.0,2.5,54.0,13.0,47.5,2022,3,23,19,3.2,358.0
,9490.2,3.045,2,122,50.5796683,-84.870849,3.045,2022-03-23 19:53:06,9.0,58.0,12.0,43.0,32.200000000000045,32.200000000000045,0.0,12.0,57.0,11.0,43.0,2022,3,23,19,3.2,358.0
,9493.5,3.225,2,122,50.5796331,-84.8708537,3.225,2022-03-23 19:53:07,9.0,49.0,24.0,52.0,32.200000000000045,32.200000000000045,0.0,16.0,66.0,14.0,52.5,2022,3,23,19,3.2,358.0
,9496.67,3.161,2,121,50.5796017,-84.8708694,3.161,2022-03-23 19:53:08,9.0,43.0,34.0,58.0,32.0,32.0,0.0,18.5,74.0,16.0,58.5,2022,3,23,19,3.2,358.0
,9499.41,2.521,2,121,50.5795829,-84.8708964,2.521,2022-03-23 19:53:09,9.0,45.0,35.0,54.0,32.0,32.0,0.0,16.5,80.5,15.5,56.0,2022,3,23,19,3.2,358.0
,9501.64,2.028,2,121,50.5795887,-84.8709255,2.028,2022-03-23 19:53:10,9.0,48.0,37.0,51.0,31.799999999999955,31.799999999999955,-0.15,15.0,87.0,15.0,54.0,2022,3,23,19,3.2,358.0
,9504.33,2.699,2,121,50.57961,-84.8709516,2.699,2022-03-23 19:53:11,9.0,51.0,38.0,47.0,31.799999999999955,31.799999999999955,-1.26,13.0,94.0,14.5,51.5,2022,3,23,19,3.2,358.0
,9507.69,3.327,2,121,50.5796392,-84.87098,3.327,2022-03-23 19:53:12,9.0,242.0,29.0,45.0,31.600000000000023,31.600000000000023,-2.47,12.0,97.0,14.5,50.5,2022,3,23,19,3.2,358.0
,9512.08,4.339,2,121,50.5796796,-84.871013,4.339,2022-03-23 19:53:13,9.0,395.0,37.0,48.0,31.600000000000023,31.600000000000023,-2.74,16.5,93.5,17.0,62.0,2022,3,23,19,3.2,358.0
,9517.47,5.159,2,121,50.5797267,-84.871058,5.159,2022-03-23 19:53:14,9.0,414.0,67.0,51.0,31.600000000000023,31.600000000000023,-2.78,23.0,88.5,20.0,78.0,2022,3,23,19,3.2,358.0
,9523.02,5.485,2,119,50.5797709,-84.8711121,5.485,2022-03-23 19:53:15,9.0,196.0,80.0,53.0,31.600000000000023,31.600000000000023,-2.36,23.0,91.0,19.0,86.5,2022,3,23,19,3.2,358.0
,9528.99,5.701,2,119,50.5798165,-84.8711727,5.701,2022-03-23 19:53:16,9.0,90.0,81.0,56.0,31.600000000000023,31.600000000000023,-0.95,23.0,91.5,18.5,88.5,2022,3,23,19,3.2,358.0
,9535.65,6.465,2,118,50.5798699,-84.8712368,6.465,2022-03-23 19:53:17,9.0,166.0,81.0,57.0,31.600000000000023,31.600000000000023,0.0,23.0,91.5,18.5,88.5,2022,3,23,19,3.2,358.0
,9542.64,6.896,2,118,50.5799272,-84.8713022,6.896,2022-03-23 19:53:18,9.0,185.0,82.0,52.0,31.600000000000023,31.600000000000023,0.0,20.0,83.5,16.5,79.5,2022,3,23,19,3.2,358.0
,9549.85,7.022,2,117,50.579985,-84.8713716,7.022,2022-03-23 19:53:19,9.0,139.0,83.0,45.0,31.600000000000023,31.600000000000023,0.0,16.0,72.5,14.0,67.0,2022,3,23,19,3.2,358.0
,9557.25,7.088,2,117,50.5800378,-84.8714516,7.088,2022-03-23 19:53:20,9.0,176.0,85.0,50.0,31.600000000000023,31.600000000000023,0.0,16.5,73.0,14.0,67.0,2022,3,23,19,3.2,358.0
,9564.77,7.361,2,117,50.5800833,-84.8715414,7.361,2022-03-23 19:53:21,9.0,211.0,87.0,56.0,31.600000000000023,31.600000000000023,0.0,24.0,83.5,19.0,65.0,2022,3,23,19,3.2,358.0
,9572.38,7.577,2,117,50.580123,-84.8716378,7.577,2022-03-23 19:53:22,9.0,168.0,90.0,53.0,31.399999999999977,31.399999999999977,0.0,28.5,91.5,21.5,66.5,2022,3,23,19,3.2,358.0
,9580.19,7.636,2,116,50.5801627,-84.8717375,7.636,2022-03-23 19:53:23,9.0,130.0,93.0,51.0,31.399999999999977,31.399999999999977,-0.05,25.5,82.0,24.0,74.5,2022,3,23,19,3.2,358.0
,9587.88,7.61,2,117,50.5802,-84.8718367,7.61,2022-03-23 19:53:24,9.0,110.0,95.0,50.0,31.399999999999977,31.399999999999977,-0.44,20.0,65.0,27.0,83.0,2022,3,23,19,3.2,358.0
,9595.38,7.631,2,117,50.5802324,-84.8719364,7.631,2022-03-23 19:53:25,9.0,111.0,96.0,45.0,31.399999999999977,31.399999999999977,-0.82,17.0,52.0,16.5,54.0,2022,3,23,19,3.2,358.0
,9603.72,7.684,2,117,50.5802664,-84.8720481,7.684,2022-03-23 19:53:26,9.0,114.0,96.0,54.0,31.200000000000045,31.200000000000045,-0.84,19.5,59.5,16.5,54.0,2022,3,23,19,3.2,358.0
,9611.47,7.597,2,117,50.580301,-84.8721502,7.597,2022-03-23 19:53:27,9.0,147.0,97.0,61.0,31.0,31.0,-0.49,22.0,71.5,16.5,54.5,2022,3,23,19,3.2,358.0
,9619.44,7.789,2,116,50.5803385,-84.872254,7.789,2022-03-23 19:53:28,9.0,190.0,97.0,65.0,30.799999999999955,30.799999999999955,-0.73,24.0,80.0,16.5,54.5,2022,3,23,19,3.2,358.0
,9627.7,7.987,2,115,50.5803734,-84.8723639,7.987,2022-03-23 19:53:29,9.0,227.0,94.0,65.0,30.799999999999955,30.799999999999955,-1.36,25.0,84.0,17.5,60.5,2022,3,23,19,3.2,358.0
,9635.86,7.919,2,115,50.5804006,-84.8724761,7.919,2022-03-23 19:53:30,9.0,237.0,90.0,67.0,30.799999999999955,30.799999999999955,-1.37,29.0,99.5,21.0,79.5,2022,3,23,19,3.2,358.0
,9643.76,7.708,2,114,50.5804143,-84.8725888,7.708,2022-03-23 19:53:31,9.0,225.0,89.0,60.0,30.799999999999955,30.799999999999955,-1.29,28.5,98.0,23.0,83.5,2022,3,23,19,3.2,358.0
,9651.9,8.134,2,114,50.5804211,-84.8727064,8.134,2022-03-23 19:53:32,9.0,242.0,90.0,46.0,31.0,31.0,-1.01,28.0,95.5,27.0,91.0,2022,3,23,19,3.2,358.0
,9660.19,8.155,2,113,50.5804251,-84.8728265,8.155,2022-03-23 19:53:33,9.0,393.0,88.0,40.0,31.0,31.0,-0.38,28.0,94.5,28.0,93.0,2022,3,23,19,3.2,358.0
,9668.79,8.176,2,114,50.5804302,-84.8729509,8.176,2022-03-23 19:53:34,9.0,312.0,89.0,46.0,31.0,31.0,0.0,27.0,96.0,23.5,78.5,2022,3,23,19,3.2,358.0
,9677.31,8.212,2,113,50.5804371,-84.8730739,8.212,2022-03-23 19:53:35,9.0,296.0,91.0,42.0,31.0,31.0,0.0,31.5,96.5,26.0,95.0,2022,3,23,19,3.2,358.0
,9685.75,7.866,2,113,50.5804416,-84.8731961,7.866,2022-03-23 19:53:36,9.0,294.0,93.0,47.0,30.799999999999955,30.799999999999955,-0.05,31.5,96.5,26.0,95.0,2022,3,23,19,3.2,358.0
,9693.55,7.465,2,114,50.5804481,-84.8733087,7.465,2022-03-23 19:53:37,9.0,274.0,94.0,48.0,30.600000000000023,30.600000000000023,-0.5,27.0,88.0,28.5,94.5,2022,3,23,19,3.2,358.0
,9701.56,8.14,2,113,50.5804573,-84.8734241,8.14,2022-03-23 19:53:38,9.0,277.0,94.0,49.0,30.399999999999977,30.399999999999977,-1.08,27.0,84.0,27.5,87.5,2022,3,23,19,3.2,358.0
