battery_soc,cadence,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,90,123,26.0,48.0,89.5,236,21.0,72.0,2022-06-28 17:34:29,0.0,8.933,3.0,50.3943207,-84.4722774,8.933,36.0,,,,2022,6,28,17,4.44,157.0
,90,122,26.0,48.0,90.5,194,21.0,72.0,2022-06-28 17:34:30,4.48,9.027,3.0,50.3943479,-84.4722241,9.027,36.0,,,,2022,6,28,17,4.44,157.0
,90,122,26.0,48.0,90.5,237,21.0,72.0,2022-06-28 17:34:31,10.95,9.1,3.0,50.3943976,-84.4721859,9.1,36.0,,,,2022,6,28,17,4.44,157.0
,90,122,26.0,48.0,90.5,247,21.0,72.0,2022-06-28 17:34:32,34.25,8.971,5.0,50.3946341,-84.4722674,8.971,36.0,,,,2022,6,28,17,4.44,157.0
,90,121,25.5,48.0,90.5,242,22.0,75.0,2022-06-28 17:34:33,43.71,8.719,4.0,50.3946924,-84.4721553,8.719,36.0,,,,2022,6,28,17,4.44,157.0
,89,121,24.5,48.0,90.0,252,23.5,78.5,2022-06-28 17:34:34,52.24,8.421,4.0,50.3947478,-84.472057,8.421,36.0,,,,2022,6,28,17,4.44,157.0
,89,121,24.0,48.0,90.0,262,25.0,82.0,2022-06-28 17:34:35,60.29,8.086,3.0,50.3948037,-84.4719683,8.086,36.0,,,,2022,6,28,17,4.44,157.0
,89,120,23.5,48.0,90.0,193,25.5,83.0,2022-06-28 17:34:36,67.72,7.388,3.0,50.3948613,-84.4718943,7.388,36.0,,,,2022,6,28,17,4.44,157.0
,77,121,23.5,48.0,90.0,126,25.5,83.0,2022-06-28 17:34:37,74.19,6.808,3.0,50.3949195,-84.471843,6.808,36.0,,,,2022,6,28,17,4.44,157.0
,46,121,23.5,48.0,90.0,124,25.5,83.0,2022-06-28 17:34:38,80.76,6.883,3.0,50.3949825,-84.4718007,6.883,36.0,,,,2022,6,28,17,4.44,157.0
,47,121,22.5,52.0,87.0,92,19.0,87.5,2022-06-28 17:34:39,85.64,6.884,3.0,50.3950328,-84.4717806,6.884,36.0,,,,2022,6,28,17,4.44,157.0
,51,121,21.5,57.0,84.0,56,11.5,92.5,2022-06-28 17:34:40,94.63,6.796,3.0,50.3951286,-84.4717756,6.796,36.0,,,,2022,6,28,17,4.44,157.0
,55,121,20.5,61.0,81.0,21,4.5,97.0,2022-06-28 17:34:41,101.2,6.258,3.0,50.3951975,-84.4717957,6.258,35.0,,,,2022,6,28,17,4.44,157.0
,0,121,20.0,66.0,79.0,0,0.0,100.0,2022-06-28 17:34:42,106.74,5.022,3.0,50.3952548,-84.4718173,5.022,35.0,,,,2022,6,28,17,4.44,157.0
,3,121,20.0,70.0,79.0,0,0.0,100.0,2022-06-28 17:34:43,111.88,4.78,3.0,50.3953085,-84.4718341,4.78,35.0,,,,2022,6,28,17,4.44,157.0
,21,120,20.0,70.0,79.0,133,0.0,100.0,2022-06-28 17:34:44,116.7,4.572,3.0,50.3953601,-84.4718345,4.572,35.0,,,,2022,6,28,17,4.44,157.0
,27,120,20.0,43.0,79.0,263,0.0,100.0,2022-06-28 17:34:45,122.14,5.476,3.0,50.3954154,-84.4718097,5.476,35.0,,,,2022,6,28,17,4.44,157.0
,42,121,21.0,34.0,81.0,333,7.0,94.0,2022-06-28 17:34:46,127.87,5.997,3.0,50.3954685,-84.4717678,5.997,35.0,,,,2022,6,28,17,4.44,157.0
,68,121,22.5,52.0,85.0,311,21.5,82.5,2022-06-28 17:34:47,134.36,6.271,2.0,50.395522,-84.4717076,6.271,35.0,,,,2022,6,28,17,4.44,157.0
,74,120,20.5,50.0,80.5,273,16.5,76.0,2022-06-28 17:34:48,141.07,6.465,2.0,50.3955729,-84.471639,6.465,35.0,,,,2022,6,28,17,4.44,157.0
,75,120,18.0,49.0,75.0,258,16.0,75.0,2022-06-28 17:34:49,147.9,6.541,2.0,50.395623,-84.4715668,6.541,35.0,,,,2022,6,28,17,4.44,157.0
,75,121,17.0,49.0,73.0,264,16.0,75.0,2022-06-28 17:34:50,154.54,6.651,2.0,50.3956705,-84.4714953,6.651,35.0,,,,2022,6,28,17,4.44,157.0
,75,123,18.0,52.0,76.0,287,16.5,76.0,2022-06-28 17:34:51,161.01,6.516,2.0,50.3957145,-84.4714229,6.516,35.0,,,,2022,6,28,17,4.44,157.0
,75,124,20.0,57.0,82.5,315,17.0,78.0,2022-06-28 17:34:52,167.33,6.651,2.0,50.395755,-84.4713496,6.651,35.0,,,,2022,6,28,17,4.44,157.0
,73,125,20.0,54.0,82.5,306,17.0,78.0,2022-06-28 17:34:53,174.03,6.262,2.0,50.3957943,-84.4712684,6.262,35.0,,,,2022,6,28,17,4.44,157.0
,73,127,20.0,52.0,82.0,238,17.0,77.5,2022-06-28 17:34:54,179.85,5.766,3.0,50.3958251,-84.4711954,5.766,35.0,,,,2022,6,28,17,4.44,157.0
,73,128,20.5,50.0,81.5,166,16.5,77.0,2022-06-28 17:34:55,185.05,5.093,3.0,50.3958441,-84.4711248,5.093,35.0,,,,2022,6,28,17,4.44,157.0
,72,130,20.5,49.0,81.0,94,16.5,76.5,2022-06-28 17:34:56,189.21,4.339,3.0,50.3958477,-84.4710648,4.339,35.0,,,,2022,6,28,17,4.44,157.0
,65,130,20.5,52.0,79.5,58,17.0,76.5,2022-06-28 17:34:57,193.13,3.879,3.0,50.395843,-84.4710087,3.879,35.0,,,,2022,6,28,17,4.44,157.0
,23,131,19.0,80.0,71.5,215,20.0,78.5,2022-06-28 17:34:58,197.17,3.95,3.0,50.395822,-84.4709577,3.95,35.0,,,,2022,6,28,17,4.44,157.0
,40,131,20.0,64.0,74.0,233,9.5,90.0,2022-06-28 17:34:59,202.79,5.325,3.0,50.3957848,-84.4708938,5.325,35.0,,,,2022,6,28,17,4.44,157.0
,61,132,20.5,49.0,76.5,225,0.0,100.0,2022-06-28 17:35:00,209.83,6.384,3.0,50.3957285,-84.4708261,6.384,35.0,,,,2022,6,28,17,4.44,157.0
,71,132,22.5,44.0,87.0,159,11.5,79.0,2022-06-28 17:35:01,217.48,6.926,3.0,50.395661,-84.4707627,6.926,35.0,,,,2022,6,28,17,4.44,157.0
,74,132,23.5,45.0,88.5,130,16.0,68.5,2022-06-28 17:35:02,225.34,7.171,3.0,50.3955914,-84.4706987,7.171,35.0,,,,2022,6,28,17,4.44,157.0
,74,132,23.5,51.0,83.5,116,15.0,67.5,2022-06-28 17:35:03,232.94,7.222,2.0,50.3955258,-84.4706331,7.222,35.0,,,,2022,6,28,17,4.44,157.0
,75,132,22.0,55.0,74.0,134,14.5,62.5,2022-06-28 17:35:04,241.09,7.723,2.0,50.3954565,-84.4705611,7.723,35.0,,,,2022,6,28,17,4.44,157.0
,78,132,19.0,55.0,61.0,178,15.0,53.5,2022-06-28 17:35:05,249.06,7.794,2.0,50.3953933,-84.4704834,7.794,35.0,,,,2022,6,28,17,4.44,157.0
,80,131,19.0,55.0,61.0,150,15.0,53.5,2022-06-28 17:35:06,257.46,7.621,2.0,50.3953311,-84.4703955,7.621,35.0,,,,2022,6,28,17,4.44,157.0
,81,130,19.0,55.0,62.0,118,15.0,53.0,2022-06-28 17:35:07,265.46,7.417,2.0,50.3952698,-84.4703146,7.417,35.0,,,,2022,6,28,17,4.44,157.0
,82,130,19.0,55.0,63.0,85,15.0,53.0,2022-06-28 17:35:08,273.39,7.188,2.0,50.3952074,-84.4702365,7.188,35.0,,,,2022,6,28,17,4.44,157.0
,82,130,19.5,55.0,64.0,52,15.5,52.5,2022-06-28 17:35:09,281.1,7.051,2.0,50.395147,-84.4701603,7.051,35.0,,,,2022,6,28,17,4.44,157.0
,83,130,19.5,55.0,65.5,19,15.5,52.0,2022-06-28 17:35:10,288.09,6.904,2.0,50.3950911,-84.4700928,6.904,35.0,,,,2022,6,28,17,4.44,157.0
,60,129,22.0,58.0,76.0,85,17.0,56.0,2022-06-28 17:35:11,295.5,6.918,2.0,50.3950301,-84.470024,6.918,35.0,,,,2022,6,28,17,4.44,157.0
,35,128,24.5,61.0,87.0,157,18.0,60.0,2022-06-28 17:35:12,302.69,7.209,2.0,50.3949693,-84.4699602,7.209,35.0,,,,2022,6,28,17,4.44,157.0
,29,128,26.0,63.0,92.5,182,19.5,64.5,2022-06-28 17:35:13,309.76,7.204,2.0,50.3949143,-84.4698897,7.204,35.0,,,,2022,6,28,17,4.44,157.0
,48,128,26.5,63.0,91.5,148,21.0,69.5,2022-06-28 17:35:14,316.0,6.598,2.0,50.3948648,-84.4698286,6.598,35.0,,,,2022,6,28,17,4.44,157.0
,67,128,27.0,63.0,90.5,114,22.5,74.5,2022-06-28 17:35:15,321.68,5.808,2.0,50.3948239,-84.4697679,5.808,35.0,,,,2022,6,28,17,4.44,157.0
,57,128,27.0,63.0,90.0,54,23.5,77.5,2022-06-28 17:35:16,326.83,5.3,2.0,50.3947816,-84.4697201,5.3,35.0,,,,2022,6,28,17,4.44,157.0
,30,126,27.0,44.0,90.0,4,23.5,77.5,2022-06-28 17:35:17,331.49,4.817,2.0,50.39474,-84.4696825,4.817,35.0,,,,2022,6,28,17,4.44,157.0
,28,126,27.0,2.0,90.0,5,23.5,77.5,2022-06-28 17:35:18,335.87,4.495,2.0,50.394701,-84.4696471,4.495,34.0,,,,2022,6,28,17,4.44,157.0
,38,126,27.0,38.0,90.0,11,23.5,77.5,2022-06-28 17:35:19,339.91,4.156,2.0,50.3946668,-84.4696113,4.156,34.0,,,,2022,6,28,17,4.44,157.0
,48,126,27.0,78.0,90.0,17,23.5,77.5,2022-06-28 17:35:20,343.77,3.976,2.0,50.3946321,-84.4695805,3.976,34.0,,,,2022,6,28,17,4.44,157.0
,52,125,27.0,85.0,90.0,23,23.5,77.5,2022-06-28 17:35:21,348.16,4.207,2.0,50.394593,-84.4695453,4.207,34.0,,,,2022,6,28,17,4.44,157.0
,50,125,23.5,60.0,80.0,28,21.0,69.0,2022-06-28 17:35:22,351.98,3.743,2.0,50.3945591,-84.4695142,3.743,34.0,,,,2022,6,28,17,4.44,157.0
,49,125,10.0,59.0,39.0,38,10.5,35.5,2022-06-28 17:35:23,356.4,4.154,2.0,50.3945159,-84.4694879,4.154,34.0,,,,2022,6,28,17,4.44,157.0
,48,125,9.0,56.0,39.5,106,11.5,39.0,2022-06-28 17:35:24,360.63,4.275,2.0,50.3944801,-84.4694503,4.275,34.0,,,,2022,6,28,17,4.44,157.0
,48,124,29.5,79.0,78.0,208,9.5,32.0,2022-06-28 17:35:25,365.48,5.066,2.0,50.3944375,-84.4694098,5.066,34.0,,,,2022,6,28,17,4.44,157.0
,60,125,39.0,81.0,100.0,366,14.0,45.5,2022-06-28 17:35:26,371.18,5.845,2.0,50.394387,-84.4693632,5.845,34.0,,,,2022,6,28,17,4.44,157.0
,71,124,34.0,54.0,100.0,459,29.5,92.5,2022-06-28 17:35:27,377.58,6.532,2.0,50.3943312,-84.4693093,6.532,34.0,0.39999999999997726,0.39999999999997726,0.0,2022,6,28,17,4.44,157.0
,75,123,32.5,54.0,99.5,531,30.0,97.0,2022-06-28 17:35:28,384.19,7.388,2.0,50.3942742,-84.4692523,7.388,34.0,0.39999999999997726,0.39999999999997726,0.0,2022,6,28,17,4.44,157.0
,88,123,35.0,50.0,99.5,496,28.0,94.0,2022-06-28 17:35:29,391.94,7.4,2.0,50.3942067,-84.4691868,7.4,34.0,0.39999999999997726,0.39999999999997726,0.0,2022,6,28,17,4.44,157.0
,97,123,28.5,48.0,96.5,398,28.0,93.5,2022-06-28 17:35:30,399.5,7.565,2.0,50.3941408,-84.4691229,7.565,34.0,0.39999999999997726,0.39999999999997726,0.0,2022,6,28,17,4.44,157.0
,95,122,26.0,48.0,95.5,331,28.0,93.5,2022-06-28 17:35:31,407.22,7.54,2.0,50.3940744,-84.4690563,7.54,34.0,0.6000000000000227,0.6000000000000227,0.0,2022,6,28,17,4.44,157.0
,95,121,29.5,52.0,97.5,354,28.0,93.5,2022-06-28 17:35:32,414.45,7.198,2.0,50.3940125,-84.468993,7.198,34.0,0.8000000000000114,0.8000000000000114,0.08,2022,6,28,17,4.44,157.0
,95,121,29.5,52.0,97.5,341,28.0,93.5,2022-06-28 17:35:33,421.51,6.694,2.0,50.3939491,-84.4689373,6.694,34.0,1.0,1.0,0.79,2022,6,28,17,4.44,157.0
,95,120,26.5,45.0,91.5,338,26.5,91.5,2022-06-28 17:35:34,428.05,6.544,2.0,50.3938913,-84.4688834,6.544,34.0,1.3999999999999773,1.3999999999999773,2.01,2022,6,28,17,4.44,157.0
,97,120,29.0,54.0,90.5,385,27.5,87.5,2022-06-28 17:35:35,434.61,6.362,2.0,50.3938326,-84.4688309,6.362,34.0,1.8000000000000114,1.8000000000000114,3.15,2022,6,28,17,4.44,157.0
,97,121,30.0,55.0,93.0,425,27.5,89.5,2022-06-28 17:35:36,440.72,6.206,2.0,50.393778,-84.4687821,6.206,34.0,2.1999999999999886,2.1999999999999886,4.05,2022,6,28,17,4.44,157.0
,95,121,31.0,52.0,96.0,442,27.0,93.0,2022-06-28 17:35:37,446.81,6.032,2.0,50.3937233,-84.4687336,6.032,34.0,2.6000000000000227,2.6000000000000227,4.33,2022,6,28,17,4.44,157.0
,89,121,31.0,50.0,96.0,370,27.0,93.0,2022-06-28 17:35:38,453.12,6.352,2.0,50.3936665,-84.4686841,6.352,34.0,3.0,3.0,4.65,2022,6,28,17,4.44,157.0
,89,120,31.0,50.0,96.0,297,27.0,93.0,2022-06-28 17:35:39,459.16,6.148,2.0,50.3936157,-84.4686298,6.148,34.0,3.3999999999999773,3.3999999999999773,5.22,2022,6,28,17,4.44,157.0
,89,121,31.5,51.0,97.0,294,27.5,92.5,2022-06-28 17:35:40,465.58,6.433,2.0,50.3935591,-84.4685768,6.433,34.0,3.6000000000000227,3.6000000000000227,5.31,2022,6,28,17,4.44,157.0
,89,120,32.5,52.0,98.0,293,28.5,92.5,2022-06-28 17:35:41,472.06,6.2,2.0,50.3935047,-84.4685183,6.2,34.0,4.0,4.0,5.11,2022,6,28,17,4.44,157.0
,89,120,33.0,53.0,99.0,292,29.0,92.0,2022-06-28 17:35:42,478.66,6.357,2.0,50.3934492,-84.4684588,6.357,34.0,4.199999999999989,4.199999999999989,5.41,2022,6,28,17,4.44,157.0
,89,120,31.0,52.0,96.0,293,28.5,91.5,2022-06-28 17:35:43,484.68,5.609,2.0,50.3933996,-84.4684032,5.609,34.0,4.399999999999977,4.399999999999977,5.5,2022,6,28,17,4.44,157.0
,90,119,29.0,51.0,93.0,295,28.5,91.5,2022-06-28 17:35:44,490.33,6.078,2.0,50.3933531,-84.4683508,6.078,34.0,4.600000000000023,4.600000000000023,4.77,2022,6,28,17,4.44,157.0
,90,120,27.0,50.0,90.0,296,28.0,91.0,2022-06-28 17:35:45,496.97,6.464,2.0,50.3932988,-84.4682884,6.464,34.0,4.600000000000023,4.600000000000023,3.99,2022,6,28,17,4.44,157.0
,91,119,26.0,49.0,88.5,289,28.0,91.0,2022-06-28 17:35:46,503.83,6.758,2.0,50.3932441,-84.4682221,6.758,34.0,4.600000000000023,4.600000000000023,3.19,2022,6,28,17,4.44,157.0
,96,119,26.0,49.0,88.5,267,28.0,91.0,2022-06-28 17:35:47,511.42,7.255,2.0,50.3931801,-84.4681542,7.255,34.0,4.600000000000023,4.600000000000023,2.31,2022,6,28,17,4.44,157.0
,100,118,26.0,49.0,88.5,277,28.0,91.0,2022-06-28 17:35:48,519.74,7.849,2.0,50.3931083,-84.4680825,7.849,34.0,4.600000000000023,4.600000000000023,1.38,2022,6,28,17,4.44,157.0
,101,117,25.5,50.0,87.0,250,27.5,89.0,2022-06-28 17:35:49,528.16,8.273,2.0,50.393035,-84.4680112,8.273,34.0,4.600000000000023,4.600000000000023,0.44,2022,6,28,17,4.44,157.0
,100,118,24.0,51.0,83.5,237,25.5,85.5,2022-06-28 17:35:50,536.72,8.297,2.0,50.3929605,-84.4679387,8.297,34.0,4.600000000000023,4.600000000000023,0.0,2022,6,28,17,4.44,157.0
,99,118,22.5,53.0,80.0,223,24.0,81.5,2022-06-28 17:35:51,545.63,8.261,2.0,50.3928823,-84.4678646,8.261,34.0,4.399999999999977,4.399999999999977,0.0,2022,6,28,17,4.44,157.0
,97,117,22.0,54.0,79.5,206,23.0,78.0,2022-06-28 17:35:52,553.92,8.019,2.0,50.3928093,-84.4677958,8.019,34.0,4.600000000000023,4.600000000000023,0.0,2022,6,28,17,4.44,157.0
,92,116,24.5,54.0,88.5,176,23.0,77.0,2022-06-28 17:35:53,562.33,8.301,2.0,50.3927333,-84.46773,8.301,34.0,4.600000000000023,4.600000000000023,0.0,2022,6,28,17,4.44,157.0
,90,117,25.0,54.0,90.5,161,23.0,76.5,2022-06-28 17:35:54,571.03,8.795,2.0,50.3926536,-84.4676644,8.795,34.0,4.399999999999977,4.399999999999977,0.0,2022,6,28,17,4.44,157.0
,91,117,25.0,54.0,90.5,142,23.0,76.5,2022-06-28 17:35:55,580.55,9.42,2.0,50.3925664,-84.4675927,9.42,34.0,4.199999999999989,4.199999999999989,-0.07,2022,6,28,17,4.44,157.0
,93,117,25.0,54.0,90.5,120,23.0,76.5,2022-06-28 17:35:56,590.32,9.708,2.0,50.3924788,-84.4675149,9.708,34.0,3.8000000000000114,3.8000000000000114,-0.67,2022,6,28,17,4.44,157.0
,91,117,25.0,48.0,90.5,112,23.0,76.5,2022-06-28 17:35:57,600.2,10.04,2.0,50.3923908,-84.4674349,10.04,34.0,3.6000000000000227,3.6000000000000227,-1.57,2022,6,28,17,4.44,157.0
,96,118,25.0,56.0,90.5,123,23.0,76.5,2022-06-28 17:35:58,610.99,10.462,2.0,50.3922937,-84.4673499,10.462,34.0,3.1999999999999886,3.1999999999999886,-2.36,2022,6,28,17,4.44,157.0
,101,118,19.5,55.0,69.0,139,18.5,61.0,2022-06-28 17:35:59,621.86,10.623,2.0,50.3921959,-84.4672641,10.623,34.0,2.8000000000000114,2.8000000000000114,-3.08,2022,6,28,17,4.44,157.0
,102,117,16.5,54.0,58.5,153,17.0,55.0,2022-06-28 17:36:00,632.44,10.518,2.0,50.3921006,-84.4671807,10.518,34.0,2.6000000000000227,2.6000000000000227,-3.41,2022,6,28,17,4.44,157.0
,102,117,17.5,53.0,63.0,170,18.0,59.0,2022-06-28 17:36:01,643.15,10.293,2.0,50.3920042,-84.4670963,10.293,34.0,2.1999999999999886,2.1999999999999886,-3.15,2022,6,28,17,4.44,157.0
,92,119,19.5,53.0,75.5,196,19.0,64.0,2022-06-28 17:36:02,654.05,10.673,2.0,50.3919063,-84.46701,10.673,34.0,1.8000000000000114,1.8000000000000114,-2.85,2022,6,28,17,4.44,157.0
,92,121,18.5,49.0,68.0,219,18.0,65.0,2022-06-28 17:36:03,664.95,10.647,2.0,50.3918102,-84.46692,10.647,34.0,1.6000000000000227,1.6000000000000227,-2.78,2022,6,28,17,4.44,157.0
,92,122,18.0,48.0,66.0,243,18.0,65.0,2022-06-28 17:36:04,675.92,10.567,2.0,50.3917128,-84.4668307,10.567,34.0,1.3999999999999773,1.3999999999999773,-2.55,2022,6,28,17,4.44,157.0
,92,123,21.0,51.0,75.0,258,20.5,69.5,2022-06-28 17:36:05,686.44,10.544,2.0,50.3916175,-84.4667491,10.544,34.0,1.1999999999999886,1.1999999999999886,-2.29,2022,6,28,17,4.44,157.0
,91,125,25.5,56.0,88.0,245,24.5,76.0,2022-06-28 17:36:06,697.69,10.565,2.0,50.3915157,-84.4666616,10.565,34.0,1.0,1.0,-2.36,2022,6,28,17,4.44,157.0
,91,126,25.5,56.0,88.0,226,24.5,76.0,2022-06-28 17:36:07,708.57,10.546,2.0,50.3914165,-84.4665783,10.546,34.0,0.8000000000000114,0.8000000000000114,-2.4,2022,6,28,17,4.44,157.0
,90,127,26.5,51.0,90.5,234,25.0,78.5,2022-06-28 17:36:08,719.34,10.446,2.0,50.3913189,-84.4664948,10.446,34.0,0.6000000000000227,0.6000000000000227,-2.17,2022,6,28,17,4.44,157.0
,91,126,26.0,52.0,87.0,251,23.5,78.5,2022-06-28 17:36:09,730.19,10.425,2.0,50.3912194,-84.4664132,10.425,34.0,0.6000000000000227,0.6000000000000227,-1.98,2022,6,28,17,4.44,157.0
,96,126,23.0,55.0,76.5,246,20.5,75.5,2022-06-28 17:36:10,740.39,10.208,2.0,50.3911258,-84.4663367,10.208,34.0,0.39999999999997726,0.39999999999997726,-1.8,2022,6,28,17,4.44,157.0
,100,126,21.0,51.0,73.5,251,20.5,74.0,2022-06-28 17:36:11,750.97,9.939,2.0,50.3910303,-84.4662539,9.939,34.0,0.39999999999997726,0.39999999999997726,-1.56,2022,6,28,17,4.44,157.0
,100,125,18.0,51.0,72.0,263,20.0,69.5,2022-06-28 17:36:12,760.86,9.912,2.0,50.3909397,-84.4661792,9.912,34.0,0.39999999999997726,0.39999999999997726,-1.29,2022,6,28,17,4.44,157.0
,99,124,18.0,51.0,72.0,276,20.0,69.5,2022-06-28 17:36:13,771.07,9.929,2.0,50.3908452,-84.4661044,9.929,34.0,0.19999999999998863,0.19999999999998863,-0.98,2022,6,28,17,4.44,157.0
,99,123,18.5,51.0,73.5,276,20.5,71.0,2022-06-28 17:36:14,781.25,9.748,2.0,50.3907508,-84.4660299,9.748,34.0,0.19999999999998863,0.19999999999998863,-0.72,2022,6,28,17,4.44,157.0
,99,123,20.0,50.0,76.0,265,21.5,74.0,2022-06-28 17:36:15,790.72,9.548,2.0,50.3906641,-84.4659583,9.548,34.0,0.19999999999998863,0.19999999999998863,-0.59,2022,6,28,17,4.44,157.0
,99,123,21.0,50.0,78.5,253,22.5,77.0,2022-06-28 17:36:16,801.21,9.45,2.0,50.3905663,-84.4658831,9.45,34.0,0.0,0.0,-0.56,2022,6,28,17,4.44,157.0
,99,122,22.0,50.0,81.5,241,23.5,80.0,2022-06-28 17:36:17,810.49,9.178,2.0,50.3904818,-84.4658119,9.178,34.0,0.0,0.0,-0.32,2022,6,28,17,4.44,157.0
,99,122,23.5,49.0,84.0,230,24.5,82.5,2022-06-28 17:36:18,819.69,9.142,2.0,50.3903986,-84.4657404,9.142,34.0,0.0,0.0,-0.34,2022,6,28,17,4.44,157.0
,99,122,24.5,49.0,86.5,218,25.5,85.5,2022-06-28 17:36:19,829.4,9.474,2.0,50.3903095,-84.4656674,9.474,34.0,0.0,0.0,-0.63,2022,6,28,17,4.44,157.0
,90,121,25.0,49.0,85.5,228,24.5,85.5,2022-06-28 17:36:20,839.05,9.556,2.0,50.3902228,-84.4655908,9.556,34.0,0.0,0.0,-0.61,2022,6,28,17,4.44,157.0
,81,121,25.0,49.0,84.0,253,23.0,82.0,2022-06-28 17:36:21,848.74,9.118,2.0,50.3901358,-84.4655138,9.118,34.0,0.0,0.0,-0.29,2022,6,28,17,4.44,157.0
,87,120,26.0,49.0,89.5,273,23.0,79.5,2022-06-28 17:36:22,857.67,8.969,2.0,50.3900576,-84.4654393,8.969,34.0,0.0,0.0,0.0,2022,6,28,17,4.44,157.0
,91,119,26.5,49.0,93.5,286,23.0,77.5,2022-06-28 17:36:23,866.67,8.729,2.0,50.3899801,-84.4653616,8.729,34.0,0.19999999999998863,0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,93,119,26.5,49.0,93.5,273,23.0,77.5,2022-06-28 17:36:24,875.28,8.467,2.0,50.3899073,-84.4652848,8.467,34.0,0.19999999999998863,0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,97,118,26.5,49.0,93.5,258,23.0,77.5,2022-06-28 17:36:25,884.05,8.543,2.0,50.3898339,-84.4652053,8.543,34.0,0.19999999999998863,0.19999999999998863,0.04,2022,6,28,17,4.44,157.0
,98,119,26.5,49.0,93.5,265,23.0,77.5,2022-06-28 17:36:26,892.75,8.439,2.0,50.3897619,-84.4651253,8.439,33.0,0.39999999999997726,0.39999999999997726,0.41,2022,6,28,17,4.44,157.0
,97,119,26.5,52.0,93.5,256,23.0,77.5,2022-06-28 17:36:27,901.43,8.205,2.0,50.3896939,-84.4650393,8.205,33.0,0.6000000000000227,0.6000000000000227,0.78,2022,6,28,17,4.44,157.0
,94,118,27.5,55.0,91.5,245,23.5,79.0,2022-06-28 17:36:28,909.45,8.001,2.0,50.3896283,-84.4649643,8.001,33.0,0.6000000000000227,0.6000000000000227,0.87,2022,6,28,17,4.44,157.0
,94,118,26.5,55.0,84.5,227,24.0,81.0,2022-06-28 17:36:29,917.49,7.823,2.0,50.3895581,-84.4648966,7.823,33.0,0.8000000000000114,0.8000000000000114,1.02,2022,6,28,17,4.44,157.0
,98,118,23.0,55.0,78.5,214,22.5,78.5,2022-06-28 17:36:30,925.59,8.129,2.0,50.3894831,-84.4648373,8.129,33.0,0.8000000000000114,0.8000000000000114,1.19,2022,6,28,17,4.44,157.0
,103,117,21.5,55.0,74.5,246,21.5,71.0,2022-06-28 17:36:31,934.13,8.09,2.0,50.3894056,-84.4647714,8.09,33.0,0.8000000000000114,0.8000000000000114,1.17,2022,6,28,17,4.44,157.0
,105,117,21.0,55.0,73.5,230,21.0,69.5,2022-06-28 17:36:32,941.73,7.616,2.0,50.3893399,-84.4647061,7.616,33.0,0.8000000000000114,0.8000000000000114,0.98,2022,6,28,17,4.44,157.0
,102,117,21.0,54.0,73.5,251,21.0,69.5,2022-06-28 17:36:33,949.48,7.912,2.0,50.3892705,-84.4646443,7.912,33.0,0.8000000000000114,0.8000000000000114,0.71,2022,6,28,17,4.44,157.0
,98,118,21.0,51.0,74.0,289,21.0,70.0,2022-06-28 17:36:34,956.89,7.352,2.0,50.3892067,-84.4645804,7.352,33.0,0.8000000000000114,0.8000000000000114,0.27,2022,6,28,17,4.44,157.0
,90,118,30.0,55.0,99.0,264,25.0,85.0,2022-06-28 17:36:35,964.89,7.77,2.0,50.3891376,-84.4645115,7.77,33.0,0.8000000000000114,0.8000000000000114,0.0,2022,6,28,17,4.44,157.0
,90,119,33.0,53.0,98.0,173,26.0,87.5,2022-06-28 17:36:36,972.85,7.792,2.0,50.3890684,-84.4644441,7.792,33.0,1.0,1.0,0.0,2022,6,28,17,4.44,157.0
,94,118,28.0,54.0,85.5,214,24.0,82.5,2022-06-28 17:36:37,980.44,7.685,2.0,50.3890036,-84.4643774,7.685,33.0,1.0,1.0,0.0,2022,6,28,17,4.44,157.0
,98,117,22.5,51.0,75.0,249,21.5,77.0,2022-06-28 17:36:38,987.83,7.377,2.0,50.3889392,-84.464315,7.377,33.0,1.1999999999999886,1.1999999999999886,0.03,2022,6,28,17,4.44,157.0
,101,117,18.5,45.0,69.0,320,20.0,73.5,2022-06-28 17:36:39,995.91,7.565,2.0,50.3888689,-84.4642466,7.565,33.0,1.3999999999999773,1.3999999999999773,0.42,2022,6,28,17,4.44,157.0
,100,117,19.0,45.0,70.5,312,20.5,74.0,2022-06-28 17:36:40,1003.38,7.527,2.0,50.3888044,-84.4641823,7.527,33.0,1.3999999999999773,1.3999999999999773,0.99,2022,6,28,17,4.44,157.0
,99,115,30.5,54.0,98.0,289,27.0,82.5,2022-06-28 17:36:41,1010.78,7.152,2.0,50.3887392,-84.4641212,7.152,33.0,1.8000000000000114,1.8000000000000114,1.39,2022,6,28,17,4.44,157.0
,97,114,27.0,50.0,89.5,277,25.0,82.0,2022-06-28 17:36:42,1018.2,7.008,2.0,50.3886725,-84.4640624,7.008,33.0,2.0,2.0,1.9,2022,6,28,17,4.44,157.0
