battery_soc,cadence,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,89,164,18.0,59.0,62.0,147,14.5,53.0,2022-06-28 17:53:48,10166.06,10.908,3.0,50.3877988,-84.4491562,10.908,28.0,14.600000000000023,14.600000000000023,-2.47,2022,6,28,17,4.44,157.0
,92,164,17.0,57.0,60.5,107,15.0,54.5,2022-06-28 17:53:49,10177.66,11.022,3.0,50.3879156,-84.4492141,11.022,29.0,14.0,14.0,-3.56,2022,6,28,17,4.44,157.0
,94,165,14.5,52.0,56.0,79,17.0,60.0,2022-06-28 17:53:50,10191.61,13.245,3.0,50.3880461,-84.449313,13.245,29.0,13.600000000000023,13.600000000000023,-4.31,2022,6,28,17,4.44,157.0
,80,165,8.5,34.0,52.0,43,16.5,58.5,2022-06-28 17:53:51,10207.69,15.44,3.0,50.3882054,-84.4494028,15.44,29.0,13.0,13.0,-4.68,2022,6,28,17,4.44,157.0
,43,165,0.0,0.0,49.5,4,12.0,46.0,2022-06-28 17:53:52,10222.25,14.654,3.0,50.3883392,-84.4495116,14.654,29.0,12.399999999999977,12.399999999999977,-4.7,2022,6,28,17,4.44,157.0
,53,165,0.0,0.0,46.5,26,12.0,46.0,2022-06-28 17:53:53,10235.42,13.686,3.0,50.3884531,-84.4496243,13.686,29.0,11.800000000000011,11.800000000000011,-4.52,2022,6,28,17,4.44,157.0
,79,165,10.0,81.0,44.0,108,2.0,46.0,2022-06-28 17:53:54,10248.55,13.184,3.0,50.3885596,-84.4497487,13.184,29.0,11.199999999999989,11.199999999999989,-4.08,2022,6,28,17,4.44,157.0
,98,165,16.0,100.0,56.5,145,0.0,46.0,2022-06-28 17:53:55,10261.67,13.105,3.0,50.3886678,-84.4498702,13.105,29.0,10.600000000000023,10.600000000000023,-3.66,2022,6,28,17,4.44,157.0
,102,165,17.5,81.0,59.5,130,5.0,46.0,2022-06-28 17:53:56,10273.64,12.286,3.0,50.3887703,-84.4499747,12.286,29.0,10.0,10.0,-3.64,2022,6,28,17,4.44,157.0
,102,165,18.0,55.0,60.0,157,12.5,46.0,2022-06-28 17:53:57,10285.23,11.789,3.0,50.3888694,-84.4500761,11.789,29.0,9.399999999999977,9.399999999999977,-3.83,2022,6,28,17,4.44,157.0
,102,164,18.0,55.0,62.5,159,14.0,50.0,2022-06-28 17:53:58,10296.11,11.065,3.0,50.3889584,-84.4501779,11.065,29.0,8.800000000000011,8.800000000000011,-4.04,2022,6,28,17,4.44,157.0
,103,164,18.5,55.0,65.0,160,15.0,54.0,2022-06-28 17:53:59,10307.68,11.459,3.0,50.3890482,-84.4502935,11.459,29.0,8.399999999999977,8.399999999999977,-4.52,2022,6,28,17,4.44,157.0
,103,164,18.5,55.0,66.0,171,15.5,55.5,2022-06-28 17:54:00,10319.44,11.71,3.0,50.3891405,-84.4504096,11.71,29.0,8.0,8.0,-4.98,2022,6,28,17,4.44,157.0
,103,163,18.5,54.0,66.0,182,15.5,55.5,2022-06-28 17:54:01,10331.97,12.241,4.0,50.3892368,-84.4505361,12.241,29.0,7.600000000000023,7.600000000000023,-4.91,2022,6,28,17,4.44,157.0
,102,163,18.5,53.0,66.0,189,15.5,55.5,2022-06-28 17:54:02,10344.61,12.508,4.0,50.3893338,-84.4506639,12.508,29.0,7.199999999999989,7.199999999999989,-4.59,2022,6,28,17,4.44,157.0
,102,162,19.0,52.0,66.5,194,15.5,56.0,2022-06-28 17:54:03,10356.32,11.978,4.0,50.3894304,-84.4507721,11.978,29.0,6.800000000000011,6.800000000000011,-4.24,2022,6,28,17,4.44,157.0
,102,162,22.0,51.0,72.0,172,18.0,63.0,2022-06-28 17:54:04,10367.31,11.269,4.0,50.3895229,-84.450871,11.269,29.0,6.399999999999977,6.399999999999977,-3.88,2022,6,28,17,4.44,157.0
,101,161,20.0,52.0,67.0,166,18.5,65.0,2022-06-28 17:54:05,10378.58,11.397,4.0,50.3896092,-84.450985,11.397,29.0,6.199999999999989,6.199999999999989,-3.55,2022,6,28,17,4.44,157.0
,100,160,19.0,50.0,67.0,164,18.0,62.5,2022-06-28 17:54:06,10390.1,11.325,4.0,50.3896955,-84.4511044,11.325,29.0,5.800000000000011,5.800000000000011,-3.31,2022,6,28,17,4.44,157.0
,99,160,19.0,49.0,67.5,156,18.0,61.0,2022-06-28 17:54:07,10400.55,10.69,4.0,50.389771,-84.4512162,10.69,29.0,5.600000000000023,5.600000000000023,-2.92,2022,6,28,17,4.44,157.0
,98,159,20.0,49.0,67.5,144,19.0,60.5,2022-06-28 17:54:08,10411.0,10.492,4.0,50.3898425,-84.4513325,10.492,29.0,5.399999999999977,5.399999999999977,-2.44,2022,6,28,17,4.44,157.0
,97,158,17.5,52.0,61.5,147,18.5,61.5,2022-06-28 17:54:09,10422.33,11.183,4.0,50.3899171,-84.451462,11.183,29.0,5.199999999999989,5.199999999999989,-2.17,2022,6,28,17,4.44,157.0
,96,157,17.0,57.0,60.5,168,18.5,61.5,2022-06-28 17:54:10,10433.63,11.251,4.0,50.3899855,-84.4515969,11.251,29.0,4.800000000000011,4.800000000000011,-2.03,2022,6,28,17,4.44,157.0
,96,157,18.0,58.0,63.0,159,18.5,61.5,2022-06-28 17:54:11,10445.18,11.659,3.0,50.3900553,-84.4517349,11.659,29.0,4.600000000000023,4.600000000000023,-1.97,2022,6,28,17,4.44,157.0
,97,156,20.0,52.0,66.5,162,18.5,61.5,2022-06-28 17:54:12,10457.82,11.774,3.0,50.390127,-84.45189,11.774,29.0,4.199999999999989,4.199999999999989,-2.16,2022,6,28,17,4.44,157.0
,98,156,20.0,52.0,66.5,150,18.5,61.5,2022-06-28 17:54:13,10469.9,11.652,3.0,50.3901981,-84.4520361,11.652,29.0,4.0,4.0,-2.47,2022,6,28,17,4.44,157.0
,100,155,19.0,50.0,62.5,143,16.0,56.0,2022-06-28 17:54:14,10482.85,11.552,3.0,50.3902665,-84.4521989,11.552,29.0,3.6000000000000227,3.6000000000000227,-2.65,2022,6,28,17,4.44,157.0
,100,154,17.5,48.0,59.0,160,17.0,58.0,2022-06-28 17:54:15,10495.04,11.581,4.0,50.3903077,-84.4523661,11.581,29.0,3.1999999999999886,3.1999999999999886,-2.82,2022,6,28,17,4.44,157.0
,101,154,17.0,47.0,57.0,189,18.5,60.5,2022-06-28 17:54:16,10506.37,11.895,4.0,50.390338,-84.4525246,11.895,29.0,2.8000000000000114,2.8000000000000114,-3.06,2022,6,28,17,4.44,157.0
,101,153,18.0,48.0,60.0,214,18.5,60.5,2022-06-28 17:54:17,10518.62,11.601,4.0,50.3903809,-84.452692,11.601,29.0,2.3999999999999773,2.3999999999999773,-3.31,2022,6,28,17,4.44,157.0
,102,153,29.0,60.0,91.5,212,17.5,59.5,2022-06-28 17:54:18,10530.61,11.306,4.0,50.3904055,-84.4528621,11.306,29.0,2.0,2.0,-3.52,2022,6,28,17,4.44,157.0
,103,153,20.0,46.0,68.0,185,21.5,73.5,2022-06-28 17:54:19,10542.73,11.743,4.0,50.3904199,-84.4530361,11.743,29.0,1.6000000000000227,1.6000000000000227,-3.4,2022,6,28,17,4.44,157.0
,103,152,21.0,50.0,71.5,221,22.5,76.0,2022-06-28 17:54:20,10555.34,11.707,4.0,50.3904354,-84.4532171,11.707,29.0,1.3999999999999773,1.3999999999999773,-3.05,2022,6,28,17,4.44,157.0
,103,152,23.0,55.0,77.5,251,22.5,73.5,2022-06-28 17:54:21,10568.42,11.455,3.0,50.3904355,-84.4534062,11.455,29.0,1.1999999999999886,1.1999999999999886,-2.73,2022,6,28,17,4.44,157.0
,102,151,26.0,56.0,84.0,264,22.0,71.5,2022-06-28 17:54:22,10580.43,11.282,3.0,50.3904385,-84.4535797,11.282,29.0,1.1999999999999886,1.1999999999999886,-2.26,2022,6,28,17,4.44,157.0
,101,150,30.5,57.0,94.5,271,22.5,73.5,2022-06-28 17:54:23,10591.75,11.17,3.0,50.3904582,-84.4537411,11.17,29.0,1.1999999999999886,1.1999999999999886,-1.66,2022,6,28,17,4.44,157.0
,103,150,30.5,59.0,93.5,336,23.5,76.5,2022-06-28 17:54:24,10603.0,11.147,4.0,50.3904771,-84.4539016,11.147,29.0,1.1999999999999886,1.1999999999999886,-1.22,2022,6,28,17,4.44,157.0
,105,149,31.0,58.0,94.0,372,27.0,83.5,2022-06-28 17:54:25,10611.1,10.859,4.0,50.3904793,-84.454018,10.859,29.0,1.1999999999999886,1.1999999999999886,-0.71,2022,6,28,17,4.44,157.0
,103,149,31.5,55.0,95.0,362,31.5,90.0,2022-06-28 17:54:26,10621.86,10.354,4.0,50.3905288,-84.4541585,10.354,29.0,1.3999999999999773,1.3999999999999773,-0.18,2022,6,28,17,4.44,157.0
,102,149,31.5,50.0,95.0,309,31.5,90.0,2022-06-28 17:54:27,10630.18,10.381,4.0,50.3905689,-84.4542659,10.381,29.0,1.3999999999999773,1.3999999999999773,0.0,2022,6,28,17,4.44,157.0
,102,149,31.5,47.0,95.0,295,31.5,90.0,2022-06-28 17:54:28,10640.84,10.379,4.0,50.3906456,-84.4543803,10.379,29.0,1.6000000000000227,1.6000000000000227,0.28,2022,6,28,17,4.44,157.0
,101,148,30.5,53.0,92.0,331,29.0,85.0,2022-06-28 17:54:29,10649.48,9.75,4.0,50.3907116,-84.4544679,9.75,29.0,1.6000000000000227,1.6000000000000227,0.73,2022,6,28,17,4.44,157.0
,100,148,31.5,55.0,95.5,311,30.5,85.5,2022-06-28 17:54:30,10659.31,9.77,3.0,50.3907907,-84.4545622,9.77,29.0,1.8000000000000114,1.8000000000000114,1.0,2022,6,28,17,4.44,157.0
,100,148,30.5,53.0,93.0,312,31.5,88.0,2022-06-28 17:54:31,10669.03,9.759,3.0,50.3908734,-84.4546478,9.759,29.0,2.0,2.0,1.08,2022,6,28,17,4.44,157.0
,98,148,28.5,50.0,89.0,331,31.0,89.5,2022-06-28 17:54:32,10679.09,9.745,3.0,50.3909669,-84.4547205,9.745,29.0,2.1999999999999886,2.1999999999999886,1.13,2022,6,28,17,4.44,157.0
,96,148,29.5,52.0,91.5,249,32.5,90.0,2022-06-28 17:54:33,10689.14,9.745,3.0,50.3910663,-84.4547773,9.745,29.0,2.3999999999999773,2.3999999999999773,1.31,2022,6,28,17,4.44,157.0
,96,148,25.5,53.0,84.0,224,31.0,90.0,2022-06-28 17:54:34,10699.44,9.496,3.0,50.391172,-84.4548211,9.496,29.0,2.6000000000000227,2.6000000000000227,1.52,2022,6,28,17,4.44,157.0
,95,148,22.0,53.0,76.0,193,25.5,80.5,2022-06-28 17:54:35,10709.15,9.05,3.0,50.391272,-84.4548608,9.05,29.0,2.6000000000000227,2.6000000000000227,1.64,2022,6,28,17,4.44,157.0
,94,149,21.0,53.0,73.0,164,23.0,76.0,2022-06-28 17:54:36,10718.56,9.194,3.0,50.391366,-84.4549107,9.194,29.0,2.8000000000000114,2.8000000000000114,1.7,2022,6,28,17,4.44,157.0
,94,149,22.5,53.0,76.5,172,22.5,74.0,2022-06-28 17:54:37,10727.66,9.016,3.0,50.3914577,-84.4549565,9.016,29.0,2.8000000000000114,2.8000000000000114,1.65,2022,6,28,17,4.44,157.0
,95,149,27.0,53.0,86.0,240,21.0,68.0,2022-06-28 17:54:38,10737.46,10.033,3.0,50.3915559,-84.4550072,10.033,29.0,2.6000000000000227,2.6000000000000227,1.31,2022,6,28,17,4.44,157.0
,95,150,31.5,53.0,95.5,308,19.5,62.5,2022-06-28 17:54:39,10747.78,10.294,2.0,50.3916565,-84.4550694,10.294,29.0,2.6000000000000227,2.6000000000000227,0.67,2022,6,28,17,4.44,157.0
,98,150,31.0,51.0,95.0,357,26.5,78.5,2022-06-28 17:54:40,10758.0,10.526,2.0,50.3917483,-84.4551506,10.526,29.0,2.8000000000000114,2.8000000000000114,0.15,2022,6,28,17,4.44,157.0
,99,150,29.5,48.0,92.0,351,33.5,96.5,2022-06-28 17:54:41,10768.37,10.159,2.0,50.3918268,-84.4552567,10.159,29.0,2.8000000000000114,2.8000000000000114,0.0,2022,6,28,17,4.44,157.0
,100,151,29.0,48.0,90.5,347,33.5,96.5,2022-06-28 17:54:42,10778.95,9.527,3.0,50.3918953,-84.4553785,9.527,29.0,3.0,3.0,0.19,2022,6,28,17,4.44,157.0
,103,151,28.5,48.0,89.0,286,33.5,96.0,2022-06-28 17:54:43,10788.36,9.509,3.0,50.3919406,-84.4555002,9.509,29.0,3.0,3.0,0.54,2022,6,28,17,4.44,157.0
,104,152,22.5,50.0,75.0,203,31.5,93.0,2022-06-28 17:54:44,10797.38,9.719,3.0,50.3919865,-84.4556149,9.719,29.0,3.0,3.0,0.75,2022,6,28,17,4.44,157.0
,103,152,18.0,52.0,65.5,182,24.0,76.5,2022-06-28 17:54:45,10807.45,9.989,2.0,50.3920387,-84.4557424,9.989,29.0,3.0,3.0,0.74,2022,6,28,17,4.44,157.0
,104,152,17.5,52.0,63.5,154,20.0,65.5,2022-06-28 17:54:46,10817.04,10.234,2.0,50.3920872,-84.4558647,10.234,29.0,2.6000000000000227,2.6000000000000227,0.44,2022,6,28,17,4.44,157.0
,105,152,17.0,47.0,61.5,123,20.5,64.0,2022-06-28 17:54:47,10827.14,10.626,3.0,50.3921388,-84.4559931,10.626,29.0,2.1999999999999886,2.1999999999999886,-0.33,2022,6,28,17,4.44,157.0
,103,153,15.0,36.0,55.5,134,21.0,66.0,2022-06-28 17:54:48,10838.46,10.92,3.0,50.3922043,-84.456131,10.92,29.0,1.8000000000000114,1.8000000000000114,-1.41,2022,6,28,17,4.44,157.0
,103,153,15.5,45.0,51.5,165,19.0,60.0,2022-06-28 17:54:49,10849.88,10.733,3.0,50.3922661,-84.4562735,10.733,29.0,1.3999999999999773,1.3999999999999773,-2.42,2022,6,28,17,4.44,157.0
,107,153,15.5,50.0,51.0,149,18.0,58.0,2022-06-28 17:54:50,10861.09,10.71,3.0,50.3923341,-84.4564071,10.71,29.0,1.1999999999999886,1.1999999999999886,-3.14,2022,6,28,17,4.44,157.0
,107,153,15.0,52.0,55.5,150,18.5,59.0,2022-06-28 17:54:51,10871.99,10.614,3.0,50.3924158,-84.4565199,10.614,29.0,1.0,1.0,-3.44,2022,6,28,17,4.44,157.0
,106,153,14.5,54.0,54.0,165,18.5,61.0,2022-06-28 17:54:52,10884.19,10.266,3.0,50.3924984,-84.4566567,10.266,29.0,0.8000000000000114,0.8000000000000114,-3.29,2022,6,28,17,4.44,157.0
,106,153,14.0,56.0,52.5,191,18.5,63.0,2022-06-28 17:54:53,10895.57,10.579,3.0,50.3925888,-84.4567673,10.579,29.0,0.6000000000000227,0.6000000000000227,-2.81,2022,6,28,17,4.44,157.0
,104,153,21.5,57.0,72.5,236,17.5,61.5,2022-06-28 17:54:54,10907.84,10.075,3.0,50.3926811,-84.4568938,10.075,29.0,0.6000000000000227,0.6000000000000227,-2.22,2022,6,28,17,4.44,157.0
,102,152,24.0,57.0,79.5,250,20.0,66.0,2022-06-28 17:54:55,10919.24,10.726,3.0,50.39278,-84.4569909,10.726,29.0,0.39999999999997726,0.39999999999997726,-1.67,2022,6,28,17,4.44,157.0
,101,152,22.5,56.0,76.5,251,22.5,72.0,2022-06-28 17:54:56,10929.94,10.82,3.0,50.3928885,-84.4570411,10.82,29.0,0.19999999999998863,0.19999999999998863,-1.26,2022,6,28,17,4.44,157.0
,100,153,24.5,55.0,79.5,272,23.0,75.0,2022-06-28 17:54:57,10939.81,10.421,3.0,50.3929928,-84.4570666,10.421,29.0,0.19999999999998863,0.19999999999998863,-1.03,2022,6,28,17,4.44,157.0
,100,153,26.5,53.0,82.5,294,23.0,77.5,2022-06-28 17:54:58,10950.13,10.15,3.0,50.3931033,-84.4570773,10.15,29.0,0.0,0.0,-0.93,2022,6,28,17,4.44,157.0
,99,152,27.0,53.0,85.5,287,25.0,81.0,2022-06-28 17:54:59,10960.17,9.78,3.0,50.3932072,-84.4571161,9.78,29.0,0.0,0.0,-0.87,2022,6,28,17,4.44,157.0
,98,152,27.5,53.0,87.0,254,26.5,83.5,2022-06-28 17:55:00,10970.28,9.741,3.0,50.3933117,-84.4571559,9.741,29.0,-0.19999999999998863,-0.19999999999998863,-1.0,2022,6,28,17,4.44,157.0
,97,151,25.0,52.0,81.5,210,25.5,82.0,2022-06-28 17:55:01,10979.96,9.582,3.0,50.3934099,-84.4572017,9.582,29.0,-0.39999999999997726,-0.39999999999997726,-1.23,2022,6,28,17,4.44,157.0
,97,151,19.5,49.0,68.5,228,24.0,79.0,2022-06-28 17:55:02,10988.86,9.087,3.0,50.3934962,-84.4572569,9.087,29.0,-0.39999999999997726,-0.39999999999997726,-1.29,2022,6,28,17,4.44,157.0
,97,151,20.5,49.0,73.5,238,22.5,75.0,2022-06-28 17:55:03,10998.04,9.973,3.0,50.3935799,-84.457327,9.973,29.0,-0.6000000000000227,-0.6000000000000227,-1.3,2022,6,28,17,4.44,157.0
,97,151,22.0,50.0,78.5,235,20.5,70.5,2022-06-28 17:55:04,11007.86,10.29,3.0,50.3936675,-84.4574061,10.29,29.0,-0.6000000000000227,-0.6000000000000227,-1.33,2022,6,28,17,4.44,157.0
,98,151,26.5,52.0,85.0,297,20.5,69.0,2022-06-28 17:55:05,11017.77,10.316,3.0,50.3937584,-84.4574805,10.316,29.0,-0.6000000000000227,-0.6000000000000227,-1.2,2022,6,28,17,4.44,157.0
,100,151,31.0,56.0,90.0,293,21.0,69.5,2022-06-28 17:55:06,11027.13,10.234,3.0,50.3938362,-84.4575662,10.234,29.0,-0.6000000000000227,-0.6000000000000227,-0.89,2022,6,28,17,4.44,157.0
,100,152,25.0,56.0,83.5,245,21.0,69.5,2022-06-28 17:55:07,11037.54,10.391,3.0,50.3939084,-84.457681,10.391,29.0,-0.6000000000000227,-0.6000000000000227,-0.47,2022,6,28,17,4.44,157.0
,101,152,24.5,56.0,83.0,265,21.0,69.5,2022-06-28 17:55:08,11047.2,10.36,4.0,50.3939682,-84.4577951,10.36,29.0,-0.39999999999997726,-0.39999999999997726,-0.11,2022,6,28,17,4.44,157.0
,102,153,24.5,56.0,80.0,273,20.5,70.0,2022-06-28 17:55:09,11058.07,10.547,4.0,50.3940259,-84.4579316,10.547,29.0,-0.39999999999997726,-0.39999999999997726,0.0,2022,6,28,17,4.44,157.0
,103,153,24.0,55.0,75.5,383,20.0,70.5,2022-06-28 17:55:10,11069.9,10.79,4.0,50.3940738,-84.4580899,10.79,29.0,-0.19999999999998863,-0.19999999999998863,0.26,2022,6,28,17,4.44,157.0
,105,153,24.0,47.0,75.5,321,20.0,70.5,2022-06-28 17:55:11,11081.99,10.959,4.0,50.3941092,-84.458258,10.959,29.0,-0.19999999999998863,-0.19999999999998863,0.66,2022,6,28,17,4.44,157.0
,107,153,25.5,47.0,83.0,254,29.5,90.5,2022-06-28 17:55:12,11093.73,11.007,4.0,50.3941334,-84.4584246,11.007,29.0,-0.19999999999998863,-0.19999999999998863,0.82,2022,6,28,17,4.44,157.0
,107,154,25.0,47.0,80.0,277,23.5,77.5,2022-06-28 17:55:13,11105.5,11.469,3.0,50.3941574,-84.4585914,11.469,29.0,-0.19999999999998863,-0.19999999999998863,0.79,2022,6,28,17,4.44,157.0
,107,154,23.5,50.0,76.5,292,22.0,77.0,2022-06-28 17:55:14,11114.95,11.097,3.0,50.3941469,-84.4587272,11.097,29.0,-0.19999999999998863,-0.19999999999998863,0.5,2022,6,28,17,4.44,157.0
,105,154,23.0,54.0,75.0,298,23.0,81.5,2022-06-28 17:55:15,11127.48,11.234,3.0,50.3941141,-84.4589029,11.234,29.0,-0.39999999999997726,-0.39999999999997726,0.12,2022,6,28,17,4.44,157.0
,101,154,23.0,56.0,75.0,303,23.0,81.5,2022-06-28 17:55:16,11138.83,11.459,3.0,50.3940762,-84.4590589,11.459,29.0,-0.19999999999998863,-0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,98,155,23.0,57.0,75.0,307,23.0,81.5,2022-06-28 17:55:17,11150.45,11.31,3.0,50.394039,-84.4592192,11.31,29.0,-0.19999999999998863,-0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,97,155,23.0,58.0,75.0,306,23.0,81.5,2022-06-28 17:55:18,11161.83,11.504,3.0,50.3940009,-84.4593754,11.504,29.0,-0.19999999999998863,-0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,97,156,25.5,56.0,79.5,308,24.5,84.5,2022-06-28 17:55:19,11173.26,11.477,3.0,50.393961,-84.4595317,11.477,29.0,-0.39999999999997726,-0.39999999999997726,0.0,2022,6,28,17,4.44,157.0
,97,156,29.0,54.0,85.5,314,27.5,89.5,2022-06-28 17:55:20,11184.94,11.5,3.0,50.3939238,-84.459693,11.5,29.0,-0.39999999999997726,-0.39999999999997726,0.0,2022,6,28,17,4.44,157.0
,98,156,32.0,52.0,91.0,328,29.5,93.5,2022-06-28 17:55:21,11196.28,11.289,3.0,50.3938917,-84.4598511,11.289,29.0,-0.39999999999997726,-0.39999999999997726,0.0,2022,6,28,17,4.44,157.0
,98,156,31.5,51.0,92.5,350,29.0,93.0,2022-06-28 17:55:22,11207.28,11.411,3.0,50.3938596,-84.460004,11.411,29.0,-0.19999999999998863,-0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,97,156,30.5,50.0,92.5,349,29.0,94.0,2022-06-28 17:55:23,11217.71,11.609,3.0,50.3938309,-84.4601498,11.609,29.0,-0.19999999999998863,-0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,97,156,29.5,50.0,91.0,359,30.5,97.5,2022-06-28 17:55:24,11229.0,11.433,3.0,50.3938112,-84.4603107,11.433,29.0,-0.19999999999998863,-0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,98,156,29.5,50.0,91.0,387,30.5,97.5,2022-06-28 17:55:25,11240.91,11.235,3.0,50.3938018,-84.4604823,11.235,29.0,-0.19999999999998863,-0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,99,156,30.5,49.0,90.5,344,29.5,94.0,2022-06-28 17:55:26,11253.14,11.132,3.0,50.3938044,-84.4606591,11.132,29.0,-0.19999999999998863,-0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,98,157,27.0,49.0,81.5,318,30.0,93.5,2022-06-28 17:55:27,11265.64,11.444,3.0,50.3938211,-84.4608384,11.444,29.0,-0.19999999999998863,-0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,97,157,25.5,52.0,81.0,373,28.0,89.5,2022-06-28 17:55:28,11278.37,11.639,3.0,50.3938526,-84.4610173,11.639,29.0,0.0,0.0,0.0,2022,6,28,17,4.44,157.0
,99,158,25.5,54.0,84.0,358,26.0,86.5,2022-06-28 17:55:29,11291.31,11.601,3.0,50.393901,-84.4611926,11.601,29.0,0.0,0.0,0.0,2022,6,28,17,4.44,157.0
,99,158,26.5,54.0,84.5,345,26.0,86.0,2022-06-28 17:55:30,11302.84,11.321,3.0,50.3939462,-84.4613477,11.321,29.0,-0.19999999999998863,-0.19999999999998863,0.0,2022,6,28,17,4.44,157.0
,100,158,28.0,54.0,85.0,341,25.5,85.0,2022-06-28 17:55:31,11313.47,12.018,3.0,50.3940112,-84.4614736,12.018,29.0,-0.39999999999997726,-0.39999999999997726,0.0,2022,6,28,17,4.44,157.0
,101,158,29.0,54.0,86.0,336,25.5,84.0,2022-06-28 17:55:32,11326.81,12.036,3.0,50.394122,-84.4615959,12.036,29.0,-0.6000000000000227,-0.6000000000000227,-0.21,2022,6,28,17,4.44,157.0
,101,158,29.0,54.0,87.0,273,25.5,84.5,2022-06-28 17:55:33,11339.82,11.742,3.0,50.3942336,-84.4617089,11.742,29.0,-0.39999999999997726,-0.39999999999997726,-0.58,2022,6,28,17,4.44,157.0
,102,159,28.5,54.0,88.5,184,25.5,85.0,2022-06-28 17:55:34,11352.17,11.243,3.0,50.3943433,-84.4618092,11.243,29.0,-0.39999999999997726,-0.39999999999997726,-0.67,2022,6,28,17,4.44,157.0
,102,159,28.0,54.0,90.5,95,26.0,86.0,2022-06-28 17:55:35,11363.25,10.933,3.0,50.3944385,-84.461905,10.933,29.0,-0.19999999999998863,-0.19999999999998863,-0.38,2022,6,28,17,4.44,157.0
,102,160,27.5,54.0,92.0,6,26.0,86.5,2022-06-28 17:55:36,11372.64,9.594,3.0,50.3945284,-84.4619668,9.594,29.0,-0.6000000000000227,-0.6000000000000227,-0.09,2022,6,28,17,4.44,157.0
,0,160,27.5,55.0,92.0,0,26.0,86.5,2022-06-28 17:55:37,11381.68,9.289,3.0,50.394621,-84.4620049,9.289,29.0,-1.0,-1.0,-0.19,2022,6,28,17,4.44,157.0
,0,160,27.5,55.0,92.0,0,26.0,86.5,2022-06-28 17:55:38,11389.78,7.869,3.0,50.3947072,-84.4619951,7.869,29.0,-0.8000000000000114,-0.8000000000000114,-0.5,2022,6,28,17,4.44,157.0
,0,161,27.5,55.0,92.0,0,26.0,86.5,2022-06-28 17:55:39,11397.15,7.329,3.0,50.3947742,-84.4619384,7.329,29.0,-1.0,-1.0,-0.8,2022,6,28,17,4.44,157.0
,0,161,27.5,55.0,92.0,0,26.0,86.5,2022-06-28 17:55:40,11404.88,7.565,3.0,50.3948288,-84.4618547,7.565,29.0,-0.8000000000000114,-0.8000000000000114,-1.13,2022,6,28,17,4.44,157.0
,24,161,21.0,55.0,78.0,311,26.5,82.5,2022-06-28 17:55:41,11413.24,7.976,3.0,50.3948603,-84.4617416,7.976,29.0,-0.6000000000000227,-0.6000000000000227,-0.89,2022,6,28,17,4.44,157.0
,93,162,27.5,57.0,89.5,621,28.0,83.5,2022-06-28 17:55:42,11421.88,8.354,2.0,50.3948719,-84.4616177,8.354,29.0,-0.39999999999997726,-0.39999999999997726,0.25,2022,6,28,17,4.44,157.0
,101,162,32.5,58.0,99.0,675,35.0,92.5,2022-06-28 17:55:43,11430.42,8.144,2.0,50.3948798,-84.4614948,8.144,29.0,0.0,0.0,1.56,2022,6,28,17,4.44,157.0
,104,163,32.5,58.0,99.5,614,39.5,99.5,2022-06-28 17:55:44,11438.83,8.413,2.0,50.3948879,-84.4613736,8.413,29.0,0.19999999999998863,0.19999999999998863,2.33,2022,6,28,17,4.44,157.0
,106,163,32.5,58.0,99.5,484,39.5,99.5,2022-06-28 17:55:45,11447.08,8.221,2.0,50.3948983,-84.4612552,8.221,29.0,0.6000000000000227,0.6000000000000227,2.69,2022,6,28,17,4.44,157.0
,102,164,32.5,42.0,99.5,464,39.5,99.5,2022-06-28 17:55:46,11455.44,8.232,2.0,50.3949168,-84.4611372,8.232,29.0,0.8000000000000114,0.8000000000000114,2.9,2022,6,28,17,4.44,157.0
,101,165,31.5,48.0,98.0,502,33.0,98.5,2022-06-28 17:55:47,11463.74,8.432,2.0,50.3949513,-84.4610264,8.432,29.0,1.0,1.0,2.9,2022,6,28,17,4.44,157.0
,106,165,31.0,50.0,97.5,510,31.0,98.0,2022-06-28 17:55:48,11472.68,8.428,2.0,50.395,-84.4609152,8.428,29.0,1.0,1.0,2.66,2022,6,28,17,4.44,157.0
,106,165,29.0,48.0,94.5,366,30.5,97.5,2022-06-28 17:55:49,11481.85,8.915,2.0,50.3950551,-84.4608054,8.915,29.0,1.0,1.0,2.38,2022,6,28,17,4.44,157.0
,107,165,25.0,45.0,88.5,318,30.0,97.0,2022-06-28 17:55:50,11490.83,9.44,2.0,50.3951125,-84.460701,9.44,29.0,1.0,1.0,1.99,2022,6,28,17,4.44,157.0
