timestamp,battery_soc,temperature,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-11-20 16:07:19,,8.0,38.0,49.0,6.5,76.0,92.5,59.0,20.5,71.5,1439.27,6.733,2.0,50.5203431,-84.796099,6.733,38.799999999999955,0.0,0.0,38.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:20,,8.0,56.0,49.0,21.0,73.0,76.5,90.0,20.5,71.5,1445.9,6.756,2.0,50.5203844,-84.7960186,6.756,38.799999999999955,0.0,0.0,38.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:21,,8.0,68.0,50.0,23.0,53.0,81.0,139.0,18.5,73.5,1453.05,6.833,2.0,50.5204343,-84.7959359,6.833,39.0,0.0,0.0,39.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:22,,8.0,66.0,50.0,26.5,44.0,86.0,176.0,20.5,71.5,1459.94,6.744,2.0,50.5204889,-84.7958682,6.744,39.0,0.0,0.0,39.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:23,,8.0,62.0,50.0,28.0,35.0,90.5,195.0,15.5,78.0,1466.79,6.877,2.0,50.5205459,-84.7958112,6.877,39.0,0.0,0.0,39.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:24,,8.0,61.0,50.0,27.5,52.0,94.0,211.0,7.0,90.0,1473.94,7.248,2.0,50.5206084,-84.7957474,7.248,39.0,0.0,0.0,39.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:25,,8.0,76.0,50.0,27.5,65.0,96.0,240.0,3.0,98.5,1481.14,7.256,2.0,50.5206688,-84.7956838,7.256,39.200000000000045,0.0,0.0,39.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:26,,8.0,79.0,51.0,26.0,50.0,90.0,262.0,24.5,86.5,1488.53,7.321,2.0,50.5207313,-84.7956174,7.321,39.200000000000045,0.0,0.0,39.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:27,,8.0,81.0,51.0,26.5,51.0,89.0,277.0,27.5,90.5,1495.94,7.556,2.0,50.5207918,-84.7955471,7.556,39.200000000000045,0.0,0.0,39.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:28,,8.0,84.0,51.0,28.0,51.0,92.5,300.0,27.0,90.5,1503.5,7.691,2.0,50.5208541,-84.795481,7.691,39.39999999999998,0.0,0.0,39.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:29,,8.0,86.0,52.0,29.0,52.0,96.0,330.0,26.5,89.5,1511.22,7.786,2.0,50.5209159,-84.7954055,7.786,39.39999999999998,0.0,0.0,39.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:30,,8.0,87.0,52.0,28.0,51.0,94.5,319.0,29.0,94.0,1519.22,7.851,2.0,50.5209816,-84.7953262,7.851,39.60000000000002,0.0,0.0,39.60000000000002,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:31,,8.0,88.0,52.0,25.5,48.0,88.0,307.0,31.0,95.5,1527.23,8.018,2.0,50.5210431,-84.7952511,8.018,39.799999999999955,0.0,0.0,39.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:32,,8.0,89.0,52.0,24.5,49.0,86.0,296.0,29.5,93.0,1535.51,8.301,2.0,50.521111,-84.7951696,8.301,39.799999999999955,0.0,0.0,39.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:33,,8.0,90.0,53.0,24.0,49.0,84.5,286.0,28.0,90.5,1543.96,8.493,2.0,50.5211784,-84.7950872,8.493,39.799999999999955,0.0,0.0,39.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:34,,8.0,91.0,53.0,24.0,50.0,83.0,278.0,26.5,88.0,1552.33,8.337,2.0,50.5212426,-84.7950038,8.337,40.0,0.0,0.0,40.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:35,,8.0,92.0,53.0,23.5,51.0,81.5,287.0,25.0,85.5,1560.62,8.292,2.0,50.5213093,-84.7949171,8.292,40.0,0.0,0.0,40.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:36,,8.0,92.0,54.0,23.0,52.0,80.0,285.0,23.0,83.0,1569.81,8.545,2.0,50.5213814,-84.7948321,8.545,40.0,0.0,0.0,40.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:37,,8.0,92.0,54.0,23.5,53.0,82.0,271.0,22.5,83.5,1578.82,8.752,2.0,50.5214534,-84.7947487,8.752,40.200000000000045,0.0,0.0,40.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:38,,8.0,93.0,54.0,21.5,55.0,84.0,251.0,22.5,84.5,1587.43,8.377,2.0,50.5215249,-84.7946627,8.377,40.200000000000045,0.0,0.0,40.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:39,,7.0,93.0,54.0,18.5,56.0,86.5,264.0,23.0,85.0,1595.74,8.098,2.0,50.5215942,-84.7945887,8.098,40.200000000000045,0.0,0.0,40.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:40,,7.0,93.0,55.0,15.0,55.0,88.5,251.0,23.0,85.0,1604.06,8.424,2.0,50.5216623,-84.7945136,8.424,40.200000000000045,0.0,0.0,40.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:41,,7.0,93.0,55.0,12.0,51.0,91.0,250.0,23.0,85.5,1612.51,8.546,2.0,50.5217305,-84.7944317,8.546,40.39999999999998,0.0,0.0,40.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:42,,7.0,92.0,55.0,9.0,49.0,93.5,251.0,23.5,86.0,1621.03,8.378,2.0,50.5217988,-84.7943497,8.378,40.60000000000002,0.0,0.0,40.60000000000002,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:43,,7.0,76.0,55.0,5.5,52.0,95.5,248.0,23.5,86.5,1629.21,8.054,2.0,50.5218645,-84.7942703,8.054,40.60000000000002,0.0,0.0,40.60000000000002,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:44,,7.0,38.0,55.0,2.5,46.0,98.0,238.0,24.0,87.0,1637.18,7.607,2.0,50.5219248,-84.7941927,7.607,40.799999999999955,0.0,0.0,40.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:45,,7.0,81.0,56.0,3.5,44.0,99.5,130.0,25.0,87.0,1645.44,7.784,2.0,50.5219894,-84.7941071,7.784,40.799999999999955,0.0,0.0,40.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:46,,7.0,87.0,56.0,24.5,53.0,95.5,159.0,31.5,83.5,1653.81,8.245,2.0,50.5220597,-84.7940309,8.245,41.0,0.0,0.0,41.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:47,,7.0,88.0,56.0,27.0,54.0,91.5,192.0,27.0,87.5,1662.35,8.174,2.0,50.5221312,-84.7939516,8.174,41.0,0.0,0.0,41.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:48,,7.0,88.0,56.0,28.5,54.0,94.0,283.0,28.0,88.5,1670.49,8.088,2.0,50.5221994,-84.7938789,8.088,41.200000000000045,0.0,0.0,41.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:49,,7.0,89.0,57.0,30.0,55.0,97.0,297.0,30.0,90.0,1678.6,8.232,2.0,50.5222662,-84.7938036,8.232,41.39999999999998,0.0,0.0,41.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:50,,7.0,90.0,57.0,30.0,50.0,94.0,310.0,28.5,92.5,1686.85,8.248,2.0,50.5223316,-84.7937239,8.248,41.799999999999955,0.0,0.0,41.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:51,,7.0,90.0,57.0,23.0,42.0,79.0,306.0,27.0,87.5,1695.06,8.094,2.0,50.5224009,-84.7936513,8.094,42.0,0.0,0.0,42.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:52,,7.0,89.0,58.0,24.0,53.0,84.0,288.0,26.5,91.0,1703.46,8.189,2.0,50.5224709,-84.7935738,8.189,42.200000000000045,0.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:53,,7.0,89.0,58.0,25.5,54.0,90.0,259.0,24.5,86.5,1712.01,8.215,2.0,50.5225349,-84.7934849,8.215,42.200000000000045,0.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:54,,7.0,89.0,58.0,26.5,53.0,92.5,267.0,23.5,81.5,1720.29,8.306,2.0,50.5226,-84.7934029,8.306,42.39999999999998,0.0,0.0,42.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:55,,7.0,90.0,58.0,26.5,51.0,91.5,271.0,24.0,83.0,1728.58,8.353,2.0,50.5226668,-84.7933211,8.353,42.60000000000002,0.0,0.0,42.60000000000002,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:07:56,,7.0,91.0,59.0,26.5,51.0,90.5,273.0,24.0,84.5,1736.93,8.494,2.0,50.5227306,-84.7932391,8.494,42.60000000000002,0.0,0.0,42.60000000000002,2.12,2022,11,20,16,3.3,194.0
2022-11-20 16:07:57,,7.0,93.0,59.0,24.0,50.0,82.5,266.0,23.5,83.0,1745.45,8.638,2.0,50.522797,-84.7931544,8.638,42.60000000000002,0.0,0.0,42.60000000000002,2.02,2022,11,20,16,3.3,194.0
2022-11-20 16:07:58,,7.0,94.0,59.0,21.0,52.0,75.0,208.0,23.5,80.0,1754.08,8.671,2.0,50.5228671,-84.7930663,8.671,42.39999999999998,0.0,0.0,42.39999999999998,1.63,2022,11,20,16,3.3,194.0
2022-11-20 16:07:59,,7.0,92.0,59.0,19.0,56.0,71.0,196.0,22.5,77.5,1762.6,8.63,2.0,50.5229332,-84.7929845,8.63,42.39999999999998,0.0,0.0,42.39999999999998,0.06,2022,11,20,16,3.3,194.0
2022-11-20 16:08:00,,7.0,89.0,59.0,18.5,58.0,68.0,183.0,21.0,74.5,1771.39,8.684,2.0,50.5230058,-84.7929028,8.684,42.39999999999998,0.0,0.0,42.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:01,,7.0,77.0,60.0,15.0,50.0,74.0,169.0,20.0,70.5,1780.1,8.52,2.0,50.5230777,-84.7928205,8.52,42.39999999999998,0.0,0.0,42.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:02,,7.0,52.0,60.0,11.5,42.0,80.5,165.0,19.0,66.5,1788.35,8.353,2.0,50.523141,-84.792741,8.353,42.39999999999998,0.0,0.0,42.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:03,,7.0,26.0,60.0,7.5,34.0,87.0,161.0,18.0,62.0,1795.46,8.123,2.0,50.5231922,-84.7926683,8.123,42.39999999999998,0.0,0.0,42.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:04,,7.0,14.0,60.0,4.0,31.0,93.0,76.0,16.5,58.0,1802.62,8.139,2.0,50.523248,-84.7925956,8.139,42.39999999999998,0.0,0.0,42.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:05,,7.0,9.0,60.0,0.0,32.0,99.5,66.0,15.5,53.5,1809.87,8.106,2.0,50.5233084,-84.7925254,8.106,42.39999999999998,0.0,0.0,42.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:06,,7.0,3.0,60.0,2.0,33.0,100.0,0.0,16.5,56.5,1817.34,8.054,2.0,50.5233723,-84.7924589,8.054,42.200000000000045,0.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:07,,7.0,0.0,60.0,4.0,35.0,99.5,0.0,17.0,59.5,1824.82,7.987,2.0,50.5234347,-84.7923887,7.987,42.200000000000045,0.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:08,,7.0,0.0,60.0,6.0,36.0,99.5,0.0,18.0,63.0,1832.04,7.536,2.0,50.5234926,-84.7923224,7.536,42.200000000000045,0.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:09,,7.0,0.0,60.0,8.0,37.0,99.0,0.0,19.0,66.0,1838.6,6.804,2.0,50.5235444,-84.792255,6.804,42.0,0.0,0.0,42.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:10,,7.0,0.0,60.0,10.0,39.0,99.0,0.0,20.0,69.0,1844.15,5.381,2.0,50.5235885,-84.7922055,5.381,42.0,0.0,0.0,42.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:11,,7.0,0.0,60.0,12.5,40.0,98.5,0.0,21.0,72.5,1848.53,4.181,2.0,50.5236246,-84.7921665,4.181,42.200000000000045,0.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:12,,7.0,0.0,60.0,14.5,42.0,98.5,0.0,21.5,75.5,1851.56,2.782,2.0,50.5236447,-84.7921287,2.782,42.200000000000045,0.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:13,,7.0,0.0,60.0,16.5,43.0,98.5,0.0,22.5,79.0,1853.26,1.415,2.0,50.5236573,-84.7921127,1.415,42.200000000000045,0.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:14,,7.0,0.0,60.0,18.5,44.0,98.0,0.0,23.5,82.0,1854.53,1.151,2.0,50.5236664,-84.7921011,1.151,42.200000000000045,0.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:15,,7.0,0.0,60.0,20.5,46.0,98.0,0.0,24.5,85.0,1855.72,1.411,2.0,50.5236756,-84.7920828,1.411,42.39999999999998,0.0,0.0,42.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:16,,7.0,0.0,60.0,22.5,47.0,97.5,0.0,25.5,88.5,1857.59,2.375,2.0,50.5236884,-84.7920647,2.375,42.39999999999998,0.0,0.0,42.39999999999998,0.38,2022,11,20,16,3.3,194.0
2022-11-20 16:08:17,,7.0,0.0,60.0,24.5,49.0,97.5,0.0,26.0,91.5,1860.31,3.282,2.0,50.5237122,-84.7920442,3.282,42.39999999999998,0.0,0.0,42.39999999999998,0.76,2022,11,20,16,3.3,194.0
2022-11-20 16:08:18,,7.0,32.0,60.0,27.0,50.0,97.0,63.0,27.0,94.5,1864.09,4.165,2.0,50.5237421,-84.7920118,4.165,42.39999999999998,1.0,0.0,42.39999999999998,1.23,2022,11,20,16,3.3,194.0
2022-11-20 16:08:19,,7.0,66.0,60.0,29.0,50.0,97.0,149.0,28.0,98.0,1868.78,4.955,2.0,50.5237798,-84.7919637,4.955,42.200000000000045,1.0,0.0,42.200000000000045,1.38,2022,11,20,16,3.3,194.0
2022-11-20 16:08:20,,7.0,76.0,61.0,25.5,46.0,96.5,348.0,28.5,96.5,1873.9,5.538,2.0,50.5238214,-84.7919098,5.538,42.200000000000045,1.0,0.0,42.200000000000045,0.07,2022,11,20,16,3.3,194.0
2022-11-20 16:08:21,,7.0,84.0,61.0,24.5,46.0,92.5,344.0,28.0,94.0,1879.74,5.99,2.0,50.5238678,-84.7918541,5.99,42.200000000000045,1.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:22,,7.0,88.0,61.0,25.0,46.0,86.5,291.0,27.0,91.0,1885.83,6.287,2.0,50.5239145,-84.7917971,6.287,42.200000000000045,1.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:23,,7.0,85.0,61.0,25.5,49.0,84.5,266.0,26.0,87.0,1892.31,6.672,2.0,50.523966,-84.7917332,6.672,42.200000000000045,1.0,0.0,42.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:24,74.0,7.0,88.0,62.0,28.5,54.0,96.0,264.0,24.5,77.5,1899.16,6.955,2.0,50.5240205,-84.7916671,6.955,42.0,1.0,0.0,42.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:25,,7.0,90.0,62.0,28.0,50.0,94.0,263.0,25.5,86.5,1906.27,7.177,2.0,50.5240764,-84.7915943,7.177,42.0,1.0,0.0,42.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:26,,7.0,90.0,62.0,24.5,58.0,89.5,261.0,25.5,88.5,1913.68,7.492,2.0,50.5241357,-84.7915213,7.492,41.799999999999955,1.0,0.0,41.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:27,,7.0,92.0,62.0,23.0,55.0,86.0,263.0,25.0,85.5,1921.46,7.786,2.0,50.5241973,-84.7914486,7.786,41.799999999999955,1.0,0.0,41.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:28,,7.0,94.0,63.0,25.5,52.0,85.5,268.0,23.5,81.5,1929.53,7.995,2.0,50.5242653,-84.791376,7.995,41.60000000000002,1.0,0.0,41.60000000000002,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:29,,7.0,95.0,63.0,28.5,55.0,90.0,265.0,23.0,82.5,1937.61,8.001,2.0,50.5243346,-84.7913035,8.001,41.60000000000002,1.0,0.0,41.60000000000002,-0.9,2022,11,20,16,3.3,194.0
2022-11-20 16:08:30,,7.0,94.0,63.0,24.0,49.0,83.5,262.0,24.0,83.5,1946.06,8.087,2.0,50.5244066,-84.7912301,8.087,41.39999999999998,1.0,0.0,41.39999999999998,-1.04,2022,11,20,16,3.3,194.0
2022-11-20 16:08:31,,7.0,92.0,63.0,23.5,54.0,79.5,247.0,20.0,73.5,1954.22,8.164,2.0,50.5244767,-84.7911605,8.164,41.200000000000045,1.0,1.0,41.200000000000045,-1.16,2022,11,20,16,3.3,194.0
2022-11-20 16:08:32,,7.0,92.0,64.0,23.0,52.0,75.0,181.0,18.0,69.0,1962.51,8.199,2.0,50.5245524,-84.7910959,8.199,41.200000000000045,1.0,1.0,41.200000000000045,-1.25,2022,11,20,16,3.3,194.0
2022-11-20 16:08:33,,7.0,93.0,64.0,21.0,47.0,69.0,168.0,20.5,74.0,1971.22,8.219,2.0,50.5246296,-84.7910208,8.219,41.0,1.0,1.0,41.0,-1.32,2022,11,20,16,3.3,194.0
2022-11-20 16:08:34,,7.0,93.0,64.0,21.0,43.0,70.0,158.0,21.0,74.0,1979.46,8.193,2.0,50.5246979,-84.790948,8.193,41.0,1.0,1.0,41.0,-1.32,2022,11,20,16,3.3,194.0
2022-11-20 16:08:35,,7.0,92.0,64.0,20.5,52.0,70.5,157.0,21.5,73.5,1987.63,8.078,2.0,50.5247669,-84.7908782,8.078,40.799999999999955,1.0,1.0,40.799999999999955,-1.36,2022,11,20,16,3.3,194.0
2022-11-20 16:08:36,,7.0,91.0,64.0,20.5,53.0,70.5,158.0,21.5,73.5,1995.74,7.958,2.0,50.5248381,-84.7908124,7.958,40.60000000000002,1.0,1.0,40.60000000000002,-1.32,2022,11,20,16,3.3,194.0
2022-11-20 16:08:37,,7.0,90.0,64.0,20.5,52.0,70.0,154.0,21.0,72.5,2003.75,7.904,3.0,50.524907,-84.7907414,7.904,40.60000000000002,1.0,1.0,40.60000000000002,-1.28,2022,11,20,16,3.3,194.0
2022-11-20 16:08:38,,7.0,89.0,65.0,20.0,51.0,71.5,153.0,21.0,69.5,2011.57,7.814,3.0,50.5249756,-84.7906748,7.814,40.39999999999998,1.0,1.0,40.39999999999998,-1.27,2022,11,20,16,3.3,194.0
2022-11-20 16:08:39,,7.0,87.0,65.0,19.0,50.0,72.0,150.0,18.0,63.0,2019.36,7.857,3.0,50.5250423,-84.7906023,7.857,40.200000000000045,1.0,2.0,40.200000000000045,-1.28,2022,11,20,16,3.3,194.0
2022-11-20 16:08:40,,7.0,75.0,65.0,19.5,49.0,71.0,145.0,17.5,63.5,2026.84,7.338,3.0,50.5251021,-84.7905322,7.338,40.200000000000045,1.0,2.0,40.200000000000045,-1.29,2022,11,20,16,3.3,194.0
2022-11-20 16:08:41,,7.0,52.0,65.0,20.0,51.0,71.5,137.0,18.0,66.0,2033.65,6.823,3.0,50.5251524,-84.7904681,6.823,40.200000000000045,1.0,2.0,40.200000000000045,-1.32,2022,11,20,16,3.3,194.0
2022-11-20 16:08:42,,7.0,29.0,65.0,21.0,54.0,74.0,130.0,18.5,66.5,2040.06,6.554,3.0,50.5252038,-84.7904044,6.554,40.0,1.0,2.0,40.0,-1.32,2022,11,20,16,3.3,194.0
2022-11-20 16:08:43,,7.0,6.0,65.0,21.5,57.0,76.5,122.0,19.5,67.5,2046.38,6.222,3.0,50.5252572,-84.7903432,6.222,40.0,1.0,2.0,40.0,-1.25,2022,11,20,16,3.3,194.0
2022-11-20 16:08:44,,7.0,0.0,65.0,22.5,60.0,79.0,0.0,20.0,68.5,2052.1,5.258,3.0,50.5253046,-84.7902887,5.258,40.0,1.0,2.0,40.0,-1.17,2022,11,20,16,3.3,194.0
2022-11-20 16:08:45,,7.0,0.0,65.0,23.5,63.0,81.5,0.0,20.5,69.0,2058.0,4.203,3.0,50.5253431,-84.7902239,4.203,40.0,1.0,2.0,40.0,-1.11,2022,11,20,16,3.3,194.0
2022-11-20 16:08:46,,7.0,0.0,65.0,24.5,66.0,84.0,0.0,21.5,70.0,2065.04,4.499,3.0,50.5253724,-84.7901326,4.499,40.0,1.0,2.0,40.0,-0.96,2022,11,20,16,3.3,194.0
2022-11-20 16:08:47,,7.0,0.0,65.0,25.5,69.0,86.5,0.0,22.0,70.5,2070.52,5.842,3.0,50.5253949,-84.7900599,5.842,40.0,1.0,2.0,40.0,-0.05,2022,11,20,16,3.3,194.0
2022-11-20 16:08:48,,7.0,0.0,65.0,26.0,72.0,89.0,0.0,23.0,71.5,2073.39,3.665,3.0,50.5254173,-84.790033,3.665,40.0,1.0,2.0,40.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:49,,7.0,0.0,65.0,27.0,75.0,91.5,0.0,23.5,72.5,2076.67,3.31,3.0,50.5254356,-84.7899947,3.31,40.200000000000045,1.0,2.0,40.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:50,,7.0,6.0,65.0,28.0,78.0,94.0,12.0,24.5,73.0,2080.84,3.966,3.0,50.5254453,-84.7899387,3.966,40.200000000000045,1.0,2.0,40.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:51,,7.0,32.0,65.0,29.0,81.0,96.5,82.0,25.0,74.0,2084.49,3.726,3.0,50.5254718,-84.7899048,3.726,40.39999999999998,1.0,2.0,40.39999999999998,0.33,2022,11,20,16,3.3,194.0
2022-11-20 16:08:52,,7.0,44.0,65.0,29.0,71.0,98.5,188.0,25.5,79.5,2088.52,3.96,3.0,50.5255081,-84.7898725,3.96,40.39999999999998,1.0,2.0,40.39999999999998,0.79,2022,11,20,16,3.3,194.0
2022-11-20 16:08:53,,7.0,56.0,65.0,27.0,54.0,98.5,261.0,25.5,98.5,2092.86,4.236,3.0,50.5255456,-84.7898297,4.236,40.200000000000045,1.0,2.0,40.200000000000045,1.17,2022,11,20,16,3.3,194.0
2022-11-20 16:08:54,,7.0,66.0,66.0,26.0,52.0,98.0,318.0,25.5,98.5,2097.47,4.522,3.0,50.525588,-84.7897932,4.522,40.200000000000045,1.0,2.0,40.200000000000045,0.07,2022,11,20,16,3.3,194.0
2022-11-20 16:08:55,,7.0,72.0,66.0,27.0,50.0,97.5,360.0,30.5,98.0,2102.61,5.005,3.0,50.5256343,-84.7897546,5.005,40.200000000000045,1.0,2.0,40.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:56,,7.0,84.0,67.0,26.5,50.0,94.0,398.0,32.0,97.0,2108.39,5.562,3.0,50.5256851,-84.7897085,5.562,40.39999999999998,1.0,2.0,40.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:57,,7.0,88.0,67.0,24.5,49.0,88.5,322.0,29.5,96.5,2114.29,5.817,3.0,50.5257336,-84.7896558,5.817,40.60000000000002,1.0,2.0,40.60000000000002,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:58,,7.0,90.0,67.0,22.5,49.0,83.0,293.0,27.0,96.0,2120.42,6.138,3.0,50.5257756,-84.7895871,6.138,40.60000000000002,1.0,2.0,40.60000000000002,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:08:59,,7.0,94.0,67.0,22.0,48.0,81.5,272.0,25.5,89.0,2126.11,5.875,3.0,50.5258094,-84.7895199,5.875,40.60000000000002,1.0,2.0,40.60000000000002,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:00,,7.0,96.0,68.0,21.5,48.0,76.5,279.0,24.0,84.5,2132.52,6.118,3.0,50.5258392,-84.789437,6.118,40.39999999999998,1.0,2.0,40.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:01,,7.0,97.0,68.0,20.5,47.0,70.5,254.0,22.5,81.5,2138.6,6.078,3.0,50.5258711,-84.7893614,6.078,40.39999999999998,1.0,2.0,40.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:02,,6.0,88.0,68.0,20.0,47.0,65.0,194.0,21.0,78.0,2144.92,6.264,3.0,50.525908,-84.7892822,6.264,40.39999999999998,1.0,2.0,40.39999999999998,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:03,,6.0,88.0,68.0,19.0,48.0,59.0,157.0,19.5,75.0,2151.53,6.524,3.0,50.525958,-84.789212,6.524,40.200000000000045,1.0,2.0,40.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:04,,6.0,88.0,68.0,21.0,49.0,69.0,152.0,19.5,75.0,2158.25,6.677,3.0,50.526008,-84.7891458,6.677,40.200000000000045,1.0,2.0,40.200000000000045,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:05,,6.0,89.0,69.0,19.5,50.0,66.0,155.0,20.0,74.0,2165.01,6.744,3.0,50.5260593,-84.7890705,6.744,40.0,1.0,2.0,40.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:06,,6.0,89.0,69.0,19.5,52.0,65.5,156.0,19.5,71.5,2171.91,6.856,3.0,50.5261077,-84.7889935,6.856,40.0,1.0,2.0,40.0,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:07,,6.0,89.0,69.0,22.0,51.0,71.5,138.0,18.0,67.5,2177.72,6.01,3.0,50.5261409,-84.7889271,6.01,39.799999999999955,1.0,2.0,39.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:08,,6.0,89.0,69.0,24.0,47.0,77.5,178.0,16.0,63.5,2183.55,5.766,3.0,50.5261747,-84.7888543,5.766,39.799999999999955,1.0,2.0,39.799999999999955,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:09,,6.0,93.0,70.0,23.5,43.0,93.5,309.0,16.0,63.5,2189.19,5.812,3.0,50.5261968,-84.7887773,5.812,39.60000000000002,1.0,2.0,39.60000000000002,0.0,2022,11,20,16,3.3,194.0
2022-11-20 16:09:10,,6.0,98.0,70.0,19.5,44.0,86.5,555.0,19.5,72.5,2195.37,6.343,3.0,50.526208,-84.788688,6.343,39.39999999999998,1.0,2.0,39.39999999999998,0.0,2022,11,20,16,3.3,194.0
