battery_soc,cadence,calories,distance,enhanced_speed,gps_accuracy,left_right_balance,position_lat,position_long,power,speed,timestamp,temperature,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,85,17,680.42,7.104,2,55.0,50.5167828,-84.8140103,198,7.104,2023-05-25 14:05:30,18.0,27.0,93.5,23.5,83.5,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,86,17,687.47,7.046,2,53.0,50.516857,-84.813992,201,7.046,2023-05-25 14:05:31,18.0,24.5,84.0,25.0,86.5,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,87,17,694.67,7.177,2,51.0,50.5169328,-84.8139739,181,7.177,2023-05-25 14:05:32,18.0,21.5,79.5,23.5,81.5,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,87,17,701.83,7.185,2,51.0,50.5170097,-84.8139558,172,7.185,2023-05-25 14:05:33,18.0,20.0,76.5,22.5,78.5,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,88,17,709.03,7.164,2,52.0,50.5170841,-84.8139375,171,7.164,2023-05-25 14:05:34,18.0,20.5,74.0,22.5,78.0,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,89,18,716.11,7.11,2,54.0,50.517161,-84.8139192,167,7.11,2023-05-25 14:05:35,18.0,21.0,76.0,21.0,73.0,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,88,18,723.06,6.988,2,55.0,50.5172349,-84.8139009,167,6.988,2023-05-25 14:05:36,18.0,21.0,78.0,20.0,68.5,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,88,18,729.67,6.72,2,57.0,50.517304,-84.8138898,173,6.72,2023-05-25 14:05:37,18.0,22.0,83.5,20.0,68.5,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,88,18,735.74,6.238,2,55.0,50.5173684,-84.8138808,183,6.238,2023-05-25 14:05:38,18.0,23.0,86.0,20.5,69.5,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,89,18,742.11,6.322,2,55.0,50.5174362,-84.8138645,192,6.322,2023-05-25 14:05:39,18.0,23.5,84.5,21.0,69.0,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,90,18,748.9,6.648,2,60.0,50.517508,-84.8138463,204,6.648,2023-05-25 14:05:40,18.0,24.0,84.5,21.0,69.0,14.799999999999955,0.0,1.0,14.799999999999955,0.0,2023,5,25,14,1.94,192.0
,90,19,755.57,6.984,2,58.0,50.5175781,-84.8138296,253,6.984,2023-05-25 14:05:41,18.0,26.5,92.0,23.5,81.5,14.799999999999955,0.0,1.0,14.799999999999955,0.0,2023,5,25,14,1.94,192.0
,92,19,762.96,7.099,2,57.0,50.5176555,-84.8138106,291,7.099,2023-05-25 14:05:42,18.0,27.5,96.5,25.5,89.5,14.799999999999955,0.0,1.0,14.799999999999955,0.0,2023,5,25,14,1.94,192.0
,93,19,769.98,6.917,2,57.0,50.5177308,-84.8137918,278,6.917,2023-05-25 14:05:43,18.0,26.5,94.5,26.0,89.0,14.600000000000023,0.0,1.0,14.600000000000023,0.0,2023,5,25,14,1.94,192.0
,87,19,776.95,6.941,2,56.0,50.517807,-84.8137876,232,6.941,2023-05-25 14:05:44,18.0,25.0,89.5,24.5,84.0,14.600000000000023,0.0,1.0,14.600000000000023,0.0,2023,5,25,14,1.94,192.0
,81,20,784.55,7.442,2,55.0,50.5178846,-84.8137665,146,7.442,2023-05-25 14:05:45,18.0,23.5,84.0,22.5,79.0,14.600000000000023,0.0,1.0,14.600000000000023,0.0,2023,5,25,14,1.94,192.0
,78,20,792.05,7.5,2,54.0,50.5179652,-84.8137533,141,7.5,2023-05-25 14:05:46,18.0,22.0,78.5,21.0,74.0,14.600000000000023,0.0,1.0,14.600000000000023,0.0,2023,5,25,14,1.94,192.0
,76,20,799.39,7.355,2,51.0,50.5180441,-84.8137441,150,7.355,2023-05-25 14:05:47,18.0,20.5,73.5,20.0,71.5,14.600000000000023,0.0,1.0,14.600000000000023,0.0,2023,5,25,14,1.94,192.0
,74,20,806.41,7.115,2,53.0,50.5181207,-84.8137351,132,7.115,2023-05-25 14:05:48,18.0,19.5,69.5,19.0,71.0,14.600000000000023,0.0,1.0,14.600000000000023,0.0,2023,5,25,14,1.94,192.0
,75,20,812.95,6.748,2,58.0,50.5181903,-84.813733,117,6.748,2023-05-25 14:05:49,18.0,18.5,66.5,18.0,71.5,14.399999999999977,0.0,1.0,14.399999999999977,0.0,2023,5,25,14,1.94,192.0
,77,20,819.22,6.372,2,53.0,50.5182556,-84.8137261,125,6.372,2023-05-25 14:05:50,18.0,21.0,73.5,18.0,70.5,14.399999999999977,0.0,1.0,14.399999999999977,0.0,2023,5,25,14,1.94,192.0
,85,20,825.23,6.194,2,52.0,50.5183213,-84.8137172,165,6.194,2023-05-25 14:05:51,18.0,23.5,80.5,18.5,69.0,14.399999999999977,0.0,1.0,14.399999999999977,0.0,2023,5,25,14,1.94,192.0
,84,21,831.49,6.169,2,52.0,50.5183873,-84.8137079,190,6.169,2023-05-25 14:05:52,18.0,24.0,83.5,19.0,70.0,14.399999999999977,0.0,1.0,14.399999999999977,0.0,2023,5,25,14,1.94,192.0
,84,21,838.03,6.4,2,51.0,50.5184575,-84.813692,195,6.4,2023-05-25 14:05:53,18.0,23.5,84.0,20.5,73.5,14.600000000000023,0.0,1.0,14.600000000000023,0.0,2023,5,25,14,1.94,192.0
,84,21,845.78,7.418,3,51.0,50.5185337,-84.8136533,202,7.418,2023-05-25 14:05:54,18.0,22.5,84.0,21.5,76.5,14.600000000000023,0.0,1.0,14.600000000000023,0.0,2023,5,25,14,1.94,192.0
,84,21,852.79,7.108,3,53.0,50.5186047,-84.8136213,204,7.108,2023-05-25 14:05:55,18.0,24.0,84.5,24.5,84.0,14.799999999999955,0.0,1.0,14.799999999999955,0.0,2023,5,25,14,1.94,192.0
,84,21,860.12,7.272,2,54.0,50.51868,-84.813587,193,7.272,2023-05-25 14:05:56,18.0,24.0,82.5,24.0,82.5,14.799999999999955,0.0,1.0,14.799999999999955,0.0,2023,5,25,14,1.94,192.0
,85,22,867.37,7.284,2,56.0,50.5187539,-84.8135506,179,7.284,2023-05-25 14:05:57,18.0,23.0,79.5,22.0,77.5,14.799999999999955,0.0,1.0,14.799999999999955,0.0,2023,5,25,14,1.94,192.0
,85,22,874.15,6.911,2,57.0,50.5188231,-84.8135281,165,6.911,2023-05-25 14:05:58,18.0,22.0,76.5,20.5,72.5,14.799999999999955,0.0,1.0,14.799999999999955,0.0,2023,5,25,14,1.94,192.0
,85,22,880.83,6.725,3,56.0,50.518895,-84.8135029,158,6.725,2023-05-25 14:05:59,18.0,21.0,73.5,19.0,67.5,14.600000000000023,0.0,1.0,14.600000000000023,0.0,2023,5,25,14,1.94,192.0
,85,22,888.41,7.358,2,57.0,50.5189713,-84.8134618,166,7.358,2023-05-25 14:06:00,18.0,19.5,71.5,19.5,73.0,14.399999999999977,0.0,1.0,14.399999999999977,0.0,2023,5,25,14,1.94,192.0
,85,22,895.83,7.426,2,58.0,50.5190452,-84.813437,159,7.426,2023-05-25 14:06:01,18.0,19.0,71.5,19.5,73.5,14.399999999999977,0.0,1.0,14.399999999999977,0.0,2023,5,25,14,1.94,192.0
,85,22,903.2,7.362,2,58.0,50.5191218,-84.8134048,163,7.362,2023-05-25 14:06:02,18.0,20.0,73.5,19.0,68.5,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,85,23,910.6,7.386,2,56.0,50.5191989,-84.8133754,172,7.386,2023-05-25 14:06:03,18.0,21.0,75.5,18.0,64.0,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,85,23,917.95,7.441,2,55.0,50.5192748,-84.8133486,187,7.441,2023-05-25 14:06:04,18.0,23.0,81.5,21.5,77.5,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,86,23,925.19,7.238,2,55.0,50.5193494,-84.8133211,195,7.238,2023-05-25 14:06:05,18.0,21.5,77.5,21.0,78.0,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,86,23,932.15,7.041,2,54.0,50.5194217,-84.8133008,178,7.041,2023-05-25 14:06:06,18.0,19.0,70.0,20.0,75.0,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,86,23,939.42,7.188,2,53.0,50.519499,-84.8132754,174,7.188,2023-05-25 14:06:07,18.0,17.5,66.0,19.5,72.0,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,86,23,946.67,7.205,2,54.0,50.5195734,-84.8132549,173,7.205,2023-05-25 14:06:08,18.0,18.5,69.5,20.5,69.0,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,87,24,953.61,7.011,2,58.0,50.5196487,-84.8132369,172,7.011,2023-05-25 14:06:09,18.0,19.5,73.5,21.0,65.5,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,88,24,960.63,7.133,2,61.0,50.5197219,-84.8132122,172,7.133,2023-05-25 14:06:10,18.0,20.5,79.0,18.0,62.5,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,89,24,967.28,6.739,2,58.0,50.519789,-84.8131844,170,6.739,2023-05-25 14:06:11,18.0,21.5,79.5,17.0,64.0,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,88,24,973.9,6.579,2,57.0,50.5198571,-84.8131637,169,6.579,2023-05-25 14:06:12,17.0,22.0,75.5,19.0,70.0,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,87,24,980.3,6.481,2,58.0,50.5199249,-84.8131457,160,6.481,2023-05-25 14:06:13,17.0,22.5,72.0,21.0,75.5,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,87,24,987.4,6.968,2,59.0,50.5199996,-84.8131276,158,6.968,2023-05-25 14:06:14,17.0,23.0,78.5,20.5,74.0,14.200000000000045,0.0,1.0,14.200000000000045,0.0,2023,5,25,14,1.94,192.0
,87,25,994.81,7.245,2,61.0,50.520077,-84.8131025,168,7.245,2023-05-25 14:06:15,17.0,23.5,85.5,20.0,72.0,14.399999999999977,0.0,1.0,14.399999999999977,0.0,2023,5,25,14,1.94,192.0
,87,25,1002.0,7.224,2,58.0,50.520154,-84.8130821,178,7.224,2023-05-25 14:06:16,17.0,23.5,89.5,20.5,73.0,14.399999999999977,0.0,1.0,14.399999999999977,0.0,2023,5,25,14,1.94,192.0
,87,25,1009.15,7.23,2,55.0,50.5202312,-84.813064,188,7.23,2023-05-25 14:06:17,17.0,24.0,91.0,21.0,75.5,14.399999999999977,0.0,1.0,14.399999999999977,0.0,2023,5,25,14,1.94,192.0
,86,25,1016.16,6.976,2,54.0,50.5203024,-84.8130387,195,6.976,2023-05-25 14:06:18,17.0,24.5,92.5,21.5,78.0,14.399999999999977,0.0,1.0,14.399999999999977,0.0,2023,5,25,14,1.94,192.0
,86,25,1022.28,6.352,2,57.0,50.520366,-84.8130186,207,6.352,2023-05-25 14:06:19,17.0,25.0,94.5,22.0,80.5,14.600000000000023,0.0,1.0,14.600000000000023,0.0,2023,5,25,14,1.94,192.0
,85,26,1028.48,6.251,2,55.0,50.5204338,-84.8130071,227,6.251,2023-05-25 14:06:20,17.0,26.0,94.5,23.0,81.5,14.799999999999955,0.0,1.0,14.799999999999955,0.0,2023,5,25,14,1.94,192.0
,85,26,1034.8,6.34,2,53.0,50.5205023,-84.8129979,241,6.34,2023-05-25 14:06:21,17.0,26.5,92.0,24.0,82.5,14.799999999999955,0.0,1.0,14.799999999999955,0.0,2023,5,25,14,1.94,192.0
,85,26,1040.92,6.122,3,53.0,50.5205679,-84.8129887,231,6.122,2023-05-25 14:06:22,17.0,25.5,89.0,23.5,86.0,15.0,0.0,1.0,15.0,0.0,2023,5,25,14,1.94,192.0
,84,26,1046.67,5.86,3,57.0,50.5206278,-84.8129658,225,5.86,2023-05-25 14:06:23,17.0,27.0,94.5,25.0,89.5,15.200000000000045,0.0,1.0,15.200000000000045,0.0,2023,5,25,14,1.94,192.0
,83,27,1052.75,6.018,3,55.0,50.5206903,-84.8129524,222,6.018,2023-05-25 14:06:24,17.0,24.5,90.0,25.5,90.0,15.399999999999977,0.0,1.0,15.399999999999977,0.0,2023,5,25,14,1.94,192.0
,83,27,1059.28,6.408,3,53.0,50.5207598,-84.8129367,215,6.408,2023-05-25 14:06:25,17.0,22.5,84.0,25.5,90.0,15.600000000000023,0.0,1.0,15.600000000000023,0.0,2023,5,25,14,1.94,192.0
,83,27,1066.1,6.71,3,52.0,50.5208334,-84.8129183,200,6.71,2023-05-25 14:06:26,17.0,22.5,81.5,24.5,86.0,15.799999999999955,0.0,1.0,15.799999999999955,0.0,2023,5,25,14,1.94,192.0
,83,27,1072.02,6.146,3,51.0,50.5208956,-84.8129002,189,6.146,2023-05-25 14:06:27,17.0,23.0,84.0,21.0,74.0,15.799999999999955,0.0,1.0,15.799999999999955,0.0,2023,5,25,14,1.94,192.0
,82,27,1077.23,5.558,3,50.0,50.5209501,-84.8128956,176,5.558,2023-05-25 14:06:28,17.0,19.5,74.0,21.0,79.5,15.799999999999955,0.0,1.0,15.799999999999955,0.0,2023,5,25,14,1.94,192.0
,74,27,1082.69,5.427,3,49.0,50.5210091,-84.8128821,138,5.427,2023-05-25 14:06:29,17.0,18.0,64.5,18.5,69.5,15.799999999999955,0.0,1.0,15.799999999999955,0.0,2023,5,25,14,1.94,192.0
,52,28,1087.62,4.985,3,52.0,50.5210587,-84.8128705,121,4.985,2023-05-25 14:06:30,17.0,18.5,65.5,18.0,67.5,16.0,0.0,1.0,16.0,0.0,2023,5,25,14,1.94,192.0
,39,28,1091.46,4.111,3,56.0,50.5211009,-84.8128683,95,4.111,2023-05-25 14:06:31,17.0,20.0,73.5,19.5,74.0,16.0,0.0,1.0,16.0,0.0,2023,5,25,14,1.94,192.0
,77,28,1094.77,3.588,3,59.0,50.5211374,-84.8128616,122,3.588,2023-05-25 14:06:32,17.0,22.0,82.0,21.5,80.5,16.200000000000045,0.0,1.0,16.200000000000045,0.0,2023,5,25,14,1.94,192.0
,78,28,1098.38,3.603,3,57.0,50.5211737,-84.8128525,215,3.603,2023-05-25 14:06:33,17.0,23.5,90.0,23.0,87.5,16.600000000000023,0.0,1.0,16.600000000000023,0.0,2023,5,25,14,1.94,192.0
,79,28,1102.31,3.822,3,51.0,50.5212173,-84.8128568,266,3.822,2023-05-25 14:06:34,17.0,27.5,92.0,21.0,86.0,16.799999999999955,0.0,1.0,16.799999999999955,0.0,2023,5,25,14,1.94,192.0
,78,29,1106.07,3.811,3,52.0,50.5212559,-84.8128592,227,3.811,2023-05-25 14:06:35,17.0,27.0,88.0,20.5,88.5,17.0,1.0,1.0,17.0,0.74,2023,5,25,14,1.94,192.0
,77,29,1112.39,5.674,3,54.0,50.521316,-84.8128187,207,5.674,2023-05-25 14:06:36,17.0,24.0,81.0,21.5,93.0,17.200000000000045,1.0,1.0,17.200000000000045,3.16,2023,5,25,14,1.94,192.0
,76,29,1118.7,6.162,3,56.0,50.5213771,-84.8127845,193,6.162,2023-05-25 14:06:37,17.0,22.5,76.5,22.0,89.0,17.399999999999977,1.0,1.0,17.399999999999977,3.97,2023,5,25,14,1.94,192.0
,76,29,1125.11,6.326,3,60.0,50.5214334,-84.8127367,177,6.326,2023-05-25 14:06:38,17.0,21.0,71.5,23.0,85.0,17.600000000000023,2.0,1.0,17.600000000000023,4.58,2023,5,25,14,1.94,192.0
,77,29,1131.65,6.507,3,58.0,50.5214847,-84.8126686,134,6.507,2023-05-25 14:06:39,17.0,21.5,70.5,21.0,76.0,17.799999999999955,2.0,1.0,17.799999999999955,4.57,2023,5,25,14,1.94,192.0
,79,29,1138.1,6.449,3,56.0,50.5215314,-84.8125958,147,6.449,2023-05-25 14:06:40,17.0,22.5,72.0,18.0,63.5,18.0,2.0,1.0,18.0,4.08,2023,5,25,14,1.94,192.0
,80,30,1144.71,6.554,3,51.0,50.5215739,-84.8125223,155,6.554,2023-05-25 14:06:41,17.0,23.5,72.5,15.5,52.5,18.200000000000045,2.0,1.0,18.200000000000045,3.51,2023,5,25,14,1.94,192.0
,81,30,1151.17,6.502,3,44.0,50.5216109,-84.8124439,157,6.502,2023-05-25 14:06:42,17.0,18.5,59.0,14.5,59.5,18.399999999999977,2.0,1.0,18.399999999999977,3.01,2023,5,25,14,1.94,192.0
,80,30,1158.03,6.893,3,48.0,50.5216531,-84.8123571,118,6.893,2023-05-25 14:06:43,17.0,17.0,55.0,16.5,66.5,18.600000000000023,2.0,1.0,18.600000000000023,2.72,2023,5,25,14,1.94,192.0
,71,30,1165.25,7.054,3,51.0,50.5216961,-84.8122711,117,7.054,2023-05-25 14:06:44,17.0,18.0,58.0,17.5,69.5,18.799999999999955,3.0,1.0,18.799999999999955,2.59,2023,5,25,14,1.94,192.0
,63,30,1173.16,7.67,3,54.0,50.5217405,-84.8121756,115,7.67,2023-05-25 14:06:45,17.0,20.0,65.0,17.0,70.0,18.799999999999955,3.0,1.0,18.799999999999955,2.51,2023,5,25,14,1.94,192.0
,55,30,1181.91,8.563,2,57.0,50.5217983,-84.8120771,113,8.563,2023-05-25 14:06:46,17.0,21.5,72.0,16.5,70.5,19.0,3.0,1.0,19.0,2.47,2023,5,25,14,1.94,192.0
,46,30,1189.77,7.983,2,60.0,50.5218492,-84.8119896,112,7.983,2023-05-25 14:06:47,17.0,23.5,79.0,16.0,70.5,19.0,3.0,1.0,19.0,2.39,2023,5,25,14,1.94,192.0
,61,30,1197.64,7.761,2,56.0,50.5218956,-84.8118925,108,7.761,2023-05-25 14:06:48,17.0,25.5,86.0,15.5,71.0,19.0,3.0,1.0,19.0,2.12,2023,5,25,14,1.94,192.0
,83,31,1205.43,7.698,2,52.0,50.5219349,-84.8117909,205,7.698,2023-05-25 14:06:49,17.0,26.0,90.5,17.0,75.0,19.0,3.0,1.0,19.0,1.67,2023,5,25,14,1.94,192.0
,86,31,1212.59,7.408,3,53.0,50.5219741,-84.8116992,246,7.408,2023-05-25 14:06:50,17.0,26.0,92.5,20.0,81.5,19.0,3.0,1.0,19.0,0.99,2023,5,25,14,1.94,192.0
,88,31,1219.7,7.175,3,53.0,50.5220084,-84.8116079,238,7.175,2023-05-25 14:06:51,17.0,25.5,93.0,22.5,87.0,19.0,3.0,1.0,19.0,0.0,2023,5,25,14,1.94,192.0
,86,31,1226.97,7.252,3,48.0,50.522047,-84.8115169,213,7.252,2023-05-25 14:06:52,17.0,20.5,77.0,22.5,84.0,19.0,3.0,1.0,19.0,0.0,2023,5,25,14,1.94,192.0
,82,31,1233.77,6.897,3,59.0,50.5220879,-84.8114396,189,6.897,2023-05-25 14:06:53,17.0,19.0,73.0,19.5,70.0,18.799999999999955,3.0,1.0,18.799999999999955,0.0,2023,5,25,14,1.94,192.0
,78,32,1241.26,7.453,3,56.0,50.5221412,-84.8113551,169,7.453,2023-05-25 14:06:54,17.0,21.5,79.0,15.0,58.0,18.799999999999955,3.0,1.0,18.799999999999955,0.0,2023,5,25,14,1.94,192.0
,75,32,1247.8,6.912,3,53.0,50.5221928,-84.8112915,200,6.912,2023-05-25 14:06:55,17.0,26.0,89.0,12.0,53.0,18.600000000000023,3.0,1.0,18.600000000000023,0.0,2023,5,25,14,1.94,192.0
,74,32,1253.0,5.504,3,53.0,50.5222308,-84.8112356,219,5.504,2023-05-25 14:06:56,17.0,30.0,96.0,21.0,83.0,18.600000000000023,3.0,1.0,18.600000000000023,0.0,2023,5,25,14,1.94,192.0
,72,32,1258.16,5.19,3,49.0,50.5222699,-84.8111869,263,5.19,2023-05-25 14:06:57,17.0,29.0,94.5,22.5,87.0,18.600000000000023,3.0,1.0,18.600000000000023,0.0,2023,5,25,14,1.94,192.0
,72,33,1262.78,4.765,3,49.0,50.5222906,-84.8111278,253,4.765,2023-05-25 14:06:58,17.0,27.5,91.5,22.0,86.5,18.799999999999955,3.0,1.0,18.799999999999955,0.0,2023,5,25,14,1.94,192.0
,73,33,1267.99,5.12,3,51.0,50.522311,-84.8110571,239,5.12,2023-05-25 14:06:59,17.0,26.0,88.5,21.5,85.5,19.0,3.0,1.0,19.0,0.0,2023,5,25,14,1.94,192.0
,78,33,1272.99,5.029,3,51.0,50.5223508,-84.8110183,239,5.029,2023-05-25 14:07:00,17.0,25.0,86.5,21.5,85.0,19.0,3.0,1.0,19.0,0.0,2023,5,25,14,1.94,192.0
,81,33,1278.26,5.2,3,48.0,50.5224066,-84.8110046,252,5.2,2023-05-25 14:07:01,17.0,27.0,92.5,23.0,85.5,19.0,3.0,1.0,19.0,0.0,2023,5,25,14,1.94,192.0
,79,34,1283.55,5.219,3,45.0,50.5224625,-84.8110091,251,5.219,2023-05-25 14:07:02,17.0,23.5,84.0,23.5,84.0,19.0,3.0,1.0,19.0,0.0,2023,5,25,14,1.94,192.0
,77,34,1288.3,4.887,3,53.0,50.5225134,-84.8110114,250,4.887,2023-05-25 14:07:03,17.0,25.5,85.5,23.5,84.5,19.0,3.0,1.0,19.0,0.0,2023,5,25,14,1.94,192.0
,77,34,1293.22,4.936,3,53.0,50.5225635,-84.8110318,248,4.936,2023-05-25 14:07:04,17.0,27.0,88.0,24.0,87.5,19.200000000000045,3.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,76,34,1298.4,5.133,2,50.0,50.5226136,-84.8110591,245,5.133,2023-05-25 14:07:05,17.0,21.0,76.5,25.5,90.0,19.200000000000045,3.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,76,35,1303.31,4.956,2,51.0,50.5226603,-84.8110864,243,4.956,2023-05-25 14:07:06,17.0,17.0,62.5,22.0,77.0,19.200000000000045,3.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,63,35,1307.76,4.658,2,53.0,50.5227015,-84.8111198,215,4.658,2023-05-25 14:07:07,17.0,12.5,48.5,18.5,64.5,19.200000000000045,3.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,43,35,1312.62,4.778,2,53.0,50.5227462,-84.8111565,210,4.778,2023-05-25 14:07:08,17.0,11.5,45.0,17.0,60.0,19.200000000000045,3.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,23,35,1317.28,4.671,2,53.0,50.5227916,-84.8111862,204,4.671,2023-05-25 14:07:09,17.0,12.5,48.0,17.0,60.5,19.200000000000045,3.0,1.0,19.200000000000045,0.14,2023,5,25,14,1.94,192.0
,3,35,1321.62,4.359,2,53.0,50.5228345,-84.8112139,0,4.359,2023-05-25 14:07:10,17.0,13.5,50.5,17.0,61.0,19.200000000000045,4.0,1.0,19.200000000000045,0.58,2023,5,25,14,1.94,192.0
,0,35,1325.27,3.874,2,54.0,50.5228714,-84.8112341,0,3.874,2023-05-25 14:07:11,17.0,14.5,53.5,17.0,61.5,19.200000000000045,4.0,1.0,19.200000000000045,0.43,2023,5,25,14,1.94,192.0
,0,35,1328.67,3.785,2,54.0,50.522904,-84.8112455,0,3.785,2023-05-25 14:07:12,17.0,15.5,56.0,17.0,62.0,19.200000000000045,4.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,0,35,1330.89,2.445,2,54.0,50.5229261,-84.8112546,0,2.445,2023-05-25 14:07:13,17.0,16.5,59.0,17.0,62.5,19.200000000000045,4.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,0,35,1332.97,2.674,2,54.0,50.5229476,-84.8112637,0,2.674,2023-05-25 14:07:14,17.0,17.5,61.5,17.0,63.0,19.200000000000045,4.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,0,35,1334.41,1.696,2,54.0,50.5229605,-84.8112728,0,1.696,2023-05-25 14:07:15,17.0,18.5,64.5,16.5,63.5,19.200000000000045,4.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,0,35,1336.99,2.925,2,55.0,50.5229797,-84.811302,0,2.925,2023-05-25 14:07:16,17.0,19.5,67.0,16.5,64.0,19.200000000000045,4.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,0,35,1340.42,3.382,2,55.0,50.5230091,-84.8113384,0,3.382,2023-05-25 14:07:17,17.0,20.5,70.0,16.5,64.5,19.200000000000045,4.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,0,35,1344.17,3.564,2,55.0,50.523044,-84.8113613,0,3.564,2023-05-25 14:07:18,17.0,21.5,72.5,16.5,65.0,19.200000000000045,4.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,0,35,1348.64,3.967,2,55.0,50.5230874,-84.8113931,0,3.967,2023-05-25 14:07:19,17.0,22.0,75.5,16.5,65.5,19.200000000000045,4.0,1.0,19.200000000000045,0.0,2023,5,25,14,1.94,192.0
,0,35,1354.02,4.626,2,55.0,50.5231392,-84.8114226,0,4.626,2023-05-25 14:07:20,17.0,23.0,78.0,16.5,66.0,19.0,4.0,1.0,19.0,0.0,2023,5,25,14,1.94,192.0
,37,35,1359.41,4.979,2,55.0,50.5231925,-84.8114493,5,4.979,2023-05-25 14:07:21,17.0,24.0,81.0,16.5,66.5,19.0,4.0,1.0,19.0,-0.11,2023,5,25,14,1.94,192.0
,63,35,1365.24,5.531,2,56.0,50.5232495,-84.8114845,45,5.531,2023-05-25 14:07:22,17.0,25.0,83.5,16.5,67.0,19.0,4.0,1.0,19.0,-0.52,2023,5,25,14,1.94,192.0
,71,35,1371.13,5.845,2,56.0,50.5233068,-84.8115205,214,5.845,2023-05-25 14:07:23,17.0,25.0,85.0,18.0,72.0,18.799999999999955,4.0,1.0,18.799999999999955,-0.85,2023,5,25,14,1.94,192.0
,75,35,1377.63,6.581,2,56.0,50.5233719,-84.8115565,267,6.581,2023-05-25 14:07:24,17.0,24.0,85.5,21.0,80.0,18.600000000000023,4.0,1.0,18.600000000000023,-1.24,2023,5,25,14,1.94,192.0
,83,36,1384.89,7.172,2,58.0,50.5234436,-84.8115996,306,7.172,2023-05-25 14:07:25,17.0,23.5,86.5,23.5,88.0,18.200000000000045,4.0,1.0,18.200000000000045,-1.79,2023,5,25,14,1.94,192.0
,83,36,1393.13,7.728,2,62.0,50.5235194,-84.811658,318,7.728,2023-05-25 14:07:26,17.0,22.5,87.0,26.0,96.0,17.799999999999955,4.0,1.0,17.799999999999955,-2.36,2023,5,25,14,1.94,192.0
,80,36,1401.42,7.886,2,55.0,50.5236005,-84.8117155,301,7.886,2023-05-25 14:07:27,17.0,26.5,94.0,25.0,96.0,17.600000000000023,4.0,2.0,17.600000000000023,-2.73,2023,5,25,14,1.94,192.0
,85,37,1410.22,8.296,2,48.0,50.5236899,-84.8117572,332,8.296,2023-05-25 14:07:28,17.0,29.5,98.0,25.0,91.5,17.399999999999977,4.0,2.0,17.399999999999977,-2.97,2023,5,25,14,1.94,192.0
,91,37,1418.98,8.421,2,44.0,50.5237798,-84.8117932,413,8.421,2023-05-25 14:07:29,17.0,30.0,96.5,25.5,89.5,17.0,4.0,2.0,17.0,-3.05,2023,5,25,14,1.94,192.0
,95,38,1428.08,8.731,2,42.0,50.5238748,-84.8118232,543,8.731,2023-05-25 14:07:30,17.0,27.5,89.0,26.5,94.0,16.600000000000023,4.0,2.0,16.600000000000023,-3.13,2023,5,25,14,1.94,192.0
