heart_rate,timestamp,altitude,ascent,battery_soc,cadence,calories,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,year,month,day,hour,wind_speed,wind_direction
98,2022-10-29 17:53:49,29.799999999999955,0.0,31.0,101.0,0.0,0.0,0.0,29.799999999999955,8.321,3.0,0.0,21.0,46.0,76.0,50.5120313,-84.8230263,188.0,21.5,67.5,8.321,,2022,10,29,17,4.83,207.0
99,2022-10-29 17:53:50,29.799999999999955,0.0,,102.0,0.0,0.0,12.58,29.799999999999955,8.537,3.0,0.0,19.5,41.0,71.5,50.51207,-84.8232034,195.0,19.0,59.0,8.537,,2022,10,29,17,4.83,207.0
100,2022-10-29 17:53:51,29.799999999999955,0.0,,103.0,0.0,0.0,21.75,29.799999999999955,8.661,3.0,0.0,14.0,35.0,55.0,50.512098,-84.8233285,192.0,22.5,73.5,8.661,,2022,10,29,17,4.83,207.0
101,2022-10-29 17:53:52,29.799999999999955,0.0,,99.0,0.0,0.0,30.7,29.799999999999955,8.717,3.0,0.0,14.5,38.0,55.0,50.5121272,-84.8234513,186.0,24.5,81.5,8.717,,2022,10,29,17,4.83,207.0
100,2022-10-29 17:53:53,30.0,0.0,,97.0,0.0,0.0,39.29,30.0,8.595,3.0,0.0,18.0,43.0,65.5,50.5121602,-84.823567,248.0,25.5,83.5,8.595,20.0,2022,10,29,17,4.83,207.0
102,2022-10-29 17:53:54,30.0,0.0,,98.0,1.0,0.0,47.75,30.0,8.42,3.0,0.0,22.0,48.0,76.5,50.5121963,-84.8236808,262.0,26.0,85.0,8.42,20.0,2022,10,29,17,4.83,207.0
102,2022-10-29 17:53:55,30.0,0.0,,98.0,1.0,0.0,56.54,30.0,8.418,3.0,0.0,25.5,53.0,87.5,50.5122337,-84.8237968,255.0,27.0,87.0,8.418,20.0,2022,10,29,17,4.83,207.0
103,2022-10-29 17:53:56,30.0,0.0,,99.0,1.0,0.0,65.33,30.0,8.529,3.0,0.0,25.0,58.0,88.0,50.5122758,-84.8239106,244.0,26.0,84.0,8.529,20.0,2022,10,29,17,4.83,207.0
102,2022-10-29 17:53:57,29.799999999999955,0.0,,100.0,1.0,0.0,74.17,29.799999999999955,8.547,3.0,0.0,24.0,59.0,86.0,50.5123256,-84.8240194,236.0,25.0,83.5,8.547,20.0,2022,10,29,17,4.83,207.0
102,2022-10-29 17:53:58,29.799999999999955,0.0,,101.0,2.0,0.0,83.14,29.799999999999955,8.511,3.0,0.0,23.5,60.0,83.5,50.5123802,-84.8241258,236.0,24.5,84.5,8.511,20.0,2022,10,29,17,4.83,207.0
102,2022-10-29 17:53:59,30.0,0.0,,101.0,2.0,0.0,91.97,30.0,8.522,3.0,0.0,23.5,61.0,82.0,50.5124372,-84.8242296,234.0,24.0,85.5,8.522,20.0,2022,10,29,17,4.83,207.0
102,2022-10-29 17:54:00,30.0,0.0,,101.0,2.0,0.0,100.5,30.0,8.338,3.0,0.0,25.5,62.0,87.0,50.5124894,-84.8243339,231.0,26.0,85.5,8.338,20.0,2022,10,29,17,4.83,207.0
101,2022-10-29 17:54:01,30.0,0.0,,101.0,2.0,0.0,108.82,30.0,8.203,3.0,0.0,28.0,66.0,91.5,50.5125376,-84.8244343,221.0,28.0,86.0,8.203,20.0,2022,10,29,17,4.83,207.0
101,2022-10-29 17:54:02,30.0,0.0,,101.0,2.0,0.0,117.0,30.0,8.054,3.0,0.0,28.5,63.0,92.5,50.5125854,-84.824535,232.0,29.5,87.0,8.054,20.0,2022,10,29,17,4.83,207.0
101,2022-10-29 17:54:03,30.0,0.0,,102.0,3.0,0.0,125.4,30.0,8.114,3.0,0.0,25.0,57.0,86.5,50.5126387,-84.8246302,246.0,30.5,90.0,8.114,20.0,2022,10,29,17,4.83,207.0
100,2022-10-29 17:54:04,30.0,0.0,,102.0,3.0,0.0,134.1,30.0,8.128,3.0,0.0,20.5,55.0,75.5,50.5126983,-84.8247257,234.0,28.5,88.5,8.128,20.0,2022,10,29,17,4.83,207.0
101,2022-10-29 17:54:05,30.0,0.0,,102.0,3.0,0.0,142.98,30.0,8.089,3.0,0.0,21.5,64.0,77.0,50.512758,-84.8248268,224.0,27.0,85.5,8.089,20.0,2022,10,29,17,4.83,207.0
103,2022-10-29 17:54:06,30.0,0.0,,102.0,3.0,0.0,151.54,30.0,8.121,3.0,0.0,23.0,59.0,80.0,50.5128184,-84.824922,225.0,26.0,81.5,8.121,20.0,2022,10,29,17,4.83,207.0
102,2022-10-29 17:54:07,30.200000000000045,0.0,,102.0,4.0,0.0,160.22,30.200000000000045,8.238,3.0,0.0,24.0,58.0,83.0,50.5128824,-84.8250134,227.0,26.0,81.0,8.238,20.0,2022,10,29,17,4.83,207.0
101,2022-10-29 17:54:08,30.200000000000045,0.0,,103.0,4.0,0.0,169.18,30.200000000000045,8.279,3.0,0.0,24.0,61.0,83.5,50.5129488,-84.8251053,221.0,26.5,84.5,8.279,20.0,2022,10,29,17,4.83,207.0
104,2022-10-29 17:54:09,30.200000000000045,0.0,,104.0,4.0,0.0,178.22,30.200000000000045,8.547,3.0,0.0,22.0,66.0,77.0,50.5130151,-84.8252004,208.0,27.5,84.0,8.547,20.0,2022,10,29,17,4.83,207.0
104,2022-10-29 17:54:10,30.200000000000045,0.0,,99.0,4.0,0.0,187.51,30.200000000000045,8.853,3.0,0.0,21.0,65.0,77.0,50.513084,-84.8252955,203.0,23.0,73.0,8.853,20.0,2022,10,29,17,4.83,207.0
106,2022-10-29 17:54:11,30.200000000000045,0.0,,90.0,4.0,0.0,196.78,30.200000000000045,8.8,3.0,0.0,21.5,57.0,79.5,50.5131572,-84.8253862,202.0,22.0,71.5,8.8,20.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:12,30.200000000000045,0.0,,82.0,5.0,0.0,205.76,30.200000000000045,8.708,3.0,0.0,22.5,59.0,83.0,50.5132297,-84.8254737,200.0,23.0,76.5,8.708,20.0,2022,10,29,17,4.83,207.0
108,2022-10-29 17:54:13,30.200000000000045,0.0,,93.0,5.0,0.0,215.36,30.200000000000045,8.893,3.0,0.0,23.0,61.0,85.0,50.5133118,-84.8255546,216.0,24.5,82.0,8.893,20.0,2022,10,29,17,4.83,207.0
106,2022-10-29 17:54:14,30.200000000000045,0.0,,94.0,5.0,0.0,225.68,30.200000000000045,9.56,3.0,0.0,23.5,56.0,77.5,50.5134068,-84.8256329,241.0,27.5,89.5,9.56,20.0,2022,10,29,17,4.83,207.0
107,2022-10-29 17:54:15,30.200000000000045,0.0,,95.0,5.0,0.0,235.67,30.200000000000045,9.974,3.0,0.0,24.0,57.0,80.5,50.5135064,-84.825687,250.0,29.0,91.0,9.974,19.0,2022,10,29,17,4.83,207.0
107,2022-10-29 17:54:16,30.200000000000045,0.0,,95.0,6.0,0.0,245.28,30.200000000000045,9.691,3.0,0.0,24.0,59.0,84.0,50.5136063,-84.8257104,250.0,27.5,89.0,9.691,19.0,2022,10,29,17,4.83,207.0
106,2022-10-29 17:54:17,30.200000000000045,0.0,,95.0,6.0,0.0,255.32,30.200000000000045,9.953,3.0,0.0,24.0,60.0,86.0,50.5137128,-84.8257127,250.0,27.5,89.5,9.953,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:18,30.200000000000045,0.0,,95.0,6.0,0.0,265.53,30.200000000000045,10.149,3.0,0.0,23.5,59.0,85.5,50.5138217,-84.8256906,254.0,31.5,94.5,10.149,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:19,30.200000000000045,0.0,,95.0,6.0,0.0,275.21,30.200000000000045,9.809,3.0,0.0,23.0,58.0,83.5,50.5139248,-84.8256594,286.0,31.0,95.5,9.809,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:20,30.200000000000045,0.0,,100.0,7.0,0.0,283.96,30.200000000000045,9.021,3.0,0.0,22.5,57.0,81.0,50.5140124,-84.8256113,283.0,31.0,96.0,9.021,19.0,2022,10,29,17,4.83,207.0
104,2022-10-29 17:54:21,30.399999999999977,0.0,,73.0,7.0,0.0,291.81,30.399999999999977,8.127,3.0,0.0,22.0,56.0,78.5,50.5140842,-84.8255513,204.0,30.5,97.0,8.127,19.0,2022,10,29,17,4.83,207.0
104,2022-10-29 17:54:22,30.600000000000023,0.0,,42.0,7.0,0.0,298.17,30.600000000000023,6.791,3.0,0.0,22.5,56.0,77.5,50.5141422,-84.8255004,119.0,30.0,96.5,6.791,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:23,30.799999999999955,0.0,,11.0,7.0,0.0,303.62,30.799999999999955,5.847,3.0,0.0,29.0,49.0,85.5,50.5141914,-84.8254595,34.0,27.5,91.0,5.847,19.0,2022,10,29,17,4.83,207.0
106,2022-10-29 17:54:24,30.799999999999955,0.0,,26.0,7.0,0.0,309.84,30.799999999999955,6.168,3.0,0.0,35.5,10.0,93.0,50.5142497,-84.8254274,40.0,25.0,85.5,6.168,19.0,2022,10,29,17,4.83,207.0
107,2022-10-29 17:54:25,31.0,0.0,,69.0,7.0,0.0,317.19,31.0,7.009,3.0,0.0,34.0,44.0,97.5,50.5143271,-84.8254149,181.0,11.5,92.0,7.009,19.0,2022,10,29,17,4.83,207.0
106,2022-10-29 17:54:26,30.799999999999955,0.0,,87.0,7.0,0.0,324.97,30.799999999999955,7.539,3.0,0.0,28.5,49.0,94.5,50.5144085,-84.8254398,304.0,5.0,100.0,7.539,19.0,2022,10,29,17,4.83,207.0
106,2022-10-29 17:54:27,30.600000000000023,0.0,,94.0,8.0,0.0,333.4,30.600000000000023,8.159,3.0,0.0,25.0,39.0,82.5,50.5144805,-84.8255058,414.0,17.0,99.5,8.159,19.0,2022,10,29,17,4.83,207.0
107,2022-10-29 17:54:28,30.600000000000023,0.0,,103.0,8.0,0.0,342.39,30.600000000000023,8.843,3.0,0.0,22.0,37.0,70.5,50.5145435,-84.8256035,435.0,29.5,99.5,8.843,19.0,2022,10,29,17,4.83,207.0
106,2022-10-29 17:54:29,30.399999999999977,0.0,,104.0,9.0,0.0,351.8,30.399999999999977,9.465,3.0,0.0,24.5,57.0,84.0,50.5146062,-84.825711,463.0,28.0,93.5,9.465,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:30,30.200000000000045,0.0,,102.0,9.0,0.0,361.77,30.200000000000045,9.966,3.0,0.0,27.0,54.0,92.0,50.5146722,-84.8258247,496.0,28.0,93.0,9.966,19.0,2022,10,29,17,4.83,207.0
104,2022-10-29 17:54:31,30.0,0.0,,107.0,10.0,0.0,371.84,30.0,9.902,3.0,0.0,29.5,49.0,95.0,50.5147415,-84.8259369,510.0,29.5,95.5,9.902,19.0,2022,10,29,17,4.83,207.0
104,2022-10-29 17:54:32,30.0,0.0,,110.0,10.0,0.0,381.75,30.0,9.973,3.0,0.0,32.0,45.0,98.0,50.5148134,-84.8260406,498.0,30.5,98.0,9.973,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:33,30.0,0.0,,107.0,11.0,0.0,392.01,30.0,10.377,3.0,0.0,35.0,42.0,99.0,50.5148922,-84.8261453,465.0,30.5,98.0,10.377,19.0,2022,10,29,17,4.83,207.0
106,2022-10-29 17:54:34,29.799999999999955,0.0,,106.0,11.0,0.0,402.73,29.799999999999955,10.652,3.0,0.0,30.5,48.0,98.5,50.5149784,-84.8262458,435.0,34.0,99.5,10.652,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:35,29.799999999999955,0.0,,108.0,11.0,0.0,413.89,29.799999999999955,10.974,3.0,0.0,29.5,53.0,98.5,50.5150742,-84.8263469,434.0,35.5,100.0,10.974,19.0,2022,10,29,17,4.83,207.0
104,2022-10-29 17:54:36,29.399999999999977,0.0,,108.0,12.0,0.0,425.2,29.399999999999977,11.113,3.0,0.0,30.5,57.0,99.0,50.5151737,-84.8264425,395.0,35.0,100.0,11.113,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:37,29.399999999999977,0.0,,109.0,12.0,0.0,436.61,29.399999999999977,11.117,3.0,0.0,31.5,61.0,99.0,50.5152729,-84.8265364,316.0,34.5,100.0,11.117,19.0,2022,10,29,17,4.83,207.0
104,2022-10-29 17:54:38,29.399999999999977,0.0,,108.0,13.0,0.0,447.86,29.399999999999977,11.103,3.0,0.0,32.5,65.0,99.5,50.5153722,-84.826632,337.0,34.5,100.0,11.103,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:39,29.399999999999977,0.0,,99.0,13.0,0.0,459.74,29.399999999999977,11.377,3.0,0.0,33.5,69.0,99.5,50.5154778,-84.8267284,384.0,34.0,100.0,11.377,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:40,29.600000000000023,0.0,,98.0,13.0,0.0,471.93,29.600000000000023,11.835,2.0,0.0,34.5,55.0,100.0,50.5155866,-84.8268281,405.0,33.5,100.0,11.835,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:41,29.600000000000023,0.0,,100.0,14.0,0.0,483.53,29.600000000000023,11.808,2.0,0.0,35.0,49.0,99.5,50.5156898,-84.8269224,447.0,34.0,100.0,11.808,19.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:42,29.600000000000023,0.0,,100.0,14.0,0.0,495.2,29.600000000000023,11.59,3.0,0.0,35.5,49.0,99.0,50.515791,-84.82702,453.0,34.5,100.0,11.59,19.0,2022,10,29,17,4.83,207.0
100,2022-10-29 17:54:43,29.799999999999955,0.0,,102.0,15.0,0.0,507.08,29.799999999999955,11.603,3.0,0.0,35.5,50.0,99.0,50.5158938,-84.8271219,424.0,35.0,99.5,11.603,19.0,2022,10,29,17,4.83,207.0
99,2022-10-29 17:54:44,29.799999999999955,0.0,,102.0,15.0,0.0,519.0,29.799999999999955,11.651,3.0,0.0,33.0,49.0,95.5,50.5159967,-84.8272212,409.0,33.5,96.5,11.651,19.0,2022,10,29,17,4.83,207.0
98,2022-10-29 17:54:45,29.799999999999955,0.0,,102.0,15.0,0.0,530.93,29.799999999999955,11.709,3.0,0.0,30.0,49.0,91.5,50.5161002,-84.8273274,398.0,31.5,93.0,11.709,19.0,2022,10,29,17,4.83,207.0
99,2022-10-29 17:54:46,30.0,0.0,,101.0,16.0,0.0,542.78,30.0,11.64,3.0,0.0,27.5,50.0,87.5,50.5161993,-84.8274321,368.0,29.5,89.5,11.64,19.0,2022,10,29,17,4.83,207.0
99,2022-10-29 17:54:47,30.0,0.0,,101.0,16.0,0.0,554.59,30.0,11.582,3.0,0.0,25.5,52.0,85.5,50.516297,-84.8275417,359.0,28.0,86.5,11.582,19.0,2022,10,29,17,4.83,207.0
99,2022-10-29 17:54:48,30.0,0.0,,101.0,16.0,0.0,566.34,30.0,11.736,3.0,0.0,27.5,55.0,91.5,50.5163962,-84.8276499,322.0,27.0,84.0,11.736,19.0,2022,10,29,17,4.83,207.0
99,2022-10-29 17:54:49,30.0,0.0,,102.0,17.0,0.0,578.38,30.0,11.949,2.0,0.0,29.0,52.0,95.5,50.5164982,-84.8277553,340.0,28.5,89.0,11.949,19.0,2022,10,29,17,4.83,207.0
100,2022-10-29 17:54:50,29.799999999999955,0.0,,101.0,17.0,0.0,590.7,29.799999999999955,11.979,2.0,0.0,27.5,49.0,92.0,50.5166039,-84.8278565,350.0,29.5,92.0,11.979,19.0,2022,10,29,17,4.83,207.0
101,2022-10-29 17:54:51,29.799999999999955,0.0,,97.0,17.0,0.0,602.69,29.799999999999955,11.756,2.0,0.0,21.5,46.0,90.5,50.516708,-84.8279598,343.0,27.0,88.0,11.756,19.0,2022,10,29,17,4.83,207.0
101,2022-10-29 17:54:52,29.600000000000023,0.0,,94.0,18.0,0.0,614.49,29.600000000000023,11.465,2.0,0.0,11.0,31.0,95.0,50.5168124,-84.8280612,336.0,21.5,75.5,11.465,19.0,2022,10,29,17,4.83,207.0
101,2022-10-29 17:54:53,29.600000000000023,0.0,,77.0,18.0,0.0,625.71,29.600000000000023,11.029,2.0,0.0,0.5,13.0,100.0,50.516913,-84.8281519,218.0,16.5,62.5,11.029,19.0,2022,10,29,17,4.83,207.0
103,2022-10-29 17:54:54,29.600000000000023,0.0,,66.0,18.0,0.0,635.53,29.600000000000023,9.867,2.0,0.0,2.5,51.0,34.0,50.5169973,-84.8282352,116.0,4.0,63.5,9.867,18.0,2022,10,29,17,4.83,207.0
103,2022-10-29 17:54:55,29.799999999999955,0.0,,78.0,18.0,0.0,644.05,29.799999999999955,7.877,2.0,0.0,4.0,89.0,15.5,50.517068,-84.8283119,46.0,0.0,65.0,7.877,18.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:56,30.0,0.0,,76.0,18.0,0.0,650.95,30.0,5.886,2.0,0.0,6.5,100.0,24.5,50.5171265,-84.8283782,12.0,0.0,66.0,5.886,18.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:57,30.200000000000045,0.0,,72.0,18.0,0.0,655.23,30.200000000000045,3.685,2.0,0.0,13.5,81.0,44.5,50.5171623,-84.8284167,11.0,0.0,67.5,3.685,18.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:54:58,30.399999999999977,0.0,,54.0,18.0,0.0,658.31,30.399999999999977,2.354,2.0,0.0,22.0,44.0,76.0,50.5171882,-84.8284407,38.0,0.0,69.0,2.354,18.0,2022,10,29,17,4.83,207.0
106,2022-10-29 17:54:59,30.600000000000023,0.0,,45.0,18.0,0.0,660.47,30.600000000000023,1.878,2.0,0.0,15.5,34.0,54.0,50.5172087,-84.8284587,60.0,7.0,70.5,1.878,18.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:55:00,30.600000000000023,0.0,,36.0,18.0,0.0,662.19,30.600000000000023,1.6,2.0,0.0,8.5,24.0,29.5,50.5172249,-84.8284731,79.0,14.5,72.0,1.6,18.0,2022,10,29,17,4.83,207.0
107,2022-10-29 17:55:01,30.799999999999955,0.0,,26.0,18.0,0.0,663.63,30.799999999999955,1.094,2.0,0.0,,,,50.5172385,-84.8284821,73.0,,,1.094,18.0,2022,10,29,17,4.83,207.0
105,2022-10-29 17:55:02,30.799999999999955,0.0,,16.0,18.0,0.0,664.84,30.799999999999955,0.801,2.0,0.0,,,,50.5172506,-84.8284877,67.0,,,0.801,18.0,2022,10,29,17,4.83,207.0
97,2022-10-29 17:55:34,31.200000000000045,0.0,,0.0,18.0,0.0,667.03,31.200000000000045,2.283,1.0,0.0,,,,50.5172742,-84.8285124,0.0,,,2.283,18.0,2022,10,29,17,4.83,207.0
97,2022-10-29 17:55:35,31.200000000000045,0.0,,0.0,18.0,0.0,671.1,31.200000000000045,4.048,1.0,0.0,37.0,,100.0,50.5173081,-84.8285489,0.0,42.0,100.0,4.048,18.0,2022,10,29,17,4.83,207.0
97,2022-10-29 17:55:36,31.200000000000045,0.0,,63.0,19.0,0.0,676.06,31.200000000000045,5.742,1.0,0.0,35.5,,100.0,50.5173524,-84.8285892,281.0,42.0,100.0,5.742,18.0,2022,10,29,17,4.83,207.0
97,2022-10-29 17:55:37,31.0,0.0,,96.0,19.0,0.0,682.22,31.0,6.63,1.0,0.0,34.0,50.0,100.0,50.5174083,-84.8286381,557.0,42.0,100.0,6.63,18.0,2022,10,29,17,4.83,207.0
98,2022-10-29 17:55:38,31.0,0.0,,108.0,20.0,0.0,689.1,31.0,7.129,1.0,0.0,32.0,32.0,93.0,50.517469,-84.8286924,644.0,39.5,100.0,7.129,18.0,2022,10,29,17,4.83,207.0
96,2022-10-29 17:55:39,30.799999999999955,0.0,,106.0,20.0,0.0,696.47,30.799999999999955,7.441,1.0,0.0,27.0,39.0,84.0,50.5175343,-84.8287542,535.0,34.5,96.0,7.441,18.0,2022,10,29,17,4.83,207.0
96,2022-10-29 17:55:40,30.799999999999955,0.0,,106.0,20.0,0.0,703.85,30.799999999999955,7.654,1.0,0.0,20.0,47.0,73.0,50.5175981,-84.8288207,325.0,29.0,87.5,7.654,18.0,2022,10,29,17,4.83,207.0
95,2022-10-29 17:55:41,30.600000000000023,0.0,,101.0,21.0,0.0,711.58,30.600000000000023,7.857,1.0,0.0,14.5,48.0,54.5,50.517661,-84.8288901,180.0,28.0,77.5,7.857,18.0,2022,10,29,17,4.83,207.0
95,2022-10-29 17:55:42,30.600000000000023,0.0,,102.0,21.0,0.0,720.19,30.600000000000023,8.122,1.0,0.0,18.0,53.0,67.5,50.5177286,-84.8289771,173.0,16.0,52.0,8.122,18.0,2022,10,29,17,4.83,207.0
94,2022-10-29 17:55:43,30.600000000000023,0.0,,103.0,21.0,0.0,728.44,30.600000000000023,8.156,2.0,0.0,24.0,58.0,83.0,50.5177938,-84.8290547,208.0,19.5,62.0,8.156,18.0,2022,10,29,17,4.83,207.0
95,2022-10-29 17:55:44,30.600000000000023,0.0,,106.0,21.0,0.0,736.91,30.600000000000023,8.342,2.0,0.0,26.5,59.0,89.0,50.517862,-84.8291312,248.0,24.0,73.0,8.342,18.0,2022,10,29,17,4.83,207.0
95,2022-10-29 17:55:45,30.600000000000023,0.0,,107.0,22.0,0.0,745.72,30.600000000000023,8.473,2.0,0.0,25.0,58.0,86.0,50.5179341,-84.8292153,280.0,25.0,76.0,8.473,18.0,2022,10,29,17,4.83,207.0
95,2022-10-29 17:55:46,30.600000000000023,0.0,,103.0,22.0,0.0,754.35,30.600000000000023,8.656,2.0,0.0,24.0,57.0,87.0,50.5180062,-84.8292964,281.0,30.0,90.0,8.656,18.0,2022,10,29,17,4.83,207.0
96,2022-10-29 17:55:47,30.600000000000023,0.0,,104.0,22.0,0.0,763.1,30.600000000000023,8.834,2.0,0.0,24.0,58.0,84.5,50.5180777,-84.8293806,295.0,29.0,88.5,8.834,18.0,2022,10,29,17,4.83,207.0
95,2022-10-29 17:55:48,30.600000000000023,0.0,,106.0,22.0,0.0,772.29,30.600000000000023,9.154,2.0,0.0,24.0,55.0,82.5,50.5181496,-84.8294704,310.0,28.0,87.0,9.154,18.0,2022,10,29,17,4.83,207.0
94,2022-10-29 17:55:49,30.600000000000023,0.0,,108.0,23.0,0.0,781.5,30.600000000000023,9.209,2.0,0.0,23.5,52.0,80.0,50.5182233,-84.8295569,345.0,27.0,85.0,9.209,18.0,2022,10,29,17,4.83,207.0
95,2022-10-29 17:55:50,30.399999999999977,0.0,,112.0,23.0,0.0,790.82,30.399999999999977,9.112,2.0,0.0,23.5,53.0,78.0,50.5183041,-84.8296405,339.0,26.0,83.5,9.112,19.0,2022,10,29,17,4.83,207.0
96,2022-10-29 17:55:51,30.399999999999977,0.0,,112.0,23.0,0.0,800.92,30.399999999999977,9.209,2.0,0.0,23.5,54.0,75.5,50.5183951,-84.8297248,295.0,25.0,82.0,9.209,19.0,2022,10,29,17,4.83,207.0
95,2022-10-29 17:55:52,30.399999999999977,0.0,,108.0,24.0,0.0,811.22,30.399999999999977,9.368,2.0,0.0,23.0,48.0,81.0,50.5184897,-84.8298005,226.0,24.0,83.0,9.368,19.0,2022,10,29,17,4.83,207.0
96,2022-10-29 17:55:53,30.600000000000023,0.0,,103.0,24.0,0.0,820.8,30.600000000000023,9.233,2.0,0.0,27.5,53.0,88.0,50.5185763,-84.8298726,235.0,24.0,82.5,9.233,19.0,2022,10,29,17,4.83,207.0
96,2022-10-29 17:55:54,30.600000000000023,0.0,,102.0,24.0,0.0,829.99,30.600000000000023,8.908,2.0,0.0,28.5,55.0,90.0,50.5186575,-84.8299449,263.0,26.5,85.5,8.908,19.0,2022,10,29,17,4.83,207.0
95,2022-10-29 17:55:55,30.799999999999955,0.0,,102.0,24.0,0.0,839.38,30.799999999999955,8.848,2.0,0.0,26.5,56.0,88.0,50.5187419,-84.8300199,285.0,29.5,91.0,8.848,19.0,2022,10,29,17,4.83,207.0
98,2022-10-29 17:55:56,31.0,0.0,,100.0,25.0,0.0,848.33,31.0,8.86,2.0,0.0,27.5,57.0,90.5,50.5188235,-84.8300886,288.0,30.0,90.5,8.86,19.0,2022,10,29,17,4.83,207.0
98,2022-10-29 17:55:57,31.200000000000045,0.0,,98.0,25.0,0.0,857.33,31.200000000000045,8.687,2.0,0.0,28.5,58.0,93.0,50.5189077,-84.8301526,295.0,30.0,91.5,8.687,19.0,2022,10,29,17,4.83,207.0
97,2022-10-29 17:55:58,31.600000000000023,0.0,,96.0,25.0,0.0,866.15,31.600000000000023,8.479,2.0,0.0,29.5,55.0,95.5,50.5189922,-84.8302125,297.0,30.5,92.5,8.479,19.0,2022,10,29,17,4.83,207.0
98,2022-10-29 17:55:59,32.0,0.0,,94.0,26.0,0.0,874.72,32.0,8.239,2.0,0.0,30.0,53.0,97.5,50.5190738,-84.8302669,320.0,31.0,94.5,8.239,19.0,2022,10,29,17,4.83,207.0
100,2022-10-29 17:56:00,32.39999999999998,0.0,,93.0,26.0,0.0,883.33,32.39999999999998,8.293,2.0,0.0,31.0,54.0,98.5,50.5191559,-84.8303255,322.0,33.0,99.0,8.293,19.0,2022,10,29,17,4.83,207.0
102,2022-10-29 17:56:01,32.799999999999955,0.0,,95.0,26.0,0.0,891.93,32.799999999999955,8.178,2.0,0.0,29.0,55.0,93.5,50.5192381,-84.8303818,325.0,34.0,96.5,8.178,19.0,2022,10,29,17,4.83,207.0
99,2022-10-29 17:56:02,33.0,0.0,,96.0,27.0,0.0,900.11,33.0,8.056,2.0,0.0,30.5,57.0,97.0,50.5193185,-84.8304301,332.0,33.0,94.5,8.056,19.0,2022,10,29,17,4.83,207.0
101,2022-10-29 17:56:03,33.39999999999998,0.0,,94.0,27.0,0.0,908.15,33.39999999999998,7.862,2.0,0.0,31.0,55.0,98.0,50.5193984,-84.8304809,339.0,33.5,95.5,7.862,19.0,2022,10,29,17,4.83,207.0
102,2022-10-29 17:56:04,33.799999999999955,0.0,,93.0,27.0,0.0,916.17,33.799999999999955,7.587,2.0,0.0,30.0,53.0,96.0,50.5194757,-84.8305314,339.0,34.0,98.5,7.587,19.0,2022,10,29,17,4.83,207.0
100,2022-10-29 17:56:05,34.200000000000045,0.0,,91.0,28.0,0.0,923.82,34.200000000000045,7.485,2.0,0.0,29.5,53.0,97.0,50.5195491,-84.8305825,330.0,32.5,97.5,7.485,19.0,2022,10,29,17,4.83,207.0
100,2022-10-29 17:56:06,34.60000000000002,0.0,,89.0,28.0,0.0,931.16,34.60000000000002,7.345,2.0,2.62,26.0,53.0,88.0,50.5196176,-84.8306316,294.0,33.5,98.0,7.345,19.0,2022,10,29,17,4.83,207.0
98,2022-10-29 17:56:07,35.0,0.0,,77.0,28.0,0.0,938.27,35.0,7.138,2.0,3.62,22.5,53.0,80.5,50.5196823,-84.8306855,267.0,32.5,97.5,7.138,19.0,2022,10,29,17,4.83,207.0
96,2022-10-29 17:56:08,35.200000000000045,1.0,,60.0,28.0,0.0,945.54,35.200000000000045,7.264,2.0,3.67,25.0,66.0,85.5,50.5197526,-84.8307364,227.0,31.0,94.5,7.264,19.0,2022,10,29,17,4.83,207.0
96,2022-10-29 17:56:09,35.60000000000002,1.0,,86.0,29.0,0.0,952.74,35.60000000000002,7.603,2.0,3.78,29.5,66.0,95.5,50.5198237,-84.8307765,208.0,29.0,89.5,7.603,19.0,2022,10,29,17,4.83,207.0
96,2022-10-29 17:56:10,35.60000000000002,2.0,,90.0,29.0,0.0,960.23,35.60000000000002,7.936,2.0,3.9,27.5,55.0,89.5,50.519898,-84.8308144,259.0,28.0,86.0,7.936,19.0,2022,10,29,17,4.83,207.0
94,2022-10-29 17:56:11,35.799999999999955,2.0,,96.0,29.0,0.0,968.79,35.799999999999955,8.322,2.0,3.9,25.5,51.0,84.0,50.5199829,-84.8308589,314.0,26.5,82.5,8.322,19.0,2022,10,29,17,4.83,207.0
