heart_rate,timestamp,altitude,ascent,battery_soc,cadence,calories,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,year,month,day,hour,wind_speed,wind_direction
130,2022-10-29 17:58:40,40.39999999999998,15.0,,0.0,61.0,9.0,2101.42,40.39999999999998,6.059,2.0,0.0,15.0,,,50.5289117,-84.8381321,0.0,10.0,35.0,6.059,17.0,2022,10,29,17,4.83,207.0
131,2022-10-29 17:58:41,40.200000000000045,15.0,,0.0,61.0,9.0,2107.32,40.200000000000045,5.662,2.0,0.0,13.0,,,50.5289735,-84.838123,0.0,8.5,30.0,5.662,17.0,2022,10,29,17,4.83,207.0
131,2022-10-29 17:58:42,40.0,15.0,,0.0,61.0,9.0,2112.78,40.0,5.444,2.0,0.0,10.5,,,50.5290324,-84.8381178,0.0,7.0,24.5,5.444,17.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:58:43,40.0,15.0,,0.0,61.0,9.0,2118.16,40.0,5.471,2.0,0.0,8.0,,,50.5290911,-84.8381255,0.0,5.5,19.0,5.471,17.0,2022,10,29,17,4.83,207.0
133,2022-10-29 17:58:44,39.799999999999955,15.0,,0.0,61.0,9.0,2123.74,39.799999999999955,5.649,2.0,-0.7,6.0,,,50.5291504,-84.8381399,0.0,4.0,13.5,5.649,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:58:45,39.39999999999998,15.0,,11.0,61.0,10.0,2129.47,39.39999999999998,5.879,2.0,-1.31,3.5,,,50.5292101,-84.8381451,0.0,2.5,8.0,5.879,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:58:46,39.200000000000045,15.0,,20.0,61.0,10.0,2135.47,39.200000000000045,6.094,2.0,-1.71,1.0,,,50.5292731,-84.8381412,0.0,1.0,3.0,6.094,17.0,2022,10,29,17,4.83,207.0
133,2022-10-29 17:58:47,38.799999999999955,15.0,,13.0,61.0,10.0,2141.78,38.799999999999955,6.311,2.0,-2.2,1.0,,,50.5293411,-84.8381321,0.0,0.0,2.5,6.311,17.0,2022,10,29,17,4.83,207.0
135,2022-10-29 17:58:48,38.60000000000002,15.0,,6.0,61.0,10.0,2148.24,38.60000000000002,6.59,2.0,-2.76,3.0,,,50.529411,-84.8381231,0.0,0.0,8.5,6.59,17.0,2022,10,29,17,4.83,207.0
135,2022-10-29 17:58:49,38.200000000000045,15.0,,0.0,61.0,11.0,2154.8,38.200000000000045,6.4,2.0,-3.31,5.0,,,50.5294801,-84.8381139,0.0,0.0,14.0,6.4,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:58:50,38.0,15.0,,0.0,61.0,11.0,2160.88,38.0,5.743,2.0,-3.78,6.5,,,50.5295444,-84.8381048,0.0,0.0,19.5,5.743,17.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:58:51,37.799999999999955,15.0,,0.0,61.0,11.0,2166.32,37.799999999999955,5.184,2.0,-4.11,8.5,,,50.5296042,-84.8380917,0.0,0.0,25.0,5.184,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:58:52,37.60000000000002,15.0,,0.0,61.0,12.0,2171.45,37.60000000000002,5.091,2.0,-4.28,10.5,,,50.5296587,-84.8380814,0.0,0.0,30.5,5.091,17.0,2022,10,29,17,4.83,207.0
133,2022-10-29 17:58:53,37.200000000000045,15.0,,0.0,61.0,12.0,2176.52,37.200000000000045,5.291,2.0,-4.33,12.5,,,50.5297129,-84.8380775,0.0,0.0,36.0,5.291,17.0,2022,10,29,17,4.83,207.0
133,2022-10-29 17:58:54,37.0,15.0,,0.0,61.0,12.0,2181.45,37.0,4.865,2.0,-4.22,14.5,,,50.5297637,-84.8380645,0.0,0.0,42.0,4.865,17.0,2022,10,29,17,4.83,207.0
133,2022-10-29 17:58:55,36.799999999999955,15.0,,0.0,61.0,12.0,2185.88,36.799999999999955,4.089,2.0,-4.07,16.5,,,50.5298096,-84.8380501,0.0,0.0,47.5,4.089,17.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:58:56,36.60000000000002,15.0,,0.0,61.0,13.0,2189.78,36.60000000000002,3.76,2.0,-3.95,18.5,,,50.5298512,-84.838041,0.0,0.0,53.0,3.76,17.0,2022,10,29,17,4.83,207.0
133,2022-10-29 17:58:57,36.39999999999998,15.0,,0.0,61.0,13.0,2192.96,36.39999999999998,3.237,2.0,-3.86,20.5,,,50.5298835,-84.8380438,0.0,0.0,58.5,3.237,17.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:58:58,36.200000000000045,15.0,,0.0,61.0,13.0,2195.65,36.200000000000045,2.566,2.0,-3.86,22.0,,,50.5299028,-84.8380695,0.0,0.0,64.0,2.566,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:58:59,36.0,15.0,,4.0,61.0,13.0,2198.38,36.0,2.767,2.0,-3.93,24.0,,,50.5299099,-84.8381095,0.0,0.0,69.5,2.767,17.0,2022,10,29,17,4.83,207.0
133,2022-10-29 17:59:00,35.799999999999955,15.0,,10.0,61.0,13.0,2201.77,35.799999999999955,3.864,2.0,-4.05,26.0,,,50.5299054,-84.8381576,1.0,0.0,75.5,3.864,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:59:01,35.799999999999955,15.0,,65.0,61.0,14.0,2206.25,35.799999999999955,4.943,2.0,-4.28,28.0,61.0,97.0,50.5298853,-84.8382161,44.0,0.0,81.0,4.943,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:59:02,35.60000000000002,15.0,,53.0,62.0,14.0,2211.0,35.60000000000002,4.752,2.0,-4.63,28.0,68.0,81.0,50.5298678,-84.8382816,144.0,3.0,86.5,4.752,17.0,2022,10,29,17,4.83,207.0
133,2022-10-29 17:59:03,35.39999999999998,15.0,,41.0,62.0,14.0,2215.58,35.39999999999998,4.48,2.0,-4.91,21.5,75.0,65.5,50.5298704,-84.8383457,243.0,14.5,92.0,4.48,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:59:04,35.200000000000045,15.0,,47.0,62.0,14.0,2220.3,35.200000000000045,4.829,2.0,-4.73,15.0,81.0,49.5,50.5298945,-84.8384053,285.0,26.5,97.5,4.829,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:59:05,35.0,15.0,,63.0,63.0,14.0,2225.65,35.0,5.708,2.0,-4.35,15.5,88.0,53.0,50.5299299,-84.8384633,193.0,22.0,74.0,5.708,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:59:06,34.799999999999955,15.0,,89.0,63.0,14.0,2231.92,34.799999999999955,6.524,2.0,-3.86,18.5,79.0,63.0,50.5299726,-84.8385344,154.0,12.0,41.0,6.524,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:59:07,34.39999999999998,15.0,,91.0,63.0,15.0,2239.05,34.39999999999998,7.195,2.0,-3.46,21.0,64.0,73.0,50.5300227,-84.8386135,124.0,2.0,8.0,7.195,17.0,2022,10,29,17,4.83,207.0
134,2022-10-29 17:59:08,34.0,15.0,,92.0,63.0,15.0,2246.7,34.0,7.829,2.0,-3.35,20.0,50.0,69.5,50.5300791,-84.838694,138.0,8.0,30.0,7.829,17.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:59:09,33.60000000000002,15.0,,97.0,63.0,15.0,2254.87,33.60000000000002,8.283,2.0,-3.51,18.5,60.0,66.0,50.5301378,-84.8387843,139.0,14.5,52.0,8.283,17.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:59:10,33.0,15.0,,82.0,63.0,15.0,2263.47,33.0,8.467,2.0,-3.81,21.0,63.0,70.0,50.5302008,-84.8388714,136.0,17.0,61.0,8.467,17.0,2022,10,29,17,4.83,207.0
133,2022-10-29 17:59:11,32.60000000000002,15.0,,65.0,63.0,16.0,2272.14,32.60000000000002,8.278,2.0,-4.16,27.0,64.0,81.0,50.530268,-84.8389584,133.0,16.5,58.5,8.278,17.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:59:12,32.39999999999998,15.0,,49.0,63.0,16.0,2280.34,32.39999999999998,8.079,2.0,-4.39,33.0,64.0,91.5,50.5303315,-84.8390452,130.0,16.0,55.5,8.079,17.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:59:13,32.200000000000045,15.0,,50.0,63.0,17.0,2288.32,32.200000000000045,7.817,2.0,-4.46,21.5,64.0,63.0,50.5303948,-84.8391228,71.0,15.0,52.0,7.817,17.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:59:14,32.0,15.0,,69.0,63.0,17.0,2296.32,32.0,7.896,2.0,-4.37,10.0,65.0,34.5,50.5304608,-84.839192,51.0,14.5,49.0,7.896,17.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:59:15,31.799999999999955,15.0,,89.0,64.0,17.0,2304.35,31.799999999999955,8.108,2.0,-4.16,11.0,65.0,43.5,50.5305308,-84.8392555,50.0,8.5,51.0,8.108,17.0,2022,10,29,17,4.83,207.0
131,2022-10-29 17:59:16,31.799999999999955,15.0,,97.0,64.0,18.0,2312.59,31.799999999999955,8.39,2.0,-3.79,24.5,63.0,86.0,50.5306066,-84.8393186,83.0,3.5,60.0,8.39,17.0,2022,10,29,17,4.83,207.0
131,2022-10-29 17:59:17,31.600000000000023,15.0,,100.0,64.0,18.0,2321.23,31.600000000000023,8.639,2.0,-3.32,30.0,58.0,99.0,50.5306867,-84.8393861,209.0,17.0,69.0,8.639,17.0,2022,10,29,17,4.83,207.0
130,2022-10-29 17:59:18,31.399999999999977,15.0,,102.0,64.0,18.0,2329.97,31.399999999999977,8.648,2.0,-2.78,26.5,54.0,86.0,50.5307646,-84.8394556,217.0,20.5,77.0,8.648,17.0,2022,10,29,17,4.83,207.0
130,2022-10-29 17:59:19,31.399999999999977,15.0,,103.0,64.0,18.0,2338.74,31.399999999999977,8.789,2.0,-2.24,25.0,58.0,86.0,50.5308422,-84.8395272,215.0,21.5,80.0,8.789,17.0,2022,10,29,17,4.83,207.0
131,2022-10-29 17:59:20,31.200000000000045,15.0,,104.0,65.0,18.0,2347.7,31.200000000000045,8.92,2.0,-1.78,23.5,58.0,85.0,50.5309182,-84.8396098,217.0,22.0,79.5,8.92,17.0,2022,10,29,17,4.83,207.0
129,2022-10-29 17:59:21,31.200000000000045,15.0,,104.0,65.0,18.0,2356.72,31.200000000000045,8.888,2.0,-1.47,22.0,57.0,80.5,50.5309892,-84.8396959,213.0,22.0,77.5,8.888,17.0,2022,10,29,17,4.83,207.0
129,2022-10-29 17:59:22,31.200000000000045,15.0,,104.0,65.0,18.0,2365.73,31.200000000000045,8.953,2.0,-1.22,22.0,56.0,79.0,50.5310555,-84.8397909,188.0,21.0,75.0,8.953,17.0,2022,10,29,17,4.83,207.0
128,2022-10-29 17:59:23,31.200000000000045,15.0,,105.0,65.0,18.0,2374.69,31.200000000000045,9.084,2.0,-1.03,21.5,55.0,77.5,50.5311186,-84.83989,196.0,20.5,72.5,9.084,17.0,2022,10,29,17,4.83,207.0
129,2022-10-29 17:59:24,31.0,15.0,,108.0,65.0,18.0,2383.56,31.0,9.19,2.0,-0.92,21.5,54.0,76.0,50.5311782,-84.8399901,209.0,19.5,70.0,9.19,17.0,2022,10,29,17,4.83,207.0
130,2022-10-29 17:59:25,30.799999999999955,15.0,,106.0,66.0,19.0,2392.73,30.799999999999955,9.076,2.0,-0.89,21.0,54.0,74.0,50.531237,-84.8400952,203.0,19.0,67.5,9.076,17.0,2022,10,29,17,4.83,207.0
130,2022-10-29 17:59:26,30.600000000000023,15.0,,93.0,66.0,19.0,2402.12,30.600000000000023,8.801,2.0,-0.92,17.0,53.0,60.5,50.5312964,-84.8402028,169.0,19.0,66.5,8.801,16.0,2022,10,29,17,4.83,207.0
130,2022-10-29 17:59:27,30.600000000000023,15.0,,94.0,66.0,19.0,2410.98,30.600000000000023,8.706,2.0,-0.98,3.0,52.0,15.0,50.5313527,-84.8403078,145.0,20.0,67.5,8.706,16.0,2022,10,29,17,4.83,207.0
130,2022-10-29 17:59:28,30.600000000000023,15.0,,95.0,66.0,19.0,2419.89,30.600000000000023,8.712,2.0,-1.0,22.5,57.0,72.0,50.5314108,-84.8404095,141.0,12.0,42.5,8.712,16.0,2022,10,29,17,4.83,207.0
130,2022-10-29 17:59:29,30.600000000000023,15.0,,96.0,66.0,19.0,2428.7,30.600000000000023,8.777,2.0,-0.96,25.0,59.0,81.5,50.5314674,-84.8405136,169.0,17.0,62.0,8.777,16.0,2022,10,29,17,4.83,207.0
130,2022-10-29 17:59:30,30.600000000000023,15.0,,96.0,66.0,19.0,2437.57,30.600000000000023,8.853,2.0,-0.87,23.5,54.0,78.5,50.5315245,-84.8406186,200.0,21.0,76.0,8.853,16.0,2022,10,29,17,4.83,207.0
131,2022-10-29 17:59:31,30.600000000000023,15.0,,97.0,67.0,19.0,2446.34,30.600000000000023,8.851,2.0,-0.29,22.5,49.0,77.5,50.5315804,-84.8407176,213.0,21.0,75.0,8.851,16.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:59:32,30.600000000000023,15.0,,97.0,67.0,19.0,2455.28,30.600000000000023,8.918,2.0,0.0,21.5,43.0,76.0,50.5316396,-84.8408216,216.0,21.5,73.5,8.918,16.0,2022,10,29,17,4.83,207.0
131,2022-10-29 17:59:33,30.399999999999977,15.0,,71.0,67.0,19.0,2464.14,30.399999999999977,8.861,2.0,0.0,20.0,37.0,74.5,50.5316967,-84.8409267,183.0,21.5,72.0,8.861,16.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:59:34,30.399999999999977,15.0,,51.0,67.0,19.0,2472.86,30.399999999999977,8.695,2.0,0.0,25.5,31.0,82.0,50.5317525,-84.8410256,154.0,20.0,70.5,8.695,16.0,2022,10,29,17,4.83,207.0
132,2022-10-29 17:59:35,30.600000000000023,15.0,,43.0,67.0,19.0,2481.72,30.600000000000023,8.629,2.0,0.0,29.0,26.0,86.5,50.5318142,-84.8411231,127.0,15.5,71.5,8.629,16.0,2022,10,29,17,4.83,207.0
130,2022-10-29 17:59:36,30.600000000000023,15.0,,35.0,67.0,19.0,2490.17,30.600000000000023,7.973,2.0,0.0,27.5,40.0,83.0,50.5318768,-84.8412114,63.0,7.5,74.5,7.973,16.0,2022,10,29,17,4.83,207.0
128,2022-10-29 17:59:37,30.600000000000023,15.0,,35.0,67.0,19.0,2497.45,30.600000000000023,6.629,2.0,0.0,26.5,70.0,80.0,50.5319323,-84.8412858,63.0,0.0,77.5,6.629,16.0,2022,10,29,17,4.83,207.0
126,2022-10-29 17:59:38,30.600000000000023,15.0,,34.0,67.0,19.0,2503.37,30.600000000000023,5.483,2.0,0.0,26.5,100.0,83.5,50.5319803,-84.8413415,62.0,5.5,80.5,5.483,16.0,2022,10,29,17,4.83,207.0
125,2022-10-29 17:59:39,30.600000000000023,15.0,,35.0,67.0,19.0,2508.73,30.600000000000023,5.545,2.0,0.0,26.5,90.0,86.5,50.5320258,-84.8413909,52.0,11.0,83.0,5.545,16.0,2022,10,29,17,4.83,207.0
124,2022-10-29 17:59:40,30.600000000000023,15.0,,69.0,67.0,19.0,2514.43,30.600000000000023,6.185,2.0,0.0,26.5,80.0,89.5,50.5320713,-84.8414456,75.0,16.0,86.0,6.185,16.0,2022,10,29,17,4.83,207.0
124,2022-10-29 17:59:41,30.600000000000023,15.0,,80.0,68.0,19.0,2520.83,30.600000000000023,6.727,2.0,0.0,26.5,70.0,93.0,50.5321206,-84.8415079,210.0,21.5,89.0,6.727,16.0,2022,10,29,17,4.83,207.0
123,2022-10-29 17:59:42,30.600000000000023,15.0,,85.0,68.0,19.0,2527.8,30.600000000000023,7.179,2.0,0.0,26.5,60.0,96.0,50.532177,-84.8415765,253.0,26.5,92.0,7.179,16.0,2022,10,29,17,4.83,207.0
123,2022-10-29 17:59:43,30.600000000000023,15.0,,89.0,69.0,19.0,2535.2,30.600000000000023,7.611,2.0,0.0,27.0,50.0,94.5,50.532236,-84.8416478,296.0,28.0,92.5,7.611,16.0,2022,10,29,17,4.83,207.0
123,2022-10-29 17:59:44,30.600000000000023,15.0,,93.0,69.0,19.0,2543.01,30.600000000000023,7.83,2.0,0.0,27.0,49.0,93.5,50.5322957,-84.8417265,339.0,29.5,93.0,7.83,16.0,2022,10,29,17,4.83,207.0
122,2022-10-29 17:59:45,30.600000000000023,15.0,,99.0,69.0,19.0,2550.87,30.600000000000023,8.013,2.0,0.0,28.0,50.0,92.0,50.5323565,-84.8418029,406.0,29.5,92.5,8.013,16.0,2022,10,29,17,4.83,207.0
121,2022-10-29 17:59:46,30.799999999999955,15.0,,103.0,70.0,19.0,2559.02,30.799999999999955,8.284,2.0,0.0,29.0,52.0,91.0,50.5324182,-84.8418885,373.0,26.0,89.5,8.284,16.0,2022,10,29,17,4.83,207.0
121,2022-10-29 17:59:47,30.799999999999955,15.0,,104.0,70.0,19.0,2567.45,30.799999999999955,8.459,2.0,0.0,28.0,52.0,89.5,50.5324779,-84.8419804,350.0,26.0,89.5,8.459,16.0,2022,10,29,17,4.83,207.0
119,2022-10-29 17:59:48,30.799999999999955,15.0,,107.0,71.0,19.0,2575.91,30.799999999999955,8.579,2.0,0.0,27.0,54.0,88.0,50.5325386,-84.8420708,348.0,26.0,88.0,8.579,16.0,2022,10,29,17,4.83,207.0
119,2022-10-29 17:59:49,30.799999999999955,15.0,,108.0,71.0,19.0,2584.41,30.799999999999955,8.541,2.0,0.0,26.0,55.0,86.5,50.5325999,-84.842165,360.0,26.5,86.0,8.541,16.0,2022,10,29,17,4.83,207.0
119,2022-10-29 17:59:50,30.799999999999955,15.0,,110.0,71.0,19.0,2593.05,30.799999999999955,8.558,2.0,0.0,27.0,54.0,88.0,50.5326594,-84.8422618,376.0,27.0,87.0,8.558,16.0,2022,10,29,17,4.83,207.0
118,2022-10-29 17:59:51,30.799999999999955,15.0,,111.0,72.0,19.0,2601.75,30.799999999999955,8.592,2.0,0.0,31.0,49.0,94.5,50.5327211,-84.8423537,395.0,28.5,93.0,8.592,16.0,2022,10,29,17,4.83,207.0
119,2022-10-29 17:59:52,30.799999999999955,15.0,,102.0,72.0,19.0,2610.61,30.799999999999955,8.484,2.0,0.0,24.0,40.0,76.0,50.5327886,-84.8424445,354.0,27.5,88.0,8.484,16.0,2022,10,29,17,4.83,207.0
119,2022-10-29 17:59:53,30.799999999999955,15.0,,67.0,72.0,19.0,2618.99,30.799999999999955,7.831,2.0,0.0,23.0,42.0,74.5,50.5328549,-84.8425268,302.0,27.5,87.5,7.831,16.0,2022,10,29,17,4.83,207.0
119,2022-10-29 17:59:54,31.0,15.0,,32.0,72.0,19.0,2626.19,31.0,6.74,2.0,0.0,24.0,44.0,77.5,50.5329102,-84.8425996,250.0,28.0,88.0,6.74,16.0,2022,10,29,17,4.83,207.0
118,2022-10-29 17:59:55,31.200000000000045,15.0,,0.0,72.0,19.0,2632.28,31.200000000000045,5.511,2.0,0.0,24.5,46.0,80.0,50.5329569,-84.8426614,0.0,28.5,89.0,5.511,16.0,2022,10,29,17,4.83,207.0
118,2022-10-29 17:59:56,31.200000000000045,15.0,,0.0,72.0,19.0,2637.28,31.200000000000045,4.865,2.0,0.0,25.5,47.0,83.0,50.5329999,-84.842703,0.0,28.5,89.5,4.865,16.0,2022,10,29,17,4.83,207.0
117,2022-10-29 17:59:57,31.200000000000045,15.0,,6.0,72.0,19.0,2641.96,31.200000000000045,5.144,2.0,0.0,26.0,49.0,85.5,50.5330413,-84.8427433,1.0,29.0,90.0,5.144,16.0,2022,10,29,17,4.83,207.0
117,2022-10-29 17:59:58,31.200000000000045,15.0,,37.0,72.0,19.0,2647.14,31.200000000000045,5.607,2.0,0.0,27.0,51.0,88.5,50.5330815,-84.8427925,48.0,29.0,90.5,5.607,16.0,2022,10,29,17,4.83,207.0
117,2022-10-29 17:59:59,31.200000000000045,15.0,,75.0,72.0,19.0,2653.13,31.200000000000045,6.189,2.0,0.0,27.5,53.0,91.0,50.5331268,-84.8428546,130.0,29.5,91.5,6.189,16.0,2022,10,29,17,4.83,207.0
117,2022-10-29 18:00:00,31.200000000000045,15.0,,90.0,73.0,19.0,2659.55,31.200000000000045,6.693,2.0,0.0,28.5,55.0,94.0,50.5331757,-84.842923,230.0,29.5,92.0,6.693,16.0,2022,10,29,18,4.74,205.0
116,2022-10-29 18:00:01,31.200000000000045,15.0,,97.0,73.0,19.0,2666.47,31.200000000000045,7.147,2.0,0.0,29.0,58.0,96.0,50.5332323,-84.8429869,381.0,30.0,92.5,7.147,16.0,2022,10,29,18,4.74,205.0
115,2022-10-29 18:00:02,31.200000000000045,15.0,,105.0,73.0,19.0,2674.0,31.200000000000045,7.555,2.0,0.0,27.5,63.0,88.0,50.5332941,-84.8430551,362.0,29.5,94.0,7.555,16.0,2022,10,29,18,4.74,205.0
116,2022-10-29 18:00:03,31.0,15.0,,102.0,74.0,19.0,2681.68,31.0,7.85,2.0,0.0,24.5,68.0,82.0,50.533359,-84.8431234,249.0,27.5,88.5,7.85,16.0,2022,10,29,18,4.74,205.0
115,2022-10-29 18:00:04,31.0,15.0,,101.0,74.0,19.0,2689.75,31.0,8.198,2.0,0.0,22.0,69.0,79.0,50.5334293,-84.843191,202.0,26.0,83.0,8.198,16.0,2022,10,29,18,4.74,205.0
115,2022-10-29 18:00:05,30.799999999999955,15.0,,105.0,74.0,19.0,2698.11,30.799999999999955,8.401,2.0,0.0,22.5,68.0,80.5,50.5335045,-84.8432604,198.0,26.5,82.0,8.401,16.0,2022,10,29,18,4.74,205.0
113,2022-10-29 18:00:06,30.799999999999955,15.0,,106.0,74.0,19.0,2706.34,30.799999999999955,8.273,2.0,0.0,23.0,66.0,81.5,50.5335801,-84.8433242,210.0,26.0,82.5,8.273,16.0,2022,10,29,18,4.74,205.0
112,2022-10-29 18:00:07,30.600000000000023,15.0,,107.0,74.0,19.0,2714.54,30.600000000000023,8.306,2.0,0.0,23.0,58.0,82.0,50.5336528,-84.8433879,221.0,25.5,83.0,8.306,16.0,2022,10,29,18,4.74,205.0
114,2022-10-29 18:00:08,30.399999999999977,15.0,,108.0,75.0,19.0,2722.84,30.399999999999977,8.387,2.0,0.0,23.5,61.0,83.0,50.5337276,-84.8434516,224.0,25.5,83.5,8.387,16.0,2022,10,29,18,4.74,205.0
115,2022-10-29 18:00:09,30.399999999999977,15.0,,105.0,75.0,19.0,2731.24,30.399999999999977,8.456,2.0,0.0,23.5,63.0,83.5,50.5338068,-84.8435113,218.0,25.0,83.0,8.456,16.0,2022,10,29,18,4.74,205.0
114,2022-10-29 18:00:10,30.200000000000045,15.0,,104.0,75.0,19.0,2739.59,30.200000000000045,8.528,2.0,0.0,23.5,61.0,83.0,50.533887,-84.8435649,206.0,24.5,80.0,8.528,16.0,2022,10,29,18,4.74,205.0
111,2022-10-29 18:00:11,30.200000000000045,15.0,,104.0,75.0,19.0,2748.09,30.200000000000045,8.623,2.0,0.0,23.5,58.0,83.0,50.5339686,-84.8436192,216.0,24.5,77.0,8.623,16.0,2022,10,29,18,4.74,205.0
112,2022-10-29 18:00:12,30.200000000000045,15.0,,105.0,76.0,19.0,2756.83,30.200000000000045,8.75,2.0,0.0,23.0,56.0,82.0,50.5340545,-84.8436713,224.0,24.5,76.5,8.75,16.0,2022,10,29,18,4.74,205.0
113,2022-10-29 18:00:13,30.200000000000045,15.0,,105.0,76.0,19.0,2765.43,30.200000000000045,8.592,2.0,0.0,22.5,58.0,77.5,50.5341413,-84.843717,227.0,24.0,80.5,8.592,16.0,2022,10,29,18,4.74,205.0
113,2022-10-29 18:00:14,30.200000000000045,15.0,,105.0,76.0,19.0,2774.01,30.200000000000045,8.399,2.0,0.0,22.0,58.0,72.0,50.5342262,-84.8437628,216.0,22.0,80.0,8.399,16.0,2022,10,29,18,4.74,205.0
113,2022-10-29 18:00:15,30.200000000000045,15.0,,106.0,76.0,19.0,2782.6,30.200000000000045,8.576,2.0,0.0,21.5,57.0,70.5,50.5343103,-84.8438084,180.0,17.5,66.5,8.576,16.0,2022,10,29,18,4.74,205.0
112,2022-10-29 18:00:16,30.200000000000045,15.0,,105.0,76.0,19.0,2791.28,30.200000000000045,8.986,2.0,0.0,20.5,56.0,77.0,50.5343976,-84.8438533,192.0,20.0,70.0,8.986,16.0,2022,10,29,18,4.74,205.0
111,2022-10-29 18:00:17,30.200000000000045,15.0,,102.0,77.0,19.0,2800.3,30.200000000000045,9.145,2.0,0.0,21.0,60.0,78.5,50.5344899,-84.8438985,208.0,24.5,86.5,9.145,16.0,2022,10,29,18,4.74,205.0
111,2022-10-29 18:00:18,30.200000000000045,15.0,,78.0,77.0,19.0,2809.52,30.200000000000045,8.911,2.0,0.0,21.5,64.0,79.5,50.5345843,-84.8439405,205.0,22.5,95.0,8.911,16.0,2022,10,29,18,4.74,205.0
110,2022-10-29 18:00:19,30.200000000000045,15.0,,54.0,77.0,19.0,2818.52,30.200000000000045,8.82,2.0,0.0,21.5,63.0,80.5,50.5346778,-84.8439771,201.0,15.0,96.5,8.82,16.0,2022,10,29,18,4.74,205.0
110,2022-10-29 18:00:20,30.200000000000045,15.0,,31.0,77.0,19.0,2827.44,30.200000000000045,8.993,2.0,0.0,22.0,58.0,81.5,50.5347705,-84.8440093,197.0,8.0,98.0,8.993,16.0,2022,10,29,18,4.74,205.0
109,2022-10-29 18:00:21,30.200000000000045,15.0,,75.0,77.0,19.0,2836.3,30.200000000000045,9.081,2.0,0.0,22.0,54.0,82.5,50.5348615,-84.8440361,172.0,1.0,100.0,9.081,16.0,2022,10,29,18,4.74,205.0
108,2022-10-29 18:00:22,30.200000000000045,15.0,,99.0,77.0,19.0,2845.52,30.200000000000045,9.227,2.0,0.0,23.5,49.0,81.0,50.5349593,-84.8440672,225.0,16.0,98.5,9.227,16.0,2022,10,29,18,4.74,205.0
111,2022-10-29 18:00:23,30.200000000000045,15.0,,101.0,78.0,19.0,2854.85,30.200000000000045,9.196,2.0,0.0,24.0,47.0,78.0,50.5350572,-84.8440965,272.0,28.0,94.0,9.196,16.0,2022,10,29,18,4.74,205.0
111,2022-10-29 18:00:24,30.200000000000045,15.0,,101.0,78.0,19.0,2863.81,30.200000000000045,8.956,2.0,0.0,21.5,47.0,72.0,50.5351508,-84.8441187,290.0,24.5,84.0,8.956,16.0,2022,10,29,18,4.74,205.0
110,2022-10-29 18:00:25,30.200000000000045,15.0,,101.0,78.0,19.0,2872.52,30.200000000000045,8.82,2.0,0.0,19.5,47.0,66.0,50.5352443,-84.8441421,240.0,21.0,74.0,8.82,16.0,2022,10,29,18,4.74,205.0
109,2022-10-29 18:00:26,30.200000000000045,15.0,,100.0,78.0,19.0,2881.31,30.200000000000045,8.796,2.0,0.0,17.5,47.0,60.5,50.5353373,-84.8441604,192.0,18.0,64.5,8.796,16.0,2022,10,29,18,4.74,205.0
108,2022-10-29 18:00:27,30.399999999999977,15.0,,90.0,78.0,19.0,2890.05,30.399999999999977,8.458,2.0,0.0,17.5,47.0,59.5,50.53543,-84.8441788,148.0,16.0,58.0,8.458,16.0,2022,10,29,18,4.74,205.0
109,2022-10-29 18:00:28,30.399999999999977,15.0,,63.0,78.0,19.0,2898.16,30.399999999999977,8.058,2.0,0.0,19.0,47.0,62.5,50.5355147,-84.8441966,126.0,14.5,54.0,8.058,16.0,2022,10,29,18,4.74,205.0
109,2022-10-29 18:00:29,30.399999999999977,15.0,,37.0,78.0,19.0,2905.96,30.399999999999977,7.718,2.0,0.0,21.0,47.0,65.0,50.5355983,-84.8442146,104.0,13.5,50.0,7.718,16.0,2022,10,29,18,4.74,205.0
