distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,enhanced_altitude,ascent,battery_soc,cadence,calories,descent,grade,heart_rate,left_right_balance,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
2618.94,10.865,3.0,50.5189243,-84.8093835,10.865,2023-05-17 22:53:21,57.0,57.0,9.0,,86.0,62.0,16.0,0.87,141.0,70.0,251.0,37.0,100.0,26.5,93.5,12.0,2023,5,17,22,0.95,108.0
2629.87,11.165,3.0,50.5188156,-84.8093248,11.165,2023-05-17 22:53:22,57.0,57.0,9.0,,94.0,62.0,16.0,1.0,141.0,54.0,438.0,38.5,100.0,34.5,99.5,12.0,2023,5,17,22,0.95,108.0
2640.98,11.317,3.0,50.5187065,-84.8092611,11.317,2023-05-17 22:53:23,57.39999999999998,57.39999999999998,9.0,,97.0,63.0,16.0,1.04,141.0,49.0,558.0,32.0,96.5,32.5,100.0,12.0,2023,5,17,22,0.95,108.0
2652.19,11.421,3.0,50.5185972,-84.8091931,11.421,2023-05-17 22:53:24,57.39999999999998,57.39999999999998,9.0,,98.0,63.0,16.0,1.03,141.0,43.0,407.0,27.0,89.5,28.5,94.0,12.0,2023,5,17,22,0.95,108.0
2663.28,11.2,3.0,50.5184886,-84.8091292,11.2,2023-05-17 22:53:25,56.799999999999955,56.799999999999955,9.0,,97.0,63.0,16.0,0.39,141.0,47.0,294.0,23.5,81.0,24.0,85.5,12.0,2023,5,17,22,0.95,108.0
2674.08,10.561,3.0,50.5183821,-84.8090749,10.561,2023-05-17 22:53:26,56.39999999999998,56.39999999999998,10.0,,96.0,63.0,16.0,0.1,142.0,51.0,267.0,20.5,73.0,20.5,77.5,12.0,2023,5,17,22,0.95,108.0
2684.54,10.166,3.0,50.518277,-84.8090243,10.166,2023-05-17 22:53:27,56.200000000000045,56.200000000000045,10.0,,95.0,64.0,16.0,-0.12,142.0,47.0,240.0,19.0,69.5,19.5,75.0,12.0,2023,5,17,22,0.95,108.0
2694.61,10.012,3.0,50.5181731,-84.808975,10.012,2023-05-17 22:53:28,56.39999999999998,56.39999999999998,10.0,,75.0,64.0,17.0,-0.45,142.0,46.0,200.0,18.0,66.0,19.0,73.0,12.0,2023,5,17,22,0.95,108.0
2704.38,9.778,3.0,50.5180741,-84.8089252,9.778,2023-05-17 22:53:29,56.39999999999998,56.39999999999998,10.0,,46.0,64.0,17.0,-0.69,142.0,45.0,194.0,17.0,63.0,18.0,70.5,12.0,2023,5,17,22,0.95,108.0
2713.86,8.964,3.0,50.5179792,-84.808879,8.964,2023-05-17 22:53:30,56.39999999999998,56.39999999999998,10.0,,17.0,64.0,17.0,-0.86,142.0,44.0,187.0,16.0,60.0,17.5,68.5,12.0,2023,5,17,22,0.95,108.0
2722.56,7.9,3.0,50.5178934,-84.8088329,7.9,2023-05-17 22:53:31,56.60000000000002,56.60000000000002,10.0,,0.0,64.0,17.0,-0.93,142.0,43.0,0.0,16.0,60.0,17.0,67.0,12.0,2023,5,17,22,0.95,108.0
2729.14,5.666,3.0,50.5178287,-84.8088001,5.666,2023-05-17 22:53:32,56.799999999999955,56.799999999999955,10.0,,0.0,64.0,17.0,-0.37,142.0,42.0,0.0,16.0,59.5,17.0,66.0,12.0,2023,5,17,22,0.95,108.0
2732.93,2.909,3.0,50.5177893,-84.8087905,2.909,2023-05-17 22:53:33,57.200000000000045,57.200000000000045,10.0,,0.0,64.0,17.0,-0.11,142.0,41.0,0.0,16.0,59.5,16.5,65.0,12.0,2023,5,17,22,0.95,108.0
2735.25,2.221,3.0,50.5177663,-84.8087989,2.221,2023-05-17 22:53:34,57.39999999999998,57.39999999999998,10.0,,89.0,64.0,17.0,0.3,142.0,40.0,15.0,16.0,59.5,16.0,64.0,12.0,2023,5,17,22,0.95,108.0
2737.47,2.464,3.0,50.5177481,-84.8088214,2.464,2023-05-17 22:53:35,57.39999999999998,57.39999999999998,11.0,,62.0,64.0,17.0,1.0,142.0,39.0,31.0,15.5,59.0,15.5,63.0,12.0,2023,5,17,22,0.95,108.0
2739.68,2.184,2.0,50.5177297,-84.8088403,2.184,2023-05-17 22:53:36,57.39999999999998,57.39999999999998,11.0,,35.0,64.0,17.0,1.58,143.0,38.0,47.0,15.5,59.0,15.5,62.0,12.0,2023,5,17,22,0.95,108.0
2740.67,0.993,2.0,50.5177116,-84.8088408,0.993,2023-05-17 22:53:37,57.60000000000002,57.60000000000002,11.0,,21.0,64.0,17.0,2.11,143.0,37.0,62.0,15.5,59.0,15.0,61.0,12.0,2023,5,17,22,0.95,108.0
2742.01,1.723,1.0,50.5176851,-84.8088254,1.723,2023-05-17 22:53:52,57.60000000000002,57.60000000000002,11.0,,0.0,64.0,17.0,0.0,145.0,66.0,0.0,30.0,92.0,26.0,91.5,12.0,2023,5,17,22,0.95,108.0
2745.01,2.289,1.0,50.5176564,-84.8088026,2.289,2023-05-17 22:53:53,57.60000000000002,57.60000000000002,11.0,,0.0,64.0,17.0,0.0,145.0,68.0,0.0,31.0,94.5,26.5,94.0,12.0,2023,5,17,22,0.95,108.0
2748.39,3.293,1.0,50.5176231,-84.8087775,3.293,2023-05-17 22:53:54,57.39999999999998,57.39999999999998,11.0,,0.0,64.0,17.0,0.0,145.0,70.0,0.0,32.5,97.0,27.5,96.5,12.0,2023,5,17,22,0.95,108.0
2751.94,3.827,1.0,50.5175893,-84.8087504,3.827,2023-05-17 22:53:55,57.39999999999998,57.39999999999998,11.0,,38.0,64.0,17.0,0.0,145.0,69.0,36.0,33.5,99.5,28.5,99.0,12.0,2023,5,17,22,0.95,108.0
2756.06,4.471,1.0,50.5175509,-84.8087231,4.471,2023-05-17 22:53:56,57.39999999999998,57.39999999999998,11.0,,48.0,64.0,17.0,0.0,146.0,55.0,256.0,30.5,99.5,28.5,99.0,12.0,2023,5,17,22,0.95,108.0
2760.88,5.138,1.0,50.5175078,-84.8086873,5.138,2023-05-17 22:53:57,57.200000000000045,57.200000000000045,11.0,,56.0,65.0,17.0,0.0,146.0,56.0,284.0,33.0,99.0,28.5,99.0,12.0,2023,5,17,22,0.95,108.0
2766.27,5.627,1.0,50.5174599,-84.8086416,5.627,2023-05-17 22:53:58,57.0,57.0,11.0,,66.0,65.0,17.0,0.0,146.0,52.0,286.0,33.5,99.0,31.5,99.5,12.0,2023,5,17,22,0.95,108.0
2772.1,6.048,1.0,50.517412,-84.8085874,6.048,2023-05-17 22:53:59,56.799999999999955,56.799999999999955,11.0,,71.0,65.0,17.0,0.0,146.0,50.0,276.0,29.0,97.5,35.5,99.5,12.0,2023,5,17,22,0.95,108.0
2778.09,6.368,1.0,50.5173662,-84.8085262,6.368,2023-05-17 22:54:00,56.799999999999955,56.799999999999955,11.0,,77.0,65.0,17.0,0.0,146.0,54.0,258.0,27.5,93.5,31.0,97.5,12.0,2023,5,17,22,0.95,108.0
2784.49,6.489,2.0,50.5173185,-84.808459,6.489,2023-05-17 22:54:01,56.799999999999955,56.799999999999955,11.0,,82.0,66.0,17.0,0.0,146.0,54.0,249.0,25.5,89.0,27.0,95.5,12.0,2023,5,17,22,0.95,108.0
2791.3,6.492,2.0,50.5172685,-84.8083869,6.492,2023-05-17 22:54:02,56.799999999999955,56.799999999999955,11.0,,85.0,66.0,17.0,0.0,146.0,55.0,232.0,22.5,81.0,25.0,92.5,12.0,2023,5,17,22,0.95,108.0
2797.91,6.622,2.0,50.5172207,-84.8083189,6.622,2023-05-17 22:54:03,56.799999999999955,56.799999999999955,11.0,,85.0,66.0,17.0,0.0,146.0,55.0,183.0,19.5,72.0,24.5,91.0,12.0,2023,5,17,22,0.95,108.0
2804.56,6.653,2.0,50.5171732,-84.8082464,6.653,2023-05-17 22:54:04,57.0,57.0,11.0,,86.0,66.0,17.0,0.0,146.0,56.0,136.0,18.0,64.5,24.0,88.0,12.0,2023,5,17,22,0.95,108.0
2811.18,6.589,2.0,50.5171234,-84.8081783,6.589,2023-05-17 22:54:05,57.0,57.0,11.0,,66.0,66.0,17.0,0.0,146.0,56.0,120.0,17.5,63.5,20.0,72.5,12.0,2023,5,17,22,0.95,108.0
2817.73,6.515,2.0,50.5170758,-84.8081108,6.515,2023-05-17 22:54:06,56.799999999999955,56.799999999999955,11.0,,44.0,66.0,17.0,0.0,146.0,52.0,106.0,19.0,67.5,19.5,70.5,12.0,2023,5,17,22,0.95,108.0
2824.14,6.259,2.0,50.51703,-84.8080376,6.259,2023-05-17 22:54:07,56.799999999999955,56.799999999999955,11.0,,22.0,66.0,17.0,0.0,146.0,48.0,92.0,20.5,71.5,19.0,69.5,12.0,2023,5,17,22,0.95,108.0
2830.67,6.083,2.0,50.5169885,-84.8079599,6.083,2023-05-17 22:54:08,56.799999999999955,56.799999999999955,11.0,,1.0,66.0,17.0,0.0,146.0,45.0,0.0,22.0,76.0,19.0,68.0,12.0,2023,5,17,22,0.95,108.0
2836.87,5.661,2.0,50.5169501,-84.8078868,5.661,2023-05-17 22:54:09,56.799999999999955,56.799999999999955,11.0,,0.0,66.0,17.0,0.0,146.0,41.0,0.0,23.5,80.0,18.5,66.5,12.0,2023,5,17,22,0.95,108.0
2841.75,4.872,2.0,50.5169132,-84.8078378,4.872,2023-05-17 22:54:10,56.799999999999955,56.799999999999955,11.0,,0.0,66.0,17.0,0.0,146.0,37.0,0.0,25.0,84.0,18.0,65.0,12.0,2023,5,17,22,0.95,108.0
2846.9,4.631,2.0,50.5168718,-84.8078385,4.631,2023-05-17 22:54:11,56.799999999999955,56.799999999999955,11.0,,16.0,66.0,17.0,0.0,146.0,33.0,4.0,26.5,88.0,17.5,63.5,12.0,2023,5,17,22,0.95,108.0
2853.25,5.331,2.0,50.5168198,-84.8078975,5.331,2023-05-17 22:54:12,56.799999999999955,56.799999999999955,11.0,,42.0,66.0,17.0,0.0,146.0,29.0,83.0,28.0,92.5,17.0,62.0,12.0,2023,5,17,22,0.95,108.0
2858.94,5.786,2.0,50.516773,-84.8079511,5.786,2023-05-17 22:54:13,56.799999999999955,56.799999999999955,11.0,,69.0,67.0,17.0,0.0,146.0,40.0,178.0,30.0,96.5,17.0,61.5,12.0,2023,5,17,22,0.95,108.0
2865.33,6.331,2.0,50.5167214,-84.8080094,6.331,2023-05-17 22:54:14,56.799999999999955,56.799999999999955,11.0,,73.0,67.0,17.0,0.0,146.0,51.0,256.0,32.5,99.5,19.5,68.0,12.0,2023,5,17,22,0.95,108.0
2872.29,6.79,2.0,50.5166644,-84.8080734,6.79,2023-05-17 22:54:15,56.60000000000002,56.60000000000002,11.0,,81.0,67.0,17.0,0.0,146.0,55.0,306.0,35.0,100.0,29.5,98.5,12.0,2023,5,17,22,0.95,108.0
2879.52,7.062,2.0,50.5166076,-84.8081452,7.062,2023-05-17 22:54:16,56.39999999999998,56.39999999999998,11.0,,88.0,68.0,17.0,0.0,146.0,59.0,358.0,31.5,96.0,30.5,99.5,12.0,2023,5,17,22,0.95,108.0
2886.97,7.228,2.0,50.516551,-84.8082228,7.228,2023-05-17 22:54:17,56.39999999999998,56.39999999999998,11.0,,91.0,68.0,17.0,0.0,146.0,54.0,363.0,28.5,92.0,31.0,99.5,12.0,2023,5,17,22,0.95,108.0
2894.52,7.336,2.0,50.5164893,-84.8082919,7.336,2023-05-17 22:54:18,56.200000000000045,56.200000000000045,11.0,,93.0,68.0,17.0,0.0,146.0,54.0,307.0,25.0,86.5,30.0,97.5,12.0,2023,5,17,22,0.95,108.0
2901.98,7.348,2.0,50.5164266,-84.8083587,7.348,2023-05-17 22:54:19,56.0,56.0,11.0,,93.0,68.0,17.0,0.0,145.0,57.0,246.0,23.5,82.0,26.0,91.5,12.0,2023,5,17,22,0.95,108.0
2909.45,7.313,2.0,50.5163652,-84.8084311,7.313,2023-05-17 22:54:20,55.799999999999955,55.799999999999955,11.0,,90.0,69.0,17.0,0.0,143.0,60.0,206.0,24.5,85.0,21.5,79.0,12.0,2023,5,17,22,0.95,108.0
2916.99,7.25,2.0,50.5163052,-84.808505,7.25,2023-05-17 22:54:21,55.60000000000002,55.60000000000002,11.0,,87.0,69.0,17.0,0.0,142.0,58.0,192.0,23.5,83.0,25.5,92.0,12.0,2023,5,17,22,0.95,108.0
2924.32,7.206,2.0,50.5162466,-84.8085771,7.206,2023-05-17 22:54:22,55.39999999999998,55.39999999999998,11.0,,86.0,69.0,17.0,0.0,140.0,62.0,211.0,24.0,86.5,25.5,88.5,12.0,2023,5,17,22,0.95,108.0
2931.68,7.176,2.0,50.5161868,-84.8086465,7.176,2023-05-17 22:54:23,55.39999999999998,55.39999999999998,11.0,,86.0,69.0,17.0,0.0,140.0,61.0,228.0,27.0,93.0,25.0,87.5,12.0,2023,5,17,22,0.95,108.0
2938.85,7.151,2.0,50.51613,-84.8087141,7.151,2023-05-17 22:54:24,55.39999999999998,55.39999999999998,11.0,,86.0,70.0,17.0,0.0,140.0,59.0,246.0,30.5,97.5,26.0,93.0,12.0,2023,5,17,22,0.95,108.0
2946.03,7.111,2.0,50.5160735,-84.8087866,7.111,2023-05-17 22:54:25,55.39999999999998,55.39999999999998,11.0,,86.0,70.0,17.0,-1.03,141.0,58.0,237.0,30.0,92.0,24.5,85.5,12.0,2023,5,17,22,0.95,108.0
2953.33,7.183,2.0,50.5160159,-84.8088601,7.183,2023-05-17 22:54:26,55.200000000000045,55.200000000000045,11.0,,86.0,70.0,18.0,-1.63,142.0,57.0,237.0,28.5,92.0,24.5,87.0,12.0,2023,5,17,22,0.95,108.0
2960.53,7.196,2.0,50.5159609,-84.8089334,7.196,2023-05-17 22:54:27,55.200000000000045,55.200000000000045,11.0,,86.0,70.0,18.0,-1.45,143.0,61.0,250.0,27.0,92.0,24.0,88.5,12.0,2023,5,17,22,0.95,108.0
2967.5,7.171,2.0,50.5159054,-84.8090008,7.171,2023-05-17 22:54:28,55.200000000000045,55.200000000000045,11.0,,87.0,70.0,18.0,-0.55,143.0,60.0,247.0,26.0,90.0,23.0,88.0,12.0,2023,5,17,22,0.95,108.0
2974.76,7.172,2.0,50.5158461,-84.8090645,7.172,2023-05-17 22:54:29,55.200000000000045,55.200000000000045,11.0,,87.0,71.0,18.0,0.0,143.0,55.0,233.0,25.0,81.0,20.0,80.5,12.0,2023,5,17,22,0.95,108.0
2982.18,7.119,2.0,50.5157855,-84.8091341,7.119,2023-05-17 22:54:30,55.200000000000045,55.200000000000045,11.0,,87.0,71.0,18.0,0.0,143.0,57.0,221.0,24.0,81.5,20.5,81.5,12.0,2023,5,17,22,0.95,108.0
2989.55,7.145,2.0,50.5157238,-84.809203,7.145,2023-05-17 22:54:31,55.200000000000045,55.200000000000045,11.0,,87.0,71.0,18.0,0.0,143.0,56.0,220.0,23.0,82.0,21.0,82.5,12.0,2023,5,17,22,0.95,108.0
2996.91,7.205,2.0,50.5156647,-84.8092707,7.205,2023-05-17 22:54:32,55.39999999999998,55.39999999999998,11.0,,87.0,71.0,18.0,0.0,143.0,56.0,214.0,22.5,81.5,21.5,82.5,12.0,2023,5,17,22,0.95,108.0
3004.3,7.246,2.0,50.5156059,-84.8093434,7.246,2023-05-17 22:54:33,55.39999999999998,55.39999999999998,11.0,,87.0,72.0,18.0,0.0,143.0,57.0,213.0,22.5,80.0,21.5,81.5,12.0,2023,5,17,22,0.95,108.0
3011.89,7.301,2.0,50.5155444,-84.8094161,7.301,2023-05-17 22:54:34,55.60000000000002,55.60000000000002,11.0,,87.0,72.0,18.0,0.0,141.0,57.0,207.0,21.5,78.0,21.5,81.5,12.0,2023,5,17,22,0.95,108.0
3019.49,7.364,2.0,50.5154852,-84.809489,7.364,2023-05-17 22:54:35,55.39999999999998,55.39999999999998,11.0,,88.0,72.0,18.0,0.0,140.0,58.0,218.0,22.5,81.0,20.0,75.5,12.0,2023,5,17,22,0.95,108.0
3026.82,7.236,2.0,50.5154261,-84.8095617,7.236,2023-05-17 22:54:36,55.39999999999998,55.39999999999998,11.0,,88.0,72.0,18.0,0.0,140.0,60.0,254.0,26.0,89.0,20.5,75.0,12.0,2023,5,17,22,0.95,108.0
3033.95,7.2,2.0,50.5153672,-84.8096343,7.2,2023-05-17 22:54:37,55.39999999999998,55.39999999999998,11.0,,88.0,73.0,18.0,0.0,140.0,56.0,290.0,26.0,92.5,22.5,80.5,12.0,2023,5,17,22,0.95,108.0
3041.26,7.487,2.0,50.5153102,-84.809707,7.487,2023-05-17 22:54:38,55.200000000000045,55.200000000000045,11.0,,89.0,73.0,18.0,0.0,140.0,54.0,302.0,22.5,90.5,24.0,86.5,12.0,2023,5,17,22,0.95,108.0
3048.84,7.676,2.0,50.5152554,-84.8097843,7.676,2023-05-17 22:54:39,55.200000000000045,55.200000000000045,11.0,,92.0,73.0,18.0,0.0,141.0,57.0,275.0,23.5,91.5,22.0,81.5,12.0,2023,5,17,22,0.95,108.0
3056.52,7.663,2.0,50.5152005,-84.8098666,7.663,2023-05-17 22:54:40,55.0,55.0,11.0,,88.0,73.0,18.0,0.0,141.0,60.0,240.0,24.0,92.5,20.5,76.5,12.0,2023,5,17,22,0.95,108.0
3064.12,7.656,2.0,50.5151466,-84.8099475,7.656,2023-05-17 22:54:41,55.0,55.0,11.0,,85.0,74.0,18.0,0.0,141.0,59.0,249.0,24.5,93.5,18.5,71.5,12.0,2023,5,17,22,0.95,108.0
3071.88,7.662,2.0,50.5150925,-84.8100328,7.662,2023-05-17 22:54:42,54.799999999999955,54.799999999999955,11.0,,85.0,74.0,18.0,0.0,141.0,57.0,275.0,25.0,92.5,20.0,78.0,12.0,2023,5,17,22,0.95,108.0
3079.81,7.678,2.0,50.5150394,-84.8101247,7.678,2023-05-17 22:54:43,54.60000000000002,54.60000000000002,11.0,,85.0,74.0,18.0,0.0,141.0,56.0,280.0,25.5,89.5,24.0,92.5,12.0,2023,5,17,22,0.95,108.0
3087.51,7.69,2.0,50.5149891,-84.8102119,7.69,2023-05-17 22:54:44,54.60000000000002,54.60000000000002,11.0,,85.0,74.0,18.0,0.0,141.0,55.0,258.0,25.5,87.0,23.0,89.5,12.0,2023,5,17,22,0.95,108.0
3095.17,7.706,2.0,50.5149394,-84.8102974,7.706,2023-05-17 22:54:45,54.60000000000002,54.60000000000002,11.0,,85.0,75.0,18.0,0.0,141.0,56.0,227.0,25.0,85.5,23.0,87.5,12.0,2023,5,17,22,0.95,108.0
3102.96,7.728,2.0,50.5148936,-84.8103924,7.728,2023-05-17 22:54:46,54.799999999999955,54.799999999999955,11.0,,85.0,75.0,18.0,0.0,142.0,57.0,213.0,25.0,84.0,21.5,84.0,12.0,2023,5,17,22,0.95,108.0
3110.81,7.702,2.0,50.5148522,-84.8104935,7.702,2023-05-17 22:54:47,55.200000000000045,55.200000000000045,11.0,,85.0,75.0,18.0,0.0,143.0,58.0,214.0,25.0,83.0,20.5,81.0,12.0,2023,5,17,22,0.95,108.0
3117.68,7.599,2.0,50.5148156,-84.8105797,7.599,2023-05-17 22:54:48,55.39999999999998,55.39999999999998,11.0,,85.0,75.0,18.0,0.0,143.0,57.0,209.0,25.0,83.5,19.5,79.0,12.0,2023,5,17,22,0.95,108.0
3124.36,7.576,2.0,50.5147796,-84.8106619,7.576,2023-05-17 22:54:49,55.60000000000002,55.60000000000002,11.0,,86.0,75.0,18.0,0.0,143.0,58.0,207.0,25.0,84.0,19.0,77.0,12.0,2023,5,17,22,0.95,108.0
3133.88,7.789,2.0,50.5147268,-84.8107814,7.789,2023-05-17 22:54:50,55.60000000000002,55.60000000000002,11.0,,87.0,76.0,18.0,0.0,144.0,58.0,210.0,24.5,84.5,18.5,75.5,12.0,2023,5,17,22,0.95,108.0
3141.67,7.878,2.0,50.5146816,-84.810876,7.878,2023-05-17 22:54:51,55.799999999999955,55.799999999999955,11.0,,88.0,76.0,18.0,0.0,143.0,59.0,208.0,24.5,84.5,18.0,73.5,12.0,2023,5,17,22,0.95,108.0
3149.67,8.065,2.0,50.5146382,-84.8109762,8.065,2023-05-17 22:54:52,56.0,56.0,11.0,,89.0,76.0,18.0,0.0,143.0,59.0,211.0,25.0,85.5,17.5,72.0,12.0,2023,5,17,22,0.95,108.0
3157.79,8.05,2.0,50.514597,-84.8110812,8.05,2023-05-17 22:54:53,56.200000000000045,56.200000000000045,11.0,,89.0,76.0,18.0,0.0,142.0,60.0,213.0,27.0,86.5,17.5,72.0,12.0,2023,5,17,22,0.95,108.0
3165.91,8.116,2.0,50.5145541,-84.8111856,8.116,2023-05-17 22:54:54,56.39999999999998,56.39999999999998,11.0,,90.0,76.0,18.0,0.0,142.0,60.0,202.0,27.5,88.5,18.0,72.5,12.0,2023,5,17,22,0.95,108.0
3174.07,8.105,2.0,50.5145086,-84.8112856,8.105,2023-05-17 22:54:55,56.39999999999998,56.39999999999998,11.0,,91.0,77.0,18.0,0.0,142.0,60.0,193.0,28.5,90.5,18.5,72.5,12.0,2023,5,17,22,0.95,108.0
3182.16,8.0,2.0,50.514465,-84.8113864,8.0,2023-05-17 22:54:56,56.39999999999998,56.39999999999998,11.0,,91.0,77.0,18.0,0.0,141.0,62.0,191.0,29.0,92.5,19.0,73.0,12.0,2023,5,17,22,0.95,108.0
3190.24,8.074,2.0,50.5144201,-84.8114858,8.074,2023-05-17 22:54:57,56.60000000000002,56.60000000000002,11.0,,92.0,77.0,18.0,0.0,141.0,57.0,198.0,30.0,94.0,19.5,73.5,12.0,2023,5,17,22,0.95,108.0
3198.85,8.376,2.0,50.5143764,-84.8115945,8.376,2023-05-17 22:54:58,56.60000000000002,56.60000000000002,11.0,,96.0,77.0,18.0,0.0,141.0,51.0,311.0,30.5,96.0,20.0,73.5,12.0,2023,5,17,22,0.95,108.0
3207.85,8.762,2.0,50.5143378,-84.8117129,8.762,2023-05-17 22:54:59,56.60000000000002,56.60000000000002,11.0,,94.0,78.0,18.0,0.0,140.0,63.0,363.0,31.5,98.0,20.5,74.0,12.0,2023,5,17,22,0.95,108.0
3217.14,9.069,2.0,50.5142989,-84.8118357,9.069,2023-05-17 22:55:00,56.60000000000002,56.60000000000002,11.0,,86.0,78.0,18.0,0.0,140.0,48.0,389.0,32.5,98.5,23.0,78.0,12.0,2023,5,17,22,0.95,108.0
3226.82,9.444,2.0,50.5142578,-84.8119642,9.444,2023-05-17 22:55:01,56.39999999999998,56.39999999999998,11.0,,73.0,79.0,18.0,0.0,140.0,57.0,360.0,33.5,99.0,26.5,83.0,12.0,2023,5,17,22,0.95,108.0
3236.68,9.827,2.0,50.5142103,-84.8120956,9.827,2023-05-17 22:55:02,56.0,56.0,11.0,,80.0,79.0,18.0,0.0,140.0,61.0,387.0,34.5,99.5,30.0,88.0,12.0,2023,5,17,22,0.95,108.0
3247.37,9.976,3.0,50.5141645,-84.8122366,9.976,2023-05-17 22:55:03,56.0,56.0,11.0,,85.0,80.0,18.0,0.0,141.0,56.0,457.0,35.5,99.5,33.5,93.5,12.0,2023,5,17,22,0.95,108.0
3258.3,10.143,3.0,50.5141195,-84.8123815,10.143,2023-05-17 22:55:04,55.799999999999955,55.799999999999955,11.0,,87.0,80.0,18.0,0.0,142.0,54.0,518.0,37.0,100.0,36.5,98.5,12.0,2023,5,17,22,0.95,108.0
3269.22,10.359,3.0,50.5140716,-84.8125268,10.359,2023-05-17 22:55:05,55.60000000000002,55.60000000000002,11.0,,89.0,81.0,18.0,0.0,142.0,49.0,567.0,36.5,100.0,37.0,99.5,12.0,2023,5,17,22,0.95,108.0
3279.72,10.415,3.0,50.5140206,-84.8126618,10.415,2023-05-17 22:55:06,55.200000000000045,55.200000000000045,11.0,,89.0,81.0,18.0,0.0,142.0,50.0,531.0,35.5,100.0,36.0,99.5,12.0,2023,5,17,22,0.95,108.0
3290.08,10.596,3.0,50.5139615,-84.8127927,10.596,2023-05-17 22:55:07,55.0,55.0,11.0,,89.0,82.0,18.0,0.0,141.0,55.0,499.0,35.0,100.0,35.0,100.0,12.0,2023,5,17,22,0.95,108.0
3301.56,10.659,3.0,50.5139071,-84.8129387,10.659,2023-05-17 22:55:08,55.0,55.0,11.0,,91.0,82.0,18.0,0.0,141.0,54.0,498.0,34.0,100.0,34.0,100.0,12.0,2023,5,17,22,0.95,108.0
3312.7,10.684,3.0,50.5138558,-84.8130822,10.684,2023-05-17 22:55:09,55.0,55.0,11.0,,93.0,83.0,18.0,0.0,142.0,53.0,507.0,33.5,100.0,33.0,100.0,12.0,2023,5,17,22,0.95,108.0
3323.92,10.896,4.0,50.5137995,-84.8132261,10.896,2023-05-17 22:55:10,55.200000000000045,55.200000000000045,11.0,,93.0,83.0,18.0,0.0,143.0,52.0,503.0,32.5,100.0,31.5,100.0,12.0,2023,5,17,22,0.95,108.0
3335.47,11.085,4.0,50.5137421,-84.8133734,11.085,2023-05-17 22:55:11,55.39999999999998,55.39999999999998,11.0,,95.0,84.0,18.0,0.0,144.0,54.0,516.0,31.5,99.5,30.5,100.0,12.0,2023,5,17,22,0.95,108.0
3347.09,11.172,4.0,50.5136892,-84.8135237,11.172,2023-05-17 22:55:12,55.39999999999998,55.39999999999998,11.0,,96.0,84.0,18.0,0.0,144.0,56.0,497.0,29.0,100.0,30.5,100.0,12.0,2023,5,17,22,0.95,108.0
3358.68,11.021,4.0,50.5136416,-84.8136827,11.021,2023-05-17 22:55:13,55.39999999999998,55.39999999999998,11.0,,97.0,85.0,18.0,0.0,144.0,55.0,458.0,28.0,99.0,33.0,100.0,12.0,2023,5,17,22,0.95,108.0
3369.91,10.755,4.0,50.513594,-84.8138327,10.755,2023-05-17 22:55:14,55.39999999999998,55.39999999999998,11.0,,89.0,85.0,18.0,0.0,144.0,54.0,404.0,27.0,97.0,33.5,100.0,12.0,2023,5,17,22,0.95,108.0
3380.51,10.683,4.0,50.5135433,-84.8139666,10.683,2023-05-17 22:55:15,55.200000000000045,55.200000000000045,11.0,,61.0,85.0,18.0,0.0,144.0,53.0,313.0,28.0,96.5,30.5,100.0,12.0,2023,5,17,22,0.95,108.0
3391.19,10.273,4.0,50.5134856,-84.8141044,10.273,2023-05-17 22:55:16,55.200000000000045,55.200000000000045,11.0,,33.0,85.0,18.0,0.0,144.0,52.0,223.0,31.0,96.0,25.0,100.0,12.0,2023,5,17,22,0.95,108.0
3401.3,9.225,4.0,50.5134277,-84.8142309,9.225,2023-05-17 22:55:17,55.200000000000045,55.200000000000045,11.0,,6.0,85.0,18.0,0.0,144.0,55.0,132.0,34.0,95.5,20.0,100.0,12.0,2023,5,17,22,0.95,108.0
3409.19,7.574,3.0,50.5133838,-84.8143267,7.574,2023-05-17 22:55:18,55.200000000000045,55.200000000000045,11.0,,0.0,85.0,18.0,0.0,145.0,68.0,0.0,37.5,95.0,14.5,100.0,12.0,2023,5,17,22,0.95,108.0
3415.36,6.48,3.0,50.5133757,-84.8144085,6.48,2023-05-17 22:55:19,55.39999999999998,55.39999999999998,11.0,,0.0,85.0,18.0,0.0,145.0,81.0,0.0,40.5,94.5,9.0,100.0,12.0,2023,5,17,22,0.95,108.0
3421.26,5.594,3.0,50.513402,-84.8144817,5.594,2023-05-17 22:55:20,55.60000000000002,55.60000000000002,11.0,,9.0,85.0,18.0,0.0,145.0,94.0,1.0,43.5,94.5,4.0,100.0,12.0,2023,5,17,22,0.95,108.0
3426.46,4.428,3.0,50.5134405,-84.8145323,4.428,2023-05-17 22:55:21,55.799999999999955,55.799999999999955,11.0,,24.0,85.0,18.0,0.0,145.0,97.0,6.0,42.0,90.0,0.0,100.0,12.0,2023,5,17,22,0.95,108.0
3429.86,2.904,3.0,50.5134603,-84.8145686,2.904,2023-05-17 22:55:22,56.0,56.0,11.0,,58.0,85.0,18.0,0.0,145.0,82.0,28.0,31.0,76.0,0.0,100.0,12.0,2023,5,17,22,0.95,108.0
