distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,enhanced_altitude,ascent,battery_soc,cadence,calories,descent,grade,heart_rate,left_right_balance,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
3431.7,1.583,3.0,50.513454,-84.8145928,1.583,2023-05-17 22:55:23,56.200000000000045,56.200000000000045,11.0,,66.0,85.0,18.0,0.0,145.0,49.0,51.0,20.0,62.0,0.0,100.0,12.0,2023,5,17,22,0.95,108.0
3433.5,1.572,3.0,50.5134382,-84.8145977,1.572,2023-05-17 22:55:24,56.39999999999998,56.39999999999998,11.0,,66.0,85.0,18.0,0.0,146.0,41.0,83.0,15.0,50.5,7.5,64.5,12.0,2023,5,17,22,0.95,108.0
3435.29,1.556,3.0,50.5134199,-84.8145977,1.556,2023-05-17 22:55:25,56.39999999999998,56.39999999999998,11.0,,54.0,85.0,18.0,0.0,145.0,42.0,75.0,14.5,49.5,12.5,47.5,12.0,2023,5,17,22,0.95,108.0
3436.89,1.484,3.0,50.5134038,-84.8145934,1.484,2023-05-17 22:55:26,56.60000000000002,56.60000000000002,12.0,,46.0,85.0,18.0,1.86,145.0,47.0,65.0,16.5,55.0,14.0,53.0,12.0,2023,5,17,22,0.95,108.0
3438.32,1.33,3.0,50.5133902,-84.8145886,1.33,2023-05-17 22:55:27,56.60000000000002,56.60000000000002,12.0,,40.0,85.0,18.0,3.7,145.0,51.0,60.0,18.0,57.0,15.5,57.5,12.0,2023,5,17,22,0.95,108.0
3439.39,0.934,3.0,50.5133787,-84.8145843,0.934,2023-05-17 22:55:28,56.60000000000002,56.60000000000002,12.0,,35.0,85.0,18.0,4.59,145.0,49.0,56.0,16.0,52.0,15.0,54.5,12.0,2023,5,17,22,0.95,108.0
3439.79,0.413,3.0,50.5133696,-84.8145795,0.413,2023-05-17 22:55:29,56.60000000000002,56.60000000000002,12.0,,28.0,85.0,18.0,5.27,145.0,47.0,32.0,14.0,47.0,14.5,52.0,12.0,2023,5,17,22,0.95,108.0
3441.04,2.6,1.0,50.5133049,-84.8145859,2.6,2023-05-17 22:55:45,56.39999999999998,56.39999999999998,12.0,,17.0,85.0,18.0,0.0,147.0,13.0,21.0,32.0,86.5,19.0,68.5,11.0,2023,5,17,22,0.95,108.0
3444.19,3.521,2.0,50.5132824,-84.8145513,3.521,2023-05-17 22:55:46,56.60000000000002,56.60000000000002,12.0,,33.0,86.0,18.0,0.0,147.0,13.0,37.0,33.0,88.0,20.0,72.0,11.0,2023,5,17,22,0.95,108.0
3447.94,3.95,2.0,50.5132546,-84.8145102,3.95,2023-05-17 22:55:47,56.60000000000002,56.60000000000002,12.0,,61.0,86.0,18.0,0.0,148.0,22.0,97.0,28.0,85.0,24.0,82.5,11.0,2023,5,17,22,0.95,108.0
3451.96,4.261,2.0,50.5132182,-84.814482,4.261,2023-05-17 22:55:48,56.60000000000002,56.60000000000002,12.0,,87.0,86.0,18.0,0.0,148.0,31.0,214.0,22.0,87.0,24.0,85.0,11.0,2023,5,17,22,0.95,108.0
3457.1,4.751,2.0,50.5131686,-84.8144533,4.751,2023-05-17 22:55:49,56.60000000000002,56.60000000000002,12.0,,78.0,86.0,18.0,0.0,148.0,41.0,234.0,18.5,87.0,24.0,85.0,11.0,2023,5,17,22,0.95,108.0
3462.29,5.331,2.0,50.5131186,-84.814417,5.331,2023-05-17 22:55:50,56.60000000000002,56.60000000000002,12.0,,77.0,86.0,18.0,0.0,148.0,50.0,252.0,21.0,89.0,23.5,83.0,11.0,2023,5,17,22,0.95,108.0
3468.01,5.765,2.0,50.5130663,-84.8143763,5.765,2023-05-17 22:55:51,56.60000000000002,56.60000000000002,12.0,,85.0,87.0,18.0,0.0,147.0,57.0,276.0,32.5,99.5,23.0,78.5,11.0,2023,5,17,22,0.95,108.0
3474.0,5.907,2.0,50.5130116,-84.8143307,5.907,2023-05-17 22:55:52,56.60000000000002,56.60000000000002,12.0,,91.0,87.0,18.0,0.0,147.0,58.0,240.0,31.5,97.0,23.5,81.5,11.0,2023,5,17,22,0.95,108.0
3480.17,6.084,2.0,50.5129526,-84.8142894,6.084,2023-05-17 22:55:53,56.60000000000002,56.60000000000002,12.0,,88.0,87.0,18.0,0.0,147.0,60.0,194.0,30.5,94.5,23.5,84.5,11.0,2023,5,17,22,0.95,108.0
3486.57,6.327,2.0,50.512889,-84.814253,6.327,2023-05-17 22:55:54,56.60000000000002,56.60000000000002,12.0,,90.0,87.0,18.0,0.0,147.0,62.0,236.0,29.5,92.5,24.0,87.5,11.0,2023,5,17,22,0.95,108.0
3493.2,6.55,2.0,50.512823,-84.8142165,6.55,2023-05-17 22:55:55,56.60000000000002,56.60000000000002,12.0,,88.0,88.0,18.0,0.0,147.0,64.0,248.0,28.0,90.0,24.5,90.5,11.0,2023,5,17,22,0.95,108.0
3499.88,6.762,2.0,50.512755,-84.8141802,6.762,2023-05-17 22:55:56,56.39999999999998,56.39999999999998,12.0,,86.0,88.0,18.0,0.0,147.0,63.0,241.0,27.0,87.5,24.5,93.5,11.0,2023,5,17,22,0.95,108.0
3506.75,6.912,2.0,50.5126873,-84.8141441,6.912,2023-05-17 22:55:57,56.39999999999998,56.39999999999998,12.0,,87.0,88.0,18.0,0.0,147.0,58.0,238.0,26.0,85.5,25.0,96.5,11.0,2023,5,17,22,0.95,108.0
3513.74,6.911,2.0,50.5126175,-84.814108,6.911,2023-05-17 22:55:58,56.39999999999998,56.39999999999998,12.0,,89.0,88.0,18.0,0.0,147.0,55.0,223.0,24.0,82.5,24.5,94.0,11.0,2023,5,17,22,0.95,108.0
3520.7,6.867,2.0,50.5125468,-84.8140716,6.867,2023-05-17 22:55:59,56.39999999999998,56.39999999999998,12.0,,90.0,89.0,18.0,0.0,147.0,56.0,204.0,22.0,79.5,23.5,90.5,11.0,2023,5,17,22,0.95,108.0
3527.76,6.862,2.0,50.5124772,-84.8140345,6.862,2023-05-17 22:56:00,56.39999999999998,56.39999999999998,12.0,,91.0,89.0,18.0,0.0,147.0,59.0,206.0,20.0,77.0,22.5,87.0,11.0,2023,5,17,22,0.95,108.0
3534.72,6.871,2.0,50.5124088,-84.813998,6.871,2023-05-17 22:56:01,56.39999999999998,56.39999999999998,12.0,,88.0,89.0,18.0,0.0,148.0,59.0,202.0,17.5,74.0,21.5,84.0,11.0,2023,5,17,22,0.95,108.0
3541.88,7.007,2.0,50.5123364,-84.8139617,7.007,2023-05-17 22:56:02,56.39999999999998,56.39999999999998,12.0,,85.0,89.0,18.0,0.0,149.0,55.0,198.0,15.5,71.0,21.0,80.5,11.0,2023,5,17,22,0.95,108.0
3549.43,7.275,2.0,50.5122574,-84.8139255,7.275,2023-05-17 22:56:03,56.39999999999998,56.39999999999998,12.0,,84.0,89.0,18.0,0.0,149.0,50.0,195.0,16.0,72.5,21.5,79.5,11.0,2023,5,17,22,0.95,108.0
3556.95,7.291,2.0,50.5121806,-84.8138896,7.291,2023-05-17 22:56:04,56.39999999999998,56.39999999999998,12.0,,84.0,90.0,18.0,0.0,149.0,45.0,201.0,18.5,76.5,22.5,80.5,11.0,2023,5,17,22,0.95,108.0
3564.67,7.414,2.0,50.5121052,-84.8138487,7.414,2023-05-17 22:56:05,56.39999999999998,56.39999999999998,12.0,,84.0,90.0,18.0,0.0,149.0,44.0,197.0,20.5,80.5,24.0,81.5,11.0,2023,5,17,22,0.95,108.0
3572.41,7.427,2.0,50.5120299,-84.8138032,7.427,2023-05-17 22:56:06,56.200000000000045,56.200000000000045,12.0,,86.0,90.0,18.0,0.0,150.0,48.0,191.0,23.0,84.5,25.5,82.5,11.0,2023,5,17,22,0.95,108.0
3579.9,7.335,2.0,50.5119553,-84.813762,7.335,2023-05-17 22:56:07,56.200000000000045,56.200000000000045,12.0,,86.0,90.0,18.0,0.0,151.0,53.0,180.0,21.5,78.5,23.5,81.5,11.0,2023,5,17,22,0.95,108.0
3587.4,7.28,2.0,50.5118787,-84.8137249,7.28,2023-05-17 22:56:08,56.200000000000045,56.200000000000045,12.0,,87.0,90.0,18.0,0.0,152.0,56.0,168.0,20.5,75.5,21.5,78.0,11.0,2023,5,17,22,0.95,108.0
3594.56,7.136,2.0,50.5118082,-84.8136886,7.136,2023-05-17 22:56:09,56.0,56.0,12.0,,87.0,90.0,18.0,0.0,153.0,58.0,162.0,20.5,75.0,20.0,73.5,11.0,2023,5,17,22,0.95,108.0
3601.74,7.276,2.0,50.5117357,-84.8136522,7.276,2023-05-17 22:56:10,56.0,56.0,12.0,,86.0,91.0,18.0,0.0,152.0,58.0,166.0,20.0,75.0,18.5,69.0,11.0,2023,5,17,22,0.95,108.0
3609.16,7.17,2.0,50.5116582,-84.8136243,7.17,2023-05-17 22:56:11,56.0,56.0,12.0,,86.0,91.0,18.0,0.0,151.0,57.0,171.0,20.0,74.5,16.5,64.0,11.0,2023,5,17,22,0.95,108.0
3616.72,6.887,2.0,50.5115798,-84.8136105,6.887,2023-05-17 22:56:12,56.200000000000045,56.200000000000045,12.0,,86.0,91.0,18.0,0.0,151.0,55.0,184.0,23.0,77.0,17.5,66.0,11.0,2023,5,17,22,0.95,108.0
3624.22,6.957,2.0,50.5114981,-84.8136055,6.957,2023-05-17 22:56:13,56.200000000000045,56.200000000000045,12.0,,78.0,91.0,18.0,0.0,151.0,54.0,171.0,23.0,76.0,18.0,67.0,11.0,2023,5,17,22,0.95,108.0
3631.66,7.09,2.0,50.5114179,-84.8136055,7.09,2023-05-17 22:56:14,56.39999999999998,56.39999999999998,12.0,,56.0,91.0,18.0,0.0,151.0,58.0,140.0,21.5,72.0,18.0,67.0,11.0,2023,5,17,22,0.95,108.0
3639.2,7.245,2.0,50.511338,-84.8136055,7.245,2023-05-17 22:56:15,56.39999999999998,56.39999999999998,12.0,,33.0,91.0,18.0,0.0,151.0,67.0,109.0,20.0,69.5,17.5,66.5,11.0,2023,5,17,22,0.95,108.0
3646.93,7.307,2.0,50.5112548,-84.8136099,7.307,2023-05-17 22:56:16,56.39999999999998,56.39999999999998,12.0,,75.0,91.0,18.0,0.0,151.0,73.0,80.0,21.5,72.0,15.0,63.0,11.0,2023,5,17,22,0.95,108.0
3654.49,7.188,2.0,50.511173,-84.8136233,7.188,2023-05-17 22:56:17,56.39999999999998,56.39999999999998,12.0,,85.0,91.0,18.0,0.0,151.0,58.0,99.0,23.0,74.5,12.0,59.0,11.0,2023,5,17,22,0.95,108.0
3661.84,6.963,2.0,50.5110958,-84.8136458,6.963,2023-05-17 22:56:18,56.39999999999998,56.39999999999998,12.0,,80.0,92.0,18.0,0.0,151.0,64.0,120.0,24.0,77.0,9.5,55.0,11.0,2023,5,17,22,0.95,108.0
3668.91,6.875,2.0,50.5110232,-84.8136687,6.875,2023-05-17 22:56:19,56.39999999999998,56.39999999999998,12.0,,75.0,92.0,18.0,0.0,151.0,76.0,141.0,25.5,79.5,6.5,51.5,11.0,2023,5,17,22,0.95,108.0
3675.93,6.787,3.0,50.5109488,-84.8136868,6.787,2023-05-17 22:56:20,56.39999999999998,56.39999999999998,12.0,,53.0,92.0,18.0,0.0,151.0,87.0,135.0,26.5,82.0,4.0,47.5,11.0,2023,5,17,22,0.95,108.0
3682.62,6.038,3.0,50.5108779,-84.8137091,6.038,2023-05-17 22:56:21,56.39999999999998,56.39999999999998,12.0,,51.0,92.0,18.0,0.0,151.0,99.0,108.0,28.0,84.5,1.0,44.0,11.0,2023,5,17,22,0.95,108.0
3688.45,5.181,3.0,50.5108179,-84.8137324,5.181,2023-05-17 22:56:22,56.39999999999998,56.39999999999998,12.0,,51.0,92.0,18.0,0.0,151.0,80.0,47.0,29.5,86.5,0.0,40.0,11.0,2023,5,17,22,0.95,108.0
3694.15,5.277,3.0,50.5107606,-84.8137595,5.277,2023-05-17 22:56:23,56.39999999999998,56.39999999999998,12.0,,37.0,92.0,18.0,0.0,150.0,71.0,40.0,30.5,88.0,0.0,36.5,11.0,2023,5,17,22,0.95,108.0
3700.08,5.782,3.0,50.510702,-84.8137998,5.782,2023-05-17 22:56:24,56.60000000000002,56.60000000000002,12.0,,24.0,92.0,18.0,0.0,150.0,69.0,33.0,30.5,89.0,0.0,32.5,11.0,2023,5,17,22,0.95,108.0
3705.8,5.789,3.0,50.5106523,-84.8138482,5.789,2023-05-17 22:56:25,56.60000000000002,56.60000000000002,12.0,,10.0,92.0,18.0,0.0,151.0,67.0,26.0,30.5,90.0,0.0,29.0,11.0,2023,5,17,22,0.95,108.0
3711.43,5.524,3.0,50.5106135,-84.8139067,5.524,2023-05-17 22:56:26,56.60000000000002,56.60000000000002,12.0,,0.0,92.0,18.0,0.0,151.0,65.0,0.0,30.5,90.5,0.0,25.0,11.0,2023,5,17,22,0.95,108.0
3717.13,5.457,3.0,50.5105785,-84.8139716,5.457,2023-05-17 22:56:27,56.60000000000002,56.60000000000002,12.0,,0.0,92.0,18.0,0.0,151.0,63.0,0.0,30.5,91.5,0.0,21.0,11.0,2023,5,17,22,0.95,108.0
3722.79,5.654,3.0,50.5105378,-84.8140316,5.654,2023-05-17 22:56:28,56.60000000000002,56.60000000000002,12.0,,0.0,92.0,18.0,0.0,151.0,62.0,0.0,30.0,92.5,0.0,17.5,11.0,2023,5,17,22,0.95,108.0
3728.45,5.754,3.0,50.5104985,-84.8140947,5.754,2023-05-17 22:56:29,56.60000000000002,56.60000000000002,12.0,,0.0,92.0,18.0,0.0,150.0,60.0,0.0,30.0,93.5,0.0,13.5,11.0,2023,5,17,22,0.95,108.0
3733.44,5.374,2.0,50.5104763,-84.81416,5.374,2023-05-17 22:56:30,56.39999999999998,56.39999999999998,12.0,,0.0,92.0,18.0,0.0,147.0,58.0,0.0,30.0,94.5,0.0,10.0,11.0,2023,5,17,22,0.95,108.0
3738.27,4.848,2.0,50.5104675,-84.8142256,4.848,2023-05-17 22:56:31,56.39999999999998,56.39999999999998,12.0,,3.0,92.0,18.0,0.0,145.0,56.0,0.0,30.0,95.5,0.0,6.0,11.0,2023,5,17,22,0.95,108.0
3743.49,5.203,2.0,50.510464,-84.8142992,5.203,2023-05-17 22:56:32,56.60000000000002,56.60000000000002,12.0,,31.0,92.0,18.0,0.0,143.0,54.0,25.0,30.0,96.5,0.0,2.5,11.0,2023,5,17,22,0.95,108.0
3748.69,5.912,2.0,50.5104483,-84.8143712,5.912,2023-05-17 22:56:33,56.39999999999998,56.39999999999998,12.0,,64.0,92.0,18.0,0.0,142.0,52.0,76.0,26.0,88.0,2.0,7.0,11.0,2023,5,17,22,0.95,108.0
3754.81,6.448,2.0,50.5104242,-84.8144561,6.448,2023-05-17 22:56:34,56.200000000000045,56.200000000000045,12.0,,77.0,92.0,18.0,0.0,141.0,52.0,111.0,18.0,68.5,8.0,29.0,11.0,2023,5,17,22,0.95,108.0
3761.88,6.627,2.0,50.5103834,-84.8145445,6.627,2023-05-17 22:56:35,56.0,56.0,12.0,,80.0,92.0,18.0,0.0,140.0,54.0,143.0,20.5,67.5,23.5,76.5,11.0,2023,5,17,22,0.95,108.0
3768.82,6.514,2.0,50.5103357,-84.8146219,6.514,2023-05-17 22:56:36,56.0,56.0,12.0,,82.0,93.0,18.0,0.0,139.0,57.0,172.0,23.0,75.5,24.0,84.0,11.0,2023,5,17,22,0.95,108.0
3775.57,6.466,2.0,50.5102904,-84.8146943,6.466,2023-05-17 22:56:37,55.799999999999955,55.799999999999955,12.0,,83.0,93.0,18.0,0.0,138.0,59.0,199.0,23.0,79.0,23.5,86.0,11.0,2023,5,17,22,0.95,108.0
3782.23,6.442,2.0,50.5102506,-84.8147724,6.442,2023-05-17 22:56:38,55.799999999999955,55.799999999999955,12.0,,82.0,93.0,18.0,0.0,138.0,61.0,197.0,22.0,79.0,24.0,88.5,11.0,2023,5,17,22,0.95,108.0
3788.79,6.572,2.0,50.5102273,-84.8148623,6.572,2023-05-17 22:56:39,55.799999999999955,55.799999999999955,12.0,,82.0,93.0,18.0,0.0,137.0,61.0,185.0,21.0,78.5,23.5,88.0,11.0,2023,5,17,22,0.95,108.0
3795.48,6.385,2.0,50.5102179,-84.8149576,6.385,2023-05-17 22:56:40,56.0,56.0,12.0,,85.0,93.0,18.0,0.0,137.0,59.0,171.0,20.0,73.5,19.5,69.5,11.0,2023,5,17,22,0.95,108.0
3802.18,5.943,2.0,50.5102154,-84.8150541,5.943,2023-05-17 22:56:41,56.200000000000045,56.200000000000045,12.0,,86.0,94.0,18.0,0.0,136.0,61.0,178.0,20.5,73.5,19.0,67.5,11.0,2023,5,17,22,0.95,108.0
3808.55,5.716,2.0,50.5102154,-84.8151504,5.716,2023-05-17 22:56:42,56.200000000000045,56.200000000000045,12.0,,86.0,94.0,18.0,0.0,135.0,58.0,221.0,21.0,73.5,19.0,68.0,11.0,2023,5,17,22,0.95,108.0
3814.07,5.169,3.0,50.5102111,-84.8152284,5.169,2023-05-17 22:56:43,56.39999999999998,56.39999999999998,12.0,,84.0,94.0,18.0,0.0,134.0,56.0,224.0,21.0,73.5,19.0,68.5,11.0,2023,5,17,22,0.95,108.0
3818.9,4.489,3.0,50.5102021,-84.8152956,4.489,2023-05-17 22:56:44,56.39999999999998,56.39999999999998,12.0,,81.0,94.0,18.0,0.0,133.0,54.0,219.0,21.0,74.0,18.5,69.0,11.0,2023,5,17,22,0.95,108.0
3823.64,4.561,3.0,50.5101972,-84.8153638,4.561,2023-05-17 22:56:45,56.60000000000002,56.60000000000002,12.0,,81.0,94.0,18.0,0.0,133.0,54.0,213.0,21.0,74.0,18.5,69.5,11.0,2023,5,17,22,0.95,108.0
3828.34,4.855,3.0,50.5101929,-84.8154327,4.855,2023-05-17 22:56:46,56.60000000000002,56.60000000000002,12.0,,80.0,95.0,18.0,0.0,133.0,54.0,151.0,21.0,72.0,20.0,68.5,11.0,2023,5,17,22,0.95,108.0
3832.72,4.629,3.0,50.5101902,-84.8154973,4.629,2023-05-17 22:56:47,56.60000000000002,56.60000000000002,12.0,,71.0,95.0,18.0,0.0,133.0,56.0,128.0,20.0,69.0,20.5,69.0,11.0,2023,5,17,22,0.95,108.0
3837.53,4.723,3.0,50.5102011,-84.8155644,4.723,2023-05-17 22:56:48,56.60000000000002,56.60000000000002,12.0,,50.0,95.0,18.0,0.0,134.0,61.0,97.0,20.0,68.0,20.5,68.5,11.0,2023,5,17,22,0.95,108.0
3843.3,5.177,3.0,50.5102212,-84.8156452,5.177,2023-05-17 22:56:49,56.39999999999998,56.39999999999998,12.0,,29.0,95.0,18.0,0.0,134.0,66.0,65.0,22.5,71.0,20.0,66.5,11.0,2023,5,17,22,0.95,108.0
3849.05,5.414,3.0,50.5102419,-84.8157233,5.414,2023-05-17 22:56:50,56.200000000000045,56.200000000000045,12.0,,8.0,95.0,18.0,0.0,134.0,72.0,34.0,25.0,74.0,19.5,64.5,11.0,2023,5,17,22,0.95,108.0
3854.66,5.265,3.0,50.51026,-84.8157997,5.265,2023-05-17 22:56:51,56.200000000000045,56.200000000000045,12.0,,0.0,95.0,18.0,0.0,133.0,78.0,0.0,27.5,77.0,19.0,62.5,11.0,2023,5,17,22,0.95,108.0
3860.19,4.962,3.0,50.5102619,-84.8158731,4.962,2023-05-17 22:56:52,56.200000000000045,56.200000000000045,12.0,,0.0,95.0,18.0,0.0,133.0,84.0,0.0,30.0,80.0,18.5,60.5,11.0,2023,5,17,22,0.95,108.0
3864.98,4.753,3.0,50.5102389,-84.8159341,4.753,2023-05-17 22:56:53,56.0,56.0,12.0,,15.0,95.0,18.0,0.0,132.0,89.0,4.0,32.5,83.0,18.0,58.5,11.0,2023,5,17,22,0.95,108.0
3869.01,4.168,3.0,50.5102075,-84.8159757,4.168,2023-05-17 22:56:54,56.0,56.0,12.0,,12.0,95.0,18.0,0.0,132.0,95.0,6.0,,,,,11.0,2023,5,17,22,0.95,108.0
3872.82,3.54,3.0,50.5101689,-84.8159946,3.54,2023-05-17 22:56:55,55.799999999999955,55.799999999999955,12.0,,7.0,95.0,18.0,0.0,131.0,,7.0,,,,,11.0,2023,5,17,22,0.95,108.0
3875.93,2.679,3.0,50.5101364,-84.8160037,2.679,2023-05-17 22:56:56,56.0,56.0,12.0,,3.0,95.0,18.0,0.0,132.0,,0.0,,,,,11.0,2023,5,17,22,0.95,108.0
3877.02,1.003,3.0,50.5101223,-84.8160085,1.003,2023-05-17 22:56:57,56.0,56.0,12.0,,0.0,95.0,18.0,0.0,132.0,,0.0,,,,,11.0,2023,5,17,22,0.95,108.0
3877.02,0.589,2.0,50.5099787,-84.8161269,0.589,2023-05-17 22:57:36,56.39999999999998,56.39999999999998,12.0,,0.0,95.0,18.0,0.0,133.0,,0.0,,,,,11.0,2023,5,17,22,0.95,108.0
3877.02,0.0,2.0,50.5099787,-84.8161269,0.0,2023-05-17 22:57:37,56.39999999999998,56.39999999999998,12.0,,0.0,95.0,18.0,0.0,132.0,,0.0,,,,,11.0,2023,5,17,22,0.95,108.0
3877.02,0.0,2.0,50.5099787,-84.8161269,0.0,2023-05-17 22:57:38,56.60000000000002,56.60000000000002,12.0,,0.0,95.0,18.0,0.0,133.0,,0.0,,,,,11.0,2023,5,17,22,0.95,108.0
3877.02,0.0,2.0,50.5099787,-84.8161269,0.0,2023-05-17 22:57:39,56.60000000000002,56.60000000000002,12.0,,0.0,95.0,18.0,0.0,133.0,,0.0,,,,,11.0,2023,5,17,22,0.95,108.0
3877.02,0.0,2.0,50.5099787,-84.8161269,0.0,2023-05-17 22:57:40,56.60000000000002,56.60000000000002,12.0,,0.0,95.0,18.0,0.0,133.0,,0.0,,,,,11.0,2023,5,17,22,0.95,108.0
3877.02,0.0,2.0,50.5099787,-84.8161269,0.0,2023-05-17 22:57:41,56.60000000000002,56.60000000000002,12.0,,0.0,95.0,18.0,0.0,132.0,,0.0,,,,,11.0,2023,5,17,22,0.95,108.0
3878.68,2.648,6.0,50.5103217,-84.8165677,2.648,2023-05-17 23:29:00,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3882.14,2.672,6.0,50.5103535,-84.8165951,2.672,2023-05-17 23:29:01,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3886.54,2.755,6.0,50.5103918,-84.8166352,2.755,2023-05-17 23:29:02,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3891.7,2.846,6.0,50.5104328,-84.8166853,2.846,2023-05-17 23:29:03,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,67.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3896.31,2.883,6.0,50.510471,-84.8167263,2.883,2023-05-17 23:29:04,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,67.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3900.53,2.915,6.0,50.5105095,-84.8167581,2.915,2023-05-17 23:29:05,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,67.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3904.77,2.943,6.0,50.5105478,-84.8167895,2.943,2023-05-17 23:29:06,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3908.95,2.969,6.0,50.510585,-84.8168221,2.969,2023-05-17 23:29:07,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3912.65,2.987,6.0,50.5106169,-84.8168536,2.987,2023-05-17 23:29:08,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3915.83,2.994,6.0,50.5106446,-84.8168858,2.994,2023-05-17 23:29:09,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,65.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3918.56,2.946,6.0,50.5106653,-84.8169132,2.946,2023-05-17 23:29:10,57.0,57.0,12.0,,,95.0,18.0,0.0,65.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3920.62,2.836,6.0,50.5106794,-84.8169322,2.836,2023-05-17 23:29:11,57.0,57.0,12.0,,,95.0,18.0,0.0,65.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3921.7,2.702,6.0,50.5106885,-84.816937,2.702,2023-05-17 23:29:12,57.0,57.0,12.0,,,95.0,18.0,0.0,65.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3922.27,2.55,6.0,50.5106911,-84.816937,2.55,2023-05-17 23:29:13,57.0,57.0,12.0,,,95.0,18.0,0.0,65.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3922.88,2.376,6.0,50.5106866,-84.8169327,2.376,2023-05-17 23:29:14,57.0,57.0,12.0,,,95.0,18.0,0.0,65.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3923.76,2.199,6.0,50.51068,-84.8169237,2.199,2023-05-17 23:29:15,57.0,57.0,12.0,,,95.0,18.0,0.0,65.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3924.74,2.038,6.0,50.5106687,-84.8169188,2.038,2023-05-17 23:29:16,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3926.3,1.884,6.0,50.5106549,-84.8169101,1.884,2023-05-17 23:29:17,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3928.03,1.739,6.0,50.5106435,-84.816892,1.739,2023-05-17 23:29:18,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,66.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3929.52,1.607,6.0,50.5106322,-84.8168781,1.607,2023-05-17 23:29:19,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,67.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3931.03,1.474,6.0,50.5106164,-84.816869,1.474,2023-05-17 23:29:20,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,69.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3933.12,1.324,6.0,50.5105919,-84.8168641,1.324,2023-05-17 23:29:21,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,69.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3936.13,1.146,6.0,50.5105604,-84.8168641,1.146,2023-05-17 23:29:22,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,70.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3938.5,1.032,6.0,50.5105389,-84.8168683,1.032,2023-05-17 23:29:23,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,70.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3939.87,1.002,6.0,50.5105318,-84.816886,1.002,2023-05-17 23:29:24,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,70.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.23,0.975,6.0,50.5105294,-84.8169049,0.975,2023-05-17 23:29:25,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,70.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.84,0.946,6.0,50.5105294,-84.8169097,0.946,2023-05-17 23:29:26,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,69.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
3941.84,0.89,6.0,50.5105294,-84.8169097,0.89,2023-05-17 23:29:27,57.200000000000045,57.200000000000045,12.0,,,95.0,18.0,0.0,69.0,,,,,,,23.0,2023,5,17,23,1.44,124.0
