altitude,ascent,descent,enhanced_altitude,timestamp,battery_soc,cadence,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,calories,distance,temperature,year,month,day,hour,wind_speed,wind_direction
88.20000000000005,9,4,88.20000000000005,2023-02-01 23:38:02,,78.0,3.936,2.0,2.06,26.5,50.0,85.5,50.5236685,-84.8116395,145.0,25.5,80.0,3.936,36.0,1372.44,3.0,2023,2,1,23,3.38,236.0
88.20000000000005,9,4,88.20000000000005,2023-02-01 23:38:03,,81.0,4.459,3.0,2.05,27.5,47.0,89.5,50.5236275,-84.8116122,171.0,24.0,76.5,4.459,36.0,1377.18,3.0,2023,2,1,23,3.38,236.0
88.39999999999998,9,4,88.39999999999998,2023-02-01 23:38:04,,91.0,5.491,3.0,2.11,28.0,44.0,93.0,50.5235684,-84.8115758,261.0,22.5,73.0,5.491,37.0,1382.98,3.0,2023,2,1,23,3.38,236.0
88.39999999999998,9,4,88.39999999999998,2023-02-01 23:38:05,,97.0,6.745,3.0,2.17,25.0,42.0,85.0,50.5234955,-84.8115393,310.0,26.5,84.0,6.745,37.0,1390.17,3.0,2023,2,1,23,3.38,236.0
88.60000000000002,10,4,88.60000000000002,2023-02-01 23:38:06,,98.0,6.063,3.0,2.15,22.5,43.0,77.5,50.5234455,-84.8114938,279.0,27.0,87.0,6.063,37.0,1395.99,3.0,2023,2,1,23,3.38,236.0
88.60000000000002,10,4,88.60000000000002,2023-02-01 23:38:07,,100.0,6.438,3.0,1.96,21.0,47.0,73.5,50.5233818,-84.8114483,236.0,24.0,81.0,6.438,38.0,1402.56,3.0,2023,2,1,23,3.38,236.0
88.60000000000002,10,4,88.60000000000002,2023-02-01 23:38:08,,68.0,5.828,3.0,1.71,20.0,46.0,70.0,50.5233226,-84.811421,194.0,20.5,75.0,5.828,38.0,1408.21,3.0,2023,2,1,23,3.38,236.0
88.79999999999995,10,4,88.79999999999995,2023-02-01 23:38:09,,65.0,5.222,3.0,1.44,35.0,34.0,87.5,50.5232771,-84.8113846,180.0,19.5,71.0,5.222,38.0,1413.26,3.0,2023,2,1,23,3.38,236.0
88.79999999999995,10,4,88.79999999999995,2023-02-01 23:38:10,,80.0,5.208,3.0,1.23,36.0,42.0,88.5,50.523227,-84.8113482,185.0,19.5,70.0,5.208,38.0,1418.47,3.0,2023,2,1,23,3.38,236.0
89.0,10,4,89.0,2023-02-01 23:38:11,,96.0,5.063,3.0,1.12,33.5,49.0,85.0,50.5231815,-84.8113118,244.0,20.0,70.0,5.063,38.0,1423.45,3.0,2023,2,1,23,3.38,236.0
89.0,10,4,89.0,2023-02-01 23:38:12,,97.0,5.464,2.0,1.11,30.5,51.0,82.0,50.5231269,-84.8112845,224.0,21.0,70.0,5.464,39.0,1429.07,3.0,2023,2,1,23,3.38,236.0
89.20000000000005,10,4,89.20000000000005,2023-02-01 23:38:13,,98.0,5.757,2.0,1.18,28.0,51.0,78.5,50.5230632,-84.8112754,212.0,21.5,70.0,5.757,39.0,1434.93,3.0,2023,2,1,23,3.38,236.0
89.39999999999998,10,4,89.39999999999998,2023-02-01 23:38:14,,96.0,5.076,2.0,1.35,25.5,56.0,75.5,50.5230131,-84.8112572,183.0,22.0,70.0,5.076,39.0,1439.74,3.0,2023,2,1,23,3.38,236.0
89.60000000000002,11,4,89.60000000000002,2023-02-01 23:38:15,,90.0,5.155,2.0,1.6,22.5,52.0,72.0,50.5229676,-84.8112117,169.0,22.5,70.0,5.155,39.0,1444.92,3.0,2023,2,1,23,3.38,236.0
89.60000000000002,11,4,89.60000000000002,2023-02-01 23:38:16,,81.0,4.786,2.0,1.88,20.5,55.0,68.5,50.5229312,-84.811157,133.0,21.0,66.0,4.786,39.0,1449.59,3.0,2023,2,1,23,3.38,236.0
89.79999999999995,11,4,89.79999999999995,2023-02-01 23:38:17,,59.0,5.171,2.0,2.12,,,,50.5228993,-84.8110933,109.0,,,5.171,39.0,1454.89,3.0,2023,2,1,23,3.38,236.0
90.0,11,4,90.0,2023-02-01 23:38:18,,37.0,4.868,2.0,2.32,,,,50.522872,-84.8110478,85.0,,,4.868,39.0,1459.54,3.0,2023,2,1,23,3.38,236.0
90.0,11,4,90.0,2023-02-01 23:38:19,,15.0,4.314,2.0,2.42,,,,50.5228447,-84.8110023,61.0,,,4.314,39.0,1463.76,3.0,2023,2,1,23,3.38,236.0
90.0,11,4,90.0,2023-02-01 23:38:20,,0.0,3.616,2.0,2.42,,,,50.522822,-84.8109568,0.0,,,3.616,39.0,1467.12,3.0,2023,2,1,23,3.38,236.0
90.20000000000005,12,4,90.20000000000005,2023-02-01 23:38:21,,0.0,3.015,2.0,2.34,,,,50.5227901,-84.8109477,0.0,,,3.015,39.0,1469.96,3.0,2023,2,1,23,3.38,236.0
90.20000000000005,12,4,90.20000000000005,2023-02-01 23:38:22,,0.0,2.773,2.0,2.15,,,,50.5227628,-84.8109295,0.0,,,2.773,39.0,1472.67,3.0,2023,2,1,23,3.38,236.0
90.20000000000005,12,4,90.20000000000005,2023-02-01 23:38:23,,0.0,2.679,2.0,1.87,,,,50.5227355,-84.8109204,0.0,,,2.679,39.0,1475.3,3.0,2023,2,1,23,3.38,236.0
90.20000000000005,12,4,90.20000000000005,2023-02-01 23:38:24,,0.0,2.326,2.0,1.53,,,,50.5227127,-84.8109204,0.0,,,2.326,39.0,1477.51,2.0,2023,2,1,23,3.38,236.0
90.0,12,4,90.0,2023-02-01 23:38:25,,0.0,2.264,2.0,0.44,,,,50.52269,-84.8109204,0.0,,,2.264,39.0,1479.75,2.0,2023,2,1,23,3.38,236.0
90.0,12,4,90.0,2023-02-01 23:38:26,,0.0,3.475,2.0,0.0,,,,50.5226445,-84.8109295,0.0,,,3.475,39.0,1483.64,2.0,2023,2,1,23,3.38,236.0
90.0,12,4,90.0,2023-02-01 23:38:27,,0.0,3.448,2.0,0.0,,,,50.5226126,-84.8109568,0.0,,,3.448,39.0,1487.08,2.0,2023,2,1,23,3.38,236.0
90.0,12,5,90.0,2023-02-01 23:38:28,,0.0,2.984,2.0,-0.25,,,,50.5225899,-84.810975,0.0,,,2.984,39.0,1489.88,2.0,2023,2,1,23,3.38,236.0
90.0,12,5,90.0,2023-02-01 23:38:29,,0.0,2.312,2.0,-0.59,,,,50.5225671,-84.810975,0.0,,,2.312,39.0,1491.87,2.0,2023,2,1,23,3.38,236.0
89.79999999999995,12,5,89.79999999999995,2023-02-01 23:38:30,,0.0,1.727,2.0,-0.84,,,,50.5225535,-84.8109841,0.0,,,1.727,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.79999999999995,12,5,89.79999999999995,2023-02-01 23:38:31,,0.0,0.42,2.0,-0.99,,,,50.5225535,-84.8109841,0.0,,,0.42,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.79999999999995,12,5,89.79999999999995,2023-02-01 23:38:32,,0.0,0.0,2.0,-0.33,,,,50.5225535,-84.8109841,0.0,,,0.0,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.79999999999995,12,5,89.79999999999995,2023-02-01 23:38:33,,0.0,0.0,2.0,0.0,,,,50.5225535,-84.8109841,0.0,,,0.0,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.79999999999995,12,5,89.79999999999995,2023-02-01 23:38:34,,0.0,0.0,2.0,0.0,,,,50.5225535,-84.8109841,0.0,,,0.0,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.79999999999995,12,5,89.79999999999995,2023-02-01 23:38:35,,0.0,0.0,2.0,0.0,,,,50.5225535,-84.8109841,0.0,,,0.0,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.60000000000002,12,5,89.60000000000002,2023-02-01 23:38:36,,0.0,0.0,2.0,0.0,,,,50.5225535,-84.8109841,0.0,,,0.0,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.60000000000002,12,5,89.60000000000002,2023-02-01 23:38:37,,0.0,0.0,2.0,0.0,,,,50.5225535,-84.8109841,0.0,,,0.0,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.60000000000002,12,5,89.60000000000002,2023-02-01 23:38:38,,0.0,0.0,2.0,0.0,,,,50.5225535,-84.8109841,0.0,,,0.0,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.60000000000002,12,5,89.60000000000002,2023-02-01 23:38:39,,0.0,0.0,2.0,0.0,,,,50.5225535,-84.8109841,0.0,,,0.0,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.60000000000002,12,5,89.60000000000002,2023-02-01 23:38:40,,0.0,0.0,2.0,0.0,,,,50.5225535,-84.8109841,0.0,,,0.0,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.39999999999998,12,5,89.39999999999998,2023-02-01 23:39:02,,10.0,3.878,1.0,0.0,,,,50.5224943,-84.8109659,23.0,,,3.878,39.0,1493.49,2.0,2023,2,1,23,3.38,236.0
89.39999999999998,12,5,89.39999999999998,2023-02-01 23:39:03,,32.0,2.923,1.0,0.0,,,,50.5224761,-84.8109386,83.0,,,2.923,39.0,1496.1,2.0,2023,2,1,23,3.38,236.0
89.39999999999998,12,5,89.39999999999998,2023-02-01 23:39:04,,47.0,3.23,1.0,0.0,,,,50.5224533,-84.8109022,127.0,,,3.23,40.0,1499.43,2.0,2023,2,1,23,3.38,236.0
89.39999999999998,12,5,89.39999999999998,2023-02-01 23:39:05,,62.0,3.731,1.0,0.0,,,,50.5224215,-84.8108658,171.0,,,3.731,40.0,1503.33,2.0,2023,2,1,23,3.38,236.0
89.39999999999998,12,5,89.39999999999998,2023-02-01 23:39:06,,73.0,4.296,2.0,0.0,,,,50.5223805,-84.8108294,188.0,,,4.296,40.0,1507.82,2.0,2023,2,1,23,3.38,236.0
89.20000000000005,12,5,89.20000000000005,2023-02-01 23:39:07,,81.0,4.506,2.0,0.0,18.0,,63.0,50.522335,-84.8108021,191.0,25.5,81.0,4.506,40.0,1512.38,2.0,2023,2,1,23,3.38,236.0
89.20000000000005,12,5,89.20000000000005,2023-02-01 23:39:08,,87.0,4.499,2.0,0.0,15.0,42.0,53.5,50.522294,-84.8107748,137.0,23.0,77.0,4.499,40.0,1516.87,2.0,2023,2,1,23,3.38,236.0
89.0,12,6,89.0,2023-02-01 23:39:09,,90.0,4.639,2.0,0.0,13.5,43.0,48.5,50.522244,-84.8107566,107.0,21.5,72.5,4.639,40.0,1521.54,2.0,2023,2,1,23,3.38,236.0
88.79999999999995,12,6,88.79999999999995,2023-02-01 23:39:10,,79.0,4.83,2.0,-1.04,14.5,40.0,48.0,50.5221939,-84.8107383,91.0,22.0,67.5,4.83,40.0,1526.46,2.0,2023,2,1,23,3.38,236.0
88.79999999999995,12,6,88.79999999999995,2023-02-01 23:39:11,,56.0,5.067,2.0,-1.68,5.5,30.0,17.5,50.5221393,-84.8107292,76.0,21.5,69.0,5.067,40.0,1531.6,2.0,2023,2,1,23,3.38,236.0
88.60000000000002,12,6,88.60000000000002,2023-02-01 23:39:12,,33.0,6.074,2.0,-1.85,3.5,21.0,18.5,50.522071,-84.810711,60.0,20.0,65.0,6.074,40.0,1537.99,2.0,2023,2,1,23,3.38,236.0
88.60000000000002,12,6,88.60000000000002,2023-02-01 23:39:13,,9.0,5.774,2.0,-1.94,3.0,18.0,24.5,50.5220119,-84.8106837,45.0,18.5,60.5,5.774,40.0,1543.65,2.0,2023,2,1,23,3.38,236.0
88.39999999999998,12,6,88.39999999999998,2023-02-01 23:39:14,,0.0,5.308,2.0,-1.98,2.5,16.0,30.5,50.5219573,-84.8106655,0.0,16.5,55.5,5.308,40.0,1548.87,2.0,2023,2,1,23,3.38,236.0
88.39999999999998,12,6,88.39999999999998,2023-02-01 23:39:15,,0.0,4.436,2.0,-1.94,2.0,14.0,36.5,50.5219163,-84.8106473,0.0,15.0,51.0,4.436,40.0,1553.06,2.0,2023,2,1,23,3.38,236.0
88.39999999999998,12,6,88.39999999999998,2023-02-01 23:39:16,,0.0,2.823,2.0,-1.82,1.5,11.0,42.0,50.5218844,-84.8106291,0.0,13.5,46.5,2.823,40.0,1556.23,2.0,2023,2,1,23,3.38,236.0
88.20000000000005,12,7,88.20000000000005,2023-02-01 23:39:17,,6.0,2.483,2.0,-1.66,1.0,9.0,48.0,50.5218571,-84.8106291,2.0,11.5,41.5,2.483,40.0,1558.51,2.0,2023,2,1,23,3.38,236.0
88.20000000000005,12,7,88.20000000000005,2023-02-01 23:39:18,,63.0,0.0,2.0,-1.51,0.5,7.0,54.0,50.5218435,-84.81062,6.0,10.0,37.0,0.0,40.0,1558.51,2.0,2023,2,1,23,3.38,236.0
88.20000000000005,12,7,88.20000000000005,2023-02-01 23:39:19,,45.0,0.0,2.0,-0.48,0.5,5.0,60.0,50.5218389,-84.8106109,5.0,9.0,34.0,0.0,40.0,1558.51,2.0,2023,2,1,23,3.38,236.0
88.20000000000005,12,7,88.20000000000005,2023-02-01 23:39:20,,28.0,0.0,2.0,0.0,4.5,3.0,66.0,50.5218253,-84.8106018,4.0,13.5,44.5,0.0,40.0,1558.51,2.0,2023,2,1,23,3.38,236.0
88.20000000000005,12,7,88.20000000000005,2023-02-01 23:39:21,,11.0,0.0,2.0,0.0,8.0,0.0,71.5,50.5218253,-84.8106018,3.0,18.0,54.5,0.0,40.0,1558.51,2.0,2023,2,1,23,3.38,236.0
88.20000000000005,12,7,88.20000000000005,2023-02-01 23:39:22,,7.0,0.0,2.0,0.0,12.0,42.0,77.5,50.5218253,-84.8106018,9.0,22.5,64.5,0.0,40.0,1558.51,2.0,2023,2,1,23,3.38,236.0
88.0,12,7,88.0,2023-02-01 23:39:26,,62.0,8.378,3.0,0.0,24.0,77.0,92.5,50.5217252,-84.8105108,144.0,26.5,71.5,8.378,41.0,1558.7,2.0,2023,2,1,23,3.38,236.0
87.79999999999995,12,7,87.79999999999995,2023-02-01 23:39:27,,71.0,6.375,2.0,0.0,23.5,80.0,88.0,50.5216569,-84.8104926,161.0,15.5,44.5,6.375,41.0,1564.74,2.0,2023,2,1,23,3.38,236.0
87.79999999999995,12,7,87.79999999999995,2023-02-01 23:39:28,,79.0,7.307,2.0,0.0,24.0,81.0,86.5,50.5215795,-84.8104744,175.0,15.5,49.0,7.307,41.0,1572.34,2.0,2023,2,1,23,3.38,236.0
87.60000000000002,12,7,87.60000000000002,2023-02-01 23:39:29,,81.0,7.307,2.0,0.0,24.5,76.0,88.5,50.5215022,-84.810438,256.0,31.0,96.5,7.307,41.0,1579.64,2.0,2023,2,1,23,3.38,236.0
87.20000000000005,12,7,87.20000000000005,2023-02-01 23:39:30,,83.0,7.254,3.0,0.0,24.0,61.0,86.5,50.5214293,-84.8104016,269.0,31.5,97.0,7.254,42.0,1586.88,2.0,2023,2,1,23,3.38,236.0
87.0,12,7,87.0,2023-02-01 23:39:31,,85.0,7.677,3.0,0.0,23.5,46.0,85.0,50.521352,-84.8103652,308.0,32.0,97.5,7.677,42.0,1594.7,2.0,2023,2,1,23,3.38,236.0
87.0,12,7,87.0,2023-02-01 23:39:32,,75.0,6.819,3.0,0.0,23.0,39.0,83.0,50.5212837,-84.8103378,325.0,32.0,97.5,6.819,42.0,1601.23,2.0,2023,2,1,23,3.38,236.0
