accumulated_power,activity_type,altitude,cadence,combined_pedal_smoothness,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,left_pco,left_pedal_smoothness,left_power_phase,left_power_phase_peak,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pco,right_pedal_smoothness,right_power_phase,right_power_phase_peak,right_torque_effectiveness,saturated_hemoglobin_percent,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,time_from_course,timestamp,total_hemoglobin_conc,vertical_oscillation,vertical_ratio,unknown_61,unknown_63,unknown_64,unknown_65,unknown_66,unknown_87,unknown_88,unknown_90,year,month,day,hour,wind_speed,wind_direction
,,1212.2,,,0.0,1212.2,0.0,,122,,,"(None, None)","(None, None)",,,53.1190308,-86.8633772,,,,"(None, None)","(None, None)",,,0.0,,,,,21,,2020-02-19 15:38:05,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1211.6,,,0.04,1211.6,0.0,,122,,,"(None, None)","(None, None)",,,53.1190302,-86.8633776,,,,"(None, None)","(None, None)",,,0.0,,,,,21,,2020-02-19 15:38:06,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1211.2,,,2.59,1211.2,0.0,,121,,,"(None, None)","(None, None)",,,53.1190302,-86.8633778,,,,"(None, None)","(None, None)",,,0.0,,,,,21,,2020-02-19 15:38:07,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1207.2,,,2.59,1207.2,4.2,,118,,,"(None, None)","(None, None)",,,53.1187458,-86.8632191,,,,"(None, None)","(None, None)",,,4.2,,,,,21,,2020-02-19 15:38:37,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1204.4,,,11.88,1204.4,6.393,,119,,,"(None, None)","(None, None)",,,53.1186586,-86.8631467,,,,"(None, None)","(None, None)",,,6.393,,,,,21,,2020-02-19 15:38:38,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1201.4,,,22.79,1201.4,7.074,,120,,,"(None, None)","(None, None)",,,53.1185656,-86.863044,,,,"(None, None)","(None, None)",,,7.074,,,,,21,,2020-02-19 15:38:39,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1199.0,,,34.37,1199.0,7.988,,120,,,"(None, None)","(None, None)",,,53.1184743,-86.8629315,,,,"(None, None)","(None, None)",,,7.988,,,,,21,,2020-02-19 15:38:40,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1196.8,,,45.66,1196.8,9.21,,120,,,"(None, None)","(None, None)",,,53.1183921,-86.8628096,,,,"(None, None)","(None, None)",,,9.21,,,,,21,,2020-02-19 15:38:41,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1194.4,,,57.19,1194.4,9.406,,121,,,"(None, None)","(None, None)",,,53.1183361,-86.8626556,,,,"(None, None)","(None, None)",,,9.406,,,,,21,,2020-02-19 15:38:42,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1192.0,,,67.92,1192.0,10.398,,121,,,"(None, None)","(None, None)",,,53.1183091,-86.8625018,,,,"(None, None)","(None, None)",,,10.398,,,,,20,,2020-02-19 15:38:43,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1190.0,,,78.79,1190.0,10.398,,121,,,"(None, None)","(None, None)",,,53.1182991,-86.8623414,,,,"(None, None)","(None, None)",,,10.398,,,,,20,,2020-02-19 15:38:44,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1187.8,,,90.32,1187.8,10.445,,121,,,"(None, None)","(None, None)",,,53.1183003,-86.8621685,,,,"(None, None)","(None, None)",,,10.445,,,,,20,,2020-02-19 15:38:45,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1185.2,,,102.72,1185.2,10.505,,119,,,"(None, None)","(None, None)",,,53.1183121,-86.8619846,,,,"(None, None)","(None, None)",,,10.505,,,,,20,,2020-02-19 15:38:46,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1183.2,,,115.5,1183.2,10.844,,119,,,"(None, None)","(None, None)",,,53.1183089,-86.8617962,,,,"(None, None)","(None, None)",,,10.844,,,,,20,,2020-02-19 15:38:47,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
,,1181.0,,,128.88,1181.0,11.291,,119,,,"(None, None)","(None, None)",,,53.1183127,-86.8615971,,,,"(None, None)","(None, None)",,,11.291,,,,,20,,2020-02-19 15:38:48,,,,,,,,,,100,,2020,2,19,15,4.61,283.0
