altitude,cadence,calories,distance,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,ascent,battery_soc,descent,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
2.1999999999999886,86,5,309.89,2.1999999999999886,5.374,2,50.4972857,-84.8249958,268,5.374,2022-12-06 18:47:32,0.0,,2.0,0.0,27.5,56.0,98.5,33.0,96.5,14.0,2022,12,6,18,0.73,344.0
2.3999999999999773,92,6,315.31,2.3999999999999773,5.17,2,50.4972944,-84.8250799,295,5.17,2022-12-06 18:47:33,1.0,,2.0,3.37,29.0,56.0,95.0,32.0,94.5,14.0,2022,12,6,18,0.73,344.0
2.6000000000000227,95,6,320.63,2.6000000000000227,5.135,2,50.4973035,-84.8251533,296,5.135,2022-12-06 18:47:34,1.0,,2.0,4.27,30.5,54.0,91.5,31.0,92.5,14.0,2022,12,6,18,0.73,344.0
3.0,96,6,325.43,3.0,4.791,2,50.4973081,-84.8252235,278,4.791,2022-12-06 18:47:35,2.0,,2.0,4.67,27.5,59.0,89.0,31.5,89.5,14.0,2022,12,6,18,0.73,344.0
3.1999999999999886,95,7,330.48,3.1999999999999886,4.787,2,50.4973128,-84.8252992,285,4.787,2022-12-06 18:47:36,2.0,,2.0,4.99,25.0,55.0,88.0,31.0,88.0,14.0,2022,12,6,18,0.73,344.0
3.3999999999999773,93,7,335.41,3.3999999999999773,4.996,2,50.497313,-84.8253699,301,4.996,2022-12-06 18:47:37,2.0,,2.0,4.97,25.5,51.0,88.5,27.0,88.0,14.0,2022,12,6,18,0.73,344.0
3.8000000000000114,90,7,340.45,3.8000000000000114,4.754,2,50.497313,-84.825444,306,4.754,2022-12-06 18:47:38,3.0,,2.0,4.81,25.5,51.0,89.0,23.5,88.0,14.0,2022,12,6,18,0.73,344.0
4.0,86,7,345.3,4.0,4.895,2,50.4973216,-84.825508,298,4.895,2022-12-06 18:47:39,3.0,,2.0,4.64,26.5,53.0,92.0,23.0,86.0,14.0,2022,12,6,18,0.73,344.0
4.199999999999989,83,8,349.53,4.199999999999989,4.394,2,50.4973307,-84.8255717,286,4.394,2022-12-06 18:47:40,3.0,,2.0,4.49,27.5,53.0,94.5,21.0,79.5,14.0,2022,12,6,18,0.73,344.0
4.399999999999977,77,8,353.95,4.399999999999977,4.798,2,50.4973399,-84.8256272,199,4.798,2022-12-06 18:47:41,3.0,,2.0,4.4,28.0,54.0,96.5,17.0,68.0,14.0,2022,12,6,18,0.73,344.0
4.600000000000023,91,8,359.32,4.600000000000023,5.853,2,50.4973577,-84.8257077,245,5.853,2022-12-06 18:47:42,4.0,,2.0,4.33,28.5,48.0,99.0,13.0,56.5,14.0,2022,12,6,18,0.73,344.0
4.600000000000023,99,9,365.28,4.600000000000023,5.706,2,50.4973674,-84.8257916,373,5.706,2022-12-06 18:47:43,4.0,,2.0,4.22,24.0,23.0,83.0,16.0,65.0,14.0,2022,12,6,18,0.73,344.0
4.600000000000023,93,9,370.91,4.600000000000023,5.78,2,50.497372,-84.825873,271,5.78,2022-12-06 18:47:44,4.0,,2.0,3.93,19.0,50.0,66.0,19.5,74.0,14.0,2022,12,6,18,0.73,344.0
4.600000000000023,91,9,376.95,4.600000000000023,6.363,2,50.4973765,-84.8259618,184,6.363,2022-12-06 18:47:45,4.0,,2.0,3.42,17.5,62.0,58.5,18.0,67.5,14.0,2022,12,6,18,0.73,344.0
4.399999999999977,91,9,383.42,4.399999999999977,6.422,2,50.4973767,-84.8260532,104,6.422,2022-12-06 18:47:46,4.0,,2.0,2.72,19.0,63.0,60.0,14.0,50.0,14.0,2022,12,6,18,0.73,344.0
4.199999999999989,96,9,390.1,4.199999999999989,6.784,2,50.4973724,-84.8261521,102,6.784,2022-12-06 18:47:47,4.0,,2.0,0.3,19.0,60.0,59.0,17.5,54.5,14.0,2022,12,6,18,0.73,344.0
4.199999999999989,96,9,397.46,4.199999999999989,7.27,2,50.4973635,-84.8262532,101,7.27,2022-12-06 18:47:48,4.0,,2.0,0.43,14.5,57.0,50.0,16.5,50.0,14.0,2022,12,6,18,0.73,344.0
4.0,90,9,405.31,4.0,8.152,2,50.4973545,-84.8263691,96,8.152,2022-12-06 18:47:49,4.0,,2.0,-0.2,17.5,61.0,53.5,16.0,49.0,14.0,2022,12,6,18,0.73,344.0
3.6000000000000227,79,10,413.04,3.6000000000000227,7.656,2,50.4973582,-84.826479,130,7.656,2022-12-06 18:47:50,4.0,,2.0,-0.87,21.5,64.0,63.5,18.5,58.0,14.0,2022,12,6,18,0.73,344.0
3.3999999999999773,83,10,421.08,3.3999999999999773,8.271,2,50.4973628,-84.826598,166,8.271,2022-12-06 18:47:51,4.0,,2.0,-1.37,23.0,64.0,76.0,23.5,76.0,14.0,2022,12,6,18,0.73,344.0
3.1999999999999886,87,10,429.22,3.1999999999999886,7.927,2,50.4973674,-84.8267169,202,7.927,2022-12-06 18:47:52,4.0,,2.0,-1.72,24.5,61.0,88.5,28.5,94.0,14.0,2022,12,6,18,0.73,344.0
3.1999999999999886,90,10,436.81,3.1999999999999886,8.355,2,50.4973593,-84.826821,274,8.355,2022-12-06 18:47:53,4.0,,3.0,-1.94,24.0,55.0,83.0,23.0,74.5,14.0,2022,12,6,18,0.73,344.0
3.0,92,11,445.58,3.0,8.373,2,50.4973541,-84.8269531,301,8.373,2022-12-06 18:47:54,4.0,,3.0,-2.03,31.0,60.0,92.5,25.5,80.0,14.0,2022,12,6,18,0.73,344.0
3.0,95,11,454.02,3.0,8.793,2,50.497354,-84.8270708,380,8.793,2022-12-06 18:47:55,4.0,,3.0,-2.0,36.0,57.0,100.0,31.0,92.5,14.0,2022,12,6,18,0.73,344.0
3.0,96,12,463.04,3.0,9.184,2,50.497354,-84.8272061,439,9.184,2022-12-06 18:47:56,4.0,,3.0,-1.88,36.0,52.0,99.0,34.5,99.0,14.0,2022,12,6,18,0.73,344.0
3.0,97,12,472.12,3.0,8.989,2,50.497354,-84.8273342,460,8.989,2022-12-06 18:47:57,4.0,,3.0,-1.7,33.0,50.0,97.0,31.5,95.0,14.0,2022,12,6,18,0.73,344.0
3.0,98,12,481.02,3.0,8.766,2,50.4973497,-84.8274611,429,8.766,2022-12-06 18:47:58,4.0,,3.0,-1.44,30.5,46.0,95.5,28.5,90.5,14.0,2022,12,6,18,0.73,344.0
2.8000000000000114,97,13,490.08,2.8000000000000114,8.869,2,50.4973451,-84.8275988,257,8.869,2022-12-06 18:47:59,4.0,,3.0,-1.1,28.0,49.0,93.5,25.5,86.5,14.0,2022,12,6,18,0.73,344.0
2.8000000000000114,96,13,498.61,2.8000000000000114,8.843,2,50.4973407,-84.8277207,236,8.843,2022-12-06 18:48:00,4.0,,3.0,-0.8,27.0,52.0,93.0,23.5,83.5,14.0,2022,12,6,18,0.73,344.0
2.8000000000000114,95,13,507.51,2.8000000000000114,8.691,2,50.4973317,-84.8278442,263,8.691,2022-12-06 18:48:01,4.0,,3.0,-0.09,30.5,56.0,97.5,24.5,82.5,14.0,2022,12,6,18,0.73,344.0
3.0,94,13,516.88,3.0,9.237,2,50.4973133,-84.8279761,279,9.237,2022-12-06 18:48:02,4.0,,3.0,0.0,27.5,56.0,95.0,26.5,87.5,14.0,2022,12,6,18,0.73,344.0
3.1999999999999886,94,14,525.85,3.1999999999999886,8.508,2,50.4972994,-84.8281046,290,8.508,2022-12-06 18:48:03,4.0,,3.0,0.0,27.5,56.0,95.5,27.5,89.5,14.0,2022,12,6,18,0.73,344.0
3.3999999999999773,93,14,534.58,3.3999999999999773,8.536,2,50.4972858,-84.8282317,295,8.536,2022-12-06 18:48:04,4.0,,3.0,0.0,28.5,57.0,96.0,28.0,90.5,14.0,2022,12,6,18,0.73,344.0
3.6000000000000227,93,14,542.38,3.6000000000000227,8.422,2,50.4972731,-84.828342,292,8.422,2022-12-06 18:48:05,4.0,,3.0,0.0,28.5,57.0,95.0,28.5,91.5,14.0,2022,12,6,18,0.73,344.0
3.8000000000000114,93,15,551.61,3.8000000000000114,8.405,2,50.4972584,-84.8284784,287,8.405,2022-12-06 18:48:06,4.0,,3.0,0.64,25.5,58.0,86.5,28.5,91.5,14.0,2022,12,6,18,0.73,344.0
4.0,93,15,559.94,4.0,8.153,2,50.4972494,-84.8285956,260,8.153,2022-12-06 18:48:07,5.0,,3.0,1.09,27.0,58.0,91.5,24.5,83.0,14.0,2022,12,6,18,0.73,344.0
4.0,93,15,568.47,4.0,8.408,2,50.4972357,-84.8287237,253,8.408,2022-12-06 18:48:08,5.0,,3.0,1.47,29.0,53.0,94.0,23.5,82.0,14.0,2022,12,6,18,0.73,344.0
4.0,93,15,577.09,4.0,8.57,2,50.4972221,-84.8288417,265,8.57,2022-12-06 18:48:09,5.0,,3.0,1.71,29.5,53.0,96.0,24.5,84.0,14.0,2022,12,6,18,0.73,344.0
4.199999999999989,93,16,585.67,4.199999999999989,8.593,2,50.497204,-84.8289682,281,8.593,2022-12-06 18:48:10,5.0,,3.0,1.82,29.0,54.0,97.0,26.5,86.0,14.0,2022,12,6,18,0.73,344.0
4.399999999999977,93,16,593.84,4.399999999999977,8.607,2,50.4971913,-84.8290784,284,8.607,2022-12-06 18:48:11,5.0,,3.0,1.82,30.0,53.0,96.5,26.5,85.0,14.0,2022,12,6,18,0.73,344.0
4.600000000000023,94,16,602.79,4.600000000000023,7.925,2,50.4971811,-84.8292059,284,7.925,2022-12-06 18:48:12,5.0,,3.0,1.74,31.0,52.0,96.5,26.5,84.0,14.0,2022,12,6,18,0.73,344.0
4.600000000000023,95,16,611.44,4.600000000000023,8.688,2,50.497172,-84.8293327,292,8.688,2022-12-06 18:48:13,6.0,,3.0,1.61,30.0,53.0,96.5,28.0,88.0,14.0,2022,12,6,18,0.73,344.0
4.600000000000023,95,17,620.11,4.600000000000023,8.658,2,50.4971583,-84.8294608,295,8.658,2022-12-06 18:48:14,6.0,,3.0,1.47,28.0,54.0,94.5,30.0,92.5,14.0,2022,12,6,18,0.73,344.0
4.600000000000023,95,17,628.9,4.600000000000023,8.493,2,50.4971447,-84.8295884,288,8.493,2022-12-06 18:48:15,6.0,,3.0,1.31,27.0,55.0,92.0,30.0,93.5,14.0,2022,12,6,18,0.73,344.0
4.800000000000011,94,17,637.33,4.800000000000011,8.481,2,50.497131,-84.8297066,287,8.481,2022-12-06 18:48:16,6.0,,3.0,1.12,28.0,55.0,94.5,26.0,88.5,14.0,2022,12,6,18,0.73,344.0
4.800000000000011,93,18,646.14,4.800000000000011,8.808,2,50.4971173,-84.8298347,294,8.808,2022-12-06 18:48:17,6.0,,3.0,0.96,29.5,56.0,97.5,23.5,81.5,14.0,2022,12,6,18,0.73,344.0
5.0,92,18,654.43,5.0,8.076,2,50.4971038,-84.8299518,297,8.076,2022-12-06 18:48:18,6.0,,3.0,0.88,29.5,56.0,97.5,23.5,80.0,14.0,2022,12,6,18,0.73,344.0
5.199999999999989,91,18,662.54,5.199999999999989,8.183,2,50.4970901,-84.8300617,298,8.183,2022-12-06 18:48:19,6.0,,3.0,0.77,28.0,56.0,96.0,25.0,82.0,14.0,2022,12,6,18,0.73,344.0
5.399999999999977,91,19,670.98,5.399999999999977,8.574,2,50.4970718,-84.8301894,303,8.574,2022-12-06 18:48:20,6.0,,3.0,0.77,26.5,56.0,94.5,26.5,84.5,14.0,2022,12,6,18,0.73,344.0
5.600000000000023,91,19,679.26,5.600000000000023,8.116,2,50.4970536,-84.8302993,310,8.116,2022-12-06 18:48:21,6.0,,3.0,0.94,32.5,58.0,98.5,25.0,84.0,14.0,2022,12,6,18,0.73,344.0
5.800000000000011,90,19,687.4,5.800000000000011,8.376,2,50.4970445,-84.8304174,301,8.376,2022-12-06 18:48:22,6.0,,3.0,1.25,31.0,58.0,98.5,24.5,84.0,14.0,2022,12,6,18,0.73,344.0
6.199999999999989,89,19,695.55,6.199999999999989,7.863,2,50.4970354,-84.8305356,287,7.863,2022-12-06 18:48:23,7.0,,3.0,1.65,29.0,56.0,96.5,24.5,83.5,14.0,2022,12,6,18,0.73,344.0
6.399999999999977,89,20,703.47,6.399999999999977,8.094,2,50.4970217,-84.830654,274,8.094,2022-12-06 18:48:24,7.0,,3.0,2.02,27.5,54.0,93.5,25.0,82.0,14.0,2022,12,6,18,0.73,344.0
6.399999999999977,92,20,711.47,6.399999999999977,7.811,2,50.4970126,-84.830763,244,7.811,2022-12-06 18:48:25,7.0,,3.0,2.28,26.5,52.0,90.5,25.0,81.5,14.0,2022,12,6,18,0.73,344.0
6.600000000000023,97,20,719.39,6.600000000000023,8.054,2,50.4970036,-84.8308802,253,8.054,2022-12-06 18:48:26,8.0,,3.0,2.34,25.5,50.0,88.0,30.5,93.0,14.0,2022,12,6,18,0.73,344.0
6.800000000000011,100,21,727.45,6.800000000000011,7.708,2,50.496999,-84.8309997,296,7.708,2022-12-06 18:48:27,8.0,,3.0,2.28,27.0,51.0,92.0,28.5,90.0,14.0,2022,12,6,18,0.73,344.0
6.800000000000011,91,21,735.31,6.800000000000011,7.695,2,50.4969944,-84.8311092,293,7.695,2022-12-06 18:48:28,8.0,,3.0,2.14,29.5,52.0,97.0,27.0,86.5,14.0,2022,12,6,18,0.73,344.0
7.0,87,21,743.42,7.0,8.223,2,50.4969944,-84.8312276,295,8.223,2022-12-06 18:48:29,8.0,,3.0,1.88,31.5,53.0,100.0,27.5,88.0,14.0,2022,12,6,18,0.73,344.0
7.199999999999989,87,21,751.53,7.199999999999989,7.659,2,50.4970035,-84.8313458,306,7.659,2022-12-06 18:48:30,8.0,,3.0,1.65,32.5,54.0,100.0,30.0,92.5,14.0,2022,12,6,18,0.73,344.0
7.199999999999989,88,22,759.37,7.199999999999989,7.975,2,50.4970081,-84.831455,316,7.975,2022-12-06 18:48:31,8.0,,3.0,1.51,32.0,55.0,100.0,30.5,97.5,14.0,2022,12,6,18,0.73,344.0
7.399999999999977,88,22,767.45,7.399999999999977,8.004,2,50.4970126,-84.8315726,304,8.004,2022-12-06 18:48:32,8.0,,3.0,1.46,31.0,56.0,98.5,30.0,96.0,14.0,2022,12,6,18,0.73,344.0
7.399999999999977,88,22,775.06,7.399999999999977,7.56,2,50.4970172,-84.8316825,299,7.56,2022-12-06 18:48:33,8.0,,3.0,1.45,30.0,56.0,98.0,29.5,94.0,14.0,2022,12,6,18,0.73,344.0
7.399999999999977,62,22,782.1,7.399999999999977,6.912,2,50.4969944,-84.8317827,267,6.912,2022-12-06 18:48:34,9.0,,3.0,1.44,27.5,57.0,97.5,28.5,93.0,14.0,2022,12,6,18,0.73,344.0
7.399999999999977,37,22,789.01,7.399999999999977,6.914,2,50.4969353,-84.8318373,236,6.914,2022-12-06 18:48:35,9.0,,3.0,1.37,20.0,58.0,98.5,27.5,92.0,14.0,2022,12,6,18,0.73,344.0
7.399999999999977,11,22,796.14,7.399999999999977,7.285,2,50.4968627,-84.8318826,204,7.285,2022-12-06 18:48:36,9.0,,3.0,0.2,12.5,58.0,99.0,27.0,90.5,14.0,2022,12,6,18,0.73,344.0
7.199999999999989,8,22,803.77,7.199999999999989,7.726,2,50.4967812,-84.8318918,4,7.726,2022-12-06 18:48:37,9.0,,3.0,0.0,5.0,57.0,99.5,26.0,89.5,14.0,2022,12,6,18,0.73,344.0
6.800000000000011,87,22,811.94,6.800000000000011,8.675,2,50.4966952,-84.8319099,19,8.675,2022-12-06 18:48:38,9.0,,3.0,0.0,4.5,57.0,90.5,23.5,82.0,14.0,2022,12,6,18,0.73,344.0
6.399999999999977,95,23,821.85,6.399999999999977,9.885,2,50.4965895,-84.8319374,98,9.885,2022-12-06 18:48:39,9.0,,3.0,0.0,19.5,56.0,61.0,17.0,60.5,14.0,2022,12,6,18,0.73,344.0
6.0,78,23,831.72,6.0,9.873,2,50.4964893,-84.8319647,111,9.873,2022-12-06 18:48:40,9.0,,4.0,-0.9,19.0,54.0,62.0,15.0,54.0,14.0,2022,12,6,18,0.73,344.0
5.399999999999977,56,23,841.41,5.399999999999977,9.865,2,50.4963845,-84.8320012,79,9.865,2022-12-06 18:48:41,9.0,,4.0,-1.74,15.5,51.0,52.0,13.0,46.0,14.0,2022,12,6,18,0.73,344.0
5.199999999999989,41,23,850.67,5.199999999999989,8.99,2,50.496289,-84.8320284,66,8.99,2022-12-06 18:48:42,9.0,,5.0,-2.49,11.0,49.0,37.5,10.5,38.0,14.0,2022,12,6,18,0.73,344.0
5.0,26,23,858.79,5.0,8.187,2,50.4962026,-84.8320466,53,8.187,2022-12-06 18:48:43,9.0,,5.0,-2.94,6.5,49.0,23.0,8.0,30.0,14.0,2022,12,6,18,0.73,344.0
4.800000000000011,11,23,866.14,4.800000000000011,7.33,2,50.4961253,-84.8320739,40,7.33,2022-12-06 18:48:44,9.0,,6.0,-3.14,2.0,50.0,10.0,6.0,23.0,14.0,2022,12,6,18,0.73,344.0
