altitude,cadence,calories,distance,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,ascent,battery_soc,descent,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
2.0,94,0,0.0,2.0,7.923,2,50.499989,-84.8233085,107,7.923,2022-12-06 18:46:47,,,,,,,,,,,2022,12,6,18,0.73,344.0
2.0,65,0,7.6,2.0,7.711,2,50.4999143,-84.8233493,95,7.711,2022-12-06 18:46:48,0.0,24.0,0.0,-1.83,16.5,64.0,63.0,10.0,39.0,15.0,2022,12,6,18,0.73,344.0
1.8000000000000114,36,0,15.19,1.8000000000000114,7.498,2,50.4998395,-84.8233901,84,7.498,2022-12-06 18:46:49,0.0,,0.0,-1.61,7.5,24.0,66.0,12.0,43.0,15.0,2022,12,6,18,0.73,344.0
1.6000000000000227,83,0,22.67,1.6000000000000227,7.638,2,50.4997633,-84.823426,69,7.638,2022-12-06 18:46:50,0.0,,0.0,-1.46,3.0,20.0,69.0,14.0,48.0,15.0,2022,12,6,18,0.73,344.0
1.3999999999999773,91,0,30.17,1.3999999999999773,7.721,2,50.4996881,-84.8234527,93,7.721,2022-12-06 18:46:51,0.0,,0.0,-1.41,20.0,60.0,71.5,16.0,58.5,15.0,2022,12,6,18,0.73,344.0
1.6000000000000227,88,0,37.91,1.6000000000000227,7.761,2,50.499607,-84.8234799,118,7.761,2022-12-06 18:46:52,0.0,,0.0,-1.34,21.0,55.0,66.0,18.0,61.0,15.0,2022,12,6,18,0.73,344.0
1.3999999999999773,88,0,45.87,1.3999999999999773,7.678,2,50.4995231,-84.8235078,98,7.678,2022-12-06 18:46:53,0.0,,1.0,-1.28,21.0,52.0,66.5,18.5,62.5,15.0,2022,12,6,18,0.73,344.0
1.3999999999999773,91,0,52.88,1.3999999999999773,7.471,2,50.499447,-84.823526,109,7.471,2022-12-06 18:46:54,0.0,,1.0,-1.22,22.0,54.0,70.5,19.0,63.5,15.0,2022,12,6,18,0.73,344.0
1.3999999999999773,91,0,60.58,1.3999999999999773,7.685,2,50.4993651,-84.8235443,126,7.685,2022-12-06 18:46:55,0.0,,1.0,-1.15,22.5,56.0,74.0,18.5,63.5,15.0,2022,12,6,18,0.73,344.0
1.1999999999999886,91,0,68.11,1.1999999999999886,7.501,2,50.4992874,-84.8235625,154,7.501,2022-12-06 18:46:56,0.0,,1.0,-1.07,23.0,55.0,75.5,17.0,58.0,15.0,2022,12,6,18,0.73,344.0
1.1999999999999886,91,1,75.78,1.1999999999999886,7.513,2,50.4992037,-84.8235811,159,7.513,2022-12-06 18:46:57,0.0,,1.0,-0.95,25.0,55.0,76.5,19.0,65.0,15.0,2022,12,6,18,0.73,344.0
1.0,91,1,83.03,1.0,7.437,2,50.4991287,-84.8235902,166,7.437,2022-12-06 18:46:58,0.0,,1.0,-0.86,26.5,56.0,80.0,20.0,68.0,15.0,2022,12,6,18,0.73,344.0
1.0,91,1,90.65,1.0,7.412,2,50.4990458,-84.8236081,168,7.412,2022-12-06 18:46:59,0.0,,1.0,-0.78,26.5,58.0,82.0,20.0,68.0,15.0,2022,12,6,18,0.73,344.0
1.0,91,1,97.55,1.0,7.287,2,50.4989757,-84.8236339,166,7.287,2022-12-06 18:47:00,0.0,,1.0,-0.77,24.0,60.0,80.5,19.5,67.5,15.0,2022,12,6,18,0.73,344.0
1.0,90,1,105.26,1.0,7.251,2,50.4988935,-84.8236541,161,7.251,2022-12-06 18:47:01,0.0,,1.0,-0.83,23.5,61.0,79.0,18.5,64.5,15.0,2022,12,6,18,0.73,344.0
0.8000000000000114,89,1,112.83,0.8000000000000114,7.397,2,50.4988177,-84.8236895,138,7.397,2022-12-06 18:47:02,0.0,,1.0,-0.81,23.0,60.0,77.0,17.5,61.0,15.0,2022,12,6,18,0.73,344.0
0.8000000000000114,89,1,120.41,0.8000000000000114,7.408,2,50.4987374,-84.8237166,133,7.408,2022-12-06 18:47:03,0.0,,1.0,-0.76,23.0,62.0,75.5,16.5,58.0,15.0,2022,12,6,18,0.73,344.0
0.8000000000000114,89,2,128.15,0.8000000000000114,7.441,2,50.49866,-84.8237525,131,7.441,2022-12-06 18:47:04,0.0,,1.0,-0.72,22.5,63.0,73.5,16.0,54.5,15.0,2022,12,6,18,0.73,344.0
0.6000000000000227,88,2,135.48,0.6000000000000227,7.344,2,50.4985843,-84.8237797,127,7.344,2022-12-06 18:47:05,0.0,,1.0,-0.69,21.5,61.0,69.5,14.5,47.5,15.0,2022,12,6,18,0.73,344.0
0.6000000000000227,88,2,142.96,0.6000000000000227,7.329,2,50.4985051,-84.8238076,131,7.329,2022-12-06 18:47:06,0.0,,1.0,-0.67,22.0,58.0,71.5,16.5,52.5,15.0,2022,12,6,18,0.73,344.0
0.6000000000000227,87,2,150.35,0.6000000000000227,7.417,2,50.4984291,-84.8238429,135,7.417,2022-12-06 18:47:07,0.0,,2.0,-0.69,20.5,57.0,69.0,18.0,59.0,15.0,2022,12,6,18,0.73,344.0
0.6000000000000227,87,2,157.91,0.6000000000000227,7.33,2,50.4983542,-84.8238715,129,7.33,2022-12-06 18:47:08,0.0,,2.0,-0.71,20.0,58.0,67.5,17.5,60.5,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,87,2,165.14,0.39999999999997726,7.322,2,50.4982786,-84.8239067,127,7.322,2022-12-06 18:47:09,0.0,,2.0,-0.73,22.0,58.0,69.5,16.5,56.0,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,86,2,172.4,0.39999999999997726,7.285,2,50.498202,-84.8239344,129,7.285,2022-12-06 18:47:10,0.0,,2.0,-0.71,22.0,55.0,70.0,14.0,52.0,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,86,3,179.78,0.39999999999997726,7.075,2,50.4981284,-84.8239619,137,7.075,2022-12-06 18:47:11,0.0,,2.0,-0.65,21.5,52.0,70.5,14.5,51.5,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,85,3,186.84,0.39999999999997726,7.139,2,50.498055,-84.8239894,134,7.139,2022-12-06 18:47:12,0.0,,2.0,-0.07,21.0,61.0,71.0,15.5,51.5,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,60,3,193.82,0.39999999999997726,6.928,2,50.4979828,-84.8240165,122,6.928,2022-12-06 18:47:13,0.0,,2.0,0.0,20.0,68.0,69.0,16.0,52.0,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,34,3,200.8,0.39999999999997726,6.731,2,50.4979096,-84.824044,110,6.731,2022-12-06 18:47:14,0.0,,2.0,0.0,19.0,74.0,64.5,16.5,53.0,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,8,3,207.37,0.39999999999997726,6.71,2,50.497843,-84.8240704,98,6.71,2022-12-06 18:47:15,0.0,,2.0,0.0,17.5,79.0,60.5,17.0,53.5,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,0,3,214.63,0.39999999999997726,6.704,2,50.497766,-84.8240995,0,6.704,2022-12-06 18:47:16,0.0,,2.0,0.0,16.5,85.0,56.0,17.5,54.5,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,0,3,221.26,0.39999999999997726,6.469,2,50.4976973,-84.8241181,0,6.469,2022-12-06 18:47:17,0.0,,2.0,0.0,15.0,91.0,51.5,18.0,55.5,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,20,3,227.74,0.39999999999997726,6.404,2,50.4976295,-84.8241362,8,6.404,2022-12-06 18:47:18,0.0,,2.0,0.0,14.0,97.0,47.0,18.0,56.5,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,14,3,234.23,0.39999999999997726,6.345,2,50.4975616,-84.8241543,13,6.345,2022-12-06 18:47:19,0.0,,2.0,0.0,14.0,95.0,45.0,18.5,57.0,15.0,2022,12,6,18,0.73,344.0
0.19999999999998863,8,3,240.43,0.19999999999998863,5.908,2,50.4974963,-84.8241729,18,5.908,2022-12-06 18:47:20,0.0,,2.0,0.0,20.0,82.0,54.5,19.0,57.0,15.0,2022,12,6,18,0.73,344.0
0.19999999999998863,2,3,245.88,0.19999999999998863,5.465,2,50.4974391,-84.8241818,0,5.465,2022-12-06 18:47:21,0.0,,2.0,0.0,25.5,70.0,63.5,19.5,57.5,15.0,2022,12,6,18,0.73,344.0
0.19999999999998863,0,3,251.92,0.19999999999998863,5.649,2,50.4973755,-84.8242082,0,5.649,2022-12-06 18:47:22,0.0,,2.0,0.0,31.5,58.0,72.5,19.5,57.5,15.0,2022,12,6,18,0.73,344.0
0.19999999999998863,9,3,257.5,0.19999999999998863,5.314,2,50.4973238,-84.8242536,2,5.314,2022-12-06 18:47:23,0.0,,2.0,0.0,37.0,46.0,81.5,20.0,58.0,15.0,2022,12,6,18,0.73,344.0
0.19999999999998863,39,3,262.43,0.19999999999998863,5.126,2,50.4972956,-84.8243169,6,5.126,2022-12-06 18:47:24,0.0,,2.0,0.0,43.0,34.0,91.0,20.5,58.0,15.0,2022,12,6,18,0.73,344.0
0.39999999999997726,68,3,267.15,0.39999999999997726,4.924,2,50.4972948,-84.8243792,233,4.924,2022-12-06 18:47:25,0.0,,2.0,0.0,37.5,40.0,97.0,9.0,66.0,15.0,2022,12,6,18,0.73,344.0
0.6000000000000227,75,4,273.05,0.6000000000000227,5.661,2,50.4972948,-84.8244695,306,5.661,2022-12-06 18:47:26,0.0,,2.0,0.0,32.5,47.0,99.0,6.0,77.0,15.0,2022,12,6,18,0.73,344.0
0.8000000000000114,82,4,279.05,0.8000000000000114,5.935,2,50.4972905,-84.8245513,397,5.935,2022-12-06 18:47:27,0.0,,2.0,0.0,33.0,49.0,97.0,19.0,88.5,15.0,2022,12,6,18,0.73,344.0
1.0,84,4,285.21,1.0,5.851,2,50.4972902,-84.8246437,438,5.851,2022-12-06 18:47:28,0.0,,2.0,0.0,33.0,43.0,95.0,32.5,99.5,14.0,2022,12,6,18,0.73,344.0
1.1999999999999886,83,5,292.2,1.1999999999999886,5.18,2,50.4972859,-84.8247417,329,5.18,2022-12-06 18:47:29,0.0,,2.0,0.0,23.0,33.0,71.0,33.0,100.0,14.0,2022,12,6,18,0.73,344.0
1.3999999999999773,80,5,298.33,1.3999999999999773,5.245,2,50.4972857,-84.8248335,245,5.245,2022-12-06 18:47:30,0.0,,2.0,0.0,21.5,52.0,71.5,30.0,95.5,14.0,2022,12,6,18,0.73,344.0
1.8000000000000114,85,5,304.34,1.8000000000000114,5.395,2,50.4972857,-84.8249154,229,5.395,2022-12-06 18:47:31,0.0,,2.0,0.0,24.0,57.0,85.5,30.0,94.0,14.0,2022,12,6,18,0.73,344.0
