battery_soc,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,cadence,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,grade,left_right_balance,year,month,day,hour,wind_speed,wind_direction
,2699.2,8.134,3,98,50.4073404,-84.4597307,8.134,2022-06-30 23:47:10,92.0,17.0,51.0,537.0,22.0,68.5,20.0,35.39999999999998,35.39999999999998,2.22,55.0,2022,6,30,23,4.34,206.0
,2707.71,8.285,3,99,50.4073445,-84.4598535,8.285,2022-06-30 23:47:11,94.0,17.0,51.0,467.0,22.0,68.5,20.0,35.60000000000002,35.60000000000002,2.42,53.0,2022,6,30,23,4.34,206.0
,2716.47,8.327,3,97,50.4073486,-84.45998,8.327,2022-06-30 23:47:12,96.0,19.5,59.0,398.0,24.0,73.5,20.0,36.0,36.0,2.81,46.0,2022,6,30,23,4.34,206.0
,2725.01,8.181,3,97,50.4073488,-84.4601035,8.181,2022-06-30 23:47:13,96.0,26.0,80.5,436.0,29.0,86.5,20.0,36.200000000000045,36.200000000000045,3.05,46.0,2022,6,30,23,4.34,206.0
,2733.46,8.369,3,98,50.4073545,-84.4602254,8.369,2022-06-30 23:47:14,96.0,30.5,95.0,451.0,32.0,96.0,20.0,36.39999999999998,36.39999999999998,3.15,46.0,2022,6,30,23,4.34,206.0
,2742.69,8.703,3,98,50.4073683,-84.4603576,8.703,2022-06-30 23:47:15,96.0,31.5,99.0,425.0,32.0,99.0,20.0,36.39999999999998,36.39999999999998,3.16,46.0,2022,6,30,23,4.34,206.0
,2751.66,8.75,3,99,50.4073782,-84.4604866,8.75,2022-06-30 23:47:16,99.0,31.5,99.0,368.0,32.0,99.0,20.0,36.60000000000002,36.60000000000002,2.86,46.0,2022,6,30,23,4.34,206.0
,2760.66,9.024,3,99,50.4073919,-84.4606153,9.024,2022-06-30 23:47:17,97.0,31.5,99.0,434.0,32.0,99.0,20.0,36.60000000000002,36.60000000000002,2.31,46.0,2022,6,30,23,4.34,206.0
,2770.62,9.472,3,98,50.4074231,-84.460753,9.472,2022-06-30 23:47:18,94.0,31.5,99.0,469.0,32.0,99.0,20.0,36.60000000000002,36.60000000000002,1.74,46.0,2022,6,30,23,4.34,206.0
,2780.71,9.295,3,98,50.4074643,-84.4608878,9.295,2022-06-30 23:47:19,95.0,31.5,99.0,495.0,32.0,99.0,20.0,36.799999999999955,36.799999999999955,1.34,46.0,2022,6,30,23,4.34,206.0
,2791.29,9.412,3,99,50.4075385,-84.4610033,9.412,2022-06-30 23:47:20,97.0,31.5,99.0,486.0,32.0,99.0,20.0,37.0,37.0,1.17,46.0,2022,6,30,23,4.34,206.0
,2801.13,9.186,3,99,50.4076149,-84.4611015,9.186,2022-06-30 23:47:21,97.0,31.5,99.0,482.0,32.0,99.0,20.0,37.0,37.0,1.06,46.0,2022,6,30,23,4.34,206.0
,2810.37,9.278,3,99,50.407695,-84.4611804,9.278,2022-06-30 23:47:22,97.0,31.5,99.0,453.0,32.0,99.0,20.0,37.200000000000045,37.200000000000045,0.97,46.0,2022,6,30,23,4.34,206.0
,2819.96,9.73,3,99,50.4077777,-84.461263,9.73,2022-06-30 23:47:23,97.0,31.0,98.0,395.0,31.5,98.5,20.0,37.200000000000045,37.200000000000045,1.01,46.0,2022,6,30,23,4.34,206.0
,2830.89,10.135,3,99,50.4078712,-84.4613584,10.135,2022-06-30 23:47:24,97.0,29.0,95.5,355.0,30.5,97.5,20.0,37.200000000000045,37.200000000000045,1.01,46.0,2022,6,30,23,4.34,206.0
,2841.57,10.669,3,99,50.4079604,-84.4614555,10.669,2022-06-30 23:47:25,100.0,26.5,91.5,324.0,31.0,96.0,20.0,37.0,37.0,0.67,46.0,2022,6,30,23,4.34,206.0
,2853.53,11.328,3,100,50.408068,-84.46155,11.328,2022-06-30 23:47:26,96.0,25.5,90.0,358.0,31.0,95.5,20.0,36.799999999999955,36.799999999999955,0.2,46.0,2022,6,30,23,4.34,206.0
,2865.51,11.733,3,101,50.4081806,-84.461634,11.733,2022-06-30 23:47:27,95.0,25.5,90.0,348.0,31.0,95.5,20.0,36.60000000000002,36.60000000000002,-0.28,46.0,2022,6,30,23,4.34,206.0
,2877.55,12.2,3,101,50.4082936,-84.4617182,12.2,2022-06-30 23:47:28,97.0,25.5,90.0,300.0,31.0,95.5,20.0,36.200000000000045,36.200000000000045,-1.03,46.0,2022,6,30,23,4.34,206.0
,2891.3,12.425,4,101,50.4084299,-84.4617948,12.425,2022-06-30 23:47:29,103.0,25.5,90.0,294.0,31.0,95.5,20.0,35.799999999999955,35.799999999999955,-1.86,46.0,2022,6,30,23,4.34,206.0
,2906.49,12.634,4,101,50.4085909,-84.4618286,12.634,2022-06-30 23:47:30,104.0,25.5,90.0,351.0,31.0,95.5,20.0,35.60000000000002,35.60000000000002,-2.38,50.0,2022,6,30,23,4.34,206.0
,2921.24,14.658,4,100,50.4087492,-84.4618322,14.658,2022-06-30 23:47:31,106.0,32.0,95.0,467.0,31.0,93.5,20.0,35.39999999999998,35.39999999999998,-2.44,54.0,2022,6,30,23,4.34,206.0
,2934.54,13.676,4,100,50.4088904,-84.4618036,13.676,2022-06-30 23:47:32,106.0,33.5,96.0,413.0,31.0,92.0,20.0,35.39999999999998,35.39999999999998,-2.15,49.0,2022,6,30,23,4.34,206.0
,2947.12,12.964,4,100,50.4090238,-84.4617742,12.964,2022-06-30 23:47:33,104.0,28.5,93.0,375.0,31.5,93.5,20.0,35.39999999999998,35.39999999999998,-1.7,43.0,2022,6,30,23,4.34,206.0
,2959.98,12.739,4,100,50.4091593,-84.4617382,12.739,2022-06-30 23:47:34,102.0,27.0,92.0,394.0,32.5,96.5,20.0,35.39999999999998,35.39999999999998,-1.17,46.0,2022,6,30,23,4.34,206.0
,2972.04,12.187,4,99,50.4092839,-84.4616905,12.187,2022-06-30 23:47:35,100.0,29.0,89.5,442.0,32.5,96.5,20.0,35.200000000000045,35.200000000000045,-0.7,50.0,2022,6,30,23,4.34,206.0
,2982.35,10.779,4,99,50.4093933,-84.461668,10.779,2022-06-30 23:47:36,100.0,29.0,90.5,373.0,31.0,95.0,20.0,35.200000000000045,35.200000000000045,-0.45,49.0,2022,6,30,23,4.34,206.0
,2993.61,11.122,4,99,50.4095127,-84.4616924,11.122,2022-06-30 23:47:37,100.0,29.0,92.0,290.0,29.0,93.0,20.0,35.0,35.0,-0.45,48.0,2022,6,30,23,4.34,206.0
,3003.54,10.377,4,98,50.4095961,-84.4617807,10.377,2022-06-30 23:47:38,85.0,22.0,71.0,260.0,28.0,93.5,20.0,34.799999999999955,34.799999999999955,-0.63,37.0,2022,6,30,23,4.34,206.0
,3014.81,11.01,4,97,50.4096765,-84.4619026,11.01,2022-06-30 23:47:39,48.0,5.5,18.0,304.0,27.0,96.5,20.0,34.60000000000002,34.60000000000002,-0.92,9.0,2022,6,30,23,4.34,206.0
,3026.12,11.225,4,94,50.40973,-84.4620489,11.225,2022-06-30 23:47:40,44.0,17.0,52.0,445.0,27.0,97.5,20.0,34.60000000000002,34.60000000000002,-1.17,42.0,2022,6,30,23,4.34,206.0
,3036.82,10.795,4,92,50.4097635,-84.4621968,10.795,2022-06-30 23:47:41,98.0,33.0,98.0,459.0,28.5,98.0,20.0,34.60000000000002,34.60000000000002,-1.25,73.0,2022,6,30,23,4.34,206.0
,3048.08,11.153,4,90,50.4097839,-84.4623572,11.153,2022-06-30 23:47:42,98.0,33.5,97.5,423.0,32.5,98.5,20.0,34.60000000000002,34.60000000000002,-1.14,47.0,2022,6,30,23,4.34,206.0
,3058.83,10.93,4,89,50.409811,-84.4625083,10.93,2022-06-30 23:47:43,98.0,29.0,96.0,448.0,32.0,97.5,20.0,34.60000000000002,34.60000000000002,-0.89,45.0,2022,6,30,23,4.34,206.0
,3070.59,10.47,4,89,50.4098621,-84.4626635,10.47,2022-06-30 23:47:44,98.0,24.5,94.5,445.0,31.5,94.5,20.0,34.60000000000002,34.60000000000002,-0.5,45.0,2022,6,30,23,4.34,206.0
,3081.17,10.746,4,90,50.4099022,-84.4628066,10.746,2022-06-30 23:47:45,98.0,27.0,95.5,428.0,31.5,95.5,20.0,34.60000000000002,34.60000000000002,-0.14,47.0,2022,6,30,23,4.34,206.0
,3092.61,11.322,4,89,50.4099304,-84.4629675,11.322,2022-06-30 23:47:46,98.0,30.5,96.0,410.0,31.5,96.0,20.0,34.60000000000002,34.60000000000002,0.0,48.0,2022,6,30,23,4.34,206.0
,3104.49,11.704,4,88,50.4099547,-84.4631362,11.704,2022-06-30 23:47:47,97.0,33.0,97.0,352.0,31.5,97.0,20.0,34.60000000000002,34.60000000000002,0.0,50.0,2022,6,30,23,4.34,206.0
,3114.61,10.643,4,88,50.409965,-84.4632818,10.643,2022-06-30 23:47:48,96.0,33.0,97.0,339.0,31.5,97.0,20.0,34.60000000000002,34.60000000000002,0.0,50.0,2022,6,30,23,4.34,206.0
,3124.42,10.611,4,86,50.4099694,-84.4634235,10.611,2022-06-30 23:47:49,96.0,33.0,97.0,277.0,31.5,97.0,20.0,34.60000000000002,34.60000000000002,0.0,50.0,2022,6,30,23,4.34,206.0
,3134.9,9.49,4,85,50.4099959,-84.4635706,9.49,2022-06-30 23:47:50,96.0,33.0,97.0,292.0,31.5,97.0,20.0,34.60000000000002,34.60000000000002,0.0,51.0,2022,6,30,23,4.34,206.0
,3145.09,10.196,4,85,50.4100387,-84.4637061,10.196,2022-06-30 23:47:51,96.0,33.0,97.0,311.0,31.5,97.0,20.0,34.60000000000002,34.60000000000002,0.0,51.0,2022,6,30,23,4.34,206.0
,3156.02,10.7,4,87,50.4101177,-84.4638225,10.7,2022-06-30 23:47:52,97.0,33.0,97.0,342.0,31.5,97.0,20.0,34.39999999999998,34.39999999999998,-0.12,51.0,2022,6,30,23,4.34,206.0
,3166.44,10.658,4,86,50.4102,-84.4639245,10.658,2022-06-30 23:47:53,98.0,32.5,97.0,345.0,31.5,96.5,20.0,34.39999999999998,34.39999999999998,-0.38,51.0,2022,6,30,23,4.34,206.0
,3178.26,11.414,4,85,50.4103065,-84.4640173,11.414,2022-06-30 23:47:54,98.0,29.5,96.0,351.0,30.5,95.0,20.0,34.39999999999998,34.39999999999998,-0.39,51.0,2022,6,30,23,4.34,206.0
,3188.7,10.639,3,86,50.4104083,-84.4640803,10.639,2022-06-30 23:47:55,98.0,27.0,95.0,356.0,30.0,93.5,20.0,34.60000000000002,34.60000000000002,-0.13,50.0,2022,6,30,23,4.34,206.0
,3197.42,9.23,3,86,50.4104964,-84.464123,9.23,2022-06-30 23:47:56,97.0,26.0,94.5,354.0,29.5,93.0,20.0,34.60000000000002,34.60000000000002,0.0,50.0,2022,6,30,23,4.34,206.0
,3207.06,9.515,3,87,50.4105979,-84.4641498,9.515,2022-06-30 23:47:57,95.0,26.0,94.5,344.0,29.5,93.0,20.0,34.60000000000002,34.60000000000002,0.0,50.0,2022,6,30,23,4.34,206.0
,3217.87,10.739,3,87,50.4107135,-84.4641652,10.739,2022-06-30 23:47:58,95.0,26.0,94.5,315.0,29.5,93.0,20.0,34.60000000000002,34.60000000000002,0.0,50.0,2022,6,30,23,4.34,206.0
,3229.73,11.324,3,86,50.4108409,-84.4641686,11.324,2022-06-30 23:47:59,96.0,26.0,94.5,360.0,29.5,93.0,20.0,34.39999999999998,34.39999999999998,0.0,50.0,2022,6,30,23,4.34,206.0
,3238.92,10.089,4,85,50.4109395,-84.4641721,10.089,2022-06-30 23:48:00,97.0,26.0,92.0,346.0,29.0,92.5,20.0,34.39999999999998,34.39999999999998,0.0,50.0,2022,6,30,23,4.34,206.0
,3251.71,12.129,4,86,50.4110744,-84.4642056,12.129,2022-06-30 23:48:01,97.0,26.5,89.5,302.0,28.5,92.0,20.0,34.39999999999998,34.39999999999998,0.0,50.0,2022,6,30,23,4.34,206.0
,3262.3,10.722,4,86,50.4111781,-84.4642673,10.722,2022-06-30 23:48:02,95.0,26.5,89.5,304.0,28.5,92.0,20.0,34.200000000000045,34.200000000000045,-0.17,50.0,2022,6,30,23,4.34,206.0
,3275.42,12.552,4,87,50.4112998,-84.4643629,12.552,2022-06-30 23:48:03,96.0,26.5,89.5,299.0,28.5,92.0,20.0,34.200000000000045,34.200000000000045,-0.54,50.0,2022,6,30,23,4.34,206.0
,3287.41,12.129,4,86,50.4113917,-84.464484,12.129,2022-06-30 23:48:04,96.0,24.5,87.5,328.0,26.0,86.5,20.0,34.0,34.0,-0.81,52.0,2022,6,30,23,4.34,206.0
,3298.57,11.301,4,85,50.4114526,-84.4646227,11.301,2022-06-30 23:48:05,98.0,24.5,88.0,370.0,25.5,85.0,20.0,33.799999999999955,33.799999999999955,-0.92,51.0,2022,6,30,23,4.34,206.0
,3308.43,10.589,4,83,50.4114819,-84.4647596,10.589,2022-06-30 23:48:06,96.0,25.5,91.5,377.0,26.5,85.5,20.0,33.799999999999955,33.799999999999955,-1.0,48.0,2022,6,30,23,4.34,206.0
,3319.87,11.015,4,84,50.4115171,-84.464918,11.015,2022-06-30 23:48:07,95.0,30.5,99.0,376.0,28.5,89.5,20.0,33.799999999999955,33.799999999999955,-1.02,50.0,2022,6,30,23,4.34,206.0
,3330.95,11.029,4,83,50.4115435,-84.4650742,11.029,2022-06-30 23:48:08,95.0,25.0,88.0,360.0,26.5,93.5,20.0,33.60000000000002,33.60000000000002,-0.99,52.0,2022,6,30,23,4.34,206.0
,3342.68,11.59,4,84,50.4115729,-84.4652391,11.59,2022-06-30 23:48:09,105.0,23.5,83.5,406.0,28.0,92.0,20.0,33.60000000000002,33.60000000000002,-0.87,48.0,2022,6,30,23,4.34,206.0
,3354.3,11.562,3,84,50.411603,-84.4654021,11.562,2022-06-30 23:48:10,107.0,23.0,81.5,358.0,29.0,90.5,20.0,33.39999999999998,33.39999999999998,-0.74,46.0,2022,6,30,23,4.34,206.0
,3365.84,11.62,3,85,50.4116287,-84.4655653,11.62,2022-06-30 23:48:11,106.0,23.5,81.5,310.0,28.5,89.0,20.0,33.200000000000045,33.200000000000045,-0.75,46.0,2022,6,30,23,4.34,206.0
,3377.13,11.299,3,85,50.4116567,-84.4657242,11.299,2022-06-30 23:48:12,105.0,25.0,80.5,294.0,27.5,83.5,20.0,33.200000000000045,33.200000000000045,-0.84,46.0,2022,6,30,23,4.34,206.0
,3388.03,11.013,4,85,50.4116787,-84.465879,11.013,2022-06-30 23:48:13,104.0,20.5,73.5,321.0,28.0,85.5,20.0,33.0,33.0,-0.88,53.0,2022,6,30,23,4.34,206.0
,3399.01,11.095,4,86,50.4117077,-84.4660328,11.095,2022-06-30 23:48:14,105.0,21.0,74.0,301.0,25.0,79.5,20.0,33.0,33.0,-0.96,52.0,2022,6,30,23,4.34,206.0
,3411.24,11.762,4,87,50.4117538,-84.4661983,11.762,2022-06-30 23:48:15,106.0,19.5,73.5,260.0,23.5,79.0,20.0,32.799999999999955,32.799999999999955,-1.09,51.0,2022,6,30,23,4.34,206.0
,3422.05,11.268,4,87,50.4118001,-84.4663417,11.268,2022-06-30 23:48:16,106.0,18.5,72.5,266.0,23.5,80.5,20.0,32.60000000000002,32.60000000000002,-1.13,50.0,2022,6,30,23,4.34,206.0
,3431.56,11.011,4,86,50.4118373,-84.4664696,11.011,2022-06-30 23:48:17,106.0,20.0,71.0,277.0,23.0,78.0,20.0,32.60000000000002,32.60000000000002,-1.05,49.0,2022,6,30,23,4.34,206.0
,3442.15,11.012,4,86,50.4118807,-84.4666111,11.012,2022-06-30 23:48:18,106.0,20.0,71.0,290.0,23.0,78.0,20.0,32.60000000000002,32.60000000000002,-0.96,51.0,2022,6,30,23,4.34,206.0
,3453.45,11.004,4,85,50.4119356,-84.466757,11.004,2022-06-30 23:48:19,106.0,23.0,79.0,319.0,22.5,76.5,20.0,32.60000000000002,32.60000000000002,-0.87,54.0,2022,6,30,23,4.34,206.0
,3464.66,11.013,4,84,50.4119877,-84.466903,11.013,2022-06-30 23:48:20,106.0,23.5,80.0,313.0,25.0,80.5,20.0,32.60000000000002,32.60000000000002,-0.72,56.0,2022,6,30,23,4.34,206.0
,3475.62,10.905,4,85,50.4120296,-84.467051,10.905,2022-06-30 23:48:21,107.0,21.5,72.0,278.0,28.0,86.5,20.0,32.60000000000002,32.60000000000002,-0.42,56.0,2022,6,30,23,4.34,206.0
,3486.3,10.808,4,84,50.4120867,-84.4671848,10.808,2022-06-30 23:48:22,107.0,22.0,78.5,314.0,21.0,72.5,20.0,32.60000000000002,32.60000000000002,-0.12,56.0,2022,6,30,23,4.34,206.0
,3497.7,10.689,4,84,50.4121413,-84.4673324,10.689,2022-06-30 23:48:23,106.0,21.5,76.5,321.0,20.5,71.5,20.0,32.60000000000002,32.60000000000002,0.0,56.0,2022,6,30,23,4.34,206.0
,3509.03,10.496,4,84,50.412205,-84.4674719,10.496,2022-06-30 23:48:24,106.0,23.0,80.5,323.0,24.0,79.0,20.0,32.60000000000002,32.60000000000002,0.0,56.0,2022,6,30,23,4.34,206.0
,3519.94,10.669,4,85,50.4122715,-84.4676017,10.669,2022-06-30 23:48:25,105.0,25.0,86.5,314.0,28.0,87.0,20.0,32.60000000000002,32.60000000000002,0.0,56.0,2022,6,30,23,4.34,206.0
,3530.72,10.689,4,85,50.4123438,-84.4677235,10.689,2022-06-30 23:48:26,105.0,25.0,86.5,280.0,28.0,87.0,20.0,32.60000000000002,32.60000000000002,0.0,56.0,2022,6,30,23,4.34,206.0
,3541.19,10.683,4,85,50.4124149,-84.4678408,10.683,2022-06-30 23:48:27,105.0,25.0,86.5,273.0,28.0,87.0,20.0,32.60000000000002,32.60000000000002,0.0,56.0,2022,6,30,23,4.34,206.0
,3552.25,10.661,4,86,50.4124949,-84.4679589,10.661,2022-06-30 23:48:28,104.0,25.0,86.5,312.0,28.0,87.0,20.0,32.799999999999955,32.799999999999955,0.0,56.0,2022,6,30,23,4.34,206.0
,3563.12,10.688,4,86,50.4125793,-84.4680675,10.688,2022-06-30 23:48:29,104.0,25.0,86.5,314.0,28.0,87.0,20.0,32.799999999999955,32.799999999999955,0.0,56.0,2022,6,30,23,4.34,206.0
,3574.78,10.789,4,85,50.4126698,-84.4681841,10.789,2022-06-30 23:48:30,104.0,25.0,86.5,302.0,28.0,87.0,20.0,32.799999999999955,32.799999999999955,0.0,55.0,2022,6,30,23,4.34,206.0
,3585.77,10.799,4,84,50.4127576,-84.4682902,10.799,2022-06-30 23:48:31,104.0,25.0,86.5,294.0,28.0,87.0,20.0,32.799999999999955,32.799999999999955,0.0,51.0,2022,6,30,23,4.34,206.0
,3597.48,10.776,4,84,50.4128503,-84.4684046,10.776,2022-06-30 23:48:32,104.0,25.0,86.5,279.0,28.0,87.0,20.0,33.0,33.0,0.0,50.0,2022,6,30,23,4.34,206.0
,3609.1,10.854,4,85,50.4129406,-84.4685206,10.854,2022-06-30 23:48:33,105.0,25.0,86.5,270.0,28.0,87.0,20.0,33.0,33.0,0.0,50.0,2022,6,30,23,4.34,206.0
,3621.18,10.83,4,84,50.4130363,-84.4686385,10.83,2022-06-30 23:48:34,105.0,25.0,86.5,274.0,28.0,87.0,20.0,33.0,33.0,0.0,50.0,2022,6,30,23,4.34,206.0
,3632.65,10.739,4,83,50.4131292,-84.4687474,10.739,2022-06-30 23:48:35,105.0,24.5,84.0,276.0,27.0,84.5,20.0,33.0,33.0,0.0,50.0,2022,6,30,23,4.34,206.0
,3643.68,10.896,4,83,50.4132175,-84.4688536,10.896,2022-06-30 23:48:36,105.0,23.0,79.0,265.0,25.0,79.5,20.0,33.0,33.0,0.0,50.0,2022,6,30,23,4.34,206.0
,3655.21,10.877,4,82,50.4133118,-84.4689618,10.877,2022-06-30 23:48:37,105.0,22.5,77.5,302.0,24.5,78.0,20.0,33.0,33.0,0.0,50.0,2022,6,30,23,4.34,206.0
,3666.66,10.903,4,83,50.4133982,-84.4690795,10.903,2022-06-30 23:48:38,106.0,22.5,77.5,279.0,24.5,78.0,20.0,33.0,33.0,0.0,50.0,2022,6,30,23,4.34,206.0
,3677.25,11.025,4,83,50.4134757,-84.4691916,11.025,2022-06-30 23:48:39,106.0,22.5,77.5,274.0,24.5,78.0,20.0,33.0,33.0,0.0,52.0,2022,6,30,23,4.34,206.0
,3688.97,11.059,4,84,50.4135623,-84.4693146,11.059,2022-06-30 23:48:40,106.0,22.5,75.5,262.0,24.0,77.5,20.0,33.0,33.0,0.0,52.0,2022,6,30,23,4.34,206.0
,3701.23,10.932,4,85,50.4136609,-84.469432,10.932,2022-06-30 23:48:41,107.0,24.0,76.5,231.0,23.5,76.0,20.0,33.0,33.0,0.0,50.0,2022,6,30,23,4.34,206.0
,3711.78,11.012,4,85,50.4137495,-84.4695272,11.012,2022-06-30 23:48:42,107.0,24.0,76.5,279.0,23.5,76.0,20.0,33.0,33.0,0.0,52.0,2022,6,30,23,4.34,206.0
,3723.24,11.231,4,85,50.4138432,-84.4696345,11.231,2022-06-30 23:48:43,107.0,24.0,80.5,278.0,23.5,76.0,20.0,33.0,33.0,0.0,53.0,2022,6,30,23,4.34,206.0
,3734.94,11.257,4,84,50.4139432,-84.469737,11.257,2022-06-30 23:48:44,108.0,24.5,84.5,267.0,24.0,76.0,20.0,33.0,33.0,0.0,54.0,2022,6,30,23,4.34,206.0
,3746.53,11.349,4,85,50.4140424,-84.4698382,11.349,2022-06-30 23:48:45,109.0,23.5,76.5,233.0,22.0,78.0,20.0,33.200000000000045,33.200000000000045,0.0,53.0,2022,6,30,23,4.34,206.0
,3757.76,11.448,4,85,50.4141455,-84.4699225,11.448,2022-06-30 23:48:46,109.0,22.0,74.0,241.0,24.0,75.5,20.0,33.0,33.0,0.0,55.0,2022,6,30,23,4.34,206.0
,3769.36,11.36,4,84,50.4142545,-84.4700037,11.36,2022-06-30 23:48:47,109.0,21.0,73.0,228.0,23.5,71.0,20.0,33.0,33.0,0.0,50.0,2022,6,30,23,4.34,206.0
,3779.11,11.323,3,86,50.4143462,-84.4700715,11.323,2022-06-30 23:48:48,109.0,21.0,73.0,221.0,23.0,70.5,20.0,32.799999999999955,32.799999999999955,0.0,50.0,2022,6,30,23,4.34,206.0
,3789.67,11.311,3,87,50.4144456,-84.470145,11.311,2022-06-30 23:48:49,109.0,22.0,75.0,246.0,22.5,73.0,20.0,32.60000000000002,32.60000000000002,-0.19,54.0,2022,6,30,23,4.34,206.0
,3800.31,11.311,3,88,50.4145485,-84.4702121,11.311,2022-06-30 23:48:50,109.0,22.5,77.0,270.0,23.0,74.0,20.0,32.60000000000002,32.60000000000002,-0.59,56.0,2022,6,30,23,4.34,206.0
,3811.42,11.055,3,88,50.4146572,-84.4702781,11.055,2022-06-30 23:48:51,109.0,23.0,81.0,322.0,25.0,77.0,20.0,32.60000000000002,32.60000000000002,-0.86,56.0,2022,6,30,23,4.34,206.0
,3822.34,11.314,3,89,50.4147641,-84.4703433,11.314,2022-06-30 23:48:52,110.0,25.0,83.5,314.0,25.5,78.0,20.0,32.39999999999998,32.39999999999998,-0.91,50.0,2022,6,30,23,4.34,206.0
,3833.05,11.426,3,90,50.4148717,-84.4703978,11.426,2022-06-30 23:48:53,110.0,25.0,82.0,292.0,26.5,80.5,20.0,32.60000000000002,32.60000000000002,-0.82,47.0,2022,6,30,23,4.34,206.0
,3843.28,11.331,3,90,50.4149774,-84.4704383,11.331,2022-06-30 23:48:54,111.0,23.5,77.5,265.0,27.5,84.0,20.0,32.39999999999998,32.39999999999998,-0.51,47.0,2022,6,30,23,4.34,206.0
,3854.52,11.235,3,91,50.4150929,-84.4704859,11.235,2022-06-30 23:48:55,110.0,24.5,78.5,311.0,27.5,84.0,20.0,32.39999999999998,32.39999999999998,-0.14,48.0,2022,6,30,23,4.34,206.0
,3865.26,11.117,3,92,50.4152053,-84.4705205,11.117,2022-06-30 23:48:56,110.0,24.5,79.5,332.0,27.0,80.5,20.0,32.60000000000002,32.60000000000002,0.0,51.0,2022,6,30,23,4.34,206.0
,3876.46,11.128,3,92,50.415324,-84.4705466,11.128,2022-06-30 23:48:57,109.0,25.0,80.0,353.0,26.5,77.0,20.0,32.799999999999955,32.799999999999955,0.23,54.0,2022,6,30,23,4.34,206.0
,3887.24,11.315,3,92,50.4154374,-84.4705781,11.315,2022-06-30 23:48:58,109.0,25.0,80.5,391.0,26.0,75.0,20.0,33.200000000000045,33.200000000000045,0.68,53.0,2022,6,30,23,4.34,206.0
,3897.42,10.692,3,95,50.4155411,-84.4706244,10.692,2022-06-30 23:48:59,108.0,25.0,80.5,445.0,26.0,75.0,20.0,33.60000000000002,33.60000000000002,1.05,50.0,2022,6,30,23,4.34,206.0
,3907.03,10.58,3,95,50.4156346,-84.4706831,10.58,2022-06-30 23:49:00,109.0,25.5,83.5,455.0,26.5,78.5,20.0,34.0,34.0,1.6,49.0,2022,6,30,23,4.34,206.0
,3917.35,10.29,3,93,50.4157243,-84.4707704,10.29,2022-06-30 23:49:01,110.0,26.5,86.0,465.0,27.0,82.0,20.0,34.39999999999998,34.39999999999998,2.35,48.0,2022,6,30,23,4.34,206.0
,3927.09,9.715,3,93,50.4157992,-84.4708686,9.715,2022-06-30 23:49:02,110.0,27.0,89.0,475.0,27.5,85.0,20.0,34.799999999999955,34.799999999999955,3.0,48.0,2022,6,30,23,4.34,206.0
,3936.49,9.397,3,92,50.4158613,-84.4709757,9.397,2022-06-30 23:49:03,111.0,27.5,91.5,485.0,28.0,88.5,20.0,35.39999999999998,35.39999999999998,3.66,47.0,2022,6,30,23,4.34,206.0
,3945.19,9.421,3,92,50.4159117,-84.4710815,9.421,2022-06-30 23:49:04,112.0,28.0,94.5,495.0,28.5,92.0,20.0,35.799999999999955,35.799999999999955,4.45,46.0,2022,6,30,23,4.34,206.0
,3954.79,9.21,3,92,50.4159552,-84.4712073,9.21,2022-06-30 23:49:05,113.0,29.0,97.5,505.0,29.0,95.0,20.0,36.200000000000045,36.200000000000045,5.03,45.0,2022,6,30,23,4.34,206.0
,3963.7,8.76,3,92,50.415997,-84.4713231,8.76,2022-06-30 23:49:06,109.0,29.0,98.0,487.0,29.0,96.0,20.0,36.60000000000002,36.60000000000002,5.22,45.0,2022,6,30,23,4.34,206.0
,3972.67,8.894,3,91,50.416029,-84.4714455,8.894,2022-06-30 23:49:07,103.0,29.0,98.0,465.0,29.0,96.0,20.0,37.0,37.0,5.23,45.0,2022,6,30,23,4.34,206.0
,3981.66,8.747,3,92,50.4160611,-84.471568,8.747,2022-06-30 23:49:08,101.0,28.5,96.5,446.0,28.5,95.0,20.0,37.39999999999998,37.39999999999998,5.14,45.0,2022,6,30,23,4.34,206.0
,3990.88,8.973,3,91,50.4160813,-84.4716986,8.973,2022-06-30 23:49:09,101.0,28.0,95.0,428.0,27.5,93.5,20.0,37.799999999999955,37.799999999999955,4.91,45.0,2022,6,30,23,4.34,206.0
,4000.26,9.171,3,90,50.4160915,-84.4718334,9.171,2022-06-30 23:49:10,100.0,26.5,92.5,411.0,27.0,92.5,20.0,38.0,38.0,4.39,47.0,2022,6,30,23,4.34,206.0
,4010.13,9.539,3,90,50.416088,-84.471976,9.539,2022-06-30 23:49:11,100.0,25.0,90.0,394.0,26.5,92.0,20.0,38.200000000000045,38.200000000000045,3.68,49.0,2022,6,30,23,4.34,206.0
,4020.07,9.668,3,90,50.4160784,-84.4721191,9.668,2022-06-30 23:49:12,100.0,24.0,87.5,378.0,25.5,91.0,20.0,38.39999999999998,38.39999999999998,3.09,52.0,2022,6,30,23,4.34,206.0
,4030.42,9.652,3,90,50.4160645,-84.4722676,9.652,2022-06-30 23:49:13,102.0,22.5,85.0,375.0,25.0,89.0,20.0,38.60000000000002,38.60000000000002,2.59,52.0,2022,6,30,23,4.34,206.0
