distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,cadence,calories,descent,enhanced_altitude,grade,left_right_balance,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
932.74,7.553,3,50.5282347,-84.8138611,7.553,2023-02-15 15:02:21,8.800000000000011,7.0,,95.0,24.0,5.0,8.800000000000011,2.16,52.0,276.0,28.0,92.0,27.5,90.0,11.0,2023,2,15,15,6.23,6.0
941.66,7.758,3,50.5283262,-84.8139037,7.758,2023-02-15 15:02:22,9.0,7.0,,96.0,24.0,5.0,9.0,2.07,49.0,276.0,27.0,88.0,26.0,89.0,11.0,2023,2,15,15,6.23,6.0
949.64,7.926,3,50.5284101,-84.8139406,7.926,2023-02-15 15:02:23,9.199999999999989,7.0,,97.0,25.0,5.0,9.199999999999989,1.92,49.0,271.0,26.5,85.0,25.5,88.0,11.0,2023,2,15,15,6.23,6.0
957.95,7.95,3,50.5284955,-84.8139766,7.95,2023-02-15 15:02:24,9.199999999999989,7.0,,98.0,25.0,5.0,9.199999999999989,1.77,49.0,267.0,25.5,82.5,25.0,87.0,11.0,2023,2,15,15,6.23,6.0
966.58,8.306,3,50.5285824,-84.8140132,8.306,2023-02-15 15:02:25,9.399999999999977,7.0,,96.0,25.0,5.0,9.399999999999977,1.61,50.0,268.0,24.0,80.5,25.0,85.5,11.0,2023,2,15,15,6.23,6.0
974.79,8.182,3,50.528668,-84.8140496,8.182,2023-02-15 15:02:26,9.399999999999977,8.0,,96.0,25.0,5.0,9.399999999999977,1.4,50.0,279.0,24.5,80.0,25.0,84.5,11.0,2023,2,15,15,6.23,6.0
983.06,8.407,3,50.5287506,-84.8140877,8.407,2023-02-15 15:02:27,9.199999999999989,8.0,,97.0,26.0,5.0,9.199999999999989,1.19,51.0,275.0,25.0,82.5,25.0,87.0,11.0,2023,2,15,15,6.23,6.0
991.42,8.327,3,50.528836,-84.8141313,8.327,2023-02-15 15:02:28,9.199999999999989,8.0,,97.0,26.0,5.0,9.199999999999989,0.33,50.0,267.0,25.5,83.0,25.5,89.0,11.0,2023,2,15,15,6.23,6.0
999.86,8.515,3,50.5289205,-84.8141699,8.515,2023-02-15 15:02:29,9.399999999999977,8.0,,93.0,26.0,5.0,9.399999999999977,0.57,47.0,264.0,24.0,75.5,25.5,86.0,11.0,2023,2,15,15,6.23,6.0
1008.57,8.664,3,50.5290094,-84.8142135,8.664,2023-02-15 15:02:30,9.399999999999977,8.0,,93.0,27.0,5.0,9.399999999999977,0.23,45.0,286.0,30.0,88.5,26.0,90.0,10.0,2023,2,15,15,6.23,6.0
1017.05,8.694,3,50.5290928,-84.8142515,8.694,2023-02-15 15:02:31,9.399999999999977,8.0,,94.0,27.0,5.0,9.399999999999977,0.0,42.0,279.0,30.0,89.5,25.5,89.0,10.0,2023,2,15,15,6.23,6.0
1025.52,8.818,3,50.5291812,-84.8142961,8.818,2023-02-15 15:02:32,9.399999999999977,8.0,,95.0,27.0,5.0,9.399999999999977,0.0,44.0,257.0,28.5,88.0,25.0,87.0,10.0,2023,2,15,15,6.23,6.0
1034.39,8.945,3,50.5292701,-84.8143407,8.945,2023-02-15 15:02:33,9.399999999999977,8.0,,97.0,27.0,5.0,9.399999999999977,0.0,47.0,251.0,27.0,86.5,24.0,85.0,10.0,2023,2,15,15,6.23,6.0
1043.32,9.069,3,50.5293617,-84.8143791,9.069,2023-02-15 15:02:34,9.600000000000023,8.0,,98.0,28.0,5.0,9.600000000000023,0.0,50.0,251.0,25.5,84.0,23.5,83.0,10.0,2023,2,15,15,6.23,6.0
1052.42,9.139,3,50.5294524,-84.8144249,9.139,2023-02-15 15:02:35,9.600000000000023,8.0,,98.0,28.0,5.0,9.600000000000023,0.0,53.0,224.0,21.0,71.5,23.0,81.5,10.0,2023,2,15,15,6.23,6.0
1061.2,9.103,3,50.5295389,-84.81447,9.103,2023-02-15 15:02:36,9.600000000000023,8.0,,98.0,28.0,5.0,9.600000000000023,0.0,56.0,206.0,23.5,77.5,21.5,75.0,10.0,2023,2,15,15,6.23,6.0
1069.71,8.929,3,50.5296278,-84.8145148,8.929,2023-02-15 15:02:37,9.800000000000011,8.0,,95.0,28.0,5.0,9.800000000000011,0.0,65.0,214.0,26.5,88.0,23.0,78.5,10.0,2023,2,15,15,6.23,6.0
1078.58,9.146,3,50.5297162,-84.8145592,9.146,2023-02-15 15:02:38,9.600000000000023,8.0,,92.0,28.0,5.0,9.600000000000023,0.0,61.0,242.0,28.5,94.5,26.0,88.0,10.0,2023,2,15,15,6.23,6.0
1087.7,9.127,3,50.5298077,-84.8145976,9.127,2023-02-15 15:02:39,9.800000000000011,8.0,,93.0,29.0,5.0,9.800000000000011,0.0,52.0,274.0,28.0,93.5,27.0,90.5,10.0,2023,2,15,15,6.23,6.0
1096.88,9.371,3,50.5298988,-84.8146427,9.371,2023-02-15 15:02:40,9.600000000000023,8.0,,94.0,29.0,5.0,9.600000000000023,0.0,50.0,318.0,27.5,92.5,28.0,93.5,10.0,2023,2,15,15,6.23,6.0
1106.44,9.479,3,50.5299953,-84.8146887,9.479,2023-02-15 15:02:41,9.600000000000023,8.0,,95.0,29.0,5.0,9.600000000000023,0.0,49.0,307.0,27.0,88.5,27.5,93.5,10.0,2023,2,15,15,6.23,6.0
1115.88,9.324,3,50.5300908,-84.8147359,9.324,2023-02-15 15:02:42,9.600000000000023,8.0,,96.0,30.0,5.0,9.600000000000023,0.0,46.0,290.0,26.0,84.0,27.0,93.0,10.0,2023,2,15,15,6.23,6.0
1125.09,9.591,3,50.5301842,-84.8147873,9.591,2023-02-15 15:02:43,9.600000000000023,8.0,,96.0,30.0,5.0,9.600000000000023,0.0,45.0,270.0,25.0,80.5,26.0,90.0,10.0,2023,2,15,15,6.23,6.0
1133.43,9.675,3,50.5302706,-84.8148267,9.675,2023-02-15 15:02:44,9.600000000000023,8.0,,96.0,30.0,5.0,9.600000000000023,0.0,47.0,248.0,23.5,79.5,23.5,82.0,10.0,2023,2,15,15,6.23,6.0
1144.54,9.452,2,50.5303825,-84.8148818,9.452,2023-02-15 15:02:45,9.600000000000023,8.0,,96.0,30.0,5.0,9.600000000000023,0.0,49.0,235.0,23.5,82.0,23.5,82.0,10.0,2023,2,15,15,6.23,6.0
1153.99,9.476,2,50.5304775,-84.8149343,9.476,2023-02-15 15:02:46,9.600000000000023,8.0,,96.0,31.0,5.0,9.600000000000023,0.0,50.0,239.0,23.5,85.5,24.0,83.5,10.0,2023,2,15,15,6.23,6.0
1163.35,9.514,2,50.5305718,-84.8149792,9.514,2023-02-15 15:02:47,9.600000000000023,8.0,,97.0,31.0,5.0,9.600000000000023,0.0,52.0,246.0,23.0,85.0,24.5,85.0,10.0,2023,2,15,15,6.23,6.0
1172.64,9.647,2,50.5306653,-84.8150237,9.647,2023-02-15 15:02:48,9.800000000000011,8.0,,97.0,31.0,5.0,9.800000000000011,0.0,54.0,254.0,22.0,79.0,25.0,86.0,10.0,2023,2,15,15,6.23,6.0
1182.7,9.608,2,50.5307653,-84.8150727,9.608,2023-02-15 15:02:49,9.800000000000011,8.0,,98.0,31.0,5.0,9.800000000000011,0.0,56.0,251.0,23.5,82.5,25.5,86.5,10.0,2023,2,15,15,6.23,6.0
1192.54,9.795,2,50.5308652,-84.8151255,9.795,2023-02-15 15:02:50,9.800000000000011,8.0,,98.0,32.0,5.0,9.800000000000011,0.0,58.0,249.0,25.0,86.0,26.0,87.5,10.0,2023,2,15,15,6.23,6.0
1202.38,9.856,2,50.5309655,-84.815171,9.856,2023-02-15 15:02:51,10.0,8.0,,99.0,32.0,5.0,10.0,0.0,48.0,248.0,26.0,87.0,25.0,85.0,10.0,2023,2,15,15,6.23,6.0
1212.06,9.786,2,50.5310636,-84.8152177,9.786,2023-02-15 15:02:52,10.0,8.0,,99.0,32.0,5.0,10.0,0.0,48.0,232.0,27.5,86.5,23.5,81.0,10.0,2023,2,15,15,6.23,6.0
1221.95,9.804,2,50.5311615,-84.8152713,9.804,2023-02-15 15:02:53,10.0,8.0,,99.0,32.0,5.0,10.0,0.0,52.0,167.0,28.5,86.0,22.0,77.0,10.0,2023,2,15,15,6.23,6.0
1231.81,9.775,2,50.5312612,-84.8153184,9.775,2023-02-15 15:02:54,10.199999999999989,8.0,,99.0,32.0,5.0,10.199999999999989,0.0,46.0,158.0,30.0,85.0,20.5,73.0,10.0,2023,2,15,15,6.23,6.0
1241.77,9.713,2,50.5313612,-84.8153712,9.713,2023-02-15 15:02:55,10.199999999999989,8.0,,101.0,33.0,5.0,10.199999999999989,0.0,53.0,165.0,23.5,70.0,23.0,74.0,10.0,2023,2,15,15,6.23,6.0
1251.29,9.54,2,50.5314588,-84.8154159,9.54,2023-02-15 15:02:56,10.0,8.0,,100.0,33.0,5.0,10.0,0.0,55.0,169.0,20.5,65.5,23.5,75.0,10.0,2023,2,15,15,6.23,6.0
1261.02,9.665,2,50.5315547,-84.8154612,9.665,2023-02-15 15:02:57,10.0,8.0,,95.0,33.0,5.0,10.0,0.0,56.0,171.0,21.0,70.5,23.5,76.5,10.0,2023,2,15,15,6.23,6.0
1270.99,9.877,2,50.5316577,-84.815508,9.877,2023-02-15 15:02:58,10.199999999999989,8.0,,86.0,33.0,5.0,10.199999999999989,0.0,57.0,172.0,22.5,75.0,25.5,81.0,10.0,2023,2,15,15,6.23,6.0
1281.08,10.105,2,50.5317593,-84.8155556,10.105,2023-02-15 15:02:59,10.0,8.0,,82.0,33.0,5.0,10.0,0.0,56.0,223.0,24.0,79.5,27.5,85.5,10.0,2023,2,15,15,6.23,6.0
1291.28,10.275,2,50.5318627,-84.8156101,10.275,2023-02-15 15:03:00,10.0,8.0,,85.0,34.0,5.0,10.0,0.0,54.0,258.0,25.0,84.0,29.5,90.0,10.0,2023,2,15,15,6.23,6.0
1301.43,10.199,2,50.5319628,-84.8156642,10.199,2023-02-15 15:03:01,10.0,8.0,,86.0,34.0,5.0,10.0,0.0,51.0,280.0,26.5,88.5,31.5,94.5,10.0,2023,2,15,15,6.23,6.0
1311.65,10.041,2,50.532067,-84.8157172,10.041,2023-02-15 15:03:02,9.800000000000011,8.0,,87.0,34.0,5.0,9.800000000000011,0.0,50.0,271.0,26.5,89.5,31.5,95.0,10.0,2023,2,15,15,6.23,6.0
1321.96,10.231,2,50.5321686,-84.8157643,10.231,2023-02-15 15:03:03,9.800000000000011,8.0,,87.0,34.0,5.0,9.800000000000011,0.0,52.0,257.0,24.0,84.5,28.5,88.5,10.0,2023,2,15,15,6.23,6.0
1332.19,10.363,2,50.5322749,-84.8158163,10.363,2023-02-15 15:03:04,9.800000000000011,8.0,,87.0,35.0,5.0,9.800000000000011,0.0,51.0,228.0,23.0,83.5,27.0,86.5,10.0,2023,2,15,15,6.23,6.0
1342.74,10.438,2,50.5323816,-84.8158645,10.438,2023-02-15 15:03:05,9.600000000000023,8.0,,88.0,35.0,5.0,9.600000000000023,0.0,50.0,229.0,23.0,85.0,26.5,87.5,10.0,2023,2,15,15,6.23,6.0
1353.21,10.409,2,50.5324875,-84.8159175,10.409,2023-02-15 15:03:06,9.399999999999977,8.0,,89.0,35.0,5.0,9.399999999999977,0.0,49.0,232.0,22.5,85.0,25.5,87.5,10.0,2023,2,15,15,6.23,6.0
1363.83,10.573,2,50.5325958,-84.8159648,10.573,2023-02-15 15:03:07,9.199999999999989,8.0,,90.0,35.0,5.0,9.199999999999989,0.0,48.0,216.0,19.0,69.5,23.0,80.0,10.0,2023,2,15,15,6.23,6.0
1374.42,10.527,2,50.5327013,-84.8160193,10.527,2023-02-15 15:03:08,9.199999999999989,8.0,,90.0,35.0,5.0,9.199999999999989,0.0,46.0,180.0,18.0,67.0,22.5,79.0,10.0,2023,2,15,15,6.23,6.0
1385.04,10.476,2,50.5328106,-84.8160722,10.476,2023-02-15 15:03:09,9.0,8.0,,91.0,36.0,5.0,9.0,0.0,51.0,162.0,20.5,74.0,22.5,77.5,10.0,2023,2,15,15,6.23,6.0
1395.64,10.654,2,50.5329177,-84.8161189,10.654,2023-02-15 15:03:10,8.800000000000011,8.0,,91.0,36.0,5.0,8.800000000000011,0.0,51.0,153.0,22.5,76.5,21.5,74.0,10.0,2023,2,15,15,6.23,6.0
1406.22,10.638,2,50.5330224,-84.8161731,10.638,2023-02-15 15:03:11,8.399999999999977,8.0,,91.0,36.0,5.0,8.399999999999977,0.0,47.0,134.0,19.0,63.0,20.0,70.0,10.0,2023,2,15,15,6.23,6.0
1416.96,10.607,2,50.5331324,-84.8162281,10.607,2023-02-15 15:03:12,8.199999999999989,8.0,,91.0,36.0,5.0,8.199999999999989,0.0,45.0,110.0,15.5,50.0,18.5,65.5,10.0,2023,2,15,15,6.23,6.0
1427.74,10.611,2,50.5332418,-84.8162832,10.611,2023-02-15 15:03:13,8.0,8.0,,91.0,36.0,5.0,8.0,0.0,49.0,107.0,16.5,58.5,19.0,62.5,10.0,2023,2,15,15,6.23,6.0
1438.37,10.653,2,50.5333463,-84.8163373,10.653,2023-02-15 15:03:14,7.800000000000011,8.0,,92.0,36.0,5.0,7.800000000000011,0.0,53.0,135.0,18.5,68.0,19.5,63.5,10.0,2023,2,15,15,6.23,6.0
1449.16,10.789,2,50.5334551,-84.8163917,10.789,2023-02-15 15:03:15,7.600000000000023,8.0,,92.0,36.0,5.0,7.600000000000023,0.0,54.0,176.0,21.0,76.0,20.0,68.0,10.0,2023,2,15,15,6.23,6.0
1460.14,10.729,2,50.5335663,-84.8164469,10.729,2023-02-15 15:03:16,7.399999999999977,8.0,,92.0,37.0,5.0,7.399999999999977,0.0,55.0,208.0,23.0,81.0,21.0,72.5,10.0,2023,2,15,15,6.23,6.0
1471.04,10.765,2,50.5336785,-84.8164994,10.765,2023-02-15 15:03:17,7.199999999999989,8.0,,88.0,37.0,5.0,7.199999999999989,0.0,56.0,204.0,18.0,65.5,23.5,78.5,10.0,2023,2,15,15,6.23,6.0
1482.04,10.741,2,50.5337891,-84.8165473,10.741,2023-02-15 15:03:18,6.800000000000011,8.0,,84.0,37.0,5.0,6.800000000000011,0.0,58.0,182.0,26.0,83.5,24.0,79.5,10.0,2023,2,15,15,6.23,6.0
1492.92,10.633,2,50.5338979,-84.8166017,10.633,2023-02-15 15:03:19,6.600000000000023,8.0,,82.0,37.0,6.0,6.600000000000023,-1.51,56.0,197.0,28.5,90.5,26.0,82.5,10.0,2023,2,15,15,6.23,6.0
1503.66,10.905,2,50.5340079,-84.8166542,10.905,2023-02-15 15:03:20,6.399999999999977,8.0,,82.0,38.0,7.0,6.399999999999977,-2.18,54.0,226.0,26.5,87.0,28.0,85.5,10.0,2023,2,15,15,6.23,6.0
1514.92,11.252,2,50.5341257,-84.8166998,11.252,2023-02-15 15:03:21,6.199999999999989,8.0,,84.0,38.0,7.0,6.199999999999989,-2.15,52.0,276.0,24.5,83.0,28.5,86.0,10.0,2023,2,15,15,6.23,6.0
1526.44,11.626,2,50.534241,-84.8167474,11.626,2023-02-15 15:03:22,5.800000000000011,8.0,,90.0,38.0,7.0,5.800000000000011,-2.06,49.0,299.0,23.0,79.0,28.5,87.0,10.0,2023,2,15,15,6.23,6.0
1538.05,11.513,2,50.5343591,-84.8168023,11.513,2023-02-15 15:03:23,5.600000000000023,8.0,,91.0,38.0,7.0,5.600000000000023,-1.98,52.0,324.0,21.0,75.0,29.0,87.5,10.0,2023,2,15,15,6.23,6.0
1549.33,11.181,2,50.5344717,-84.8168581,11.181,2023-02-15 15:03:24,5.399999999999977,8.0,,89.0,39.0,7.0,5.399999999999977,-1.91,53.0,324.0,19.5,71.0,29.5,88.5,10.0,2023,2,15,15,6.23,6.0
1560.49,11.052,2,50.5345845,-84.8169204,11.052,2023-02-15 15:03:25,5.399999999999977,8.0,,71.0,39.0,8.0,5.399999999999977,-1.79,52.0,288.0,17.5,68.5,29.0,87.0,10.0,2023,2,15,15,6.23,6.0
1571.16,10.428,2,50.534689,-84.816975,10.428,2023-02-15 15:03:26,5.399999999999977,8.0,,53.0,39.0,8.0,5.399999999999977,-1.64,52.0,252.0,12.5,74.0,24.0,72.5,10.0,2023,2,15,15,6.23,6.0
1581.22,10.158,2,50.5347901,-84.8170281,10.158,2023-02-15 15:03:27,5.399999999999977,8.0,,35.0,39.0,8.0,5.399999999999977,-1.43,51.0,215.0,8.0,80.0,19.5,58.5,10.0,2023,2,15,15,6.23,6.0
1591.61,10.077,2,50.534893,-84.8170855,10.077,2023-02-15 15:03:28,5.600000000000023,8.0,,25.0,39.0,8.0,5.600000000000023,-1.18,67.0,86.0,3.0,85.5,14.5,44.0,10.0,2023,2,15,15,6.23,6.0
1601.94,10.208,2,50.534998,-84.8171481,10.208,2023-02-15 15:03:29,5.600000000000023,8.0,,31.0,39.0,8.0,5.600000000000023,-0.33,85.0,88.0,8.0,91.5,11.5,35.0,10.0,2023,2,15,15,6.23,6.0
1611.9,9.733,2,50.5350961,-84.8172026,9.733,2023-02-15 15:03:30,5.600000000000023,8.0,,71.0,39.0,8.0,5.600000000000023,0.0,82.0,114.0,25.5,92.0,13.5,42.0,10.0,2023,2,15,15,6.23,6.0
1621.26,8.781,2,50.5351853,-84.8172572,8.781,2023-02-15 15:03:31,5.600000000000023,8.0,,77.0,40.0,8.0,5.600000000000023,0.0,54.0,179.0,19.0,61.0,28.5,92.0,10.0,2023,2,15,15,6.23,6.0
1629.65,8.056,2,50.535267,-84.8173081,8.056,2023-02-15 15:03:32,5.600000000000023,8.0,,62.0,40.0,8.0,5.600000000000023,0.0,67.0,139.0,7.5,27.0,21.5,62.0,10.0,2023,2,15,15,6.23,6.0
1637.65,7.756,2,50.5353483,-84.817346,7.756,2023-02-15 15:03:33,5.800000000000011,8.0,,46.0,40.0,8.0,5.800000000000011,0.0,63.0,105.0,10.0,35.5,13.5,61.5,10.0,2023,2,15,15,6.23,6.0
1645.37,8.116,2,50.5354273,-84.8173882,8.116,2023-02-15 15:03:34,5.800000000000011,8.0,,43.0,40.0,8.0,5.800000000000011,0.0,58.0,72.0,21.0,68.5,6.0,82.0,10.0,2023,2,15,15,6.23,6.0
1654.36,8.41,2,50.5355191,-84.8174269,8.41,2023-02-15 15:03:35,5.800000000000011,8.0,,81.0,40.0,8.0,5.800000000000011,0.0,53.0,190.0,30.5,96.5,4.0,99.5,10.0,2023,2,15,15,6.23,6.0
1662.63,8.321,2,50.5356055,-84.8174628,8.321,2023-02-15 15:03:36,5.800000000000011,8.0,,83.0,40.0,8.0,5.800000000000011,0.0,50.0,314.0,28.5,95.0,30.5,97.0,10.0,2023,2,15,15,6.23,6.0
1671.34,8.85,2,50.5356946,-84.8175021,8.85,2023-02-15 15:03:37,5.600000000000023,8.0,,86.0,41.0,8.0,5.600000000000023,0.0,49.0,350.0,27.0,90.5,32.5,95.5,10.0,2023,2,15,15,6.23,6.0
1680.08,8.729,2,50.5357803,-84.8175547,8.729,2023-02-15 15:03:38,5.600000000000023,8.0,,88.0,41.0,8.0,5.600000000000023,0.0,48.0,300.0,25.5,85.0,31.5,95.0,10.0,2023,2,15,15,6.23,6.0
1688.93,8.634,2,50.535868,-84.8176031,8.634,2023-02-15 15:03:39,5.600000000000023,8.0,,84.0,41.0,8.0,5.600000000000023,0.0,48.0,250.0,24.0,80.0,30.0,94.0,10.0,2023,2,15,15,6.23,6.0
1697.23,8.032,2,50.5359487,-84.817654,8.032,2023-02-15 15:03:40,5.399999999999977,8.0,,57.0,41.0,8.0,5.399999999999977,0.0,48.0,219.0,22.0,74.5,29.0,93.0,10.0,2023,2,15,15,6.23,6.0
1704.77,7.17,2,50.5360236,-84.8176922,7.17,2023-02-15 15:03:41,5.600000000000023,8.0,,30.0,41.0,8.0,5.600000000000023,0.0,48.0,187.0,20.5,69.5,28.0,92.5,10.0,2023,2,15,15,6.23,6.0
1711.68,6.706,2,50.536087,-84.8177375,6.706,2023-02-15 15:03:42,5.600000000000023,8.0,,3.0,41.0,8.0,5.600000000000023,0.0,34.0,0.0,15.0,50.5,20.5,91.5,10.0,2023,2,15,15,6.23,6.0
1718.46,6.721,2,50.5361508,-84.8177832,6.721,2023-02-15 15:03:43,5.600000000000023,8.0,,28.0,41.0,8.0,5.600000000000023,0.0,19.0,6.0,7.0,24.0,9.5,91.0,10.0,2023,2,15,15,6.23,6.0
1725.26,6.935,2,50.5362154,-84.8178321,6.935,2023-02-15 15:03:44,5.600000000000023,8.0,,39.0,41.0,8.0,5.600000000000023,0.0,33.0,42.0,1.0,5.5,1.0,90.5,10.0,2023,2,15,15,6.23,6.0
1732.51,7.16,2,50.536283,-84.8178943,7.16,2023-02-15 15:03:45,5.600000000000023,8.0,,66.0,42.0,8.0,5.600000000000023,0.0,79.0,99.0,8.0,28.0,8.0,90.0,10.0,2023,2,15,15,6.23,6.0
1739.65,7.096,2,50.5363461,-84.8179484,7.096,2023-02-15 15:03:46,5.600000000000023,8.0,,78.0,42.0,8.0,5.600000000000023,0.0,52.0,260.0,15.0,50.5,15.0,90.0,10.0,2023,2,15,15,6.23,6.0
1746.9,6.994,2,50.5364117,-84.8180014,6.994,2023-02-15 15:03:47,5.600000000000023,8.0,,80.0,42.0,8.0,5.600000000000023,0.0,47.0,288.0,22.5,73.0,22.5,89.5,10.0,2023,2,15,15,6.23,6.0
1754.63,7.29,2,50.536485,-84.818049,7.29,2023-02-15 15:03:48,5.600000000000023,8.0,,82.0,42.0,8.0,5.600000000000023,0.0,45.0,281.0,26.5,87.0,25.0,89.5,10.0,2023,2,15,15,6.23,6.0
1762.33,7.581,2,50.5365585,-84.8181034,7.581,2023-02-15 15:03:49,5.600000000000023,8.0,,82.0,43.0,8.0,5.600000000000023,0.0,43.0,246.0,26.5,88.0,20.5,90.5,10.0,2023,2,15,15,6.23,6.0
1769.92,7.269,2,50.5366341,-84.8181563,7.269,2023-02-15 15:03:50,5.600000000000023,8.0,,82.0,43.0,8.0,5.600000000000023,0.0,42.0,190.0,26.5,89.5,16.5,91.5,10.0,2023,2,15,15,6.23,6.0
1776.91,6.776,2,50.5367003,-84.8182016,6.776,2023-02-15 15:03:51,5.600000000000023,8.0,,57.0,43.0,8.0,5.600000000000023,0.0,49.0,56.0,27.0,90.5,12.0,93.0,10.0,2023,2,15,15,6.23,6.0
1783.85,6.864,2,50.53676,-84.8182511,6.864,2023-02-15 15:03:52,5.800000000000011,8.0,,50.0,43.0,8.0,5.800000000000011,0.0,53.0,44.0,27.0,92.0,8.0,94.0,10.0,2023,2,15,15,6.23,6.0
1790.63,6.636,2,50.5368189,-84.8183146,6.636,2023-02-15 15:03:53,5.800000000000011,8.0,,82.0,43.0,8.0,5.800000000000011,0.0,55.0,116.0,27.0,93.0,3.5,95.0,10.0,2023,2,15,15,6.23,6.0
1797.46,7.07,2,50.5368767,-84.8183768,7.07,2023-02-15 15:03:54,5.800000000000011,8.0,,88.0,43.0,8.0,5.800000000000011,0.0,56.0,196.0,27.0,92.0,3.5,96.5,10.0,2023,2,15,15,6.23,6.0
1804.94,7.334,2,50.5369377,-84.8184443,7.334,2023-02-15 15:03:55,5.800000000000011,8.0,,91.0,44.0,8.0,5.800000000000011,0.0,55.0,291.0,25.5,81.0,27.0,97.5,10.0,2023,2,15,15,6.23,6.0
1812.19,7.313,2,50.5369974,-84.818515,7.313,2023-02-15 15:03:56,5.800000000000011,8.0,,90.0,44.0,8.0,5.800000000000011,0.0,53.0,253.0,22.0,77.0,26.5,90.0,10.0,2023,2,15,15,6.23,6.0
1819.64,7.384,2,50.5370618,-84.8185767,7.384,2023-02-15 15:03:57,5.800000000000011,8.0,,81.0,44.0,8.0,5.800000000000011,0.0,56.0,216.0,21.0,76.5,25.0,85.0,10.0,2023,2,15,15,6.23,6.0
1827.24,7.659,2,50.5371315,-84.8186318,7.659,2023-02-15 15:03:58,5.800000000000011,8.0,,59.0,44.0,8.0,5.800000000000011,0.0,56.0,190.0,21.0,77.5,25.0,82.0,10.0,2023,2,15,15,6.23,6.0
1834.74,7.511,2,50.5372025,-84.8186864,7.511,2023-02-15 15:03:59,5.600000000000023,8.0,,36.0,44.0,8.0,5.600000000000023,0.0,54.0,165.0,20.5,77.0,24.5,79.0,9.0,2023,2,15,15,6.23,6.0
1841.95,6.875,2,50.5372656,-84.8187422,6.875,2023-02-15 15:04:00,5.600000000000023,8.0,,13.0,44.0,8.0,5.600000000000023,0.0,53.0,139.0,19.0,71.0,23.5,76.5,9.0,2023,2,15,15,6.23,6.0
1848.93,6.729,2,50.537328,-84.8188064,6.729,2023-02-15 15:04:01,5.600000000000023,8.0,,0.0,44.0,8.0,5.600000000000023,0.0,51.0,0.0,17.5,65.5,22.5,74.0,9.0,2023,2,15,15,6.23,6.0
1855.82,6.86,2,50.5373806,-84.8188715,6.86,2023-02-15 15:04:02,5.600000000000023,8.0,,0.0,44.0,8.0,5.600000000000023,0.0,49.0,0.0,16.0,59.5,21.5,71.5,9.0,2023,2,15,15,6.23,6.0
1862.42,6.439,2,50.5374252,-84.8189442,6.439,2023-02-15 15:04:03,5.399999999999977,8.0,,0.0,44.0,8.0,5.399999999999977,0.0,48.0,0.0,14.5,53.5,20.5,69.0,9.0,2023,2,15,15,6.23,6.0
1868.28,5.397,2,50.5374642,-84.8190133,5.397,2023-02-15 15:04:04,5.600000000000023,8.0,,0.0,44.0,8.0,5.600000000000023,0.0,46.0,0.0,12.5,47.5,20.0,66.5,9.0,2023,2,15,15,6.23,6.0
1873.17,4.283,2,50.5374956,-84.8190667,4.283,2023-02-15 15:04:05,5.600000000000023,8.0,,0.0,44.0,8.0,5.600000000000023,0.0,44.0,0.0,11.0,42.0,19.0,64.0,9.0,2023,2,15,15,6.23,6.0
1876.69,2.775,2,50.53752,-84.8191082,2.775,2023-02-15 15:04:06,5.800000000000011,8.0,,0.0,44.0,8.0,5.800000000000011,0.0,43.0,0.0,9.5,36.0,18.0,61.5,9.0,2023,2,15,15,6.23,6.0
1878.59,1.381,2,50.537533,-84.8191342,1.381,2023-02-15 15:04:07,5.800000000000011,8.0,,0.0,44.0,8.0,5.800000000000011,0.0,41.0,0.0,8.0,30.0,17.0,59.0,9.0,2023,2,15,15,6.23,6.0
1878.59,1.211,2,50.5375903,-84.8192125,1.211,2023-02-15 15:04:18,6.199999999999989,8.0,,13.0,44.0,8.0,6.199999999999989,0.0,74.0,5.0,16.0,69.5,16.5,70.5,9.0,2023,2,15,15,6.23,6.0
1880.03,2.586,2,50.5375978,-84.8192309,2.586,2023-02-15 15:04:19,6.0,8.0,,19.0,44.0,8.0,6.0,0.0,80.0,12.0,16.0,70.0,13.5,68.5,9.0,2023,2,15,15,6.23,6.0
1887.4,4.139,2,50.5376329,-84.819327,4.139,2023-02-15 15:04:20,6.0,8.0,,24.0,44.0,8.0,6.0,0.0,87.0,20.0,29.5,90.0,18.0,81.0,9.0,2023,2,15,15,6.23,6.0
1893.06,4.678,2,50.5376446,-84.8194082,4.678,2023-02-15 15:04:21,6.0,8.0,,40.0,44.0,8.0,6.0,0.0,68.0,144.0,30.5,97.5,21.5,92.0,9.0,2023,2,15,15,6.23,6.0
1898.84,5.313,2,50.5376703,-84.8194817,5.313,2023-02-15 15:04:22,5.800000000000011,8.0,,67.0,45.0,8.0,5.800000000000011,0.0,56.0,226.0,28.5,98.0,24.5,98.0,9.0,2023,2,15,15,6.23,6.0
1904.78,5.942,2,50.5377065,-84.819554,5.942,2023-02-15 15:04:23,5.800000000000011,8.0,,76.0,45.0,8.0,5.800000000000011,0.0,51.0,301.0,29.0,97.0,26.5,97.5,9.0,2023,2,15,15,6.23,6.0
