distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,cadence,calories,descent,enhanced_altitude,grade,left_right_balance,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
1910.79,6.314,2,50.5377433,-84.8196263,6.314,2023-02-15 15:04:24,5.600000000000023,8.0,,86.0,45.0,8.0,5.600000000000023,0.0,46.0,341.0,27.5,95.0,23.5,91.5,9.0,2023,2,15,15,6.23,6.0
1917.79,6.564,2,50.5377908,-84.8197099,6.564,2023-02-15 15:04:25,5.399999999999977,8.0,,84.0,46.0,8.0,5.399999999999977,0.0,35.0,280.0,29.5,89.5,27.0,97.0,9.0,2023,2,15,15,6.23,6.0
1924.43,6.747,2,50.5378373,-84.8197815,6.747,2023-02-15 15:04:26,5.399999999999977,8.0,,82.0,46.0,8.0,5.399999999999977,0.0,59.0,232.0,27.5,85.0,28.5,97.0,9.0,2023,2,15,15,6.23,6.0
1931.65,7.028,2,50.5378903,-84.8198563,7.028,2023-02-15 15:04:27,5.199999999999989,8.0,,81.0,46.0,8.0,5.199999999999989,0.0,65.0,220.0,24.5,81.5,28.5,94.5,9.0,2023,2,15,15,6.23,6.0
1938.74,6.988,2,50.5379362,-84.8199374,6.988,2023-02-15 15:04:28,5.199999999999989,8.0,,82.0,46.0,8.0,5.199999999999989,0.0,62.0,211.0,21.5,77.5,28.5,90.0,9.0,2023,2,15,15,6.23,6.0
1945.93,6.879,2,50.5379857,-84.8200197,6.879,2023-02-15 15:04:29,5.199999999999989,8.0,,82.0,46.0,8.0,5.199999999999989,0.0,58.0,181.0,21.0,70.0,25.0,80.0,9.0,2023,2,15,15,6.23,6.0
1952.88,6.796,2,50.5380308,-84.8200994,6.796,2023-02-15 15:04:30,5.0,8.0,,81.0,47.0,8.0,5.0,0.0,55.0,157.0,18.5,66.5,22.5,74.0,9.0,2023,2,15,15,6.23,6.0
1959.57,6.728,2,50.5380763,-84.8201721,6.728,2023-02-15 15:04:31,5.0,8.0,,76.0,47.0,8.0,5.0,0.0,53.0,136.0,17.5,66.0,19.0,65.0,9.0,2023,2,15,15,6.23,6.0
1966.07,6.508,2,50.5381215,-84.8202444,6.508,2023-02-15 15:04:32,5.0,8.0,,55.0,47.0,8.0,5.0,0.0,59.0,119.0,18.0,68.5,18.0,61.5,9.0,2023,2,15,15,6.23,6.0
1972.81,6.545,2,50.5381679,-84.8203187,6.545,2023-02-15 15:04:33,5.0,8.0,,33.0,47.0,8.0,5.0,0.0,68.0,103.0,19.5,73.0,19.5,66.5,9.0,2023,2,15,15,6.23,6.0
1979.06,6.303,2,50.5382113,-84.8203892,6.303,2023-02-15 15:04:34,5.0,8.0,,11.0,47.0,8.0,5.0,0.0,78.0,86.0,21.5,78.0,20.5,71.0,9.0,2023,2,15,15,6.23,6.0
1985.44,5.892,2,50.5382531,-84.8204634,5.892,2023-02-15 15:04:35,5.0,8.0,,4.0,47.0,8.0,5.0,0.0,88.0,0.0,23.0,82.5,22.0,75.5,9.0,2023,2,15,15,6.23,6.0
1991.01,5.596,2,50.5382879,-84.8205258,5.596,2023-02-15 15:04:36,5.0,8.0,,33.0,47.0,8.0,5.0,0.0,97.0,26.0,25.0,87.0,23.5,80.5,9.0,2023,2,15,15,6.23,6.0
1995.7,4.076,2,50.538318,-84.8205844,4.076,2023-02-15 15:04:37,5.199999999999989,8.0,,64.0,47.0,8.0,5.199999999999989,0.0,94.0,78.0,26.5,91.5,24.5,85.0,9.0,2023,2,15,15,6.23,6.0
1999.22,3.109,2,50.5383409,-84.820621,3.109,2023-02-15 15:04:38,5.399999999999977,8.0,,35.0,47.0,8.0,5.399999999999977,0.0,85.0,113.0,28.5,96.0,26.0,89.5,9.0,2023,2,15,15,6.23,6.0
2002.63,3.533,2,50.5383643,-84.8206588,3.533,2023-02-15 15:04:39,5.600000000000023,8.0,,35.0,47.0,8.0,5.600000000000023,0.0,76.0,152.0,17.5,91.5,26.0,90.0,9.0,2023,2,15,15,6.23,6.0
2006.69,4.047,2,50.538392,-84.8207051,4.047,2023-02-15 15:04:40,5.600000000000023,8.0,,48.0,47.0,8.0,5.600000000000023,0.0,67.0,173.0,25.5,95.0,28.0,92.0,9.0,2023,2,15,15,6.23,6.0
2011.78,5.057,2,50.5384255,-84.8207628,5.057,2023-02-15 15:04:41,5.399999999999977,8.0,,64.0,48.0,8.0,5.399999999999977,0.0,58.0,216.0,34.0,98.5,29.0,95.0,9.0,2023,2,15,15,6.23,6.0
2017.25,5.651,2,50.5384631,-84.820827,5.651,2023-02-15 15:04:42,5.399999999999977,8.0,,74.0,48.0,8.0,5.399999999999977,1.07,53.0,295.0,33.0,98.0,29.0,97.5,9.0,2023,2,15,15,6.23,6.0
2023.27,6.117,2,50.538503,-84.8208923,6.117,2023-02-15 15:04:43,5.399999999999977,8.0,,80.0,48.0,9.0,5.399999999999977,0.48,52.0,331.0,30.0,98.0,32.0,96.5,9.0,2023,2,15,15,6.23,6.0
2029.65,6.348,2,50.5385407,-84.820966,6.348,2023-02-15 15:04:44,5.399999999999977,8.0,,88.0,49.0,9.0,5.399999999999977,0.0,52.0,334.0,29.5,95.5,31.0,95.0,9.0,2023,2,15,15,6.23,6.0
2036.47,6.62,2,50.538589,-84.8210459,6.62,2023-02-15 15:04:45,5.399999999999977,8.0,,89.0,49.0,9.0,5.399999999999977,0.0,51.0,305.0,29.0,92.5,30.0,93.0,9.0,2023,2,15,15,6.23,6.0
2043.37,6.984,2,50.5386433,-84.8211111,6.984,2023-02-15 15:04:46,5.199999999999989,8.0,,87.0,49.0,9.0,5.199999999999989,0.0,53.0,291.0,28.5,89.5,29.0,91.5,9.0,2023,2,15,15,6.23,6.0
2050.56,7.15,2,50.5386972,-84.821186,7.15,2023-02-15 15:04:47,5.199999999999989,8.0,,88.0,50.0,9.0,5.199999999999989,0.0,52.0,299.0,28.0,87.0,28.0,90.0,9.0,2023,2,15,15,6.23,6.0
2057.79,7.148,2,50.538747,-84.8212675,7.148,2023-02-15 15:04:48,5.199999999999989,8.0,,91.0,50.0,9.0,5.199999999999989,0.0,48.0,262.0,27.0,84.0,27.0,88.0,9.0,2023,2,15,15,6.23,6.0
2064.86,7.054,2,50.5387987,-84.8213456,7.054,2023-02-15 15:04:49,5.199999999999989,8.0,,92.0,50.0,9.0,5.199999999999989,0.0,48.0,224.0,26.5,81.0,26.0,86.5,9.0,2023,2,15,15,6.23,6.0
2071.89,6.878,2,50.5388575,-84.821409,6.878,2023-02-15 15:04:50,5.399999999999977,8.0,,86.0,50.0,9.0,5.399999999999977,0.0,34.0,210.0,29.5,86.5,25.5,86.0,9.0,2023,2,15,15,6.23,6.0
2078.79,6.64,2,50.5389138,-84.8214756,6.64,2023-02-15 15:04:51,5.399999999999977,8.0,,58.0,50.0,9.0,5.399999999999977,0.0,20.0,211.0,20.5,65.5,26.5,86.0,9.0,2023,2,15,15,6.23,6.0
2086.25,6.973,2,50.5389586,-84.8215611,6.973,2023-02-15 15:04:52,5.600000000000023,8.0,,49.0,51.0,9.0,5.600000000000023,0.0,12.0,147.0,6.5,34.5,28.0,86.5,9.0,2023,2,15,15,6.23,6.0
2093.85,6.974,2,50.5390006,-84.8216582,6.974,2023-02-15 15:04:53,5.600000000000023,8.0,,49.0,51.0,9.0,5.600000000000023,0.0,9.0,112.0,22.0,78.0,28.0,86.5,9.0,2023,2,15,15,6.23,6.0
2100.81,6.944,2,50.5390447,-84.8217364,6.944,2023-02-15 15:04:54,5.800000000000011,8.0,,50.0,51.0,9.0,5.800000000000011,0.0,6.0,91.0,19.5,78.5,26.0,82.5,9.0,2023,2,15,15,6.23,6.0
2108.67,7.332,2,50.5390976,-84.8218248,7.332,2023-02-15 15:04:55,5.800000000000011,8.0,,63.0,51.0,9.0,5.800000000000011,0.0,80.0,113.0,17.0,78.0,23.5,78.5,9.0,2023,2,15,15,6.23,6.0
2116.17,7.651,2,50.5391491,-84.8219117,7.651,2023-02-15 15:04:56,5.800000000000011,8.0,,78.0,51.0,9.0,5.800000000000011,0.0,82.0,177.0,20.5,84.0,15.0,80.5,9.0,2023,2,15,15,6.23,6.0
2123.36,6.894,2,50.5392093,-84.8219776,6.894,2023-02-15 15:04:57,5.800000000000011,8.0,,61.0,51.0,9.0,5.800000000000011,0.0,54.0,221.0,29.0,96.5,0.0,88.0,9.0,2023,2,15,15,6.23,6.0
2130.01,6.582,2,50.5392742,-84.8220103,6.582,2023-02-15 15:04:58,5.600000000000023,8.0,,48.0,52.0,9.0,5.600000000000023,0.0,10.0,298.0,36.5,90.0,21.0,95.5,9.0,2023,2,15,15,6.23,6.0
2137.02,6.808,2,50.5393479,-84.8220251,6.808,2023-02-15 15:04:59,5.399999999999977,8.0,,60.0,52.0,9.0,5.399999999999977,0.0,44.0,252.0,36.5,90.5,27.0,97.0,9.0,2023,2,15,15,6.23,6.0
2143.76,6.886,2,50.5394217,-84.8220251,6.886,2023-02-15 15:05:00,5.199999999999989,8.0,,85.0,52.0,9.0,5.199999999999989,0.0,53.0,222.0,33.5,93.5,28.0,96.0,9.0,2023,2,15,15,6.23,6.0
2151.2,7.193,2,50.5395032,-84.8220269,7.193,2023-02-15 15:05:01,5.0,8.0,,87.0,52.0,9.0,5.0,0.0,53.0,241.0,30.5,94.0,28.5,95.5,9.0,2023,2,15,15,6.23,6.0
2158.58,7.254,2,50.5395804,-84.8220307,7.254,2023-02-15 15:05:02,5.0,8.0,,88.0,53.0,9.0,5.0,0.0,52.0,318.0,27.5,87.5,27.5,94.5,9.0,2023,2,15,15,6.23,6.0
2165.9,7.252,2,50.5396581,-84.8220142,7.252,2023-02-15 15:05:03,5.0,8.0,,89.0,53.0,9.0,5.0,0.0,52.0,296.0,24.5,80.5,26.5,93.5,9.0,2023,2,15,15,6.23,6.0
2173.05,7.339,3,50.5397345,-84.8220052,7.339,2023-02-15 15:05:04,5.0,8.0,,90.0,53.0,9.0,5.0,0.0,51.0,247.0,21.0,75.0,25.0,87.5,9.0,2023,2,15,15,6.23,6.0
2180.33,7.098,3,50.5398126,-84.8219959,7.098,2023-02-15 15:05:05,4.800000000000011,8.0,,86.0,53.0,9.0,4.800000000000011,0.0,47.0,190.0,19.5,69.0,21.5,79.5,9.0,2023,2,15,15,6.23,6.0
2186.92,6.619,3,50.5398844,-84.821987,6.619,2023-02-15 15:05:06,4.800000000000011,8.0,,69.0,54.0,9.0,4.800000000000011,0.0,44.0,140.0,18.0,64.5,18.5,70.5,9.0,2023,2,15,15,6.23,6.0
2193.66,6.792,3,50.5399567,-84.8219778,6.792,2023-02-15 15:05:07,4.800000000000011,8.0,,84.0,54.0,9.0,4.800000000000011,0.0,45.0,122.0,15.0,67.0,22.0,59.5,9.0,2023,2,15,15,6.23,6.0
2200.31,6.817,3,50.5400259,-84.8219687,6.817,2023-02-15 15:05:08,4.800000000000011,8.0,,84.0,54.0,9.0,4.800000000000011,0.0,48.0,149.0,20.0,75.5,23.0,67.0,9.0,2023,2,15,15,6.23,6.0
2206.88,6.831,3,50.5400979,-84.8219596,6.831,2023-02-15 15:05:09,5.0,8.0,,84.0,54.0,9.0,5.0,0.0,52.0,169.0,25.0,84.5,23.5,74.5,9.0,2023,2,15,15,6.23,6.0
2213.41,6.77,3,50.5401655,-84.8219506,6.77,2023-02-15 15:05:10,5.199999999999989,8.0,,85.0,54.0,9.0,5.199999999999989,0.0,49.0,194.0,25.5,85.5,24.0,77.5,9.0,2023,2,15,15,6.23,6.0
2219.53,6.513,3,50.5402321,-84.82194,6.513,2023-02-15 15:05:11,5.199999999999989,8.0,,86.0,54.0,9.0,5.199999999999989,0.0,45.0,189.0,22.5,77.5,23.0,74.5,9.0,2023,2,15,15,6.23,6.0
2225.8,6.199,3,50.5402962,-84.8219196,6.199,2023-02-15 15:05:12,5.399999999999977,8.0,,74.0,55.0,9.0,5.399999999999977,0.0,41.0,160.0,20.0,65.0,21.0,70.5,9.0,2023,2,15,15,6.23,6.0
2231.53,5.856,3,50.5403549,-84.8218897,5.856,2023-02-15 15:05:13,5.600000000000023,8.0,,58.0,55.0,9.0,5.600000000000023,0.0,30.0,136.0,22.0,73.5,12.5,82.5,9.0,2023,2,15,15,6.23,6.0
2237.59,5.706,3,50.5404152,-84.8218485,5.706,2023-02-15 15:05:14,5.600000000000023,8.0,,44.0,55.0,9.0,5.600000000000023,0.0,19.0,112.0,23.5,81.5,4.0,94.5,9.0,2023,2,15,15,6.23,6.0
2246.06,7.505,3,50.5404999,-84.8218101,7.505,2023-02-15 15:05:15,6.0,8.0,,32.0,55.0,9.0,6.0,0.0,,92.0,,,,,9.0,2023,2,15,15,6.23,6.0
2253.08,6.945,3,50.5405723,-84.8217884,6.945,2023-02-15 15:05:16,6.0,8.0,,20.0,55.0,9.0,6.0,0.0,,71.0,,,,,9.0,2023,2,15,15,6.23,6.0
2259.97,6.31,3,50.5406473,-84.8217884,6.31,2023-02-15 15:05:17,6.0,8.0,,9.0,55.0,9.0,6.0,0.0,,51.0,,,,,9.0,2023,2,15,15,6.23,6.0
2265.81,5.545,3,50.540709,-84.8217884,5.545,2023-02-15 15:05:18,6.0,8.0,,0.0,55.0,9.0,6.0,0.0,,0.0,,,,,9.0,2023,2,15,15,6.23,6.0
2270.41,4.433,3,50.5407606,-84.8217884,4.433,2023-02-15 15:05:19,6.199999999999989,8.0,,0.0,55.0,9.0,6.199999999999989,0.0,,0.0,,,,,9.0,2023,2,15,15,6.23,6.0
2274.2,3.61,3,50.5408006,-84.8217884,3.61,2023-02-15 15:05:20,6.199999999999989,8.0,,0.0,55.0,9.0,6.199999999999989,0.0,,0.0,,,,,9.0,2023,2,15,15,6.23,6.0
2276.88,2.53,3,50.5408289,-84.8217848,2.53,2023-02-15 15:05:21,6.399999999999977,8.0,,0.0,55.0,9.0,6.399999999999977,0.0,,0.0,,,,,9.0,2023,2,15,15,6.23,6.0
2278.06,1.258,3,50.5408416,-84.8217702,1.258,2023-02-15 15:05:22,6.399999999999977,8.0,,0.0,55.0,9.0,6.399999999999977,0.0,,0.0,,,,,9.0,2023,2,15,15,6.23,6.0
