altitude,ascent,battery_soc,cadence,calories,descent,enhanced_altitude,grade,power,temperature,timestamp,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,year,month,day,hour,wind_speed,wind_direction
56.200000000000045,55,,89.0,36,0,56.200000000000045,0.0,251.0,7,2023-02-07 23:49:23,26.5,83.5,25.0,82.5,51.0,1395.62,7.285,2.0,50.5362725,-84.8180652,7.285,2023,2,7,23,4.84,308.0
56.39999999999998,55,,89.0,36,0,56.39999999999998,0.0,254.0,7,2023-02-07 23:49:24,26.0,82.0,24.5,81.0,48.0,1403.22,7.546,2.0,50.5361984,-84.8180163,7.546,2023,2,7,23,4.84,308.0
56.200000000000045,55,,89.0,36,0,56.200000000000045,0.0,255.0,6,2023-02-07 23:49:25,25.5,80.5,24.0,80.5,49.0,1410.99,7.674,2.0,50.5361229,-84.8179654,7.674,2023,2,7,23,4.84,308.0
56.39999999999998,55,,89.0,37,0,56.39999999999998,0.0,256.0,6,2023-02-07 23:49:26,26.5,82.0,24.5,82.0,50.0,1418.53,7.256,2.0,50.5360517,-84.8179197,7.256,2023,2,7,23,4.84,308.0
56.39999999999998,55,,89.0,37,0,56.39999999999998,0.0,255.0,6,2023-02-07 23:49:27,24.0,78.5,25.0,82.5,48.0,1425.7,7.179,2.0,50.5359833,-84.8178754,7.179,2023,2,7,23,4.84,308.0
56.39999999999998,55,,89.0,37,0,56.39999999999998,0.0,250.0,6,2023-02-07 23:49:28,22.5,75.0,25.0,83.5,46.0,1432.82,7.029,2.0,50.5359122,-84.8178342,7.029,2023,2,7,23,4.84,308.0
56.39999999999998,55,,89.0,37,0,56.39999999999998,0.0,242.0,6,2023-02-07 23:49:29,21.5,72.5,24.5,81.0,45.0,1440.38,7.008,2.0,50.5358371,-84.8177895,7.008,2023,2,7,23,4.84,308.0
56.200000000000045,55,,87.0,38,0,56.200000000000045,0.0,205.0,6,2023-02-07 23:49:30,21.0,71.0,23.5,74.0,46.0,1447.81,6.994,2.0,50.5357648,-84.8177413,6.994,2023,2,7,23,4.84,308.0
56.200000000000045,55,,85.0,38,0,56.200000000000045,0.0,195.0,6,2023-02-07 23:49:31,20.5,71.0,21.5,74.0,47.0,1454.9,7.052,2.0,50.5356953,-84.8177016,7.052,2023,2,7,23,4.84,308.0
56.0,55,,84.0,38,0,56.0,0.0,189.0,6,2023-02-07 23:49:32,21.5,73.5,21.0,73.5,54.0,1462.0,7.087,2.0,50.5356247,-84.8176599,7.087,2023,2,7,23,4.84,308.0
56.0,55,,83.0,38,0,56.0,0.0,194.0,6,2023-02-07 23:49:33,24.0,78.0,23.0,78.0,51.0,1468.99,6.868,2.0,50.535556,-84.8176233,6.868,2023,2,7,23,4.84,308.0
56.200000000000045,55,,82.0,38,0,56.200000000000045,0.0,212.0,6,2023-02-07 23:49:34,25.0,79.0,25.0,81.5,48.0,1475.83,6.757,2.0,50.5354877,-84.8175868,6.757,2023,2,7,23,4.84,308.0
56.200000000000045,55,,81.0,39,0,56.200000000000045,0.0,218.0,6,2023-02-07 23:49:35,23.0,76.0,24.5,81.0,48.0,1482.78,6.92,2.0,50.5354195,-84.8175468,6.92,2023,2,7,23,4.84,308.0
56.200000000000045,55,,82.0,39,0,56.200000000000045,0.0,218.0,6,2023-02-07 23:49:36,24.5,80.0,22.5,80.0,48.0,1489.79,6.957,2.0,50.5353507,-84.8175047,6.957,2023,2,7,23,4.84,308.0
56.0,55,,83.0,39,0,56.0,0.0,224.0,6,2023-02-07 23:49:37,23.5,78.5,23.0,81.0,48.0,1496.47,6.728,2.0,50.5352831,-84.8174686,6.728,2023,2,7,23,4.84,308.0
56.0,55,,83.0,39,0,56.0,0.0,231.0,6,2023-02-07 23:49:38,22.5,76.0,24.0,82.0,47.0,1502.81,6.407,2.0,50.5352203,-84.8174322,6.407,2023,2,7,23,4.84,308.0
56.0,55,,83.0,39,0,56.0,0.0,236.0,6,2023-02-07 23:49:39,22.0,74.0,24.5,83.0,47.0,1508.72,5.94,2.0,50.5351628,-84.817399,5.94,2023,2,7,23,4.84,308.0
56.0,55,,82.0,40,0,56.0,0.0,202.0,6,2023-02-07 23:49:40,21.0,72.0,25.0,83.5,47.0,1514.39,5.743,2.0,50.5351059,-84.8173681,5.743,2023,2,7,23,4.84,308.0
56.200000000000045,55,,61.0,40,0,56.200000000000045,0.0,159.0,6,2023-02-07 23:49:41,21.0,72.5,24.5,81.0,46.0,1519.94,5.482,2.0,50.5350514,-84.8173355,5.482,2023,2,7,23,4.84,308.0
56.39999999999998,55,,40.0,40,0,56.39999999999998,0.0,115.0,6,2023-02-07 23:49:42,21.0,73.0,23.5,78.5,41.0,1525.39,5.035,3.0,50.5349966,-84.8173118,5.035,2023,2,7,23,4.84,308.0
56.39999999999998,55,,18.0,40,0,56.39999999999998,0.0,71.0,6,2023-02-07 23:49:43,20.0,70.5,24.0,79.5,35.0,1530.24,4.38,3.0,50.5349477,-84.81729,4.38,2023,2,7,23,4.84,308.0
56.60000000000002,55,,0.0,40,0,56.60000000000002,0.0,0.0,6,2023-02-07 23:49:44,18.0,66.5,24.5,82.0,30.0,1534.5,3.928,3.0,50.5349049,-84.8172663,3.928,2023,2,7,23,4.84,308.0
56.60000000000002,55,,0.0,40,0,56.60000000000002,0.0,0.0,6,2023-02-07 23:49:45,16.0,62.5,25.0,84.0,24.0,1538.55,3.68,3.0,50.5348631,-84.8172481,3.68,2023,2,7,23,4.84,308.0
56.60000000000002,55,,8.0,40,0,56.60000000000002,0.0,1.0,6,2023-02-07 23:49:46,14.5,58.5,25.5,86.5,19.0,1542.31,3.453,3.0,50.5348249,-84.81723,3.453,2023,2,7,23,4.84,308.0
56.60000000000002,55,,38.0,40,0,56.60000000000002,0.0,33.0,6,2023-02-07 23:49:47,12.5,54.5,26.0,89.0,13.0,1546.19,3.482,3.0,50.5347862,-84.817212,3.482,2023,2,7,23,4.84,308.0
56.60000000000002,55,,64.0,40,0,56.60000000000002,0.0,74.0,6,2023-02-07 23:49:48,21.0,68.0,26.5,91.5,21.0,1549.93,3.611,3.0,50.5347517,-84.8171903,3.611,2023,2,7,23,4.84,308.0
56.799999999999955,55,,63.0,40,0,56.799999999999955,0.0,108.0,6,2023-02-07 23:49:49,24.5,70.5,25.5,87.5,29.0,1553.6,3.855,3.0,50.5347156,-84.8171662,3.855,2023,2,7,23,4.84,308.0
56.799999999999955,55,,61.0,40,0,56.799999999999955,0.0,46.0,6,2023-02-07 23:49:50,17.0,49.5,21.5,74.0,34.0,1557.76,4.059,3.0,50.5346727,-84.817148,4.059,2023,2,7,23,4.84,308.0
56.799999999999955,55,,61.0,40,0,56.799999999999955,0.0,55.0,6,2023-02-07 23:49:51,9.5,29.0,18.0,60.5,38.0,1562.41,3.938,3.0,50.5346252,-84.817126,3.938,2023,2,7,23,4.84,308.0
56.799999999999955,55,,62.0,40,0,56.799999999999955,0.0,66.0,6,2023-02-07 23:49:52,14.0,43.5,20.0,68.5,50.0,1567.2,3.834,3.0,50.5345755,-84.8171025,3.834,2023,2,7,23,4.84,308.0
56.799999999999955,55,,64.0,40,0,56.799999999999955,0.0,88.0,6,2023-02-07 23:49:53,20.0,60.5,23.0,78.0,61.0,1572.37,4.474,3.0,50.5345237,-84.8170807,4.474,2023,2,7,23,4.84,308.0
57.0,55,,70.0,40,0,57.0,0.0,106.0,5,2023-02-07 23:49:54,25.5,77.0,26.0,87.5,55.0,1577.94,5.437,3.0,50.5344669,-84.817057,5.437,2023,2,7,23,4.84,308.0
57.0,55,,70.0,41,0,57.0,0.0,171.0,5,2023-02-07 23:49:55,30.0,89.5,28.0,95.0,48.0,1583.46,5.507,3.0,50.5344079,-84.8170425,5.507,2023,2,7,23,4.84,308.0
57.0,55,,70.0,41,0,57.0,0.0,159.0,5,2023-02-07 23:49:56,29.0,85.5,28.0,95.0,49.0,1588.92,5.527,3.0,50.5343497,-84.8170265,5.527,2023,2,7,23,4.84,308.0
57.0,55,,71.0,41,0,57.0,0.0,161.0,5,2023-02-07 23:49:57,29.0,88.5,28.0,92.0,47.0,1594.76,5.747,2.0,50.5342904,-84.8169991,5.747,2023,2,7,23,4.84,308.0
57.0,55,,72.0,41,0,57.0,0.0,170.0,5,2023-02-07 23:49:58,29.5,91.5,28.0,88.5,54.0,1600.57,5.724,2.0,50.5342301,-84.8169713,5.724,2023,2,7,23,4.84,308.0
57.0,55,,74.0,41,0,57.0,0.0,179.0,5,2023-02-07 23:49:59,29.5,94.0,28.5,90.0,53.0,1606.61,5.962,2.0,50.5341712,-84.8169404,5.962,2023,2,7,23,4.84,308.0
57.0,55,,77.0,42,0,57.0,0.0,243.0,5,2023-02-07 23:50:00,29.5,95.0,30.0,95.0,50.0,1612.9,6.25,2.0,50.5341128,-84.8169009,6.25,2023,2,7,23,4.84,308.0
57.0,55,,78.0,42,0,57.0,0.0,246.0,5,2023-02-07 23:50:01,28.0,94.0,29.5,94.5,48.0,1619.11,6.225,2.0,50.5340535,-84.8168553,6.225,2023,2,7,23,4.84,308.0
57.200000000000045,55,,79.0,42,0,57.200000000000045,0.0,248.0,5,2023-02-07 23:50:02,27.0,92.5,29.0,93.5,49.0,1625.2,6.122,2.0,50.5339958,-84.8168132,6.122,2023,2,7,23,4.84,308.0
57.200000000000045,55,,80.0,42,0,57.200000000000045,0.0,251.0,5,2023-02-07 23:50:03,27.5,93.0,30.0,95.5,50.0,1631.06,5.955,2.0,50.533938,-84.8167806,5.955,2023,2,7,23,4.84,308.0
57.200000000000045,55,,82.0,43,0,57.200000000000045,0.0,260.0,5,2023-02-07 23:50:04,28.0,94.0,30.5,96.0,51.0,1637.32,6.119,2.0,50.5338733,-84.8167528,6.119,2023,2,7,23,4.84,308.0
57.39999999999998,55,,84.0,43,0,57.39999999999998,0.0,276.0,5,2023-02-07 23:50:05,27.0,95.0,30.5,94.0,53.0,1643.44,6.131,2.0,50.5338117,-84.8167256,6.131,2023,2,7,23,4.84,308.0
57.39999999999998,55,,85.0,43,0,57.39999999999998,0.0,276.0,5,2023-02-07 23:50:06,28.0,94.5,30.5,94.0,52.0,1649.24,5.886,2.0,50.5337528,-84.8166984,5.886,2023,2,7,23,4.84,308.0
57.60000000000002,55,,85.0,43,0,57.60000000000002,0.0,271.0,5,2023-02-07 23:50:07,27.0,95.0,28.0,92.5,54.0,1655.12,5.861,2.0,50.5336937,-84.8166712,5.861,2023,2,7,23,4.84,308.0
57.799999999999955,55,,86.0,44,0,57.799999999999955,0.0,266.0,5,2023-02-07 23:50:08,26.0,93.5,27.0,92.0,53.0,1661.24,6.074,2.0,50.5336332,-84.8166405,6.074,2023,2,7,23,4.84,308.0
58.0,55,,86.0,44,0,58.0,0.0,252.0,5,2023-02-07 23:50:09,25.5,91.0,28.0,92.5,51.0,1667.71,6.371,2.0,50.5335667,-84.8166073,6.371,2023,2,7,23,4.84,308.0
58.0,55,,87.0,44,0,58.0,0.0,250.0,5,2023-02-07 23:50:10,24.5,87.5,27.0,91.5,52.0,1674.27,6.493,2.0,50.5334999,-84.8165761,6.493,2023,2,7,23,4.84,308.0
58.0,55,,88.0,44,0,58.0,0.0,253.0,5,2023-02-07 23:50:11,26.5,91.0,26.0,90.0,53.0,1680.76,6.497,2.0,50.5334344,-84.8165434,6.497,2023,2,7,23,4.84,308.0
58.200000000000045,55,,88.0,45,0,58.200000000000045,0.0,260.0,5,2023-02-07 23:50:12,26.5,90.5,27.0,91.5,49.0,1687.39,6.6,2.0,50.5333664,-84.8165125,6.6,2023,2,7,23,4.84,308.0
58.200000000000045,55,,89.0,45,0,58.200000000000045,0.0,271.0,5,2023-02-07 23:50:13,27.0,90.0,28.0,94.0,50.0,1694.13,6.691,2.0,50.5332999,-84.816476,6.691,2023,2,7,23,4.84,308.0
58.39999999999998,55,,89.0,45,0,58.39999999999998,0.0,247.0,5,2023-02-07 23:50:14,27.5,90.0,28.5,94.0,47.0,1700.6,6.535,2.0,50.5332343,-84.8164434,6.535,2023,2,7,23,4.84,308.0
58.39999999999998,55,,88.0,45,0,58.39999999999998,0.0,231.0,5,2023-02-07 23:50:15,27.5,87.5,28.0,90.0,41.0,1707.03,6.465,2.0,50.5331683,-84.8164162,6.465,2023,2,7,23,4.84,308.0
58.60000000000002,55,,88.0,46,0,58.60000000000002,0.0,223.0,5,2023-02-07 23:50:16,28.0,88.5,28.5,94.0,53.0,1713.51,6.483,2.0,50.5331028,-84.8163853,6.483,2023,2,7,23,4.84,308.0
59.0,55,,89.0,46,0,59.0,0.0,223.0,5,2023-02-07 23:50:17,27.5,88.0,28.0,93.5,53.0,1719.97,6.464,2.0,50.533036,-84.8163524,6.464,2023,2,7,23,4.84,308.0
59.200000000000045,55,,89.0,46,0,59.200000000000045,0.0,243.0,5,2023-02-07 23:50:18,26.5,87.0,27.5,92.0,51.0,1726.3,6.358,2.0,50.5329723,-84.8163214,6.358,2023,2,7,23,4.84,308.0
59.200000000000045,55,,89.0,46,0,59.200000000000045,0.0,249.0,5,2023-02-07 23:50:19,25.5,87.0,27.5,90.5,50.0,1732.75,6.421,2.0,50.5329085,-84.816285,6.421,2023,2,7,23,4.84,308.0
59.39999999999998,55,,89.0,47,0,59.39999999999998,0.0,260.0,5,2023-02-07 23:50:20,23.5,88.0,29.0,90.0,51.0,1739.26,6.497,2.0,50.5328449,-84.8162523,6.497,2023,2,7,23,4.84,308.0
59.60000000000002,55,,90.0,47,0,59.60000000000002,0.0,267.0,5,2023-02-07 23:50:21,26.5,91.0,28.0,91.5,53.0,1745.82,6.536,2.0,50.5327792,-84.8162212,6.536,2023,2,7,23,4.84,308.0
59.799999999999955,55,,91.0,47,0,59.799999999999955,0.0,270.0,5,2023-02-07 23:50:22,25.0,86.0,27.5,91.5,50.0,1752.37,6.568,2.0,50.5327112,-84.8161886,6.568,2023,2,7,23,4.84,308.0
59.799999999999955,55,,91.0,47,0,59.799999999999955,1.58,268.0,5,2023-02-07 23:50:23,25.5,85.5,27.0,90.0,49.0,1758.77,6.48,2.0,50.5326456,-84.8161581,6.48,2023,2,7,23,4.84,308.0
59.799999999999955,55,,92.0,48,0,59.799999999999955,2.24,266.0,5,2023-02-07 23:50:24,29.0,93.0,26.0,87.0,50.0,1765.33,6.44,2.0,50.5325802,-84.8161253,6.44,2023,2,7,23,4.84,308.0
59.799999999999955,55,,93.0,48,0,59.799999999999955,2.0,271.0,5,2023-02-07 23:50:25,27.5,89.0,27.0,88.5,49.0,1772.07,6.509,2.0,50.5325113,-84.8160941,6.509,2023,2,7,23,4.84,308.0
60.0,55,,93.0,48,0,60.0,1.76,261.0,5,2023-02-07 23:50:26,26.0,85.5,28.0,90.0,47.0,1778.75,6.53,2.0,50.5324434,-84.8160579,6.53,2023,2,7,23,4.84,308.0
60.0,56,,94.0,48,0,60.0,1.46,253.0,5,2023-02-07 23:50:27,24.5,82.5,28.0,88.0,48.0,1785.53,6.542,2.0,50.5323762,-84.8160248,6.542,2023,2,7,23,4.84,308.0
60.0,56,,95.0,49,0,60.0,1.27,246.0,5,2023-02-07 23:50:28,23.5,80.0,28.0,84.5,49.0,1792.25,6.552,2.0,50.5323105,-84.8159937,6.552,2023,2,7,23,4.84,308.0
60.0,56,,95.0,49,0,60.0,1.09,233.0,5,2023-02-07 23:50:29,20.5,76.5,30.0,87.0,51.0,1798.96,6.557,2.0,50.532242,-84.8159609,6.557,2023,2,7,23,4.84,308.0
60.200000000000045,56,,94.0,49,0,60.200000000000045,0.88,219.0,4,2023-02-07 23:50:30,23.5,83.5,29.0,83.5,56.0,1805.65,6.582,2.0,50.5321739,-84.8159299,6.582,2023,2,7,23,4.84,308.0
60.200000000000045,56,,93.0,49,0,60.200000000000045,0.77,223.0,4,2023-02-07 23:50:31,23.5,83.0,26.0,83.5,58.0,1812.4,6.67,2.0,50.532106,-84.8158937,6.67,2023,2,7,23,4.84,308.0
60.200000000000045,56,,86.0,50,0,60.200000000000045,0.79,224.0,4,2023-02-07 23:50:32,25.5,87.0,24.5,82.0,57.0,1819.28,6.795,2.0,50.5320359,-84.8158573,6.795,2023,2,7,23,4.84,308.0
60.39999999999998,56,,85.0,50,0,60.39999999999998,0.85,241.0,4,2023-02-07 23:50:33,28.0,95.0,25.0,81.5,56.0,1826.28,6.828,2.0,50.5319646,-84.8158244,6.828,2023,2,7,23,4.84,308.0
60.39999999999998,56,,86.0,50,0,60.39999999999998,0.87,253.0,4,2023-02-07 23:50:34,27.5,92.5,28.0,90.5,54.0,1833.22,6.899,2.0,50.5318952,-84.8157938,6.899,2023,2,7,23,4.84,308.0
60.200000000000045,56,,88.0,50,0,60.200000000000045,0.29,260.0,4,2023-02-07 23:50:35,27.0,91.5,28.0,91.5,52.0,1840.17,6.986,2.0,50.5318247,-84.8157577,6.986,2023,2,7,23,4.84,308.0
60.200000000000045,56,,89.0,51,0,60.200000000000045,0.0,266.0,4,2023-02-07 23:50:36,26.5,91.0,28.0,92.5,51.0,1847.43,7.036,2.0,50.5317519,-84.8157208,7.036,2023,2,7,23,4.84,308.0
60.200000000000045,56,,89.0,51,0,60.200000000000045,0.0,269.0,4,2023-02-07 23:50:37,26.5,90.5,28.0,92.0,52.0,1854.67,7.109,2.0,50.531678,-84.8156843,7.109,2023,2,7,23,4.84,308.0
60.200000000000045,56,,89.0,51,0,60.200000000000045,0.0,261.0,4,2023-02-07 23:50:38,27.0,90.5,28.0,90.5,53.0,1861.86,7.136,2.0,50.5316077,-84.8156478,7.136,2023,2,7,23,4.84,308.0
60.200000000000045,56,,90.0,51,0,60.200000000000045,0.0,255.0,4,2023-02-07 23:50:39,27.5,90.5,28.0,88.5,53.0,1869.18,7.222,2.0,50.531533,-84.8156113,7.222,2023,2,7,23,4.84,308.0
60.200000000000045,56,,91.0,52,0,60.200000000000045,0.0,250.0,4,2023-02-07 23:50:40,25.0,87.5,29.0,89.0,55.0,1876.54,7.322,2.0,50.5314579,-84.8155751,7.322,2023,2,7,23,4.84,308.0
60.200000000000045,56,,92.0,52,0,60.200000000000045,0.0,245.0,4,2023-02-07 23:50:41,22.5,84.0,30.0,89.5,53.0,1884.0,7.282,2.0,50.5313849,-84.815535,7.282,2023,2,7,23,4.84,308.0
60.200000000000045,56,,92.0,52,0,60.200000000000045,0.0,237.0,4,2023-02-07 23:50:42,23.0,84.5,30.5,90.5,51.0,1891.38,7.263,2.0,50.5313101,-84.815493,7.263,2023,2,7,23,4.84,308.0
60.200000000000045,56,,92.0,52,0,60.200000000000045,0.0,230.0,4,2023-02-07 23:50:43,26.0,88.0,30.0,92.5,52.0,1898.79,7.347,2.0,50.5312347,-84.8154567,7.347,2023,2,7,23,4.84,308.0
60.0,56,,93.0,53,0,60.0,0.0,227.0,4,2023-02-07 23:50:44,29.5,91.5,30.0,94.5,60.0,1906.22,7.386,2.0,50.5311622,-84.8154205,7.386,2023,2,7,23,4.84,308.0
60.0,56,,94.0,53,0,60.0,0.0,233.0,4,2023-02-07 23:50:45,30.5,94.5,28.0,90.5,58.0,1913.6,7.42,2.0,50.5310877,-84.8153841,7.42,2023,2,7,23,4.84,308.0
60.0,56,,94.0,53,0,60.0,0.0,232.0,4,2023-02-07 23:50:46,30.0,94.5,26.5,87.5,56.0,1921.05,7.353,2.0,50.5310118,-84.8153475,7.353,2023,2,7,23,4.84,308.0
60.0,56,,93.0,53,0,60.0,0.0,231.0,4,2023-02-07 23:50:47,28.0,92.0,26.5,88.0,56.0,1928.39,7.358,2.0,50.5309374,-84.8153076,7.358,2023,2,7,23,4.84,308.0
60.0,56,,93.0,53,0,60.0,0.0,210.0,4,2023-02-07 23:50:48,26.0,89.5,26.5,88.5,57.0,1935.87,7.38,2.0,50.530862,-84.8152658,7.38,2023,2,7,23,4.84,308.0
60.200000000000045,56,,94.0,54,0,60.200000000000045,0.0,202.0,4,2023-02-07 23:50:49,25.5,81.5,24.5,80.5,55.0,1943.32,7.395,2.0,50.5307872,-84.815233,7.395,2023,2,7,23,4.84,308.0
60.200000000000045,56,,94.0,54,0,60.200000000000045,0.0,198.0,4,2023-02-07 23:50:50,26.0,82.0,22.0,80.5,56.0,1950.89,7.471,2.0,50.5307093,-84.8152018,7.471,2023,2,7,23,4.84,308.0
60.39999999999998,56,,94.0,54,0,60.39999999999998,0.0,198.0,4,2023-02-07 23:50:51,26.0,83.5,22.0,81.0,52.0,1958.51,7.554,2.0,50.5306337,-84.8151616,7.554,2023,2,7,23,4.84,308.0
60.60000000000002,56,,95.0,54,0,60.60000000000002,0.0,214.0,4,2023-02-07 23:50:52,25.0,82.5,23.5,81.0,48.0,1966.05,7.551,2.0,50.530559,-84.8151198,7.551,2023,2,7,23,4.84,308.0
60.39999999999998,56,,95.0,54,0,60.39999999999998,0.0,216.0,4,2023-02-07 23:50:53,23.5,75.5,24.5,85.5,46.0,1973.68,7.562,2.0,50.5304821,-84.8150799,7.562,2023,2,7,23,4.84,308.0
60.39999999999998,56,,95.0,55,0,60.39999999999998,0.0,208.0,4,2023-02-07 23:50:54,24.5,78.0,23.5,81.5,52.0,1981.39,7.604,2.0,50.530405,-84.8150382,7.604,2023,2,7,23,4.84,308.0
60.200000000000045,56,,94.0,55,0,60.200000000000045,0.0,198.0,4,2023-02-07 23:50:55,25.0,80.0,22.0,77.5,46.0,1989.03,7.522,2.0,50.5303271,-84.8150016,7.522,2023,2,7,23,4.84,308.0
60.200000000000045,56,,93.0,55,0,60.200000000000045,0.0,185.0,4,2023-02-07 23:50:56,24.5,82.0,23.0,77.0,46.0,1996.48,7.322,2.0,50.5302517,-84.8149652,7.322,2023,2,7,23,4.84,308.0
60.39999999999998,56,,93.0,55,0,60.39999999999998,0.0,204.0,4,2023-02-07 23:50:57,24.0,83.5,24.0,77.5,48.0,2003.96,7.316,2.0,50.5301767,-84.8149286,7.316,2023,2,7,23,4.84,308.0
60.200000000000045,56,,93.0,55,0,60.200000000000045,0.0,209.0,4,2023-02-07 23:50:58,25.5,86.0,21.5,73.0,50.0,2011.25,7.287,2.0,50.5301013,-84.814896,7.287,2023,2,7,23,4.84,308.0
60.200000000000045,56,,92.0,56,0,60.200000000000045,0.0,215.0,4,2023-02-07 23:50:59,25.5,86.0,22.0,76.0,52.0,2018.46,7.29,2.0,50.5300289,-84.8148615,7.29,2023,2,7,23,4.84,308.0
60.200000000000045,56,,93.0,56,0,60.200000000000045,0.0,223.0,4,2023-02-07 23:51:00,25.0,86.0,23.0,79.5,53.0,2025.97,7.317,2.0,50.5299546,-84.8148198,7.317,2023,2,7,23,4.84,308.0
60.0,56,,93.0,56,0,60.0,0.0,230.0,4,2023-02-07 23:51:01,25.0,86.5,23.5,82.5,54.0,2033.38,7.316,2.0,50.529879,-84.8147834,7.316,2023,2,7,23,4.84,308.0
59.799999999999955,56,,92.0,56,0,59.799999999999955,0.0,230.0,4,2023-02-07 23:51:02,24.5,86.5,24.5,86.0,54.0,2040.65,7.259,2.0,50.5298065,-84.8147472,7.259,2023,2,7,23,4.84,308.0
59.799999999999955,56,,91.0,57,0,59.799999999999955,0.0,232.0,4,2023-02-07 23:51:03,24.5,86.5,25.0,89.0,55.0,2047.92,7.155,2.0,50.5297332,-84.8147105,7.155,2023,2,7,23,4.84,308.0
59.799999999999955,56,,90.0,57,0,59.799999999999955,0.0,234.0,4,2023-02-07 23:51:04,24.5,85.5,25.5,85.0,54.0,2055.04,7.097,2.0,50.52966,-84.8146739,7.097,2023,2,7,23,4.84,308.0
59.799999999999955,56,,89.0,57,0,59.799999999999955,0.0,236.0,4,2023-02-07 23:51:05,25.0,86.0,25.5,84.0,53.0,2062.17,7.06,2.0,50.5295888,-84.8146374,7.06,2023,2,7,23,4.84,308.0
59.799999999999955,56,,89.0,57,0,59.799999999999955,0.0,241.0,4,2023-02-07 23:51:06,25.5,86.5,25.5,85.5,52.0,2069.27,7.003,2.0,50.5295188,-84.8146048,7.003,2023,2,7,23,4.84,308.0
59.799999999999955,56,,89.0,58,0,59.799999999999955,0.0,251.0,4,2023-02-07 23:51:07,25.0,87.0,26.5,88.5,52.0,2076.3,6.979,2.0,50.529448,-84.8145738,6.979,2023,2,7,23,4.84,308.0
59.60000000000002,56,,88.0,58,0,59.60000000000002,0.0,252.0,4,2023-02-07 23:51:08,25.5,87.0,27.5,90.5,51.0,2083.27,6.934,2.0,50.529378,-84.8145374,6.934,2023,2,7,23,4.84,308.0
59.39999999999998,56,,88.0,58,0,59.39999999999998,0.0,248.0,4,2023-02-07 23:51:09,25.5,87.0,27.0,89.0,50.0,2090.32,6.939,2.0,50.5293053,-84.8145011,6.939,2023,2,7,23,4.84,308.0
59.200000000000045,56,,87.0,58,0,59.200000000000045,0.0,244.0,4,2023-02-07 23:51:10,25.5,87.5,26.5,87.5,52.0,2097.32,6.861,2.0,50.529234,-84.8144682,6.861,2023,2,7,23,4.84,308.0
59.0,56,,86.0,59,0,59.0,0.0,240.0,4,2023-02-07 23:51:11,25.5,87.5,26.0,87.0,51.0,2104.15,6.747,2.0,50.5291659,-84.8144373,6.747,2023,2,7,23,4.84,308.0
59.0,56,,85.0,59,0,59.0,0.0,234.0,4,2023-02-07 23:51:12,25.0,88.0,25.5,87.5,51.0,2110.81,6.739,2.0,50.5290989,-84.8144016,6.739,2023,2,7,23,4.84,308.0
59.0,56,,84.0,59,0,59.0,0.0,239.0,4,2023-02-07 23:51:13,25.0,88.5,25.5,87.5,51.0,2117.51,6.731,2.0,50.5290308,-84.8143688,6.731,2023,2,7,23,4.84,308.0
59.200000000000045,56,,87.0,59,0,59.200000000000045,0.0,239.0,4,2023-02-07 23:51:14,24.0,87.0,25.5,87.5,50.0,2124.35,6.667,2.0,50.528961,-84.8143372,6.667,2023,2,7,23,4.84,308.0
59.200000000000045,56,,92.0,59,0,59.200000000000045,0.0,231.0,4,2023-02-07 23:51:15,22.5,80.0,27.0,89.0,50.0,2131.01,6.579,2.0,50.5288929,-84.8143045,6.579,2023,2,7,23,4.84,308.0
59.39999999999998,56,,94.0,60,0,59.39999999999998,0.0,220.0,4,2023-02-07 23:51:16,22.0,76.5,27.5,90.0,50.0,2137.62,6.557,2.0,50.5288263,-84.8142734,6.557,2023,2,7,23,4.84,308.0
59.60000000000002,56,,93.0,60,0,59.60000000000002,0.0,208.0,4,2023-02-07 23:51:17,22.5,77.0,27.5,90.0,49.0,2144.15,6.531,2.0,50.5287606,-84.8142406,6.531,2023,2,7,23,4.84,308.0
59.799999999999955,56,,93.0,60,0,59.799999999999955,0.0,202.0,4,2023-02-07 23:51:18,23.5,78.0,27.0,89.5,49.0,2150.67,6.501,2.0,50.5286941,-84.8142096,6.501,2023,2,7,23,4.84,308.0
60.0,56,,93.0,60,0,60.0,0.0,200.0,3,2023-02-07 23:51:19,24.0,78.5,27.0,89.5,54.0,2157.15,6.491,2.0,50.5286287,-84.814177,6.491,2023,2,7,23,4.84,308.0
60.200000000000045,56,,93.0,61,0,60.200000000000045,0.0,203.0,3,2023-02-07 23:51:20,25.0,79.0,27.0,89.5,54.0,2163.67,6.498,2.0,50.5285624,-84.814146,6.498,2023,2,7,23,4.84,308.0
60.39999999999998,56,,93.0,61,0,60.39999999999998,0.0,209.0,3,2023-02-07 23:51:21,26.0,80.0,26.5,89.0,50.0,2170.29,6.537,2.0,50.5284986,-84.8141059,6.537,2023,2,7,23,4.84,308.0
60.799999999999955,56,,94.0,61,0,60.799999999999955,0.0,210.0,3,2023-02-07 23:51:22,26.5,80.5,26.5,89.0,49.0,2176.96,6.596,2.0,50.5284328,-84.8140639,6.596,2023,2,7,23,4.84,308.0
