distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,descent,enhanced_altitude,grade,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
1391.32,8.731,2,50.5336631,-84.8164538,8.731,2023-04-20 14:17:11,-0.39999999999997726,16.0,,15.0,-0.39999999999997726,-0.73,85.0,38.0,22.5,58.0,79.5,181.0,21.5,77.5,14.0,2023,4,20,14,1.7,28.0
1400.06,8.728,2,50.5337505,-84.8164998,8.728,2023-04-20 14:17:12,-0.39999999999997726,16.0,,15.0,-0.39999999999997726,0.0,85.0,38.0,20.0,56.0,71.0,170.0,18.5,71.5,14.0,2023,4,20,14,1.7,28.0
1408.84,8.737,2,50.5338397,-84.8165453,8.737,2023-04-20 14:17:13,-0.39999999999997726,16.0,,15.0,-0.39999999999997726,0.0,85.0,38.0,18.5,55.0,66.5,159.0,16.5,65.5,14.0,2023,4,20,14,1.7,28.0
1417.58,8.738,2,50.5339293,-84.8165849,8.738,2023-04-20 14:17:14,-0.6000000000000227,16.0,,15.0,-0.6000000000000227,0.0,85.0,38.0,19.0,55.0,65.5,136.0,15.5,60.0,14.0,2023,4,20,14,1.7,28.0
1426.28,8.684,2,50.5340204,-84.816616,8.684,2023-04-20 14:17:15,-0.19999999999998863,16.0,,15.0,-0.19999999999998863,0.24,85.0,39.0,19.0,57.0,65.5,144.0,15.0,55.0,14.0,2023,4,20,14,1.7,28.0
1435.06,8.709,2,50.5341128,-84.8166437,8.709,2023-04-20 14:17:16,-0.19999999999998863,17.0,,15.0,-0.19999999999998863,0.59,85.0,39.0,19.5,57.0,69.5,152.0,15.0,56.0,14.0,2023,4,20,14,1.7,28.0
1443.75,8.647,2,50.5342036,-84.8166764,8.647,2023-04-20 14:17:17,-0.19999999999998863,17.0,,15.0,-0.19999999999998863,0.71,85.0,39.0,18.5,55.0,68.5,155.0,18.0,65.0,14.0,2023,4,20,14,1.7,28.0
1452.15,8.419,2,50.534289,-84.8167126,8.419,2023-04-20 14:17:18,-0.6000000000000227,17.0,,15.0,-0.6000000000000227,0.61,77.0,39.0,17.0,54.0,62.5,153.0,18.0,66.0,14.0,2023,4,20,14,1.7,28.0
1460.51,8.186,2,50.5343714,-84.8167547,8.186,2023-04-20 14:17:19,-1.0,17.0,,15.0,-1.0,0.22,56.0,39.0,17.0,52.0,60.5,147.0,16.5,61.0,14.0,2023,4,20,14,1.7,28.0
1468.46,7.784,2,50.5344505,-84.8168002,7.784,2023-04-20 14:17:20,-1.1999999999999886,17.0,,15.0,-1.1999999999999886,-0.31,34.0,39.0,19.5,56.0,68.0,142.0,16.0,59.0,14.0,2023,4,20,14,1.7,28.0
1475.97,7.322,2,50.5345227,-84.8168512,7.322,2023-04-20 14:17:21,-1.3999999999999773,17.0,,15.0,-1.3999999999999773,-0.78,13.0,39.0,22.5,69.0,75.5,137.0,15.5,57.0,14.0,2023,4,20,14,1.7,28.0
1483.24,7.16,2,50.5345935,-84.8168949,7.16,2023-04-20 14:17:22,-1.3999999999999773,17.0,,16.0,-1.3999999999999773,-1.19,2.0,39.0,25.0,82.0,83.0,0.0,15.0,54.5,14.0,2023,4,20,14,1.7,28.0
1490.42,7.153,2,50.5346637,-84.8169368,7.153,2023-04-20 14:17:23,-1.3999999999999773,17.0,,16.0,-1.3999999999999773,-1.52,14.0,39.0,28.0,95.0,90.5,10.0,14.5,52.5,14.0,2023,4,20,14,1.7,28.0
1498.11,7.167,2,50.5347406,-84.8169771,7.167,2023-04-20 14:17:24,-1.8000000000000114,17.0,,16.0,-1.8000000000000114,-1.79,72.0,39.0,30.5,75.0,96.5,97.0,9.5,57.0,14.0,2023,4,20,14,1.7,28.0
1506.24,7.433,2,50.5348247,-84.8170133,7.433,2023-04-20 14:17:25,-2.0,17.0,,16.0,-2.0,-2.0,82.0,39.0,32.5,52.0,99.0,204.0,2.0,72.0,14.0,2023,4,20,14,1.7,28.0
1514.49,7.538,2,50.5349085,-84.8170551,7.538,2023-04-20 14:17:26,-2.1999999999999886,17.0,,16.0,-2.1999999999999886,-2.11,83.0,40.0,29.0,54.0,95.5,296.0,18.5,87.0,14.0,2023,4,20,14,1.7,28.0
1522.81,7.589,2,50.5349908,-84.8170954,7.589,2023-04-20 14:17:27,-2.1999999999999886,17.0,,16.0,-2.1999999999999886,-2.13,84.0,40.0,26.0,54.0,91.0,315.0,24.5,90.5,14.0,2023,4,20,14,1.7,28.0
1530.86,7.632,2,50.5350698,-84.8171371,7.632,2023-04-20 14:17:28,-2.3999999999999773,17.0,,17.0,-2.3999999999999773,-2.1,84.0,40.0,24.0,55.0,87.0,275.0,24.5,87.0,14.0,2023,4,20,14,1.7,28.0
1538.87,7.695,2,50.5351495,-84.8171824,7.695,2023-04-20 14:17:29,-2.3999999999999773,17.0,,17.0,-2.3999999999999773,-2.06,84.0,41.0,23.0,55.0,83.5,270.0,24.5,84.5,14.0,2023,4,20,14,1.7,28.0
1547.12,7.744,2,50.5352316,-84.817228,7.744,2023-04-20 14:17:30,-2.1999999999999886,17.0,,17.0,-2.1999999999999886,-1.85,85.0,41.0,24.5,54.0,86.5,269.0,25.0,86.5,14.0,2023,4,20,14,1.7,28.0
1555.44,7.738,2,50.5353138,-84.8172737,7.738,2023-04-20 14:17:31,-2.0,17.0,,17.0,-2.0,-1.36,86.0,41.0,26.5,54.0,90.0,286.0,25.5,88.5,14.0,2023,4,20,14,1.7,28.0
1564.05,7.972,2,50.5354016,-84.8173139,7.972,2023-04-20 14:17:32,-1.6000000000000227,17.0,,17.0,-1.6000000000000227,-0.72,88.0,42.0,26.0,54.0,89.5,317.0,25.5,89.0,14.0,2023,4,20,14,1.7,28.0
1572.76,8.21,2,50.5354926,-84.8173503,8.21,2023-04-20 14:17:33,-1.3999999999999773,17.0,,17.0,-1.3999999999999773,0.01,89.0,42.0,24.0,54.0,84.0,338.0,26.5,91.0,14.0,2023,4,20,14,1.7,28.0
1581.59,8.456,2,50.5355837,-84.8173813,8.456,2023-04-20 14:17:34,-1.6000000000000227,17.0,,17.0,-1.6000000000000227,0.74,90.0,42.0,21.5,54.0,75.5,318.0,28.5,95.5,14.0,2023,4,20,14,1.7,28.0
1590.08,8.197,2,50.5356711,-84.8174137,8.197,2023-04-20 14:17:35,-1.8000000000000114,18.0,,17.0,-1.8000000000000114,1.12,90.0,42.0,22.0,54.0,77.0,276.0,26.5,92.5,14.0,2023,4,20,14,1.7,28.0
1598.43,8.086,2,50.5357546,-84.8174554,8.086,2023-04-20 14:17:36,-2.0,18.0,,17.0,-2.0,0.63,90.0,43.0,22.5,54.0,79.0,245.0,25.0,89.5,14.0,2023,4,20,14,1.7,28.0
1606.86,8.284,2,50.5358373,-84.8175068,8.284,2023-04-20 14:17:37,-2.1999999999999886,18.0,,17.0,-2.1999999999999886,0.0,91.0,43.0,23.0,54.0,81.0,240.0,23.0,86.0,14.0,2023,4,20,14,1.7,28.0
1615.16,8.216,2,50.5359196,-84.8175617,8.216,2023-04-20 14:17:38,-2.1999999999999886,18.0,,17.0,-2.1999999999999886,-0.01,91.0,43.0,23.5,54.0,83.0,241.0,21.5,83.0,14.0,2023,4,20,14,1.7,28.0
1623.49,8.208,2,50.5359987,-84.8176162,8.208,2023-04-20 14:17:39,-2.3999999999999773,18.0,,17.0,-2.3999999999999773,-0.29,91.0,43.0,24.0,54.0,84.5,240.0,20.0,80.5,14.0,2023,4,20,14,1.7,28.0
1631.85,8.107,2,50.5360759,-84.8176762,8.107,2023-04-20 14:17:40,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,-0.79,90.0,44.0,22.5,55.0,83.5,239.0,19.5,81.5,14.0,2023,4,20,14,1.7,28.0
1640.13,8.15,2,50.5361505,-84.8177454,8.15,2023-04-20 14:17:41,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,-1.09,90.0,44.0,25.0,62.0,88.0,245.0,21.0,81.5,14.0,2023,4,20,14,1.7,28.0
1648.61,8.359,2,50.5362228,-84.8178177,8.359,2023-04-20 14:17:42,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,-1.16,91.0,44.0,26.0,63.0,90.0,268.0,22.0,83.5,14.0,2023,4,20,14,1.7,28.0
1657.43,8.695,2,50.5362985,-84.8178907,8.695,2023-04-20 14:17:43,-2.1999999999999886,18.0,,18.0,-2.1999999999999886,-0.62,92.0,45.0,26.0,54.0,90.0,394.0,23.0,86.0,13.0,2023,4,20,14,1.7,28.0
1666.48,8.933,2,50.536379,-84.8179638,8.933,2023-04-20 14:17:44,-2.1999999999999886,18.0,,18.0,-2.1999999999999886,0.0,94.0,45.0,26.0,48.0,90.5,408.0,24.0,88.5,13.0,2023,4,20,14,1.7,28.0
1675.4,8.682,2,50.5364554,-84.8180421,8.682,2023-04-20 14:17:45,-2.1999999999999886,18.0,,18.0,-2.1999999999999886,0.0,95.0,45.0,26.0,53.0,91.0,405.0,25.0,91.5,13.0,2023,4,20,14,1.7,28.0
1684.33,8.766,2,50.5365312,-84.8181188,8.766,2023-04-20 14:17:46,-2.0,18.0,,18.0,-2.0,0.0,95.0,46.0,26.0,52.0,91.5,391.0,26.0,94.0,13.0,2023,4,20,14,1.7,28.0
1693.02,8.928,2,50.5366083,-84.8181914,8.928,2023-04-20 14:17:47,-2.0,18.0,,18.0,-2.0,0.0,96.0,46.0,26.0,51.0,91.5,316.0,26.5,94.5,13.0,2023,4,20,14,1.7,28.0
1701.93,9.186,2,50.5366882,-84.818264,9.186,2023-04-20 14:17:48,-2.0,18.0,,18.0,-2.0,0.0,95.0,46.0,26.0,50.0,91.0,286.0,27.0,92.5,13.0,2023,4,20,14,1.7,28.0
1711.15,9.258,2,50.536773,-84.8183369,9.258,2023-04-20 14:17:49,-2.0,18.0,,18.0,-2.0,0.0,90.0,47.0,26.0,49.0,91.0,268.0,27.5,90.5,13.0,2023,4,20,14,1.7,28.0
1720.26,9.184,2,50.5368539,-84.8184096,9.184,2023-04-20 14:17:50,-1.8000000000000114,18.0,,18.0,-1.8000000000000114,0.0,87.0,47.0,26.0,48.0,90.5,267.0,28.0,88.5,13.0,2023,4,20,14,1.7,28.0
1729.4,9.257,3,50.5369288,-84.8184937,9.257,2023-04-20 14:17:51,-2.0,18.0,,18.0,-2.0,0.0,88.0,47.0,25.0,47.0,87.0,309.0,27.0,86.5,13.0,2023,4,20,14,1.7,28.0
1738.33,8.969,3,50.5370015,-84.8185791,8.969,2023-04-20 14:17:52,-2.0,18.0,,18.0,-2.0,0.0,89.0,48.0,25.5,47.0,88.0,370.0,27.0,89.0,13.0,2023,4,20,14,1.7,28.0
1747.11,9.122,3,50.5370771,-84.8186556,9.122,2023-04-20 14:17:53,-2.1999999999999886,18.0,,18.0,-2.1999999999999886,0.0,89.0,48.0,28.0,48.0,95.0,365.0,27.5,96.0,13.0,2023,4,20,14,1.7,28.0
1756.46,9.476,2,50.53716,-84.8187339,9.476,2023-04-20 14:17:54,-2.1999999999999886,18.0,,18.0,-2.1999999999999886,0.0,90.0,48.0,26.5,52.0,86.5,357.0,27.0,92.0,13.0,2023,4,20,14,1.7,28.0
1766.1,9.603,2,50.5372408,-84.8188211,9.603,2023-04-20 14:17:55,-2.1999999999999886,18.0,,18.0,-2.1999999999999886,0.0,91.0,49.0,29.0,55.0,94.5,363.0,26.5,92.0,13.0,2023,4,20,14,1.7,28.0
1775.73,9.694,2,50.5373183,-84.8189123,9.694,2023-04-20 14:17:56,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,92.0,49.0,31.5,54.0,98.0,415.0,27.0,94.0,13.0,2023,4,20,14,1.7,28.0
1785.51,10.027,2,50.5373931,-84.819009,10.027,2023-04-20 14:17:57,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,93.0,50.0,33.5,52.0,99.0,479.0,28.5,97.0,13.0,2023,4,20,14,1.7,28.0
1795.37,10.046,2,50.5374655,-84.819114,10.046,2023-04-20 14:17:58,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,95.0,50.0,34.5,52.0,98.0,534.0,29.0,99.5,13.0,2023,4,20,14,1.7,28.0
1805.19,9.734,2,50.5375356,-84.8192232,9.734,2023-04-20 14:17:59,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,96.0,51.0,29.0,51.0,86.0,535.0,27.5,98.0,13.0,2023,4,20,14,1.7,28.0
1814.85,9.587,2,50.5376044,-84.8193223,9.587,2023-04-20 14:18:00,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,97.0,51.0,23.5,54.0,74.0,504.0,26.0,96.5,13.0,2023,4,20,14,1.7,28.0
1824.29,9.371,2,50.5376757,-84.8194193,9.371,2023-04-20 14:18:01,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,92.0,52.0,18.0,56.0,62.0,412.0,24.5,95.5,13.0,2023,4,20,14,1.7,28.0
1833.34,9.219,2,50.5377448,-84.8195126,9.219,2023-04-20 14:18:02,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,71.0,52.0,12.5,59.0,50.0,258.0,23.0,94.0,13.0,2023,4,20,14,1.7,28.0
1842.04,9.025,2,50.5378119,-84.8196019,9.025,2023-04-20 14:18:03,-2.1999999999999886,18.0,,18.0,-2.1999999999999886,0.0,46.0,52.0,9.5,59.0,43.5,139.0,19.5,94.0,13.0,2023,4,20,14,1.7,28.0
1850.4,8.695,2,50.5378769,-84.8196869,8.695,2023-04-20 14:18:04,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,84.0,52.0,18.0,55.0,64.0,83.0,4.5,98.5,13.0,2023,4,20,14,1.7,28.0
1858.68,8.345,2,50.5379337,-84.8197757,8.345,2023-04-20 14:18:05,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,63.0,52.0,14.0,67.0,55.5,92.0,0.0,100.0,13.0,2023,4,20,14,1.7,28.0
1866.78,7.913,2,50.5379845,-84.8198735,7.913,2023-04-20 14:18:06,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,44.0,52.0,10.0,72.0,45.5,101.0,0.0,96.0,13.0,2023,4,20,14,1.7,28.0
1875.12,7.46,2,50.5380428,-84.8199627,7.46,2023-04-20 14:18:07,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,25.0,52.0,12.0,74.0,50.5,110.0,0.0,87.0,13.0,2023,4,20,14,1.7,28.0
1882.86,7.227,2,50.5380984,-84.8200447,7.227,2023-04-20 14:18:08,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,6.0,52.0,14.0,76.0,55.5,120.0,0.0,78.5,13.0,2023,4,20,14,1.7,28.0
1889.84,6.981,2,50.538143,-84.8201267,6.981,2023-04-20 14:18:09,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,0.0,52.0,15.5,77.0,60.5,0.0,0.0,69.5,13.0,2023,4,20,14,1.7,28.0
1896.65,6.825,2,50.5381837,-84.8202082,6.825,2023-04-20 14:18:10,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,0.0,52.0,17.5,79.0,65.5,0.0,0.0,60.5,13.0,2023,4,20,14,1.7,28.0
1903.21,6.455,2,50.5382246,-84.8202845,6.455,2023-04-20 14:18:11,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,0.0,52.0,19.5,81.0,70.5,0.0,0.0,51.5,13.0,2023,4,20,14,1.7,28.0
1909.42,5.843,2,50.5382657,-84.8203575,5.843,2023-04-20 14:18:12,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,0.0,52.0,21.5,82.0,75.5,0.0,0.0,42.5,13.0,2023,4,20,14,1.7,28.0
1914.84,5.182,2,50.5383034,-84.8204187,5.182,2023-04-20 14:18:13,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,0.0,52.0,23.5,84.0,80.5,0.0,0.0,34.0,13.0,2023,4,20,14,1.7,28.0
1919.83,4.884,2,50.5383374,-84.8204738,4.884,2023-04-20 14:18:14,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,0.0,52.0,25.5,86.0,85.5,0.0,0.0,25.0,13.0,2023,4,20,14,1.7,28.0
1924.66,4.94,2,50.5383696,-84.8205289,4.94,2023-04-20 14:18:15,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,0.0,52.0,27.5,87.0,90.5,0.0,0.0,16.0,13.0,2023,4,20,14,1.7,28.0
1929.8,5.384,2,50.5384014,-84.820589,5.384,2023-04-20 14:18:16,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,44.0,52.0,29.5,89.0,95.5,50.0,0.0,7.0,13.0,2023,4,20,14,1.7,28.0
1935.53,6.113,2,50.5384387,-84.8206581,6.113,2023-04-20 14:18:17,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,57.0,52.0,32.0,83.0,99.5,167.0,1.0,4.0,13.0,2023,4,20,14,1.7,28.0
1941.84,6.73,2,50.5384794,-84.8207304,6.73,2023-04-20 14:18:18,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,69.0,53.0,36.5,66.0,100.0,265.0,7.0,23.0,13.0,2023,4,20,14,1.7,28.0
1948.63,7.103,2,50.5385229,-84.8208084,7.103,2023-04-20 14:18:19,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,80.0,53.0,33.5,49.0,98.5,441.0,18.0,52.5,13.0,2023,4,20,14,1.7,28.0
1955.61,7.325,2,50.5385686,-84.8208906,7.325,2023-04-20 14:18:20,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,88.0,54.0,30.5,50.0,97.0,429.0,29.0,83.0,13.0,2023,4,20,14,1.7,28.0
1962.62,7.03,2,50.5386167,-84.8209669,7.03,2023-04-20 14:18:21,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,91.0,54.0,27.0,53.0,93.5,375.0,33.5,100.0,13.0,2023,4,20,14,1.7,28.0
1969.74,7.007,2,50.538667,-84.82104,7.007,2023-04-20 14:18:22,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,86.0,54.0,24.5,55.0,90.0,348.0,30.5,99.5,13.0,2023,4,20,14,1.7,28.0
1977.42,7.581,2,50.538725,-84.8211235,7.581,2023-04-20 14:18:23,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,85.0,55.0,31.0,55.0,97.5,334.0,29.0,98.0,13.0,2023,4,20,14,1.7,28.0
1985.51,7.86,2,50.5387807,-84.8212147,7.86,2023-04-20 14:18:24,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,86.0,55.0,30.5,54.0,95.5,329.0,27.5,98.0,13.0,2023,4,20,14,1.7,28.0
1993.62,7.95,2,50.5388304,-84.8213104,7.95,2023-04-20 14:18:25,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,87.0,55.0,30.0,50.0,93.5,322.0,26.5,96.5,13.0,2023,4,20,14,1.7,28.0
2002.27,8.114,2,50.5388861,-84.821411,8.114,2023-04-20 14:18:26,-3.0,18.0,,18.0,-3.0,0.0,88.0,56.0,30.5,52.0,92.5,308.0,26.0,94.5,13.0,2023,4,20,14,1.7,28.0
2010.76,8.132,2,50.5389399,-84.8215111,8.132,2023-04-20 14:18:27,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,89.0,56.0,30.5,53.0,92.0,308.0,25.5,92.5,13.0,2023,4,20,14,1.7,28.0
2019.07,8.228,2,50.5389901,-84.8216062,8.228,2023-04-20 14:18:28,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,90.0,56.0,29.5,54.0,93.5,291.0,25.5,91.5,13.0,2023,4,20,14,1.7,28.0
2027.35,8.295,2,50.5390429,-84.8217027,8.295,2023-04-20 14:18:29,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,91.0,56.0,27.0,63.0,88.0,276.0,24.0,89.0,13.0,2023,4,20,14,1.7,28.0
2035.61,8.228,2,50.5390943,-84.8218018,8.228,2023-04-20 14:18:30,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,92.0,57.0,26.0,48.0,88.0,307.0,24.0,87.5,13.0,2023,4,20,14,1.7,28.0
2042.98,6.356,2,50.5391368,-84.8218922,6.356,2023-04-20 14:18:31,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,88.0,57.0,25.5,52.0,90.5,327.0,24.5,86.0,13.0,2023,4,20,14,1.7,28.0
2048.35,4.395,2,50.5391707,-84.8219526,4.395,2023-04-20 14:18:32,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,68.0,57.0,26.0,57.0,93.0,302.0,25.0,86.0,12.0,2023,4,20,14,1.7,28.0
2052.37,3.766,2,50.539205,-84.8219868,3.766,2023-04-20 14:18:33,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,48.0,58.0,27.5,55.0,95.0,276.0,26.0,89.5,12.0,2023,4,20,14,1.7,28.0
2056.19,3.905,2,50.539244,-84.8220032,3.905,2023-04-20 14:18:34,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,42.0,58.0,29.5,53.0,96.5,248.0,27.0,93.5,12.0,2023,4,20,14,1.7,28.0
2060.55,4.599,2,50.5392906,-84.8220014,4.599,2023-04-20 14:18:35,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,58.0,58.0,31.0,51.0,98.5,245.0,27.5,97.0,12.0,2023,4,20,14,1.7,28.0
2065.29,5.074,2,50.5393432,-84.8219924,5.074,2023-04-20 14:18:36,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,79.0,59.0,31.5,51.0,99.5,442.0,29.0,99.0,12.0,2023,4,20,14,1.7,28.0
2070.5,5.456,2,50.539398,-84.8219832,5.456,2023-04-20 14:18:37,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,89.0,59.0,30.5,50.0,98.5,507.0,29.5,99.5,12.0,2023,4,20,14,1.7,28.0
2076.84,6.578,2,50.5394638,-84.8219741,6.578,2023-04-20 14:18:38,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,93.0,59.0,27.0,52.0,92.5,467.0,28.5,99.5,12.0,2023,4,20,14,1.7,28.0
2084.06,7.412,2,50.5395422,-84.821965,7.412,2023-04-20 14:18:39,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,90.0,60.0,28.5,65.0,95.0,379.0,27.0,97.5,12.0,2023,4,20,14,1.7,28.0
2091.51,7.268,2,50.5396212,-84.8219723,7.268,2023-04-20 14:18:40,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,87.0,60.0,28.0,61.0,91.0,316.0,26.5,97.0,12.0,2023,4,20,14,1.7,28.0
2099.05,7.14,3,50.5397012,-84.8219741,7.14,2023-04-20 14:18:41,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,88.0,60.0,27.0,56.0,87.0,308.0,26.0,95.5,12.0,2023,4,20,14,1.7,28.0
2105.58,6.577,3,50.5397722,-84.821965,6.577,2023-04-20 14:18:42,-3.0,18.0,,18.0,-3.0,0.0,88.0,61.0,26.5,53.0,86.0,304.0,24.5,92.5,12.0,2023,4,20,14,1.7,28.0
2112.27,6.995,3,50.5398442,-84.8219504,6.995,2023-04-20 14:18:43,-3.0,18.0,,18.0,-3.0,0.0,88.0,61.0,26.5,53.0,85.5,296.0,23.5,89.5,12.0,2023,4,20,14,1.7,28.0
2120.13,7.784,3,50.5399275,-84.8219377,7.784,2023-04-20 14:18:44,-3.0,18.0,,18.0,-3.0,0.0,88.0,61.0,26.0,51.0,84.5,285.0,22.0,86.5,12.0,2023,4,20,14,1.7,28.0
2128.12,7.78,3,50.540013,-84.8219287,7.78,2023-04-20 14:18:45,-3.0,18.0,,18.0,-3.0,0.0,87.0,61.0,24.5,51.0,82.5,256.0,21.5,84.0,12.0,2023,4,20,14,1.7,28.0
2135.93,7.27,3,50.5400969,-84.8219141,7.27,2023-04-20 14:18:46,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,87.0,62.0,22.5,52.0,79.5,230.0,21.0,81.5,12.0,2023,4,20,14,1.7,28.0
2142.92,6.908,3,50.5401705,-84.8218905,6.908,2023-04-20 14:18:47,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,61.0,62.0,23.5,51.0,80.5,218.0,17.5,74.5,12.0,2023,4,20,14,1.7,28.0
2149.46,6.556,3,50.5402362,-84.8218631,6.556,2023-04-20 14:18:48,-2.8000000000000114,18.0,,18.0,-2.8000000000000114,0.0,42.0,62.0,33.5,38.0,96.0,207.0,19.5,79.0,12.0,2023,4,20,14,1.7,28.0
2155.74,6.138,3,50.5403005,-84.8218411,6.138,2023-04-20 14:18:49,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,28.0,62.0,,25.0,,199.0,,,12.0,2023,4,20,14,1.7,28.0
2161.08,5.382,3,50.5403581,-84.821834,5.382,2023-04-20 14:18:50,-2.6000000000000227,18.0,,18.0,-2.6000000000000227,0.0,14.0,62.0,,,,190.0,,,12.0,2023,4,20,14,1.7,28.0
2166.54,5.442,3,50.5404156,-84.821834,5.442,2023-04-20 14:18:51,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
2172.51,5.834,3,50.5404804,-84.821834,5.834,2023-04-20 14:18:52,-2.3999999999999773,18.0,,18.0,-2.3999999999999773,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
2178.05,5.371,3,50.5405403,-84.8218449,5.371,2023-04-20 14:18:53,-2.1999999999999886,18.0,,18.0,-2.1999999999999886,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
2184.38,4.72,3,50.5406058,-84.8218413,4.72,2023-04-20 14:18:54,-2.1999999999999886,18.0,,18.0,-2.1999999999999886,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
2189.49,3.687,3,50.5406596,-84.8218285,3.687,2023-04-20 14:18:55,-2.0,18.0,,18.0,-2.0,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
2194.17,4.299,3,50.5407086,-84.821814,4.299,2023-04-20 14:18:56,-1.8000000000000114,18.0,,18.0,-1.8000000000000114,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
2196.31,2.098,3,50.5407413,-84.8218013,2.098,2023-04-20 14:18:57,-1.6000000000000227,18.0,,18.0,-1.6000000000000227,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
2196.31,0.0,3,50.5407597,-84.8217867,0.0,2023-04-20 14:18:58,-1.6000000000000227,18.0,,18.0,-1.6000000000000227,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
2196.31,0.0,3,50.5407752,-84.8217739,0.0,2023-04-20 14:18:59,-1.3999999999999773,18.0,,18.0,-1.3999999999999773,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
2196.31,0.0,3,50.5407807,-84.8217702,0.0,2023-04-20 14:19:00,-1.3999999999999773,18.0,,18.0,-1.3999999999999773,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
2196.31,0.0,3,50.5407807,-84.8217702,0.0,2023-04-20 14:19:01,-1.1999999999999886,18.0,,18.0,-1.1999999999999886,0.0,0.0,62.0,,,,0.0,,,12.0,2023,4,20,14,1.7,28.0
