altitude,cadence,compressed_speed_distance,cycle_length,distance,enhanced_altitude,enhanced_speed,grade,heart_rate,position_lat,position_long,power,resistance,speed,temperature,time_from_course,timestamp,year,month,day,hour,wind_speed,wind_direction
124.60000000000002,57,,,,124.60000000000002,0.94,,0,64.4131058,-1.8389596,120,,0.94,,,2021-02-08 04:21:48,2021,2,8,4,8.6,72.0
124.60000000000002,65,,,,124.60000000000002,1.967,,0,64.4130893,-1.8389582,143,,1.967,,,2021-02-08 04:21:49,2021,2,8,4,8.6,72.0
124.60000000000002,67,,,,124.60000000000002,2.62,,0,64.4130652,-1.8389539,150,,2.62,,,2021-02-08 04:21:50,2021,2,8,4,8.6,72.0
124.79999999999995,67,,,,124.79999999999995,3.132,,0,64.4130335,-1.8389426,150,,3.132,,,2021-02-08 04:21:51,2021,2,8,4,8.6,72.0
124.79999999999995,66,,,,124.79999999999995,3.51,,0,64.4129986,-1.8389305,146,,3.51,,,2021-02-08 04:21:52,2021,2,8,4,8.6,72.0
124.79999999999995,65,,,,124.79999999999995,3.813,,0,64.4129601,-1.8389171,143,,3.813,,,2021-02-08 04:21:53,2021,2,8,4,8.6,72.0
125.0,66,,,,125.0,4.069,,0,64.4129195,-1.8389018,146,,4.069,,,2021-02-08 04:21:54,2021,2,8,4,8.6,72.0
125.0,66,,,,125.0,4.302,,0,64.4128762,-1.8388836,146,,4.302,,,2021-02-08 04:21:55,2021,2,8,4,8.6,72.0
125.0,60,,,,125.0,4.509,,0,64.412828,-1.8388615,129,,4.509,,,2021-02-08 04:21:56,2021,2,8,4,8.6,72.0
125.20000000000005,54,,,,125.20000000000005,4.635,,0,64.4127808,-1.8388387,113,,4.635,,,2021-02-08 04:21:57,2021,2,8,4,8.6,72.0
125.20000000000005,54,,,,125.20000000000005,4.719,,0,64.4127342,-1.8388157,113,,4.719,,,2021-02-08 04:21:58,2021,2,8,4,8.6,72.0
125.39999999999998,54,,,,125.39999999999998,4.805,,0,64.4126838,-1.8387905,113,,4.805,,,2021-02-08 04:21:59,2021,2,8,4,8.6,72.0
125.39999999999998,43,,,,125.39999999999998,4.862,,0,64.4126349,-1.8387657,89,,4.862,,,2021-02-08 04:22:00,2021,2,8,4,8.6,72.0
125.39999999999998,55,,,,125.39999999999998,4.913,,0,64.4125821,-1.8387383,115,,4.913,,,2021-02-08 04:22:01,2021,2,8,4,8.6,72.0
125.60000000000002,65,,,,125.60000000000002,5.025,,0,64.4125323,-1.838712,143,,5.025,,,2021-02-08 04:22:02,2021,2,8,4,8.6,72.0
125.60000000000002,66,,,,125.60000000000002,5.188,,0,64.4124801,-1.838684,146,,5.188,,,2021-02-08 04:22:03,2021,2,8,4,8.6,72.0
125.60000000000002,67,,,,125.60000000000002,5.351,,0,64.4124261,-1.8386545,150,,5.351,,,2021-02-08 04:22:04,2021,2,8,4,8.6,72.0
125.79999999999995,69,,,,125.79999999999995,5.518,,0,64.41237,-1.8386234,156,,5.518,,,2021-02-08 04:22:05,2021,2,8,4,8.6,72.0
125.79999999999995,69,,,,125.79999999999995,5.688,,0,64.4123119,-1.8385903,156,,5.688,,,2021-02-08 04:22:06,2021,2,8,4,8.6,72.0
125.79999999999995,69,,,,125.79999999999995,5.844,,0,64.4122546,-1.8385569,156,,5.844,,,2021-02-08 04:22:07,2021,2,8,4,8.6,72.0
126.0,71,,,,126.0,6.006,,0,64.4121935,-1.8385204,163,,6.006,,,2021-02-08 04:22:08,2021,2,8,4,8.6,72.0
126.0,72,,,,126.0,6.171,,0,64.4121333,-1.8384835,167,,6.171,,,2021-02-08 04:22:09,2021,2,8,4,8.6,72.0
126.0,73,,,,126.0,6.34,,0,64.4120702,-1.838444,171,,6.34,,,2021-02-08 04:22:10,2021,2,8,4,8.6,72.0
126.20000000000005,72,,,,126.20000000000005,6.505,,0,64.4120057,-1.8384028,167,,6.505,,,2021-02-08 04:22:11,2021,2,8,4,8.6,72.0
126.20000000000005,73,,,,126.20000000000005,6.659,,0,64.41194,-1.8383601,171,,6.659,,,2021-02-08 04:22:12,2021,2,8,4,8.6,72.0
126.20000000000005,74,,,,126.20000000000005,6.817,,0,64.4118715,-1.8383148,174,,6.817,,,2021-02-08 04:22:13,2021,2,8,4,8.6,72.0
126.20000000000005,75,,,,126.20000000000005,6.971,,0,64.4118028,-1.8382689,178,,6.971,,,2021-02-08 04:22:14,2021,2,8,4,8.6,72.0
126.20000000000005,76,,,,126.20000000000005,7.128,,0,64.4117316,-1.8382259,182,,7.128,,,2021-02-08 04:22:15,2021,2,8,4,8.6,72.0
126.39999999999998,76,,,,126.39999999999998,7.282,,0,64.4116582,-1.8381765,182,,7.282,,,2021-02-08 04:22:16,2021,2,8,4,8.6,72.0
126.39999999999998,75,,,,126.39999999999998,7.418,,0,64.4115887,-1.8381239,178,,7.418,,,2021-02-08 04:22:17,2021,2,8,4,8.6,72.0
126.39999999999998,76,,,,126.39999999999998,7.551,,0,64.4115146,-1.8380671,182,,7.551,,,2021-02-08 04:22:18,2021,2,8,4,8.6,72.0
126.39999999999998,76,,,,126.39999999999998,7.679,,0,64.4114408,-1.838012,182,,7.679,,,2021-02-08 04:22:19,2021,2,8,4,8.6,72.0
