altitude,cadence,calories,distance,enhanced_altitude,enhanced_speed,gps_accuracy,heart_rate,left_right_balance,position_lat,position_long,power,speed,timestamp,ascent,battery_soc,descent,grade,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
30.399999999999977,80,38,1735.3,30.399999999999977,8.052,2,132,52.0,50.5275046,-84.8135153,275,8.052,2023-05-24 14:04:05,3.0,,17.0,2.1,29.5,98.5,27.5,96.5,20.0,2023,5,24,14,1.33,13.0
30.600000000000023,86,38,1743.32,30.600000000000023,7.9,2,132,53.0,50.5275863,-84.8135516,262,7.9,2023-05-24 14:04:06,4.0,,17.0,2.27,28.5,92.5,26.5,96.0,20.0,2023,5,24,14,1.33,13.0
30.600000000000023,87,39,1751.44,30.600000000000023,7.69,2,132,53.0,50.5276722,-84.8135883,263,7.69,2023-05-24 14:04:07,4.0,,17.0,2.25,28.5,91.0,25.5,94.0,20.0,2023,5,24,14,1.33,13.0
30.799999999999955,85,39,1759.42,30.799999999999955,7.552,2,133,54.0,50.5277517,-84.8136176,266,7.552,2023-05-24 14:04:08,4.0,,17.0,2.05,29.0,94.0,25.0,92.5,20.0,2023,5,24,14,1.33,13.0
31.0,84,39,1767.12,31.0,7.33,2,133,54.0,50.5278291,-84.813652,268,7.33,2023-05-24 14:04:09,4.0,,17.0,1.82,30.0,97.0,24.5,91.0,20.0,2023,5,24,14,1.33,13.0
31.200000000000045,82,39,1774.66,31.200000000000045,7.254,2,133,54.0,50.5279061,-84.8136883,266,7.254,2023-05-24 14:04:10,4.0,,17.0,1.62,27.5,96.5,24.5,91.0,20.0,2023,5,24,14,1.33,13.0
31.399999999999977,80,40,1782.05,31.399999999999977,7.174,2,133,52.0,50.5279833,-84.8137176,246,7.174,2023-05-24 14:04:11,4.0,,17.0,1.52,28.0,96.0,24.5,91.5,20.0,2023,5,24,14,1.33,13.0
31.600000000000023,79,40,1789.43,31.600000000000023,7.144,2,134,53.0,50.5280608,-84.8137519,236,7.144,2023-05-24 14:04:12,4.0,,17.0,1.54,29.0,95.0,24.5,90.0,20.0,2023,5,24,14,1.33,13.0
32.200000000000045,79,40,1796.81,32.200000000000045,7.132,2,134,56.0,50.5281347,-84.8137814,236,7.132,2023-05-24 14:04:13,5.0,,17.0,1.81,29.0,93.5,24.0,85.0,20.0,2023,5,24,14,1.33,13.0
32.39999999999998,79,40,1804.24,32.39999999999998,7.207,2,135,55.0,50.5282113,-84.8138158,237,7.207,2023-05-24 14:04:14,5.0,,17.0,2.32,28.5,94.5,24.5,89.0,20.0,2023,5,24,14,1.33,13.0
32.60000000000002,79,40,1811.67,32.60000000000002,7.3,2,135,55.0,50.5282885,-84.8138521,244,7.3,2023-05-24 14:04:15,5.0,,17.0,2.87,28.5,95.0,25.0,92.0,20.0,2023,5,24,14,1.33,13.0
32.799999999999955,81,41,1819.35,32.799999999999955,7.397,2,135,55.0,50.5283659,-84.8138886,254,7.397,2023-05-24 14:04:16,6.0,,17.0,3.26,28.5,95.0,25.5,95.5,20.0,2023,5,24,14,1.33,13.0
32.799999999999955,82,41,1827.11,32.799999999999955,7.496,2,136,55.0,50.5284435,-84.8139251,260,7.496,2023-05-24 14:04:17,6.0,,17.0,3.41,27.5,93.0,25.5,96.0,20.0,2023,5,24,14,1.33,13.0
33.0,83,41,1834.62,33.0,7.607,2,136,56.0,50.5285193,-84.8139608,252,7.607,2023-05-24 14:04:18,6.0,,17.0,3.31,25.5,86.0,25.0,91.5,20.0,2023,5,24,14,1.33,13.0
33.0,84,41,1842.49,33.0,7.766,2,136,56.0,50.5286013,-84.8139977,244,7.766,2023-05-24 14:04:19,6.0,,17.0,3.02,25.5,88.5,23.5,88.0,20.0,2023,5,24,14,1.33,13.0
33.0,86,42,1850.55,33.0,7.92,2,137,56.0,50.5286805,-84.8140345,244,7.92,2023-05-24 14:04:20,6.0,,17.0,2.53,25.0,90.0,22.5,86.5,20.0,2023,5,24,14,1.33,13.0
33.200000000000045,88,42,1858.73,33.200000000000045,8.043,2,137,57.0,50.5287648,-84.8140708,240,8.043,2023-05-24 14:04:21,6.0,,17.0,1.97,24.5,91.5,22.5,87.0,20.0,2023,5,24,14,1.33,13.0
33.200000000000045,89,42,1866.94,33.200000000000045,8.146,2,137,55.0,50.5288473,-84.8141141,227,8.146,2023-05-24 14:04:22,6.0,,17.0,1.43,23.5,86.5,23.0,86.5,20.0,2023,5,24,14,1.33,13.0
33.200000000000045,90,42,1875.32,33.200000000000045,8.197,2,137,52.0,50.5289328,-84.8141526,219,8.197,2023-05-24 14:04:23,7.0,,17.0,1.03,20.0,71.5,22.5,82.5,20.0,2023,5,24,14,1.33,13.0
33.200000000000045,91,43,1883.59,33.200000000000045,8.295,2,137,51.0,50.5290156,-84.8141889,212,8.295,2023-05-24 14:04:24,7.0,,17.0,0.26,24.5,85.5,22.0,84.0,20.0,2023,5,24,14,1.33,13.0
33.0,90,43,1892.14,33.0,8.411,2,137,50.0,50.5291045,-84.8142323,204,8.411,2023-05-24 14:04:25,7.0,,17.0,0.0,23.0,83.5,22.0,80.5,20.0,2023,5,24,14,1.33,13.0
33.0,86,43,1900.62,33.0,8.431,2,137,49.0,50.5291886,-84.8142709,191,8.431,2023-05-24 14:04:26,7.0,,17.0,0.0,22.0,79.0,20.0,74.5,20.0,2023,5,24,14,1.33,13.0
33.0,84,43,1909.26,33.0,8.587,2,137,50.0,50.5292777,-84.8143144,204,8.587,2023-05-24 14:04:27,7.0,,17.0,0.0,23.0,80.0,19.5,76.0,20.0,2023,5,24,14,1.33,13.0
33.0,84,43,1918.09,33.0,8.768,2,137,53.0,50.5293652,-84.8143599,236,8.768,2023-05-24 14:04:28,7.0,,17.0,0.0,26.0,90.5,24.5,93.5,20.0,2023,5,24,14,1.33,13.0
33.0,86,44,1927.11,33.0,8.961,2,137,55.0,50.5294551,-84.8144054,251,8.961,2023-05-24 14:04:29,7.0,,17.0,0.0,29.0,96.5,25.5,91.0,20.0,2023,5,24,14,1.33,13.0
33.0,88,44,1936.17,33.0,9.081,2,138,52.0,50.5295484,-84.8144502,269,9.081,2023-05-24 14:04:30,7.0,,17.0,0.0,25.5,91.5,27.0,94.0,20.0,2023,5,24,14,1.33,13.0
33.0,89,44,1945.51,33.0,9.17,2,138,51.0,50.5296414,-84.8144962,263,9.17,2023-05-24 14:04:31,7.0,,17.0,0.0,22.5,86.5,27.0,95.0,20.0,2023,5,24,14,1.33,13.0
33.0,91,45,1954.9,33.0,9.296,2,138,52.0,50.5297364,-84.8145419,258,9.296,2023-05-24 14:04:32,7.0,,17.0,0.0,24.0,86.5,25.0,89.0,20.0,2023,5,24,14,1.33,13.0
33.0,90,45,1964.24,33.0,9.341,2,138,53.0,50.5298311,-84.814587,236,9.341,2023-05-24 14:04:33,7.0,,17.0,0.0,25.0,89.5,23.5,87.0,20.0,2023,5,24,14,1.33,13.0
33.0,86,45,1973.74,33.0,9.45,2,138,53.0,50.5299273,-84.8146329,219,9.45,2023-05-24 14:04:34,7.0,,17.0,0.0,27.5,88.0,21.5,83.0,20.0,2023,5,24,14,1.33,13.0
33.0,82,45,1983.3,33.0,9.553,2,138,54.0,50.5300264,-84.8146784,236,9.553,2023-05-24 14:04:35,7.0,,17.0,0.0,29.0,88.5,22.0,84.5,20.0,2023,5,24,14,1.33,13.0
33.0,83,45,1993.03,33.0,9.574,2,138,54.0,50.5301264,-84.8147238,243,9.574,2023-05-24 14:04:36,7.0,,17.0,0.0,28.5,91.0,25.0,91.5,20.0,2023,5,24,14,1.33,13.0
33.0,83,46,2002.64,33.0,9.643,2,138,54.0,50.5302226,-84.8147691,243,9.643,2023-05-24 14:04:37,7.0,,17.0,0.0,28.0,93.0,27.5,96.5,20.0,2023,5,24,14,1.33,13.0
33.0,84,46,2012.37,33.0,9.68,2,139,55.0,50.5303213,-84.8148145,244,9.68,2023-05-24 14:04:38,7.0,,17.0,0.0,27.5,95.5,25.5,85.5,20.0,2023,5,24,14,1.33,13.0
33.0,84,46,2022.31,33.0,9.769,2,139,55.0,50.5304226,-84.8148605,258,9.769,2023-05-24 14:04:39,7.0,,17.0,0.0,26.5,93.0,25.5,86.0,20.0,2023,5,24,14,1.33,13.0
32.799999999999955,85,46,2032.21,32.799999999999955,9.813,2,139,53.0,50.5305195,-84.8149133,282,9.813,2023-05-24 14:04:40,7.0,,17.0,0.0,25.0,89.5,26.0,88.5,20.0,2023,5,24,14,1.33,13.0
33.0,86,47,2041.96,33.0,9.809,2,139,51.0,50.5306174,-84.8149603,285,9.809,2023-05-24 14:04:41,7.0,,17.0,0.0,23.5,85.5,26.5,91.0,20.0,2023,5,24,14,1.33,13.0
33.0,85,47,2052.0,33.0,9.825,2,140,51.0,50.5307214,-84.8150129,271,9.825,2023-05-24 14:04:42,7.0,,17.0,0.0,22.5,83.5,26.5,93.5,20.0,2023,5,24,14,1.33,13.0
33.0,85,47,2061.94,33.0,9.849,2,140,58.0,50.5308192,-84.8150606,259,9.849,2023-05-24 14:04:43,7.0,,17.0,0.0,25.0,90.5,24.5,91.5,20.0,2023,5,24,14,1.33,13.0
33.0,86,48,2071.93,33.0,9.918,2,140,59.0,50.5309221,-84.8151062,251,9.918,2023-05-24 14:04:44,7.0,,17.0,0.0,25.0,91.5,24.0,90.5,20.0,2023,5,24,14,1.33,13.0
33.0,86,48,2081.95,33.0,9.953,2,140,57.0,50.5310231,-84.8151587,245,9.953,2023-05-24 14:04:45,7.0,,17.0,0.0,24.0,92.0,23.5,90.0,20.0,2023,5,24,14,1.33,13.0
33.0,86,48,2092.05,33.0,10.056,2,141,56.0,50.5311234,-84.8152064,240,10.056,2023-05-24 14:04:46,7.0,,17.0,0.0,23.0,92.5,23.0,89.5,20.0,2023,5,24,14,1.33,13.0
33.0,87,48,2103.05,33.0,10.165,3,141,56.0,50.5312368,-84.8152516,241,10.165,2023-05-24 14:04:47,7.0,,17.0,0.0,22.5,92.5,22.5,89.0,20.0,2023,5,24,14,1.33,13.0
33.200000000000045,88,49,2113.88,33.200000000000045,10.212,3,141,54.0,50.5313485,-84.8153043,249,10.212,2023-05-24 14:04:48,7.0,,17.0,0.0,23.0,91.0,23.0,87.5,20.0,2023,5,24,14,1.33,13.0
33.200000000000045,89,49,2124.09,33.200000000000045,10.3,3,141,53.0,50.5314472,-84.8153589,260,10.3,2023-05-24 14:04:49,7.0,,17.0,0.0,23.0,90.0,23.0,86.5,20.0,2023,5,24,14,1.33,13.0
33.200000000000045,90,49,2134.87,33.200000000000045,10.388,3,141,54.0,50.5315577,-84.815421,253,10.388,2023-05-24 14:04:50,7.0,,17.0,0.0,23.5,89.0,23.5,85.5,20.0,2023,5,24,14,1.33,13.0
33.0,90,49,2145.29,33.0,10.424,3,141,54.0,50.5316626,-84.8154698,265,10.424,2023-05-24 14:04:51,7.0,,17.0,0.0,24.0,88.5,23.5,84.5,20.0,2023,5,24,14,1.33,13.0
33.0,91,50,2156.06,33.0,10.437,3,141,54.0,50.5317718,-84.8155157,265,10.437,2023-05-24 14:04:52,7.0,,17.0,0.0,25.0,88.5,23.5,84.5,20.0,2023,5,24,14,1.33,13.0
33.200000000000045,91,50,2167.16,33.200000000000045,10.443,3,140,50.0,50.5318848,-84.8155684,248,10.443,2023-05-24 14:04:53,7.0,,17.0,0.0,20.0,73.5,24.0,86.5,20.0,2023,5,24,14,1.33,13.0
33.0,91,50,2178.03,33.0,10.443,3,140,53.0,50.531995,-84.8156229,214,10.443,2023-05-24 14:04:54,7.0,,17.0,0.0,20.0,67.5,21.0,81.0,20.0,2023,5,24,14,1.33,13.0
33.0,91,50,2188.53,33.0,10.471,3,140,56.0,50.5321004,-84.8156704,202,10.471,2023-05-24 14:04:55,7.0,,17.0,0.0,21.0,71.0,20.0,79.0,20.0,2023,5,24,14,1.33,13.0
33.0,91,50,2198.69,33.0,10.58,3,139,55.0,50.5322054,-84.8157231,222,10.58,2023-05-24 14:04:56,7.0,,17.0,0.0,22.5,79.5,20.5,79.5,20.0,2023,5,24,14,1.33,13.0
32.799999999999955,92,51,2209.19,32.799999999999955,10.619,3,139,52.0,50.5323102,-84.8157707,231,10.619,2023-05-24 14:04:57,7.0,,17.0,0.0,24.0,87.5,21.5,81.5,20.0,2023,5,24,14,1.33,13.0
32.799999999999955,92,51,2220.57,32.799999999999955,10.652,3,138,53.0,50.5324245,-84.8158298,240,10.652,2023-05-24 14:04:58,7.0,,17.0,0.0,28.0,97.0,25.5,93.0,20.0,2023,5,24,14,1.33,13.0
32.60000000000002,93,51,2231.2,32.60000000000002,10.689,3,138,55.0,50.5325326,-84.8158867,219,10.689,2023-05-24 14:04:59,7.0,,17.0,0.0,25.0,91.0,23.0,85.0,20.0,2023,5,24,14,1.33,13.0
32.60000000000002,93,51,2242.58,32.60000000000002,10.761,3,138,53.0,50.5326478,-84.8159413,193,10.761,2023-05-24 14:05:00,7.0,,17.0,0.0,22.0,83.0,21.0,77.5,20.0,2023,5,24,14,1.33,13.0
32.60000000000002,90,51,2253.29,32.60000000000002,10.791,3,138,51.0,50.5327539,-84.815995,179,10.791,2023-05-24 14:05:01,7.0,,17.0,0.0,20.5,77.5,20.0,73.0,20.0,2023,5,24,14,1.33,13.0
32.39999999999998,66,52,2264.49,32.39999999999998,10.731,3,139,45.0,50.5328665,-84.8160502,154,10.731,2023-05-24 14:05:02,7.0,,17.0,0.0,17.5,77.0,20.5,71.5,20.0,2023,5,24,14,1.33,13.0
32.200000000000045,48,52,2276.05,32.200000000000045,10.572,3,139,33.0,50.5329848,-84.8161052,137,10.572,2023-05-24 14:05:03,7.0,,17.0,0.0,2.0,97.5,22.5,81.5,20.0,2023,5,24,14,1.33,13.0
32.0,31,52,2286.65,32.0,10.555,3,140,20.0,50.533093,-84.816153,120,10.555,2023-05-24 14:05:04,7.0,,17.0,0.0,0.5,95.0,21.0,,20.0,2023,5,24,14,1.33,13.0
31.799999999999955,15,52,2296.72,31.799999999999955,10.553,3,141,25.0,50.5331958,-84.8162046,104,10.553,2023-05-24 14:05:05,7.0,,17.0,0.0,0.5,89.0,19.5,,20.0,2023,5,24,14,1.33,13.0
31.600000000000023,0,52,2307.24,31.600000000000023,10.486,3,141,31.0,50.5333024,-84.8162584,0,10.486,2023-05-24 14:05:06,7.0,,17.0,0.0,1.0,83.5,18.0,,20.0,2023,5,24,14,1.33,13.0
31.399999999999977,0,52,2317.61,31.399999999999977,10.433,3,141,37.0,50.5334036,-84.8163073,0,10.433,2023-05-24 14:05:07,7.0,,17.0,0.0,1.5,77.5,16.5,,20.0,2023,5,24,14,1.33,13.0
31.200000000000045,0,52,2328.24,31.200000000000045,10.34,3,141,44.0,50.5335107,-84.8163604,0,10.34,2023-05-24 14:05:08,7.0,,17.0,0.0,2.0,71.5,14.5,,20.0,2023,5,24,14,1.33,13.0
31.0,0,52,2339.03,31.0,10.285,3,141,50.0,50.5336205,-84.8164152,0,10.285,2023-05-24 14:05:09,7.0,,17.0,0.0,2.5,66.0,13.0,,21.0,2023,5,24,14,1.33,13.0
31.0,0,52,2348.8,31.0,10.212,3,141,56.0,50.5337189,-84.8164626,0,10.212,2023-05-24 14:05:10,7.0,,17.0,0.0,2.5,60.0,11.5,,21.0,2023,5,24,14,1.33,13.0
30.799999999999955,0,52,2359.29,30.799999999999955,10.114,3,141,63.0,50.5338248,-84.8165151,0,10.114,2023-05-24 14:05:11,7.0,,17.0,0.0,3.0,54.0,10.0,,21.0,2023,5,24,14,1.33,13.0
30.600000000000023,0,52,2368.88,30.600000000000023,10.113,3,141,69.0,50.5339229,-84.8165624,0,10.113,2023-05-24 14:05:12,7.0,,18.0,-1.04,3.5,48.5,8.0,,21.0,2023,5,24,14,1.33,13.0
30.399999999999977,0,52,2378.3,30.399999999999977,10.056,3,141,75.0,50.534018,-84.8166077,0,10.056,2023-05-24 14:05:13,7.0,,18.0,-1.42,4.0,42.5,6.5,,21.0,2023,5,24,14,1.33,13.0
30.200000000000045,0,52,2389.1,30.200000000000045,9.573,3,140,82.0,50.5341302,-84.816646,0,9.573,2023-05-24 14:05:14,7.0,,18.0,-1.35,4.5,36.5,5.0,,21.0,2023,5,24,14,1.33,13.0
30.200000000000045,0,52,2398.43,30.200000000000045,8.072,3,140,88.0,50.5342258,-84.816683,0,8.072,2023-05-24 14:05:15,7.0,,18.0,-1.29,4.5,31.0,3.5,,21.0,2023,5,24,14,1.33,13.0
30.200000000000045,48,52,2405.07,30.200000000000045,6.276,3,140,94.0,50.5342945,-84.8167123,0,6.276,2023-05-24 14:05:16,7.0,,18.0,-1.24,5.0,25.0,2.0,,21.0,2023,5,24,14,1.33,13.0
30.200000000000045,44,52,2410.1,30.200000000000045,4.521,3,140,99.0,50.5343473,-84.8167255,1,4.521,2023-05-24 14:05:17,7.0,,19.0,-1.19,5.5,19.0,0.0,,21.0,2023,5,24,14,1.33,13.0
30.200000000000045,31,52,2413.65,30.200000000000045,3.245,3,139,95.0,50.5343832,-84.8167414,1,3.245,2023-05-24 14:05:18,7.0,,19.0,-1.09,4.5,19.5,0.0,,21.0,2023,5,24,14,1.33,13.0
30.200000000000045,18,52,2415.62,30.200000000000045,2.038,3,139,90.0,50.5344049,-84.8167458,2,2.038,2023-05-24 14:05:19,7.0,,19.0,-0.98,3.5,21.0,0.0,,21.0,2023,5,24,14,1.33,13.0
30.200000000000045,5,52,2416.54,30.200000000000045,1.228,2,140,85.0,50.5344161,-84.8167458,0,1.228,2023-05-24 14:05:20,7.0,,19.0,-0.28,2.5,22.0,0.0,,21.0,2023,5,24,14,1.33,13.0
30.200000000000045,0,52,2417.02,30.200000000000045,0.877,2,140,80.0,50.5344182,-84.8167458,0,0.877,2023-05-24 14:05:21,7.0,,19.0,0.0,1.0,23.5,0.0,,21.0,2023,5,24,14,1.33,13.0
30.0,0,52,2417.68,30.0,1.136,2,136,56.0,50.5344319,-84.8167549,0,1.136,2023-05-24 14:05:26,7.0,,19.0,-0.26,1.5,29.5,36.0,,21.0,2023,5,24,14,1.33,13.0
30.0,4,52,2419.99,30.0,2.353,2,136,51.0,50.5344528,-84.8167689,0,2.353,2023-05-24 14:05:27,7.0,,19.0,0.0,2.0,31.0,45.5,,21.0,2023,5,24,14,1.33,13.0
30.0,20,52,2423.08,30.0,3.484,2,135,46.0,50.5344803,-84.8167872,42,3.484,2023-05-24 14:05:28,7.0,,19.0,0.0,2.5,32.0,54.5,93.5,21.0,2023,5,24,14,1.33,13.0
30.0,42,52,2426.26,30.0,3.451,2,135,45.0,50.5345109,-84.8168123,117,3.451,2023-05-24 14:05:29,7.0,,19.0,0.0,12.0,54.5,52.0,97.0,21.0,2023,5,24,14,1.33,13.0
30.0,57,52,2430.04,30.0,4.344,2,135,46.0,50.5345465,-84.8168398,183,4.344,2023-05-24 14:05:30,7.0,,19.0,0.0,34.0,100.0,32.0,100.0,21.0,2023,5,24,14,1.33,13.0
30.0,64,52,2434.98,30.0,5.295,2,134,48.0,50.5345935,-84.8168741,247,5.295,2023-05-24 14:05:31,7.0,,19.0,0.0,32.5,99.0,31.0,99.0,21.0,2023,5,24,14,1.33,13.0
30.0,71,53,2440.52,30.0,5.567,2,134,49.0,50.5346496,-84.816903,302,5.567,2023-05-24 14:05:32,7.0,,19.0,0.0,31.5,98.0,29.5,98.5,21.0,2023,5,24,14,1.33,13.0
30.0,76,53,2446.45,30.0,5.974,2,133,50.0,50.534709,-84.8169304,297,5.974,2023-05-24 14:05:33,7.0,,19.0,0.0,30.0,97.0,28.5,97.5,21.0,2023,5,24,14,1.33,13.0
30.0,83,53,2452.84,30.0,6.355,2,132,51.0,50.5347723,-84.816965,265,6.355,2023-05-24 14:05:34,7.0,,19.0,0.0,27.0,89.5,27.0,94.5,21.0,2023,5,24,14,1.33,13.0
30.0,84,53,2459.44,30.0,6.722,2,131,53.0,50.5348361,-84.8170015,209,6.722,2023-05-24 14:05:35,7.0,,19.0,0.0,22.0,77.0,25.0,88.5,21.0,2023,5,24,14,1.33,13.0
30.0,84,54,2466.32,30.0,6.879,2,129,54.0,50.5349031,-84.8170448,190,6.879,2023-05-24 14:05:36,7.0,,19.0,0.0,25.5,87.5,23.5,85.5,21.0,2023,5,24,14,1.33,13.0
30.0,84,54,2473.27,30.0,6.768,2,128,55.0,50.5349715,-84.8170904,185,6.768,2023-05-24 14:05:37,7.0,,19.0,0.0,24.0,83.5,24.5,91.0,21.0,2023,5,24,14,1.33,13.0
30.0,84,54,2480.29,30.0,6.883,2,128,57.0,50.5350398,-84.817136,185,6.883,2023-05-24 14:05:38,7.0,,19.0,0.0,24.0,85.5,22.0,83.0,21.0,2023,5,24,14,1.33,13.0
29.799999999999955,84,54,2487.51,29.799999999999955,7.167,2,128,55.0,50.5351081,-84.8171815,178,7.167,2023-05-24 14:05:39,7.0,,19.0,0.0,22.0,82.0,19.5,74.0,21.0,2023,5,24,14,1.33,13.0
29.799999999999955,82,54,2494.99,29.799999999999955,7.678,2,128,56.0,50.5351799,-84.817227,181,7.678,2023-05-24 14:05:40,7.0,,19.0,0.0,17.0,70.0,19.5,75.0,21.0,2023,5,24,14,1.33,13.0
29.600000000000023,82,54,2503.14,29.600000000000023,8.051,2,128,60.0,50.5352625,-84.8172721,186,8.051,2023-05-24 14:05:41,7.0,,19.0,0.0,18.5,74.0,20.5,78.5,21.0,2023,5,24,14,1.33,13.0
29.600000000000023,83,55,2511.55,29.600000000000023,8.156,2,128,47.0,50.5353493,-84.8173038,190,8.156,2023-05-24 14:05:42,7.0,,19.0,0.0,20.5,78.5,21.5,82.5,21.0,2023,5,24,14,1.33,13.0
29.600000000000023,85,55,2520.15,29.600000000000023,8.449,2,128,50.0,50.5354397,-84.8173312,224,8.449,2023-05-24 14:05:43,7.0,,19.0,0.0,22.5,83.0,22.5,86.0,21.0,2023,5,24,14,1.33,13.0
29.399999999999977,86,55,2528.6,29.399999999999977,8.105,2,128,48.0,50.5355274,-84.8173586,241,8.105,2023-05-24 14:05:44,7.0,,19.0,0.0,24.5,87.5,23.5,89.5,21.0,2023,5,24,14,1.33,13.0
29.399999999999977,87,55,2536.81,29.399999999999977,7.961,2,128,47.0,50.5356139,-84.817393,241,7.961,2023-05-24 14:05:45,7.0,,19.0,0.0,25.5,90.5,24.5,91.5,21.0,2023,5,24,14,1.33,13.0
29.200000000000045,89,56,2544.94,29.200000000000045,7.971,2,128,50.0,50.5356963,-84.8174291,240,7.971,2023-05-24 14:05:46,7.0,,19.0,0.0,24.0,86.5,23.5,87.5,21.0,2023,5,24,14,1.33,13.0
29.0,90,56,2553.29,29.0,8.04,2,129,54.0,50.5357786,-84.8174728,229,8.04,2023-05-24 14:05:47,7.0,,19.0,0.0,22.5,82.5,22.5,83.5,21.0,2023,5,24,14,1.33,13.0
28.799999999999955,90,56,2561.52,28.799999999999955,7.843,2,129,57.0,50.5358608,-84.8175184,219,7.843,2023-05-24 14:05:48,7.0,93.0,19.0,0.0,21.0,78.5,21.5,78.5,21.0,2023,5,24,14,1.33,13.0
28.799999999999955,90,56,2569.6,28.799999999999955,7.797,2,129,53.0,50.5359382,-84.8175773,217,7.797,2023-05-24 14:05:49,7.0,,19.0,-0.83,20.0,75.0,19.5,73.0,21.0,2023,5,24,14,1.33,13.0
28.799999999999955,74,56,2577.74,28.799999999999955,7.667,2,130,45.0,50.5360162,-84.8176274,211,7.667,2023-05-24 14:05:50,7.0,,19.0,-1.27,19.0,71.0,18.0,67.0,21.0,2023,5,24,14,1.33,13.0
28.799999999999955,50,56,2585.41,28.799999999999955,6.998,2,130,49.0,50.536086,-84.8176796,204,6.998,2023-05-24 14:05:51,7.0,,19.0,-1.3,18.5,67.5,16.0,61.5,21.0,2023,5,24,14,1.33,13.0
28.799999999999955,26,56,2592.91,28.799999999999955,6.967,2,131,53.0,50.5361549,-84.8177346,196,6.967,2023-05-24 14:05:52,7.0,,19.0,-1.21,19.0,71.0,17.0,65.0,21.0,2023,5,24,14,1.33,13.0
29.0,1,56,2600.37,29.0,6.911,2,132,57.0,50.5362266,-84.8177892,0,6.911,2023-05-24 14:05:53,7.0,,19.0,-0.37,21.0,77.0,19.5,73.0,21.0,2023,5,24,14,1.33,13.0
29.0,26,56,2607.84,29.0,7.087,2,132,61.0,50.5362954,-84.8178434,11,7.087,2023-05-24 14:05:54,7.0,,19.0,0.0,22.5,83.5,22.0,80.5,21.0,2023,5,24,14,1.33,13.0
29.0,44,57,2615.77,29.0,7.45,2,133,62.0,50.5363676,-84.8179054,32,7.45,2023-05-24 14:05:55,7.0,,19.0,0.0,24.5,89.5,24.5,88.5,21.0,2023,5,24,14,1.33,13.0
29.0,60,57,2623.74,29.0,7.765,2,133,54.0,50.5364368,-84.817969,54,7.765,2023-05-24 14:05:56,7.0,,19.0,0.0,25.0,89.0,24.5,88.5,21.0,2023,5,24,14,1.33,13.0
29.0,77,57,2631.6,29.0,7.738,2,133,51.0,50.5365064,-84.8180376,77,7.738,2023-05-24 14:05:57,7.0,,19.0,0.0,25.5,88.0,24.5,88.5,21.0,2023,5,24,14,1.33,13.0
29.0,81,57,2639.94,29.0,8.064,2,133,48.0,50.536581,-84.8181052,186,8.064,2023-05-24 14:05:58,7.0,,19.0,0.0,25.5,87.0,24.5,88.0,21.0,2023,5,24,14,1.33,13.0
29.0,83,57,2648.31,29.0,8.288,2,133,47.0,50.5366543,-84.8181694,243,8.288,2023-05-24 14:05:59,7.0,,19.0,0.0,26.0,85.0,24.5,88.0,21.0,2023,5,24,14,1.33,13.0
29.0,84,58,2656.87,29.0,8.405,2,132,48.0,50.5367308,-84.8182403,237,8.405,2023-05-24 14:06:00,7.0,,19.0,0.0,24.5,80.0,24.5,88.0,21.0,2023,5,24,14,1.33,13.0
29.0,84,58,2665.35,29.0,8.26,2,132,59.0,50.536803,-84.8183183,225,8.26,2023-05-24 14:06:01,7.0,,19.0,0.0,24.5,82.5,23.5,85.5,21.0,2023,5,24,14,1.33,13.0
29.0,84,58,2674.31,29.0,8.439,2,132,58.0,50.5368806,-84.8183947,214,8.439,2023-05-24 14:06:02,7.0,,19.0,0.0,24.5,85.5,22.0,83.0,21.0,2023,5,24,14,1.33,13.0
28.799999999999955,86,58,2683.21,28.799999999999955,8.605,2,132,58.0,50.5369548,-84.8184748,219,8.605,2023-05-24 14:06:03,7.0,,19.0,0.0,29.0,91.5,23.5,87.5,21.0,2023,5,24,14,1.33,13.0
28.799999999999955,88,59,2692.07,28.799999999999955,8.712,2,132,54.0,50.5370313,-84.8185569,306,8.712,2023-05-24 14:06:04,7.0,,19.0,0.0,36.0,99.5,27.0,98.5,21.0,2023,5,24,14,1.33,13.0
28.600000000000023,89,59,2701.02,28.600000000000023,8.827,2,132,48.0,50.537105,-84.8186386,334,8.827,2023-05-24 14:06:05,7.0,,19.0,0.0,28.0,98.0,27.5,97.5,21.0,2023,5,24,14,1.33,13.0
28.600000000000023,90,59,2709.97,28.600000000000023,8.828,2,132,53.0,50.5371777,-84.8187204,303,8.828,2023-05-24 14:06:06,7.0,,19.0,0.0,29.0,98.5,27.5,97.5,21.0,2023,5,24,14,1.33,13.0
28.399999999999977,91,59,2719.0,28.399999999999977,8.939,2,133,53.0,50.5372472,-84.8188096,307,8.939,2023-05-24 14:06:07,7.0,,19.0,0.0,27.5,94.0,27.5,97.0,21.0,2023,5,24,14,1.33,13.0
28.399999999999977,91,60,2728.03,28.399999999999977,8.995,2,133,51.0,50.5373133,-84.8189045,296,8.995,2023-05-24 14:06:08,7.0,,19.0,0.0,24.0,86.0,27.0,96.0,21.0,2023,5,24,14,1.33,13.0
